,Concept_ID,mrj,fa
145,Weide[Baum]::N,уа,بید
146,Tanne::N,кож,صنوبر
147,Horn::N,шур,شاخ
148,Feder::N,пын,پر
149,Fell::N,кавашты,خز
150,Flügel::N,шылдыр,پر
151,Flügel::N,шылдыр,بال
152,Klaue::N,кӹч,چنگ
153,Klaue::N,кӹч,پنجه
154,Kralle::N,лапа,پنجه
155,Schwanz::N,пач,دم
156,Ei::N,мыны,تخم
157,Nest::N,пӹжӓш,لانه
158,Bau::N,ыраж,بنا
159,Bau::N,ыраж,ساختمان
160,Tier::N,во́льык,هیوان
161,Herde::N,кӹтö,رمه
162,Kuh::N,ышкал,گاو
163,Bulle::N,ӱшкӱж,گاو نر
164,Pferd::N,имни,اسب
165,Schaf::N,шарык,گوسفند
166,Schwein::N,сасна,خوک
167,Hund::N,пи,سگ
168,Katze::N,коти,گربه
169,Bär::N,мöскӓ,خرس
170,Eichhörnchen::N,ур,سنجاب
171,Elch::N,шарды,گوزن شمالی
172,Fuchs::N,рӹвӹж,روباه
173,Hase::N,морен,خرگوش
174,Maus::N,каля,موش
175,Wolf::N,пирӹ,گرگ
176,Vogel::N,кек,پرنده
177,Schwarm::N,цуца,دسته
178,Huhn::N,цӹвӹ,مرغ
179,Hahn::N,ӓптӓн,خروس
180,Gans::N,комбы,غاز
181,Adler::N,кучкыж,عقاب
182,Ente::N,лыды,اردک
183,Ente::N,лыды,مرغابی
184,Eule::N,тымана,جغد
185,Kranich::N,тырня,درنا
186,Kranich::N,тыртня,درنا
187,Krähe::N,лудыгарак,زاغ
188,Krähe::N,лудыгарак,کلاغ
189,Kuckuck::N,куку,فاخته
190,Schwan::N,йӱксӹ,قو
191,Fisch::N,кол,ماهی
192,Barsch::N,алангы,ماهی خاردار
193,Hecht::N,нуж,اردک ماهی
194,Hecht::N,нужгол,اردک ماهی
195,Schlange[Tier]::N,кӹшкы,مار
196,Wurm::N,шукш,کرم
197,Spinne::N,ӓнгӹремшӹ,عنکبوت
198,Ameise::N,кыткы,مورچه
199,Laus::N,ти,شپش
200,Mücke::N,кужнер,پشه
201,Mücke::N,кужынер,پشه
202,Fliege::N,шӹнгӓ,مگس
203,Schmetterling::N,лӹпӹ,پروانه
204,Beere::N,мöр,گیله
205,Apfel::N,олма,سیب
206,Pilz::N,понгы,قارچ
207,Zwiebel::N,охыра,پیاز
208,Saat::N,нӱшмӹ,بذر
209,Saat::N,нӱшмӱ,بذر
210,Korn::N,пӹрцӹ,تخم
211,Korn::N,пӹрцӹ,دانه
212,Heu::N,шуды,علف خشک
213,Schale::N,аваха,پوست
214,Schale::N,карлангы,پوست
215,Grube::N,йӓм,گودال
216,Falle::N,лӱдӹ,دام
217,Falle::N,лӱдӹш,دام
218,Schlinge::N,онгы,حلقه
219,Spur::N,кишӓ,رد
220,Asche::N,ломых,خاکستر
221,Asche::N,ломпыж,خاکستر
222,Dreck::N,лявӹрӓ,کثافت
223,Eisen::N,кӹртни,آهن
224,Gold::N,шöртни,زر
225,Gold::N,шöртни,طلا
226,Gold::N,шöртньӹ,زر
227,Gold::N,шöртньӹ,طلا
228,Silber::N,ши,نقره
229,Kohle::N,шӱ,زغال
230,Glas::N,охоница,شیشه
231,Lehm::N,шун,گل
232,Sand::N,ошма,شن
233,Sand::N,ошма,ماسه
234,Mensch::N,эдем,آدم
235,Mensch::N,эдем,انسان
236,Mann::N,пӱэргӹ,مرد
237,Frau::N,ӹдӹрӓмӓш,زن
238,Kind::N,ӓзӓ,بچه
239,Kind::N,ӓзӓ,کودک
240,Kind::N,шачшы,بچه
241,Kind::N,шачшы,کودک
242,Junge::N,рвезӹ,پسر
243,Junge::N,ӹрвезӹ,پسر
244,Mädchen::N,ӹдӹрӓш,دختر
245,Familie::N,йиш,فامیل
246,Familie::N,йиш,خانواده
247,Familie::N,семня,فامیل
248,Familie::N,семня,خانواده
249,Großvater::N,тьоти,پدربزرگ
250,Großmutter::N,папа,مادر‌بزرگ
251,Eltern::N,ӓтя-ӓвӓ,والدین
252,Eltern::N,ӓтя-ӓвӓ,پدر‌و‌مادر
253,Vater::N,ӓтя,پدر
254,Mutter::N,ӓвӓ,مادر
255,Sohn::N,эргӹ,پسر
256,Tochter::N,ӹдӹр,دختر
257,Bruder::N,ӹза,برادر
258,Schwester::N,ӓкӓ,خواهر
259,Onkel::N,кугуза,عمو
260,Onkel::N,кугуза,دایی
261,Tante::N,куака,عمه
262,Tante::N,куака,خاله
263,Ehemann::N,мары,همسر
264,Ehefrau::N,вӓтӹ,همسر
265,Freude::N,ӹвӹртӹмӓш,شادی
266,Gelächter::N,ваштылмаш,خنده
267,Gelächter::N,ваштылмаш,قاه‌قاه
268,Glück::N,пиӓл,اقبال
269,Kummer::N,ясы,غم
270,Kummer::N,ясы,غصه
271,Wunsch::N,охата,آرزو
272,Wunsch::N,шанымаш,آرزو
273,Lust::N,шӓр,هوس
274,Lust::N,охата,هوس
275,Lust::N,шанымаш,هوس
276,Geist::N,тух,روح
277,Gedanke::N,шанымаш,فکر
278,Gedächtnis::N,ӓш,حافظه
279,Verstand::N,ыш,هوش
280,Sinn::N,кын,معنا
281,Sinn::N,кын,مفهوم
282,Grund::N,вир,سبب
283,Grund::N,вир,دلیل
284,Wahrheit::N,тöр,حقیقت
285,Gespräch::N,хытырымаш,صحبت
286,Gespräch::N,хытырымаш,گفتگو
287,Märchen::N,ямак,قصه
288,Märchen::N,ямак,افسانه
289,Erzählung::N,шайыштмаш,داستان
290,Nachricht::N,увертӓрӹмӓш,خبر
291,Neuigkeit::N,увер,خبر تازه
292,Name::N,лӹм,اسم
293,Rätsel::N,тышты,معما
294,Rede::N,шая,سخن
295,Rede::N,шамак,سخن
296,Sprache::N,йӹлмӹ,زبان
297,Stimme::N,юк,صدا
298,Wort::N,шамак,کلمه
299,Zeichen::N,палӹ,نشان
300,Zeichen::N,палӹ,علامت
301,Ruf::N,сӹгӹрӹмӓш,صدا
302,Lärm::N,юкланымащ,هیاهو
303,Laut::N,юк,صدا
304,Ton::N,юк,آهنگ
305,Lied::N,мыры,آواز
306,Lied::N,мыры,ترانه
307,Ruhe::N,тыр,آرامش
308,Leute::N,эдемвлӓ,مردم
309,Volk::N,халык,خلق
310,Arbeit::N,пӓшӓ,کار
311,Gast::N,хына,مهمان
312,Geschenk::N,подарка,هدیه
313,Spiel::N,мадыш,بازی
314,Gesellschaft::N,йӓл,جمعیت
315,Gesellschaft::N,йӓлвлӓ,جمعیت
316,Hilfe::N,палшык,کمک
317,Freund::N,тӓнг,دوست
318,Kamerad::N,тос,رفیق
319,Angelegenheit::N,дела,امر
320,Angelegenheit::N,дела,قضیه
321,Angelegenheit::N,йела,امر
322,Angelegenheit::N,йела,قضیه
323,Angelegenheit::N,йыла,امر
324,Angelegenheit::N,йыла,قضیه
325,Angelegenheit::N,пӓшӓ,امر
326,Angelegenheit::N,пӓшӓ,قضیه
327,Anzahl::N,шот,عده
328,Anzahl::N,шот,شمار
329,Art::N,цӹре,نوع
330,Stück::N,лаштык,تکه
331,Stück::N,лаштык,قطعه
332,Teil::N,пай,بخش
333,Teil::N,пай,قسمت
334,Teil::N,часть,بخش
335,Teil::N,часть,قسمت
336,Hälfte::N,пел,نیم
337,Kreis::N,тӹртӹш,حلقه
338,Kreis::N,тӹртӹш,دایره
339,Kreuz::N,крестӹ,صلیب
340,Abstand::N,ло,فاصله
341,Entfernung::N,ло,مسافت
342,Gegend::N,вӓр,منطقه
343,Platz::N,вӓр,گنجایش
344,Ort::N,вӓр,جا
345,Ort::N,вӓр,محل
346,Ort::N,вӓр,مکان
347,Seite::N,öрдӹж,طرف
348,Mitte::N,ло,وسط
349,Mitte::N,ло,میان
350,Gegenstand::N,хӓдӹр,چیز
351,Sache::N,хӓдӹр,چیز
352,Rand::N,шöр,کنار
353,Rand::N,шöр,حاشیه
354,Kante::N,шöр,لبه
355,Ecke::N,лык,گوشه
356,Spitze::N,вуй,سر
357,Spitze::N,вуй,نوک
358,Ende::N,вуй,ته
359,Ende::N,вуй,آخر
360,Ende::N,мычаш,ته
361,Ende::N,мычаш,آخر
362,Loch::N,ыраж,سوراخ
363,Winkel::N,лык,کنج
364,Muster::N,тӹрлец,نقش
365,Größe::N,кӱкшӹц,قد
366,Größe::N,кӱкшӹц,بزرگی
367,Länge::N,кыт,طول
368,Höhe::N,кӱкшӹц,بلندی
369,Gewicht::N,нелӹц,وزن
370,Menge::N,шот,مقدار
371,Menge::N,шот,اندازه
372,Haufen::N,ара,توده
373,Reihe::N,ряд,ردیف
374,Boot::N,пыш,قایق
375,Ruder::N,вешлӓ,پارو
376,Schlitten::N,тир,سورتمه
377,Ski::N,ечӹ,اسکی
378,Lagerfeuer::N,тыл,آتش
379,Last::N,нелӹц,بار
380,Last::N,нелӹц,سنگینی
381,Gang::N,ход,راه رفتن
382,Schritt::N,ашкыл,قدم
383,Norden::N,йыдпелвел,شمال
384,Süden::N,кечӹвӓлвел,جنوب
385,Westen::N,кечӹ шӹцмӹ,غرب
386,Osten::N,ирвел,شرق
387,Osten::N,кечӹ лӱлтмӹ,شرق
388,Holz::N,пушӓнгӹ,چوب
389,Brett::N,ханга,تخته
390,Platte::N,плитӓ,صفحه
391,Stütze::N,цӓрӓк,تکیه
392,Stange::N,равы,میله
393,Stange::N,намаш,میله
394,Stock::N,панды,چوب
395,Stab::N,равы,عصا
396,Rohr::N,пыч,لوله
397,Haus::N,пöрт,منزل
398,Heim::N,пöрт,خانه
399,Heim::N,пöрт,کاشانه
400,Ofen::N,камака,بخاری
401,Fußboden::N,седӹрӓ,کف اتاق
402,Tisch::N,стöл,میز
403,Stuhl::N,пöкен,صندلی
404,Wiege::N,шипкӓ,گهواره
405,Bett::N,койка,تختخواب
406,Bett::N,кравать,تختخواب
407,Regal::N,полицӓ,قفسه
408,Kiste::N,шӱ́ндӹк,صندوق
409,Fenster::N,окня,پنجره
410,Tür::N,амаса,در
411,Tür::N,амаса,درب
412,Tor::N,хапка,دروازه
413,Zaun::N,забор,حصار
414,Dach::N,левӓш,بام
415,Leiter::N,ташкалтыш,نردبان
416,Besen::N,сало,جارو
417,Besen::N,салко,جارو
418,Spaten::N,кольмы,بیل
419,Schaufel::N,лоток,بیل
420,Schaufel::N,лоток,پارو
421,Gabel::N,ви́лка,چنگال
422,Löffel::N,савала,قاشق
423,Messer::N,кӹзӹ,کارد
424,Nagel::N,пыда,میخ
425,Netz::N,вӓпш,تور
426,Netz::N,вӓпш,شبکه
427,Haken::N,крӱк,قلاب
428,Haken::N,кагак,قلاب
429,Griff::N,кычем,دسته
430,Schloss::N,замок,قفل
431,Schloss::N,сыравач,قفل
432,Bild::N,картин,عکس
433,Bild::N,картин,تصویر
434,Figur::N,кӓн,تندیس
435,Puppe::N,поханя,عروسک
436,Beutel::N,мешӓк,کیسه
437,Bündel::N,топ,بسته
438,Bündel::N,пидӹш,بسته
439,Bündel::N,кӹлдӹш,بسته
440,Tasche::N,сумкы,کیف
441,Eimer::N,ведӹрӓ,سطل
442,Deckel::N,комдыш,در
443,Geschirr::N,ӓтӹ,ظرف
444,Sack::N,мешӓк,گونی
445,Tasse::N,цӓшкӓ,فنجان
446,Topf::N,ми́ска,دیگ
447,Topf::N,ми́ска,قابلمه
448,Kessel::N,пад,دیگ
449,Essen::N,качкыш,خوراک
450,Essen::N,качкыш-йӱш,خوراک
451,Nahrung::N,качкыш,غذا
452,Nahrung::N,качкыш-йӱш,غذا
453,Speise::N,няня,خوراک
454,Fleisch::N,пай,گوشت
455,Getreide::N,киндӹ,غله
456,Brei::N,шӹрӓш,فرنی
457,Brei::N,шӹрӓш,حریره
458,Brot::N,сыкыр,نان
459,Scheibe::N,ламыт,قاچ
460,Scheibe::N,ламыт,لزگه
461,Scheibe::N,лаштык,قاچ
462,Scheibe::N,лаштык,لزگه
463,Fett::N,кая,چربی
464,Butter::N,ӱ,کره
465,Öl::N,ӱ,روغن
466,Salz::N,санзал,نمک
467,Suppe::N,лем,آش
468,Suppe::N,лем,سوپ
469,Honig::N,мӱ,عسل
470,Milch::N,шӹшер,شیر
471,Tee::N,чӓй,چای
472,Leder::N,шарга,چرم
473,Leder::N,кавашты,چرم
474,Wolle::N,миж,پشم
475,Stoff::N,матер,پارچه
476,Stoff::N,матери,پارچه
477,Nadel::N,им,سوزن
478,Faden::N,шӹртӹ,نخ
479,Knopf::N,полдыш,دکمه
480,Knoten::N,пӱкшем,گره
481,Farbe::N,чиӓ,رنگ
482,Farbe::N,крӓскӓ,رنگ
483,Kleidung::N,выргем,لباس
484,Kleidung::N,выргем,پوشاک
485,Hemd::N,тыгыр,پیراهن
486,Kragen::N,шӱ,یقه
487,Ärmel::N,шокш,آستین
488,Hose::N,ялаш,شلوار
489,Gürtel::N,ӹштӹ,کمر‌بند
490,Mütze::N,упш,کلاه
491,Schuh::N,ту́фльы,کفش
492,Stiefel::N,кем,چکمه
493,Ring::N,шӓргӓш,حلقه
494,Ring::N,шӓргӓш,انگشتر
495,Band::N,лемтӓ,نوار
496,Band::N,лемтӓ,روبان
497,Kamm::N,шерге,شانه
498,Spiegel::N,тӹгӹр,آینه
499,Riemen::N,прӓжӓ,تسمه
500,Schnur::N,кӓндӹра,ریسمان
501,Leine::N,керем,قلاده
502,Decke::N,одеял,پتو
503,Kissen::N,кӹпцӹк,بالش
504,Tuch::N,савыц,شال
505,Handtuch::N,шӹргӹсавыц,حوله
506,Handtuch::N,шӹргӹмсавыц,حوله
507,Kraft::N,ви,نیرو
508,Stärke::N,ви,زور
509,Gesundheit::N,шу,سلامتی
510,Gesundheit::N,шу,تندرستی
511,Gesundheit::N,шулык,سلامتی
512,Gesundheit::N,шулык,تندرستی
513,Krankheit::N,мыж,بیماری
514,Schmerz::N,карштыш,درد
515,Wunde::N,шушыр,زخم
516,Fieber::N,ӱштӹмыж,تب
517,Arznei::N,лекӓрцӹ,دارو
518,Brücke::N,кӹвер,پل
519,Brunnen::N,вӹдсӹнзӓ,چاه
520,Weide::N,ныр,چراگاه
521,Pfad::N,ялгорны,راه
522,Weg::N,корны,راه
523,Weg::N,корны,طریق
524,Straße::N,корны,راه
525,Straße::N,корны,جاده
526,Dorf::N,сола,ده
527,Dorf::N,сола,روستا
528,Stadt::N,города,شهر
529,Brief::N,сирмӓш,نامه
530,Buch::N,книгӓ,کتاب
531,Buchstabe::N,буква́,حرف
532,Zeitung::N,газет,روزنامه
533,Zeitung::N,кайзет,روزنامه
534,Leben::N,житя,عمر
535,Leben::N,житя,زندگی
536,Tod::N,смöрт,مرگ
537,Grab::N,шӹгер,گور
538,Grab::N,шӹгер,مزار
539,Grab::N,мыгилӓ,گور
540,Grab::N,мыгилӓ,مزار
541,Grab::N,шӹгерлӓ,گور
542,Grab::N,шӹгерлӓ,مزار
543,Kirche::N,церкӹ,کلیسا
544,Sünde::N,сулык,بزه
545,Sünde::N,сулык,گناه
546,Gott::N,йымы,خدا
547,Arbeiter::N,пӓшӓзӹ,کارگر
548,Chef::N,вуй,رئیس
549,Meister::N,мастар,استاد
550,Arzt::N,доктор,پزشک
551,Lehrer::N,тымдышы,معلم
552,Lehrer::N,тымдышы,آموزگار
553,Geld::N,окса,پول
554,Geschäft::N,торге́йӹмӓш,کار
555,Geschäft::N,торге́йӹмӓш,بیزنس
556,Laden::N,лапка,دکان
557,Laden::N,лапка,مغازه
558,Laden::N,магазин,دکان
559,Laden::N,магазин,مغازه
560,Preis::N,ӓк,بها
561,Preis::N,ӓк,قیمت
562,Ware::N,товар,جنس
563,Ware::N,товар,کالا
564,Nutzen::N,пайда,مزیت
565,Nutzen::N,пайда,امتیاز
566,Reichtum::N,перке,مال
567,Reichtum::N,перке,ثروت
568,Welt::N,сӓндӓлӹк,دنیا
569,Welt::N,свет,دنیا
570,Land::N,сӓндӓлӹк,کشور
571,Land::N,сӓндӓлӹк,مملکت
572,Staat::N,кугижӓншӹ,دولت
573,König::N,король,شاه
574,König::N,король,پادشاه
575,Macht::N,власть,قدرت
576,Macht::N,власть,اختیار
577,Grenze::N,пӹсмӓн,مرز
578,Krieg::N,вырсы,جنگ
579,Feind::N,тышман,دشمن
580,Gewalt::N,ви,زور
581,Gewalt::N,ви,خشونت
582,Kampf::N,кредӓлмӓш,نبرد
583,Kampf::N,кредӓлмӓш,مبارزه
584,Bogen[Waffe]::N,янгеж,کمان
585,Pfeil::N,пикш,تیر
586,Gewehr::N,пичӓл,تفنگ
587,Fehler::N,самынь,غلط
588,Fehler::N,самынь,اشتباه
589,Lüge::N,шая,دروغ
590,Schaden::N,вре́дӓ,آسیب
591,Schaden::N,вре́дӓ,خسارت
592,Unglück::N,пёда,بلا
593,Unglück::N,тымаша,بلا
594,Schuld::N,вуйнамат,گناه
595,Schuld::N,вуйнамат,تقصیر
596,Alter::N,иӓш,سن
597,Alter::N,иӓш,عمر
598,Alter::N,игечӹ,سن
599,Alter::N,игечӹ,عمر
600,Schluss::N,пӹтӓртӹш,انتها
601,Zeit::N,веремӓ,وقت
602,Zeit::N,веремӓ,زمان
603,Tag::N,кечӹ,روز
604,Morgen::N,ир,صبح
605,Morgen::N,ирок,صبح
606,Mittag::N,кечӹвӓл,ظهر
607,Abend::N,вады,شب
608,Abend::N,вады,عصر
609,Nacht::N,йыд,شب
610,Woche::N,ӓрня,هفته
611,Monat::N,тӹ́лзӹ,ماه
612,Jahr::N,год,سال
613,Frühling::N,шошым,بهار
614,Sommer::N,кӓнгӹж,تابستان
615,Herbst::N,шӹжӹ,پاییز
616,Winter::N,тел,زمستان
617,Winter::N,телӹ,زمستان
618,Januar::N,январ,ژانویه
619,Januar::N,январь,ژانویه
620,Februar::N,февраль,فوریه
621,März::N,март,مارس
622,April::N,апрель,آوریل
623,Mai::N,май,مه
624,Juni::N,июнь,ژوئن
625,Juli::N,июль,ژویه
626,August::N,август,اوت
627,September::N,сентябрь,سپتامبر
628,Oktober::N,октябрь,اکتبر
629,November::N,ноябрь,نوامبر
630,Dezember::N,декавыр,دسامبر
631,Montag::N,шачмы,دو‌شنبه
632,Dienstag::N,кышкыжмы,سه‌شنبه
633,Mittwoch::N,вӹрчегӹ,چهار‌شنبه
634,Donnerstag::N,изӓрня,پنج شنبه
635,Freitag::N,когарня,جمعه
636,Samstag::N,кукшыгечӹ,شنبه
637,Sonntag::N,рушӓрня,یکشنبه
638,groß::A,кого,بزرگ
639,klein::A,изи,کوچک
640,lang::A,кужы,بلند
641,kurz::A,кӹтӹк,کوتاه
642,breit::A,кымда,پهن
643,schmal::A,ӓнгӹсӹр,تنگ
644,schmal::A,ӓнгӹсӹр,نازک
645,dicht::A,шӹре,چگال
646,dicht::A,шӹре,انبوه
647,dick[Gegenstand]::A,кӹжгӹ,ضخیم
648,dünn::A,вӹцкӹж,نازک
649,fein::A,пыльга,ریز
650,fein::A,пыльга,باریک
651,fest::A,цаткыды,محکم
652,flach::A,тӓлякӓ,صاف
653,flach::A,тӓлякӓ,مسطح
654,glatt::A,ягылгы,لیز
655,hart::A,пингӹдӹ,سفت
656,weich::A,пышкыды,نرم
657,weich::A,пышкыды,ملایم
658,rund::A,тӹртӹш,گرد
659,spitz::A,кашар,تیز
660,spitz::A,кашар,نوک‌تیز
661,scharf::A,кашар,تیز
662,scharf::A,кашар,برنده
663,stumpf::A,нӹшкӹ,کند
664,schwer::A,нелӹ,سنگین
665,schön::A,цевер,زیبا
666,schön::A,олмыдшы,زیبا
667,heiß::A,шокшы,داغ
668,warm::A,шокшы,گرم
669,kalt::A,ӱштӹ,سرد
670,kühl::A,юалгы,خنک
671,kühl::A,йонгата,خنک
672,frisch::A,йонгата,تازه
673,feucht::A,ӹлӹкшӹ,مرطوب
674,feucht::A,вӹдӹжгӹ,مرطوب
675,nass::A,начкы,تر
676,nass::A,начкы,خیش
677,trocken::A,кукшы,خشک
678,voll::A,темшӹ,پر
679,voll::A,темыман,پر
680,leer::A,йӓрӓ,خالی
681,offen::A,виш,باز
682,geschlossen::A,чӱчмӹ,بسته
683,geschlossen::A,тӹкӹлӓлтшӹ,بسته
684,sauber::A,ире,پاک
685,sauber::A,ире,تمیز
686,schmutzig::A,шоран,کثیف
687,schmutzig::A,шоран,آلوده
688,schmutzig::A,лявӹрӓн,کثیف
689,schmutzig::A,лявӹрӓн,آلوده
690,schmutzig::A,шорангшы,کثیف
691,schmutzig::A,шорангшы,آلوده
692,roh::A,пеле кӱшӹ,خام
693,reif::A,кӱшӹ,رسیده
694,lecker::A,тотан,لذیذ
695,lecker::A,тотан,خوشمزه
696,süß::A,мӱӓн,شیرین
697,bitter::A,качы,تلخ
698,sauer::A,шапы,ترش
699,hell::A,соты,روشن
700,hell::A,валгыды,روشن
701,dunkel::A,пӹц,تاریک
702,dunkel::A,пӹцкемӹш,تاریک
703,schwarz::A,шим,سیاه
704,weiß::A,ош,سفید
705,weiß::A,ошы,سفید
706,rot::A,якшаргы,سرخ
707,rot::A,якшаргы,قرمز
708,gelb::A,сар,زرد
709,gelb::A,сары,زرد
710,blau::A,симсӹ,آبی
711,grün::A,ыжар,سبز
712,grau::A,луды,طوسی
713,grau::A,луды,خاکستری
714,bunt::A,ала,رنگارنگ
715,billig::A,шулдаш,ارزان
716,teuer::A,шергӹ,گران
717,teuer::A,шергӓкӓн,گران
718,wertvoll::A,ӓкӓн,قیمتی
719,wertvoll::A,ӓкӓн,گرانبها
720,blind::A,слöпöй,کور
721,blind::A,слöпöй,نابینا
722,blind::A,сльöпöй,کور
723,blind::A,сльöпöй,نابینا
724,taub::A,тӱтӱк,کر
725,taub::A,тӱтӱк,ناشنوا
726,kräftig::A,виӓн,قوی
727,stark::A,виӓн,قوی
728,stark::A,виӓн,نیرومند
729,schwach::A,шава,ضعیف
730,schwach::A,лӹпкӓ,ضعیف
731,schwach::A,слабка,ضعیف
732,fett::A,таза,چرب
733,schlank::A,яштака,باریک‌اندام
734,hübsch::A,сӹлнӹ,قشنگ
735,hübsch::A,сӹлнӹ,خوشگل
736,hübsch::A,олмыдшы,قشنگ
737,hübsch::A,олмыдшы,خوشگل
738,böse::A,шӹдӓн,بد
739,dumm::A,окмак,احمق
740,faul::A,ялахай,لش
741,faul::A,ялахай,تنبل
742,fleißig::A,пӓшам яратышы,زرنگ
743,geizig::A,шык,خسیس
744,klug::A,ышан,عاقل
