,Concept_ID,ab,kk
1387,zubereiten::V,ацура,даяр ету
1388,kochen::V,ажəра,асу
1389,backen::V,аӡра,пісіру
1390,braten::V,аӡра,қуыру
1391,umrühren::V,аилрыхра,былғалау
1392,umrühren::V,аилрыхра,сапырылыстыру
1393,stricken::V,аҧара,торлау
1394,stricken::V,аҧара,тоқу
1395,nähen::V,аӡахра,тігу
1396,färben::V,ашəра,бояу
1397,färben::V,ашəра,сырлау
1398,reinigen::V,арыцқьара,аршу
1399,reinigen::V,арыцқьара,тазалау
1400,waschen::V,аӡәӡәара,жуу
1401,abwischen::V,арбара,сүрту
1402,spülen::V,аҭыршара,шаю
1403,fegen::V,аҧссара,сыпыру
1404,baden::V,аҽыкəабара,шомылу
1405,sich waschen::V,аҽыӡəӡəара,жуыну
1406,ausziehen::V,ашəыхра,шешу
1407,anziehen::V,ашəҵара,кигізу
1408,sich anziehen::V,аҽеилаҳəара,киіну
1409,kämmen::V,аҳəара,тарау
1410,schmücken::V,арҧшӡара,әсемдеу
1411,schmücken::V,арҧшӡара,мәнерлеу
1412,schmücken::V,арҧшӡара,көріктендіру
1413,sagen::V,аҳəара,деу
1414,sagen::V,аҳəара,айту
1415,sprechen::V,ацəажəара,деу
1416,sprechen::V,ацəажəара,айту
1417,reden::V,ацəажəара,сөйлеу
1418,reden::V,ацəажəара,сөйлесу
1419,reden::V,ацəажəара,тіл қатысу
1420,reden::V,аицәажәара,сөйлеу
1421,reden::V,аицәажәара,сөйлесу
1422,reden::V,аицәажәара,тіл қатысу
1423,sich unterhalten::V,аицәажәара,сұхбаттасу
1424,fragen::V,азҵаара,сұрау
1425,bitten::V,аҳəара,өтіну
1426,bitten::V,аҳəара,жалыну
1427,erzählen::V,аҳəара,айту
1428,mitteilen::V,азыцҳара,білдіру
1429,nennen::V,ахьӡҵара,атау
1430,rufen::V,азҿыҭра,шақыру
1431,prahlen::V,аҽхəара,бөсу
1432,übersetzen::V,аиҭагара,аудару
1433,denken::V,азхəыцра,ойлау
1434,glauben::V,ахаҵара,нану
1435,glauben::V,ахаҵара,илану
1436,bemerken::V,агəаҭара,аңғару
1437,erkennen::V,адырра,тану
1438,begreifen::V,аилкаара,ұғу
1439,begreifen::V,аилкаара,аңғарып алу
1440,verstehen::V,аҳара,пайым
1441,verstehen::V,аҳара,түсіну
1442,lernen::V,аҵара,оқу
1443,wissen::V,адырра,хабардар болу
1444,sich erinnern an::V,агəаларшəара,еске түсіру
1445,vergessen::V,ахашҭра,ұмыту
1446,messen::V,ашəара,өлшеу
1447,zählen::V,аҧхьаӡара,санау
1448,rechnen::V,аҳасабра,санап шығару
1449,rechnen::V,аҳасабра,санап шығу
1450,rechnen::V,аҳасабра,санау
1451,lesen::V,аҧхьара,оқу
1452,besitzen::V,амазаара,болу
1453,kaufen::V,Аахəара,алу
1454,kaufen::V,Аахəара,әперу
1455,verkaufen::V,аҭира,сату
1456,bezahlen::V,ахҭынҵара,төлеу
1457,bezahlen::V,ахҭынҵара,ақы беру
1458,bezahlen::V,ахҭынҵара,ақы төлеу
1459,bezahlen::V,ашəара,төлеу
1460,bezahlen::V,ашəара,ақы беру
1461,bezahlen::V,ашəара,ақы төлеу
1462,zahlen::V,ашəара,төлеу
1463,ertragen::V,ачҳара,төзу
1464,ertragen::V,ачҳара,шыдау
1465,Moor::N,,саз
1466,Kralle::N,,аяқ
1467,Schwarm::N,,топ
1468,Schwarm::N,,үйір
1469,Sache::N,,бұйым
1470,Menge::N,,мөлшер
1471,Essen::N,,ас
1472,Geschäft::N,,бизнес
1473,Monat::N,,ай
1474,Jahr::N,,жыл
1475,dünn::A,,жұқа
1476,dünn::A,,жіңішке
1477,roh::A,,шикі
1478,durch::PRP,,арқылы
1479,was::FPRN,,не
1480,rauschen::V,,сусылдау
1481,rauschen::V,,сыбдырлау
1482,zu sehen sein::V,,көріну
1483,wenden::V,,екінші жағын айналдыру
1484,ergreifen::V,,бас_салу
1485,ergreifen::V,,шап_беріп_ұстап_алу
1486,ergreifen::V,,шап_беру
1487,ergreifen::V,,шап_ете_түсу
1488,bewahren::V,,сақтау
1489,wünschen::V,,тілеу
1490,wiegen::V,,тербеу
1491,treten::V,,тебу
1492,kehren::V,,сыпыру
1493,malen::V,,сурет салу
1494,zeichnen::V,,сурет салу
1495,schreiben::V,,жазу
1496,beherrschen::V,,билеу
