,Concept_ID,ga,kn
68,Stern::N,réalta,ಚುಕ್ಕಿ
69,Luft::N,aer,ವಾಯು
70,Wind::N,gaoth,ಗಾಳಿ
71,Welle::N,tonn,ಅಲೆ
72,Wasser::N,uisce,ನೀರು
73,Stein::N,cloch,ಕಲ್ಲು
74,Boden::N,talamh,ನೆಲ
75,Erde::N,cré,ಭೂಮಿ
76,Erde::N,ithir,ಭೂಮಿ
77,Staub::N,dusta,ದೂಳು
78,Staub::N,deannach,ದೂಳು
79,Rauch::N,toit,ಹೊಗೆ
80,Rauch::N,deatach,ಹೊಗೆ
81,Funke::N,drithle,ಕಿಡಿ
82,Feuer::N,tine,ಬೆಂಕಿ
83,Licht::N,solas,ಬೆಳಕು
84,Schatten::N,scáth,ನೆರಳು
85,Wetter::N,aimsir,ಹವ
86,Nebel::N,ceo,ಮಂಜು
87,Wolke::N,néal,ಮೋಡ
88,Wolke::N,scamall,ಮೋಡ
89,Regen::N,báisteach,ಮಳೆ
90,Regen::N,fearthainn,ಮಳೆ
91,Schnee::N,sneachta,ಹಿಮ
92,Eis::N,oighear,ಮಂಜುಗಡ್ಡೆ
93,Frost::N,sioc,ಮಂಜು
94,Kälte::N,fuacht,ಹಿಮ
95,Hitze::N,teas,ಉಷ್ಣ
96,Hitze::N,teocht,ಉಷ್ಣ
97,Raureif::N,sioc bán,ಇಬ್ಬನಿ
98,Regenbogen::N,stua ceatha,ಇಂದ್ರಚಾಪ
99,Regenbogen::N,bogha báistí,ಇಂದ್ರಚಾಪ
100,Donner::N,toirneach,ಗುಡುಗು
101,Strömung::N,sruth,ಪ್ರವಾಹ
102,Tropfen::N,deoir,ತೊಟ್ಟು
103,Schaum::N,cúr,ನೊರೆ
104,Schmutz::N,salachar,ಕಸ
105,See::N,loch,ಸರೋವರ
106,Sumpf::N,portach,ಜೌಗುಸ್ಥಳ
107,Moor::N,caorán,ಬಂಜರು ಭೂಮಿ
108,Moor::N,móinteán,ಬಂಜರು ಭೂಮಿ
109,Wiese::N,cluain,ಹುಲ್ಲುಗಾವಲು
110,Wiese::N,móinéar,ಹುಲ್ಲುಗಾವಲು
111,Wald::N,coill,ಕಾಡು
112,Wald::N,foraois,ಕಾಡು
113,Hügel::N,ard,ಗುಡ್ಡೆ
114,Anhöhe::N,ard,ದಿಬ್ಬ
115,Anhöhe::N,ardán,ದಿಬ್ಬ
116,Berg::N,sliabh,ಮಲೆ
117,Berg::N,sliabh,ಪರ್ವತ
118,Gipfel::N,barr,ಶೃಂಗ
119,Gipfel::N,mullach,ಶೃಂಗ
120,Höhle::N,uaimh,ಗುಹೆ
121,Höhle::N,pluais,ಗುಹೆ
122,Abhang::N,fána,ಇಳಿಜಾರು
123,Quelle::N,foinse,ಮೂಲ
124,Bach::N,sruthán,ತೊರೆ
125,Fluss::N,abhainn,ನದಿ
126,Ufer::N,bruach,ತೀರ
127,Küste::N,cósta,ದಂಡೆ
128,Küste::N,cladach,ದಂಡೆ
129,Festland::N,míntír,ಭೂಮಿ
130,Meer::N,muir,ಕಡಲು
131,Meer::N,farraige,ಕಡಲು
132,Bucht::N,bá,ಖಾರಿ
133,Bucht::N,cuan,ಖಾರಿ
134,Insel::N,inis,ದ್ವೀಪ
135,Insel::N,oileán,ದ್ವೀಪ
136,Blume::N,bláth,ಸುಮ
137,Gras::N,féar,ಹುಲ್ಲು
138,Wurzel::N,rúta,ಬೇರು
139,Wurzel::N,fréamh,ಬೇರು
140,Baum::N,crann,ಮರ
141,Stamm::N,stoc,ಕಾಂಡ
142,Stamm::N,tamhan,ಕಾಂಡ
143,Rinde::N,coirt,ತೂಗಟಿ
144,Rinde::N,craiceann,ತೂಗಟಿ
145,Ast::N,géag,ಶಾಖೆ
146,Zweig::N,géag,ರೆಂಬೆ
147,Zweig::N,craobh,ರೆಂಬೆ
148,Blatt::N,duille,ಎಲೆ
149,Blatt::N,duilleog,ಎಲೆ
150,Birke::N,beith,ಬರ್ಚ್ ಮರ
151,Birke::N,crann beithe,ಬರ್ಚ್ ಮರ
152,Kiefer[Baum]::N,péine,ದೇವದಾರು ಮರ
153,Weide[Baum]::N,saileach,ವಿಲೋಮರ
154,Tanne::N,giúis,ಭದ್ರದಾರು
155,Horn::N,adharc,ಕೊಂಬು
156,Feder::N,cleite,ಪುಕ್ಕ
157,Fell::N,clúmh,ರೋಮ
158,Flügel::N,eite,ರೆಕ್ಕೆ
159,Flügel::N,sciathán,ರೆಕ್ಕೆ
160,Klaue::N,crúb,ಪಂಜ
161,Klaue::N,crobh,ಪಂಜ
162,Kralle::N,crobh,ಉಗುರು
163,Schwanz::N,eireaball,ಬಾಲ
164,Ei::N,ubh,ಮೊಟ್ಟೆ
165,Nest::N,nead,ಗೂಡು
166,Bau::N,brocais,ಅಡಗುದಾಣ
167,Tier::N,ainmhí,ಪ್ರಾಣಿ
168,Tier::N,beithíoch,ಪ್ರಾಣಿ
169,Herde::N,tréad,ಗುಂಪು
170,Kuh::N,bó,ಹಸು
171,Bulle::N,tarbh,ಗೂಳಿ
172,Pferd::N,each,ಕುದುರೆ
173,Pferd::N,capall,ಕುದುರೆ
174,Schaf::N,caora,ಕುರಿ
175,Schwein::N,muc,ಹಂದಿ
176,Hund::N,madra,ನಾಯಿ
177,Katze::N,cat,ಬೆಕ್ಕು
178,Bär::N,béar,ಕರಡಿ
179,Eichhörnchen::N,iora,ಉಡುತೆ
180,Elch::N,eilc,ಕಡವೆ
181,Fuchs::N,sionnach,ನರಿ
182,Fuchs::N,madra rua,ನರಿ
183,Hase::N,giorria,ಮೊಲ
184,Maus::N,luch,ಇಲಿ
185,Wolf::N,mac tíre,ತೋಳ
186,Vogel::N,éan,ಪಕ್ಷಿ
187,Schwarm::N,saithe,ಗುಂಪು
188,Huhn::N,cearc,ಚಿಕ್
189,Hahn::N,coileach,ಹುಂಜ
190,Gans::N,gé,ವರಟೆ
191,Adler::N,iolar,ಗರುಡ
192,Ente::N,lacha,ಬಾತು
193,Eule::N,ulchabhán,ಗೂಬೆ
194,Kranich::N,grús,ಕೊಕ್ಕರ
195,Krähe::N,caróg,ಕಾಗೆ
196,Krähe::N,préachán,ಕಾಗೆ
197,Kuckuck::N,cuach,ಕೋಗಿಲೆ
198,Schwan::N,eala,ಹಂಸಪಕ್ಷಿ
199,Fisch::N,iasc,ಮೀನು
200,Barsch::N,péirse,ಪರ್ಚ್ ಮೀನು
201,Hecht::N,liús,ಪೈಕ್ ಮೀನು
202,Schlange[Tier]::N,nathair,ಹಾವು
203,Wurm::N,péist,ಹುಳು
204,Spinne::N,damhán alla,ಊರ್ಣನಾಭ
205,Ameise::N,seangán,ಇರುವೆ
206,Laus::N,míol,ಹೇನು
207,Mücke::N,muiscít,ಸೊಳ್ಳೆ
208,Mücke::N,corrmhíol,ಸೊಳ್ಳೆ
209,Fliege::N,cuil,ನೊಣ
210,Fliege::N,cuileog,ನೊಣ
211,Schmetterling::N,féileacán,ಪತಂಗ
212,Beere::N,caor,ನಯವಣ್ಣು
213,Apfel::N,úll,ಸೇಬು
214,Pilz::N,beacán,ಅಣಬೆ
215,Pilz::N,muisiriún,ಅಣಬೆ
216,Zwiebel::N,oinniún,ನೀರುಳ್ಳಿ
217,Saat::N,síol,ಬಿತ್ತ
218,Korn::N,gráinne,ಬೀಜ
219,Heu::N,féar,ಕರಡ
220,Schale::N,scaimh,ಹೊಟ್ಟು
221,Grube::N,poll,ಗುಂಡಿ
222,Falle::N,gaiste,ಬೋನು
223,Schlinge::N,sealán,ಉರುಲು
224,Spur::N,rian,ಜಾಡು
225,Asche::N,luaith,ಬೂದಿ
226,Dreck::N,salachar,ಹೊಲಸು
227,Eisen::N,iarann,ಕಬ್ಬಿಣ
228,Gold::N,ór,ಚಿನ್ನ
229,Silber::N,airgead,ಬೆಳ್ಳಿ
230,Kohle::N,gual,ಕಲ್ಲಿದ್ದಲು
231,Glas::N,gloine,ಗಾಜು
232,Lehm::N,cré,ಜೇಡಿಮಣ್ಣು
233,Sand::N,gaineamh,ಮರಳು
234,Mensch::N,duine,ಪುರುಷ
235,Mann::N,fear,ಆಳು
236,Frau::N,bean,ಹೆಣ್ಣು
237,Kind::N,gasúr,ಮಗು
238,Kind::N,páiste,ಮಗು
239,Junge::N,buachaill,ಹುಡುಗ
240,Mädchen::N,cailín,ಹುಡುಗಿ
241,Familie::N,teaghlach,ಕುಟುಂಬ
242,Familie::N,comhluadar,ಕುಟುಂಬ
243,Großvater::N,seanathair,ಅಜ್ಜ
244,Großmutter::N,seanmháthair,ಅಮ್ಮ
245,Eltern::N,tuismitheoirí,ಹೆತ್ತವರು
246,Vater::N,athair,ತಂದೆ
247,Mutter::N,máthair,ಅಮ್ಮ
248,Sohn::N,mac,ಮಗ 
249,Tochter::N,iníon,ಮಗಳು
250,Bruder::N,deartháir,ತಮ್ಮ
251,Schwester::N,deirfiúr,ತಂಗಿ
252,Onkel::N,uncail,ಸೋದರಮಾವ
253,Onkel::N,uncail,ದೊಡ್ಡಪ್ಪ
254,Tante::N,aintín,ಚಿಕ್ಕಮ್ಮ
255,Ehemann::N,fear céile,ಗಂಡ
256,Ehefrau::N,bean chéile,ಹೆಂಡತಿ
257,Freude::N,áthas,ನಲಿವು
258,Gelächter::N,gáire,ನಗೆ
259,Glück::N,séan,ಆನಂದ
260,Glück::N,sonas,ಆನಂದ
261,Kummer::N,brón,ದುಃಖ
262,Kummer::N,buairt,ದುಃಖ
263,Wunsch::N,guí,ಬಯಕೆ
264,Wunsch::N,achainí,ಬಯಕೆ
265,Lust::N,fonn,ಇಷ್ಟ
266,Geist::N,meon,ಆತ್ಮ
267,Geist::N,spiorad,ಆತ್ಮ
268,Gedanke::N,smaoineamh,ಯೋಚನೆ
269,Gedächtnis::N,cuimhne,ಸ್ಮರಣೆ
270,Verstand::N,ciall,ಮನಸ್ಸು
271,Verstand::N,intinn,ಮನಸ್ಸು
272,Sinn::N,brí,ಅರ್ಥ
273,Sinn::N,ciall,ಅರ್ಥ
274,Grund::N,fáth,ಕಾರಣ
275,Wahrheit::N,fírinne,ಸತ್ಯ
276,Gespräch::N,comhrá,ಸಂಭಾಷಣೆ
277,Märchen::N,scéal,ಸುಳ್ಳು ಕಥೆ
278,Erzählung::N,scéal,ಕಥೆ
279,Nachricht::N,teachtaireacht,ಸಂದೇಶ
280,Neuigkeit::N,scéala,ಸುದ್ದಿ
281,Name::N,ainm,ಹೆಸರು
282,Rätsel::N,tomhas,ಒಗಟು
283,Rede::N,óráid,ಮಾತು
284,Rede::N,aitheasc,ಮಾತು
285,Sprache::N,teanga,ಭಾಷೆ
286,Stimme::N,guth,ಧ್ವನಿ
287,Wort::N,focal,ಮಾತು
288,Zeichen::N,comhartha,ಗುರುತು
289,Ruf::N,glaoch,ಕೂಗು
290,Lärm::N,torann,ಸದ್ದು
291,Laut::N,fuaim,ಶಬ್ದ
292,Ton::N,ton,ನಾದ
293,Lied::N,amhrán,ಗಾನ
294,Ruhe::N,suaimhneas,ಶಾಂತಿ
295,Leute::N,muintir,ಮಂದಿ
296,Volk::N,pobal,ಜನಾಂಗ
297,Arbeit::N,obair,ಕೆಲಸ
298,Gast::N,aoi,ಅತಿಥಿ
299,Geschenk::N,féirín,ಕಾಣಿಕೆ
300,Geschenk::N,bronntanas,ಕಾಣಿಕೆ
301,Spiel::N,cluiche,ಆಟ
302,Gesellschaft::N,comhluadar,ಸಂಗ
303,Hilfe::N,cúnamh,ಸಹಾಯ
304,Hilfe::N,cabhair,ಸಹಾಯ
305,Freund::N,cara,ಸ್ನೇಹಿತ
306,Kamerad::N,comrádaí,ಜೊತೆಗಾರ
307,Angelegenheit::N,ábhar,ವಿಚಾರ
308,Anzahl::N,líon,ಎಣಿಕೆ
309,Art::N,sórt,ತರ
310,Art::N,saghas,ತರ
311,Stück::N,píosa,ತುಂಡು
312,Teil::N,cuid,ಭಾಗ
313,Teil::N,páirt,ಭಾಗ
314,Hälfte::N,leath,ಅರ್ಧ
315,Kreis::N,ciorcal,ವೃತ್ತ
316,Kreuz::N,cros,ಶಿಲುಬೆ
317,Linie::N,líne,ರೀಖೆ
318,Strich::N,stríoc,ಗೀಟು
319,Abstand::N,achar,ಅಂತರ
320,Entfernung::N,fad,ದೂರ
321,Gegend::N,ceantar,ವಿಸ್ತೀರ್ಣ
322,Platz::N,áit,ಅಂತರ
323,Platz::N,spás,ಅಂತರ
324,Ort::N,áit,ಸ್ಥಳ
325,Seite::N,taobh,ಪಕ್ಷ
326,Mitte::N,lár,ನಡು
327,Gegenstand::N,ball,ವಸ್ತು
328,Gegenstand::N,ábhar,ವಸ್ತು
329,Sache::N,ní,ವಸ್ತು
330,Sache::N,rud,ವಸ್ತು
331,Rand::N,imeall,ಅಂಚು
332,Rand::N,ciumhais,ಅಂಚು
333,Kante::N,corr,ಅಂಚು
334,Kante::N,colbha,ಅಂಚು
335,Ecke::N,coirnéal,ಮೂಲೆ
336,Spitze::N,gob,ತುದಿ
337,Spitze::N,barr,ತುದಿ
338,Ende::N,ceann,ಕೊನೆ
339,Ende::N,foirceann,ಕೊನೆ
340,Loch::N,poll,ತೂತು
341,Winkel::N,cúinne,ಕೋನ
342,Winkel::N,uillinn,ಕೋನ
343,Muster::N,patrún,ನಮೂನೆ
344,Größe::N,méid,ಪ್ರಮಾಣ
345,Größe::N,toise,ಪ್ರಮಾಣ
346,Länge::N,fad,ಉದ್ದ
347,Höhe::N,airde,ಎತ್ತರ
348,Gewicht::N,meáchan,ತೂಕ
349,Menge::N,méid,ಮೊತ್ತ
350,Haufen::N,cnap,ರಾಶಿ
351,Reihe::N,líne,ಸಾಲು
352,Reihe::N,sraith,ಸಾಲು
353,Boot::N,bád,ದೋಣಿ
354,Ruder::N,rámh,ಹುಟ್ಟು
355,Ruder::N,maide rámha,ಹುಟ್ಟು
356,Schlitten::N,carr sleamhnáin,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
357,Ski::N,scí,ಜಾರುಪಟ್ಟಿ
358,Lagerfeuer::N,tine champa,ಶಿಬಿರಾಗ್ನಿ
359,Last::N,ualach,ಹೊರೆ
360,Gang::N,siúlóid,ತಿರುಗಾಟ
361,Schritt::N,céim,ಹೆಜ್ಜೆ
362,Schritt::N,coiscéim,ಹೆಜ್ಜೆ
363,Norden::N,tuaisceart,ಉತ್ತರ
364,Süden::N,deisceart,ದಕ್ಷಿಣ
365,Westen::N,iarthar,ಪಶ್ಚಿಮ
366,Osten::N,oirthear,ಮೂಡಲು
367,Holz::N,adhmad,ಚೌಬೀನೆ
368,Brett::N,clár,ಹಲಗೆ
369,Platte::N,leac,ಹಲಗೆ
370,Stütze::N,taca,ಆಸರೆ
371,Stange::N,polla,ಕಂಬ
372,Stange::N,cuaille,ಕಂಬ
373,Stock::N,bata,ಕೋಲು
374,Stock::N,maide,ಕೋಲು
375,Stab::N,maide,ದೊಣ್ಣೆ
376,Stab::N,bachall,ದೊಣ್ಣೆ
377,Rohr::N,píopa,ನಳಿಕೆ
378,Haus::N,teach,ಮನೆ
379,Heim::N,baile,ಗೃಹ
380,Ofen::N,sornóg,ಒಲೆ
381,Fußboden::N,urlár,ನೆಲ
382,Tisch::N,bord,ಮೇಜು
383,Tisch::N,tábla,ಮೇಜು
384,Stuhl::N,cathaoir,ಕುರ್ಚಿ
385,Wiege::N,cliabhán,ತೊಟ್ಟಿಲು
386,Bett::N,leaba,ಹಾಸಿಗೆ
387,Regal::N,seilf,ಬೀರು
388,Kiste::N,bosca,ಪಟ್ಟಿಗೆ
389,Fenster::N,fuinneoig,ಕಿಟಕಿ
390,Tür::N,doras,ಬಾಗಿಲು
391,Tor::N,geata,ಹೆಬ್ಬಾಗಿಲು
392,Zaun::N,fál,ಬೇಲಿ
393,Zaun::N,claí,ಬೇಲಿ
394,Dach::N,díon,ಮಾಳಿಗೆ
395,Leiter::N,dréimire,ಏಣಿ
396,Besen::N,scuab,ಪೊರಕೆ
397,Spaten::N,spád,ಗುದ್ದಲಿ
398,Spaten::N,rámhainn,ಗುದ್ದಲಿ
399,Schaufel::N,sluasaid,ಸನಿಕೆ
400,Gabel::N,forc,ಕವಲು
401,Gabel::N,gabhlóg,ಕವಲು
402,Löffel::N,spúnóg,ಚಮಚ
403,Messer::N,scian,ಚಾಕು
404,Nagel::N,tairne,ಆಣಿ
405,Netz::N,líon,ಬಲೆ
406,Netz::N,eangach,ಬಲೆ
407,Haken::N,croch,ಕೊಂಡಿ
408,Griff::N,cos,ಹಿಡಿ
409,Griff::N,hanla,ಹಿಡಿ
410,Schloss::N,glas,ವೀಗ
411,Bild::N,pictiúr,ಚಿತ್ರ
412,Figur::N,fíor,ಆಕಾರ
413,Puppe::N,bábóg,ಗೊಂಬೆ
414,Beutel::N,mála,ಸಂಚಿ
415,Beutel::N,mealbhóg,ಸಂಚಿ
416,Bündel::N,beart,ಕಟ್ಟು
417,Tasche::N,mála,ಚೀಲ
418,Eimer::N,buicéad,ಬಾನೆ
419,Deckel::N,clár,ಮುಚ್ಚಳ
420,Deckel::N,claibín,ಮುಚ್ಚಳ
421,Geschirr::N,soithí,ಭಕ್ಷ್ಯಗಳು
422,Geschirr::N,gréithe,ಭಕ್ಷ್ಯಗಳು
423,Sack::N,sac,ಮೂಟೆ
424,Sack::N,mála,ಮೂಟೆ
425,Tasse::N,cupán,ಬಟ್ಟಲು
426,Topf::N,pota,ಮಡಕೆ
427,Kessel::N,citeal,ಕೆಟಲ್
428,Essen::N,béile,ಊಟ
429,Nahrung::N,bia,ಆಹಾರ
430,Speise::N,mias,ಊಟ
431,Fleisch::N,feoil,ಮಾಂಸ
432,Getreide::N,grán,ಧಾನ್ಯ
433,Getreide::N,arbhar,ಧಾನ್ಯ
434,Brei::N,brúitín,ಗಂಜಿ
435,Brot::N,arán,ರೊಟ್ಟಿ
436,Scheibe::N,píosa,ಹೋಳು
437,Scheibe::N,slisne,ಹೋಳು
438,Fett::N,saill,ಕೊಬ್ಬು
439,Fett::N,méathras,ಕೊಬ್ಬು
440,Butter::N,im,ಬೆಣ್ಣೆ
441,Öl::N,ola,ಎಣ್ಣೆ
442,Salz::N,salann,ಉಪ್ಪು
443,Suppe::N,sú,ಎಸರು
444,Suppe::N,anraith,ಎಸರು
445,Honig::N,mil,ಮಧು
446,Milch::N,bainne,ಹಾಲು
447,Tee::N,tae,ಚಹ
448,Leder::N,leathar,ಚಕ್ಕಳ
449,Wolle::N,olann,ಉಣ್ಣೆ
450,Stoff::N,éadach,ಬಟ್ಟೆ
451,Nadel::N,snáthaid,ಸೂಜಿ
452,Faden::N,snáth,ದಾರ
453,Knopf::N,cnaipe,ಗುಂಡು
454,Knoten::N,snaidhm,ಗಂಟು
455,Farbe::N,péint,ಬಣ್ಣ
456,Kleidung::N,éadaí,ಅರಿವೆ
457,Hemd::N,léine,ಅಂಗಿ
458,Kragen::N,bóna,ಕುತ್ತಿಗೆಪಟ್ಟಿ
459,Ärmel::N,muinchille,ತೋಳು
460,Hose::N,bríste,ಇಜಾರ
461,Hose::N,treabhsar,ಇಜಾರ
462,Gürtel::N,crios,ಬೆಲ್ಟು
463,Mütze::N,caipín,ಟೋಪಿ
464,Schuh::N,bróg,ಪಾದರಕ್ಷೆ
465,Stiefel::N,buatais,ಬೂಟು
466,Ring::N,fáinne,ಉಂಗುರ
467,Band::N,ribín,ರಿಬ್ಬನ್
468,Kamm::N,cíor,ಹಣಿಗೆ
469,Spiegel::N,scáthán,ಕನ್ನಡಿ
470,Riemen::N,iall,ಬಾರು
471,Riemen::N,strapa,ಬಾರು
472,Schnur::N,téad,ಹುರಿ
473,Schnur::N,sreangán,ಹುರಿ
474,Leine::N,iall,ಹಗ್ಗ
475,Decke::N,pluid,ಕಂಬಳಿ
476,Decke::N,blaincéad,ಕಂಬಳಿ
477,Kissen::N,piliúr,ದಿಂಬು
478,Kissen::N,adhartán,ದಿಂಬು
479,Tuch::N,scaif,ಕೊರಳ ಬಟ್ಟೆ
480,Handtuch::N,tuáille,ಚೌಕ
481,Kraft::N,fórsa,ಬಲ
482,Stärke::N,neart,ಶಕ್ತಿ
483,Gesundheit::N,sláinte,ಆರೋಗ್ಯ
484,Krankheit::N,tinneas,ರೋಗ
485,Krankheit::N,breoiteacht,ರೋಗ
486,Schmerz::N,pian,ನೋವು
487,Wunde::N,goin,ಗಾಯ
488,Fieber::N,fiabhras,ಜ್ವರ
489,Arznei::N,cógas,ಔಷಧ
490,Brücke::N,droichead,ಸೇತುವೆ
491,Brunnen::N,tobar,ಬಾವಿ
492,Weide::N,féarach,ಗೋಮಾಳ
493,Pfad::N,cosán,ದಾರಿ
494,Pfad::N,conair,ದಾರಿ
495,Weg::N,slí,ಹಾದಿ
496,Weg::N,bealach,ಹಾದಿ
497,Straße::N,bóthar,ರಸ್ತೆ
498,Dorf::N,sráidbhaile,ಹಳ್ಳಿ
499,Stadt::N,baile,ಪಟ್ಟಣ
500,Stadt::N,cathair,ಪಟ್ಟಣ
501,Brief::N,litir,ಕಾಗದ
502,Buch::N,cín,ಪುಸ್ತಕ
503,Buch::N,leabhar,ಪುಸ್ತಕ
504,Buchstabe::N,litir,ಅಕ್ಷರ
505,Zeitung::N,nuachtán,ವಾರ್ತಾಪತ್ರಿಕೆ
506,Leben::N,saol,ಜೀವನ
507,Leben::N,beatha,ಜೀವನ
508,Tod::N,bás,ಮರಣ
509,Grab::N,uaigh,ಗೋರಿ
510,Kirche::N,eaglais,ಚರ್ಚು
511,Sünde::N,peaca,ಪಾಪ
512,Gott::N,dia,ದೇವರು
513,Arbeiter::N,oibrí,ಕೆಲಸಗಾರ
514,Chef::N,saoiste,ದಣಿ
515,Chef::N,ceannasaí,ದಣಿ
516,Meister::N,máistir,ಶಿಕ್ಷಕ
517,Arzt::N,lia,ವೈದ್ಯ
518,Arzt::N,dochtúir,ವೈದ್ಯ
519,Lehrer::N,oide,ಉಪಾಧ್ಯಾಯ
520,Lehrer::N,múinteoir,ಉಪಾಧ್ಯಾಯ
521,Geld::N,airgead,ಹಣ
522,Geschäft::N,gnó,ವಾಣಿಜ್ಯ
523,Laden::N,siopa,ಅಂಗಡಿ
524,Preis::N,praghas,ಬೆಲೆ
525,Ware::N,earra,ಸರಕು
526,Nutzen::N,tairbhe,ಲಾಭ
527,Reichtum::N,rachmas,ಸಂಪತ್ತು
528,Reichtum::N,saibhreas,ಸಂಪತ್ತು
529,Welt::N,domhan,ಭೂಲೋಕ
530,Land::N,tír,ದೇಶ
531,Staat::N,stát,ರಾಜ್ಯ
532,König::N,rí,ರಾಜ
533,Macht::N,cumhacht,ಅಧಿಕಾರ
534,Grenze::N,críoch,ಗಡಿ
535,Grenze::N,teorainn,ಗಡಿ
536,Krieg::N,cogadh,ಯುದ್ಧ
537,Feind::N,namhaid,ಶತ್ರು
538,Gewalt::N,foréigean,ಹಿಂಸೆ
539,Kampf::N,troid,ಹೋರಾಟ
540,Bogen[Waffe]::N,bogha,ಬಿಲ್ಲು
541,Pfeil::N,saighead,ಅಂಬು
542,Gewehr::N,gunna,ಬಂದೂಕು
543,Fehler::N,botún,ತಪ್ಪು
544,Fehler::N,meancóg,ತಪ್ಪು
545,Lüge::N,bréag,ಸುಳ್ಳು
546,Lüge::N,éitheach,ಸುಳ್ಳು
547,Schaden::N,dochar,ಹಾನಿ
548,Schaden::N,damáiste,ಹಾನಿ
549,Unglück::N,drochrath,ಅಪಾಯ
550,Schuld::N,locht,ದೋಷ
551,Schuld::N,milleán,ದೋಷ
552,Alter::N,aois,ಮುಪ್ಪು
553,Schluss::N,deireadh,ಮುಕ್ತಾಯ
554,Zeit::N,am,ಕಾಲ
555,Zeit::N,aimsir,ಕಾಲ
556,Tag::N,lá,ದಿನ
557,Morgen::N,maidin,ಮುಂಜಾನೆ
558,Mittag::N,nóin,ನಡುಹಗಲು
559,Abend::N,tráthnóna,ಸಂಜೆ
560,Nacht::N,oíche,ರಾತ್ರಿ
561,Woche::N,seachtain,ವಾರ
562,Monat::N,mí,ತಿಂಗಳು
563,Jahr::N,bliain,ಸಂವತ್ಸರ
564,Frühling::N,earrach,ವಸಂತ
565,Sommer::N,samhradh,ಬಿಸಿಲುಕಾಲ
566,Herbst::N,fómhar,ಶರತ್ಕಾಲ
567,Winter::N,geimhreadh,ಚಳಿಗಾಲ
568,Januar::N,Eanáir,ನಾಲ್ಚಳಿ
569,Februar::N,Feabhra,ಅಯ್ಚಳಿ
570,März::N,Márta,ಮೊಬ್ಬೇಸಿಗೆ
