,Concept_ID,ba,kn
1055,hacken::V,турау,ತುಂಡರಿಸು
1056,hacken::V,тапау,ತುಂಡರಿಸು
1057,gießen::V,ҡойоу,ನೀರುಹಾಕು
1058,reifen::V,өлғөрөү,ಕಳಿ
1059,zubereiten::V,бешереү,ಅಡಿಗೆಮಾಡು
1060,kochen::V,бешереү,ಅಡು
1061,backen::V,бешереү,ಬೇಯಿಸು
1062,braten::V,ҡурыу,ಕರಿ
1063,umrühren::V,ҡатнаштырыу,ಕಲಕು
1064,stricken::V,бәйләү,ಹೆಣೆ
1065,nähen::V,тегеү,ಹೊಲಿ
1066,färben::V,буяу,ಬಣ್ಣ ಹತ್ತು
1067,reinigen::V,таҙартыу,ಸ್ವಚ್ಛಮಾಡು
1068,waschen::V,йыуыу,ತೊಳೆ
1069,abwischen::V,һөртөү,ಒರಸು
1070,spülen::V,сайҡау,ಗಲಬರಿಸು
1071,fegen::V,һепереү,ಗುಡಿಸು
1072,kehren::V,һепереү,ಗುಡಿಸು
1073,baden::V,һыу инеү,ಸ್ನಾನಮಾಡು
1074,sich waschen::V,йыуыныу,ತೊಳೆ
1075,ausziehen::V,сисеү,ಬಿಚ್ಚು
1076,anziehen::V,кейеү,ಹಾಕು
1077,sich anziehen::V,кейенеү,ಹಾಕು
1078,kämmen::V,тарау,ಬಾಚು
1079,schmücken::V,биҙәү,ಅಲಂಕರಿಸು
1080,sagen::V,әйтеү,ಹೇಳು
1081,sprechen::V,әйтеү,ನುಡಿ
1082,sprechen::V,һөйләшеү,ನುಡಿ
1083,reden::V,һөйләшеү,ನುಡಿ
1084,sich unterhalten::V,әңгәмәләшеү,ಹರಟೆ ಹೊಡಿ
1085,fragen::V,һорау,ವಿಚಾರಿಸು
1086,bitten::V,үтенеү,ಬೇಡು
1087,erzählen::V,һөйләү,ಹೇಳು
1088,mitteilen::V,әйтеү,ತಿಳಿಸು
1089,nennen::V,атау,ಹೆಸರಿಡು
1090,nennen::V,исемләү,ಹೆಸರಿಡು
1091,rufen::V,саҡырыу,ಕರೆ
1092,prahlen::V,маҡтаныу,ಜಂಬ ಕೊಚ್ಚು
1093,prahlen::V,шапырыныу,ಜಂಬ ಕೊಚ್ಚು
1094,übersetzen::V,тәржемә итеү,ಭಾಷಾಂತರಿಸು
1095,denken::V,уйлау,ಯೋಚಿಸು
1096,glauben::V,ышаныу,ನಂಬು
1097,bemerken::V,күреү,ಗಮನಿಸು
1098,erkennen::V,таныу,ಗುರುತುಹಿಡಿ
1099,begreifen::V,аңлау,ಗ್ರಹಿಸು
1100,verstehen::V,аңлау,ಅರ್ಥಮಾಡಿಕೊ
1101,lernen::V,өйрәнеү,ಕಲಿ
1102,wissen::V,белеү,ಅರಿ
1103,sich erinnern an::V,хәтергә алыу,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ
1104,vergessen::V,онотоу,ಮರೆತುವಿಡು
1105,messen::V,үлсәү,ಅಳೆ
1106,zählen::V,һанау,ಗಣಿಸು
1107,rechnen::V,һанау,ಲೆಕ್ಕ ಹಾಕು
1108,lesen::V,уҡыу,ಓದು
1109,malen::V,һүрәт яһау,ಬಿಡಿಸು
1110,malen::V,рәсем төшөрөү,ಬಿಡಿಸು
1111,zeichnen::V,һүрәт яһау,ಬಿಡಿಸು
1112,zeichnen::V,рәсем төшөрөү,ಬಿಡಿಸು
1113,schreiben::V,яҙыу,ಬರೆ
1114,besitzen::V,биләү,ಒಡೆಯನಾಗಿರು
1115,kaufen::V,һатып алыу,ಕೊಳ್ಳು
1116,verkaufen::V,һатыу,ಕೊಡು
1117,bezahlen::V,түләү,ಬೆಲೆತೆರು
1118,zahlen::V,түләү,ಹಣವನ್ನುಕೊಡು
1119,beherrschen::V,биләү,ಅಧಿಕಾರ ನಡೆಸು
1120,ertragen::V,түҙеү,ಸಹಿಸು
