,Concept_ID,ba,kn
240,Gespräch::N,әңгәмә,ಸಂಭಾಷಣೆ
241,Märchen::N,әкиәт,ಸುಳ್ಳು ಕಥೆ
242,Erzählung::N,хикәйә,ಕಥೆ
243,Nachricht::N,хәбәр,ಸಂದೇಶ
244,Neuigkeit::N,яңылыҡ,ಸುದ್ದಿ
245,Name::N,исем,ಹೆಸರು
246,Rätsel::N,йомаҡ,ಒಗಟು
247,Rede::N,телмәр,ಮಾತು
248,Sprache::N,тел,ಭಾಷೆ
249,Sprache::N,телмәр,ಭಾಷೆ
250,Stimme::N,тауыш,ಧ್ವನಿ
251,Wort::N,һүҙ,ಮಾತು
252,Zeichen::N,билдә,ಗುರುತು
253,Ruf::N,саҡырыу,ಕೂಗು
254,Lärm::N,шаулау,ಸದ್ದು
255,Laut::N,тауыш,ಶಬ್ದ
256,Ton::N,яңғырау,ನಾದ
257,Lied::N,йыр,ಗಾನ
258,Ruhe::N,ял,ಶಾಂತಿ
259,Ruhe::N,тыныслыҡ,ಶಾಂತಿ
260,Leute::N,кешеләр,ಮಂದಿ
261,Volk::N,халҡ,ಜನಾಂಗ
262,Arbeit::N,эш,ಕೆಲಸ
263,Gast::N,ҡунаҡ,ಅತಿಥಿ
264,Geschenk::N,бүләк,ಕಾಣಿಕೆ
265,Spiel::N,уйын,ಆಟ
266,Gesellschaft::N,йәмғиәт,ಸಂಗ
267,Hilfe::N,ярҙам,ಸಹಾಯ
268,Freund::N,дуҫ,ಸ್ನೇಹಿತ
269,Kamerad::N,иптәш,ಜೊತೆಗಾರ
270,Angelegenheit::N,әш,ವಿಚಾರ
271,Anzahl::N,һан,ಎಣಿಕೆ
272,Art::N,төр,ತರ
273,Stück::N,киҫәк,ತುಂಡು
274,Teil::N,өлөш,ಭಾಗ
275,Hälfte::N,ярты,ಅರ್ಧ
276,Kreis::N,түңәрәк,ವೃತ್ತ
277,Kreuz::N,тәре,ಶಿಲುಬೆ
278,Linie::N,һыҙыҡ,ರೀಖೆ
279,Strich::N,һыҙат,ಗೀಟು
280,Abstand::N,ара,ಅಂತರ
281,Entfernung::N,алыҫлыҡ,ದೂರ
282,Gegend::N,урын,ವಿಸ್ತೀರ್ಣ
283,Platz::N,арауыҡ,ಅಂತರ
284,Ort::N,ерҙәр,ಸ್ಥಳ
285,Ort::N,урындар,ಸ್ಥಳ
286,Ort::N,эш урыны,ಸ್ಥಳ
287,Seite::N,яҡ,ಪಕ್ಷ
288,Mitte::N,урталыҡ,ನಡು
289,Gegenstand::N,нәмә,ವಸ್ತು
290,Sache::N,нәмә,ವಸ್ತು
291,Sache::N,әйбер,ವಸ್ತು
292,Rand::N,сит,ಅಂಚು
293,Kante::N,ҡабырға,ಅಂಚು
294,Kante::N,ян,ಅಂಚು
295,Ecke::N,мөйөш,ಮೂಲೆ
296,Spitze::N,ос,ತುದಿ
297,Ende::N,аҙаҡ,ಕೊನೆ
298,Loch::N,тишек,ತೂತು
299,Winkel::N,мөйөш,ಕೋನ
300,Muster::N,биҙәк,ನಮೂನೆ
301,Größe::N,ҙурлыҡ,ಪ್ರಮಾಣ
302,Länge::N,оҙонлоҡ,ಉದ್ದ
303,Höhe::N,бейеклек,ಎತ್ತರ
304,Gewicht::N,үлсәү,ತೂಕ
305,Menge::N,һан,ಮೊತ್ತ
306,Haufen::N,өйөм,ರಾಶಿ
307,Reihe::N,рәт,ಸಾಲು
308,Boot::N,кәмә,ದೋಣಿ
309,Ruder::N,ишкәк,ಹುಟ್ಟು
310,Schlitten::N,сана,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
311,Ski::N,саңгы,ಜಾರುಪಟ್ಟಿ
312,Lagerfeuer::N,костер,ಶಿಬಿರಾಗ್ನಿ
313,Last::N,ауырлыҡ,ಹೊರೆ
314,Gang::N,барыу,ತಿರುಗಾಟ
315,Schritt::N,аҙым,ಹೆಜ್ಜೆ
316,Norden::N,төньяҡ,ಉತ್ತರ
317,Süden::N,көньяҡ,ದಕ್ಷಿಣ
318,Westen::N,көнбайыш,ಪಶ್ಚಿಮ
319,Osten::N,көнсығыш,ಮೂಡಲು
320,Holz::N,үағас,ಚೌಬೀನೆ
321,Brett::N,таҡта,ಹಲಗೆ
322,Platte::N,плита,ಹಲಗೆ
323,Stütze::N,терәк,ಆಸರೆ
324,Stange::N,кәртә,ಕಂಬ
325,Stock::N,таяҡ,ಕೋಲು
326,Stab::N,ҡолға,ದೊಣ್ಣೆ
327,Rohr::N,торба,ನಳಿಕೆ
328,Haus::N,өй,ಮನೆ
329,Haus::N,йорт,ಮನೆ
330,Heim::N,өй,ಗೃಹ
331,Ofen::N,мейес,ಒಲೆ
332,Fußboden::N,енес,ನೆಲ
333,Tisch::N,өҫтәл,ಮೇಜು
334,Stuhl::N,ултырғыс,ಕುರ್ಚಿ
335,Wiege::N,бишек,ತೊಟ್ಟಿಲು
336,Bett::N,карауат,ಹಾಸಿಗೆ
337,Regal::N,кәштә,ಬೀರು
338,Kiste::N,йәшинк,ಪಟ್ಟಿಗೆ
339,Fenster::N,тәҙрә,ಕಿಟಕಿ
340,Tür::N,ишек,ಬಾಗಿಲು
341,Tor::N,ҡапҡа,ಹೆಬ್ಬಾಗಿಲು
342,Zaun::N,ҡойма,ಬೇಲಿ
343,Dach::N,түбә,ಮಾಳಿಗೆ
344,Dach::N,ҡыйыҡ,ಮಾಳಿಗೆ
345,Leiter::N,баҫҡыс,ಏಣಿ
346,Besen::N,һепертке,ಪೊರಕೆ
347,Spaten::N,көрәк,ಗುದ್ದಲಿ
348,Schaufel::N,көрәк,ಸನಿಕೆ
349,Gabel::N,сәнске,ಕವಲು
350,Löffel::N,ҡалаҡ,ಚಮಚ
351,Messer::N,бысаҡ,ಚಾಕು
352,Nagel::N,сөй,ಆಣಿ
353,Netz::N,ау,ಬಲೆ
354,Haken::N,ыргаҡ,ಕೊಂಡಿ
355,Griff::N,тотҡа,ಹಿಡಿ
356,Schloss::N,йоҙаҡ,ವೀಗ
357,Bild::N,картина,ಚಿತ್ರ
358,Figur::N,һын,ಆಕಾರ
359,Puppe::N,ҡурсаҡ,ಗೊಂಬೆ
360,Beutel::N,тоҡ,ಸಂಚಿ
361,Bündel::N,төргәк,ಕಟ್ಟು
362,Tasche::N,сумка,ಚೀಲ
363,Eimer::N,биҙрә,ಬಾನೆ
364,Deckel::N,ҡапҡас,ಮುಚ್ಚಳ
365,Geschirr::N,һауыт-һаба,ಭಕ್ಷ್ಯಗಳು
366,Sack::N,тоҡ,ಮೂಟೆ
367,Tasse::N,сынаяҡ,ಬಟ್ಟಲು
368,Topf::N,кәстрүл,ಮಡಕೆ
369,Kessel::N,ҡаҙан,ಕೆಟಲ್
370,Essen::N,ашау,ಊಟ
371,Nahrung::N,аҙыҡ,ಆಹಾರ
372,Speise::N,аш,ಊಟ
373,Fleisch::N,ит,ಮಾಂಸ
374,Getreide::N,иген,ಧಾನ್ಯ
375,Getreide::N,ашлыҡ,ಧಾನ್ಯ
376,Brei::N,бутҡа,ಗಂಜಿ
377,Brot::N,икмәк,ರೊಟ್ಟಿ
378,Scheibe::N,телем,ಹೋಳು
379,Fett::N,май,ಕೊಬ್ಬು
380,Butter::N,май,ಬೆಣ್ಣೆ
381,Öl::N,май буяуы,ಎಣ್ಣೆ
382,Salz::N,тоҙ,ಉಪ್ಪು
383,Suppe::N,һурпа,ಎಸರು
384,Honig::N,бал,ಮಧು
385,Milch::N,һөт,ಹಾಲು
386,Tee::N,сәй,ಚಹ
387,Leder::N,күн,ಚಕ್ಕಳ
388,Wolle::N,йөн,ಉಣ್ಣೆ
389,Stoff::N,туҡыма,ಬಟ್ಟೆ
390,Nadel::N,энә,ಸೂಜಿ
391,Faden::N,еп,ದಾರ
392,Knopf::N,төймә,ಗುಂಡು
393,Knoten::N,төйөн,ಗಂಟು
394,Farbe::N,буяу,ಬಣ್ಣ
395,Kleidung::N,кейем,ಅರಿವೆ
396,Hemd::N,күлдәк,ಅಂಗಿ
397,Kragen::N,яға,ಕುತ್ತಿಗೆಪಟ್ಟಿ
398,Ärmel::N,ең,ತೋಳು
399,Hose::N,салбар,ಇಜಾರ
400,Gürtel::N,ҡайыш,ಬೆಲ್ಟು
401,Mütze::N,бүрк,ಟೋಪಿ
402,Schuh::N,туфли,ಪಾದರಕ್ಷೆ
403,Stiefel::N,итек,ಬೂಟು
404,Ring::N,йөҙөк,ಉಂಗುರ
405,Ring::N,балдаҡ,ಉಂಗುರ
406,Band::N,таҫма,ರಿಬ್ಬನ್
407,Kamm::N,тараҡ,ಹಣಿಗೆ
408,Spiegel::N,көзгө,ಕನ್ನಡಿ
409,Riemen::N,ҡайыш,ಬಾರು
410,Schnur::N,бау,ಹುರಿ
411,Leine::N,бау,ಹಗ್ಗ
412,Decke::N,одеяд,ಕಂಬಳಿ
413,Kissen::N,мендәр,ದಿಂಬು
414,Tuch::N,яулыҡ,ಕೊರಳ ಬಟ್ಟೆ
415,Handtuch::N,таҫтамал,ಚೌಕ
416,Kraft::N,көс,ಬಲ
417,Stärke::N,көс,ಶಕ್ತಿ
418,Gesundheit::N,һаулыҡ,ಆರೋಗ್ಯ
419,Krankheit::N,сир,ರೋಗ
420,Krankheit::N,ауырыу,ರೋಗ
421,Schmerz::N,һыҙлау,ನೋವು
422,Schmerz::N,әрнеү,ನೋವು
423,Wunde::N,йәрәхәт,ಗಾಯ
424,Fieber::N,тапма,ಜ್ವರ
425,Fieber::N,биҙгәк,ಜ್ವರ
426,Arznei::N,дарыу,ಔಷಧ
427,Brücke::N,күпер,ಸೇತುವೆ
428,Brunnen::N,ҡоҙоҡ,ಬಾವಿ
429,Weide::N,көтөүлек,ಗೋಮಾಳ
430,Pfad::N,һуҡмаҡ,ದಾರಿ
431,Weg::N,юл,ಹಾದಿ
432,Straße::N,урам,ರಸ್ತೆ
433,Dorf::N,ауыл,ಹಳ್ಳಿ
434,Stadt::N,ҡала,ಪಟ್ಟಣ
435,Brief::N,хат,ಕಾಗದ
436,Buch::N,китап,ಪುಸ್ತಕ
437,Buch::N,кенәгә,ಪುಸ್ತಕ
438,Buchstabe::N,хәреф,ಅಕ್ಷರ
439,Zeitung::N,гәзит,ವಾರ್ತಾಪತ್ರಿಕೆ
440,Leben::N,йәшәү,ಜೀವನ
441,Tod::N,үлем,ಮರಣ
442,Grab::N,ҡәбер,ಗೋರಿ
443,Kirche::N,сиркәү,ಚರ್ಚು
444,Sünde::N,гөнаһ,ಪಾಪ
445,Gott::N,алла,ದೇವರು
446,Gott::N,хоҙай,ದೇವರು
447,Arbeiter::N,эшсе,ಕೆಲಸಗಾರ
448,Chef::N,башлыҡ,ದಣಿ
449,Meister::N,оҫта,ಶಿಕ್ಷಕ
450,Arzt::N,врач,ವೈದ್ಯ
451,Lehrer::N,уҡытыусы,ಉಪಾಧ್ಯಾಯ
452,Geld::N,аҡса,ಹಣ
453,Geschäft::N,эш,ವಾಣಿಜ್ಯ
454,Laden::N,магазин,ಅಂಗಡಿ
455,Preis::N,хаҡ,ಬೆಲೆ
456,Ware::N,тауар,ಸರಕು
457,Nutzen::N,файҙа,ಲಾಭ
458,Reichtum::N,байлыҡ,ಸಂಪತ್ತು
459,Welt::N,донъя,ಭೂಲೋಕ
460,Land::N,ил,ದೇಶ
461,Staat::N,дәүләт,ರಾಜ್ಯ
462,König::N,король,ರಾಜ
463,Macht::N,власть,ಅಧಿಕಾರ
464,Grenze::N,сик,ಗಡಿ
465,Krieg::N,һуғыш,ಯುದ್ಧ
466,Feind::N,йылан,ಶತ್ರು
467,Gewalt::N,көслөк,ಹಿಂಸೆ
468,Kampf::N,көрәш,ಹೋರಾಟ
469,Bogen[Waffe]::N,йәйә,ಬಿಲ್ಲು
470,Pfeil::N,уҡ,ಅಂಬು
471,Gewehr::N,мылтыҡ,ಬಂದೂಕು
472,Fehler::N,хата,ತಪ್ಪು
473,Lüge::N,ялған,ಸುಳ್ಳು
474,Schaden::N,зыян,ಹಾನಿ
475,Schaden::N,зарар,ಹಾನಿ
476,Unglück::N,ҡаза,ಅಪಾಯ
477,Schuld::N,ғәйеп,ದೋಷ
478,Alter::N,йәш,ಮುಪ್ಪು
479,Schluss::N,һуң,ಮುಕ್ತಾಯ
480,Schluss::N,аҙаҡ,ಮುಕ್ತಾಯ
481,Zeit::N,мәл,ಕಾಲ
482,Zeit::N,заман,ಕಾಲ
483,Tag::N,көн,ದಿನ
484,Morgen::N,иртә,ಮುಂಜಾನೆ
485,Morgen::N,иртәнсәк,ಮುಂಜಾನೆ
486,Mittag::N,төш,ನಡುಹಗಲು
487,Abend::N,кис,ಸಂಜೆ
488,Nacht::N,төн,ರಾತ್ರಿ
489,Woche::N,аҙна,ವಾರ
490,Monat::N,ай,ತಿಂಗಳು
491,Jahr::N,йыл,ಸಂವತ್ಸರ
492,Frühling::N,яҙ,ವಸಂತ
493,Sommer::N,йәй,ಬಿಸಿಲುಕಾಲ
494,Herbst::N,көз,ಶರತ್ಕಾಲ
495,Winter::N,ҡыш,ಚಳಿಗಾಲ
496,Januar::N,ғинуар,ನಾಲ್ಚಳಿ
497,Februar::N,февраль,ಅಯ್ಚಳಿ
498,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
499,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
500,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
501,Juni::N,июнь,ಮೊಮ್ಮಳೆ
502,Juli::N,июль,ಇಮ್ಮಳೆ
503,August::N,август,ಮುಮ್ಮಳೆ
504,September::N,сентябрь,ನಾಲ್ಮಳೆ
505,Oktober::N,октябрь,ಮೊಚ್ಚಳಿ
506,November::N,ноябрь,ಇಚ್ಚಳಿ
507,Dezember::N,декабрь,ಮುಚ್ಚಳಿ
508,Montag::N,дүшәмбе,ಸೋಮುವಾರ
509,Dienstag::N,шишәмбе,ಮಂಗಳವಾರ
510,Mittwoch::N,шаршамбы,ಬುಧವಾರ
511,Donnerstag::N,кесаҙна,ಗುರುವಾರ
512,Freitag::N,йома,ಶುಕ್ರವಾರ
513,Samstag::N,шәмбе,ಶನಿವಾರ
514,Sonntag::N,йәкшәмбе,ಭಾನುವಾರ
515,groß::A,ҙур,ದೊಡ್ಡ
516,klein::A,бәләкәс,ಪುಟ್ಟ
517,lang::A,оҙон,ದೀರ್ಘ
518,kurz::A,ҡыҫҡа,ಚಕ್ಕ
519,breit::A,киң,ಅಗಲವಾದ
520,schmal::A,тар,ಇಕ್ಕಟ್ಟಾದ
521,dicht::A,йыш,ದಟ್ಟ
522,dicht::A,ҡуйы,ದಟ್ಟ
523,dick[Gegenstand]::A,ҡалын,ದಟ್ಟ
524,dünn::A,йоҡа,ತೆಳು
525,dünn::A,нәҙек,ತೆಳು
526,fein::A,нескә,ಕೋಮಲ
527,fest::A,ныҡ,ಘನ
528,flach::A,яҫы,ಚಪ್ಪಟೆ
529,flach::A,ялпаҡ,ಚಪ್ಪಟೆ
530,glatt::A,шыма,ನಯ
531,hart::A,ҡаты,ಗಟ್ಟಿ
532,weich::A,йомшаҡ,ಮೃದುವಾದ
533,rund::A,түңәрәк,ವರ್ತುಳ
534,spitz::A,осло түбәле,ಮೊನಚಾದ
535,scharf::A,үткер,ತೀಕ್ಷ್ಣ
536,stumpf::A,утмәҫ,ಮೊಂಡು
537,schwer::A,ауыр,ಭಾರಿ
538,schön::A,матур,ಸುಂದರ
539,heiß::A,эҫе,ಬಿಸಿ
540,warm::A,йылы,ಬಿಸಿ
541,kalt::A,һыуыҡ,ತಣ್ಣನೆಯ
542,kühl::A,һалҡынса,ತಂಪಾದ
