,Concept_ID,uk,it
60,Schlaf::N,сон,sonno
61,Schlaf::N,сплячка,sonno
62,Traum::N,сон,sogno
63,Himmel::N,небо,cielo
64,Sonne::N,сонце,sole
65,Mond::N,місяць,luna
66,Stern::N,зірка,stella
67,Luft::N,повітря,aria
68,Wind::N,вітер,vento
69,Welle::N,хвиля,onda
70,Wasser::N,вода,acqua
71,Stein::N,камінь,sasso
72,Stein::N,камінь,pietra
73,Boden::N,ґрунт,suolo
74,Boden::N,ґрунт,terreno
75,Erde::N,земля,terra
76,Staub::N,пил,polvere
77,Rauch::N,дим,fumo
78,Funke::N,іскра,scintilla
79,Feuer::N,вогонь,fuoco
80,Licht::N,світло,luce
81,Schatten::N,тінь,ombra
82,Wetter::N,погода,tempo
83,Nebel::N,туман,nebbia
84,Wolke::N,хмара,nube
85,Wolke::N,хмара,nùvola
86,Regen::N,дощ,pioggia
87,Schnee::N,сніг,neve
88,Eis::N,лід,ghiaccio
89,Frost::N,мороз,gelo
90,Kälte::N,холод,freddo
91,Hitze::N,жар,caldo
92,Hitze::N,жар,calura
93,Raureif::N,іній,brina
94,Regenbogen::N,райдуга,arcobaleno
95,Donner::N,грім,tuono
96,Strömung::N,струмина,corrente
97,Tropfen::N,крапля,goccia
98,Schaum::N,піна,spuma
99,Schaum::N,піна,schiuma
100,Schmutz::N,бруд,sudiciume
101,See::N,озеро,lago
102,Sumpf::N,драговина,palude
103,Moor::N,болото,torbiera
104,Wiese::N,луг,prato
105,Wiese::N,лука,prato
106,Wald::N,ліс,bosco
107,Wald::N,ліс,foresta
108,Hügel::N,горб,colle
109,Hügel::N,горб,collina
110,Anhöhe::N,височина,altura
111,Berg::N,гора,monte
112,Berg::N,гора,montagna
113,Gipfel::N,вершина,cima
114,Höhle::N,печера,grotta
115,Höhle::N,печера,caverna
116,Abhang::N,схил,pendìo
117,Quelle::N,джерело,sorgente
118,Bach::N,струмок,ruscello
119,Fluss::N,річка,fiume
120,Ufer::N,берег,riva
121,Küste::N,узбережжя,costa
122,Festland::N,суша,terraferma
123,Meer::N,море,mare
124,Bucht::N,бухта,cala
125,Bucht::N,затока,cala
126,Insel::N,острів,ìsola
127,Blume::N,квітка,fiore
128,Gras::N,трава,erba
129,Wurzel::N,корінь,radice
130,Baum::N,дерево,àlbero
131,Stamm::N,стовбур,tronco
132,Rinde::N,кора,corteccia
133,Ast::N,гілка,ramo
134,Zweig::N,галузь,ramo
135,Blatt::N,лист,foglia
136,Birke::N,береза,betulla
137,Kiefer[Baum]::N,сосна,pino
138,Weide[Baum]::N,верба,sàlice
139,Tanne::N,ялиця,abete
140,Horn::N,ріг,corno
141,Feder::N,перо,penna
142,Fell::N,хутро,manto
143,Fell::N,хутро,pelame
144,Flügel::N,крило,ala
145,Klaue::N,кіготь,grinfia
146,Kralle::N,лапа,unghia
147,Kralle::N,лапа,artiglio
148,Schwanz::N,хвіст,coda
149,Ei::N,яйце,uovo
150,Nest::N,гніздо,nido
151,Bau::N,лігво,covo
152,Tier::N,тварина,bestia
153,Tier::N,тварина,animale
154,Herde::N,стадо,gregge
155,Kuh::N,корова,vacca
156,Bulle::N,бик,toro
157,Bulle::N,бугай,toro
158,Pferd::N,кінь,cavallo
159,Schaf::N,вівця,pècora
160,Schwein::N,свиня,porco
161,Schwein::N,свиня,maiale
162,Hund::N,собака,cane
163,Katze::N,кішка,gatta
164,Bär::N,ведмідь,orso
165,Eichhörnchen::N,білка,scoiàttolo
166,Elch::N,лось,alce
167,Fuchs::N,лисиця,volpe
168,Hase::N,заєць,lepre
169,Maus::N,миша,topo
170,Maus::N,миша,sorcio
171,Wolf::N,вовк,lupo
172,Vogel::N,птах,uccello
173,Schwarm::N,зграя,stormo
174,Huhn::N,курка,gallina
175,Hahn::N,півень,gallo
176,Gans::N,гуска,oca
177,Adler::N,орел,àquila
178,Ente::N,качка,ànatra
179,Eule::N,сова,gufo
180,Eule::N,сова,civetta
181,Kranich::N,журавель,gru
182,Krähe::N,ворона,cornacchia
183,Kuckuck::N,зозуля,cuccù
184,Kuckuck::N,зозуля,cùculo
185,Schwan::N,лебідь,cigno
186,Fisch::N,риба,pesce
187,Barsch::N,окунь,pèrsico
188,Hecht::N,щука,luccio
189,Schlange[Tier]::N,змія,serpente
190,Wurm::N,черв’як,baco
191,Wurm::N,черв’як,verme
192,Spinne::N,павук,ragno
193,Ameise::N,мурашка,formica
194,Laus::N,воша,pidocchio
195,Mücke::N,комар,zanzara
196,Fliege::N,муха,mosca
197,Schmetterling::N,метелик,farfalla
198,Beere::N,ягода,bacca
199,Apfel::N,яблуко,mela
200,Pilz::N,гриб,fungo
201,Zwiebel::N,цибуля,cipolla
202,Saat::N,сім’я,semente
203,Korn::N,зерно,grano
204,Heu::N,сіно,fieno
205,Schale::N,шкірка,buccia
206,Grube::N,яма,cava
207,Grube::N,яма,fossa
208,Falle::N,пастка,tràppola
209,Schlinge::N,петля,laccio
210,Spur::N,слід,traccia
211,Asche::N,зола,cenere
212,Asche::N,попіл,cenere
213,Dreck::N,бруд,fango
214,Eisen::N,залізо,ferro
215,Gold::N,золото,oro
216,Silber::N,срібло,argento
217,Kohle::N,вугілля,carbone
218,Glas::N,скло,vetro
219,Lehm::N,глина,argilla
220,Sand::N,пісок,arena
221,Sand::N,пісок,sabbia
222,Mensch::N,людина,uomo
223,Mensch::N,людина,èssere umano
224,Mann::N,чоловік,uomo
225,Frau::N,жінка,donna
226,Kind::N,дитина,bambino
227,Junge::N,хлопець,ragazzo
228,Mädchen::N,дівчина,ragazza
229,Familie::N,сім’я,famiglia
230,Familie::N,родина,famiglia
231,Großvater::N,дідусь,nonno
232,Großmutter::N,бабуся,nonna
233,Eltern::N,батьки,genitori
234,Vater::N,батько,padre
235,Mutter::N,мати,madre
236,Sohn::N,син,figlio
237,Tochter::N,дочка,figlia
238,Bruder::N,брат,fratello
239,Schwester::N,сестра,sorella
240,Onkel::N,дядько,zio
241,Tante::N,тітка,zia
242,Ehemann::N,чоловік,marito
243,Ehefrau::N,жінка,moglie
244,Ehefrau::N,дружина,moglie
245,Freude::N,радощі,gioia
246,Freude::N,радощі,piacere
247,Gelächter::N,сміх,risata
248,Glück::N,щастя,felicità
249,Kummer::N,горе,afflizione
250,Wunsch::N,бажання,desiderio
251,Lust::N,бажання,voglia
252,Geist::N,дух,mente
253,Geist::N,дух,spìrito
254,Gedanke::N,думка,idea
255,Gedanke::N,думка,pensiero
256,Gedächtnis::N,пам’ять,memoria
257,Verstand::N,розум,intelletto
258,Sinn::N,зміст,senso
259,Sinn::N,зміст,significato
260,Sinn::N,значення,senso
261,Sinn::N,значення,significato
262,Grund::N,причина,causa
263,Grund::N,причина,motivo
264,Grund::N,причина,ragione
265,Wahrheit::N,правда,verità
266,Gespräch::N,розмова,discorso
267,Gespräch::N,розмова,conversazione
268,Märchen::N,байка,fiaba
269,Märchen::N,байка,fàvola
270,Erzählung::N,повість,racconto
271,Erzählung::N,повість,narrazione
272,Erzählung::N,оповідання,racconto
273,Erzählung::N,оповідання,narrazione
274,Nachricht::N,повідомлення,messaggio
275,Neuigkeit::N,новина,notizia
276,Name::N,ім’я,nome
277,Rätsel::N,загадка,indovinello
278,Rede::N,промова,discorso
279,Sprache::N,мова,lingua
280,Sprache::N,мова,linguaggio
281,Stimme::N,голос,voce
282,Wort::N,слово,parola
283,Zeichen::N,знак,segno
284,Zeichen::N,знак,segnale
285,Ruf::N,оклик,chiamata
286,Lärm::N,шум,chiasso
287,Lärm::N,шум,strèpito
288,Laut::N,звук,suono
289,Ton::N,тон,tono
290,Lied::N,пісня,canto
291,Lied::N,пісня,canzone
292,Ruhe::N,спокій,calma
293,Ruhe::N,спокій,tranquillità
294,Leute::N,люди,gente
295,Volk::N,народ,pòpolo
296,Arbeit::N,робота,lavoro
297,Gast::N,гість,òspite
298,Gast::N,гість,invitato
299,Geschenk::N,подарунок,regalo
300,Spiel::N,гра,gioco
301,Gesellschaft::N,товариство,compagnìa
302,Hilfe::N,допомога,aiuto
303,Hilfe::N,допомога,soccorso
304,Freund::N,друг,amico
305,Freund::N,приятель,amico
306,Kamerad::N,товариш,camerata
307,Angelegenheit::N,справа,affare
308,Angelegenheit::N,справа,faccenda
309,Anzahl::N,число,nùmero
310,Anzahl::N,число,quantità
311,Art::N,рід,tipo
312,Art::N,рід,specie
313,Stück::N,кусок,pezzo
314,Teil::N,частина,parte
315,Hälfte::N,половина,metà
316,Kreis::N,круг,cìrcolo
317,Kreis::N,коло,cìrcolo
318,Kreuz::N,хрест,croce
319,Linie::N,лінія,lìnea
320,Strich::N,штрих,tratto
321,Abstand::N,проміжок,distanza
322,Entfernung::N,відстань,distanza
323,Entfernung::N,відстань,lontananza
324,Gegend::N,місцевість,regione
325,Platz::N,площа,posto
326,Platz::N,площа,spazio
327,Ort::N,місце,luogo
328,Ort::N,місце,località
329,Seite::N,сторона,lato
330,Seite::N,сторона,parte
331,Mitte::N,середина,mezzo
332,Mitte::N,середина,centro
333,Gegenstand::N,предмет,oggetto
334,Sache::N,річ,cosa
335,Rand::N,край,orlo
336,Rand::N,край,bordo
337,Kante::N,ребро,spìgolo
338,Ecke::N,ріг,canto
339,Spitze::N,кінчик,punta
340,Ende::N,кінець,capo
341,Ende::N,кінець,estremità
342,Loch::N,діра,buco
343,Winkel::N,куток,àngolo
344,Muster::N,узор,disegno
345,Größe::N,розмір,taglia
346,Größe::N,розмір,grandezza
347,Länge::N,довжина,lunghezza
348,Höhe::N,висота,altezza
349,Gewicht::N,вага,peso
350,Menge::N,кількість,quantità
351,Haufen::N,купа,cùmulo
352,Haufen::N,купа,mucchio
353,Reihe::N,ряд,fila
354,Boot::N,човен,barca
355,Boot::N,човен,battello
356,Ruder::N,весло,remo
357,Schlitten::N,сани,slitta
358,Ski::N,лижа,sci
359,Lagerfeuer::N,вогнище,falò
360,Lagerfeuer::N,вогнище,fuoco di bivacco
361,Last::N,тягар,càrico
362,Last::N,вантаж,càrico
363,Gang::N,хід,andata
364,Schritt::N,крок,passo
365,Norden::N,північ,nord
366,Norden::N,північ,settentrione
367,Süden::N,південь,sud
368,Süden::N,південь,meridione
369,Westen::N,захід,òvest
370,Westen::N,захід,occidente
371,Osten::N,схід,est
372,Osten::N,схід,oriente
373,Holz::N,дрова,legno
374,Brett::N,дошка,asse
375,Brett::N,дошка,tàvola
376,Platte::N,плита,lastra
377,Platte::N,плита,piastra
378,Stütze::N,підпірка,supporto
379,Stange::N,жердина,sbarra
380,Stange::N,жердина,pèrtica
381,Stock::N,палиця,verga
382,Stock::N,палиця,bastone
383,Stock::N,палиця,bacchetta
384,Stab::N,палиця,asta
385,Rohr::N,труба,tubo
386,Haus::N,дім,casa
387,Haus::N,хата,casa
388,Heim::N,житло,casa
389,Ofen::N,піч,stufa
390,Fußboden::N,підлога,pavimento
391,Tisch::N,стіл,tàvolo
392,Stuhl::N,стілець,sedia
393,Wiege::N,колиска,culla
394,Bett::N,ліжко,letto
395,Bett::N,постіль,letto
396,Regal::N,полиця,scaffale
397,Kiste::N,ящик,cassa
398,Fenster::N,вікно,finestra
399,Tür::N,двері,porta
400,Tor::N,ворота,portone
401,Zaun::N,паркан,recinto
402,Zaun::N,огорожа,recinto
403,Dach::N,дах,tetto
404,Leiter::N,драбина,scala
405,Leiter::N,драбина,scala a pioli
406,Besen::N,мітла,scopa
407,Spaten::N,заступ,vanga
408,Schaufel::N,совок,pala
409,Schaufel::N,лопата,pala
410,Gabel::N,виделка,forchetta
411,Löffel::N,ложка,cucchiaio
412,Messer::N,ніж,coltello
413,Nagel::N,цвях,chiodo
414,Netz::N,сіть,rete
415,Haken::N,крюк,uncino
416,Griff::N,ручка,mànico
417,Griff::N,ручка,maniglia
418,Griff::N,держак,mànico
419,Griff::N,держак,maniglia
420,Schloss::N,замок,serratura
421,Bild::N,картина,quadro
422,Bild::N,картина,immàgine
423,Figur::N,фігура,figura
424,Puppe::N,лялька,bàmbola
425,Beutel::N,мішечок,borsa
426,Beutel::N,мішечок,sacchetto
427,Beutel::N,торбинка,borsa
428,Beutel::N,торбинка,sacchetto
429,Bündel::N,в’язка,fascio
430,Bündel::N,в’язка,fagotto
431,Tasche::N,сумка,borsa
432,Eimer::N,відро,secchio
433,Deckel::N,кришка,coperchio
434,Geschirr::N,посуд,stoviglie
435,Sack::N,мішок,sacco
436,Tasse::N,чашка,tazza
437,Topf::N,горщик,pèntola
438,Kessel::N,котел,paiolo
439,Kessel::N,котел,calderone
440,Essen::N,їжа,pasto
441,Essen::N,їжа,mangiare
442,Nahrung::N,харч,cibo
443,Nahrung::N,харч,alimento
444,Speise::N,страва,piatto
445,Fleisch::N,м’ясо,carne
446,Getreide::N,хліб,cereali
447,Getreide::N,збіжжя,cereali
448,Brei::N,каша,purè
449,Brei::N,каша,pappa
450,Brot::N,хліб,pane
451,Scheibe::N,скибочка,fetta
452,Scheibe::N,скибочка,trancia
453,Fett::N,жир,grasso
454,Butter::N,масло,burro
455,Öl::N,олія,olio
456,Salz::N,сіль,sale
457,Suppe::N,суп,zuppa
458,Suppe::N,суп,minestra
459,Honig::N,мед,miele
460,Milch::N,молоко,latte
461,Tee::N,чай,tè
462,Leder::N,шкіра,pelle
463,Wolle::N,шерсть,lana
464,Stoff::N,тканина,panno
465,Stoff::N,тканина,tessuto
466,Nadel::N,голка,ago
467,Faden::N,нитка,filo
468,Knopf::N,ґудзик,bottone
469,Knoten::N,вузол,nodo
470,Farbe::N,фарба,pittura
471,Kleidung::N,одяг,vestiti
472,Kleidung::N,одяг,vestiario
473,Kleidung::N,убрання,vestiti
474,Kleidung::N,убрання,vestiario
475,Hemd::N,сорочка,camicia
476,Kragen::N,комір,bàvero
477,Kragen::N,комір,colletto
478,Ärmel::N,рукав,mànica
479,Hose::N,брюки,calzoni
480,Gürtel::N,пояс,cintura
481,Mütze::N,шапка,berretto
482,Schuh::N,ботинок,scarpa
483,Stiefel::N,чобіт,stivale
484,Ring::N,кільце,anello
485,Band::N,стрічка,nastro
486,Band::N,стрічка,fettuccia
487,Kamm::N,гребінець,pèttine
488,Spiegel::N,дзеркало,specchio
489,Riemen::N,ремінь,cinghia
490,Schnur::N,вірьовка,corda
491,Leine::N,шворка,guinzaglio
492,Decke::N,ковдра,coperta
493,Kissen::N,подушка,cuscino
494,Kissen::N,подушка,guanciale
495,Tuch::N,хустка,fazzoletto
496,Handtuch::N,рушник,asciugamano
497,Kraft::N,сила,forza
498,Stärke::N,сила,forza
499,Stärke::N,сила,vigore
500,Stärke::N,сила,fortezza
501,Gesundheit::N,здоров’я,salute
502,Krankheit::N,хвороба,malattìa
503,Schmerz::N,біль,dolore
504,Wunde::N,рана,piaga
505,Wunde::N,рана,ferita
506,Fieber::N,гарячка,febbre
507,Arznei::N,ліки,fàrmaco
508,Arznei::N,ліки,medicina
509,Brücke::N,міст,ponte
510,Brunnen::N,колодязь,pozzo
511,Weide::N,пасовище,pàscolo
512,Pfad::N,стежка,sentiero
513,Weg::N,шлях,via
514,Weg::N,шлях,cammino
515,Weg::N,дорога,via
516,Weg::N,дорога,cammino
517,Straße::N,вулиця,strada
518,Dorf::N,село,paese
519,Dorf::N,село,villaggio
520,Stadt::N,місто,città
521,Brief::N,лист,lèttera
522,Buch::N,книга,libro
523,Buch::N,книжка,libro
524,Buchstabe::N,буква,lèttera
525,Buchstabe::N,літера,lèttera
526,Zeitung::N,газета,giornale
527,Leben::N,життя,vita
528,Tod::N,смерть,morte
529,Grab::N,могила,tomba
530,Grab::N,могила,sepolcro
531,Kirche::N,церква,chiesa
532,Sünde::N,гріх,peccato
533,Gott::N,бог,dio
534,Arbeiter::N,робітник,operaio
535,Arbeiter::N,робітник,lavoratore
536,Chef::N,хазяїн,capo
537,Chef::N,хазяїн,padrone
538,Meister::N,умілець,mastro
539,Meister::N,умілець,maestro
540,Arzt::N,лікар,mèdico
541,Arzt::N,лікар,dottore
542,Lehrer::N,вчитель,professore
543,Geld::N,гроші,soldi
544,Geld::N,гроші,denaro
545,Geschäft::N,заняття,affare
546,Geschäft::N,заняття,negozio
547,Laden::N,магазин,negozio
548,Laden::N,крамниця,negozio
549,Preis::N,ціна,prezzo
550,Ware::N,товар,merce
551,Nutzen::N,вигода,ùtile
552,Nutzen::N,вигода,profitto
553,Nutzen::N,користь,ùtile
554,Nutzen::N,користь,profitto
555,Reichtum::N,багатство,ricchezza
556,Welt::N,світ,mondo
557,Land::N,країна,paese
558,Staat::N,держава,Stato
559,König::N,король,re
560,Macht::N,влада,potere
561,Grenze::N,кордон,confine
562,Grenze::N,кордон,frontiera
563,Krieg::N,війна,guerra
564,Feind::N,ворог,nemico
565,Gewalt::N,насильство,violenza
566,Kampf::N,бій,lotta
567,Kampf::N,боротьба,lotta
568,Bogen[Waffe]::N,лук,arco
569,Pfeil::N,стріла,freccia
570,Gewehr::N,рушниця,fucile
571,Gewehr::N,гвинтівка,fucile
572,Fehler::N,помилка,errore
573,Fehler::N,помилка,sbaglio
574,Lüge::N,брехня,bugìa
575,Lüge::N,брехня,menzogna
576,Schaden::N,шкода,danno
577,Schaden::N,збиток,danno
578,Unglück::N,нещастя,sfortuna
579,Schuld::N,провина,colpa
580,Alter::N,вік,età
581,Alter::N,літа,età
582,Schluss::N,кінець,fine
583,Zeit::N,час,tempo
584,Tag::N,день,giorno
585,Tag::N,день,giornata
586,Morgen::N,ранок,mattina
587,Mittag::N,південь,mezzogiorno
588,Abend::N,вечір,sera
589,Abend::N,вечір,serata
590,Nacht::N,ніч,notte
591,Woche::N,тиждень,settimana
592,Monat::N,місяць,mese
593,Jahr::N,рік,anno
594,Frühling::N,весна,primavera
595,Sommer::N,літо,estate
596,Herbst::N,осінь,autunno
597,Winter::N,зима,inverno
598,Januar::N,січень,gennaio
599,Februar::N,лютий,febbraio
600,März::N,березень,marzo
601,April::N,квітень,aprile
602,Mai::N,травень,maggio
603,Juni::N,червень,giugno
604,Juli::N,липень,luglio
605,August::N,серпень,agosto
606,September::N,вересень,settembre
607,Oktober::N,жовтень,ottobre
608,November::N,листопад,novembre
609,Dezember::N,грудень,dicembre
610,Montag::N,понеділок,lunedì
611,Dienstag::N,вівторок,martedì
612,Mittwoch::N,середа,mercoledì
613,Donnerstag::N,четвер,giovedì
614,Freitag::N,п’ятниця,venerdì
615,Samstag::N,субота,sàbato
616,Sonntag::N,неділя,domenica
617,groß::A,великий,grande
618,klein::A,малий,pìccolo
619,klein::A,маленький,pìccolo
620,lang::A,довгий,lungo
621,kurz::A,короткий,corto
622,breit::A,широкий,largo
623,schmal::A,вузький,stretto
624,dicht::A,густий,denso
625,dick[Gegenstand]::A,товстий,spesso
626,dünn::A,тонкий,sottile
627,fein::A,дрібний,fine
628,fein::A,дрібний,delicato
629,fest::A,міцний,sodo
630,fest::A,міцний,fisso
631,flach::A,плоский,piano
632,flach::A,плоский,piatto
633,glatt::A,рівний,liscio
634,glatt::A,гладенький,liscio
635,hart::A,твердий,duro
636,weich::A,м’який,molle
637,rund::A,круглий,rotondo
638,spitz::A,гострокінцевий,aguzzo
639,spitz::A,гострокінцевий,appuntito
640,scharf::A,гострий,affilato
641,scharf::A,гострий,tagliente
642,stumpf::A,тупий,smussato
643,schwer::A,важкий,pesante
644,schön::A,вродливий,bello
645,heiß::A,жаркий,caldo
646,heiß::A,жаркий,bollente
647,heiß::A,гарячий,caldo
648,heiß::A,гарячий,bollente
649,warm::A,теплий,caldo
650,kalt::A,холодний,freddo
651,kühl::A,прохолодний,fresco
652,frisch::A,свіжий,fresco
653,feucht::A,вогкий,ùmido
654,nass::A,мокрий,bagnato
655,trocken::A,сухий,secco
656,voll::A,повний,pieno
657,leer::A,пустий,vuoto
658,offen::A,відкритий,aperto
659,geschlossen::A,закритий,chiuso
660,geschlossen::A,зачинений,chiuso
661,sauber::A,чистий,netto
662,sauber::A,чистий,pulito
663,sauber::A,охайний,netto
664,sauber::A,охайний,pulito
665,schmutzig::A,брудний,sporco
666,schmutzig::A,брудний,sùdicio
667,roh::A,сирий,crudo
668,reif::A,зрілий,maturo
669,lecker::A,смачний,ghiotto
670,lecker::A,смачний,squisito
671,süß::A,солодкий,dolce
672,bitter::A,гіркий,amaro
673,sauer::A,кислий,aspro
674,sauer::A,кислий,acerbo
675,hell::A,світлий,chiaro
676,dunkel::A,темний,buio
677,dunkel::A,темний,oscuro
678,schwarz::A,чорний,nero
679,weiß::A,сивий,bianco
680,rot::A,червоний,rosso
681,gelb::A,жовтий,giallo
682,blau::A,синій,blu
683,blau::A,синій,azzurro
684,grün::A,зелений,verde
685,grau::A,сірий,grigio
686,bunt::A,барвистий,variopinto
687,billig::A,дешевий,a buon prezzo
688,billig::A,дешевий,a buon mercato
689,teuer::A,дорогий,caro
690,wertvoll::A,цінний,prezioso
691,blind::A,сліпий,cieco
692,taub::A,глухий,sordo
693,kräftig::A,могутній,forte
694,kräftig::A,могутній,robusto
695,stark::A,сильний,forte
696,stark::A,сильний,vigoroso
697,schwach::A,слабкий,dèbole
698,fett::A,жирний,grasso
699,fett::A,товстий,grasso
700,schlank::A,тонкий,snello
701,schlank::A,тонкий,slanciato
702,schlank::A,стрункий,snello
703,schlank::A,стрункий,slanciato
704,hübsch::A,чарівний,bello
705,hübsch::A,чарівний,carino
706,böse::A,злий,cattivo
707,böse::A,лихий,cattivo
708,dumm::A,дурний,stùpido
709,faul::A,ледачий,pigro
710,fleißig::A,старанний,diligente
711,geizig::A,скупий,avaro
712,klug::A,мудрий,intelligente
713,klug::A,розумний,intelligente
714,geschickt::A,умілий,àbile
715,lieb::A,милий,caro
716,lustig::A,веселий,gaio
717,lustig::A,веселий,allegro
718,sanft::A,лагідний,dolce
719,hungrig::A,голодний,affamato
720,krank::A,слабий,malato
721,krank::A,слабий,infermo
722,nackt::A,голий,nudo
723,traurig::A,сумний,triste
724,lebendig::A,живий,vivo
725,gut::A,добрий,buono
726,schlecht::A,поганий,cattivo
727,schlecht::A,кепський,cattivo
728,richtig::A,правильний,giusto
729,schlimm::A,бридкий,grave
730,wahr::A,справжній,vero
731,alt::A,старий,vecchio
732,neu::A,новий,nuovo
733,ehemalig::A,колишній,vecchio
734,ehemalig::A,колишній,d'una_volta
735,alt[Lebewesen]::A,старий,anziano
736,jung::A,молодий,giovane
737,arm::A,бідний,pòvero
738,reich::A,багатий,ricco
739,bekannt::A,знайомий,noto
740,bekannt::A,знайомий,conosciuto
741,berühmt::A,славетний,famoso
742,berühmt::A,славетний,cèlebre
743,fremd::A,чужий,estràneo
744,fremd::A,чужий,straniero
745,verschieden::A,різний,diverso
746,verschieden::A,різний,differente
747,nah::A,близький,vicino
748,nah::A,близький,propinquo
749,fern::A,далекий,lontano
750,linker::A,лівий,sinistro
751,rechter::A,правий,destro
752,anderer::A,інакший,altro
753,erster::A,перший,primo
754,zweiter::A,другий,secondo
755,dritter::A,третій,terzo
756,letzter::A,останній,ùltimo
757,allein::ADV,сам,solo
758,allein::ADV,сам,da solo
759,allein::ADV,один,solo
760,allein::ADV,один,da solo
761,auf einmal::ADV,відразу,insieme
762,zusammen::ADV,разом,insieme
763,zusammen::ADV,спільно,insieme
764,lange::ADV,довго,a lungo
765,plötzlich::ADV,раптом,all'improvviso
766,sofort::ADV,зараз,sùbito
767,sofort::ADV,зараз,all'istante
768,später::ADV,пізніше,più tardi
769,jetzt::ADV,тепер,ora
770,jetzt::ADV,тепер,adesso
771,heute::ADV,сьогодні,oggi
772,morgen::ADV,завтра,domani
773,bald::ADV,незабаром,presto
774,bald::ADV,незабаром,tra poco
775,dann::ADV,потім,allora
776,gestern::ADV,вчора,ieri
777,einst::ADV,колись,prima
778,einst::ADV,колись,un tempo
779,damals::ADV,тоді,allora
780,danach::ADV,згодом,poi
781,danach::ADV,згодом,dopo
782,vorher::ADV,раніше,prima
783,zuerst::ADV,спершу,prima
784,zuerst::ADV,спершу,dapprima
785,zuerst::ADV,спочатку,prima
786,zuerst::ADV,спочатку,dapprima
787,einmal::ADV,один раз,una volta
788,manchmal::ADV,іноді,talvolta
789,manchmal::ADV,іноді,qualche volta
790,manchmal::ADV,інколи,talvolta
791,manchmal::ADV,інколи,qualche volta
792,oft::ADV,часто,spesso
793,immer::ADV,завжди,sempre
794,niemals::ADV,ніколи,non mai
795,hier::ADV,тут,qua
796,hierhin::ADV,сюди,qua
797,von hier::ADV,звідси,ne
798,von hier::ADV,звідси,da qui
799,dort::ADV,там,lì
800,dorthin::ADV,туди,là
801,geradeaus::ADV,прямо,diritto
802,vorwärts::ADV,вперед,avanti
803,rückwärts::ADV,назад,all'indietro
804,zurück::ADV,назад,di indietro
805,unten::ADV,внизу,giù
806,unten::ADV,внизу,sotto
807,hinab::ADV,вниз,giù
808,hinab::ADV,вниз,in giù
809,oben::ADV,вгорі,su
810,oben::ADV,вгорі,sopra
811,hinauf::ADV,вгору,in sù
812,hinauf::ADV,вгору,in alto
813,überall::ADV,скрізь,dappertutto
814,nicht::ADV,не,non
815,ein wenig::ADV,трохи,un po'
816,ein wenig::ADV,трохи,un poco
817,ein wenig::ADV,небагато,un po'
818,ein wenig::ADV,небагато,un poco
819,kaum::ADV,ледве,a appena
820,sehr::ADV,дуже,molto
821,so::ADV,так,così
822,so::ADV,так,tanto
823,noch::ADV,ще,ancora
824,nur::ADV,лише,solo
825,nur::ADV,лише,soltanto
826,nur::ADV,тільки,solo
827,nur::ADV,тільки,soltanto
828,schon::ADV,вже,già
829,wieder::ADV,знову,di nuovo
830,vergebens::ADV,дарма,invano
831,vor::PRP,перед,davanti a
832,hinter::PRP,ззаду,dietro
833,hinter::PRP,позаду,dietro
834,unter::PRP,під,sotto
835,durch::PRP,крізь,per
836,durch::PRP,крізь,attraverso
837,neben::PRP,біля,a accanto a
