,Concept_ID,sv,is
59,Atem::N,andedräkt,andardráttur
60,Hunger::N,svält,hungur
61,Hunger::N,hunger,hungur
62,Träne::N,tår,tár
63,Geschmack::N,smak,smekkur
64,Geruch::N,lukt,lykt
65,Schlaf::N,sömn,svefn
66,Traum::N,dröm,draumur
67,Himmel::N,himmel,himinn
68,Sonne::N,sol,sól
69,Mond::N,måne,tungl
70,Stern::N,stjärna,stjarna
71,Luft::N,luft,loft
72,Wind::N,vind,vindur
73,Welle::N,våg,alda
74,Welle::N,våg,bylgja
75,Welle::N,bölja,alda
76,Welle::N,bölja,bylgja
77,Wasser::N,vatten,vatn
78,Stein::N,sten,steinn
79,Boden::N,mark,botn
80,Erde::N,jord,jörð
81,Staub::N,damm,ryk
82,Staub::N,damm,duft
83,Rauch::N,rök,reykur
84,Funke::N,gnista,neisti
85,Feuer::N,eld,eldur
86,Licht::N,ljus,ljós
87,Schatten::N,skugga,skuggi
88,Wetter::N,väder,veður
89,Nebel::N,dimma,þoka
90,Nebel::N,töcken,þoka
91,Wolke::N,sky,ský
92,Wolke::N,moln,ský
93,Regen::N,regn,regn
94,Schnee::N,snö,snjór
95,Eis::N,is,ís
96,Frost::N,frost,frost
97,Kälte::N,köld,kuldi
98,Hitze::N,hetta,hiti
99,Raureif::N,rimfrost,hrím
100,Regenbogen::N,regnbåge,regnbogi
101,Donner::N,åska,þruma
102,Donner::N,dunder,þruma
103,Strömung::N,strömning,straumur
104,Tropfen::N,dropper,dropi
105,Schaum::N,skum,froða
106,Schmutz::N,lort,óhreinindi
107,Schmutz::N,smuts,óhreinindi
108,See::N,sjö,stöðuvatn
109,Sumpf::N,träsk,fen
110,Moor::N,myr,mýri
111,Moor::N,mosse,mýri
112,Wiese::N,äng,engi
113,Wald::N,skog,skógur
114,Hügel::N,höjd,hæð
115,Hügel::N,höjd,hóll
116,Hügel::N,kulle,hæð
117,Hügel::N,kulle,hóll
118,Anhöhe::N,höjd,hæð
119,Anhöhe::N,höjd,hóll
120,Anhöhe::N,backe,hæð
121,Anhöhe::N,backe,hóll
122,Berg::N,berg,fell
123,Berg::N,berg,fjall
124,Berg::N,fjäll,fell
125,Berg::N,fjäll,fjall
126,Gipfel::N,topp,tindur
127,Höhle::N,håla,hellir
128,Höhle::N,grotta,hellir
129,Abhang::N,slänt,hlíð
130,Abhang::N,slänt,brekka
131,Abhang::N,sluttning,hlíð
132,Abhang::N,sluttning,brekka
133,Quelle::N,källa,lind
134,Quelle::N,källa,uppspretta
135,Bach::N,bäck,lækur
136,Fluss::N,älv,á
137,Fluss::N,älv,fljót
138,Fluss::N,flod,á
139,Fluss::N,flod,fljót
140,Ufer::N,strand,árbakki
141,Ufer::N,strand,sjávarbakki
142,Küste::N,kust,strönd
143,Festland::N,fastland,meginland
144,Meer::N,hav,haf
145,Meer::N,hav,sjór
146,Bucht::N,vik,vík
147,Bucht::N,bukt,vík
148,Insel::N,ö,eyja
149,Blume::N,blomma,blóm
150,Blume::N,blomster,blóm
151,Gras::N,gräs,gras
152,Wurzel::N,rot,rót
153,Baum::N,träd,tré
154,Stamm::N,stam,stofn
155,Rinde::N,bark,börkur
156,Ast::N,gren,grein
157,Zweig::N,kvist,angi
158,Zweig::N,kvist,kvistur
159,Blatt::N,löv,blað
160,Blatt::N,blad,blað
161,Birke::N,björk,birki
162,Kiefer[Baum]::N,tall,fura
163,Weide[Baum]::N,pil,víðir
164,Weide[Baum]::N,vide,víðir
165,Tanne::N,gran,greni
166,Horn::N,horn,horn
167,Feder::N,fjäder,fjöður
168,Fell::N,fäll,skinn
169,Fell::N,skinn,skinn
170,Flügel::N,vinge,vængur
171,Klaue::N,klöv,kló
172,Kralle::N,klo,kló
173,Schwanz::N,svans,rófa
174,Schwanz::N,svans,skott
175,Schwanz::N,stjärt,rófa
176,Schwanz::N,stjärt,skott
177,Ei::N,ägg,egg
178,Nest::N,rede,hreiður
179,Nest::N,näste,hreiður
180,Bau::N,bo,greni
181,Bau::N,bo,bæli
182,Tier::N,djur,dýr
183,Herde::N,flock,hjörð
184,Kuh::N,ko,kýr
185,Bulle::N,tjur,boli
186,Pferd::N,häst,hestur
187,Schaf::N,får,kind
188,Schwein::N,svin,svín
189,Hund::N,hund,hundur
190,Katze::N,katt,köttur
191,Bär::N,björn,björn
192,Eichhörnchen::N,ekorre,íkorni
193,Elch::N,älg,elgur
194,Fuchs::N,räv,refur
195,Hase::N,hare,héri
196,Maus::N,mus,mús
197,Wolf::N,varg,úlfur
198,Vogel::N,fågel,fugl
199,Schwarm::N,svärm,sægur
200,Huhn::N,höns,hæna
201,Hahn::N,tupp,hani
202,Gans::N,gås,gæs
203,Adler::N,örn,örn
204,Ente::N,anka,önd
205,Eule::N,uggla,uggla
206,Kranich::N,trana,trana
207,Krähe::N,kråka,kráka
208,Kuckuck::N,gök,gaukur
209,Schwan::N,svan,svanur
210,Fisch::N,fisk,fiskur
211,Barsch::N,abborre,aborri
212,Hecht::N,gädda,gedda
213,Schlange[Tier]::N,orm,naðra
214,Wurm::N,mask,ormur
215,Spinne::N,spindel,kónguló
216,Ameise::N,myra,maur
217,Laus::N,lus,lús
218,Mücke::N,mygga,mý
219,Mücke::N,mygga,mýfluga
220,Fliege::N,fluga,fluga
221,Schmetterling::N,fjäril,fiðrildi
222,Beere::N,bär,ber
223,Apfel::N,äpple,epli
224,Pilz::N,svamp,sveppur
225,Zwiebel::N,lök,laukur
226,Saat::N,sådd,fræ
227,Saat::N,sådd,útsæði
228,Korn::N,korn,korn
229,Heu::N,hö,hey
230,Schale::N,skal,hýði
231,Grube::N,grop,gryfja
232,Falle::N,fälla,gildra
233,Schlinge::N,snara,snara
234,Spur::N,spår,spor
235,Asche::N,aska,aska
236,Dreck::N,lort,óþverri
237,Eisen::N,järn,járn
238,Gold::N,guld,gull
239,Silber::N,silver,silfur
240,Kohle::N,kol,kol
241,Glas::N,glas,gler
242,Lehm::N,lera,leir
243,Sand::N,sand,sandur
244,Mensch::N,människa,maður
245,Mensch::N,människa,manneskja
246,Mann::N,man,maður
247,Mann::N,man,karlmaður
248,Frau::N,kvinna,kona
249,Kind::N,barn,barn
250,Kind::N,barn,krakki
251,Junge::N,pojke,drengur
252,Mädchen::N,flicka,stelpa
253,Familie::N,familj,fjölskylda
254,Großvater::N,morfar,afi
255,Großmutter::N,farmor,amma
256,Eltern::N,föräldrar,foreldrar
257,Vater::N,far,faðir
258,Mutter::N,mor,móðir
259,Sohn::N,son,sonur
260,Tochter::N,dotter,dóttir
261,Bruder::N,bror,bróðir
262,Schwester::N,syster,systir
263,Onkel::N,morbror,föðurbróðir
264,Tante::N,tant,frænka
265,Tante::N,tant,móðursystir
266,Ehemann::N,äkta man,eiginmaður
267,Ehefrau::N,hustru,eiginkona
268,Freude::N,fröjd,gleði
269,Freude::N,glädje,gleði
270,Gelächter::N,åtlöje,hlátur
271,Glück::N,lycka,gæfa
272,Kummer::N,sorg,sorg
273,Wunsch::N,önskan,ósk
274,Lust::N,lust,fýsn
275,Lust::N,lust,löngun
276,Geist::N,ande,andi
277,Gedanke::N,tanke,hugsun
278,Gedächtnis::N,minne,minni
279,Verstand::N,förstånd,vit
280,Sinn::N,mening,merking
281,Sinn::N,betydelse,merking
282,Grund::N,skäl,ástæða
283,Grund::N,grund,ástæða
284,Wahrheit::N,sanning,sannleikur
285,Gespräch::N,samtal,samtal
286,Märchen::N,saga,ævintýri
287,Erzählung::N,berättelse,saga
288,Nachricht::N,meddelande,frétt
289,Neuigkeit::N,nyhet,frétt
290,Name::N,namn,nafn
291,Rätsel::N,gåta,gáta
292,Rede::N,tal,ræða
293,Sprache::N,språk,mál
294,Sprache::N,språk,tungumál
295,Stimme::N,stämma,rödd
296,Wort::N,ord,orð
297,Zeichen::N,tecken,tákn
298,Zeichen::N,tecken,merki
299,Ruf::N,rop,kall
300,Lärm::N,bråk,hávaði
301,Lärm::N,oväsen,hávaði
302,Laut::N,ljud,hljóð
303,Ton::N,ton,tónn
304,Lied::N,sång,ljóð
305,Lied::N,sång,söngur
306,Ruhe::N,ro,ró
307,Ruhe::N,ro,kyrrð
308,Ruhe::N,lugn,ró
309,Ruhe::N,lugn,kyrrð
310,Leute::N,folk,fólk
311,Volk::N,folk,þjóð
312,Arbeit::N,arbete,vinna
313,Gast::N,gäst,gestur
314,Geschenk::N,gåva,gjöf
315,Geschenk::N,present,gjöf
316,Spiel::N,lek,leikur
317,Spiel::N,spel,leikur
318,Gesellschaft::N,sällskap,selskapur
319,Hilfe::N,hjälp,hjálp
320,Freund::N,vän,vinur
321,Kamerad::N,kamrat,félagi
322,Angelegenheit::N,ärende,mál
323,Angelegenheit::N,ärende,málefni
324,Angelegenheit::N,angelägenhet,mál
325,Angelegenheit::N,angelägenhet,málefni
326,Anzahl::N,antal,tala
327,Anzahl::N,antal,fjöldi
328,Art::N,art,tegund
329,Art::N,slag,tegund
330,Stück::N,stycke,biti
331,Stück::N,stycke,stykki
332,Teil::N,del,hluti
333,Teil::N,del,partur
334,Hälfte::N,halva,helmingur
335,Kreis::N,krets,hringur
336,Kreis::N,cirkel,hringur
337,Kreuz::N,kors,kross
338,Kreuz::N,kors,krossmark
339,Kreuz::N,kryss,kross
340,Kreuz::N,kryss,krossmark
341,Linie::N,linje,lína
342,Strich::N,streck,strik
343,Abstand::N,avstånd,millibil
344,Entfernung::N,avstånd,fjarlægð
345,Gegend::N,trakt,hérað
346,Platz::N,plats,pláss
347,Ort::N,plats,staður
348,Ort::N,ställe,staður
349,Seite::N,sida,hlið
350,Mitte::N,mitt,miðja
351,Gegenstand::N,föremål,hlutur
352,Sache::N,sak,mál
353,Rand::N,rand,brún
354,Kante::N,kant,rönd
355,Ecke::N,vrå,horn
356,Ecke::N,hörn,horn
357,Spitze::N,spets,oddur
358,Ende::N,ända,endi
359,Loch::N,hål,gat
360,Loch::N,hål,hola
361,Winkel::N,vinkel,skot
362,Winkel::N,vinkel,krókur
363,Muster::N,mönster,munstur
364,Größe::N,storlek,stærð
365,Länge::N,längd,lengd
366,Höhe::N,höjd,hæð
367,Gewicht::N,tyngd,vigt
368,Gewicht::N,tyngd,þyngd
369,Menge::N,mängd,magn
370,Haufen::N,hög,hrúga
371,Haufen::N,hög,haugur
372,Reihe::N,rad,röð
373,Boot::N,båt,bátur
374,Ruder::N,åra,ár
375,Schlitten::N,släde,sleði
376,Ski::N,skida,skíði
377,Lagerfeuer::N,lägereld,varðeldur
378,Last::N,last,byrði
379,Last::N,last,farmur
380,Last::N,börda,byrði
381,Last::N,börda,farmur
382,Gang::N,gång,ganga
383,Schritt::N,steg,skref
384,Norden::N,norr,norður
385,Süden::N,söder,suður
386,Westen::N,väster,vestur
387,Osten::N,öster,austur
388,Holz::N,trä,viður
389,Brett::N,bräda,fjöl
390,Platte::N,platta,flötur
391,Stütze::N,stöd,stoð
392,Stütze::N,stötta,stoð
393,Stange::N,stång,stöng
394,Stock::N,käpp,prik
395,Stock::N,käpp,stafur
396,Stock::N,pinne,prik
397,Stock::N,pinne,stafur
398,Stab::N,stav,prik
399,Stab::N,stav,stafur
400,Rohr::N,rör,rör
401,Rohr::N,rör,pípa
402,Haus::N,hus,hús
403,Heim::N,hem,heimili
404,Ofen::N,ugn,ofn
405,Fußboden::N,golv,gólf
406,Tisch::N,bord,borð
407,Stuhl::N,stol,stóll
408,Wiege::N,vagga,vagga
409,Bett::N,säng,rúm
410,Bett::N,säng,hvíla
411,Regal::N,hylla,hilla
412,Kiste::N,låda,kassi
413,Fenster::N,fönster,gluggi
414,Tür::N,dörr,dyr
415,Tür::N,dörr,hurð
416,Tor::N,port,hlið
417,Zaun::N,staket,girðing
418,Zaun::N,staket,limgarður
419,Zaun::N,stängsel,girðing
420,Zaun::N,stängsel,limgarður
421,Dach::N,tak,þak
422,Leiter::N,stege,stigi
423,Besen::N,kvast,sópur
424,Spaten::N,spade,spaði
425,Schaufel::N,skovel,skófla
426,Schaufel::N,skyffel,skófla
427,Gabel::N,gaffel,gaffall
428,Löffel::N,sked,skeið
429,Messer::N,kniv,hnífur
430,Nagel::N,spik,nögl
431,Netz::N,nät,net
432,Haken::N,krok,krókur
433,Griff::N,tag,tak
434,Griff::N,handtag,tak
435,Schloss::N,las,lás
436,Bild::N,bild,mynd
437,Figur::N,figur,stytta
438,Puppe::N,docka,brúða
439,Beutel::N,påse,poki
440,Beutel::N,påse,baggi
441,Bündel::N,bunt,böggull
442,Bündel::N,knippa,böggull
443,Tasche::N,väska,veski
444,Eimer::N,hink,fata
445,Eimer::N,ämbar,fata
446,Deckel::N,lock,lok
447,Geschirr::N,servis,leirtau
448,Geschirr::N,porslin,leirtau
449,Sack::N,säck,sekkur
450,Tasse::N,kopp,bolli
451,Topf::N,gryta,pottur
452,Topf::N,kastrull,pottur
453,Kessel::N,kittel,ketill
454,Essen::N,mål,matur
455,Nahrung::N,näring,fæða
456,Speise::N,maträtt,réttur
457,Speise::N,maträtt,matarréttur
458,Fleisch::N,kött,kjöt
459,Getreide::N,säd,korn
460,Getreide::N,spannmål,korn
461,Brei::N,gröt,grautur
462,Brot::N,bröd,brauð
463,Scheibe::N,skiva,sneið
464,Fett::N,fett,fita
465,Butter::N,smör,smjör
466,Öl::N,olja,olía
467,Salz::N,salt,salt
468,Suppe::N,soppa,súpa
469,Honig::N,honung,hunang
470,Milch::N,mjölk,mjólk
471,Tee::N,te,te
472,Leder::N,läder,skinn
473,Wolle::N,ull,ull
474,Wolle::N,ylle,ull
475,Stoff::N,tyg,dúkur
476,Stoff::N,stoff,dúkur
477,Nadel::N,nål,nál
478,Faden::N,tråd,þráður
479,Knopf::N,knapp,tala
480,Knopf::N,knapp,hnappur
481,Knoten::N,knut,hnútur
482,Farbe::N,färg,málning
483,Kleidung::N,klädsel,búningur
484,Kleidung::N,klädsel,klæðnaður
485,Hemd::N,skjorta,skyrta
486,Kragen::N,krage,kragi
487,Kragen::N,krage,flibbi
488,Ärmel::N,ärm,ermi
489,Hose::N,byxor,buxur
490,Gürtel::N,bälte,belti
491,Mütze::N,mössa,húfa
492,Schuh::N,sko,skór
493,Stiefel::N,stövel,stígvél
494,Ring::N,ring,hringur
495,Band::N,band,band
496,Kamm::N,kam,greiða
497,Spiegel::N,spegel,spegill
498,Riemen::N,rem,ól
499,Riemen::N,rem,reim
500,Schnur::N,snöre,snúra
501,Leine::N,lina,band
502,Decke::N,täcke,teppi
503,Kissen::N,dyna,koddi
504,Kissen::N,kudde,koddi
505,Tuch::N,sjal,klútur
506,Handtuch::N,handduk,þurrka
507,Handtuch::N,handduk,handklæði
508,Kraft::N,kraft,afl
509,Kraft::N,kraft,kraftur
510,Stärke::N,styrka,styrkur
511,Gesundheit::N,hälsa,heilsa
512,Gesundheit::N,hälsa,heilbrigði
513,Krankheit::N,sjukdom,sjúkdómur
514,Schmerz::N,smärta,sársauki
515,Wunde::N,sår,sár
516,Fieber::N,feber,hitasótt
517,Arznei::N,medicin,lyf
518,Arznei::N,läkemedel,lyf
519,Brücke::N,bro,brú
520,Brunnen::N,brunn,brunnur
521,Weide::N,bete,hagi
522,Pfad::N,stig,stígur
523,Weg::N,väg,vegur
524,Straße::N,gata,gata
525,Straße::N,gata,stræti
526,Dorf::N,by,þorp
527,Stadt::N,stad,borg
528,Brief::N,brev,bréf
529,Buch::N,bok,bók
530,Buchstabe::N,bokstav,bókstafur
531,Zeitung::N,tidning,dagblað
532,Leben::N,liv,líf
533,Tod::N,död,dauði
534,Grab::N,grav,gröf
535,Kirche::N,kyrka,kirkja
536,Sünde::N,synd,synd
537,Gott::N,gud,guð
538,Arbeiter::N,arbetare,verkamaður
539,Chef::N,chef,yfirmaður
540,Meister::N,mästare,meistari
541,Arzt::N,läkare,læknir
542,Lehrer::N,lärare,kennari
543,Geld::N,pengar,peningar
544,Geschäft::N,rörelse,viðskipti
545,Laden::N,affär,búð
546,Laden::N,affär,verslun
547,Preis::N,pris,verð
548,Ware::N,vara,vara
549,Nutzen::N,gagn,gagn
550,Nutzen::N,nytta,gagn
551,Reichtum::N,rikedom,auður
552,Welt::N,värld,veröld
553,Land::N,land,land
554,Staat::N,stat,ríki
555,König::N,kung,konungur
556,König::N,konung,konungur
557,Macht::N,makt,vald
558,Grenze::N,gräns,landamæri
559,Krieg::N,krig,stríð
560,Feind::N,fiende,fjandmaður
561,Gewalt::N,våld,ofbeldi
562,Kampf::N,kamp,bardagi
563,Kampf::N,strid,bardagi
564,Bogen[Waffe]::N,båge,bogi
565,Pfeil::N,pil,ör
566,Gewehr::N,gevär,byssa
567,Fehler::N,fel,villa
568,Lüge::N,lögn,lygi
569,Schaden::N,skada,skemmd
570,Unglück::N,otur,óhamingja
571,Unglück::N,olycka,óhamingja
572,Schuld::N,skuld,sök
573,Alter::N,ålder,aldur
574,Schluss::N,slut,lok
575,Schluss::N,slut,endir
576,Zeit::N,tid,tími
577,Tag::N,dag,dagur
578,Morgen::N,morgon,morgunn
579,Mittag::N,middag,hádegi
580,Abend::N,kväll,kvöld
581,Nacht::N,natt,nótt
582,Woche::N,vecka,vika
583,Monat::N,månad,mánuður
584,Jahr::N,år,ár
585,Frühling::N,vår,vor
586,Sommer::N,sommar,sumar
587,Herbst::N,höst,haust
588,Winter::N,vinter,vetur
589,Januar::N,januari,janúar
590,Februar::N,februari,február
591,März::N,mars,mars
592,April::N,april,apríl
593,Mai::N,maj,maí
594,Juni::N,juni,júní
595,Juli::N,juli,júlí
596,August::N,augusti,ágúst
597,September::N,september,september
598,Oktober::N,oktober,október
599,November::N,november,nóvember
600,Dezember::N,december,desember
601,Montag::N,måndag,mánudagur
602,Dienstag::N,tisdag,þriðjudagur
603,Mittwoch::N,onsdag,miðvikudagur
604,Donnerstag::N,torsdag,fimmtudagur
605,Freitag::N,fredag,föstudagur
606,Samstag::N,lördag,laugardagur
607,Sonntag::N,söndag,sunnudagur
608,groß::A,stor,stór
609,klein::A,liten,lítill
610,lang::A,lång,langur
611,kurz::A,kort,stuttur
612,breit::A,bred,breiður
613,schmal::A,smal,mjór
614,dicht::A,tät,þéttur
615,dick[Gegenstand]::A,tjock,þykkur
616,dünn::A,tunn,þunnur
617,fein::A,fin,fíngerður
618,fest::A,fast,fastur
619,flach::A,platt,flatur
620,glatt::A,glatt,háll
621,glatt::A,glatt,sléttur
622,hart::A,hård,harður
623,weich::A,mjuk,mjúkur
624,rund::A,rund,kringlóttur
625,spitz::A,toppig,oddhvass
626,spitz::A,spetsig,oddhvass
627,scharf::A,vass,beittur
628,scharf::A,skarp,beittur
629,stumpf::A,slö,bitlaus
630,schwer::A,tung,þungur
631,schön::A,skön,fagur
632,schön::A,skön,fallegur
633,schön::A,vacker,fagur
634,schön::A,vacker,fallegur
635,heiß::A,het,heitur
636,warm::A,varm,hlýr
637,warm::A,varm,heitur
638,kalt::A,kall,kaldur
639,kühl::A,sval,svalur
640,kühl::A,kylig,svalur
641,frisch::A,färsk,frískur
642,feucht::A,fuktig,rakur
643,feucht::A,fuktig,þvalur
644,nass::A,våt,votur
645,nass::A,våt,blautur
646,trocken::A,torr,þurr
647,voll::A,full,fullur
648,leer::A,tom,tómur
649,offen::A,öppen,opinn
650,geschlossen::A,stängd,lokaður
651,sauber::A,ren,þrifinn
652,schmutzig::A,snuskig,óhreinn
653,schmutzig::A,snuskig,sóðalegur
654,roh::A,rå,hrár
655,reif::A,mogen,þroskaður
656,lecker::A,läcker,ljúffengur
657,süß::A,söt,sætur
658,bitter::A,besk,beiskur
659,bitter::A,bitter,beiskur
660,sauer::A,sur,súr
661,hell::A,ljus,bjartur
662,dunkel::A,mörk,dimmur
663,schwarz::A,svart,svartur
664,weiß::A,vit,hvítur
665,rot::A,röd,rauður
666,gelb::A,gul,gulur
667,blau::A,blå,blár
668,grün::A,grön,grænn
669,grau::A,grå,grár
670,bunt::A,brokig,marglitur
671,billig::A,billig,ódýr
672,teuer::A,dyr,dýr
673,wertvoll::A,värdefull,verðmætur
674,blind::A,blind,blindur
675,taub::A,döv,heyrnarlaus
676,kräftig::A,kraftig,öflugur
677,stark::A,stark,sterkur
678,schwach::A,svag,veill
679,fett::A,fet,feitur
680,schlank::A,slank,grannur
681,schlank::A,slank,spengilegur
682,hübsch::A,snygg,snotur
683,hübsch::A,snygg,laglegur
684,hübsch::A,vacker,snotur
685,hübsch::A,vacker,laglegur
686,böse::A,ond,illur
687,böse::A,ond,vondur
688,böse::A,elak,illur
689,böse::A,elak,vondur
690,dumm::A,dum,heimskur
691,faul::A,lat,latur
692,fleißig::A,flitig,iðinn
693,geizig::A,snål,nískur
694,geizig::A,girig,nískur
695,klug::A,klok,hygginn
696,geschickt::A,händig,fimur
697,geschickt::A,händig,laginn
698,geschickt::A,skicklig,fimur
699,geschickt::A,skicklig,laginn
700,lieb::A,kär,kær
701,lieb::A,kär,ljúfur
702,lieb::A,snäll,kær
703,lieb::A,snäll,ljúfur
704,lustig::A,rolig,kátur
705,lustig::A,lustig,kátur
706,sanft::A,mild,blíður
707,hungrig::A,hungrig,soltinn
708,hungrig::A,hungrig,hungraður
709,krank::A,sjuk,sjúkur
710,nackt::A,naken,nakinn
711,traurig::A,ledsen,dapur
712,traurig::A,ledsen,hryggur
713,traurig::A,sorgsen,dapur
714,traurig::A,sorgsen,hryggur
715,lebendig::A,levande,lifandi
716,gut::A,bra,góður
717,schlecht::A,dålig,slæmur
718,schlecht::A,dålig,lélegur
719,richtig::A,riktig,réttur
720,schlimm::A,illa,slæmur
721,wahr::A,sann,sannur
722,alt::A,gammal,gamall
723,neu::A,ny,nýr
724,ehemalig::A,forn,fyrrverandi
725,ehemalig::A,tidigare,fyrrverandi
726,alt[Lebewesen]::A,gammal,gamall
727,jung::A,ung,ungur
728,arm::A,fattig,vesall
729,arm::A,fattig,fátækur
730,reich::A,rik,ríkur
731,reich::A,rik,auðugur
732,bekannt::A,känd,kunnugur
733,berühmt::A,berömd,frægur
734,fremd::A,främmande,framandi
735,fremd::A,främmande,ókunnugur
736,verschieden::A,åtskillig,ýmis
737,nah::A,nära,nálægur
738,fern::A,fjärran,fjarri
739,fern::A,fjärran,fjarlægur
740,linker::A,vänster,vinstri
741,rechter::A,höger,hægri
742,anderer::A,annan,annar
743,erster::A,första,fyrsti
744,zweiter::A,andra,annar
745,dritter::A,tredje,þriðji
746,letzter::A,sist,síðasti
747,allein::ADV,allena,einn
748,allein::ADV,allena,aleinn
749,auf einmal::ADV,på en gång,allt í einu
750,zusammen::ADV,tillsammans,saman
751,lange::ADV,länge,lengi
752,plötzlich::ADV,plötsligt,skyndilega
753,sofort::ADV,strax,strax
754,sofort::ADV,strax,þegar í stað
755,sofort::ADV,genast,strax
756,sofort::ADV,genast,þegar í stað
757,später::ADV,senare,seinna
758,jetzt::ADV,nu,nú
759,jetzt::ADV,nu,núna
760,heute::ADV,i dag,í dag
761,morgen::ADV,i morgon,á morgun
762,bald::ADV,snart,brátt
763,bald::ADV,snart,bráðum
764,dann::ADV,då,svo
765,dann::ADV,då,síðan
766,gestern::ADV,i går,í gær
767,einst::ADV,en gång,forðum
768,damals::ADV,då,þá
769,damals::ADV,då,á þeim tímum
770,damals::ADV,den gången,þá
771,damals::ADV,den gången,á þeim tímum
772,danach::ADV,därefter,á eftir því
773,vorher::ADV,före,áður
774,vorher::ADV,förut,áður
775,zuerst::ADV,först,fyrst
776,einmal::ADV,en gång,einu sinni
777,manchmal::ADV,ibland,stundum
778,oft::ADV,ofta,oft
779,immer::ADV,alltid,alltaf
780,immer::ADV,alltid,sífellt
781,niemals::ADV,aldrig,aldrei
782,hier::ADV,här,hér
783,hierhin::ADV,hit,hingað
784,von hier::ADV,härifrån,héðan
785,dort::ADV,där,þar
786,dort::ADV,där,þarna
787,dorthin::ADV,dit,þangað
788,geradeaus::ADV,rätt fram,beint áfram
789,vorwärts::ADV,fram,áfram
790,vorwärts::ADV,framåt,áfram
791,rückwärts::ADV,baklänges,aftur á bak
792,zurück::ADV,tillbaka,aftur
793,zurück::ADV,tillbaka,til baka
794,unten::ADV,nere,niðri
795,unten::ADV,nere,fyrir neðan
796,unten::ADV,nedanför,niðri
797,unten::ADV,nedanför,fyrir neðan
798,hinab::ADV,ned,niður
799,hinab::ADV,ned,niður eftir
800,hinab::ADV,nedåt,niður
801,hinab::ADV,nedåt,niður eftir
802,oben::ADV,ovan,uppi
803,oben::ADV,ovanpå,uppi
804,hinauf::ADV,upp,upp
805,hinauf::ADV,upp,upp eftir
806,hinauf::ADV,uppåt,upp
807,hinauf::ADV,uppåt,upp eftir
808,überall::ADV,överallt,alls staðar
809,nicht::ADV,ej,ekki
810,nicht::ADV,inte,ekki
811,ein wenig::ADV,litet,dálítið
812,kaum::ADV,knappt,varla
813,kaum::ADV,knappt,tæplega
814,kaum::ADV,knappast,varla
815,kaum::ADV,knappast,tæplega
816,sehr::ADV,mycket,mjög
817,so::ADV,så,svo
818,so::ADV,så,þannig
819,noch::ADV,än,enn
820,noch::ADV,än,ennþá
821,noch::ADV,ännu,enn
822,noch::ADV,ännu,ennþá
823,nur::ADV,bara,bara
824,nur::ADV,bara,aðeins
825,nur::ADV,endast,bara
826,nur::ADV,endast,aðeins
827,schon::ADV,redan,nú þegar
828,wieder::ADV,åter,aftur
829,wieder::ADV,åter,að nýju
830,vergebens::ADV,förgäves,árangurslaust
831,vor::PRP,utanför,fyrir
832,hinter::PRP,bakom,bak við
833,hinter::PRP,bakom,aftur fyrir
834,unter::PRP,under,undir
835,durch::PRP,genom,gegnum
836,durch::PRP,igenom,gegnum
837,neben::PRP,bredvid,hjá
838,neben::PRP,bredvid,við hliðina á
839,neben::PRP,vid sidan av,hjá
840,neben::PRP,vid sidan av,við hliðina á
841,zwischen::PRP,mellan,milli
842,zwischen::PRP,mellan,á milli
843,wegen::PRP,på grund av,vegna
