,Concept_ID,te,udm
481,Laden::N,అంగడి,магазин
482,Preis::N,వెల,дун
483,Ware::N,సరకులు,вуз
484,Nutzen::N,ప్రయోజనము,пайда
485,Reichtum::N,ధనము,узырлык
486,Welt::N,ప్రపంచము,дунне
487,Land::N,దేశము,шаер
488,Staat::N,రాజ్యము,кун
489,König::N,రాజు,эксэй
490,Macht::N,అధికారము,власть
491,Grenze::N,సరిహద్దు,кунгож
492,Krieg::N,యుద్ధము,ож
493,Feind::N,శత్రువు,тушмон
494,Gewalt::N,దౌర్జన్యము,эриктэман
495,Kampf::N,పోట్లాట,нюръяськон
496,Bogen[Waffe]::N,విల్లు,пукыӵ
497,Pfeil::N,బాణము,пукыӵ вень
498,Gewehr::N,తుపాకి,пыӵал
499,Fehler::N,తప్ప,янгыш
500,Lüge::N,అసత్యము,пӧян
501,Lüge::N,అసత్యము,алдан
502,Lüge::N,అసత్యము,ӧрекчан
503,Schaden::N,నష్టము,изъян
504,Unglück::N,దురదృష్టము,куректон
505,Unglück::N,దురదృష్టము,шудтэме усён
506,Schuld::N,తప్పు,янгыш
507,Alter::N,వయస్సు,арлыд
508,Schluss::N,ముగింపు,пум
509,Zeit::N,కాలము,дыр
510,Tag::N,దినము,нунал
511,Morgen::N,ఉదయము,ӵукна
512,Mittag::N,మధ్యాహ్నము,лымшор
513,Abend::N,సాయంకాలము,ӝыт
514,Abend::N,సాయంకాలము,акшан
515,Nacht::N,రత్రి,уй
516,Woche::N,వారము,арня
517,Monat::N,నెల,толэзь
518,Jahr::N,సంవత్సరము,ар
519,Frühling::N,వసంతకాలము,тулыс
520,Sommer::N,వేసవికాము,гужем
521,Herbst::N,ఆకురాలుకాలము,сӥзьыл
522,Winter::N,శీతకాలము,тол
523,Januar::N,జనవరి,выльартолэзь
524,Februar::N,ఫిబ్రవరి,тулыспал
525,März::N,మార్చి,южтолэзь
526,April::N,ఏప్రిలు,оштолэзь
527,Mai::N,మే,куартолэзь
528,Juni::N,జూన్,вожотолэзь
529,Juli::N,జూలై,пӧсьтолэзь
530,August::N,ఆగస్టు,гудырикошкон
531,September::N,సెప్ఠెంబరు,куарусён
532,Oktober::N,అక్టోబరు,выльӝуктолэзь
533,November::N,నవంబరు,шуркынмон
534,Dezember::N,డిసెంబర్,толсур
535,Montag::N,సోమవారము,вордӥськон
536,Dienstag::N,మంగళవారము,вторник
537,Mittwoch::N,బుధవారము,вирнунал
538,Donnerstag::N,గురువారము,покчиарня
539,Freitag::N,శుక్రవారము,удмуртарня
540,Samstag::N,శనివారము,кӧснунал
541,Sonntag::N,ఆదివారము,арня
542,groß::A,గొప్పైన,бадӟым
543,klein::A,చిన్న,пичи
544,lang::A,పొడుగాటి,кузь
545,kurz::A,పొట్టి,вакчи
546,breit::A,వెడల్పైన,паськыт
547,schmal::A,ఇఱుకైన,сюлэг
548,dicht::A,దట్టమైన,ӵем
549,dick[Gegenstand]::A,దట్టమైన,зӧк
550,dünn::A,పలుచని,векчи
551,fein::A,నాజాకైన,векчи
552,fest::A,దృడమైవ,юн
553,fest::A,దృడమైవ,чурыт
554,flach::A,చదువైన,ӵошкыт
555,glatt::A,నున్నని,гылыт
556,glatt::A,నున్నని,вольыт
557,hart::A,కఠినమైన,чурыт
558,weich::A,మృదువైన,небыт
559,rund::A,గుండ్రని,котырес
560,spitz::A,మొనగల,йылсо
561,scharf::A,పదనైన,лэчыт
562,stumpf::A,వాడిలేని,ныж
563,schwer::A,బరువ్తెన,секыт
564,schön::A,సుందరమైన,чебер
565,heiß::A,వేడియైన,пӧсь
566,warm::A,వెచ్చని,шуныт
567,kalt::A,చల్లని,кезьыт
568,kühl::A,చల్లని,юзмыт
569,kühl::A,చల్లని,салкым
570,frisch::A,తాజాయైన,выль
571,feucht::A,చెమ్మగానున్న,мускыт
572,nass::A,తడిగామన్న,котмем
573,trocken::A,ఎండిన,кӧс
574,voll::A,నిండు,тыр
575,leer::A,శూన్యమైన,буш
576,leer::A,శూన్యమైన,тырттэм
577,offen::A,తెఱచియున్న,усьтэм
578,geschlossen::A,మూసిన,ӵогам
579,geschlossen::A,మూసిన,пунням
580,sauber::A,పరిశుద్ధమైన,ӝикыт
581,sauber::A,పరిశుద్ధమైన,чылкыт
582,schmutzig::A,ముఱికియైన,нӧд
583,roh::A,పచ్చి,ыль
584,reif::A,పండివ,вуэм
585,lecker::A,రుచి గల,ческыт
586,süß::A,తియ్యని,ческыт
587,bitter::A,చేదైన,курыт
588,sauer::A,పుల్లని,чырс
589,hell::A,కాంతిగల,югыт
590,dunkel::A,చీకటియైన,пеймыт
591,schwarz::A,నల్లని,сьӧд
592,weiß::A,తెలుపు,тӧдьы
593,rot::A,ఎఱ్ఱని,горд
594,gelb::A,పసుపు పచ్చ,ӵуж
595,blau::A,నీలవర్ణము,лыз
596,grün::A,ఆకుపచ్చని,вож
597,grau::A,నెరిసిన,пурысь
598,bunt::A,రంగేలీ,куӵо
599,billig::A,చౌకయైన,дунтэм
600,teuer::A,వెలపొడుగైన,дуно
601,wertvoll::A,విలుప్తెన,дуно
602,blind::A,గ్రుడ్డి,сукыр
603,blind::A,గ్రుడ్డి,синтэм
604,taub::A,చెవిటి,пельтэм
605,kräftig::A,శక్తి గల,кужмо
606,stark::A,బలమైన,юн
607,stark::A,బలమైన,кужмо
608,schwach::A,బలహీనమైన,ляб
609,schwach::A,బలహీనమైన,начар
610,fett::A,క్రొవ్విన,кӧй
611,schlank::A,సన్నని,веськыт
612,schlank::A,సన్నని,веськрес
613,hübsch::A,సాగప్తెన,чебер
614,hübsch::A,సాగప్తెన,синмаськымон
615,böse::A,చెడ్డ,лек
616,dumm::A,తెలివిలేని,шузи
617,dumm::A,తెలివిలేని,визьтэм
618,faul::A,సోమరియైన,азьтэм
619,fleißig::A,శ్రద్దగల,сюлмо
620,geizig::A,పిసినారియైన,сук
621,klug::A,తెలివిగల,визьмо
622,geschickt::A,నిపుణతగల,усто
623,geschickt::A,నిపుణతగల,быгатӥсь
624,lieb::A,ప్రియమైన,мусо
625,lustig::A,ఉల్లాసము గల,шулдыр
626,sanft::A,సాధువైన,мусо
627,sanft::A,సాధువైన,эрке
628,hungrig::A,ఆకలిగొనిన,сютэм
629,krank::A,వ్యాధిగల,висись
630,nackt::A,దిగంబరమైన,гольык
631,traurig::A,విచారముగల,мӧзмыт
632,lebendig::A,ప్రాణముతో నున్న,улэп
633,gut::A,మంచి,ӟеч
634,gut::A,మంచి,умой
635,schlecht::A,చెడ్డ,урод
636,schlecht::A,చెడ్డ,алама
637,richtig::A,సరియైన,шонер
638,schlimm::A,అసహ్యమైన,алама
639,wahr::A,నిజమైన,зэмос
640,alt::A,ముసలి,вуж
641,neu::A,క్రొత్త,выль
642,ehemalig::A,పూర్వపు,азьвылэз
643,alt[Lebewesen]::A,ముసలి,пересь
644,jung::A,పసి,егит
645,jung::A,పసి,пинал
646,arm::A,బీద,начар
647,arm::A,బీద,куанер
648,reich::A,ధనవంతుడైన,узыр
649,bekannt::A,తెలిసిన,тодмо
650,berühmt::A,ప్రపిద్దికెక్కివ,дано
651,fremd::A,అన్యమైన,ят
652,verschieden::A,భేదమైన,пӧртэм
653,nah::A,దగ్గఱనున్న,матысь
654,fern::A,దూరమందున్న,кыдёкысь
655,linker::A,ఎడమప్రక్కగ,паллян
656,rechter::A,కుడి,бур
657,rechter::A,కుడి,бурпал
658,anderer::A,వేఱ్తెన,мукет
659,erster::A,మొదటి,нырысетӥез
660,zweiter::A,రెండన,кыктэтӥез
661,dritter::A,మూడో,кунньметӥез
662,letzter::A,కడపటి,берло
663,letzter::A,కడపటి,берпум
664,allein::ADV,ఒంటిగా,огназ
665,auf einmal::ADV,హరాత్తుగ,огдыре
666,zusammen::ADV,కలిసి,ӵош
667,zusammen::ADV,కలిసి,валче
668,lange::ADV,బహుకాలము,кема
669,plötzlich::ADV,హరాత్తుగ,мапламтэ шорысь
670,sofort::ADV,తక్షణము,али ик
671,später::ADV,ఇటీవలి,бергес
672,später::ADV,ఇటీవలి,берлогес
673,jetzt::ADV,ఇప్పుడు,али
674,jetzt::ADV,ఇప్పుడు,табере
675,heute::ADV,నేడు,туннэ
676,morgen::ADV,ఱేపు,ӵуказе
677,bald::ADV,శీఘ్రముగ,ӝоген
678,dann::ADV,అప్పుడు,берло
679,gestern::ADV,నిన్నటి దినము,толон
680,einst::ADV,పూర్వమొకప్పుడు,огпол
681,einst::ADV,పూర్వమొకప్పుడు,одӥг пол
682,damals::ADV,అప్పుడు,соку
