,Concept_ID,mhr,kl
1316,reden::V,мутлана́ш,oqaluppoq
1317,sich unterhalten::V,кутыра́ш,
1318,fragen::V,йода́ш,aperaa
1319,bitten::V,йода́ш,aperaa
1320,bitten::V,йода́ш,qinnuigaa
1321,erzählen::V,ойла́ш,oqaluttuaraa
1322,mitteilen::V,увертара́ш,oqalualaarpoq
1323,nennen::V,лӱмда́ш,
1324,rufen::V,ӱжа́ш,qaaqquaa
1325,prahlen::V,моктана́ш,oqqartuvoq
1326,prahlen::V,моктана́ш,oqallortuvoq
1327,übersetzen::V,кусара́ш,ikaarpoq
1328,übersetzen::V,кусара́ш,nutserpaa
1329,denken::V,шона́ш,isumaqarpoq
1330,glauben::V,ӱшана́ш,upperaa
1331,glauben::V,ӱшана́ш,isumaqarpoq
1332,bemerken::V,шижа́ш,
1333,erkennen::V,пала́ш,ilisaraa
1334,begreifen::V,ыҥла́ш,
1335,verstehen::V,умыла́ш,paasivaa
1336,lernen::V,тунема́ш,ilinniarpoq
1337,wissen::V,шинча́ш,nalunngilaa
1338,sich erinnern an::V,шарна́ш,eqqaavaa
1339,vergessen::V,монда́ш,puiorpaa
1340,messen::V,виса́ш,ussersarpaa
1341,zählen::V,шотла́ш,kisitsivoq
1342,rechnen::V,шотла́ш,kisitsivoq
1343,lesen::V,луда́ш,atuarpoq
1344,malen::V,сӱретла́ш,qalipappaa
1345,zeichnen::V,сӱретла́ш,
1346,schreiben::V,воза́ш,allappoq
1347,besitzen::V,лия́ш,
1348,kaufen::V,нала́ш,pisiaraa
1349,verkaufen::V,ужала́ш,akigaa
1350,bezahlen::V,тӱла́ш,akilerpaa
1351,zahlen::V,тӱла́ш,
1352,beherrschen::V,куча́ш,inappaa
1353,ertragen::V,турка́ш,ernertaaraa
