,Concept_ID,ku,el
134,Bucht::N,derav,κόλπος
135,Insel::N,girav,νησί
136,Insel::N,girav,νήσος
137,Blume::N,kulînk,άνθος
138,Blume::N,kulînk,λουλούδι
139,Gras::N,giha,χόρτο
140,Gras::N,giha,χορτάρι
141,Wurzel::N,reh,ρίζα
142,Baum::N,dar,δέντρο
143,Stamm::N,bavik,κορμός
144,Rinde::N,qaqil,φλούδα
145,Ast::N,gulî,κλαδί
146,Zweig::N,şax,κλαδί
147,Zweig::N,şax,κλάδος
148,Blatt::N,pel,φύλλο
149,Birke::N,dara sipî,σημύδα
150,Kiefer[Baum]::N,dara bî,πεύκο
151,Weide[Baum]::N,dara belalûk,ιτιά
152,Tanne::N,merx,έλατο
153,Horn::N,strô,κέρας
154,Horn::N,strô,κέρατο
155,Feder::N,pîrtîk,φτερό
156,Fell::N,heyar,δέρμα
157,Fell::N,heyar,τομάρι
158,Flügel::N,per,πτερύγιο
159,Klaue::N,napîk,κουλό
160,Kralle::N,dinik,νύχι
161,Kralle::N,dirnax,νύχι
162,Schwanz::N,dûv,ουρά
163,Ei::N,hêk,αβγό
164,Nest::N,hêlîn,φωλιά
165,Bau::N,avahî,φωλιά
166,Tier::N,heywan,ζώο
167,Herde::N,hoz,κοπάδι
168,Kuh::N,çêlek,αγελάδα
169,Bulle::N,ga,ταύρος
170,Pferd::N,hesp,άλογο
171,Schaf::N,mîh,πρόβατο
172,Schwein::N,beraz,γουρούνι
173,Hund::N,seh,σκυλί
174,Hund::N,seh,σκύλος
175,Katze::N,pişîk,γάτα
176,Bär::N,hirç,άρκτος
177,Bär::N,hirç,αρκούδα
178,Eichhörnchen::N,pilûr,βερβερίτσα
179,Elch::N,pazkovî,άλκη
180,Fuchs::N,rovî,αλεπού
181,Hase::N,kîroşk,λαγός
182,Maus::N,mişk,ποντικός
183,Wolf::N,gur,λύκος
184,Vogel::N,çûk,πουλί
185,Schwarm::N,lufik,σμήνος
186,Huhn::N,mirîşk,κότα
187,Huhn::N,mirîşk,όρνιθα
188,Hahn::N,dîk,πετεινός
189,Gans::N,qaz,χήνα
190,Adler::N,eylo,αετός
191,Ente::N,werdek,πάπια
192,Eule::N,bûm,κουκουβάγια
193,Eule::N,kund,κουκουβάγια
194,Kranich::N,quling,γερανός
195,Krähe::N,qijik,καρακάξα
196,Kuckuck::N,pepûk,κούκος
197,Schwan::N,qû,κύκνος
198,Fisch::N,masî,ψάρι
199,Barsch::N,okûn,πέρκα
200,Hecht::N,mesîyê lûf,λούτσος
201,Schlange[Tier]::N,mar,φίδι
202,Wurm::N,kurm,σκουλήκι
203,Spinne::N,pîrê,αράχνη
204,Ameise::N,mîro,μυρμήγκι
205,Ameise::N,gêrîk,μυρμήγκι
206,Laus::N,spi,ψείρα
207,Mücke::N,mêş,κουνούπι
208,Fliege::N,mêş,μύγα
209,Schmetterling::N,perperîk,πεταλούδα
210,Beere::N,hirç,ρόγα
211,Apfel::N,sêv,μήλο
212,Pilz::N,bîrov,μανιτάρι
213,Zwiebel::N,pîvaz,κρεμμύδι
214,Saat::N,tov,σπόρος
215,Korn::N,dexl,σπυρί
216,Heu::N,sap,σανός
217,Schale::N,qaşik,τσόφλι
218,Grube::N,çahl,λάκκος
219,Falle::N,dafik,παγίδα
220,Schlinge::N,dahf,θηλειά
221,Spur::N,rêç,ίχνος
222,Asche::N,xweli,στάχτη
223,Dreck::N,gemarî,βρωμιά
224,Eisen::N,hesing,σίδερο
225,Gold::N,zêr,μάλαμα
226,Gold::N,zêr,χρυσάφι
227,Silber::N,zîv,ασήμι
228,Silber::N,zîv,άργυρος
229,Kohle::N,komir,κάρβουνο
230,Glas::N,qedeh,γυαλί
231,Lehm::N,kelpîç,πηλός
232,Sand::N,qûm,άμμος
233,Mensch::N,mirov,άνθρωπος
234,Mann::N,mêr,άνδρας
235,Frau::N,jin,γυναίκα
236,Kind::N,zarok,παιδί
237,Junge::N,kur,αγόρι
238,Mädchen::N,keç,κοπέλα
239,Mädchen::N,keç,κορίτσι
240,Mädchen::N,keçik,κοπέλα
241,Mädchen::N,keçik,κορίτσι
242,Familie::N,malbat,οικογένεια
243,Großvater::N,bapîr,παππούς
244,Großmutter::N,pîrik,γιαγιά
245,Eltern::N,bavudê,γονείς
246,Vater::N,bav,πατέρας
247,Mutter::N,dê,μητέρα
248,Mutter::N,dayik,μητέρα
249,Sohn::N,kur,γιος
250,Tochter::N,keç,κόρη
251,Bruder::N,bira,αδελφός
252,Schwester::N,xweh,αδελφή
253,Onkel::N,am,θείος
254,Onkel::N,xal,θείος
255,Tante::N,metik,θεία
256,Tante::N,xaltîk,θεία
257,Ehemann::N,mêr,σύζυγος
258,Ehefrau::N,kulfet,σύζυγος
259,Freude::N,kêfxweşî,χαρά
260,Gelächter::N,pîrqînî,γέλια
261,Glück::N,bext,ευτυχία
262,Kummer::N,derd,έγνοια
263,Wunsch::N,daxwaz,επιθυμία
264,Wunsch::N,xwestek,επιθυμία
265,Lust::N,şewq,όρεξη
266,Geist::N,aqil,πνέυμα
267,Gedanke::N,fikir,σκέψη
268,Gedächtnis::N,aqil,μνήμη
269,Verstand::N,fêm,νους
270,Sinn::N,aqil,νόημα
271,Grund::N,asas,λόγος
272,Wahrheit::N,rastî,αλήθεια
273,Gespräch::N,guftûgo,συνομιλία
274,Märchen::N,çirok,παραμύθι
275,Erzählung::N,çirok,διήγημα
276,Erzählung::N,vegotin,διήγημα
277,Nachricht::N,nûçe,είδηση
278,Neuigkeit::N,hewal,νέο
279,Name::N,nav,όνομα
280,Name::N,paşnav,όνομα
281,Rätsel::N,tiştonek,αίνιγμα
282,Rede::N,gotar,λόγος
283,Rede::N,gotar,ομιλία
284,Rede::N,axavtin,λόγος
285,Rede::N,axavtin,ομιλία
286,Sprache::N,ziman,γλώσσα
287,Stimme::N,pejn,φωνή
288,Wort::N,gotin,λέξη
289,Zeichen::N,şanek,σημείο
290,Ruf::N,hawar,κραυγή
291,Lärm::N,xarbalix,θόρυβος
292,Laut::N,deng,ήχος
293,Laut::N,hês,ήχος
294,Ton::N,awaz,ήχος
295,Ton::N,awaz,τόνος
296,Lied::N,sitran,τραγούδι
297,Ruhe::N,rihetî,ησυχία
298,Leute::N,xelk,κόσμος
299,Leute::N,xelk,άνθρωποι
300,Volk::N,xelk,λαός
301,Arbeit::N,xebat,εργασία
302,Gast::N,mêvan,επισκέπτης
303,Geschenk::N,diyarî,δώρο
304,Spiel::N,lîstik,παιχνίδι
305,Gesellschaft::N,komal,κοινωνία
306,Hilfe::N,alîkarî,βοήθεια
307,Freund::N,heval,φίλος
308,Kamerad::N,heval,σύντροφος
309,Angelegenheit::N,pirsgirêk,υπόθεση
310,Anzahl::N,çend,αριθμός
311,Art::N,çeh,είδος
312,Stück::N,lib,κομμάτι
313,Stück::N,parçe,κομμάτι
314,Teil::N,parçe,μέρος
315,Hälfte::N,nîvî,μισό
316,Kreis::N,çemil,κύκλος
317,Kreuz::N,xaç,σταυρός
318,Linie::N,xezik,γραμμή
319,Strich::N,xezik,γραμμή
320,Abstand::N,dûrahî,απόσταση
321,Entfernung::N,dûrahî,απόσταση
322,Gegend::N,dever,περιοχή
323,Gegend::N,dever,τοποθεσία
324,Platz::N,çih,χώρος
325,Ort::N,dever,τόπος
326,Seite::N,rûpel,πλευρά
327,Mitte::N,nav,μέση
328,Mitte::N,nabênê,μέση
329,Gegenstand::N,tişt,αντικείμενο
330,Sache::N,tişt,πράγμα
331,Rand::N,kevî,άκρη
332,Rand::N,kevî,χείλος
333,Kante::N,kevî,άκρη
334,Ecke::N,qunç,γωνιά
335,Spitze::N,derzî,μύτη
336,Ende::N,talî,άκρη
337,Loch::N,qul,τρύπα
338,Winkel::N,kurnîşk,γωνία
339,Muster::N,desen,σχέδιο
340,Größe::N,mezinî,μέγεθος
341,Länge::N,dirêjahî,μήκος
342,Höhe::N,bilindayî,ύψος
343,Gewicht::N,giranî,βάρος
344,Menge::N,qas,ποσότητα
345,Haufen::N,lod,σωρός
346,Reihe::N,rêz,αράδα
347,Boot::N,kelek,βάρκα
348,Ruder::N,bêrik,κουπί
349,Schlitten::N,xîjik,έλκηθρο
350,Ski::N,lakan,σκι
351,Lagerfeuer::N,agir,φωτιά
352,Last::N,bar,φορτίο
353,Gang::N,fîtêz,δρόμος
354,Schritt::N,gav,βήμα
355,Norden::N,bakur,βορράς
356,Süden::N,başur,νότος
357,Westen::N,rojava,δύση
358,Osten::N,rojhilat,ανατολή
359,Holz::N,dep,ξύλο
360,Brett::N,dep,σανίδι
361,Platte::N,dep,πλάκα
362,Stütze::N,destek,στήριγμα
363,Stange::N,sing,ραβδί
364,Stange::N,sing,κοντός
365,Stock::N,çam,ξύλο
366,Stock::N,çam,μπαστούνι
367,Stab::N,qat,ραβδί
368,Rohr::N,borî,σωλήνας
369,Haus::N,mal,σπίτι
370,Haus::N,xanî,σπίτι
371,Heim::N,mal,σπίτι
372,Ofen::N,sobe,σόμπα
373,Ofen::N,sobe,θερμάστρα
374,Fußboden::N,binpê,πάτωμα
375,Tisch::N,mase,τραπέζι
376,Stuhl::N,kursî,καρέκλα
377,Wiege::N,derguş,κούνια
378,Bett::N,qerewêle,κρεβάτι
379,Regal::N,rêbaz,ράφι
380,Kiste::N,sindoq,κιβώτιο
381,Fenster::N,çam,παράθυρο
382,Fenster::N,şibeke,παράθυρο
383,Tür::N,derî,πόρτα
384,Tor::N,derge,πύλη
385,Zaun::N,hejik,φράχτης
386,Dach::N,sere xanî,στέγη
387,Leiter::N,pêling,σκάλα
388,Leiter::N,pêling,κλίμακα
389,Besen::N,melkes,σκούπα
390,Spaten::N,mer,φτυάρι
391,Schaufel::N,bêr,φτυάρι
392,Gabel::N,çetel,πιρούνι
393,Löffel::N,kevçî,κουτάλι
394,Messer::N,kêr,μαχαίρι
395,Nagel::N,bizmar,καρφί
396,Netz::N,tor,δίχτυ
397,Haken::N,çenqel,γάντζος
398,Haken::N,çenqel,αγκίστρι
399,Griff::N,destî,λαβή
400,Schloss::N,qonax,κλειδαριά
401,Bild::N,dimen,εικόνα
402,Figur::N,figûr,ανάστημα
403,Puppe::N,bûk,κούκλα
404,Beutel::N,kîsik,πουγγί
405,Bündel::N,pêçek,δεμάτι
406,Tasche::N,bêrîk,τσάντα
407,Eimer::N,dewl,κουβάς
408,Deckel::N,devik,καπάκι
409,Geschirr::N,ferax,σκεύη
410,Sack::N,tûr,σάκος
411,Tasse::N,kada,φλιτζάνι
412,Topf::N,beroş,χύτρα
413,Kessel::N,şîril,καζάνι
414,Essen::N,xwarin,φαγητό
415,Nahrung::N,xwarin,τροφή
416,Speise::N,xwarin,φαγητό
417,Fleisch::N,goşt,κρέας
418,Getreide::N,zad,σιτάρι
419,Brei::N,hewdêl,χυλός
420,Brot::N,,ψωμί
421,Brot::N,,άρτος
422,Scheibe::N,parçe,φέτα
423,Fett::N,rûn,πάχος
424,Butter::N,rûn,βούτυρο
425,Öl::N,rûn,λάδι
426,Salz::N,xwe,αλάτι
427,Suppe::N,şorbe,σούπα
428,Honig::N,hingiv,μέλι
429,Milch::N,şîr,γάλα
430,Tee::N,çay,τσάι
431,Leder::N,çerm,πετσί
432,Wolle::N,herî,μαλλί
433,Stoff::N,paç,ύφασμα
434,Nadel::N,derzî,βελόνα
435,Faden::N,ta,κλωστή
436,Knopf::N,bişkok,κουμπί
437,Knoten::N,girêk,κόμπος
438,Farbe::N,boyax,μπογιά
439,Kleidung::N,çil,ρούχα
440,Kleidung::N,çil,ενδυμασία
441,Hemd::N,qutik,πουκάμισο
442,Hemd::N,miltan,πουκάμισο
443,Kragen::N,stûvang,κολάρο
444,Ärmel::N,hûçik,μανίκι
445,Hose::N,şewel,πανταλόνι
446,Gürtel::N,qayiş,ζώνη
447,Mütze::N,fîno,σκούφος
448,Schuh::N,şêkal,παπούτσι
449,Stiefel::N,gizme,μπότα
450,Stiefel::N,çizme,μπότα
451,Ring::N,xelek,δαχτυλίδι
452,Band::N,band,κορδέλα
453,Kamm::N,şeh,χτένα
454,Spiegel::N,eynik,καθρέφτης
455,Riemen::N,qayiş,λουρί
456,Schnur::N,doxin,κορδόνι
457,Leine::N,şirît,σχοινί
458,Decke::N,bataniye,κουβέρτα
459,Kissen::N,balgî,μαξιλάρι
460,Tuch::N,şar,πανί
461,Tuch::N,şar,μαντήλι
462,Handtuch::N,dezmal,πετσέτα
463,Kraft::N,hêz,δύναμη
464,Kraft::N,qewet,δύναμη
465,Stärke::N,xurtî,ισχύς
466,Stärke::N,xurtî,δύναμη
467,Gesundheit::N,nojdarî,υγεία
468,Krankheit::N,nexweşî,αρρώστια
469,Schmerz::N,êş,πόνος
470,Wunde::N,kul,πληγή
471,Fieber::N,ta,πυρετός
472,Arznei::N,derman,φάρμακο
473,Brücke::N,kopî,γέφυρα
474,Brunnen::N,çal,πηγάδι
475,Brunnen::N,kani,πηγάδι
476,Weide::N,beyar,βοσκή
477,Pfad::N,xaçirek,μονοπάτι
478,Weg::N,rê,δρόμος
479,Straße::N,rê,οδός
480,Straße::N,rê,δρόμος
481,Dorf::N,gund,χωριό
482,Stadt::N,baçar,πόλη
483,Brief::N,name,γράμμα
484,Brief::N,name,επιστολή
485,Buch::N,kitêb,βιβλίο
486,Buch::N,pirtûk,βιβλίο
487,Buchstabe::N,herf,γράμμα
488,Zeitung::N,rojname,εφημερίδα
489,Leben::N,jiyan,ζωή
490,Leben::N,jiyan,βίος
491,Tod::N,mirin,θάνατος
492,Grab::N,mezel,τάφος
493,Kirche::N,gilyas,εκκλησία
494,Sünde::N,guneh,αμαρτία
495,Gott::N,xwedê,θεός
496,Arbeiter::N,hîşçî,εργάτης
497,Chef::N,bêg,προϊστάμενος
498,Meister::N,hoste,μάστορας
499,Meister::N,hoste,αρχιτεχνίτης
500,Arzt::N,doktor,γιατρός
501,Lehrer::N,mamoste,δάσκαλος
502,Geld::N,pere,λεφτά
503,Geld::N,pere,χρήματα
504,Geschäft::N,firoşgeh,συναλλαγή
505,Laden::N,dikan,μαγαζί
506,Laden::N,dikan,κατάστημα
507,Preis::N,buha,τιμή
508,Ware::N,tişt,εμπόρευμα
509,Nutzen::N,fêde,όφελος
510,Reichtum::N,serwet,πλούτος
511,Welt::N,dinya,κόσμος
512,Land::N,welat,χώρα
513,Staat::N,dewlet,κράτος
514,Staat::N,dewlet,πολιτεία
515,König::N,şah,βασιλιάς
516,König::N,qral,βασιλιάς
517,Macht::N,qewet,εξουσία
518,Macht::N,destihilat,εξουσία
519,Grenze::N,kevî,σύνορα
520,Krieg::N,çeng,πόλεμος
521,Krieg::N,sêwaş,πόλεμος
522,Feind::N,dijmin,εχθρός
523,Gewalt::N,zor,βία
524,Kampf::N,şer,αγώνας
525,Bogen[Waffe]::N,kêvan,τόξο
526,Pfeil::N,çîrik,σαΐτα
527,Gewehr::N,tifing,τουφέκι
528,Fehler::N,şaşî,λάθος
529,Fehler::N,şaşî,σφάλμα
530,Lüge::N,derew,ψέμα
531,Lüge::N,derew,ψεύδος
532,Schaden::N,xisar,ζημία
533,Unglück::N,bêbextî,δυστυχία
534,Schuld::N,suç,ενοχή
535,Schuld::N,suç,φταίξιμο
536,Alter::N,temen,ηλικία
537,Schluss::N,girtin,τέλος
538,Zeit::N,çax,χρόνος
539,Tag::N,roj,μέρα
540,Tag::N,roj,ημέρα
541,Morgen::N,sibeh,πρωί
542,Mittag::N,nîro,μεσημέρι
543,Abend::N,êvar,βράδυ
544,Nacht::N,şev,νύχτα
545,Woche::N,heftî,εβδομάδα
546,Monat::N,meh,μήνας
547,Jahr::N,sal,έτος
548,Jahr::N,sal,χρόνος
549,Frühling::N,bihar,άνοιξη
550,Sommer::N,havîn,καλοκαίρι
551,Herbst::N,payîz,φθινόπωρο
552,Winter::N,zistan,χειμώνας
553,Januar::N,çile,Ιανουάριος
554,Februar::N,sibat,Φεβρουάριος
555,März::N,adar,Μάρτιος
556,April::N,nîsan,Απρίλιος
557,Mai::N,gûlan,Μάιος
558,Juni::N,hezîran,Ιούνιος
559,Juli::N,tîmeh,Ιούλιος
560,August::N,tebax,Αύγουστος
561,September::N,îlon,Σεπτέμβριος
562,Oktober::N,çotmeh,Οκτώβριος
563,November::N,mijdar,Νοέμβριος
564,Dezember::N,kanûn,Δεκέμβριος
565,Montag::N,duşemb,Δευτέρα
566,Dienstag::N,sêşem,Τρίτη
567,Mittwoch::N,çarşemb,Τετάρτη
568,Donnerstag::N,pêşemb,Πέμπτη
569,Freitag::N,în,Παρασκευή
570,Samstag::N,şemî,Σάββατο
571,Sonntag::N,yekşemb,Κυριακή
572,groß::A,mezin,μεγάλος
573,klein::A,çûçik,μικρός
574,lang::A,dirêj,μακρύς
575,kurz::A,kin,κοντός
576,breit::A,fireh,φαρδύς
577,schmal::A,tenik,στενός
578,dicht::A,gir,πυκνός
579,dick[Gegenstand]::A,şîşman,παχύς
580,dick[Gegenstand]::A,şîşman,χοντρός
581,dünn::A,zirav,ψιλός
582,dünn::A,zirav,λεπτός
583,fein::A,tenik,ψιλός
584,fest::A,saxlem,στερεός
585,flach::A,pahn,επίπεδος
586,glatt::A,dûz,λείος
587,glatt::A,dûz,ομαλός
588,glatt::A,şayîk,λείος
589,glatt::A,şayîk,ομαλός
590,hart::A,hişk,σκληρός
591,weich::A,nerm,μαλακός
592,rund::A,gilover,στρογγυλός
593,spitz::A,pîj,μυτερός
594,scharf::A,tûj,κοφτερός
595,stumpf::A,ne tûj,αμβλύς
596,schwer::A,giran,βαρύς
597,schön::A,xweş,ωραίος
598,schön::A,xweş,όμορφος
599,schön::A,xweşik,ωραίος
600,schön::A,xweşik,όμορφος
601,heiß::A,kelandî,ζεστός
602,warm::A,germ,θερμός
603,kalt::A,sar,κρύος
604,kalt::A,sar,ψυχρός
605,kühl::A,jemîrî,δροσερός
606,frisch::A,ter,νωπός
607,frisch::A,ter,φρέσκος
608,feucht::A,şil,υγρός
609,nass::A,şilek,βρεγμένος
610,trocken::A,zuwa,ξηρός
611,trocken::A,zuwa,στεγνός
612,voll::A,tijî,γεμάτος
613,leer::A,vala,άδειος
614,offen::A,vekirî,ανοιχτός
615,geschlossen::A,asê,κλειστός
616,sauber::A,pakij,καθαρός
617,schmutzig::A,lewitî,βρώμικος
618,schmutzig::A,lewitî,λερωμένος
619,roh::A,xav,ωμός
620,reif::A,gihaştî,ώριμος
621,lecker::A,xweş,νόστιμος
622,süß::A,şîrîn,γλυκός
623,bitter::A,tahl,πικρός
624,sauer::A,tirş,ξινός
625,hell::A,ronî,φωτεινός
626,dunkel::A,tarî,σκοτεινός
627,schwarz::A,reş,μαύρος
628,schwarz::A,reş,μελανός
629,weiß::A,sipî,άσπρος
630,rot::A,sor,κόκκινος
631,gelb::A,zer,κίτρινος
632,blau::A,şîn,μπλε
633,blau::A,şîn,γαλανός
634,grün::A,şîn,πράσινος
635,grau::A,gewr,γκρίζος
636,bunt::A,rengîn,ποικιλόχρωπος
637,billig::A,erzan,φτηνός
638,teuer::A,biha,ακριβός
639,wertvoll::A,hêja,πολύτιμος
640,wertvoll::A,giranbiha,πολύτιμος
641,blind::A,kor,τυφλός
642,taub::A,kerr,κουφός
643,kräftig::A,gir,δυνατός
644,kräftig::A,xurt,δυνατός
645,stark::A,xurt,γερός
646,schwach::A,kesad,αδύνατος
647,fett::A,qelew,παχύς
648,schlank::A,zirav,λεπτός
649,schlank::A,zirav,λυγερός
650,hübsch::A,xweşik,όμορφος
651,hübsch::A,xweşik,χαριτωμένος
652,böse::A,xerab,κακός
653,böse::A,aciz,κακός
654,dumm::A,gêj,κουτός
655,dumm::A,gêj,ανόητος
656,faul::A,têmbêl,τεμπέλης
657,fleißig::A,jêhatî,εργατικός
658,geizig::A,destgirtî,τσιγγούνης
659,klug::A,baqil,έξυπνος
660,geschickt::A,zîrek,επιδέξιος
661,geschickt::A,ziring,επιδέξιος
662,lieb::A,delal,φίλος
663,lieb::A,delal,αγαπητός
664,lustig::A,kêfxweş,εύθυμος
665,lustig::A,kêfxweş,χαρούμενος
666,sanft::A,nazenîn,ήπιος
667,hungrig::A,birçî,πεινασμένος
668,krank::A,nexweş,άρρωστος
669,nackt::A,rût,γυμνός
670,nackt::A,tazî,γυμνός
671,traurig::A,xemgîn,λυπημένος
672,lebendig::A,bisaxî,ζωντανός
673,gut::A,baş,καλός
674,schlecht::A,xerab,κακός
675,richtig::A,rast,σωστός
676,richtig::A,saxlem,σωστός
677,schlimm::A,nebaş,άσχημος
678,wahr::A,rast,αληθής
679,wahr::A,rast,αληθινός
680,alt::A,pîr,παλιός
681,alt::A,kevn,παλιός
682,neu::A,nû,νέος
683,neu::A,nû,καινούργιος
684,ehemalig::A,kevnar,παλιός
685,ehemalig::A,peşidar,παλιός
686,alt[Lebewesen]::A,pîr,γέρος
687,jung::A,xort,νέος
688,arm::A,feqîr,φτωχός
689,arm::A,desteng,φτωχός
690,reich::A,dewlemend,πλούσιος
691,bekannt::A,naskirî,γνωστός
692,berühmt::A,navdar,περίφημος
693,berühmt::A,navdar,ξακουσμένος
694,fremd::A,xerîb,ξένος
695,verschieden::A,çîhê,διαφορετικός
696,nah::A,nêzîk,κοντινός
697,fern::A,dûr,μακριά
698,linker::A,çepê,αριστερός
699,rechter::A,rastê,δεξιός
700,anderer::A,yê din,άλλος
701,erster::A,yekemîn,πρώτος
702,zweiter::A,duda,δεύτερος
703,dritter::A,sisêya,τρίτος
704,letzter::A,paşîn,τελευταίος
705,allein::ADV,tenê,μόνος
706,auf einmal::ADV,jar kê,εφάπαξ
707,zusammen::ADV,tev,μαζί
708,zusammen::ADV,bi hev re,μαζί
709,lange::ADV,dirêj,πολύν καιρό
710,plötzlich::ADV,ji nişkave,έξαφνα
711,sofort::ADV,yekser,αμέσως
712,später::ADV,paşiyê,αργότερα
713,jetzt::ADV,nuha,τώρα
714,heute::ADV,îro,σήμερα
715,morgen::ADV,sibeh,αύριο
716,bald::ADV,nêzîk,σε λίγο
717,bald::ADV,nêzîk,εντός ολίγου
718,dann::ADV,paşê,ύστερα
719,gestern::ADV,do,χτες
720,einst::ADV,jar ke,ποτέ
721,einst::ADV,jar ke,άλλοτε
722,damals::ADV,hîngî,τότε
723,danach::ADV,piştra,μετά
724,danach::ADV,piştra,ύστερα
725,vorher::ADV,pîşî,πριν
726,vorher::ADV,pîşî,προηγουμένως
727,zuerst::ADV,bere,πρώτα
728,einmal::ADV,çarik,μία φορά
729,manchmal::ADV,çarna,κάποτε
730,oft::ADV,gelek çaran,συχνά
731,oft::ADV,gelek çaran,πολλές φορές
732,immer::ADV,daîm,πάντα
733,immer::ADV,daîm,πάντοτε
734,niemals::ADV,tu çar,ποτέ
735,hier::ADV,li vir,εδώ
736,hierhin::ADV,vir,εδώ
