,Concept_ID,kv,mhr
259,Wahrheit::N,правда,чын
260,Gespräch::N,сёрни,мутланыма́ш
261,Märchen::N,сказка,йома́к
262,Erzählung::N,висьт,ойлыма́ш
263,Nachricht::N,юӧр,увертарыма́ш
264,Nachricht::N,висьталӧм,увертарыма́ш
265,Neuigkeit::N,новость,уве́р
266,Name::N,ним,лӱм
267,Rätsel::N,загадка,ту́што
268,Rede::N,сёрни,ойлыма́ш
269,Sprache::N,кыв,йы́лме
270,Stimme::N,голос,йӱк
271,Wort::N,кыв,ой
272,Wort::N,кыв,мут
273,Zeichen::N,пас,ти́ште
274,Zeichen::N,пас,знак
275,Ruf::N,чуксӧм,ӱжма́ш
276,Ruf::N,чукӧстӧм,ӱжма́ш
277,Lärm::N,шум,лӱшкыма́ш
278,Lärm::N,шум,йӱк-йӱа́н
279,Laut::N,шы,йӱк
280,Ton::N,гор,йӱксе́м
281,Lied::N,сьыланкыв,му́ро
282,Ruhe::N,спокой,ты́мык
283,Leute::N,йӧз,еҥ-влак
284,Volk::N,йӧз,ка́лык
285,Volk::N,народ,ка́лык
286,Arbeit::N,удж,паша́
287,Gast::N,гӧсь,уна́
288,Geschenk::N,гӧснеч,пӧле́к
289,Geschenk::N,подарок,пӧле́к
290,Spiel::N,орсӧм,мо́дыш
291,Spiel::N,орсӧм,модма́ш
292,Gesellschaft::N,компания,тӱшка́
293,Hilfe::N,отсӧт,по́лыш
294,Freund::N,модз,таҥ
295,Freund::N,модз,йолта́ш
296,Freund::N,дружок,таҥ
297,Freund::N,дружок,йолта́ш
298,Kamerad::N,тӧдса,таҥ
299,Angelegenheit::N,дело,паша́
300,Anzahl::N,лыд,чот
301,Art::N,пӧлӧс,вид
302,Stück::N,тор,ка́тыш
303,Stück::N,тор,ла́стык
304,Teil::N,юкӧм,ужа́ш
305,Hälfte::N,джын,пел
306,Hälfte::N,джын,пе́ле
307,Kreis::N,круг,ты́ртыш
308,Kreuz::N,перна,ыре́с
309,Linie::N,визь,ли́ний
310,Strich::N,кырӧв,коре́ш
311,Abstand::N,колас,кокла́
312,Entfernung::N,ылына,тора́
313,Entfernung::N,ылына,ку́жыт
314,Gegend::N,места,кунде́м
315,Platz::N,места,ку́мдык
316,Ort::N,места,вер
317,Ort::N,места,о́лмо
318,Seite::N,ладор,ӧ́рдыж
319,Mitte::N,шӧр,покше́л
320,Gegenstand::N,тор,наста́
321,Sache::N,тор,наста́
322,Rand::N,дор,тӱр
323,Kante::N,ордлы,тӱр
324,Ecke::N,пельӧс,лук
325,Spitze::N,йыв,вуй
326,Ende::N,йыв,муча́ш
327,Loch::N,осьта,рож
328,Winkel::N,пельӧс,лук
329,Muster::N,сер,пеза́к
330,Muster::N,сер,узо́р
331,Muster::N,сер,ӱ́лгӧ
332,Größe::N,ыжда,кӱ́кшыт
333,Länge::N,кузя,ку́тыш
334,Höhe::N,сувда,кӱ́кшыт
335,Höhe::N,вылына,кӱ́кшыт
336,Gewicht::N,сьӧкта,не́лыт
337,Haufen::N,куча,кы́шыл
338,Reihe::N,лёдз,рада́м
339,Boot::N,пыж,пуш
340,Ruder::N,пелыс,эшка́к
341,Schlitten::N,додь,тер
342,Schlitten::N,додь,изде́р
343,Ski::N,лямпа,е́че
344,Lagerfeuer::N,бипур,туло́то
345,Last::N,тягота,нӧ́лтыш
346,Gang::N,мунӧм,ошкылма́ш
347,Schritt::N,вожмӧв,о́шкыл
348,Norden::N,ой,йӱдйыма́л
349,Süden::N,лун,кечывалве́л
350,Westen::N,рытвыв,касве́л
351,Osten::N,асыв,эрве́л
352,Holz::N,пу,пу
353,Brett::N,пӧв,оҥа́
354,Platte::N,плита,аста́р
355,Stütze::N,пика,чара́к
356,Stange::N,зор,лома́ш
357,Stange::N,потш,лома́ш
358,Stock::N,бедь,тоя́
359,Stab::N,шест,вара́
360,Stab::N,шест,кашта́
361,Rohr::N,труба,пуч
362,Haus::N,керку,пӧрт
363,Heim::N,керку,мӧ́ҥгӧ
364,Ofen::N,пӧжавны,комака́
365,Fußboden::N,джодж,кӱва́р
366,Tisch::N,пызан,ӱсте́л
367,Stuhl::N,стул,пӱке́н
368,Wiege::N,зыбка,шепка́
369,Bett::N,кровать,ва́кшыш
370,Regal::N,джадж,шӧ́рлык
371,Kiste::N,ящик,шо́ндык
372,Kiste::N,ящик,я́шлык
373,Fenster::N,ӧшын,окна́
374,Tür::N,ыбӧс,омса́
375,Tor::N,ворота,капка́
376,Zaun::N,забор,сава́р
377,Dach::N,крыша,леве́дыш
378,Leiter::N,лиснич,тошка́лтыш
379,Besen::N,рос,ӱштерво́штыр
380,Spaten::N,зыр,ко́льмо
381,Schaufel::N,зыр,сово́к
382,Schaufel::N,зыр,су́ско
383,Gabel::N,вила,ви́лке
384,Löffel::N,пань,па́не
385,Löffel::N,пань,совла́
386,Messer::N,пурт,кӱ́зӧ
387,Nagel::N,кӧрттув,пуда́
388,Netz::N,кыйӧт,вапш
389,Haken::N,ем,са́гыле
390,Griff::N,пу,кыл
391,Schloss::N,замок,кӧгӧ́н
392,Bild::N,картина,сӱре́т
393,Figur::N,мыгӧр,фигу́р
394,Puppe::N,акань,курча́к
395,Beutel::N,мешӧк,меша́к
396,Bündel::N,нин,арша́ш
397,Tasche::N,сумка,сумка́
398,Eimer::N,ведра,ведра́
399,Deckel::N,вевт,ко́мдыш
400,Geschirr::N,доз,а́те
401,Geschirr::N,бекӧрпань,а́те
402,Sack::N,мешӧк,куль
403,Sack::N,мешӧк,меша́к
404,Tasse::N,бекӧр,чу́кыр
405,Tasse::N,бекӧр,чашка́
406,Topf::N,кастрюля,ми́ске
407,Kessel::N,пӧрт,под
408,Essen::N,сёйӧм,ко́чкыш
409,Nahrung::N,вердан,ку́рго
410,Speise::N,сёян,ко́чкыш
411,Fleisch::N,яй,шыл
412,Getreide::N,сю,шу́рно
413,Brei::N,каша,пу́чымыш
414,Brot::N,нянь,ки́нде
415,Scheibe::N,шӧрӧм,ка́тыш
416,Fett::N,гос,коя́
417,Butter::N,ви,ӱй
418,Öl::N,ви,ӱй
419,Salz::N,сов,шинча́л
420,Suppe::N,шыд,шӱр
421,Honig::N,ма,мӱй
422,Milch::N,йӧв,шӧр
423,Tee::N,чай,чай
424,Leder::N,кучик,сура́н
425,Leder::N,кучик,шӱ́штӧ
426,Wolle::N,гӧн,пун
427,Stoff::N,дӧра,куэ́м
428,Stoff::N,дӧра,посто́
429,Nadel::N,ем,и́ме
430,Faden::N,сунис,шӱ́ртӧ
431,Knopf::N,кизь,по́лдыш
432,Knoten::N,узӧв,пышке́м
433,Knoten::N,гӧрӧд,пышке́м
434,Farbe::N,краска,чия́
435,Kleidung::N,паськӧм,чие́м
436,Kleidung::N,паськӧм,вурге́м
437,Hemd::N,йӧрнӧс,ту́выр
438,Kragen::N,воротник,сога́
439,Ärmel::N,сос,шокш
440,Hose::N,вешьян,йола́ш
441,Gürtel::N,йи,ӱ́штӧ
442,Mütze::N,шапка,упш
443,Schuh::N,ботинки,боти́нке
444,Stiefel::N,сапог,кем
445,Ring::N,чунькытш,шерга́ш
446,Band::N,ленточка,тасма́
447,Band::N,ленточка,ле́нте
448,Kamm::N,сынан,шерге́
449,Spiegel::N,зеркало,вошто́нчыш
450,Riemen::N,ремень,кӱзанӱ́штӧ
451,Schnur::N,гез,кере́м
452,Schnur::N,гез,кандыра́
453,Leine::N,повод,вӱра́ҥ
454,Decke::N,одеяло,леве́дыш
455,Decke::N,одеяло,одея́л
456,Kissen::N,подушка,кӱ́пчык
457,Tuch::N,чышьян,шо́выч
458,Handtuch::N,чышкӧт,со́лык
459,Kraft::N,прак,вий
460,Kraft::N,прак,куа́т
461,Stärke::N,вын,куа́т
462,Stärke::N,вын,карма́н
463,Gesundheit::N,здоровье,таза́лык
464,Krankheit::N,шог,чер
465,Schmerz::N,зубыт,ко́рштыш
466,Wunde::N,рана,су́сыр
467,Fieber::N,лёк тресся,йӱштыму́ж
468,Fieber::N,лёк тресся,лихора́дке
469,Fieber::N,кынтан шогӧт,йӱштыму́ж
470,Fieber::N,кынтан шогӧт,лихора́дке
471,Arznei::N,лекарство,эм
472,Brücke::N,пос,кӱва́р
473,Brunnen::N,колодец ,вӱдвыне́м
474,Weide::N,пода йирсян,нурше́р
475,Pfad::N,туй,йолго́рно
476,Pfad::N,туй,сокма́к
477,Weg::N,туй,ко́рно
478,Straße::N,туй,ко́рно
479,Dorf::N,деревня,ял
480,Stadt::N,город,ола́
481,Brief::N,гижӧт,се́рыш
482,Buch::N,книга,книга́
483,Buchstabe::N,буква,буква́
484,Zeitung::N,газета,газе́т
485,Leben::N,олан,и́лыш
486,Tod::N,кулӧм,колыма́ш
487,Grab::N,гу,шӱга́р
488,Kirche::N,вичку,че́рке
489,Sünde::N,грек,су́лык
490,Gott::N,ен,ю́мо
491,Arbeiter::N,уджалiсь,паша́зе
492,Chef::N,начальник,тӧра́
493,Meister::N,мастер,маста́р
494,Arzt::N,врач,врач
495,Lehrer::N,велӧтісь,ту́ныктышо
496,Geld::N,деньга,окса́
497,Geschäft::N,удж,сатулыма́ш
498,Laden::N,магазин,ке́выт
499,Preis::N,дон,ак
500,Ware::N,товар,сату́
501,Nutzen::N,путь,пайда́
502,Reichtum::N,богатство,поя́нлык
503,Welt::N,му,тӱня́
504,Land::N,страна,эл
505,Staat::N,государство,кугыжа́ныш
506,König::N,кан,кугыжа́
507,Macht::N,власть,власть
508,Grenze::N,граница,грани́ца
509,Krieg::N,война,сар
510,Feind::N,враг,тушма́н
511,Kampf::N,нярасьӧм,кредалма́ш
512,Kampf::N,вермасьӧм,кредалма́ш
513,Bogen[Waffe]::N,лук,юҥе́ж
514,Pfeil::N,ньӧв,пикш
515,Gewehr::N,ружьё,пыча́л
516,Fehler::N,ошибка,йо́ҥылыш
517,Lüge::N,ылӧтӧм,шоя́к
518,Lüge::N,пӧрьялӧм,шоя́к
519,Schaden::N,лёк,зия́н
520,Unglück::N,пик,эҥге́к
521,Unglück::N,оказзё,эҥге́к
522,Schuld::N,вина,тита́к
523,Schuld::N,вина,йола́
524,Schluss::N,ком,муча́ш
525,Zeit::N,кад,жап
526,Zeit::N,кад,па́гыт
527,Tag::N,лун,ке́че
528,Morgen::N,асыв,эр
529,Mittag::N,луншӧр кад,кечыва́л
530,Abend::N,рыт,кас
531,Nacht::N,ой,йӱд
532,Woche::N,неделя,арня́
533,Monat::N,тӧлicь,ты́лзе
534,Jahr::N,год,ий
535,Frühling::N,тулыс,шо́шо
536,Sommer::N,гожум,кеҥе́ж
537,Herbst::N,ар,шы́же
538,Winter::N,тӧв,те́ле
539,Januar::N,январ,шоркыйол
540,Januar::N,январ,идалыкву́й
541,Januar::N,январ,янва́рь
542,Februar::N,февраль,пургыж
543,Februar::N,февраль,февра́ль
544,März::N,март,ӱярня
545,März::N,март,март
546,April::N,апрель,апре́ль
547,Mai::N,май,ага
548,Mai::N,май,май
549,Juni::N,юнь,пеледыш
550,Juni::N,юнь,ию́нь
551,Juli::N,юль,сӱрем
552,Juli::N,юль,ию́ль
553,August::N,август,сорла
554,August::N,август,агарма́н
555,August::N,август,а́вгуст
556,September::N,сентяб,идым
557,September::N,сентяб,сентя́брь
558,Oktober::N,октяб,шыжа
559,Oktober::N,октяб,октя́брь
560,November::N,нояб,кылме тылзе
561,November::N,нояб,ноя́брь
562,Dezember::N,декаб,дека́брь
563,Montag::N,вильлун,шо́чмо
564,Dienstag::N,мӧдӧдзлун,ку́шкыжмо
565,Mittwoch::N,шӧрлун,вӱрге́че
566,Donnerstag::N,нёльӧдзлун,изарня́
567,Freitag::N,витӧдзлун,кугарня́
568,Samstag::N,пывсянлун,шуматке́че
569,Sonntag::N,кресення,рушарня́
570,groß::A,ыджыт,кугу́
571,klein::A,учӧтик,изи́
572,lang::A,кузь,кужу́
573,kurz::A,дженыт,кӱ́чык
574,breit::A,ота,кумда́
575,schmal::A,векнит,а́ҥысыр
576,dicht::A,тшӧк,ну́гыдо
577,dick[Gegenstand]::A,кыз,кӱ́жгӧ
578,dünn::A,вӧснит,ви́чкыж
579,fein::A,вӧснит,ты́гыде
580,fest::A,крепыт,чо́ткыдо
581,flach::A,лапкӧса,лапка́
582,glatt::A,волькыт,яклака́
583,hart::A,чӧрыт,пе́ҥгыде
584,weich::A,небыт,пу́шкыдо
585,rund::A,гӧгрӧса,йырге́шке
586,spitz::A,ёся,коша́р
587,scharf::A,лэчыт,пӱ́сӧ
588,stumpf::A,ныж,токма́к
589,schwer::A,сьӧкыт,не́ле
590,schön::A,басӧк,сы́лне
591,heiß::A,жар,шо́кшо
592,warm::A,шоныт,ле́ве
593,kalt::A,кӧдзыт,йӱ́штӧ
594,kühl::A,сайкыт,юа́лге
595,kühl::A,сайкыт,южгата́
596,frisch::A,виль,свежа́
597,feucht::A,вакодь,вӱ́дыжгӧ
598,nass::A,ва,нӧ́рӧ
599,trocken::A,кӧс,ку́кшо
600,voll::A,тыра,тич
601,leer::A,тыртӧм,яра́
602,offen::A,оссьӧм,виш
603,geschlossen::A,игана,пе́тырыме
604,geschlossen::A,игана,тӱ́чмӧ
605,geschlossen::A,пӧдана,пе́тырыме
606,geschlossen::A,пӧдана,тӱ́чмӧ
607,sauber::A,сӧдз,ару́
608,sauber::A,сӧдз,янда́р
609,sauber::A,сӧстӧм,ару́
610,sauber::A,сӧстӧм,янда́р
611,schmutzig::A,нятьӧсь,лавыра́н
612,schmutzig::A,нятьӧсь,ла́выргыше
613,roh::A,путӧм,кӱ́чымӧ
614,reif::A,кисьмалӧм,лӧза́
615,lecker::A,кӧра ,ту́тло
616,süß::A,чӧскыт,ше́ре
617,bitter::A,курыт,ко́чо
618,sauer::A,шӧма ,шо́по
619,hell::A,югыт,во́лгыдо
620,dunkel::A,пемыт,пычке́мыш
621,schwarz::A,сьӧд,шола́
622,weiß::A,чочком,ош
623,rot::A,гӧрд,йошка́р
624,gelb::A,веж,сар
625,blau::A,лӧз,ка́нде
626,grün::A,веж,ужа́р
627,grau::A,руд,сур
628,grau::A,бусӧй,сур
629,bunt::A,быдрӧма,олача́
630,billig::A,донтӧм,шу́лдо
631,teuer::A,дона,ше́рге
632,wertvoll::A,дона,шергака́н
633,blind::A,синтӧм,со́кыр
634,taub::A,пельтӧм,соҥгыра́
635,kräftig::A,вына,куа́тле
636,stark::A,вына,вия́н
637,schwach::A,некодя,а́лдыме
638,fett::A,госа,коя́
639,schlank::A,статя,йоштката́
640,schlank::A,статя,яжу́
641,hübsch::A,басӧк,чеве́р
642,böse::A,лёк,шы́де
643,dumm::A,бӧбӧв,аҥыра́
644,dumm::A,вежӧртӧм,аҥыра́
645,faul::A,дыш,його
646,fleißig::A,уджалicь,ты́ршыше
647,geizig::A,жикмӧра,чаҥга́
648,geizig::A,горшаліcь,чаҥга́
649,klug::A,авья,уша́н
650,klug::A,вежӧра,уша́н
651,geschickt::A,кипода,уста́
652,lieb::A,муса,ала́л
653,lieb::A,дзулиньӧй,ала́л
654,lustig::A,гажа,весела́
655,sanft::A,лебезнӧй,ны́жылге
656,hungrig::A,тшыг,шу́жышо
657,krank::A,шогалiсь,че́рле
658,nackt::A,куш,чарама́т
659,traurig::A,жугыль,ойга́н
660,lebendig::A,ловья,и́лыше
661,gut::A,бур,сай
662,schlecht::A,умӧль,уда́
663,schlecht::A,умӧль,шӱ́кшӧ
664,schlimm::A,нештӧм,аля́к
665,schlimm::A,нештӧм,тыра́н
666,alt::A,важ,то́што
667,neu::A,виль,у
668,ehemalig::A,вӧвлӧм,о́нчычсо
669,ehemalig::A,вӧвлӧм,онда́кысе
670,alt[Lebewesen]::A,года,шо́нто
671,alt[Lebewesen]::A,годдэза,шо́нто
672,jung::A,том,са́мырык
673,arm::A,гов,нужна́
674,arm::A,беднӧй,нужна́
675,reich::A,эма,поя́н
676,bekannt::A,тӧдса,па́лыме
677,fremd::A,чужӧй,йот
678,verschieden::A,быдкодь,тӱ́рлӧ
679,nah::A,матiсь,ли́шыл
680,fern::A,ылicь,тора́
681,fern::A,ылicь,мӱ́ндыр
682,linker::A,шульга,шола́
683,rechter::A,веськытланись,пурла́
684,anderer::A,мукӧд,вес
685,anderer::A,мукӧд,мо́ло
686,erster::A,медодзза,и́кымше
687,zweiter::A,кыкӧт,ко́кымшо
688,dritter::A,куимӧт,ку́мшо
689,dritter::A,куимӧдз,ку́мшо
690,letzter::A,бӧрья,пыта́ртыш
691,letzter::A,мёдбӧрья,пыта́ртыш
692,auf einmal::ADV,тшӧтш,икана́ште
693,zusammen::ADV,ӧтлаын,пырля́
694,lange::ADV,дыр,кужу́н
695,plötzlich::ADV,друг,кенета́
696,sofort::ADV,тшӧтш,кызыта́к
697,später::ADV,медбӧрын,варара́к
698,jetzt::ADV,ӧні,ы́нде
699,jetzt::ADV,ӧні,кы́зыт
700,heute::ADV,талун,та́че
701,morgen::ADV,ашын,эрла́
702,bald::ADV,чожа,вашке́
703,dann::ADV,сыбӧрын,вара́
704,gestern::ADV,тӧн,теҥге́че
705,einst::ADV,ӧтпыр,икана́
706,damals::ADV,сэк,туна́м
707,damals::ADV,сэки,туна́м
708,danach::ADV,сэсся,вара́
709,vorher::ADV,одзжык,о́нчыч
710,zuerst::ADV,наперво,онда́к
711,einmal::ADV,ӧтпыр,икана́
712,manchmal::ADV,мукӧдпыр,ка́шын
713,manchmal::ADV,мукӧдпыр,кокла́н
714,oft::ADV,-лы-,чӱ́чкыдын
715,immer::ADV,быдпыр,эре́
716,immer::ADV,быдпыр,ту́тыш
717,immer::ADV,быдпырся,эре́
718,immer::ADV,быдпырся,ту́тыш
719,niemals::ADV,некӧр,ок нигуна́м
720,hier::ADV,татӧн,ты́ште
721,hierhin::ADV,татчӧ,ты́шке
722,hierhin::ADV,татчӧ,тыш
723,von hier::ADV,тасянь,тыше́ч
724,von hier::ADV,тасянь,тыве́ч
