,Concept_ID,ku,ga
147,Wurzel::N,reh,rúta
148,Wurzel::N,reh,fréamh
149,Baum::N,dar,crann
150,Stamm::N,bavik,stoc
151,Stamm::N,bavik,tamhan
152,Rinde::N,qaqil,coirt
153,Rinde::N,qaqil,craiceann
154,Ast::N,gulî,géag
155,Zweig::N,şax,géag
156,Zweig::N,şax,craobh
157,Blatt::N,pel,duille
158,Blatt::N,pel,duilleog
159,Birke::N,dara sipî,beith
160,Birke::N,dara sipî,crann beithe
161,Kiefer[Baum]::N,dara bî,péine
162,Weide[Baum]::N,dara belalûk,saileach
163,Tanne::N,merx,giúis
164,Horn::N,strô,adharc
165,Feder::N,pîrtîk,cleite
166,Fell::N,heyar,clúmh
167,Flügel::N,per,eite
168,Flügel::N,per,sciathán
169,Klaue::N,napîk,crúb
170,Klaue::N,napîk,crobh
171,Kralle::N,dinik,crobh
172,Kralle::N,dirnax,crobh
173,Schwanz::N,dûv,eireaball
174,Ei::N,hêk,ubh
175,Nest::N,hêlîn,nead
176,Bau::N,avahî,brocais
177,Tier::N,heywan,ainmhí
178,Tier::N,heywan,beithíoch
179,Herde::N,hoz,tréad
180,Kuh::N,çêlek,bó
181,Bulle::N,ga,tarbh
182,Pferd::N,hesp,each
183,Pferd::N,hesp,capall
184,Schaf::N,mîh,caora
185,Schwein::N,beraz,muc
186,Hund::N,seh,madra
187,Katze::N,pişîk,cat
188,Bär::N,hirç,béar
189,Eichhörnchen::N,pilûr,iora
190,Elch::N,pazkovî,eilc
191,Fuchs::N,rovî,sionnach
192,Fuchs::N,rovî,madra rua
193,Hase::N,kîroşk,giorria
194,Maus::N,mişk,luch
195,Wolf::N,gur,mac tíre
196,Vogel::N,çûk,éan
197,Schwarm::N,lufik,saithe
198,Huhn::N,mirîşk,cearc
199,Hahn::N,dîk,coileach
200,Gans::N,qaz,gé
201,Adler::N,eylo,iolar
202,Ente::N,werdek,lacha
203,Eule::N,bûm,ulchabhán
204,Eule::N,kund,ulchabhán
205,Kranich::N,quling,grús
206,Krähe::N,qijik,caróg
207,Krähe::N,qijik,préachán
208,Kuckuck::N,pepûk,cuach
209,Schwan::N,qû,eala
210,Fisch::N,masî,iasc
211,Barsch::N,okûn,péirse
212,Hecht::N,mesîyê lûf,liús
213,Schlange[Tier]::N,mar,nathair
214,Wurm::N,kurm,péist
215,Spinne::N,pîrê,damhán alla
216,Ameise::N,mîro,seangán
217,Ameise::N,gêrîk,seangán
218,Laus::N,spi,míol
219,Mücke::N,mêş,muiscít
220,Mücke::N,mêş,corrmhíol
221,Fliege::N,mêş,cuil
222,Fliege::N,mêş,cuileog
223,Schmetterling::N,perperîk,féileacán
224,Beere::N,hirç,caor
225,Apfel::N,sêv,úll
226,Pilz::N,bîrov,beacán
227,Pilz::N,bîrov,muisiriún
228,Zwiebel::N,pîvaz,oinniún
229,Saat::N,tov,síol
230,Korn::N,dexl,gráinne
231,Heu::N,sap,féar
232,Schale::N,qaşik,scaimh
233,Grube::N,çahl,poll
234,Falle::N,dafik,gaiste
235,Schlinge::N,dahf,sealán
236,Spur::N,rêç,rian
237,Asche::N,xweli,luaith
238,Dreck::N,gemarî,salachar
239,Eisen::N,hesing,iarann
240,Gold::N,zêr,ór
241,Silber::N,zîv,airgead
242,Kohle::N,komir,gual
243,Glas::N,qedeh,gloine
244,Lehm::N,kelpîç,cré
245,Sand::N,qûm,gaineamh
246,Mensch::N,mirov,duine
247,Mann::N,mêr,fear
248,Frau::N,jin,bean
249,Kind::N,zarok,gasúr
250,Kind::N,zarok,páiste
251,Junge::N,kur,buachaill
252,Mädchen::N,keç,cailín
253,Mädchen::N,keçik,cailín
254,Familie::N,malbat,teaghlach
255,Familie::N,malbat,comhluadar
256,Großvater::N,bapîr,seanathair
257,Großmutter::N,pîrik,seanmháthair
258,Eltern::N,bavudê,tuismitheoirí
259,Vater::N,bav,athair
260,Mutter::N,dê,máthair
261,Mutter::N,dayik,máthair
262,Sohn::N,kur,mac
263,Tochter::N,keç,iníon
264,Bruder::N,bira,deartháir
265,Schwester::N,xweh,deirfiúr
266,Onkel::N,am,uncail
267,Onkel::N,xal,uncail
268,Tante::N,metik,aintín
269,Tante::N,xaltîk,aintín
270,Ehemann::N,mêr,fear céile
271,Ehefrau::N,kulfet,bean chéile
272,Freude::N,kêfxweşî,áthas
273,Gelächter::N,pîrqînî,gáire
274,Glück::N,bext,séan
275,Glück::N,bext,sonas
276,Kummer::N,derd,brón
277,Kummer::N,derd,buairt
278,Wunsch::N,daxwaz,guí
279,Wunsch::N,daxwaz,achainí
280,Wunsch::N,xwestek,guí
281,Wunsch::N,xwestek,achainí
282,Lust::N,şewq,fonn
283,Geist::N,aqil,meon
284,Geist::N,aqil,spiorad
285,Gedanke::N,fikir,smaoineamh
286,Gedächtnis::N,aqil,cuimhne
287,Verstand::N,fêm,ciall
288,Verstand::N,fêm,intinn
289,Sinn::N,aqil,brí
290,Sinn::N,aqil,ciall
291,Grund::N,asas,fáth
292,Wahrheit::N,rastî,fírinne
293,Gespräch::N,guftûgo,comhrá
294,Märchen::N,çirok,scéal
295,Erzählung::N,çirok,scéal
296,Erzählung::N,vegotin,scéal
297,Nachricht::N,nûçe,teachtaireacht
298,Neuigkeit::N,hewal,scéala
299,Name::N,nav,ainm
300,Name::N,paşnav,ainm
301,Rätsel::N,tiştonek,tomhas
302,Rede::N,gotar,óráid
303,Rede::N,gotar,aitheasc
304,Rede::N,axavtin,óráid
305,Rede::N,axavtin,aitheasc
306,Sprache::N,ziman,teanga
307,Stimme::N,pejn,guth
308,Wort::N,gotin,focal
309,Zeichen::N,şanek,comhartha
310,Ruf::N,hawar,glaoch
311,Lärm::N,xarbalix,torann
312,Laut::N,deng,fuaim
313,Laut::N,hês,fuaim
314,Ton::N,awaz,ton
315,Lied::N,sitran,amhrán
316,Ruhe::N,rihetî,suaimhneas
317,Leute::N,xelk,muintir
318,Volk::N,xelk,pobal
319,Arbeit::N,xebat,obair
320,Gast::N,mêvan,aoi
321,Geschenk::N,diyarî,féirín
322,Geschenk::N,diyarî,bronntanas
323,Spiel::N,lîstik,cluiche
324,Gesellschaft::N,komal,comhluadar
325,Hilfe::N,alîkarî,cúnamh
326,Hilfe::N,alîkarî,cabhair
327,Freund::N,heval,cara
328,Kamerad::N,heval,comrádaí
329,Angelegenheit::N,pirsgirêk,ábhar
330,Anzahl::N,çend,líon
331,Art::N,çeh,sórt
332,Art::N,çeh,saghas
333,Stück::N,lib,píosa
334,Stück::N,parçe,píosa
335,Teil::N,parçe,cuid
336,Teil::N,parçe,páirt
337,Hälfte::N,nîvî,leath
338,Kreis::N,çemil,ciorcal
339,Kreuz::N,xaç,cros
340,Linie::N,xezik,líne
341,Strich::N,xezik,stríoc
342,Abstand::N,dûrahî,achar
343,Entfernung::N,dûrahî,fad
344,Gegend::N,dever,ceantar
345,Platz::N,çih,áit
346,Platz::N,çih,spás
347,Ort::N,dever,áit
348,Seite::N,rûpel,taobh
349,Mitte::N,nav,lár
350,Mitte::N,nabênê,lár
351,Gegenstand::N,tişt,ball
352,Gegenstand::N,tişt,ábhar
353,Sache::N,tişt,ní
354,Sache::N,tişt,rud
355,Rand::N,kevî,imeall
356,Rand::N,kevî,ciumhais
357,Kante::N,kevî,corr
358,Kante::N,kevî,colbha
359,Ecke::N,qunç,coirnéal
360,Spitze::N,derzî,gob
361,Spitze::N,derzî,barr
362,Ende::N,talî,ceann
363,Ende::N,talî,foirceann
364,Loch::N,qul,poll
365,Winkel::N,kurnîşk,cúinne
366,Winkel::N,kurnîşk,uillinn
367,Muster::N,desen,patrún
368,Größe::N,mezinî,méid
369,Größe::N,mezinî,toise
370,Länge::N,dirêjahî,fad
371,Höhe::N,bilindayî,airde
372,Gewicht::N,giranî,meáchan
373,Menge::N,qas,méid
374,Haufen::N,lod,cnap
375,Reihe::N,rêz,líne
376,Reihe::N,rêz,sraith
377,Boot::N,kelek,bád
378,Ruder::N,bêrik,rámh
379,Ruder::N,bêrik,maide rámha
380,Schlitten::N,xîjik,carr sleamhnáin
381,Ski::N,lakan,scí
382,Lagerfeuer::N,agir,tine champa
383,Last::N,bar,ualach
384,Gang::N,fîtêz,siúlóid
385,Schritt::N,gav,céim
386,Schritt::N,gav,coiscéim
387,Norden::N,bakur,tuaisceart
388,Süden::N,başur,deisceart
389,Westen::N,rojava,iarthar
390,Osten::N,rojhilat,oirthear
391,Holz::N,dep,adhmad
392,Brett::N,dep,clár
393,Platte::N,dep,leac
394,Stütze::N,destek,taca
395,Stange::N,sing,polla
396,Stange::N,sing,cuaille
397,Stock::N,çam,bata
398,Stock::N,çam,maide
399,Stab::N,qat,maide
400,Stab::N,qat,bachall
401,Rohr::N,borî,píopa
402,Haus::N,mal,teach
403,Haus::N,xanî,teach
404,Heim::N,mal,baile
405,Ofen::N,sobe,sornóg
406,Fußboden::N,binpê,urlár
407,Tisch::N,mase,bord
408,Tisch::N,mase,tábla
409,Stuhl::N,kursî,cathaoir
410,Wiege::N,derguş,cliabhán
411,Bett::N,qerewêle,leaba
412,Regal::N,rêbaz,seilf
413,Kiste::N,sindoq,bosca
414,Fenster::N,çam,fuinneoig
415,Fenster::N,şibeke,fuinneoig
416,Tür::N,derî,doras
417,Tor::N,derge,geata
418,Zaun::N,hejik,fál
419,Zaun::N,hejik,claí
420,Dach::N,sere xanî,díon
421,Leiter::N,pêling,dréimire
422,Besen::N,melkes,scuab
423,Spaten::N,mer,spád
424,Spaten::N,mer,rámhainn
425,Schaufel::N,bêr,sluasaid
426,Gabel::N,çetel,forc
427,Gabel::N,çetel,gabhlóg
428,Löffel::N,kevçî,spúnóg
429,Messer::N,kêr,scian
430,Nagel::N,bizmar,tairne
431,Netz::N,tor,líon
432,Netz::N,tor,eangach
433,Haken::N,çenqel,croch
434,Griff::N,destî,cos
435,Griff::N,destî,hanla
436,Schloss::N,qonax,glas
437,Bild::N,dimen,pictiúr
438,Figur::N,figûr,fíor
439,Puppe::N,bûk,bábóg
440,Beutel::N,kîsik,mála
441,Beutel::N,kîsik,mealbhóg
442,Bündel::N,pêçek,beart
443,Tasche::N,bêrîk,mála
444,Eimer::N,dewl,buicéad
445,Deckel::N,devik,clár
446,Deckel::N,devik,claibín
447,Geschirr::N,ferax,soithí
448,Geschirr::N,ferax,gréithe
449,Sack::N,tûr,sac
450,Sack::N,tûr,mála
451,Tasse::N,kada,cupán
452,Topf::N,beroş,pota
453,Kessel::N,şîril,citeal
454,Essen::N,xwarin,béile
455,Nahrung::N,xwarin,bia
456,Speise::N,xwarin,mias
457,Fleisch::N,goşt,feoil
458,Getreide::N,zad,grán
459,Getreide::N,zad,arbhar
460,Brei::N,hewdêl,brúitín
461,Brot::N,,arán
462,Scheibe::N,parçe,píosa
463,Scheibe::N,parçe,slisne
464,Fett::N,rûn,saill
465,Fett::N,rûn,méathras
466,Butter::N,rûn,im
467,Öl::N,rûn,ola
468,Salz::N,xwe,salann
469,Suppe::N,şorbe,sú
470,Suppe::N,şorbe,anraith
471,Honig::N,hingiv,mil
472,Milch::N,şîr,bainne
473,Tee::N,çay,tae
474,Leder::N,çerm,leathar
475,Wolle::N,herî,olann
476,Stoff::N,paç,éadach
477,Nadel::N,derzî,snáthaid
478,Faden::N,ta,snáth
479,Knopf::N,bişkok,cnaipe
480,Knoten::N,girêk,snaidhm
481,Farbe::N,boyax,péint
482,Kleidung::N,çil,éadaí
483,Hemd::N,qutik,léine
484,Hemd::N,miltan,léine
485,Kragen::N,stûvang,bóna
486,Ärmel::N,hûçik,muinchille
487,Hose::N,şewel,bríste
488,Hose::N,şewel,treabhsar
489,Gürtel::N,qayiş,crios
490,Mütze::N,fîno,caipín
491,Schuh::N,şêkal,bróg
492,Stiefel::N,gizme,buatais
493,Stiefel::N,çizme,buatais
494,Ring::N,xelek,fáinne
495,Band::N,band,ribín
496,Kamm::N,şeh,cíor
497,Spiegel::N,eynik,scáthán
498,Riemen::N,qayiş,iall
499,Riemen::N,qayiş,strapa
500,Schnur::N,doxin,téad
501,Schnur::N,doxin,sreangán
502,Leine::N,şirît,iall
503,Decke::N,bataniye,pluid
504,Decke::N,bataniye,blaincéad
505,Kissen::N,balgî,piliúr
506,Kissen::N,balgî,adhartán
507,Tuch::N,şar,scaif
508,Handtuch::N,dezmal,tuáille
509,Kraft::N,hêz,fórsa
510,Kraft::N,qewet,fórsa
511,Stärke::N,xurtî,neart
512,Gesundheit::N,nojdarî,sláinte
513,Krankheit::N,nexweşî,tinneas
514,Krankheit::N,nexweşî,breoiteacht
515,Schmerz::N,êş,pian
516,Wunde::N,kul,goin
517,Fieber::N,ta,fiabhras
518,Arznei::N,derman,cógas
519,Brücke::N,kopî,droichead
520,Brunnen::N,çal,tobar
521,Brunnen::N,kani,tobar
522,Weide::N,beyar,féarach
523,Pfad::N,xaçirek,cosán
524,Pfad::N,xaçirek,conair
525,Weg::N,rê,slí
526,Weg::N,rê,bealach
527,Straße::N,rê,bóthar
528,Dorf::N,gund,sráidbhaile
529,Stadt::N,baçar,baile
530,Stadt::N,baçar,cathair
531,Brief::N,name,litir
532,Buch::N,kitêb,cín
533,Buch::N,kitêb,leabhar
534,Buch::N,pirtûk,cín
535,Buch::N,pirtûk,leabhar
536,Buchstabe::N,herf,litir
537,Zeitung::N,rojname,nuachtán
538,Leben::N,jiyan,saol
539,Leben::N,jiyan,beatha
540,Tod::N,mirin,bás
541,Grab::N,mezel,uaigh
542,Kirche::N,gilyas,eaglais
543,Sünde::N,guneh,peaca
544,Gott::N,xwedê,dia
545,Arbeiter::N,hîşçî,oibrí
546,Chef::N,bêg,saoiste
547,Chef::N,bêg,ceannasaí
548,Meister::N,hoste,máistir
549,Arzt::N,doktor,lia
550,Arzt::N,doktor,dochtúir
551,Lehrer::N,mamoste,oide
552,Lehrer::N,mamoste,múinteoir
553,Geld::N,pere,airgead
554,Geschäft::N,firoşgeh,gnó
555,Laden::N,dikan,siopa
556,Preis::N,buha,praghas
557,Ware::N,tişt,earra
558,Nutzen::N,fêde,tairbhe
559,Reichtum::N,serwet,rachmas
560,Reichtum::N,serwet,saibhreas
561,Welt::N,dinya,domhan
562,Land::N,welat,tír
563,Staat::N,dewlet,stát
564,König::N,şah,rí
565,König::N,qral,rí
566,Macht::N,qewet,cumhacht
567,Macht::N,destihilat,cumhacht
568,Grenze::N,kevî,críoch
569,Grenze::N,kevî,teorainn
570,Krieg::N,çeng,cogadh
571,Krieg::N,sêwaş,cogadh
572,Feind::N,dijmin,namhaid
573,Gewalt::N,zor,foréigean
574,Kampf::N,şer,troid
575,Bogen[Waffe]::N,kêvan,bogha
576,Pfeil::N,çîrik,saighead
577,Gewehr::N,tifing,gunna
578,Fehler::N,şaşî,botún
579,Fehler::N,şaşî,meancóg
580,Lüge::N,derew,bréag
581,Lüge::N,derew,éitheach
582,Schaden::N,xisar,dochar
583,Schaden::N,xisar,damáiste
584,Unglück::N,bêbextî,drochrath
585,Schuld::N,suç,locht
586,Schuld::N,suç,milleán
587,Alter::N,temen,aois
588,Schluss::N,girtin,deireadh
589,Zeit::N,çax,am
590,Zeit::N,çax,aimsir
591,Tag::N,roj,lá
592,Morgen::N,sibeh,maidin
593,Mittag::N,nîro,nóin
594,Abend::N,êvar,tráthnóna
595,Nacht::N,şev,oíche
596,Woche::N,heftî,seachtain
597,Monat::N,meh,mí
598,Jahr::N,sal,bliain
599,Frühling::N,bihar,earrach
600,Sommer::N,havîn,samhradh
601,Herbst::N,payîz,fómhar
602,Winter::N,zistan,geimhreadh
603,Januar::N,çile,Eanáir
604,Februar::N,sibat,Feabhra
605,März::N,adar,Márta
606,April::N,nîsan,Aibreán
607,Mai::N,gûlan,Bealtaine
608,Juni::N,hezîran,Meitheamh
609,Juli::N,tîmeh,Iúil
610,August::N,tebax,Lúnasa
611,September::N,îlon,Meán Fómhair
612,Oktober::N,çotmeh,Deireadh Fómhair
613,November::N,mijdar,Samhain
614,November::N,mijdar,Mí na Samhna
615,Dezember::N,kanûn,Mí na Nollag
616,Montag::N,duşemb,Luan
617,Montag::N,duşemb,Dé Luain
618,Dienstag::N,sêşem,Máirt
619,Dienstag::N,sêşem,Dé Máirt
620,Mittwoch::N,çarşemb,Céadaoin
621,Mittwoch::N,çarşemb,Dé Céadaoin
622,Donnerstag::N,pêşemb,Déardaoin
623,Freitag::N,în,Aoine
624,Freitag::N,în,Dé hAoine
625,Samstag::N,şemî,Satharn
626,Samstag::N,şemî,Dé Sathairn
627,Sonntag::N,yekşemb,Domhnach
628,Sonntag::N,yekşemb,Dé Domhnaigh
629,groß::A,mezin,mór
630,klein::A,çûçik,beag
631,lang::A,dirêj,fada
632,kurz::A,kin,gearr
633,kurz::A,kin,gairid
634,breit::A,fireh,leathan
635,breit::A,fireh,fairsing
636,schmal::A,tenik,cúng
637,dicht::A,gir,dlúth
638,dick[Gegenstand]::A,şîşman,tiubh
639,dünn::A,zirav,caol
640,dünn::A,zirav,tanaí
641,fein::A,tenik,scáinte
642,fein::A,tenik,fíneálta
643,fest::A,saxlem,daingean
644,flach::A,pahn,cothrom
645,glatt::A,dûz,mín
646,glatt::A,dûz,sleamhain
647,glatt::A,şayîk,mín
648,glatt::A,şayîk,sleamhain
649,hart::A,hişk,crua
650,weich::A,nerm,bog
651,rund::A,gilover,cruinn
652,spitz::A,pîj,gobach
653,spitz::A,pîj,biorach
654,scharf::A,tûj,géar
655,scharf::A,tûj,faobhrach
656,stumpf::A,ne tûj,maol
657,schwer::A,giran,trom
658,schön::A,xweş,álainn
659,schön::A,xweşik,álainn
660,heiß::A,kelandî,te
661,warm::A,germ,te
662,kalt::A,sar,fuar
663,kühl::A,jemîrî,fionnuar
664,frisch::A,ter,úr
665,frisch::A,ter,friseáilte
666,feucht::A,şil,tais
667,nass::A,şilek,fliuch
668,trocken::A,zuwa,tirim
669,voll::A,tijî,lán
670,leer::A,vala,folamh
671,offen::A,vekirî,oscailte
672,geschlossen::A,asê,dúnta
673,geschlossen::A,asê,druidte
674,sauber::A,pakij,glan
675,schmutzig::A,lewitî,salach
676,roh::A,xav,amh
677,reif::A,gihaştî,aibí
678,lecker::A,xweş,blasta
679,süß::A,şîrîn,milis
680,bitter::A,tahl,searbh
681,sauer::A,tirş,géar
682,sauer::A,tirş,searbh
683,hell::A,ronî,geal
684,hell::A,ronî,soilseach
685,dunkel::A,tarî,dorcha
686,schwarz::A,reş,dubh
687,weiß::A,sipî,bán
688,rot::A,sor,dearg
689,gelb::A,zer,buí
690,blau::A,şîn,gorm
691,grün::A,şîn,glas
692,grün::A,şîn,uaine
693,grau::A,gewr,liath
694,bunt::A,rengîn,ildathach
695,bunt::A,rengîn,dathannach
696,billig::A,erzan,saor
697,teuer::A,biha,daor
698,teuer::A,biha,costasach
699,wertvoll::A,hêja,luachmhar
700,wertvoll::A,giranbiha,luachmhar
701,blind::A,kor,dall
702,blind::A,kor,caoch
703,taub::A,kerr,bodhar
704,kräftig::A,gir,cumhachtach
705,kräftig::A,xurt,cumhachtach
706,stark::A,xurt,tréan
707,stark::A,xurt,láidir
708,schwach::A,kesad,lag
709,schwach::A,kesad,fann
710,fett::A,qelew,ramhar
711,schlank::A,zirav,caol
712,schlank::A,zirav,seang
713,hübsch::A,xweşik,álainn
714,hübsch::A,xweşik,dathúil
715,böse::A,xerab,olc
716,böse::A,aciz,olc
717,dumm::A,gêj,dúr
718,dumm::A,gêj,amaideach
719,faul::A,têmbêl,falsa
720,faul::A,têmbêl,leisciúil
721,fleißig::A,jêhatî,dícheallach
722,geizig::A,destgirtî,barainneach
723,geizig::A,destgirtî,sprionlaithe
724,klug::A,baqil,cliste
725,geschickt::A,zîrek,oilte
726,geschickt::A,zîrek,ealaíonta
727,geschickt::A,ziring,oilte
728,geschickt::A,ziring,ealaíonta
729,lieb::A,delal,dil
730,lieb::A,delal,dílis
731,lustig::A,kêfxweş,aerach
732,lustig::A,kêfxweş,meidhreach
733,sanft::A,nazenîn,bog
734,sanft::A,nazenîn,séimh
735,hungrig::A,birçî,ocrach
736,krank::A,nexweş,tinn
737,krank::A,nexweş,breoite
738,nackt::A,rût,nocht
739,nackt::A,tazî,nocht
740,traurig::A,xemgîn,brónach
741,lebendig::A,bisaxî,beo
742,gut::A,baş,maith
743,schlecht::A,xerab,dona
744,schlecht::A,xerab,droch-
745,richtig::A,rast,ceart
746,richtig::A,saxlem,ceart
747,schlimm::A,nebaş,gránna
748,schlimm::A,nebaş,tubaisteach
749,wahr::A,rast,fíor
750,alt::A,pîr,sean
751,alt::A,kevn,sean
752,neu::A,nû,úr
753,neu::A,nû,nua
754,ehemalig::A,kevnar,iar-
755,ehemalig::A,kevnar,sean-
756,ehemalig::A,peşidar,iar-
757,ehemalig::A,peşidar,sean-
758,alt[Lebewesen]::A,pîr,sean
759,alt[Lebewesen]::A,pîr,aosta
760,jung::A,xort,óg
761,arm::A,feqîr,bocht
762,arm::A,desteng,bocht
763,reich::A,dewlemend,saibhir
764,reich::A,dewlemend,rachmasach
765,bekannt::A,naskirî,atá eolas air
766,berühmt::A,navdar,cailiúil
767,berühmt::A,navdar,clúiteach
768,fremd::A,xerîb,coimhthíoch
769,verschieden::A,çîhê,éagsúil
770,verschieden::A,çîhê,difriúil
771,nah::A,nêzîk,gar
772,nah::A,nêzîk,deas
773,fern::A,dûr,i bhfad uainn
774,fern::A,dûr,i bhfad i gcéin
775,linker::A,çepê,clé
776,rechter::A,rastê,deas
777,anderer::A,yê din,eile
778,erster::A,yekemîn,céad
779,zweiter::A,duda,dóú
780,zweiter::A,duda,dara
781,dritter::A,sisêya,tríú
782,dritter::A,sisêya,treas
783,letzter::A,paşîn,déanach
784,letzter::A,paşîn,deireanach
785,allein::ADV,tenê,i d'aonar
786,auf einmal::ADV,jar kê,ag an am céanna
787,zusammen::ADV,tev,le chéile
788,zusammen::ADV,tev,in eineacht
789,zusammen::ADV,bi hev re,le chéile
790,zusammen::ADV,bi hev re,in eineacht
791,lange::ADV,dirêj,fada
792,plötzlich::ADV,ji nişkave,go tobann
793,plötzlich::ADV,ji nişkave,i dtobainne
794,sofort::ADV,yekser,ar an toirt
795,sofort::ADV,yekser,ar an bpointe
796,später::ADV,paşiyê,níos déanaí
797,jetzt::ADV,nuha,anois
798,heute::ADV,îro,inniu
799,morgen::ADV,sibeh,amárach
800,bald::ADV,nêzîk,go luath
801,bald::ADV,nêzîk,gan mhoill
802,dann::ADV,paşê,ansin
803,gestern::ADV,do,inné
804,einst::ADV,jar ke,tráth
805,einst::ADV,jar ke,uair amháin
806,damals::ADV,hîngî,ag an am
807,damals::ADV,hîngî,an t-am sin
808,danach::ADV,piştra,ina dhiaidh sin
809,vorher::ADV,pîşî,cheana
810,vorher::ADV,pîşî,roimhe sin
811,zuerst::ADV,bere,ar dtús
812,einmal::ADV,çarik,uair amháin
813,manchmal::ADV,çarna,uaireanta
