,Concept_ID,mhr,ta
50,Gehirn::N,вуйве́м,மூனை
51,Herz::N,шӱм,இதயம
52,Magen::N,пага́р,வயிறு
53,Leber::N,мокш,கல்லீரல்
54,Atem::N,шӱ́лыш,மூச்சு
55,Hunger::N,шужыма́ш,பசி
56,Träne::N,шинчавӱ́д,கண்ணீர்
57,Geschmack::N,там,நறுமணம்
58,Geruch::N,пуш,துர்நாற்றம்
59,Schlaf::N,о́мо,தூக்கம்
60,Traum::N,йӱдо́мо,கனவு
61,Himmel::N,кава́,வானம்
62,Sonne::N,ке́че,சூரியன்
63,Mond::N,ты́лзе,சந்திரன்
64,Stern::N,шӱ́дыр,நட்சத்திரம்
65,Luft::N,юж,காறறு
66,Wind::N,марде́ж,காற்று
67,Welle::N,то́лкын,அலை
68,Wasser::N,вӱд,நீர்
69,Stein::N,кӱ,கல்
70,Boden::N,рок,தரை
71,Erde::N,мла́нде,மண்
72,Staub::N,пура́к,தூசி
73,Rauch::N,шикш,புகை
74,Funke::N,сеске́м,தீப்பொறி
75,Funke::N,тулйы́п,தீப்பொறி
76,Feuer::N,тул,தீ
77,Licht::N,со́то,வெளிச்சம்
78,Schatten::N,ӱ́мыл,நிழல்
79,Wetter::N,иге́че,வானிலை
80,Nebel::N,тӱтыра́,பனிமூட்டம்
81,Wolke::N,пыл,மேகம்
82,Regen::N,йӱр,மழை
83,Schnee::N,лум,உறைபனி
84,Eis::N,ий,பனிக்கட்டி
85,Frost::N,чатлама́,உறைபனி
86,Kälte::N,йӱ́штӧ,குளிர்ந்த
87,Hitze::N,шо́кшо,சூடு
88,Raureif::N,пӧрш,உறைபனி வெண்திரை
89,Raureif::N,по́кшым,உறைபனி வெண்திரை
90,Regenbogen::N,шонанпы́л,வானவில்
91,Donner::N,кӱ́дырчӧ,இடி
92,Strömung::N,йо́гын,நீரோட்டம்
93,Tropfen::N,чӱча́лтыш,துளி
94,Schaum::N,шоҥ,நுரை
95,Schmutz::N,лавыра́,அழுக்கு
96,See::N,ер,ஏரி
97,Sumpf::N,лӱ́кӧ,சதுப்பு நிலம்
98,Moor::N,куп,முட்புதற்காடு
99,Wiese::N,о́лык,பசும் புல்தரை
100,Wald::N,чодыра́,காடு
101,Hügel::N,арка́,குன்று
102,Anhöhe::N,тӧва́,பதுக்கை
103,Anhöhe::N,кӱкшака́,பதுக்கை
104,Berg::N,ку́рык,மலை
105,Gipfel::N,чаҥга́,உச்சி மாநாடு
106,Gipfel::N,курыкву́й,உச்சி மாநாடு
107,Höhle::N,пеще́р,குகை
108,Höhle::N,курыкпо́мыш,குகை
109,Abhang::N,та́йыл,சரிவு
110,Quelle::N,важ,மூலம்
111,Quelle::N,вӱдшинча́,மூலம்
112,Bach::N,изэҥе́р,ஓடை
113,Fluss::N,эҥе́р,ஆறு
114,Ufer::N,сер,நீர்க்கரை
115,Küste::N,вӱдтӱ́р,கடற்கரை
116,Festland::N,мла́нде,நிலம்
117,Meer::N,те́ҥыз,கடல்
118,Bucht::N,икса́,சிறுகுடா
119,Insel::N,отро́,தீவு
120,Blume::N,пеле́дыш,பூ
121,Gras::N,шу́до,புல்தரை
122,Wurzel::N,вож,வேர்
123,Baum::N,пуше́ҥге,மரம்
124,Stamm::N,йы́тыр,அடிமரம்
125,Rinde::N,шӱм,பட்டை
126,Rinde::N,шӱм,மரப்பட்டை
127,Ast::N,укш,கினை
128,Zweig::N,торма́к,குச்சி
129,Blatt::N,лышта́ш,இலை
130,Birke::N,куэ́,பிர்ச் மரம்
131,Kiefer[Baum]::N,пӱ́нчӧ,தேவதாரு மரம்
132,Weide[Baum]::N,уа́,மர வகைகளுள் ஒன்று
133,Tanne::N,кож,சாதிக்கய்
134,Horn::N,шур,கொம்பு
135,Feder::N,пы́стыл,இறகு
136,Fell::N,кова́ште,மென்முடி
137,Flügel::N,шу́лдыр,இறக்கை
138,Klaue::N,кӱч,நகம்
139,Kralle::N,ла́па,நகம்
140,Kralle::N,копа́,நகம்
141,Schwanz::N,поч,வால்
142,Ei::N,му́но,முட்டை
143,Nest::N,пыжа́ш,கூடு
144,Bau::N,пыжа́ш,குகை
145,Tier::N,я́нлык,விலங்கு
146,Tier::N,живо́тный,விலங்கு
147,Herde::N,кӱ́тӱ,கூட்டம்
148,Herde::N,тӱшка́,கூட்டம்
149,Kuh::N,ушка́л,பசு
150,Bulle::N,ӱ́шкыж,காளை
151,Pferd::N,и́мне,குதிரை
152,Schaf::N,шо́рык,செம்மறிஆடு
153,Schwein::N,сӧсна́,பன்றி
154,Hund::N,пий,நாய்
155,Katze::N,пы́рыс,பூனை
156,Bär::N,маска́,கரடி
157,Eichhörnchen::N,ур,அணில்
158,Elch::N,шо́рдо,கடம்பை
159,Fuchs::N,ры́выж,நரி
160,Hase::N,мера́ҥ,முயல்
161,Maus::N,коля́,எலி
162,Wolf::N,пи́ре,ஓநாய்
163,Vogel::N,ка́йык,பறவை
164,Schwarm::N,каша́к,தொகுதி
165,Huhn::N,чы́ве,கோழிக்குஞசு
166,Hahn::N,агыта́н,சேவல்
167,Gans::N,ко́мбо,பெண் வாத்து
168,Adler::N,карагу́ш,பருநது
169,Ente::N,лу́до,வாத்து
170,Eule::N,тумна́,ஆந்தை
171,Kranich::N,турня́,நாரை
172,Krähe::N,кора́к,காகம்
173,Kuckuck::N,куку́,குயில்
174,Schwan::N,йӱ́ксӧ,அன்னம்
175,Fisch::N,кол,மீன்
176,Barsch::N,ола́ҥге,பேர்ச்
177,Hecht::N,нуж,கோலாச்சி மீன்
178,Hecht::N,чорта́н,கோலாச்சி மீன்
179,Schlange[Tier]::N,ки́шке,பாம்பு
180,Wurm::N,шукш,புழு
181,Spinne::N,эҥыре́мыш,சிலந்தி
182,Ameise::N,ку́тко,எறும்பு
183,Laus::N,тий,பேன்
184,Mücke::N,шыҥа́,கொசுவினப்பூச்சி
185,Fliege::N,ка́рме,ஈ
186,Schmetterling::N,лы́ве,வண்ணத்துப்பூச்சி
187,Beere::N,мӧр,சதைப்பழம்
188,Apfel::N,олма́,ஆப்பிள பழம்
189,Pilz::N,по́ҥго,காளான்
190,Zwiebel::N,шога́н,வெங்காயம்
191,Saat::N,нӧ́шмӧ,விதை
192,Saat::N,туш,விதை
193,Korn::N,шу́рно,தானியம்
194,Heu::N,шу́до,வைக்கோல்
195,Schale::N,шӱм,தோல்
196,Grube::N,выне́м,குழி
197,Falle::N,лӧ́дӧ,பொறி
198,Schlinge::N,о́птыш,கண்ணி
199,Schlinge::N,шӧрга́лтыш,கண்ணி
200,Spur::N,кыша́,சுவடு
201,Asche::N,ло́мыж,சாம்பல்
202,Dreck::N,лавыра́,அழுக்கு
203,Eisen::N,кӱ́ртньӧ,இரும்பு
204,Gold::N,шӧ́ртньӧ,தங்கம்
205,Silber::N,ший,வெள்ளி
206,Kohle::N,мландышӱ́й,நிலக்கரி
207,Glas::N,янда́,கண்ணாடி
208,Lehm::N,шун,களிமண்
209,Sand::N,ошма́,மணல்
210,Mensch::N,еҥ,மனிதர்கள்
211,Mensch::N,айде́ме,மனிதர்கள்
212,Mann::N,пӧръе́ҥ,மனிதன்
213,Frau::N,ӱдырама́ш,பெண்
214,Kind::N,аза́,குழந்தை
215,Junge::N,рве́зе,பையன்
216,Mädchen::N,ӱдыра́ш,சிறுமி
217,Familie::N,еш,குடும்பம்
218,Großvater::N,коча́,தாத்தா
219,Großmutter::N,кова́,பாட்டி
220,Eltern::N,ача́-ава́,பெற்றோர்
221,Vater::N,ача́,தந்தை
222,Mutter::N,ава́,தாய்
223,Sohn::N,э́рге,மகன்
224,Tochter::N,ӱ́дыр,மகள்
225,Bruder::N,иза́,சகோதரன்
226,Bruder::N,шо́льо,சகோதரன்
227,Schwester::N,ака́,அக்கா
228,Onkel::N,иза́,தாய் மாமன்
229,Tante::N,кока́,அத்தை
230,Ehemann::N,мари́й,கணவன்
231,Ehefrau::N,ва́те,மனைவி
232,Freude::N,куа́н,கொண்டாட்டம்
233,Freude::N,куаныма́ш,கொண்டாட்டம்
234,Gelächter::N,во́штылтыш,சிரிப்பு
235,Glück::N,пиа́л,மகிழ்ச்சி
236,Kummer::N,о́йго,துயரம்
237,Wunsch::N,ку́мыл,விருப்பம்
238,Lust::N,ку́мыл,விருப்பம்
239,Geist::N,ӧрт,ஆன்மா
240,Geist::N,чон,ஆன்மா
241,Gedanke::N,ой,எண்ணம்
242,Gedanke::N,шоныма́ш,எண்ணம்
243,Gedächtnis::N,шарныма́ш,ஞாபகம்
244,Verstand::N,уш,மனம்
245,Sinn::N,смысл,அர்த்தம்
246,Grund::N,ама́л,காரணம்
247,Wahrheit::N,чын,உண்நை
248,Gespräch::N,мутланыма́ш,பெசு
249,Märchen::N,йома́к,நம்பத்தகாத கதை
250,Erzählung::N,ойлыма́ш,கதை
251,Nachricht::N,увертарыма́ш,செய்தி
252,Neuigkeit::N,уве́р,செய்தி
253,Name::N,лӱм,பெயர்
254,Rätsel::N,ту́што,புதிர்
255,Rede::N,ойлыма́ш,பேச்சு
256,Sprache::N,йы́лме,மொழி
257,Stimme::N,йӱк,குரல்
258,Wort::N,ой,வார்த்தை
259,Wort::N,мут,வார்த்தை
260,Zeichen::N,ти́ште,குறி
261,Zeichen::N,знак,குறி
262,Ruf::N,ӱжма́ш,அழைப்பு
263,Lärm::N,лӱшкыма́ш,சத்தம்
264,Lärm::N,йӱк-йӱа́н,சத்தம்
265,Laut::N,йӱк,ஒலி
266,Ton::N,йӱксе́м,குரல்
267,Lied::N,му́ро,பாட்டு
268,Ruhe::N,ты́мык,அமைதி
269,Leute::N,еҥ-влак,மக்கள்
270,Volk::N,ка́лык,மக்கள்
271,Arbeit::N,паша́,வேலை
272,Gast::N,уна́,விருந்தாளி
273,Geschenk::N,пӧле́к,பரிசுப் பொருள்
274,Spiel::N,мо́дыш,விளையாட்டு
275,Spiel::N,модма́ш,விளையாட்டு
276,Gesellschaft::N,тӱшка́,சமுதாயம்
277,Hilfe::N,по́лыш,உதவி
278,Freund::N,таҥ,நண்பன்
279,Freund::N,йолта́ш,நண்பன்
280,Kamerad::N,таҥ,உடனிருப்பவன்
281,Angelegenheit::N,паша́,செய்தி
282,Anzahl::N,чот,எண்ணிக்கை
283,Art::N,вид,வகை
284,Stück::N,ка́тыш,துண்டம்
285,Stück::N,ла́стык,துண்டம்
286,Teil::N,ужа́ш,பகுதி
287,Hälfte::N,пел,பாதி
288,Hälfte::N,пе́ле,பாதி
289,Kreis::N,ты́ртыш,வட்டம்
290,Kreuz::N,ыре́с,சிலுவை
291,Linie::N,ли́ний,கோடு
292,Strich::N,коре́ш,வாத நோய்
293,Abstand::N,кокла́,இடைவெளி
294,Entfernung::N,тора́,தூரம்
295,Entfernung::N,ку́жыт,தூரம்
296,Gegend::N,кунде́м,வட்டாரம்
297,Platz::N,ку́мдык,வெற்றிடம்
298,Ort::N,вер,இடம்
299,Ort::N,о́лмо,இடம்
300,Seite::N,ӧ́рдыж,பக்கம்
301,Mitte::N,покше́л,இடைப்பகுதி
302,Gegenstand::N,наста́,உருப்படி
303,Sache::N,наста́,பொருள்
304,Rand::N,тӱр,தொங்கு
305,Kante::N,тӱр,விளிம்பு
306,Ecke::N,лук,மூலை
307,Spitze::N,вуй,முனை
308,Ende::N,муча́ш,முடிவு
309,Loch::N,рож,துளை
310,Winkel::N,лук,கோணம்
311,Muster::N,пеза́к,பாங்கு
312,Muster::N,узо́р,பாங்கு
313,Muster::N,ӱ́лгӧ,பாங்கு
314,Größe::N,кӱ́кшыт,அளவு
315,Länge::N,ку́тыш,நீளம்
316,Höhe::N,кӱ́кшыт,உயரம்
317,Gewicht::N,не́лыт,எடை
318,Menge::N,чот,தொகை
319,Haufen::N,кы́шыл,குவியல்
320,Reihe::N,рада́м,வரிசை
321,Boot::N,пуш,படகு
322,Ruder::N,эшка́к,துடுப்பு
323,Schlitten::N,тер,சகடையிலா வண்டி
324,Schlitten::N,изде́р,சகடையிலா வண்டி
325,Ski::N,е́че,பனிச் சறுக்கல்
326,Lagerfeuer::N,туло́то,மூட்டம்
327,Last::N,нӧ́лтыш,பாரம்
328,Gang::N,ошкылма́ш,நடை
329,Schritt::N,о́шкыл,காலடி
330,Norden::N,йӱдйыма́л,வடக்கு
331,Süden::N,кечывалве́л,தெற்கு
332,Westen::N,касве́л,மேற்கு திசை
333,Osten::N,эрве́л,கிழக்கு
334,Holz::N,пу,மரக்கட்டை
335,Brett::N,оҥа́,பலகை
336,Platte::N,аста́р,பலகம்
337,Stütze::N,чара́к,அடைப்புகன்
338,Stange::N,лома́ш,கம்பம்
339,Stock::N,тоя́,குச்சி
340,Stab::N,вара́,கம்பு
341,Stab::N,кашта́,கம்பு
342,Rohr::N,пуч,குழாய்
343,Haus::N,пӧрт,வீடு
344,Heim::N,мӧ́ҥгӧ,வீடு
345,Ofen::N,комака́,அடுப்பு
346,Fußboden::N,кӱва́р,தரை
347,Tisch::N,ӱсте́л,மேசை
348,Stuhl::N,пӱке́н,நாற்காலி
349,Wiege::N,шепка́,தொட்டில்
350,Bett::N,ва́кшыш,படுக்கை
351,Regal::N,шӧ́рлык,அலமாரி
352,Kiste::N,шо́ндык,பெட்டி
353,Kiste::N,я́шлык,பெட்டி
354,Fenster::N,окна́,சாளரம்
355,Tür::N,омса́,கதவு
356,Tor::N,капка́,வாசற்கதவு
357,Zaun::N,сава́р,வேலி
358,Dach::N,леве́дыш,கூரை
359,Leiter::N,тошка́лтыш,ஏணி
360,Besen::N,ӱштерво́штыр,விளக்குமாறு
361,Spaten::N,ко́льмо,மண்வெட்டி
362,Schaufel::N,сово́к,அடிதண்டா
363,Schaufel::N,су́ско,அடிதண்டா
364,Gabel::N,ви́лке,முட்கரண்டி
365,Löffel::N,па́не,கரண்டி
366,Löffel::N,совла́,கரண்டி
367,Messer::N,кӱ́зӧ,கத்தி
368,Nagel::N,пуда́,ஆணி
369,Netz::N,вапш,வலை
370,Haken::N,са́гыле,கொக்கி
371,Griff::N,кыл,கைப்பிடி
372,Schloss::N,кӧгӧ́н,பூட்டு
373,Bild::N,сӱре́т,படம்
374,Figur::N,фигу́р,எண்ணிக்கை
375,Puppe::N,курча́к,பொம்மை
376,Beutel::N,меша́к,பை
377,Bündel::N,арша́ш,பொதி
378,Tasche::N,сумка́,பை
379,Eimer::N,ведра́,வாளி
380,Deckel::N,ко́мдыш,உறை
381,Geschirr::N,а́те,பாத்திரம்
382,Sack::N,куль,பை
383,Sack::N,меша́к,பை
384,Tasse::N,чу́кыр,கிண்ணம்
385,Tasse::N,чашка́,கிண்ணம்
386,Topf::N,ми́ске,பானை
387,Kessel::N,под,கெண்டி
388,Essen::N,ко́чкыш,உணவருந்துதல்
389,Nahrung::N,ку́рго,உணவு
390,Speise::N,ко́чкыш,உணவு வகை
391,Fleisch::N,шыл,இறைச்சி
392,Getreide::N,шу́рно,மக்காச்சோளம்
393,Brei::N,пу́чымыш,கஞ்சி
394,Brot::N,ки́нде,ரொட்டி
395,Scheibe::N,ка́тыш,துண்டு
396,Fett::N,коя́,கொழுப்பு
397,Butter::N,ӱй,வெண்ணெய்
398,Öl::N,ӱй,எண்ணெய்
399,Salz::N,шинча́л,உப்பு
400,Suppe::N,шӱр,ரசம்
401,Honig::N,мӱй,தேன்
402,Milch::N,шӧр,பால்
403,Tee::N,чай,தெனீர்
404,Leder::N,сура́н,பதம் செய்யப்பட்ட தோல்
405,Leder::N,шӱ́штӧ,பதம் செய்யப்பட்ட தோல்
406,Wolle::N,пун,கம்பளி
407,Stoff::N,куэ́м,துணி
408,Stoff::N,посто́,துணி
409,Nadel::N,и́ме,ஊசி
410,Faden::N,шӱ́ртӧ,நூல்
411,Knopf::N,по́лдыш,பொத்தான்
412,Knoten::N,пышке́м,முடிச்சு
413,Farbe::N,чия́,வண்ணக் குழம்பு
414,Kleidung::N,чие́м,ஆடைகள்
415,Kleidung::N,вурге́м,ஆடைகள்
416,Hemd::N,ту́выр,சட்டை
417,Kragen::N,сога́,கழுத்துப் பட்டை
418,Ärmel::N,шокш,சட்டைக்கை
419,Hose::N,йола́ш,கால்சட்டை
420,Gürtel::N,ӱ́штӧ,பெல்ட்
421,Mütze::N,упш,தொப்பி
422,Schuh::N,боти́нке,காலணி
423,Stiefel::N,кем,காலணி
424,Ring::N,шерга́ш,மோதிரம்
425,Band::N,тасма́,நாடா
426,Band::N,ле́нте,நாடா
427,Kamm::N,шерге́,கீப்பு
428,Spiegel::N,вошто́нчыш,ஆடி
429,Spiegel::N,вошто́нчыш,கண்ணாடி
430,Riemen::N,кӱзанӱ́штӧ,வார்
431,Schnur::N,кере́м,கயிறு
432,Schnur::N,кандыра́,கயிறு
433,Leine::N,вӱра́ҥ,தோல்வார்
434,Decke::N,леве́дыш,போர்வை
435,Decke::N,одея́л,போர்வை
436,Kissen::N,кӱ́пчык,தலையணை
437,Tuch::N,шо́выч,துணி
438,Handtuch::N,со́лык,தண்டு
439,Kraft::N,вий,நிர்பந்தம்
440,Kraft::N,куа́т,நிர்பந்தம்
441,Stärke::N,куа́т,பலம்
442,Stärke::N,карма́н,பலம்
443,Gesundheit::N,таза́лык,ஆரோக்கியம்
444,Krankheit::N,чер,நோய்
445,Schmerz::N,ко́рштыш,வலி
446,Wunde::N,су́сыр,காயம்
447,Fieber::N,йӱштыму́ж,காய்ச்சல்
448,Fieber::N,лихора́дке,காய்ச்சல்
449,Arznei::N,эм,மருந்து
450,Brücke::N,кӱва́р,பாலம்
451,Brunnen::N,вӱдвыне́м,கேணி
452,Weide::N,нурше́р,மேய்ச்சல் நிலம்
453,Pfad::N,йолго́рно,நடை வழி
454,Pfad::N,сокма́к,நடை வழி
455,Weg::N,ко́рно,வழி
456,Straße::N,ко́рно,சாலை
457,Dorf::N,ял,கிராமம்
458,Stadt::N,ола́,நகரம்
459,Brief::N,се́рыш,கடிதம்
460,Buch::N,книга́,புத்தகம்
461,Buchstabe::N,буква́,எழத்து
462,Zeitung::N,газе́т,செய்தித்தாள்
463,Leben::N,и́лыш,வாழ்க்கை
464,Tod::N,колыма́ш,மரணம்
465,Grab::N,шӱга́р,சமாதி
466,Kirche::N,че́рке,தேவாலயம்
467,Sünde::N,су́лык,பாவம்
468,Gott::N,ю́мо,கடவுள்
469,Arbeiter::N,паша́зе,தொழிலாளி
470,Chef::N,тӧра́,மேலாளர்
471,Meister::N,маста́р,தலைவன்
472,Arzt::N,врач,மருத்துவர்
473,Lehrer::N,ту́ныктышо,ஆசிரியர்
474,Geld::N,окса́,பணம்
475,Geschäft::N,сатулыма́ш,வாணிபம்
476,Laden::N,ке́выт,கடை
477,Preis::N,ак,விலை
478,Ware::N,сату́,சாமன்கள்
479,Nutzen::N,пайда́,இலாபம்
480,Reichtum::N,поя́нлык,சொத்து
481,Welt::N,тӱня́,உலகம்
482,Land::N,эл,நாடு
483,Staat::N,кугыжа́ныш,நாடு
484,König::N,кугыжа́,அரசன்
485,Macht::N,власть,அதிகாரம்
486,Grenze::N,грани́ца,எல்லை
487,Krieg::N,сар,போர்
488,Feind::N,тушма́н,எதிரி
489,Gewalt::N,виешлыма́ш,வன்முறை
490,Kampf::N,кредалма́ш,போராட்டம்
491,Bogen[Waffe]::N,юҥе́ж,வில்
492,Pfeil::N,пикш,அம்பு
493,Gewehr::N,пыча́л,துப்பாக்கி
494,Fehler::N,йо́ҥылыш,தவறு
495,Lüge::N,шоя́к,பொய்
496,Schaden::N,зия́н,சேதாரம்
497,Unglück::N,эҥге́к,இடையூறு
498,Schuld::N,тита́к,குற்றம்
499,Schuld::N,йола́,குற்றம்
500,Alter::N,ийго́т,வயது
501,Schluss::N,муча́ш,முடிவு
502,Zeit::N,жап,காலம்
503,Zeit::N,па́гыт,காலம்
504,Tag::N,ке́че,நாள்
505,Morgen::N,эр,காலை நேரம்
506,Mittag::N,кечыва́л,மதியம்
507,Abend::N,кас,மாலைப் பொழுது
508,Nacht::N,йӱд,இரவு
509,Woche::N,арня́,வாரம்
510,Monat::N,ты́лзе,மாதம்
511,Jahr::N,ий,வருடம்
512,Frühling::N,шо́шо,வசந்தம்
513,Sommer::N,кеҥе́ж,கோடை
514,Herbst::N,шы́же,இலையுதிர் காலம்
515,Winter::N,те́ле,குளிர்காலம்
516,Januar::N,шоркыйол,ஜனவரி
517,Januar::N,идалыкву́й,ஜனவரி
518,Januar::N,янва́рь,ஜனவரி
519,Februar::N,пургыж,பிபரவரி மாதம்
520,Februar::N,февра́ль,பிபரவரி மாதம்
521,März::N,ӱярня,மார்ச் மாதம்
522,März::N,март,மார்ச் மாதம்
523,April::N,апре́ль,ஏப்ரல் மாதம்
524,Mai::N,ага,மே மாதம்
525,Mai::N,май,மே மாதம்
526,Juni::N,пеледыш,ஜூன் மாதம்
527,Juni::N,ию́нь,ஜூன் மாதம்
528,Juli::N,сӱрем,ஜூலை மாதம்
529,Juli::N,ию́ль,ஜூலை மாதம்
530,August::N,сорла,ஆகஸ்ட் மாதம்
531,August::N,агарма́н,ஆகஸ்ட் மாதம்
532,August::N,а́вгуст,ஆகஸ்ட் மாதம்
533,September::N,идым,செப்டம்பர் மாதம்
534,September::N,сентя́брь,செப்டம்பர் மாதம்
535,Oktober::N,шыжа,அக்டோபர் மாதம்
536,Oktober::N,октя́брь,அக்டோபர் மாதம்
537,November::N,кылме тылзе,நவம்பர் மாதம்
538,November::N,ноя́брь,நவம்பர் மாதம்
539,Dezember::N,дека́брь,டிசம்பர்
540,Montag::N,шо́чмо,திங்கட் கிழமை
541,Dienstag::N,ку́шкыжмо,செவ்வாய்க்கிழமை
542,Mittwoch::N,вӱрге́че,புதன் கிழமை
543,Donnerstag::N,изарня́,வியாழக் கிழமை
544,Freitag::N,кугарня́,வெள்ளிக்கிழமை
545,Samstag::N,шуматке́че,சனிக்கிழமை
546,Sonntag::N,рушарня́,ஞாயிறுக் கிழமை
547,groß::A,кугу́,பெரிய
548,klein::A,изи́,சிறிய
549,lang::A,кужу́,நீண்ட
550,kurz::A,кӱ́чык,குட்டையான
551,breit::A,кумда́,அகலமான
552,schmal::A,а́ҥысыр,குறுகலான
553,dicht::A,ну́гыдо,அடர்த்தியான
554,dick[Gegenstand]::A,кӱ́жгӧ,தடித்த
555,dünn::A,ви́чкыж,சன்னமான
556,fein::A,ты́гыде,மெல்லிய
557,fest::A,чо́ткыдо,உறுதியாள
558,flach::A,лапка́,தட்டையான
559,glatt::A,яклака́,வழுவழுப்பான
560,hart::A,пе́ҥгыде,கடினமான
561,weich::A,пу́шкыдо,மென்மையான
562,rund::A,йырге́шке,உருண்டையான
563,spitz::A,коша́р,திகந்தமாக
564,scharf::A,пӱ́сӧ,கூரான
565,stumpf::A,токма́к,உளம் திறந்த
566,schwer::A,не́ле,கனமான
567,schön::A,сы́лне,அழகான
568,heiß::A,шо́кшо,சூடான
569,warm::A,ле́ве,இதமான
570,kalt::A,йӱ́штӧ,குளிர்ச்சியான
571,kühl::A,юа́лге,குளிர்ச்சியான
572,kühl::A,южгата́,குளிர்ச்சியான
573,frisch::A,свежа́,சுத்தமான
574,feucht::A,вӱ́дыжгӧ,ஈரமான
575,nass::A,нӧ́рӧ,ஈரமான
576,trocken::A,ку́кшо,உலர்ந்த
577,voll::A,тич,நிரம்பிய
578,leer::A,яра́,காலியான
579,offen::A,виш,திறந்த
580,geschlossen::A,пе́тырыме,மூடப்பட்ட
581,geschlossen::A,тӱ́чмӧ,மூடப்பட்ட
582,sauber::A,ару́,சுத்தமான
583,sauber::A,янда́р,சுத்தமான
584,schmutzig::A,лавыра́н,அழக்கான
585,schmutzig::A,ла́выргыше,அழக்கான
586,roh::A,кӱ́чымӧ,கச்சா
587,reif::A,лӧза́,பழுத்த
588,lecker::A,ту́тло,சுவைமிக்க
589,süß::A,ше́ре,இனிப்பான
590,bitter::A,ко́чо,கசப்பான
591,sauer::A,шо́по,புளிப்பாக
592,hell::A,во́лгыдо,பளபளப்பான
593,dunkel::A,пычке́мыш,கருமையான
594,schwarz::A,шола́,கருப்பு வண்ண
595,weiß::A,ош,வெண்மையன
596,rot::A,йошка́р,சிவப்பு
597,gelb::A,сар,மஞ்சள் வண்ணம்
598,blau::A,ка́нде,நீல வண்ண
599,grün::A,ужа́р,பச்சை வண்ண
600,grau::A,сур,சாம்பல் நிற
601,bunt::A,олача́,வண்ண மயமான
602,billig::A,шу́лдо,மலிவான
603,teuer::A,ше́рге,விலை அதிகமான
604,wertvoll::A,шергака́н,மதிப்புள்ள
605,blind::A,со́кыр,பார்வையற்ற
606,taub::A,соҥгыра́,செவிடான
607,kräftig::A,куа́тле,வலிமையான
608,stark::A,вия́н,பலமான
609,schwach::A,а́лдыме,பலவீனமான
610,fett::A,коя́,பருமனாக
611,schlank::A,йоштката́,ஒல்லியான
612,schlank::A,яжу́,ஒல்லியான
613,hübsch::A,чеве́р,அழகிய
614,böse::A,шы́де,கேடு விளைவிக்கும்
615,dumm::A,аҥыра́,முட்டாள்தனமான
616,faul::A,його,சோம்பலான
617,fleißig::A,ты́ршыше,ஊக்கந்தளராத
618,geizig::A,чаҥга́,கஞேசத்தனமான
619,klug::A,уша́н,சாதுரியமான
620,geschickt::A,уста́,திறமையள்ள
621,lieb::A,ала́л,அன்புக்குரிய
622,lustig::A,весела́,களிப்புமிக்க
623,sanft::A,ны́жылге,சாதுவான
624,hungrig::A,шу́жышо,பசியுடன்
625,krank::A,че́рле,நோயுற்று
626,nackt::A,чарама́т,ஆடையற்ற
627,traurig::A,ойга́н,சோகமான
628,lebendig::A,и́лыше,பிழைப்பு
629,gut::A,сай,நல்ல
630,schlecht::A,уда́,கெட்ட
