,Concept_ID,da,el
338,Lagerfeuer::N,lejrbål,φωτιά
339,Last::N,last,φορτίο
340,Last::N,byrde,φορτίο
341,Gang::N,gang,δρόμος
342,Schritt::N,skridt,βήμα
343,Norden::N,nord,βορράς
344,Süden::N,syd,νότος
345,Westen::N,vest,δύση
346,Osten::N,øst,ανατολή
347,Holz::N,træ,ξύλο
348,Brett::N,bræt,σανίδι
349,Platte::N,plade,πλάκα
350,Stütze::N,støtte,στήριγμα
351,Stange::N,stang,ραβδί
352,Stange::N,stang,κοντός
353,Stock::N,stok,ξύλο
354,Stock::N,stok,μπαστούνι
355,Stab::N,stav,ραβδί
356,Rohr::N,rør,σωλήνας
357,Haus::N,hus,σπίτι
358,Heim::N,hjem,σπίτι
359,Ofen::N,ovn,σόμπα
360,Ofen::N,ovn,θερμάστρα
361,Fußboden::N,gulv,πάτωμα
362,Tisch::N,bord,τραπέζι
363,Stuhl::N,stol,καρέκλα
364,Wiege::N,vugge,κούνια
365,Bett::N,seng,κρεβάτι
366,Regal::N,reol,ράφι
367,Kiste::N,kasse,κιβώτιο
368,Fenster::N,vindue,παράθυρο
369,Tür::N,dør,πόρτα
370,Tor::N,port,πύλη
371,Zaun::N,stakit,φράχτης
372,Dach::N,tag,στέγη
373,Leiter::N,stige,σκάλα
374,Leiter::N,stige,κλίμακα
375,Besen::N,kost,σκούπα
376,Spaten::N,spade,φτυάρι
377,Schaufel::N,skovl,φτυάρι
378,Gabel::N,gaffel,πιρούνι
379,Löffel::N,ske,κουτάλι
380,Messer::N,kniv,μαχαίρι
381,Nagel::N,søm,καρφί
382,Netz::N,net,δίχτυ
383,Haken::N,krog,γάντζος
384,Haken::N,krog,αγκίστρι
385,Griff::N,tag,λαβή
386,Griff::N,håndtag,λαβή
387,Schloss::N,lås,κλειδαριά
388,Bild::N,billede,εικόνα
389,Figur::N,figur,ανάστημα
390,Puppe::N,dukke,κούκλα
391,Beutel::N,pose,πουγγί
392,Bündel::N,bylt,δεμάτι
393,Bündel::N,bundt,δεμάτι
394,Tasche::N,taske,τσάντα
395,Eimer::N,spand,κουβάς
396,Deckel::N,låg,καπάκι
397,Geschirr::N,husgeråd,σκεύη
398,Sack::N,sæk,σάκος
399,Tasse::N,kop,φλιτζάνι
400,Topf::N,gryde,χύτρα
401,Kessel::N,kedel,καζάνι
402,Essen::N,måltid,φαγητό
403,Nahrung::N,mad,τροφή
404,Nahrung::N,næring,τροφή
405,Speise::N,ret,φαγητό
406,Fleisch::N,kød,κρέας
407,Getreide::N,korn,σιτάρι
408,Brei::N,grød,χυλός
409,Brot::N,brød,ψωμί
410,Brot::N,brød,άρτος
411,Scheibe::N,skive,φέτα
412,Fett::N,fedt,πάχος
413,Butter::N,smør,βούτυρο
414,Öl::N,olie,λάδι
415,Salz::N,salt,αλάτι
416,Suppe::N,suppe,σούπα
417,Honig::N,honning,μέλι
418,Milch::N,mælk,γάλα
419,Tee::N,te,τσάι
420,Leder::N,skind,πετσί
421,Wolle::N,uld,μαλλί
422,Stoff::N,stof,ύφασμα
423,Nadel::N,nål,βελόνα
424,Faden::N,tråd,κλωστή
425,Knopf::N,knap,κουμπί
426,Knoten::N,knude,κόμπος
427,Farbe::N,farve,μπογιά
428,Kleidung::N,påklædning,ρούχα
429,Kleidung::N,påklædning,ενδυμασία
430,Hemd::N,skjorte,πουκάμισο
431,Kragen::N,krave,κολάρο
432,Ärmel::N,ærme,μανίκι
433,Hose::N,bukser,πανταλόνι
434,Gürtel::N,bælte,ζώνη
435,Mütze::N,hue,σκούφος
436,Schuh::N,sko,παπούτσι
437,Stiefel::N,støvle,μπότα
438,Ring::N,ring,δαχτυλίδι
439,Band::N,bånd,κορδέλα
440,Kamm::N,kam,χτένα
441,Spiegel::N,spejl,καθρέφτης
442,Riemen::N,rem,λουρί
443,Schnur::N,snor,κορδόνι
444,Leine::N,snor,σχοινί
445,Decke::N,tæppe,κουβέρτα
446,Kissen::N,pude,μαξιλάρι
447,Tuch::N,sjaltørklæde,πανί
448,Tuch::N,sjaltørklæde,μαντήλι
449,Handtuch::N,håndklæde,πετσέτα
450,Kraft::N,kraft,δύναμη
451,Stärke::N,styrke,ισχύς
452,Stärke::N,styrke,δύναμη
453,Gesundheit::N,sundhed,υγεία
454,Krankheit::N,sygdom,αρρώστια
455,Schmerz::N,smerte,πόνος
456,Wunde::N,sår,πληγή
457,Fieber::N,feber,πυρετός
458,Arznei::N,medicin,φάρμακο
459,Arznei::N,lægemiddel,φάρμακο
460,Brücke::N,bro,γέφυρα
461,Brunnen::N,brønd,πηγάδι
462,Weide::N,græsgang,βοσκή
463,Pfad::N,sti,μονοπάτι
464,Weg::N,vej,δρόμος
465,Straße::N,gade,οδός
466,Straße::N,gade,δρόμος
467,Dorf::N,landsby,χωριό
468,Stadt::N,by,πόλη
469,Brief::N,brev,γράμμα
470,Brief::N,brev,επιστολή
471,Buch::N,bog,βιβλίο
472,Buchstabe::N,bogstav,γράμμα
473,Zeitung::N,avis,εφημερίδα
474,Leben::N,liv,ζωή
475,Leben::N,liv,βίος
476,Tod::N,død,θάνατος
477,Grab::N,grav,τάφος
478,Kirche::N,kirke,εκκλησία
479,Sünde::N,synd,αμαρτία
480,Gott::N,gud,θεός
481,Arbeiter::N,arbejder,εργάτης
482,Chef::N,chef,προϊστάμενος
483,Meister::N,mester,μάστορας
484,Meister::N,mester,αρχιτεχνίτης
485,Arzt::N,læge,γιατρός
486,Lehrer::N,lærer,δάσκαλος
487,Geld::N,penge,λεφτά
488,Geld::N,penge,χρήματα
489,Geschäft::N,forretning,συναλλαγή
490,Laden::N,butik,μαγαζί
491,Laden::N,butik,κατάστημα
492,Laden::N,forretning,μαγαζί
493,Laden::N,forretning,κατάστημα
494,Preis::N,pris,τιμή
495,Ware::N,vare,εμπόρευμα
496,Nutzen::N,nytte,όφελος
497,Reichtum::N,rigdom,πλούτος
498,Welt::N,verden,κόσμος
499,Land::N,land,χώρα
500,Staat::N,stat,κράτος
501,Staat::N,stat,πολιτεία
502,König::N,konge,βασιλιάς
503,Macht::N,magt,εξουσία
504,Grenze::N,grænse,σύνορα
505,Krieg::N,krig,πόλεμος
506,Feind::N,fjende,εχθρός
507,Gewalt::N,vold,βία
508,Kampf::N,kamp,αγώνας
509,Bogen[Waffe]::N,bue,τόξο
510,Pfeil::N,pil,σαΐτα
511,Gewehr::N,gevær,τουφέκι
512,Fehler::N,fejl,λάθος
513,Fehler::N,fejl,σφάλμα
514,Lüge::N,løgn,ψέμα
515,Lüge::N,løgn,ψεύδος
516,Schaden::N,skade,ζημία
517,Unglück::N,uheld,δυστυχία
518,Unglück::N,ulykke,δυστυχία
519,Schuld::N,skyld,ενοχή
520,Schuld::N,skyld,φταίξιμο
521,Alter::N,alder,ηλικία
522,Schluss::N,slut,τέλος
523,Schluss::N,slutning,τέλος
524,Zeit::N,tid,χρόνος
525,Tag::N,dag,μέρα
526,Tag::N,dag,ημέρα
527,Morgen::N,morgen,πρωί
528,Mittag::N,middag,μεσημέρι
529,Abend::N,aften,βράδυ
530,Nacht::N,nat,νύχτα
531,Woche::N,uge,εβδομάδα
532,Monat::N,måned,μήνας
533,Jahr::N,år,έτος
534,Jahr::N,år,χρόνος
535,Frühling::N,forår,άνοιξη
536,Sommer::N,sommer,καλοκαίρι
537,Herbst::N,efterår,φθινόπωρο
538,Winter::N,vinter,χειμώνας
539,Januar::N,januar,Ιανουάριος
540,Februar::N,februar,Φεβρουάριος
541,März::N,marts,Μάρτιος
542,April::N,april,Απρίλιος
543,Mai::N,maj,Μάιος
544,Juni::N,juni,Ιούνιος
545,Juli::N,juli,Ιούλιος
546,August::N,august,Αύγουστος
547,September::N,september,Σεπτέμβριος
548,Oktober::N,oktober,Οκτώβριος
549,November::N,november,Νοέμβριος
550,Dezember::N,december,Δεκέμβριος
551,Montag::N,mandag,Δευτέρα
552,Dienstag::N,tirsdag,Τρίτη
553,Mittwoch::N,onsdag,Τετάρτη
554,Donnerstag::N,torsdag,Πέμπτη
555,Freitag::N,fredag,Παρασκευή
556,Samstag::N,lørdag,Σάββατο
557,Sonntag::N,søndag,Κυριακή
558,groß::A,stor,μεγάλος
559,klein::A,lille,μικρός
560,lang::A,lang,μακρύς
561,kurz::A,kort,κοντός
562,breit::A,bred,φαρδύς
563,schmal::A,smal,στενός
564,dicht::A,tæt,πυκνός
565,dick[Gegenstand]::A,tyk,παχύς
566,dick[Gegenstand]::A,tyk,χοντρός
567,dünn::A,tynd,ψιλός
568,dünn::A,tynd,λεπτός
569,fein::A,fin,ψιλός
570,fest::A,fast,στερεός
571,flach::A,flad,επίπεδος
572,glatt::A,glat,λείος
573,glatt::A,glat,ομαλός
574,hart::A,hård,σκληρός
575,weich::A,blød,μαλακός
576,rund::A,rund,στρογγυλός
577,spitz::A,spids,μυτερός
578,scharf::A,skarp,κοφτερός
579,stumpf::A,sløv,αμβλύς
580,stumpf::A,stump,αμβλύς
581,schwer::A,tung,βαρύς
582,schön::A,skøn,ωραίος
583,schön::A,skøn,όμορφος
584,heiß::A,hed,ζεστός
585,warm::A,varm,θερμός
586,kalt::A,kold,κρύος
587,kalt::A,kold,ψυχρός
588,kühl::A,kølig,δροσερός
589,frisch::A,frisk,νωπός
590,frisch::A,frisk,φρέσκος
591,feucht::A,fugtig,υγρός
592,nass::A,våd,βρεγμένος
593,trocken::A,tør,ξηρός
594,trocken::A,tør,στεγνός
595,voll::A,fuld,γεμάτος
596,leer::A,tom,άδειος
597,offen::A,åben,ανοιχτός
598,geschlossen::A,lukket,κλειστός
599,sauber::A,ren,καθαρός
600,schmutzig::A,snavset,βρώμικος
601,schmutzig::A,snavset,λερωμένος
602,roh::A,rå,ωμός
603,reif::A,moden,ώριμος
604,lecker::A,lækker,νόστιμος
605,süß::A,sød,γλυκός
606,bitter::A,bitter,πικρός
607,sauer::A,sur,ξινός
608,hell::A,lys,φωτεινός
609,dunkel::A,mørk,σκοτεινός
610,schwarz::A,sort,μαύρος
611,schwarz::A,sort,μελανός
612,weiß::A,hvid,άσπρος
613,rot::A,rød,κόκκινος
614,gelb::A,gul,κίτρινος
615,blau::A,blå,μπλε
616,blau::A,blå,γαλανός
617,grün::A,grøn,πράσινος
618,grau::A,grå,γκρίζος
619,bunt::A,broget,ποικιλόχρωπος
620,billig::A,billig,φτηνός
621,teuer::A,dyr,ακριβός
622,wertvoll::A,værdifuld,πολύτιμος
623,blind::A,blind,τυφλός
624,taub::A,døv,κουφός
625,kräftig::A,kraftig,δυνατός
626,stark::A,stærk,γερός
627,schwach::A,svag,αδύνατος
628,fett::A,fed,παχύς
629,schlank::A,slank,λεπτός
630,schlank::A,slank,λυγερός
631,hübsch::A,køn,όμορφος
632,hübsch::A,køn,χαριτωμένος
633,böse::A,ond,κακός
634,böse::A,slem,κακός
635,dumm::A,dum,κουτός
636,dumm::A,dum,ανόητος
637,faul::A,doven,τεμπέλης
638,fleißig::A,flittig,εργατικός
639,geizig::A,gerrig,τσιγγούνης
640,klug::A,klog,έξυπνος
641,geschickt::A,dygtig,επιδέξιος
642,geschickt::A,behændig,επιδέξιος
643,lieb::A,rar,φίλος
644,lieb::A,rar,αγαπητός
645,lustig::A,lystig,εύθυμος
646,lustig::A,lystig,χαρούμενος
647,sanft::A,blid,ήπιος
648,hungrig::A,sulten,πεινασμένος
649,krank::A,syg,άρρωστος
650,nackt::A,nøgen,γυμνός
651,traurig::A,bedrøvet,λυπημένος
652,lebendig::A,levende,ζωντανός
653,gut::A,god,καλός
654,schlecht::A,dårlig,κακός
655,richtig::A,rigtig,σωστός
656,schlimm::A,slem,άσχημος
657,wahr::A,sand,αληθής
658,wahr::A,sand,αληθινός
659,alt::A,gammel,παλιός
660,neu::A,ny,νέος
661,neu::A,ny,καινούργιος
662,ehemalig::A,forhenværende,παλιός
663,alt[Lebewesen]::A,gammel,γέρος
664,jung::A,ung,νέος
665,arm::A,fattig,φτωχός
666,reich::A,rig,πλούσιος
667,bekannt::A,kendt,γνωστός
668,berühmt::A,berømt,περίφημος
669,berühmt::A,berømt,ξακουσμένος
670,fremd::A,fremmed,ξένος
671,verschieden::A,forskellig,διαφορετικός
672,nah::A,nær,κοντινός
673,fern::A,fjern,μακριά
674,linker::A,venstre,αριστερός
675,rechter::A,højre,δεξιός
676,anderer::A,anden,άλλος
677,erster::A,første,πρώτος
678,zweiter::A,anden,δεύτερος
679,dritter::A,tredje,τρίτος
680,letzter::A,sidste,τελευταίος
681,allein::ADV,alene,μόνος
682,auf einmal::ADV,på én gang,εφάπαξ
683,zusammen::ADV,sammen,μαζί
684,lange::ADV,længe,πολύν καιρό
685,plötzlich::ADV,pludselig,έξαφνα
686,sofort::ADV,straks,αμέσως
687,später::ADV,senere,αργότερα
688,jetzt::ADV,nu,τώρα
689,heute::ADV,i dag,σήμερα
690,morgen::ADV,i morgen,αύριο
691,bald::ADV,snart,σε λίγο
692,bald::ADV,snart,εντός ολίγου
693,dann::ADV,så,ύστερα
694,gestern::ADV,i går,χτες
695,einst::ADV,engang,ποτέ
696,einst::ADV,engang,άλλοτε
697,damals::ADV,dengang,τότε
698,danach::ADV,derefter,μετά
699,danach::ADV,derefter,ύστερα
700,vorher::ADV,før,πριν
701,vorher::ADV,før,προηγουμένως
702,vorher::ADV,forud,πριν
703,vorher::ADV,forud,προηγουμένως
704,zuerst::ADV,først,πρώτα
705,einmal::ADV,en gang,μία φορά
706,manchmal::ADV,sommetider,κάποτε
707,oft::ADV,ofte,συχνά
708,oft::ADV,ofte,πολλές φορές
709,immer::ADV,altid,πάντα
710,immer::ADV,altid,πάντοτε
711,niemals::ADV,aldrig,ποτέ
712,hier::ADV,her,εδώ
713,hierhin::ADV,hid,εδώ
714,hierhin::ADV,herhen,εδώ
715,von hier::ADV,herfra,από δω
716,dort::ADV,der,εκεί
717,dorthin::ADV,derhen,προς τα κει
718,geradeaus::ADV,lige ud,κατευθείαν
719,vorwärts::ADV,fremad,εμπρός
720,rückwärts::ADV,baglæns,πίσω
721,zurück::ADV,tilbage,πίσω
722,unten::ADV,nede,κάτω
723,unten::ADV,forneden,κάτω
724,hinab::ADV,ned,προς τα κάτω
725,hinab::ADV,nedad,προς τα κάτω
726,oben::ADV,oppe,πάνω
727,oben::ADV,oppe,επάνω
728,oben::ADV,ovenpå,πάνω
729,oben::ADV,ovenpå,επάνω
730,hinauf::ADV,op,προς τα πάνω
731,hinauf::ADV,opad,προς τα πάνω
732,überall::ADV,overalt,παντού
733,nicht::ADV,ikke,δεν
734,ein wenig::ADV,lidt,λιγάκι
735,kaum::ADV,knap,μόλις
736,kaum::ADV,næppe,μόλις
737,sehr::ADV,meget,πολύ
738,so::ADV,så,έτσι
739,noch::ADV,endnu,ακόμα
740,nur::ADV,kun,μόνο
741,nur::ADV,bare,μόνο
742,schon::ADV,alt,ήδη
743,schon::ADV,alt,κιόλας
744,schon::ADV,allerede,ήδη
745,schon::ADV,allerede,κιόλας
746,wieder::ADV,igen,ξανά
747,vergebens::ADV,forgæves,μάταια
748,vor::PRP,foran,μπροστά σε
749,vor::PRP,foran,μπροστά από
750,vor::PRP,uden for,μπροστά σε
751,vor::PRP,uden for,μπροστά από
752,hinter::PRP,bag,πίσω από 
753,hinter::PRP,bagved,πίσω από 
754,unter::PRP,under,υπό
755,unter::PRP,under,κάτω από
756,durch::PRP,gennem,διά
757,durch::PRP,gennem,διά μέσου
