,Concept_ID,ce,se
463,Funke::N,суй,чӯссэм
464,Feuer::N,цӏе,dålle
465,Feuer::N,цӏе,dållå
466,Feuer::N,цӏе,dolla
467,Feuer::N,цӏе,tullâ
468,Feuer::N,цӏе,toll
469,Feuer::N,цӏе,то̄лл
470,Licht::N,серло,tjoevke
471,Licht::N,серло,tjuovgga
472,Licht::N,серло,čuovga
473,Licht::N,серло,čuovggas
474,Licht::N,серло,čuoṿâ
475,Licht::N,серло,toll
476,Licht::N,серло,čuõvv
477,Licht::N,серло,то̄лл
478,Schatten::N,ӏиндагӏ,skugkie
479,Schatten::N,ӏиндагӏ,soejvene
480,Schatten::N,ӏиндагӏ,irkes
481,Schatten::N,ӏиндагӏ,sieges
482,Schatten::N,ӏиндагӏ,itku
483,Schatten::N,ӏиндагӏ,suoivâ
484,Schatten::N,ӏиндагӏ,õõtt
485,Schatten::N,ӏиндагӏ,ǩeeu´niǩ
486,Schatten::N,ӏиндагӏ,кывьнэхь
487,Wetter::N,хенан хӏоттам,vïerhtse
488,Wetter::N,хенан хӏоттам,dálkke
489,Wetter::N,хенан хӏоттам,dálki
490,Wetter::N,хенан хӏоттам,šoŋŋâ
491,Wetter::N,хенан хӏоттам,šõŋŋ
492,Wetter::N,хенан хӏоттам,шэ̄ӈӈ
493,Nebel::N,дохк,såavla
494,Nebel::N,дохк,mearhka
495,Nebel::N,дохк,murkko
496,Nebel::N,дохк,mierkká
497,Nebel::N,дохк,mierká
498,Nebel::N,дохк,miär'kká
499,Nebel::N,дохк,oṃo
500,Nebel::N,дохк,sue´lnn
501,Nebel::N,дохк,цӣгк
502,Nebel::N,дохк,сулльн
503,Wolke::N,марха,balve
504,Wolke::N,марха,balvva
505,Wolke::N,марха,balva
506,Wolke::N,марха,polvâ
507,Wolke::N,марха,põlvv
508,Wolke::N,марха,пэллв
509,Regen::N,догӏа,ebrie
510,Regen::N,догӏа,harvve
511,Regen::N,догӏа,arvi
512,Regen::N,догӏа,arve
513,Regen::N,догӏа,â´brr
514,Regen::N,догӏа,аббьр
515,Schnee::N,ло,lopme
516,Schnee::N,ло,moehtege
517,Schnee::N,ло,muohta
518,Schnee::N,ло,muohta
519,Schnee::N,ло,muotâ
520,Schnee::N,ло,muõtt
521,Schnee::N,ло,вэ̄дз
522,Schnee::N,ло,куэллт
523,Eis::N,ша,jïenge
524,Eis::N,ша,jiegŋa
525,Eis::N,ша,jiekŋa
526,Eis::N,ша,jieŋ̣â
527,Eis::N,ша,jiõŋŋ
528,Eis::N,ша,ӣӈӈ
529,Frost::N,шело,baajkoe
530,Frost::N,шело,tjoasskem
531,Frost::N,шело,buolaš
532,Frost::N,шело,puolâš
533,Frost::N,шело,puõlâš
534,Frost::N,шело,мӯнь
535,Kälte::N,шело,jueskie
536,Kälte::N,шело,tjåetskeme
537,Kälte::N,шело,tjoasskem
538,Kälte::N,шело,čoaskin
539,Kälte::N,шело,ko'lmâsvuotâ
540,Kälte::N,шело,ijss
541,Kälte::N,шело,čuä´cǩǩem
542,Kälte::N,шело,tuârggnjõs
543,Kälte::N,шело,кэ̄лмас
544,Hitze::N,йовхо,baahke
545,Hitze::N,йовхо,báhkka
546,Hitze::N,йовхо,báhkka
547,Hitze::N,йовхо,pakkâ
548,Hitze::N,йовхо,kuṃe
549,Hitze::N,йовхо,paašt
550,Hitze::N,йовхо,жоарр
551,Raureif::N,йис,jyjse
552,Raureif::N,йис,ridne
553,Raureif::N,йис,goarre
554,Raureif::N,йис,ritni
555,Raureif::N,йис,suhči
556,Raureif::N,йис,riṇe
557,Raureif::N,йис,ай
558,Regenbogen::N,стелаӏад,aatjan goengere
559,Regenbogen::N,стелаӏад,aatjan joekse
560,Regenbogen::N,стелаӏад,ádjájuoksa
561,Regenbogen::N,стелаӏад,arvedávgi
562,Regenbogen::N,стелаӏад,bajándávgi
563,Regenbogen::N,стелаӏад,äijihtävgi
564,Regenbogen::N,стелаӏад,teârmmazjohss
565,Regenbogen::N,стелаӏад,тӣрмесью̄ккс
566,Donner::N,ткъес,raejrie
567,Donner::N,ткъес,átjek
568,Donner::N,ткъес,átjárájdde
569,Donner::N,ткъес,áddjá
570,Donner::N,ткъес,baján
571,Donner::N,ткъес,juuṛâ
572,Donner::N,ткъес,tie´rmes
573,Donner::N,ткъес,тӣрмесь
574,Donner::N,ткъес,ча̄ркнэгк
575,Strömung::N,дӏаэхар,njuvvie
576,Strömung::N,дӏаэхар,ájggedáhpe
577,Strömung::N,дӏаэхар,rávdnji
578,Strömung::N,дӏаэхар,virde
579,Strömung::N,дӏаэхар,ve´rdd
580,Strömung::N,дӏаэхар,выррьт
581,Strömung::N,дӏасалелар,njuvvie
582,Strömung::N,дӏасалелар,ájggedáhpe
583,Strömung::N,дӏасалелар,rávdnji
584,Strömung::N,дӏасалелар,virde
585,Strömung::N,дӏасалелар,ve´rdd
586,Strömung::N,дӏасалелар,выррьт
587,Tropfen::N,тӏадам,gåajhkohts
588,Tropfen::N,тӏадам,gåjkudis
589,Tropfen::N,тӏадам,goaikkanas
590,Tropfen::N,тӏадам,čalme
591,Tropfen::N,тӏадам,čâ´lmm
592,Tropfen::N,тӏадам,ча̄лльм
593,Schaum::N,чопа,sapte
594,Schaum::N,чопа,såpptå
595,Schaum::N,чопа,sokta
596,Schaum::N,чопа,suptâ
597,Schaum::N,чопа,soptt
598,Schaum::N,чопа,со̄ппт
599,Schmutz::N,хатт,haaskoe
600,Schmutz::N,хатт,duolvva
601,Schmutz::N,хатт,duolva
602,Schmutz::N,хатт,durdi
603,Schmutz::N,хатт,stänži
604,Schmutz::N,хатт,sähss
605,Schmutz::N,хатт,са̄ккьс
606,Schmutz::N,хатт,не̄шшь
607,See::N,ӏам,jaevrie
608,See::N,ӏам,jávrre
609,See::N,ӏам,jávri
610,See::N,ӏам,jävri
611,See::N,ӏам,jâu´rr
612,See::N,ӏам,я̄ввьр
613,Sumpf::N,уьшал,pluevie
614,Sumpf::N,уьшал,áhpe
615,Sumpf::N,уьшал,sæmssa
616,Sumpf::N,уьшал,jeaggi
617,Sumpf::N,уьшал,jeggi
618,Sumpf::N,уьшал,jeä´ǧ'ǧ
619,Sumpf::N,уьшал,ла̄ммьп
620,Moor::N,уьшал,pluevie
621,Moor::N,уьшал,jiegge
622,Moor::N,уьшал,suotnju
623,Moor::N,уьшал,karrii
624,Moor::N,уьшал,kä´rev
625,Moor::N,уьшал,veättaǩ
626,Moor::N,уьшал,ла̄ммьп
627,Wiese::N,бай,ïentje
628,Wiese::N,бай,giedde
629,Wiese::N,бай,gieddi
630,Wiese::N,бай,nijtto
631,Wiese::N,бай,пуэшенҍ
632,Wald::N,хьун,skåake
633,Wald::N,хьун,skåajje
634,Wald::N,хьун,miehtsie
635,Wald::N,хьун,vuovdde
636,Wald::N,хьун,miehttse
637,Wald::N,хьун,vuovdi
638,Wald::N,хьун,meahcci
639,Wald::N,хьун,mecci
640,Wald::N,хьун,vyemi
641,Wald::N,хьун,vue´mm
642,Wald::N,хьун,meä´c'c
643,Wald::N,хьун,ля̄ммт
644,Hügel::N,гу,deava
645,Hügel::N,гу,dievvá
646,Hügel::N,гу,dievvá
647,Hügel::N,гу,čummâ
648,Hügel::N,гу,pä´rcc
649,Hügel::N,гу,teä´rmm
650,Hügel::N,гу,ка̄ннҌт
651,Hügel::N,шу,deava
652,Hügel::N,шу,dievvá
653,Hügel::N,шу,dievvá
654,Hügel::N,шу,čummâ
655,Hügel::N,шу,pä´rcc
656,Hügel::N,шу,teä´rmm
657,Hügel::N,шу,ка̄ннҌт
658,Hügel::N,барз,deava
659,Hügel::N,барз,dievvá
660,Hügel::N,барз,dievvá
661,Hügel::N,барз,čummâ
662,Hügel::N,барз,pä´rcc
663,Hügel::N,барз,teä´rmm
664,Hügel::N,барз,ка̄ннҌт
665,Anhöhe::N,акъари,deava
666,Anhöhe::N,акъари,jalladahke
667,Anhöhe::N,акъари,dievásj
668,Anhöhe::N,акъари,aláš
669,Anhöhe::N,акъари,luohkká
670,Anhöhe::N,акъари,tiävá
671,Anhöhe::N,акъари,poorááš
672,Anhöhe::N,акъари,ču´lpp
673,Anhöhe::N,акъари,škâu´ŋŋ
674,Anhöhe::N,акъари,ка̄ннҌт
675,Berg::N,лам,bïerje
676,Berg::N,лам,várre
677,Berg::N,лам,várri
678,Berg::N,лам,vääṛi
679,Berg::N,лам,vää´rr
680,Berg::N,лам,те̄ррьм
681,Gipfel::N,бохь,dalvese
682,Gipfel::N,бохь,tjåhkkå
683,Gipfel::N,бохь,čohkka
684,Gipfel::N,бохь,čokke
685,Gipfel::N,бохь,čå´ǩǩ
686,Gipfel::N,бохь,ла̄ддҍв
687,Höhle::N,хьех,beajoe
688,Höhle::N,хьех,rájgge
689,Höhle::N,хьех,sluoggo
690,Höhle::N,хьех,biedju
691,Höhle::N,хьех,kuovđâšm
692,Höhle::N,хьех,skuõrr
693,Höhle::N,хьех,вуэӈӈк
694,Abhang::N,басе,boelte
695,Abhang::N,басе,brijrie
696,Abhang::N,басе,bállte
697,Abhang::N,басе,vielti
698,Abhang::N,басе,luohkká
699,Abhang::N,басе,viel'tti
700,Abhang::N,басе,vie´ltt
701,Abhang::N,басе,луэххк
702,Quelle::N,шовда,aajege
703,Quelle::N,шовда,gaaltije
704,Quelle::N,шовда,ája
705,Quelle::N,шовда,ája
706,Quelle::N,шовда,gáldu
707,Quelle::N,шовда,aajâ
708,Quelle::N,шовда,käldee
709,Quelle::N,шовда,lädd
710,Quelle::N,шовда,käivv
711,Quelle::N,шовда,ка̄ййв
