,Concept_ID,ku,ku
103,Wiese::N,sûrik,sûrik
104,Wald::N,çiya,çiya
105,Wald::N,çiya,daristan
106,Wald::N,daristan,çiya
107,Wald::N,daristan,daristan
108,Hügel::N,gir,gir
109,Anhöhe::N,sere gir,sere gir
110,Berg::N,kaş,kaş
111,Gipfel::N,sere gir,sere gir
112,Höhle::N,şikeft,şikeft
113,Abhang::N,kaş,kaş
114,Quelle::N,kanî,kanî
115,Bach::N,çem,çem
116,Fluss::N,çem,çem
117,Fluss::N,çem,rûbar
118,Fluss::N,rûbar,çem
119,Fluss::N,rûbar,rûbar
120,Ufer::N,kevî,kevî
121,Küste::N,berav,berav
122,Festland::N,bejahî,bejahî
123,Meer::N,behr,behr
124,Bucht::N,derav,derav
125,Insel::N,girav,girav
126,Blume::N,kulînk,kulînk
127,Gras::N,giha,giha
128,Wurzel::N,reh,reh
129,Baum::N,dar,dar
130,Stamm::N,bavik,bavik
131,Rinde::N,qaqil,qaqil
132,Ast::N,gulî,gulî
133,Zweig::N,şax,şax
134,Blatt::N,pel,pel
135,Birke::N,dara sipî,dara sipî
136,Kiefer[Baum]::N,dara bî,dara bî
137,Weide[Baum]::N,dara belalûk,dara belalûk
138,Tanne::N,merx,merx
139,Horn::N,strô,strô
140,Feder::N,pîrtîk,pîrtîk
141,Fell::N,heyar,heyar
142,Flügel::N,per,per
143,Klaue::N,napîk,napîk
144,Kralle::N,dinik,dinik
145,Kralle::N,dinik,dirnax
146,Kralle::N,dirnax,dinik
147,Kralle::N,dirnax,dirnax
148,Schwanz::N,dûv,dûv
149,Ei::N,hêk,hêk
150,Nest::N,hêlîn,hêlîn
151,Bau::N,avahî,avahî
152,Tier::N,heywan,heywan
153,Herde::N,hoz,hoz
154,Kuh::N,çêlek,çêlek
155,Bulle::N,ga,ga
156,Pferd::N,hesp,hesp
157,Schaf::N,mîh,mîh
158,Schwein::N,beraz,beraz
159,Hund::N,seh,seh
160,Katze::N,pişîk,pişîk
161,Bär::N,hirç,hirç
162,Eichhörnchen::N,pilûr,pilûr
163,Elch::N,pazkovî,pazkovî
164,Fuchs::N,rovî,rovî
165,Hase::N,kîroşk,kîroşk
166,Maus::N,mişk,mişk
167,Wolf::N,gur,gur
168,Vogel::N,çûk,çûk
169,Schwarm::N,lufik,lufik
170,Huhn::N,mirîşk,mirîşk
171,Hahn::N,dîk,dîk
172,Gans::N,qaz,qaz
173,Adler::N,eylo,eylo
174,Ente::N,werdek,werdek
175,Eule::N,bûm,bûm
176,Eule::N,bûm,kund
177,Eule::N,kund,bûm
178,Eule::N,kund,kund
179,Kranich::N,quling,quling
180,Krähe::N,qijik,qijik
181,Kuckuck::N,pepûk,pepûk
182,Schwan::N,qû,qû
183,Fisch::N,masî,masî
184,Barsch::N,okûn,okûn
185,Hecht::N,mesîyê lûf,mesîyê lûf
186,Schlange[Tier]::N,mar,mar
187,Wurm::N,kurm,kurm
188,Spinne::N,pîrê,pîrê
189,Ameise::N,mîro,mîro
190,Ameise::N,mîro,gêrîk
191,Ameise::N,gêrîk,mîro
192,Ameise::N,gêrîk,gêrîk
193,Laus::N,spi,spi
194,Mücke::N,mêş,mêş
195,Fliege::N,mêş,mêş
196,Schmetterling::N,perperîk,perperîk
197,Beere::N,hirç,hirç
198,Apfel::N,sêv,sêv
199,Pilz::N,bîrov,bîrov
200,Zwiebel::N,pîvaz,pîvaz
201,Saat::N,tov,tov
202,Korn::N,dexl,dexl
203,Heu::N,sap,sap
204,Schale::N,qaşik,qaşik
205,Grube::N,çahl,çahl
206,Falle::N,dafik,dafik
207,Schlinge::N,dahf,dahf
208,Spur::N,rêç,rêç
209,Asche::N,xweli,xweli
210,Dreck::N,gemarî,gemarî
211,Eisen::N,hesing,hesing
212,Gold::N,zêr,zêr
213,Silber::N,zîv,zîv
214,Kohle::N,komir,komir
215,Glas::N,qedeh,qedeh
216,Lehm::N,kelpîç,kelpîç
217,Sand::N,qûm,qûm
218,Mensch::N,mirov,mirov
219,Mann::N,mêr,mêr
220,Frau::N,jin,jin
221,Kind::N,zarok,zarok
222,Junge::N,kur,kur
223,Mädchen::N,keç,keç
224,Mädchen::N,keç,keçik
225,Mädchen::N,keçik,keç
226,Mädchen::N,keçik,keçik
227,Familie::N,malbat,malbat
228,Großvater::N,bapîr,bapîr
229,Großmutter::N,pîrik,pîrik
230,Eltern::N,bavudê,bavudê
231,Vater::N,bav,bav
232,Mutter::N,dê,dê
233,Mutter::N,dê,dayik
234,Mutter::N,dayik,dê
235,Mutter::N,dayik,dayik
236,Sohn::N,kur,kur
237,Tochter::N,keç,keç
238,Bruder::N,bira,bira
239,Schwester::N,xweh,xweh
240,Onkel::N,am,am
241,Onkel::N,am,xal
242,Onkel::N,xal,am
243,Onkel::N,xal,xal
244,Tante::N,metik,metik
245,Tante::N,metik,xaltîk
246,Tante::N,xaltîk,metik
247,Tante::N,xaltîk,xaltîk
248,Ehemann::N,mêr,mêr
249,Ehefrau::N,kulfet,kulfet
250,Freude::N,kêfxweşî,kêfxweşî
251,Gelächter::N,pîrqînî,pîrqînî
252,Glück::N,bext,bext
253,Kummer::N,derd,derd
254,Wunsch::N,daxwaz,daxwaz
255,Wunsch::N,daxwaz,xwestek
256,Wunsch::N,xwestek,daxwaz
257,Wunsch::N,xwestek,xwestek
258,Lust::N,şewq,şewq
259,Geist::N,aqil,aqil
260,Gedanke::N,fikir,fikir
261,Gedächtnis::N,aqil,aqil
262,Verstand::N,fêm,fêm
263,Sinn::N,aqil,aqil
264,Grund::N,asas,asas
265,Wahrheit::N,rastî,rastî
266,Gespräch::N,guftûgo,guftûgo
267,Märchen::N,çirok,çirok
268,Erzählung::N,çirok,çirok
269,Erzählung::N,çirok,vegotin
270,Erzählung::N,vegotin,çirok
271,Erzählung::N,vegotin,vegotin
272,Nachricht::N,nûçe,nûçe
273,Neuigkeit::N,hewal,hewal
274,Name::N,nav,nav
275,Name::N,nav,paşnav
276,Name::N,paşnav,nav
277,Name::N,paşnav,paşnav
278,Rätsel::N,tiştonek,tiştonek
279,Rede::N,gotar,gotar
280,Rede::N,gotar,axavtin
281,Rede::N,axavtin,gotar
282,Rede::N,axavtin,axavtin
283,Sprache::N,ziman,ziman
284,Stimme::N,pejn,pejn
285,Wort::N,gotin,gotin
286,Zeichen::N,şanek,şanek
287,Ruf::N,hawar,hawar
288,Lärm::N,xarbalix,xarbalix
289,Laut::N,deng,deng
290,Laut::N,deng,hês
291,Laut::N,hês,deng
292,Laut::N,hês,hês
293,Ton::N,awaz,awaz
294,Lied::N,sitran,sitran
295,Ruhe::N,rihetî,rihetî
296,Leute::N,xelk,xelk
297,Volk::N,xelk,xelk
298,Arbeit::N,xebat,xebat
299,Gast::N,mêvan,mêvan
300,Geschenk::N,diyarî,diyarî
301,Spiel::N,lîstik,lîstik
302,Gesellschaft::N,komal,komal
303,Hilfe::N,alîkarî,alîkarî
304,Freund::N,heval,heval
305,Kamerad::N,heval,heval
306,Angelegenheit::N,pirsgirêk,pirsgirêk
307,Anzahl::N,çend,çend
308,Art::N,çeh,çeh
309,Stück::N,lib,lib
310,Stück::N,lib,parçe
311,Stück::N,parçe,lib
312,Stück::N,parçe,parçe
313,Teil::N,parçe,parçe
314,Hälfte::N,nîvî,nîvî
315,Kreis::N,çemil,çemil
316,Kreuz::N,xaç,xaç
317,Linie::N,xezik,xezik
318,Strich::N,xezik,xezik
319,Abstand::N,dûrahî,dûrahî
320,Entfernung::N,dûrahî,dûrahî
321,Gegend::N,dever,dever
322,Platz::N,çih,çih
323,Ort::N,dever,dever
324,Seite::N,rûpel,rûpel
325,Mitte::N,nav,nav
326,Mitte::N,nav,nabênê
327,Mitte::N,nabênê,nav
328,Mitte::N,nabênê,nabênê
329,Gegenstand::N,tişt,tişt
330,Sache::N,tişt,tişt
331,Rand::N,kevî,kevî
332,Kante::N,kevî,kevî
333,Ecke::N,qunç,qunç
334,Spitze::N,derzî,derzî
335,Ende::N,talî,talî
336,Loch::N,qul,qul
337,Winkel::N,kurnîşk,kurnîşk
338,Muster::N,desen,desen
339,Größe::N,mezinî,mezinî
340,Länge::N,dirêjahî,dirêjahî
341,Höhe::N,bilindayî,bilindayî
342,Gewicht::N,giranî,giranî
343,Menge::N,qas,qas
344,Haufen::N,lod,lod
345,Reihe::N,rêz,rêz
346,Boot::N,kelek,kelek
347,Ruder::N,bêrik,bêrik
348,Schlitten::N,xîjik,xîjik
349,Ski::N,lakan,lakan
350,Lagerfeuer::N,agir,agir
351,Last::N,bar,bar
352,Gang::N,fîtêz,fîtêz
353,Schritt::N,gav,gav
354,Norden::N,bakur,bakur
355,Süden::N,başur,başur
356,Westen::N,rojava,rojava
357,Osten::N,rojhilat,rojhilat
358,Holz::N,dep,dep
359,Brett::N,dep,dep
360,Platte::N,dep,dep
361,Stütze::N,destek,destek
362,Stange::N,sing,sing
363,Stock::N,çam,çam
364,Stab::N,qat,qat
365,Rohr::N,borî,borî
366,Haus::N,mal,mal
367,Haus::N,mal,xanî
368,Haus::N,xanî,mal
369,Haus::N,xanî,xanî
370,Heim::N,mal,mal
371,Ofen::N,sobe,sobe
372,Fußboden::N,binpê,binpê
373,Tisch::N,mase,mase
374,Stuhl::N,kursî,kursî
375,Wiege::N,derguş,derguş
376,Bett::N,qerewêle,qerewêle
377,Regal::N,rêbaz,rêbaz
378,Kiste::N,sindoq,sindoq
379,Fenster::N,çam,çam
380,Fenster::N,çam,şibeke
381,Fenster::N,şibeke,çam
382,Fenster::N,şibeke,şibeke
383,Tür::N,derî,derî
384,Tor::N,derge,derge
385,Zaun::N,hejik,hejik
386,Dach::N,sere xanî,sere xanî
387,Leiter::N,pêling,pêling
388,Besen::N,melkes,melkes
389,Spaten::N,mer,mer
390,Schaufel::N,bêr,bêr
391,Gabel::N,çetel,çetel
392,Löffel::N,kevçî,kevçî
393,Messer::N,kêr,kêr
394,Nagel::N,bizmar,bizmar
395,Netz::N,tor,tor
396,Haken::N,çenqel,çenqel
397,Griff::N,destî,destî
398,Schloss::N,qonax,qonax
399,Bild::N,dimen,dimen
400,Figur::N,figûr,figûr
401,Puppe::N,bûk,bûk
402,Beutel::N,kîsik,kîsik
403,Bündel::N,pêçek,pêçek
404,Tasche::N,bêrîk,bêrîk
405,Eimer::N,dewl,dewl
406,Deckel::N,devik,devik
407,Geschirr::N,ferax,ferax
408,Sack::N,tûr,tûr
409,Tasse::N,kada,kada
410,Topf::N,beroş,beroş
411,Kessel::N,şîril,şîril
412,Essen::N,xwarin,xwarin
413,Nahrung::N,xwarin,xwarin
414,Speise::N,xwarin,xwarin
415,Fleisch::N,goşt,goşt
416,Getreide::N,zad,zad
417,Brei::N,hewdêl,hewdêl
418,Brot::N,,
419,Scheibe::N,parçe,parçe
420,Fett::N,rûn,rûn
421,Butter::N,rûn,rûn
422,Öl::N,rûn,rûn
423,Salz::N,xwe,xwe
424,Suppe::N,şorbe,şorbe
425,Honig::N,hingiv,hingiv
426,Milch::N,şîr,şîr
427,Tee::N,çay,çay
428,Leder::N,çerm,çerm
429,Wolle::N,herî,herî
430,Stoff::N,paç,paç
431,Nadel::N,derzî,derzî
432,Faden::N,ta,ta
433,Knopf::N,bişkok,bişkok
434,Knoten::N,girêk,girêk
435,Farbe::N,boyax,boyax
436,Kleidung::N,çil,çil
437,Hemd::N,qutik,qutik
438,Hemd::N,qutik,miltan
439,Hemd::N,miltan,qutik
440,Hemd::N,miltan,miltan
441,Kragen::N,stûvang,stûvang
442,Ärmel::N,hûçik,hûçik
443,Hose::N,şewel,şewel
444,Gürtel::N,qayiş,qayiş
445,Mütze::N,fîno,fîno
446,Schuh::N,şêkal,şêkal
447,Stiefel::N,gizme,gizme
448,Stiefel::N,gizme,çizme
449,Stiefel::N,çizme,gizme
450,Stiefel::N,çizme,çizme
451,Ring::N,xelek,xelek
452,Band::N,band,band
453,Kamm::N,şeh,şeh
454,Spiegel::N,eynik,eynik
455,Riemen::N,qayiş,qayiş
456,Schnur::N,doxin,doxin
457,Leine::N,şirît,şirît
458,Decke::N,bataniye,bataniye
459,Kissen::N,balgî,balgî
460,Tuch::N,şar,şar
461,Handtuch::N,dezmal,dezmal
462,Kraft::N,hêz,hêz
463,Kraft::N,hêz,qewet
464,Kraft::N,qewet,hêz
465,Kraft::N,qewet,qewet
466,Stärke::N,xurtî,xurtî
467,Gesundheit::N,nojdarî,nojdarî
468,Krankheit::N,nexweşî,nexweşî
469,Schmerz::N,êş,êş
470,Wunde::N,kul,kul
471,Fieber::N,ta,ta
472,Arznei::N,derman,derman
473,Brücke::N,kopî,kopî
474,Brunnen::N,çal,çal
475,Brunnen::N,çal,kani
476,Brunnen::N,kani,çal
477,Brunnen::N,kani,kani
478,Weide::N,beyar,beyar
479,Pfad::N,xaçirek,xaçirek
480,Weg::N,rê,rê
481,Straße::N,rê,rê
482,Dorf::N,gund,gund
483,Stadt::N,baçar,baçar
484,Brief::N,name,name
485,Buch::N,kitêb,kitêb
486,Buch::N,kitêb,pirtûk
487,Buch::N,pirtûk,kitêb
488,Buch::N,pirtûk,pirtûk
489,Buchstabe::N,herf,herf
490,Zeitung::N,rojname,rojname
491,Leben::N,jiyan,jiyan
492,Tod::N,mirin,mirin
493,Grab::N,mezel,mezel
494,Kirche::N,gilyas,gilyas
495,Sünde::N,guneh,guneh
496,Gott::N,xwedê,xwedê
497,Arbeiter::N,hîşçî,hîşçî
498,Chef::N,bêg,bêg
499,Meister::N,hoste,hoste
500,Arzt::N,doktor,doktor
501,Lehrer::N,mamoste,mamoste
502,Geld::N,pere,pere
503,Geschäft::N,firoşgeh,firoşgeh
504,Laden::N,dikan,dikan
505,Preis::N,buha,buha
506,Ware::N,tişt,tişt
507,Nutzen::N,fêde,fêde
508,Reichtum::N,serwet,serwet
509,Welt::N,dinya,dinya
510,Land::N,welat,welat
511,Staat::N,dewlet,dewlet
512,König::N,şah,şah
513,König::N,şah,qral
514,König::N,qral,şah
515,König::N,qral,qral
516,Macht::N,qewet,qewet
517,Macht::N,qewet,destihilat
518,Macht::N,destihilat,qewet
519,Macht::N,destihilat,destihilat
520,Grenze::N,kevî,kevî
521,Krieg::N,çeng,çeng
522,Krieg::N,çeng,sêwaş
523,Krieg::N,sêwaş,çeng
524,Krieg::N,sêwaş,sêwaş
525,Feind::N,dijmin,dijmin
526,Gewalt::N,zor,zor
527,Kampf::N,şer,şer
528,Bogen[Waffe]::N,kêvan,kêvan
529,Pfeil::N,çîrik,çîrik
530,Gewehr::N,tifing,tifing
531,Fehler::N,şaşî,şaşî
532,Lüge::N,derew,derew
533,Schaden::N,xisar,xisar
534,Unglück::N,bêbextî,bêbextî
535,Schuld::N,suç,suç
536,Alter::N,temen,temen
537,Schluss::N,girtin,girtin
538,Zeit::N,çax,çax
539,Tag::N,roj,roj
540,Morgen::N,sibeh,sibeh
541,Mittag::N,nîro,nîro
542,Abend::N,êvar,êvar
543,Nacht::N,şev,şev
544,Woche::N,heftî,heftî
545,Monat::N,meh,meh
546,Jahr::N,sal,sal
547,Frühling::N,bihar,bihar
548,Sommer::N,havîn,havîn
549,Herbst::N,payîz,payîz
550,Winter::N,zistan,zistan
551,Januar::N,çile,çile
552,Februar::N,sibat,sibat
553,März::N,adar,adar
554,April::N,nîsan,nîsan
555,Mai::N,gûlan,gûlan
556,Juni::N,hezîran,hezîran
557,Juli::N,tîmeh,tîmeh
558,August::N,tebax,tebax
559,September::N,îlon,îlon
560,Oktober::N,çotmeh,çotmeh
561,November::N,mijdar,mijdar
562,Dezember::N,kanûn,kanûn
563,Montag::N,duşemb,duşemb
564,Dienstag::N,sêşem,sêşem
565,Mittwoch::N,çarşemb,çarşemb
566,Donnerstag::N,pêşemb,pêşemb
567,Freitag::N,în,în
568,Samstag::N,şemî,şemî
569,Sonntag::N,yekşemb,yekşemb
570,groß::A,mezin,mezin
571,klein::A,çûçik,çûçik
572,lang::A,dirêj,dirêj
573,kurz::A,kin,kin
574,breit::A,fireh,fireh
575,schmal::A,tenik,tenik
576,dicht::A,gir,gir
577,dick[Gegenstand]::A,şîşman,şîşman
578,dünn::A,zirav,zirav
579,fein::A,tenik,tenik
580,fest::A,saxlem,saxlem
581,flach::A,pahn,pahn
582,glatt::A,dûz,dûz
583,glatt::A,dûz,şayîk
584,glatt::A,şayîk,dûz
585,glatt::A,şayîk,şayîk
586,hart::A,hişk,hişk
587,weich::A,nerm,nerm
588,rund::A,gilover,gilover
589,spitz::A,pîj,pîj
590,scharf::A,tûj,tûj
591,stumpf::A,ne tûj,ne tûj
592,schwer::A,giran,giran
593,schön::A,xweş,xweş
594,schön::A,xweş,xweşik
595,schön::A,xweşik,xweş
596,schön::A,xweşik,xweşik
597,heiß::A,kelandî,kelandî
598,warm::A,germ,germ
599,kalt::A,sar,sar
600,kühl::A,jemîrî,jemîrî
601,frisch::A,ter,ter
602,feucht::A,şil,şil
603,nass::A,şilek,şilek
604,trocken::A,zuwa,zuwa
605,voll::A,tijî,tijî
606,leer::A,vala,vala
607,offen::A,vekirî,vekirî
608,geschlossen::A,asê,asê
609,sauber::A,pakij,pakij
610,schmutzig::A,lewitî,lewitî
611,roh::A,xav,xav
612,reif::A,gihaştî,gihaştî
613,lecker::A,xweş,xweş
614,süß::A,şîrîn,şîrîn
615,bitter::A,tahl,tahl
616,sauer::A,tirş,tirş
617,hell::A,ronî,ronî
618,dunkel::A,tarî,tarî
619,schwarz::A,reş,reş
620,weiß::A,sipî,sipî
621,rot::A,sor,sor
622,gelb::A,zer,zer
623,blau::A,şîn,şîn
624,grün::A,şîn,şîn
625,grau::A,gewr,gewr
626,bunt::A,rengîn,rengîn
627,billig::A,erzan,erzan
628,teuer::A,biha,biha
629,wertvoll::A,hêja,hêja
630,wertvoll::A,hêja,giranbiha
631,wertvoll::A,giranbiha,hêja
632,wertvoll::A,giranbiha,giranbiha
633,blind::A,kor,kor
634,taub::A,kerr,kerr
635,kräftig::A,gir,gir
636,kräftig::A,gir,xurt
637,kräftig::A,xurt,gir
638,kräftig::A,xurt,xurt
639,stark::A,xurt,xurt
640,schwach::A,kesad,kesad
641,fett::A,qelew,qelew
642,schlank::A,zirav,zirav
643,hübsch::A,xweşik,xweşik
644,böse::A,xerab,xerab
645,böse::A,xerab,aciz
646,böse::A,aciz,xerab
647,böse::A,aciz,aciz
648,dumm::A,gêj,gêj
649,faul::A,têmbêl,têmbêl
650,fleißig::A,jêhatî,jêhatî
651,geizig::A,destgirtî,destgirtî
652,klug::A,baqil,baqil
653,geschickt::A,zîrek,zîrek
654,geschickt::A,zîrek,ziring
655,geschickt::A,ziring,zîrek
656,geschickt::A,ziring,ziring
657,lieb::A,delal,delal
658,lustig::A,kêfxweş,kêfxweş
659,sanft::A,nazenîn,nazenîn
660,hungrig::A,birçî,birçî
661,krank::A,nexweş,nexweş
662,nackt::A,rût,rût
663,nackt::A,rût,tazî
664,nackt::A,tazî,rût
665,nackt::A,tazî,tazî
666,traurig::A,xemgîn,xemgîn
667,lebendig::A,bisaxî,bisaxî
668,gut::A,baş,baş
669,schlecht::A,xerab,xerab
670,richtig::A,rast,rast
671,richtig::A,rast,saxlem
672,richtig::A,saxlem,rast
673,richtig::A,saxlem,saxlem
674,schlimm::A,nebaş,nebaş
675,wahr::A,rast,rast
676,alt::A,pîr,pîr
677,alt::A,pîr,kevn
678,alt::A,kevn,pîr
679,alt::A,kevn,kevn
680,neu::A,nû,nû
681,ehemalig::A,kevnar,kevnar
682,ehemalig::A,kevnar,peşidar
683,ehemalig::A,peşidar,kevnar
684,ehemalig::A,peşidar,peşidar
685,alt[Lebewesen]::A,pîr,pîr
686,jung::A,xort,xort
687,arm::A,feqîr,feqîr
688,arm::A,feqîr,desteng
689,arm::A,desteng,feqîr
690,arm::A,desteng,desteng
691,reich::A,dewlemend,dewlemend
692,bekannt::A,naskirî,naskirî
693,berühmt::A,navdar,navdar
694,fremd::A,xerîb,xerîb
695,verschieden::A,çîhê,çîhê
696,nah::A,nêzîk,nêzîk
697,fern::A,dûr,dûr
698,linker::A,çepê,çepê
699,rechter::A,rastê,rastê
700,anderer::A,yê din,yê din
701,erster::A,yekemîn,yekemîn
702,zweiter::A,duda,duda
703,dritter::A,sisêya,sisêya
704,letzter::A,paşîn,paşîn
705,allein::ADV,tenê,tenê
706,auf einmal::ADV,jar kê,jar kê
707,zusammen::ADV,tev,tev
708,zusammen::ADV,tev,bi hev re
709,zusammen::ADV,bi hev re,tev
710,zusammen::ADV,bi hev re,bi hev re
711,lange::ADV,dirêj,dirêj
712,plötzlich::ADV,ji nişkave,ji nişkave
713,sofort::ADV,yekser,yekser
714,später::ADV,paşiyê,paşiyê
715,jetzt::ADV,nuha,nuha
716,heute::ADV,îro,îro
717,morgen::ADV,sibeh,sibeh
718,bald::ADV,nêzîk,nêzîk
719,dann::ADV,paşê,paşê
720,gestern::ADV,do,do
721,einst::ADV,jar ke,jar ke
722,damals::ADV,hîngî,hîngî
723,danach::ADV,piştra,piştra
724,vorher::ADV,pîşî,pîşî
725,zuerst::ADV,bere,bere
726,einmal::ADV,çarik,çarik
727,manchmal::ADV,çarna,çarna
728,oft::ADV,gelek çaran,gelek çaran
729,immer::ADV,daîm,daîm
730,niemals::ADV,tu çar,tu çar
731,hier::ADV,li vir,li vir
732,hierhin::ADV,vir,vir
733,von hier::ADV,ji vir,ji vir
734,dort::ADV,li wê derê,li wê derê
735,dorthin::ADV,wêda,wêda
736,geradeaus::ADV,rastê rast,rastê rast
737,vorwärts::ADV,ber bi pêş,ber bi pêş
738,rückwärts::ADV,paşpê,paşpê
739,zurück::ADV,paşdo,paşdo
740,zurück::ADV,paşdo,paşvê
741,zurück::ADV,paşvê,paşdo
742,zurück::ADV,paşvê,paşvê
743,unten::ADV,jêrî,jêrî
744,hinab::ADV,berjêr,berjêr
745,oben::ADV,banî,banî
746,hinauf::ADV,banî,banî
747,überall::ADV,li her derê,li her derê
748,nicht::ADV,ne,ne
749,nicht::ADV,ne,nîn
750,nicht::ADV,ne,tine
751,nicht::ADV,nîn,ne
752,nicht::ADV,nîn,nîn
753,nicht::ADV,nîn,tine
754,nicht::ADV,tine,ne
755,nicht::ADV,tine,nîn
756,nicht::ADV,tine,tine
757,ein wenig::ADV,hebkî,hebkî
758,kaum::ADV,tema,tema
759,kaum::ADV,tema,himangi
760,kaum::ADV,himangi,tema
761,kaum::ADV,himangi,himangi
762,sehr::ADV,gelek,gelek
763,so::ADV,weha,weha
764,noch::ADV,hêj,hêj
765,noch::ADV,hêj,dîsa
766,noch::ADV,dîsa,hêj
767,noch::ADV,dîsa,dîsa
768,nur::ADV,tenê,tenê
769,nur::ADV,tenê,bes
770,nur::ADV,bes,tenê
771,nur::ADV,bes,bes
772,schon::ADV,hew,hew
773,wieder::ADV,jar din,jar din
774,wieder::ADV,jar din,dîsa
775,wieder::ADV,dîsa,jar din
776,wieder::ADV,dîsa,dîsa
777,vergebens::ADV,deya çun,deya çun
778,vergebens::ADV,deya çun,îfleh bûn
779,vergebens::ADV,îfleh bûn,deya çun
780,vergebens::ADV,îfleh bûn,îfleh bûn
781,vor::PRP,li ber,li ber
782,hinter::PRP,li pişt,li pişt
783,unter::PRP,li bin,li bin
784,durch::PRP,kura,kura
785,neben::PRP,li ba,li ba
786,zwischen::PRP,nabeyne,nabeyne
787,zwischen::PRP,nabeyne,di nav...da
788,zwischen::PRP,di nav...da,nabeyne
789,zwischen::PRP,di nav...da,di nav...da
790,wegen::PRP,ji bo,ji bo
791,wegen::PRP,ji bo,ji ber
792,wegen::PRP,ji ber,ji bo
793,wegen::PRP,ji ber,ji ber
794,dies::PRN,ev,ev
795,das::PRN,ev,ev
796,alles::PRN,hemû,hemû
797,ich::PRN,ez,ez
798,du::PRN,tu,tu
799,er::PRN,wî,wî
800,wir::PRN,êm,êm
801,ihr::PRN,hûn,hûn
802,sie::PRN,we,we
803,was::FPRN,çi,çi
804,wer::FPRN,ki,ki
805,wo::FADV,li ku dere,li ku dere
806,wohin::FADV,li ku dere,li ku dere
807,wie::FADV,çawa,çawa
808,warum::FADV,çima,çima
809,wieviel::FNUM,çend,çend
810,eins::NUM,yek,yek
811,zwei::NUM,didu,didu
812,drei::NUM,sisê,sisê
813,vier::NUM,çar,çar
814,fünf::NUM,penç,penç
815,sechs::NUM,şeş,şeş
816,sieben::NUM,heft,heft
817,acht::NUM,heşt,heşt
