,Concept_ID,hy,mn
168,Ei::N,ձու,өндөг
169,Nest::N,բույն,үүр
170,Bau::N,որջ,нүх
171,Bau::N,որջ,элүү
172,Bau::N,բայոց,нүх
173,Bau::N,բայոց,элүү
174,Tier::N,կենդանի,амьтан
175,Tier::N,կենդանի,адгуус
176,Herde::N,հոտ,сүрэг
177,Kuh::N,կով,үнээ
178,Bulle::N,ցուլ,бух
179,Pferd::N,ձի,морь
180,Pferd::N,ձի,адуу
181,Schaf::N,ոչխար,хонь
182,Schwein::N,խոզ,гахай
183,Hund::N,շուն,нохой
184,Katze::N,կատու,муур
185,Katze::N,կատու,мигуй
186,Bär::N,արջ,баавгай
187,Eichhörnchen::N,սկյուռ,хэрэм
188,Elch::N,հիւսիսային եղջերու,хандгай
189,Fuchs::N,աղվես,үнэг
190,Hase::N,նապաստակ,туулай
191,Maus::N,մուկ,хулгана
192,Wolf::N,գայլ,чоно
193,Vogel::N,թռչուն,шувуу
194,Schwarm::N,երամ,сүрэг
195,Huhn::N,հավ,тахиа
196,Hahn::N,աքաղաղ,эр тахиа
197,Gans::N,սագ,галуу
198,Adler::N,արծիվ,бүргэд
199,Ente::N,բադ,нугас
200,Eule::N,բու,ууль
201,Kranich::N,կռունկ,тогоруу
202,Krähe::N,ագռավ,хэрээ
203,Kuckuck::N,կուկու,хөхөө
204,Schwan::N,կարապ,хун
205,Fisch::N,ձուկ,загас
206,Barsch::N,պերկես,алгана
207,Hecht::N,գայլաձուկ,цурхай
208,Schlange[Tier]::N,օձ,могой
209,Wurm::N,որդ,өт
210,Wurm::N,որդ,хорхой
211,Wurm::N,ճիճու,өт
212,Wurm::N,ճիճու,хорхой
213,Spinne::N,սարդ,аалз
214,Ameise::N,միջյուն,шоргоолж
215,Laus::N,ոջիլ,бөөс
216,Mücke::N,մժղուկ,шумуул
217,Fliege::N,ճանճ,ялаа
218,Schmetterling::N,թիթեռ,эрвээхэй
219,Beere::N,հատապտուղ,жимсгэнэ
220,Apfel::N,խնձոր,алим
221,Pilz::N,սունկ,мөөг
222,Zwiebel::N,սոխ,сонгино
223,Saat::N,սերմ,тариа
224,Korn::N,հատիկ,үр
225,Korn::N,հատիկ,мөхлөг
226,Heu::N,խոտ,өвс
227,Schale::N,կեղեւ,хальс
228,Grube::N,փոս,алам
229,Grube::N,փոս,нүх
230,Falle::N,ծուղակ,хавх
231,Falle::N,ծուղակ,занга
232,Schlinge::N,խեղդան,урхи
233,Spur::N,հետք,мөр
234,Asche::N,մոխիր,үнс
235,Dreck::N,աղտ,хир
236,Eisen::N,երկաթ,төмөр
237,Gold::N,ոսկի,алт
238,Silber::N,արծաթ,мөнгө
239,Kohle::N,քարածուխ,нүүрс
240,Glas::N,ապակի,шил
241,Lehm::N,կավ,шавар
242,Sand::N,ավազ,элс
243,Mensch::N,մարդ,хүн
244,Mann::N,մարդ,эр
245,Mann::N,մարդ,эрэгтэй
246,Mann::N,տղամարդ,эр
247,Mann::N,տղամարդ,эрэгтэй
248,Frau::N,կին,эмэгтэй
249,Frau::N,կին,хатагтай
250,Kind::N,զավակ,хүүхэд
251,Junge::N,տղա,хүү
252,Mädchen::N,աղջիկ,охин
253,Mädchen::N,աղջիկ,бүсгүй
254,Familie::N,ընտանիք,айл
255,Großvater::N,պապ,өвгөн аав
256,Großmutter::N,տատ,эмэг эх
257,Großmutter::N,տատ,эмгээ
258,Eltern::N,ծնողներ,эцэг эх
259,Vater::N,հայր,аав
260,Vater::N,հայր,эцэг
261,Mutter::N,մայր,эх
262,Mutter::N,մայր,ээж
263,Sohn::N,որդի,хүү
264,Tochter::N,աղջիկ,охин
265,Tochter::N,դուստր,охин
266,Bruder::N,եղբայր,ах
267,Bruder::N,եղբայր,дүү
268,Schwester::N,քույր,эгч
269,Schwester::N,քույր,охин дүү
270,Onkel::N,քեռի,авга ах
271,Onkel::N,քեռի,нагац ах
272,Onkel::N,հորեղբայր,авга ах
273,Onkel::N,հորեղբայր,нагац ах
274,Tante::N,մորաքույր,авга эгч
275,Tante::N,մորաքույր,нагац эгч
276,Ehemann::N,մարդ,нөхөр
277,Ehemann::N,ամուսին,нөхөр
278,Ehefrau::N,կին ամուսին,эхнэр
279,Ehefrau::N,կին ամուսին,гэргий
280,Freude::N,ուրախություն,баяр
281,Freude::N,ուրախություն,баясгалан
282,Gelächter::N,ծիծաղ,инээдэм
283,Glück::N,երջանկություն,жаргалан
284,Kummer::N,վիշտ,гаслан
285,Wunsch::N,ցանկություն,ерөөл
286,Lust::N,փափագ,дур
287,Lust::N,փափագ,хүсэл
288,Lust::N,իղձ,дур
289,Lust::N,իղձ,хүсэл
290,Geist::N,ոգի,оюун
291,Gedanke::N,միտք,сэтгэл
292,Gedächtnis::N,հիշողություն,ой
293,Gedächtnis::N,հիշողություն,цээж
294,Verstand::N,խելք,ухаан
295,Sinn::N,իմաստ,утга
296,Grund::N,պատճառ,учир
297,Wahrheit::N,ճշմարտություն,үнэн
298,Gespräch::N,զրույց,яриа
299,Märchen::N,պայիկի պատմություն,явган үлгэр
300,Erzählung::N,պատմվածք,тууж
301,Erzählung::N,պատմություն,тууж
302,Nachricht::N,հաղորդագրություն,мэдээ
303,Neuigkeit::N,լուր,сонин
304,Neuigkeit::N,նորություն,сонин
305,Name::N,անուն,нэр
306,Rätsel::N,բարդ խնդիր,оньсого
307,Rede::N,ճառ,хэлсэн үг
308,Rede::N,ելույթ,хэлсэн үг
309,Sprache::N,լեզու,хэл
310,Stimme::N,ձայն,дуу
311,Wort::N,բառ,үг
312,Zeichen::N,նշան,тамга
313,Zeichen::N,նշան,тэмдэг
314,Ruf::N,կոչ,дуудлага
315,Ruf::N,կանչ,дуудлага
316,Lärm::N,աղմուկ,шуугиан
317,Lärm::N,աղմուկ,чимээ
318,Laut::N,հնչյուն,анир
319,Laut::N,հնչյուն,дуу
320,Laut::N,ձայն,анир
321,Laut::N,ձայն,дуу
322,Ton::N,տոն,авиа
323,Ton::N,տոն,аялгуу
324,Lied::N,երգ,дуу
325,Ruhe::N,անդորրություն,энх
326,Ruhe::N,անդորրություն,тайван
327,Leute::N,մարդիկ,хүмүүс
328,Volk::N,ազգ,улс
329,Arbeit::N,գործ,ажил
330,Arbeit::N,գործ,хөдөлмөр
331,Arbeit::N,աշխատանք,ажил
332,Arbeit::N,աշխատանք,хөдөлмөр
333,Gast::N,հյուր,зочин
334,Gast::N,հյուր,айлчин
335,Geschenk::N,նվեր,бэлэг
336,Spiel::N,խաղ,наадам
337,Spiel::N,խաղ,тоглоом
338,Gesellschaft::N,ընկերություն,хамт байх
339,Hilfe::N,օգնությթուն,тусламж
340,Freund::N,ընկեր,найз
341,Freund::N,ընկեր,нөхөр
342,Freund::N,բարեկամ,найз
343,Freund::N,բարեկամ,нөхөр
344,Kamerad::N,ուղեկից,хань
345,Kamerad::N,ուղեկից,нөхөр
346,Angelegenheit::N,բան,хэрэг
347,Angelegenheit::N,գործ,хэрэг
348,Anzahl::N,քանակ,тоо
349,Anzahl::N,գումար,тоо
350,Art::N,տեսակ,төрөл
351,Art::N,տեսակ,янз
352,Stück::N,կտոր,хэсэг
353,Teil::N,մաս,хувь
354,Teil::N,մաս,хэсэг
355,Hälfte::N,կես,хагас
356,Kreis::N,շիջանակ,тойрог
357,Kreis::N,շիջանակ,хүрээ
358,Kreuz::N,խաչ,загалмай
359,Linie::N,գիծ,шугам
360,Strich::N,գիծ,зураас
361,Abstand::N,անջրպետ,зай
362,Entfernung::N,հեռավորություն,зай
363,Entfernung::N,հեռավորություն,хол ойр
364,Gegend::N,շրջան,хавь
365,Gegend::N,շրջան,газар
366,Platz::N,տարածություն,зай
367,Platz::N,տարածություն,завсар
368,Ort::N,տեղ,газар
369,Ort::N,տեղ,байр
370,Ort::N,վայր,газар
371,Ort::N,վայր,байр
372,Seite::N,կողմ,тал
373,Seite::N,կողմ,этгээд
374,Mitte::N,մեջտեղ,төв
375,Mitte::N,մեջտեղ,дунд
376,Gegenstand::N,առարկա,юм
377,Sache::N,բան,үйл
378,Sache::N,բան,хэрэг
379,Rand::N,վերջք,зах
380,Rand::N,վերջք,хөвөө
381,Kante::N,եզր,ирмэг
382,Ecke::N,անկյուն,өнцөг
383,Spitze::N,ծայր,үзүүр
384,Ende::N,ծայր,зах
385,Ende::N,ծայր,үзүүр
386,Loch::N,անցք,цоорхой
387,Loch::N,անցք,онгорхой
388,Winkel::N,անկյուն,өнцөг
389,Muster::N,օրինակ,хээ
390,Muster::N,օրինակ,угалз
391,Größe::N,մեծություն,хэмжээ
392,Länge::N,երկարություն,урт
393,Höhe::N,բարձրություն,өндөр
394,Gewicht::N,կշիռ,жин
395,Menge::N,քանակ,тоо
396,Haufen::N,դեզ,бөөн
397,Haufen::N,կույտ,бөөн
398,Reihe::N,շարք,эгнээ
399,Reihe::N,կարգ,эгнээ
400,Boot::N,նավակ,завь
401,Ruder::N,թի,сэлүүр
402,Ruder::N,թիակ,сэлүүр
403,Schlitten::N,բալխիր,чарга
404,Ski::N,դահուկ,цана
405,Lagerfeuer::N,բացօդեայ կրակ,түүдэг
406,Last::N,բեռ,ачаа
407,Gang::N,զբոսանք,явдал
408,Schritt::N,քայլ,алхам
409,Norden::N,հյուսիս,умар
410,Süden::N,հարավ,урд
411,Süden::N,հարավ,өмнө
412,Westen::N,արեւմուտք,өрнө
413,Westen::N,արեւմուտք,баруун
414,Osten::N,արեւելք,зүүн
415,Osten::N,արեւելք,дорно
416,Holz::N,փայտ,мод
417,Brett::N,տախտակ,банз
418,Platte::N,թիթեղ,хавтан
419,Stütze::N,նեցուկ,тулгуур
420,Stütze::N,նեցուկ,тулга
421,Stange::N,ձող,сургааг
422,Stock::N,փայտ,саваа
423,Stab::N,ցուպ,таяг
424,Stab::N,գավազան,таяг
425,Rohr::N,խողովակ,хоолой
426,Haus::N,տուն,гэр
427,Haus::N,տուն,байшин
428,Heim::N,տուն,гэр
429,Ofen::N,վառարան,зуух
430,Ofen::N,վառարան,пийшин
431,Fußboden::N,հատակ,шал
432,Tisch::N,սեղան,ширээ
433,Stuhl::N,աթոռ,сандал
434,Wiege::N,օրորոց,өлгий
435,Bett::N,անկողին,ор
436,Regal::N,դարակ,тавиур
437,Kiste::N,տուփ,авдар
438,Kiste::N,տուփ,хайрцаг
439,Fenster::N,պատուհան,гэгээвч
440,Tür::N,դուռ,үүд
441,Tür::N,դուռ,хаалга
442,Tor::N,դարպաս,хаалга
443,Zaun::N,ցանկապատ,хашаа
444,Dach::N,տանիք,дээвэр
445,Dach::N,կտուր,дээвэр
446,Leiter::N,սանդուղք,шат
447,Besen::N,ավել,хамуур
448,Besen::N,ավել,туужуу
449,Spaten::N,բահ,хүрз
450,Schaufel::N,թի,хүрз
451,Gabel::N,պատառաքաղ,сэрээ
452,Löffel::N,գդալ,халбага
453,Messer::N,դանակ,хутга
454,Nagel::N,մեխ,хадаас
455,Netz::N,ցանց,өөш
456,Netz::N,ցանց,тор
457,Haken::N,կարթ,гох
458,Griff::N,կոթ,иш
459,Griff::N,կոթ,сэнж
460,Griff::N,բռնակ,иш
461,Griff::N,բռնակ,сэнж
462,Schloss::N,կողպեք,цуурга
463,Schloss::N,կողպեք,цоож
464,Bild::N,նկար,зураг
465,Bild::N,պատկեր,зураг
466,Figur::N,քանդակ,баримал
467,Figur::N,պատկեր,баримал
468,Puppe::N,տիկնիկ,хүүхэлдэй
469,Beutel::N,տոպրակ,агсаа
470,Beutel::N,տոպրակ,уут
471,Bündel::N,կապոց,боодол
472,Tasche::N,պայուսակ,цүнх
473,Eimer::N,դույլ,хөнөг
474,Eimer::N,դույլ,хувин
475,Deckel::N,կափարիչ,таг
476,Deckel::N,կափարիչ,хавхаг
477,Geschirr::N,ամանեղեն,сав суулга
478,Sack::N,պարկ,шуудай
479,Sack::N,տոպրակ,шуудай
480,Tasse::N,թաս,аяга
481,Tasse::N,գավաթ,аяга
482,Topf::N,անոթ,тогоо
483,Kessel::N,կաթսա,тогоо
484,Essen::N,կերակուր,идээ
485,Nahrung::N,ուտելիք,хүнс
486,Speise::N,խորտիկ,идээ
487,Speise::N,կերակուր,идээ
488,Fleisch::N,միս,мах
489,Getreide::N,հացահատիկ,будаа
490,Brei::N,լանդակ,богшмол
491,Brei::N,լանդակ,будаа
492,Brot::N,հաց,талх
493,Scheibe::N,կտոր,зүсэм
494,Scheibe::N,կտոր,хэрчим
495,Scheibe::N,պատառ,зүсэм
496,Scheibe::N,պատառ,хэрчим
497,Fett::N,ճարպ,өөх
498,Butter::N,կարագ,тос
499,Öl::N,ձեթ,тос
500,Salz::N,աղ,давс
501,Suppe::N,սուպ,шөл
502,Suppe::N,ապուր,шөл
503,Honig::N,մեղր,бал
504,Milch::N,կաթ,сүү
505,Tee::N,թեյ,цай
506,Leder::N,կաշի,арьс
507,Leder::N,կաշի,савхи
508,Wolle::N,բուրդ,ноос
509,Wolle::N,բուրդ,унгас
510,Stoff::N,գործվածք,бөс
511,Nadel::N,ասեղ,зүү
512,Faden::N,թել,боолт
513,Faden::N,թել,утас
514,Knopf::N,կոճակ,товч
515,Knoten::N,հանգույց,зангилаа
516,Farbe::N,ներկ,будаг
517,Kleidung::N,հագուստ,хувцас
518,Hemd::N,վերնաշապիկ,цамц
519,Kragen::N,օձիք,зах заам
520,Ärmel::N,թեւք,ханцуй
521,Hose::N,շալվար,өмд
522,Gürtel::N,գոտի,бүс
523,Mütze::N,կեպի,малгай
524,Mütze::N,կեպի,бүрх
525,Schuh::N,կոշիկ,туфли
526,Stiefel::N,երկարաճիթ կոշիկ,гутал
527,Ring::N,զնգալ,бөгж
528,Band::N,ժապավեն,тууз
529,Kamm::N,սանր,сам
530,Spiegel::N,հայելի,толь
531,Riemen::N,փոկ,тасам
532,Riemen::N,փոկ,сур
533,Schnur::N,լար,татлага
534,Leine::N,փոկ,оосор
535,Decke::N,վերմակ,хөнжил
536,Decke::N,վերմակ,хучлага
537,Kissen::N,բարձ,дэр
538,Tuch::N,թաշկինակ,алчуур
539,Tuch::N,թաշկինակ,даавуу
540,Handtuch::N,սրբիչ,алчуур
541,Kraft::N,ուժ,чадал
542,Kraft::N,ուժ,хүч
543,Stärke::N,պնդություն,эрч
544,Stärke::N,պնդություն,тэнхээ
545,Stärke::N,ամրություն,эрч
546,Stärke::N,ամրություն,тэнхээ
547,Gesundheit::N,առողջություն,бие
548,Gesundheit::N,առողջություն,эрүүл мэнд
549,Krankheit::N,ախտ,эмгэг
550,Krankheit::N,հիվանդություն,эмгэг
551,Schmerz::N,ցավ,өвчин
552,Schmerz::N,տանջանք,өвчин
553,Wunde::N,վերք,шарх
554,Fieber::N,տենդ,халуун
555,Arznei::N,դեղ,эм
556,Brücke::N,կամուրջ,гүүр
557,Brunnen::N,հոր,худаг
558,Brunnen::N,ջրհոր,худаг
559,Weide::N,արոտավայր,бэлчээр
560,Pfad::N,արահետ,жим
561,Pfad::N,արահետ,зөрөг
562,Weg::N,ուղի,зам
563,Weg::N,ուղի,харгуй
564,Straße::N,ճանապարհ,зам
565,Straße::N,ճանապարհ,харгуй
566,Dorf::N,գյուղ,тосгон
567,Dorf::N,գյուղ,гацаа
568,Stadt::N,քաղաք,хот
569,Brief::N,նամակ,захидал
570,Brief::N,նամակ,захиа
571,Buch::N,գիրք,ном
572,Buch::N,գիրք,бичиг
573,Buchstabe::N,տառ,үсэг
574,Buchstabe::N,գիր,үсэг
575,Zeitung::N,լրագիր,сонин
576,Leben::N,կյանք,амь
577,Leben::N,կյանք,амьдрал
578,Tod::N,մահ,үхэл
579,Grab::N,գերեզման,булш
580,Kirche::N,եկեղեցի,сүм
581,Sünde::N,մեղք,нүгэл
582,Sünde::N,մեղք,хилэнц
583,Gott::N,աստված,бурхан
584,Arbeiter::N,բանվոր,ажилчин
585,Arbeiter::N,բանվոր,хөдөлмөрчин
586,Arbeiter::N,աշխատող,ажилчин
587,Arbeiter::N,աշխատող,хөдөлмөрчин
588,Chef::N,տեր,дарга
589,Meister::N,վարպետ,дархан
590,Arzt::N,բժիշկ,эмч
591,Lehrer::N,ուսուցիչ,багш
592,Geld::N,փող,цаас
593,Geld::N,փող,мөнгө
594,Geschäft::N,գործ,наймаа
595,Geschäft::N,աշխատանք,наймаа
596,Laden::N,կրպակ,дэлгүүр
597,Laden::N,խանութ,дэлгүүр
598,Preis::N,գին,үнэ
599,Ware::N,ապրանք,таваар
600,Ware::N,ապրանք,бараа
601,Nutzen::N,օգուտ,ашиг
602,Reichtum::N,հարստություն,баялаг
603,Welt::N,աշխարհ,дэлхий
604,Welt::N,աշխարհ,орчлон
605,Land::N,երկիր,улс
606,Land::N,երկիր,орон
607,Staat::N,պետություն,төр
608,Staat::N,պետություն,гүрэн
609,König::N,արքա,ван
610,König::N,թագավոր,ван
611,Macht::N,իշխանություն,засаг
612,Grenze::N,սահման,хил
613,Krieg::N,պատերազմ,дайн
614,Feind::N,թշնամի,дайсан
615,Gewalt::N,բռնություն,хүчирхэх
616,Gewalt::N,սաստկություն,хүчирхэх
617,Kampf::N,մարտ,тэмцэл
618,Kampf::N,մարտ,байлдаан
619,Bogen[Waffe]::N,աղեղ,нум
620,Pfeil::N,նետ,годил
621,Pfeil::N,նետ,сум
622,Gewehr::N,հրացան,буу
623,Fehler::N,սխալ,эндэл
624,Fehler::N,սխալ,алдаа
625,Lüge::N,սուտ,худал
626,Schaden::N,վնաս,хор
627,Schaden::N,վնաս,хөнөөл
628,Unglück::N,դժբախտություն,гай
629,Unglück::N,դժբախտություն,гамшиг
630,Schuld::N,պակասություն,гэм
631,Schuld::N,պակասություն,буруу
632,Alter::N,հասակ,нас
633,Schluss::N,վերջ,эцэс
634,Schluss::N,վերջ,төгсгөл
635,Schluss::N,վախճան,эцэс
636,Schluss::N,վախճան,төгсгөл
637,Zeit::N,ժամանակ,цаг
638,Tag::N,օր,өдөр
639,Morgen::N,առավոտ,өглөө
640,Mittag::N,կեսօր,үд
641,Abend::N,երեկո,үдэш
642,Nacht::N,գիշեր,шөнө
643,Woche::N,շաբաթ,долоо хоног
644,Monat::N,ամիս,сар
645,Jahr::N,տարի,жил
646,Frühling::N,գարուն,хавар
647,Sommer::N,ամառ,зун
648,Herbst::N,աշուն,намар
649,Winter::N,ձմեռ,өвөл
650,Januar::N,հունվար,нэгдүгээр сар
651,Februar::N,փետրվար,хоёрдугаар сар
652,März::N,մարտ,гуравдугаар сар
653,April::N,ապրիլ,дөрөвдүгээр сар
654,Mai::N,մայիս,тавдугаар сар
655,Juni::N,հունիս,зургаадугаар сар
656,Juli::N,հուլիս,долдугаар сар
657,August::N,օգոստոս,наймдугаар сар
658,September::N,սեպտեմբեր,есдүгээр сар
659,Oktober::N,հոկտեմբեր,аравдугаар сар
660,November::N,նոյեմբեր,арван нэгдүгээр сар
661,Dezember::N,դեկտեմբեր,арван хоёрдугаар сар
662,Montag::N,երկուշաբթի,даваа
663,Dienstag::N,երեքշաբթի,мягмар
664,Mittwoch::N,չորեքշաբթի,лхагва
665,Donnerstag::N,հինգշաբթի,пүрэв
666,Freitag::N,ուրբաթ,баасан
667,Samstag::N,շաբաթ,бямба
668,Sonntag::N,կիրակի,ням
669,groß::A,մեծ,их
670,groß::A,մեծ,том
671,groß::A,խոշոր,их
672,groß::A,խոշոր,том
673,klein::A,պստիկ,бага
674,klein::A,պստիկ,жаахан
675,klein::A,փոքրիկ,бага
676,klein::A,փոքրիկ,жаахан
677,lang::A,երկար,урт
678,kurz::A,կարճ,охор
679,kurz::A,կարճ,богино
680,breit::A,լայն,өргөн
681,schmal::A,նեղ,уйтан
682,schmal::A,նեղ,нарийн
683,dicht::A,խիտ,нягт
684,dicht::A,խիտ,чигжүү
685,dick[Gegenstand]::A,հաստ,зузаан
686,dünn::A,բարակ,нимгэн
687,fein::A,նուրբ,нарийн
688,fest::A,ամուր,бөх
689,fest::A,ամուր,хатуу
690,fest::A,պինդ,бөх
691,fest::A,պինդ,хатуу
692,flach::A,տափակ,хавтгай
693,glatt::A,հարթ,цагаан
694,hart::A,կարծր,хатуу
695,weich::A,մեղմ,зөөлөн
696,weich::A,փափուկ,зөөлөн
697,rund::A,կլոր,дугуй
698,rund::A,կլոր,дугариг
699,spitz::A,սրածայր,шовх
700,spitz::A,սրածայր,шовгор
701,scharf::A,սուր,хурц
702,scharf::A,սուր,иртэй
703,stumpf::A,գուլ,мохоо
704,schwer::A,ծանր,хүнд
705,schön::A,սիրուն,гуа
706,schön::A,սիրուն,сайхан
707,schön::A,գեղեցիկ,гуа
708,schön::A,գեղեցիկ,сайхан
709,heiß::A,թեժ,халуун
710,warm::A,տաք,дулаан
711,warm::A,ջերմ,дулаан
712,kalt::A,ցուրտ,хүйтэн
713,kühl::A,զով,сэрүүн
714,frisch::A,թարմ,эрүүл
715,frisch::A,թարմ,жихүүн
716,feucht::A,ղոնավ,чийгтэй
717,nass::A,թաց,нойтон
718,trocken::A,ցամաք,хатсан
719,voll::A,լի,дүүрэн
720,voll::A,լիքը,дүүрэн
721,leer::A,դատարկ,хоосон
722,offen::A,բաց,онгорхой
723,geschlossen::A,գոց,битүү
724,geschlossen::A,գոց,хаалтай
725,sauber::A,մաքուր,цэвэр
726,sauber::A,մաքուր,хиргүй
727,schmutzig::A,կեղտոտ,бохир
728,schmutzig::A,կեղտոտ,хиртэй
729,roh::A,հում,түүхий
730,reif::A,հասած,болсон
731,reif::A,հասուն,болсон
732,lecker::A,համեղ,амттай
733,süß::A,անուշ,амттай
