,Concept_ID,hy,mn
1416,lesen::V,կարդալ,унших
1417,malen::V,նկարել,зурах
1418,zeichnen::V,գծել,дүрслэн бичих
1419,schreiben::V,գրել,бичих
1420,besitzen::V,ունենալ,эзэмших
1421,besitzen::V,տեր լինել,эзэмших
1422,kaufen::V,գնել,худалдан авах
1423,verkaufen::V,վաճառել,худалдах
1424,bezahlen::V,վճարել,төлөх
1425,zahlen::V,վճարել,төлөх
1426,beherrschen::V,ղեկավարել,эзэмших
1427,ertragen::V,դիմանալ,тэсэх
1428,Horn::N,,эвэр
1429,fangen::V,,барих
