,Concept_ID,en,da
162,Ente::N,duck,and
163,Eule::N,owl,ugle
164,Kranich::N,crane,trane
165,Krähe::N,crow,krage
166,Kuckuck::N,cuckoo,gøg
167,Schwan::N,swan,svane
168,Fisch::N,fish,fisk
169,Barsch::N,perch,aborre
170,Hecht::N,pike,gedde
171,Schlange[Tier]::N,snake,slange
172,Wurm::N,worm,orm
173,Spinne::N,spider,edderkop
174,Ameise::N,ant,myre
175,Laus::N,louse,lus
176,Mücke::N,midge,myg
177,Fliege::N,fly,flue
178,Schmetterling::N,butterfly,sommerfugl
179,Beere::N,berry,bær
180,Apfel::N,apple,æble
181,Pilz::N,mushroom,svamp
182,Zwiebel::N,onion,løg
183,Saat::N,seed,sæd
184,Korn::N,grain,korn
185,Heu::N,hay,hø
186,Schale::N,husk,skræl
187,Grube::N,pit,grav
188,Falle::N,trap,fælde
189,Schlinge::N,noose,snare
190,Spur::N,track,spor
191,Asche::N,ashes,aske
192,Dreck::N,filth,snavs
193,Eisen::N,iron,jern
194,Gold::N,gold,guld
195,Silber::N,silver,sølv
196,Kohle::N,coal,kul
197,Glas::N,glass,glas
198,Lehm::N,clay,ler
199,Sand::N,sand,sand
200,Mensch::N,human,mennesge
201,Mann::N,man,mand
202,Frau::N,woman,kvinde
203,Kind::N,child,barn
204,Junge::N,boy,dreng
205,Mädchen::N,girl,pige
206,Familie::N,family,familie
207,Großvater::N,grandfather,bedstefar
208,Großmutter::N,grandmother,bedstemor
209,Eltern::N,parents,forældre
210,Vater::N,father,far
211,Mutter::N,mother,mor
212,Sohn::N,son,søn
213,Tochter::N,daughter,datter
214,Bruder::N,brother,bror
215,Schwester::N,sister,søster
216,Onkel::N,uncle,onkel
217,Tante::N,aunt,tante
218,Ehemann::N,husband,ægtemand
219,Ehefrau::N,wife,hustru
220,Freude::N,joy,glæde
221,Gelächter::N,laughter,latter
222,Glück::N,happiness,lykke
223,Kummer::N,grief,sorg
224,Wunsch::N,wish,ønske
225,Lust::N,desire,lyst
226,Geist::N,spirit,ånd
227,Gedanke::N,thought,tanke
228,Gedächtnis::N,memory,hukommelse
229,Verstand::N,mind,forstand
230,Sinn::N,meaning,mening
231,Sinn::N,meaning,betydning
232,Grund::N,reason,grund
233,Wahrheit::N,truth,sandhed
234,Gespräch::N,talk,samtale
235,Märchen::N,fairy tale,eventyr
236,Erzählung::N,story,fortælling
237,Nachricht::N,message,efterretning
238,Neuigkeit::N,news,nyhed
239,Name::N,name,navn
240,Rätsel::N,puzzle,gåde
241,Rede::N,speech,tale
242,Sprache::N,language,sprog
243,Stimme::N,voice,stemme
244,Wort::N,word,ord
245,Zeichen::N,sign,tegn
246,Ruf::N,call,råb
247,Lärm::N,noise,larm
248,Laut::N,sound,lyd
249,Ton::N,tone,tone
250,Lied::N,song,sang
251,Ruhe::N,calm,ro
252,Ruhe::N,calm,hvile
253,Leute::N,people,folk
254,Leute::N,people,mennesker
255,Volk::N,nation,folk
256,Arbeit::N,work,arbejde
257,Gast::N,guest,gæst
258,Geschenk::N,gift,gave
259,Spiel::N,game,leg
260,Gesellschaft::N,company,selskab
261,Hilfe::N,help,hjælp
262,Freund::N,friend,ven
263,Kamerad::N,companion,kammerat
264,Angelegenheit::N,matter,sag
265,Angelegenheit::N,matter,anliggende
266,Anzahl::N,count,antal
267,Art::N,sort,art
268,Stück::N,piece,stykke
269,Teil::N,part,del
270,Hälfte::N,half,halvdel
271,Kreis::N,circle,cirkel
272,Kreuz::N,cross,kors
273,Kreuz::N,cross,kryds
274,Linie::N,line,linie
275,Strich::N,stroke,streg
276,Abstand::N,gap,afstand
277,Entfernung::N,distance,afstand
278,Gegend::N,area,egn
279,Platz::N,space,plads
280,Ort::N,place,sted
281,Seite::N,side,side
282,Mitte::N,middle,midte
283,Gegenstand::N,item,genstand
284,Sache::N,thing,sag
285,Rand::N,fringe,rand
286,Kante::N,edge,kant
287,Ecke::N,corner,hjørne
288,Spitze::N,tip,spids
289,Ende::N,end,ende
290,Loch::N,hole,hul
291,Winkel::N,angle,vinkel
292,Muster::N,pattern,mønster
293,Größe::N,size,størrelse
294,Länge::N,length,længde
295,Höhe::N,height,højde
296,Gewicht::N,weight,vægt
297,Menge::N,amount,mængde
298,Haufen::N,heap,bunke
299,Reihe::N,row,række
300,Boot::N,boat,båd
301,Ruder::N,oar,åre
302,Schlitten::N,sleigh,kælk
303,Schlitten::N,sleigh,slæde
304,Ski::N,ski,ski
305,Lagerfeuer::N,campfire,lejrbål
306,Last::N,load,last
307,Last::N,load,byrde
308,Gang::N,walk,gang
309,Schritt::N,step,skridt
310,Norden::N,north,nord
311,Süden::N,south,syd
312,Westen::N,west,vest
313,Osten::N,east,øst
314,Holz::N,wood,træ
315,Brett::N,board,bræt
316,Platte::N,slab,plade
317,Stütze::N,bracket,støtte
318,Stange::N,pole,stang
319,Stock::N,stick,stok
320,Stab::N,staff,stav
321,Rohr::N,pipe,rør
322,Haus::N,house,hus
323,Heim::N,home,hjem
324,Ofen::N,stove,ovn
325,Fußboden::N,floor,gulv
326,Tisch::N,table,bord
327,Stuhl::N,chair,stol
328,Wiege::N,cradle,vugge
329,Bett::N,bed,seng
330,Regal::N,shelf,reol
331,Kiste::N,box,kasse
332,Fenster::N,window,vindue
333,Tür::N,door,dør
334,Tor::N,gate,port
335,Zaun::N,fence,stakit
336,Dach::N,roof,tag
337,Leiter::N,ladder,stige
338,Besen::N,broom,kost
339,Spaten::N,spade,spade
340,Schaufel::N,shovel,skovl
341,Gabel::N,fork,gaffel
342,Löffel::N,spoon,ske
343,Messer::N,knife,kniv
344,Nagel::N,nail,søm
345,Netz::N,net,net
346,Haken::N,hook,krog
347,Griff::N,handle,tag
348,Griff::N,handle,håndtag
349,Schloss::N,lock,lås
350,Bild::N,picture,billede
351,Figur::N,figure,figur
352,Puppe::N,doll,dukke
353,Beutel::N,pouch,pose
354,Bündel::N,bundle,bylt
355,Bündel::N,bundle,bundt
356,Tasche::N,bag,taske
357,Eimer::N,bucket,spand
358,Deckel::N,cover,låg
359,Geschirr::N,dishes,husgeråd
360,Sack::N,sack,sæk
361,Tasse::N,cup,kop
362,Topf::N,pot,gryde
363,Kessel::N,kettle,kedel
364,Essen::N,meal,måltid
365,Nahrung::N,food,mad
366,Nahrung::N,food,næring
367,Speise::N,dish,ret
368,Fleisch::N,meat,kød
369,Getreide::N,corn,korn
370,Brei::N,mush,grød
371,Brot::N,bread,brød
372,Scheibe::N,slice,skive
373,Fett::N,fat,fedt
374,Butter::N,butter,smør
375,Öl::N,oil,olie
376,Salz::N,salt,salt
377,Suppe::N,soup,suppe
378,Honig::N,honey,honning
379,Milch::N,milk,mælk
380,Tee::N,tea,te
381,Leder::N,leather,skind
382,Wolle::N,wool,uld
383,Stoff::N,cloth,stof
384,Nadel::N,needle,nål
385,Faden::N,thread,tråd
386,Knopf::N,button,knap
387,Knoten::N,knot,knude
388,Farbe::N,paint,farve
389,Kleidung::N,clothes,påklædning
390,Hemd::N,shirt,skjorte
391,Kragen::N,collar,krave
392,Ärmel::N,sleeve,ærme
393,Hose::N,trousers,bukser
394,Gürtel::N,belt,bælte
395,Mütze::N,cap,hue
396,Schuh::N,shoe,sko
397,Stiefel::N,boot,støvle
398,Ring::N,ring,ring
399,Band::N,ribbon,bånd
400,Kamm::N,comb,kam
401,Spiegel::N,mirror,spejl
402,Riemen::N,strap,rem
403,Schnur::N,string,snor
404,Leine::N,leash,snor
405,Decke::N,blanket,tæppe
406,Kissen::N,pillow,pude
407,Tuch::N,scarf,sjaltørklæde
408,Handtuch::N,towel,håndklæde
409,Kraft::N,force,kraft
410,Stärke::N,strength,styrke
411,Gesundheit::N,health,sundhed
412,Krankheit::N,illness,sygdom
413,Schmerz::N,pain,smerte
414,Wunde::N,wound,sår
415,Fieber::N,fever,feber
416,Arznei::N,medicine,medicin
417,Arznei::N,medicine,lægemiddel
418,Brücke::N,bridge,bro
419,Brunnen::N,well,brønd
420,Weide::N,pasture,græsgang
421,Pfad::N,path,sti
422,Weg::N,way,vej
423,Straße::N,road,gade
424,Dorf::N,village,landsby
425,Stadt::N,town,by
426,Brief::N,letter,brev
427,Buch::N,book,bog
428,Buchstabe::N,character,bogstav
429,Zeitung::N,newspaper,avis
430,Leben::N,life,liv
431,Tod::N,death,død
432,Grab::N,grave,grav
433,Kirche::N,church,kirke
434,Sünde::N,sin,synd
435,Gott::N,god,gud
436,Arbeiter::N,worker,arbejder
437,Chef::N,boss,chef
438,Meister::N,master,mester
439,Arzt::N,doctor,læge
440,Lehrer::N,teacher,lærer
441,Geld::N,money,penge
442,Geschäft::N,business,forretning
443,Laden::N,shop,butik
444,Laden::N,shop,forretning
445,Preis::N,price,pris
446,Ware::N,ware,vare
447,Nutzen::N,profit,nytte
448,Reichtum::N,wealth,rigdom
449,Welt::N,world,verden
450,Land::N,country,land
451,Staat::N,state,stat
452,König::N,king,konge
453,Macht::N,power,magt
454,Grenze::N,border,grænse
455,Krieg::N,war,krig
456,Feind::N,enemy,fjende
457,Gewalt::N,violence,vold
458,Kampf::N,fight,kamp
459,Bogen[Waffe]::N,bow,bue
460,Pfeil::N,arrow,pil
461,Gewehr::N,gun,gevær
462,Fehler::N,mistake,fejl
463,Lüge::N,lie,løgn
464,Schaden::N,damage,skade
465,Unglück::N,misfortune,uheld
466,Unglück::N,misfortune,ulykke
467,Schuld::N,fault,skyld
468,Alter::N,age,alder
469,Schluss::N,conclusion,slut
470,Schluss::N,conclusion,slutning
471,Zeit::N,time,tid
472,Tag::N,day,dag
473,Morgen::N,morning,morgen
474,Mittag::N,noon,middag
475,Abend::N,evening,aften
476,Nacht::N,night,nat
477,Woche::N,week,uge
478,Monat::N,month,måned
479,Jahr::N,year,år
480,Frühling::N,spring,forår
481,Sommer::N,summer,sommer
482,Herbst::N,autumn,efterår
483,Winter::N,winter,vinter
484,Januar::N,January,januar
485,Februar::N,February,februar
486,März::N,March,marts
487,April::N,April,april
488,Mai::N,May,maj
489,Juni::N,June,juni
490,Juli::N,July,juli
491,August::N,August,august
492,September::N,September,september
493,Oktober::N,October,oktober
494,November::N,November,november
495,Dezember::N,December,december
496,Montag::N,Monday,mandag
497,Dienstag::N,Tuesday,tirsdag
498,Mittwoch::N,Wednesday,onsdag
499,Donnerstag::N,Thursday,torsdag
500,Freitag::N,Friday,fredag
501,Samstag::N,Saturday,lørdag
502,Sonntag::N,Sunday,søndag
503,groß::A,big,stor
504,klein::A,little,lille
505,lang::A,long,lang
506,kurz::A,short,kort
507,breit::A,wide,bred
508,schmal::A,narrow,smal
509,dicht::A,dense,tæt
510,dick[Gegenstand]::A,thick,tyk
511,dünn::A,thin,tynd
512,fein::A,delicate,fin
513,fest::A,firm,fast
514,flach::A,flat,flad
515,glatt::A,smooth,glat
516,hart::A,hard,hård
517,weich::A,soft,blød
518,rund::A,round,rund
519,spitz::A,pointed,spids
520,scharf::A,sharp,skarp
521,stumpf::A,blunt,sløv
522,stumpf::A,blunt,stump
523,schwer::A,heavy,tung
524,schön::A,beautiful,skøn
525,heiß::A,hot,hed
526,warm::A,warm,varm
527,kalt::A,cold,kold
528,kühl::A,cool,kølig
529,frisch::A,fresh,frisk
530,feucht::A,damp,fugtig
531,nass::A,wet,våd
532,trocken::A,dry,tør
533,voll::A,full,fuld
534,leer::A,empty,tom
535,offen::A,open,åben
536,geschlossen::A,closed,lukket
537,sauber::A,clean,ren
538,schmutzig::A,dirty,snavset
539,roh::A,raw,rå
540,reif::A,ripe,moden
541,lecker::A,delicious,lækker
542,süß::A,sweet,sød
543,bitter::A,bitter,bitter
544,sauer::A,sour,sur
545,hell::A,bright,lys
546,dunkel::A,dark,mørk
547,schwarz::A,black,sort
548,weiß::A,white,hvid
549,rot::A,red,rød
550,gelb::A,yellow,gul
551,blau::A,blue,blå
552,grün::A,green,grøn
553,grau::A,grey,grå
554,bunt::A,colourful,broget
555,bunt::A,colorful,broget
556,billig::A,cheap,billig
557,teuer::A,dear,dyr
558,wertvoll::A,precious,værdifuld
559,blind::A,blind,blind
560,taub::A,deaf,døv
561,kräftig::A,powerful,kraftig
562,stark::A,strong,stærk
563,schwach::A,weak,svag
564,fett::A,fat,fed
565,schlank::A,slim,slank
566,hübsch::A,pretty,køn
567,böse::A,evil,ond
568,böse::A,evil,slem
569,dumm::A,stupid,dum
570,faul::A,lazy,doven
571,fleißig::A,diligent,flittig
572,geizig::A,stingy,gerrig
573,klug::A,clever,klog
574,geschickt::A,skilful,dygtig
575,geschickt::A,skilful,behændig
576,geschickt::A,skillful,dygtig
577,geschickt::A,skillful,behændig
578,lieb::A,dear,rar
579,lustig::A,merry,lystig
580,sanft::A,gentle,blid
581,hungrig::A,hungry,sulten
582,krank::A,sick,syg
583,nackt::A,naked,nøgen
584,traurig::A,sad,bedrøvet
585,lebendig::A,living,levende
586,gut::A,good,god
587,schlecht::A,bad,dårlig
588,richtig::A,correct,rigtig
589,schlimm::A,nasty,slem
590,wahr::A,true,sand
591,alt::A,old,gammel
592,neu::A,new,ny
593,ehemalig::A,former,forhenværende
594,alt[Lebewesen]::A,aged,gammel
595,jung::A,young,ung
596,arm::A,poor,fattig
597,reich::A,rich,rig
598,bekannt::A,familiar,kendt
599,berühmt::A,famous,berømt
600,fremd::A,foreign,fremmed
601,verschieden::A,different,forskellig
602,nah::A,near,nær
603,fern::A,far,fjern
604,linker::A,left,venstre
605,rechter::A,right,højre
606,anderer::A,other,anden
607,erster::A,first,første
608,zweiter::A,second,anden
609,dritter::A,third,tredje
610,letzter::A,last,sidste
611,allein::ADV,alone,alene
612,auf einmal::ADV,at once,på én gang
613,zusammen::ADV,together,sammen
614,lange::ADV,long,længe
615,plötzlich::ADV,suddenly,pludselig
616,sofort::ADV,instantly,straks
617,später::ADV,later,senere
618,jetzt::ADV,now,nu
619,heute::ADV,today,i dag
620,morgen::ADV,tomorrow,i morgen
621,bald::ADV,soon,snart
622,dann::ADV,then,så
623,gestern::ADV,yesterday,i går
624,einst::ADV,once,engang
625,damals::ADV,at that time,dengang
626,danach::ADV,afterwards,derefter
627,vorher::ADV,before,før
628,vorher::ADV,before,forud
629,zuerst::ADV,at first,først
630,einmal::ADV,once,en gang
631,manchmal::ADV,sometimes,sommetider
632,oft::ADV,often,ofte
633,immer::ADV,always,altid
634,niemals::ADV,never,aldrig
635,hier::ADV,here,her
636,hierhin::ADV,hither,hid
637,hierhin::ADV,hither,herhen
638,hierhin::ADV,to here,hid
639,hierhin::ADV,to here,herhen
640,hierhin::ADV,here,hid
641,hierhin::ADV,here,herhen
642,von hier::ADV,hence,herfra
643,dort::ADV,there,der
644,dorthin::ADV,thither,derhen
645,dorthin::ADV,there,derhen
646,dorthin::ADV,to there,derhen
647,geradeaus::ADV,ahead,lige ud
648,vorwärts::ADV,forward,fremad
649,rückwärts::ADV,backward,baglæns
650,zurück::ADV,back,tilbage
651,unten::ADV,below,nede
652,unten::ADV,below,forneden
653,hinab::ADV,down,ned
654,hinab::ADV,down,nedad
655,oben::ADV,above,oppe
656,oben::ADV,above,ovenpå
657,hinauf::ADV,up,op
658,hinauf::ADV,up,opad
659,überall::ADV,everywhere,overalt
660,nicht::ADV,not,ikke
661,ein wenig::ADV,a little,lidt
662,kaum::ADV,hardly,knap
663,kaum::ADV,hardly,næppe
664,sehr::ADV,very,meget
665,so::ADV,so,så
666,noch::ADV,still,endnu
667,nur::ADV,only,kun
668,nur::ADV,only,bare
669,schon::ADV,already,alt
670,schon::ADV,already,allerede
671,wieder::ADV,again,igen
672,vergebens::ADV,in vain,forgæves
673,vor::PRP,in front of,foran
674,vor::PRP,in front of,uden for
675,hinter::PRP,behind,bag
676,hinter::PRP,behind,bagved
677,unter::PRP,under,under
678,durch::PRP,through,gennem
679,durch::PRP,through,igennem
680,neben::PRP,next to,ved siden af
681,zwischen::PRP,between,mellem
682,wegen::PRP,because of,på grund af
683,dies::PRN,this,dette
684,das::PRN,that,det
685,alles::PRN,everything,alt
686,ich::PRN,I,jeg
687,du::PRN,you,du
688,du::PRN,thou,du
689,er::PRN,he,han
690,wir::PRN,we,vi
691,ihr::PRN,you,I
692,sie::PRN,they,de
693,was::FPRN,what,hvad
694,wer::FPRN,who,hvem
695,wo::FADV,where,hvor
696,wohin::FADV,where ... to,hvorhen
697,wohin::FADV,where to,hvorhen
698,wohin::FADV,where,hvorhen
699,wie::FADV,how,hvordan
700,warum::FADV,why,hvorfor
701,wieviel::FNUM,how much,hvor meget
702,eins::NUM,one,én
703,zwei::NUM,two,to
704,drei::NUM,three,tre
705,vier::NUM,four,fire
706,fünf::NUM,five,fem
707,sechs::NUM,six,seks
708,sieben::NUM,seven,syv
709,acht::NUM,eight,otte
710,neun::NUM,nine,ni
711,zehn::NUM,ten,ti
712,elf::NUM,eleven,elleve
713,zwölf::NUM,twelve,tolv
714,zwanzig::NUM,twenty,tyve
715,dreißig::NUM,thirty,tredive
716,vierzig::NUM,forty,fyrre
717,vierzig::NUM,forty,fyrretyve
718,fünfzig::NUM,fifty,halvtreds
719,sechzig::NUM,sixty,tres
720,siebzig::NUM,seventy,halvfjerds
721,achtzig::NUM,eighty,firs
722,neunzig::NUM,ninety,halvfems
723,hundert::NUM,a hundred,hundrede
724,tausend::NUM,a thousand,tusind
725,und::CNJ,and,og
726,oder::CNJ,or,eller
727,stehen::V,stand,stå
728,sitzen::V,sit,sidde
729,liegen::V,lie,ligge
730,hängen::V,hang,hænge
731,werden::V,become,blive
732,passieren::V,happen,ske
733,passieren::V,happen,hænde
734,beginnen::V,begin,begynde
735,enden::V,end,ende
736,wechseln::V,change,veksle
737,aufgehen[Sonne]::V,rise,gå op
738,aufgehen[Sonne]::V,rise,stå op
739,untergehen[Sonne]::V,set,gå ned
740,scheinen[Sonne]::V,shine,skinne
741,donnern::V,thunder,tordne
742,wehen::V,blow,blæse
743,strömen::V,stream,strømme
744,fließen::V,flow,flyde
745,sich drehen::V,revolve,dreje sig
746,schwanken::V,sway,vakle
747,schwingen::V,swing,svinge
748,fallen::V,fall,falde
749,brennen::V,burn,brænde
750,rauchen::V,smoke,ryge
751,regnen::V,rain,regne
752,gefrieren::V,freeze,fryse
753,tauen::V,thaw,tø
754,schmelzen::V,melt,smelte
755,trocknen::V,dry,tørre
756,sieden::V,boil,koge
757,faulen::V,rot,rådne
758,verfaulen::V,decay,rådne
759,reißen::V,snap,briste
760,versinken::V,sink,synke
761,versinken::V,sink,synke ned
762,vergehen::V,pass,forløbe
763,erscheinen::V,appear,vise sig
764,verschwinden::V,disappear,forsvinde
765,sinken::V,drop,synke
766,abnehmen::V,decrease,aftage
767,zunehmen::V,increase,tiltage
768,steigen::V,rise,stige
769,wachsen::V,grow,gro
770,wachsen::V,grow,vokse
771,glänzen::V,shine,glinse
772,funkeln::V,sparkle,tindre
773,lärmen::V,be noisy,larme
774,läuten::V,chime,ringe
775,klingeln::V,ring,ringe
776,klirren::V,tinkle,klirre
777,brausen::V,roar,bruse
778,rauschen::V,rustle,suse
779,klingen::V,sound,lyde
780,klingen::V,sound,klinge
781,bellen::V,bark,gø
782,heulen::V,howl,hyle
783,blasen::V,blow,blæse
784,pfeifen::V,whistle,fløjte
785,schreien::V,shout,skrige
786,stöhnen::V,groan,stønne
787,zittern::V,tremble,dirre
788,zittern::V,tremble,skælve
789,leben::V,be alive,leve
790,geboren werden::V,be born,fødes
791,atmen::V,breathe,ånde
792,trinken::V,drink,drikke
793,essen::V,eat,spise
794,schlucken::V,swallow,synke
795,müde werden::V,get tired,blive træt
796,einschlafen::V,fall asleep,falde i søvn
797,schlafen::V,sleep,sove
798,aufwachen::V,wake up,vågne
799,aufstehen::V,get up,stå op
800,sich erholen::V,relax,komme sig
801,krank werden::V,fall ill,blive syg
802,krank sein::V,be ill,være syg
803,schmerzen::V,ache,smerte
804,husten::V,cough,hoste
805,genesen::V,recover,komme sig
806,sterben::V,die,dø
807,umkommen::V,perish,omkomme
808,sich bewegen::V,move,bevæge sig
809,sich rühren::V,budge,røre på sig
810,sich erheben::V,stand up,rejse sig
811,sich setzen::V,sit down,sætte sig
812,hinfallen::V,tumble,
813,laufen::V,walk,løbe
814,schreiten::V,pace,skride
815,spazierengehen::V,go for a walk,gå en tur
816,eilen::V,rush,ile
817,sich beeilen::V,hurry,skynde sig
818,sausen::V,dash,suse
819,rennen::V,run,løbe
820,rennen::V,run,rende
821,springen::V,jump,hoppe
822,springen::V,jump,springe
823,klettern::V,climb,klatre
824,schaukeln::V,seesaw,gynge
825,kriechen::V,creep,krybe
826,schwimmen::V,swim,svømme
827,tauchen::V,dive,dykke
828,rudern::V,row,ro
829,fahren::V,drive,køre
830,fliegen::V,fly,flyve
831,gehen::V,go,gå
832,weggehen::V,go away,gå bort
833,abfahren::V,depart,køre bort
834,anhalten::V,stop,standse
835,hineingehen::V,go in,gå ind
836,eintreten::V,enter,træde ind
837,kommen::V,come,komme
838,ankommen::V,arrive,ankomme
839,zurückkommen::V,come back,komme tilbage
840,bleiben::V,stay,blive
841,bleiben::V,stay,forblive
842,warten::V,wait,vente
843,erwarten::V,wait for,vente
844,erwarten::V,wait for,afvente
845,suchen::V,seek,søge
846,suchen::V,look for,søge
847,finden::V,find,finde
848,versuchen::V,try,forsøge
849,vorbereiten::V,prepare,forberede
850,lieben::V,love,elske
851,mögen::V,like,holde af
852,mögen::V,like,kunne lide
853,lachen::V,laugh,le
854,rühren::V,move,røre
855,weinen::V,weep,græde
856,schimpfen::V,grumble,skænde
857,sich ärgern::V,be annoyed,ærgre sig
858,sich fürchten::V,be afraid,være bange
859,fürchten::V,be afraid of,være bange for
860,fliehen::V,flee,flygte
861,flüchten::V,escape,flygte
862,sehen::V,see,se
863,anschauen::V,look at,se på
864,anschauen::V,look at,betragte
865,ansehen::V,watch,anse
866,hören::V,hear,høre
867,zuhören::V,listen,høre til
868,probieren::V,taste,smage
869,probieren::V,taste,smage på
870,riechen::V,smell,lugte
871,fühlen::V,feel,føle
872,scheinen::V,seem,synes
873,zu sehen sein::V,show,synes
874,vernehmen::V,hear,erfare
875,frieren::V,be cold,fryse
876,tun::V,do,gøre
877,können::V,can,kunne
878,wollen::V,want,ville
879,anfangen::V,start,begynde
880,beenden::V,finish,afslutte
881,aufhören::V,stop,ophøre
882,aufhören::V,stop,holde op
883,gelingen::V,succeed,lykkes
884,geraten::V,turn out,blive
885,öffnen::V,open,åbne
886,schließen::V,close,lukke
887,stellen::V,put,stille
888,setzen::V,place,sætte
889,legen::V,lay,lægge
890,berühren::V,touch,berøre
891,verbinden::V,connect,forbinde
892,bedecken::V,cover,dække
893,bedecken::V,cover,bedække
894,aufhängen::V,hang up,hænge
895,aufhängen::V,hang up,hænge op
896,anzünden::V,light,tænde
