,Concept_ID,kl,hi
57,Ferse::N,kimmik,एड़ी
58,Knie::N,seeqqoq,जानु
59,Knie::N,seeqqoq,घुटना
60,Oberschenkel::N,uppat,उरु
61,Oberschenkel::N,quttoraq,उरु
62,Bein::N,isigak,टाँग
63,Körper::N,timi,तन
64,Körper::N,timi,देह
65,Körper::N,timi,शरीर
66,Haut::N,mattak,चर्म
67,Haut::N,mattak,त्वचा
68,Blut::N,aak,लहू
69,Blut::N,aak,ख़ून
70,Ader::N,taqaq,रग
71,Ader::N,taqaq,शिरा
72,Sehne::N,ujalu,कंडरा
73,Sehne::N,ujalu,स्नायु
74,Sehne::N,ujaloq,कंडरा
75,Sehne::N,ujaloq,स्नायु
76,Knochen::N,saanikut,अस्थि
77,Gehirn::N,qarasaq,दिमाग़
78,Gehirn::N,qarasaq,मस्तिष्क
79,Herz::N,uummat,दिल
80,Herz::N,uummat,हृदय
81,Magen::N,aqajaroq,मेदा
82,Magen::N,aqajaroq,अमाशय
83,Leber::N,tinguk,जिगर
84,Leber::N,tinguk,यकृत्
85,Atem::N,anerneq,दम
86,Atem::N,anerneq,साँस
87,Atem::N,anerneq,श्वास
88,Hunger::N,kaanneq,भूख
89,Hunger::N,kaanneq,क्षुधा
90,Träne::N,qia,आँसू
91,Träne::N,qia,अश्रु
92,Träne::N,qiak,आँसू
93,Träne::N,qiak,अश्रु
94,Geschmack::N,qilanaartuut,स्वाद
95,Geschmack::N,qilanaartuut,ज़ायक़ा
96,Geruch::N,tipi,बू
97,Geruch::N,tipi,गंध
98,Geruch::N,tipik,बू
99,Geruch::N,tipik,गंध
100,Traum::N,sinnattoq,सपना
101,Traum::N,sinnattoq,स्वप्न
102,Traum::N,sinnattugaq,सपना
103,Traum::N,sinnattugaq,स्वप्न
104,Himmel::N,qilak,आकाश
105,Himmel::N,qilak,आसमान
106,Sonne::N,seqineq,रवि
107,Sonne::N,seqineq,सूरज
108,Sonne::N,seqineq,सूर्य
109,Mond::N,qaammat,चाँद
110,Mond::N,qaammat,चंद्र
111,Stern::N,ulloriaq,तारा
112,Stern::N,ulloriaq,सितारा
113,Luft::N,silaannaq,हवा
114,Luft::N,silaannaq,वायु
115,Wind::N,anori,पाद
116,Wind::N,anorsarik,पाद
117,Welle::N,aalappaa,लहर
118,Welle::N,aalappaa,तरंग
119,Wasser::N,imeq,जल
120,Wasser::N,imeq,पानी
121,Stein::N,ujarak,पत्थर
122,Boden::N,nateq,मिट्टी
123,Erde::N,issoq,भूमि
124,Erde::N,issoq,ज़मीन
125,Staub::N,pujualanerit,धूल
126,Staub::N,pujoralanerit,धूल
127,Rauch::N,iseq,धूआँ
128,Rauch::N,iseq,धुम्र
129,Rauch::N,pujoq,धूआँ
130,Rauch::N,pujoq,धुम्र
131,Funke::N,illoorneq,चिनगारी
132,Funke::N,illoorneq,स्फुलिंग
133,Feuer::N,inneq,आग
134,Feuer::N,inneq,आतिश
135,Feuer::N,inneq,अग्नि
136,Licht::N,qaamaneq,रोशनी
137,Licht::N,qaamaneq,प्रकाश
138,Schatten::N,tarraq,छाया
139,Schatten::N,tarraq,परछाई
140,Wetter::N,sila,ऋतु
141,Wetter::N,sila,मौसम
142,Nebel::N,pujoq,धुँध
143,Nebel::N,pujoq,कुहरा
144,Wolke::N,nuia,मेघ
145,Wolke::N,nuia,अभ्र
146,Regen::N,sialuk,मेंह
147,Regen::N,sialuk,बारिश
148,Schnee::N,aput,हिम
149,Schnee::N,aput,बर्फ़
150,Eis::N,siku,हिम
151,Eis::N,siku,बर्फ़
152,Frost::N,issi,ठंड
153,Frost::N,issik,ठंड
154,Kälte::N,issi,सर्दी
155,Kälte::N,issi,शीतलता
156,Hitze::N,kianneq,ताप
157,Hitze::N,kianneq,गरमी
158,Hitze::N,kiassuseq,ताप
159,Hitze::N,kiassuseq,गरमी
160,Raureif::N,kaneq,पाला
161,Regenbogen::N,neriusaaq,इंद्र-धनुष
162,Donner::N,kalleq,गरज
163,Donner::N,kalleq,मेघ-गर्जन
164,Tropfen::N,kuseriarneq,बूँद
165,Schaum::N,qapuk,झाग
166,Schmutz::N,minguk,गंद
167,Schmutz::N,minguk,कीचड़
168,See::N,taseq,झील
169,See::N,taseq,सरोवर
170,Sumpf::N,maqulluk,दलदल
171,Sumpf::N,maqulluk,धँसान
172,Wiese::N,masarsuk,घास-स्थल
173,Hügel::N,qattuneq,टीला
174,Hügel::N,qattuneq,पहाड़
175,Hügel::N,majuariaq,टीला
176,Hügel::N,majuariaq,पहाड़
177,Hügel::N,majorajaaq,टीला
178,Hügel::N,majorajaaq,पहाड़
179,Hügel::N,qaqqannguaq,टीला
180,Hügel::N,qaqqannguaq,पहाड़
181,Berg::N,qaqqaq,पहाड़
182,Höhle::N,qaarusuk,गुहा
183,Höhle::N,qaarusuk,गुफ़ा
184,Abhang::N,ippik,ढाल
185,Abhang::N,ippik,ढलान
186,Abhang::N,sivinganeq,ढाल
187,Abhang::N,sivinganeq,ढलान
188,Abhang::N,sivingajaaq,ढाल
189,Abhang::N,sivingajaaq,ढलान
190,Abhang::N,kussangajaaq,ढाल
191,Abhang::N,kussangajaaq,ढलान
192,Bach::N,kuunnguaq,सोता
193,Bach::N,kuunnguaq,नदिका
194,Fluss::N,kuuk,नदी
195,Fluss::N,kuuk,सरिता
196,Ufer::N,sissap sinaa,तट
197,Ufer::N,sissap sinaa,किनारा
198,Küste::N,sineriak,समुद्र-तट
199,Meer::N,imaq,सागर
200,Meer::N,imaq,समुद्र
201,Bucht::N,ikeq,खाड़ी
202,Bucht::N,kangerluk,खाड़ी
203,Bucht::N,kangerliumaneq,खाड़ी
204,Insel::N,qeqertaq,टापू
205,Insel::N,qeqertaq,द्वीप
206,Blume::N,naasoq,फूल
207,Blume::N,naasoq,पुष्प
208,Gras::N,ivigaq,घास
209,Wurzel::N,niulutaq,मूल
210,Baum::N,orpik,पेड़
211,Baum::N,orpik,वृक्ष
212,Stamm::N,kanaartaq,धड़
213,Rinde::N,ameraq,छाल
214,Rinde::N,ameraq,वल्कल
215,Ast::N,avalequt,डाल
216,Ast::N,avalequt,शाखा
217,Zweig::N,avalequt,टहनी
218,Blatt::N,pilutaq,पत्र
219,Blatt::N,pilutaq,पत्ता
220,Birke::N,patitsit,भूर्ज
221,Weide[Baum]::N,palleq,बेंत
222,Tanne::N,orsuerneq,फ़र
223,Horn::N,nassuk,सींग
224,Horn::N,nassuk,विषाण
225,Feder::N,suluk,पर
226,Feder::N,suluk,पंख
227,Fell::N,ameq,खाल
228,Fell::N,ameq,पशु-चर्म
229,Flügel::N,suluk,पंख
230,Flügel::N,suluk,डैना
231,Flügel::N,isaroq,पंख
232,Flügel::N,isaroq,डैना
233,Klaue::N,kukik,पंजा
234,Kralle::N,kukik,पंजा
235,Kralle::N,kukik,नाख़ून
236,Schwanz::N,pamioq,पूँछ
237,Schwanz::N,paperuusaq,पूँछ
238,Ei::N,mannik,अंडा
239,Nest::N,ullut,नीड़
240,Nest::N,ullut,घोंसला
241,Bau::N,ini,बिल
242,Bau::N,ini,माँद
243,Tier::N,uumasoq,पशु
244,Tier::N,uumasoq,जानवर
245,Herde::N,unguukkat,गल्ला
246,Kuh::N,ussik,गौ
247,Kuh::N,ussik,गाय
248,Bulle::N,angukulak,साँड़
249,Bulle::N,anguteralak,साँड़
250,Bulle::N,angutikulooq,साँड़
251,Schaf::N,sava,भेड़
252,Schwein::N,puuluki,शूकर
253,Hund::N,qimmeq,श्वान
254,Hund::N,qimmeq,कुत्ता
255,Katze::N,puisaaq,बिल्ली
256,Bär::N,allaq,रीछ
257,Bär::N,allaq,भालू
258,Eichhörnchen::N,sissinnguaq,गिलहरी
259,Fuchs::N,terianniaq,लोमड़ी
260,Hase::N,ukaleq,खरहा
261,Hase::N,ukaleq,ख़रगोश
262,Maus::N,teriannguaq,मूष
263,Maus::N,teriannguaq,चूहा
264,Wolf::N,amaroq,वृक
265,Wolf::N,amaroq,भेड़िया
266,Vogel::N,timmiaq,पक्षी
267,Vogel::N,timmiaq,चिड़िया
268,Huhn::N,kukkukooq,मुर्ग़ी
269,Huhn::N,marloraaqaaq,मुर्ग़ी
270,Hahn::N,kiasiusaq,मुर्ग़ा
271,Gans::N,nerleq,हंस
272,Gans::N,nerleq,हंसिनी
273,Adler::N,nattoralik,उक़ाब
274,Eule::N,uppik,उल्लू
275,Kranich::N,qorlorfik,सारस
276,Kranich::N,qorlorfik,क्रौंंच
277,Krähe::N,tuluatsiaq,काक
278,Kuckuck::N,kukkooq,कोयल
279,Kuckuck::N,kukkooq,कोकिल
280,Schwan::N,qussuk,हंस
281,Schwan::N,qussuk,मराल
282,Fisch::N,aalisagaq,मछली
283,Fisch::N,aalisagaq,मत्स्य
284,Schlange[Tier]::N,pulateriarsuk,सर्प
285,Schlange[Tier]::N,pulateriaarsuk,सर्प
286,Spinne::N,aasiaq,लूता
287,Spinne::N,aasiaq,मकड़ी
288,Spinne::N,nissavaarsuk,लूता
289,Spinne::N,nissavaarsuk,मकड़ी
290,Ameise::N,uniaaluk,चींटी
291,Laus::N,kumak,जूँ
292,Mücke::N,ippernaq,डाँस
293,Fliege::N,ippernaq,मक्खी
294,Fliege::N,ippernaq,मक्षिका
295,Schmetterling::N,paluaq,तितली
296,Schmetterling::N,pakkaluaq,तितली
297,Schmetterling::N,utsuppaluaq,तितली
298,Schmetterling::N,taqaleqisaaq,तितली
299,Beere::N,paarmaq,बेरी
300,Beere::N,paarngaq,बेरी
301,Apfel::N,iipili,सेब
302,Pilz::N,anngiusaq,खुंबी
303,Zwiebel::N,uanitsoq,प्याज़
304,Saat::N,naatsiiassaq,बीज
305,Korn::N,maannineq,दाना
306,Schale::N,niutsivik,बकला
307,Schale::N,niutsivik,छिलका
308,Schale::N,ilulissaq qaartussaq,बकला
309,Schale::N,ilulissaq qaartussaq,छिलका
310,Grube::N,itersaq,गड्ढा
311,Falle::N,pualavoq,जाल
312,Falle::N,pualavoq,फँदा
313,Schlinge::N,orseq,फँदा
314,Schlinge::N,norloq,फँदा
315,Spur::N,tumaa,सुराग़
316,Spur::N,tumaa,पद-चिह्न
317,Asche::N,arsat,राख
318,Dreck::N,minguk,मैल
319,Dreck::N,minguk,गंदगी
320,Eisen::N,savimineq,लोहा
321,Eisen::N,saffiugassaq,लोहा
322,Gold::N,kuulti,सोना
323,Gold::N,kuulti,स्वर्ण
324,Silber::N,siilviuvoq,रजत
325,Silber::N,siilviuvoq,चाँदी
326,Kohle::N,aamarsuit aamaruutissat,कोयला
327,Glas::N,igalaaq,काँच
328,Glas::N,imertarfik,काँच
329,Glas::N,igalaamineq,काँच
330,Lehm::N,marraq,चिकनी मिट्टी
331,Sand::N,sioqqat,रेत
332,Sand::N,sioqqat,बालू
333,Mensch::N,inuk,मानव
334,Mensch::N,inuk,इनसान
335,Mensch::N,inuk,मनुष्य
336,Mensch::N,silamiu,मानव
337,Mensch::N,silamiu,इनसान
338,Mensch::N,silamiu,मनुष्य
339,Mann::N,angut,आदमी
340,Mann::N,angut,पुरुष
341,Frau::N,arnaq,औरत
342,Frau::N,arnaq,महिला
343,Frau::N,arnaq,स्त्री
344,Kind::N,meeraq,बाल
345,Kind::N,meeraq,बच्चा
346,Junge::N,nukappiaraq,लड़का
347,Mädchen::N,arnannguaq,लड़की
348,Mädchen::N,arnannguaq,कुमारी
349,Familie::N,ilaqutakka,परिवार
350,Familie::N,ilaqutariit,परिवार
351,Großvater::N,aatak,दादा
352,Großmutter::N,aanaq,नानी
353,Eltern::N,angajoqqaat,माँ-बाप
354,Eltern::N,angajoqqaat,माता-पिता
355,Vater::N,ataata,बाप
356,Vater::N,ataata,पिता
357,Vater::N,ataataq,बाप
358,Vater::N,ataataq,पिता
359,Mutter::N,anaana,माँ
360,Mutter::N,anaana,माता
361,Sohn::N,erneq,बेटा
362,Sohn::N,erneq,पुत्र
363,Tochter::N,panik,बेटी
364,Tochter::N,panik,पुत्री
365,Bruder::N,ani,भाई
366,Bruder::N,ani,भ्राता
367,Bruder::N,aqqaluk,भाई
368,Bruder::N,aqqaluk,भ्राता
369,Bruder::N,qatanngut,भाई
370,Bruder::N,qatanngut,भ्राता
371,Schwester::N,naja,बहन
372,Schwester::N,naja,भगिनी
373,Schwester::N,aleqa,बहन
374,Schwester::N,aleqa,भगिनी
375,Schwester::N,qatanngut,बहन
376,Schwester::N,qatanngut,भगिनी
377,Onkel::N,akkak,ताऊ
378,Onkel::N,akkak,काका
379,Tante::N,aja,बूआ
380,Tante::N,aja,फूफी
381,Tante::N,aja,ख़ाला
382,Tante::N,ajak,बूआ
383,Tante::N,ajak,फूफी
384,Tante::N,ajak,ख़ाला
385,Tante::N,atsak,बूआ
386,Tante::N,atsak,फूफी
387,Tante::N,atsak,ख़ाला
388,Ehemann::N,ui,पति
389,Ehemann::N,ui,शौहर
390,Ehefrau::N,nuliaq,बीवी
391,Freude::N,tipaatsussuseq,आनंद
392,Freude::N,tipaatsussuseq,प्रसन्नता
393,Gelächter::N,illaq,हँसी
394,Gelächter::N,illaq,क़हक़हा
395,Glück::N,usornaat,आनंद
396,Glück::N,usornaat,ख़ुशी
397,Glück::N,usornarsuseq,आनंद
398,Glück::N,usornarsuseq,ख़ुशी
399,Wunsch::N,kissaat,इच्छा
400,Wunsch::N,kissaat,अभिलाषा
401,Lust::N,illigussuseq,चाह
402,Lust::N,illigussuseq,कामना
403,Lust::N,piummaseq,चाह
404,Lust::N,piummaseq,कामना
405,Geist::N,anerneq,जान
406,Geist::N,anerneq,प्राण
407,Geist::N,toornaq,जान
408,Geist::N,toornaq,प्राण
409,Gedanke::N,isumassaq,विचार
410,Gedächtnis::N,eqqaamannissuseq,याददाश्त
411,Gedächtnis::N,eqqaamannissuseq,स्मरण-शक्ति
412,Verstand::N,isuma,समझ
413,Verstand::N,isuma,अक़्ल
414,Verstand::N,isuma,बुद्धि
415,Verstand::N,sianissut,समझ
416,Verstand::N,sianissut,अक़्ल
417,Verstand::N,sianissut,बुद्धि
418,Verstand::N,misigissut,समझ
419,Verstand::N,misigissut,अक़्ल
420,Verstand::N,misigissut,बुद्धि
421,Verstand::N,sianissuseq,समझ
422,Verstand::N,sianissuseq,अक़्ल
423,Verstand::N,sianissuseq,बुद्धि
424,Verstand::N,silaqassuseq,समझ
425,Verstand::N,silaqassuseq,अक़्ल
426,Verstand::N,silaqassuseq,बुद्धि
427,Sinn::N,isuma,अर्थ
428,Grund::N,patsit,वजह
429,Grund::N,patsit,कारण
430,Wahrheit::N,sallusuissut,सत्य
431,Wahrheit::N,sallusuissut,सच्चाई
432,Märchen::N,oqalualaarut,क़िस्सा
433,Märchen::N,oqaluasaaq,क़िस्सा
434,Erzählung::N,oqaluttuaq,कथा
435,Erzählung::N,oqaluttuaq,कहानी
436,Nachricht::N,oqaassut,सूचना
437,Nachricht::N,oqaassut,समाचार
438,Nachricht::N,oqqersuut,सूचना
439,Nachricht::N,oqqersuut,समाचार
440,Neuigkeit::N,tusarnartaq,ख़बर
441,Neuigkeit::N,tusarnartaq,समाचार
442,Name::N,ateq,नाम
443,Rätsel::N,nalorsitsaarut,पहेली
444,Rede::N,oqaluuseq,वचन
445,Rede::N,oqaluuseq,भाषण
446,Sprache::N,oqaatsit,भाषा
447,Sprache::N,oqaatsit,ज़बान
448,Stimme::N,erinaq,स्वर
449,Stimme::N,erinaq,आवाज़
450,Stimme::N,qarluuseq,स्वर
451,Stimme::N,qarluuseq,आवाज़
452,Wort::N,oqaasii,शब्द
453,Wort::N,oqaasii,लफ़्ज़
454,Zeichen::N,nalunaaqqut,निशान
455,Ruf::N,qaaqqussut,पुकार
456,Ruf::N,qaaqqussut,आह्वान
457,Lärm::N,perpaluk,शोर
458,Lärm::N,perpaluk,हुल्लड़
459,Laut::N,torsukattak,स्वर
460,Laut::N,torsukattak,ध्वनि
461,Ton::N,erinaq,सुर
462,Ton::N,erinaq,स्वर
463,Lied::N,taalliaq,गीत
464,Lied::N,erinarsuut,गीत
465,Ruhe::N,qatsunganeq,आराम
466,Ruhe::N,qatsunganeq,ख़ामोशी
467,Leute::N,inuiak,लोग
468,Leute::N,inuiaqatigiit,लोग
469,Volk::N,inuiaat,क़ौम
470,Volk::N,inuiaat,प्रजा
471,Arbeit::N,suliaq,काम
472,Gast::N,qaaqqusaq,अतिथि
473,Gast::N,qaaqqusaq,मेहमान
474,Geschenk::N,pajugut,उपहार
475,Geschenk::N,pajugut,तोहफ़ा
476,Hilfe::N,annertoqqut,मदद
477,Hilfe::N,annertoqqut,सहायता
478,Freund::N,tiliaq,मित्र
479,Freund::N,ikinngut,मित्र
480,Kamerad::N,tiliaq,साथी
481,Kamerad::N,tiliaq,कामरेड
482,Kamerad::N,ikinngut,साथी
483,Kamerad::N,ikinngut,कामरेड
484,Art::N,ileqquuseq,तरह
485,Art::N,ileqquuseq,क़िस्म
486,Stück::N,nakkaalaniku,फाँक
487,Stück::N,nakkaalaniku,टुकड़ा
488,Teil::N,tassiaasat,भाग
489,Teil::N,tassiaasat,हिस्सा
490,Hälfte::N,affaq,अर्धभाग
491,Kreis::N,kaajaluinneq or kaajaluitsoq,चक्कर
492,Kreuz::N,sanningasulik,सलीब
493,Kreuz::N,sanningasulik,क्रूस
494,Linie::N,tittaq,लाइन
495,Linie::N,titarneq,लाइन
496,Abstand::N,aku,अंतर
497,Abstand::N,aku,फ़ासला
498,Abstand::N,ikiaq,अंतर
499,Abstand::N,ikiaq,फ़ासला
500,Entfernung::N,asi,दूरी
501,Entfernung::N,asi,फ़ासला
502,Gegend::N,nuna,इलाक़ा
503,Platz::N,ini,जगह
504,Platz::N,ini,स्थान
505,Platz::N,inissaq,जगह
506,Platz::N,inissaq,स्थान
507,Ort::N,sumiiffik,स्थल
508,Ort::N,sumiiffik,स्थान
509,Seite::N,saneraq,ओर
510,Seite::N,saneraq,तरफ़
511,Mitte::N,qiteq,बीच
512,Mitte::N,qiteq,मध्य
513,Sache::N,pigisaq,चीज़
514,Sache::N,pigisaq,वस्तु
515,Rand::N,sini,छोर
516,Rand::N,sini,उपांत
517,Rand::N,akerfineq,छोर
518,Rand::N,akerfineq,उपांत
519,Kante::N,akerfineq,कोर
520,Kante::N,akerfineq,किनारा
521,Ecke::N,teqeqqoq,कोना
522,Ecke::N,teqeqqoq,नुक्कड़
523,Ecke::N,tikeqqoq,कोना
524,Ecke::N,tikeqqoq,नुक्कड़
525,Spitze::N,inngik,नोक
526,Ende::N,isu,छोर
527,Ende::N,isu,सिरा
528,Loch::N,putu,छेद
529,Loch::N,putu,सूराख़
530,Winkel::N,teqeqqorissaat,कोण
531,Winkel::N,teqeqqorissaat,कोना
532,Muster::N,ilisserut,नमूना
533,Muster::N,ilisserut,डिज़ाइन
534,Größe::N,angissuseq,परिमाण
535,Größe::N,angissuseq,विस्तार
536,Länge::N,takissuseq,लंबाई
537,Gewicht::N,oqimaalutaq,भार
538,Gewicht::N,oqimaalutaq,वज़न
539,Menge::N,amerlassuseq,मात्रा
540,Haufen::N,eqimattat,ढेर
541,Haufen::N,eqimattat,अंबार
542,Reihe::N,allunaasaq,क़तार
543,Reihe::N,allunaasaq,पंक्ति
544,Boot::N,qajaq,नाव
545,Boot::N,qajaq,नौका
546,Boot::N,angallat,नाव
547,Boot::N,angallat,नौका
548,Boot::N,umiatsiaq,नाव
549,Boot::N,umiatsiaq,नौका
550,Ruder::N,iput,चप्पू
551,Schlitten::N,qamutit,बर्फ़-गाड़ी
552,Schlitten::N,qimusseq,बर्फ़-गाड़ी
553,Ski::N,ataarut,स्की
554,Last::N,nammagaq,भार
555,Schritt::N,allorneq,डग
556,Schritt::N,allorneq,क़दम
557,Norden::N,avannaq,उत्तर
558,Süden::N,qava,दक्खिन
559,Süden::N,kujat,दक्खिन
560,Süden::N,kujataa,दक्खिन
561,Westen::N,kitaa,पश्चिम
562,Osten::N,kangi,पूरब
563,Holz::N,qisuk,काठ
564,Holz::N,qisuk,काष्ठ
565,Brett::N,salliligaq,पटरा
566,Brett::N,salliligaq,तख़्ता
567,Platte::N,qaateq,फलक
568,Platte::N,qaateq,तख़्ता
569,Stütze::N,ajagutaq,टेक
570,Stütze::N,ajagutaq,थूनी
571,Stütze::N,ajaagutaq,टेक
572,Stütze::N,ajaagutaq,थूनी
573,Stange::N,kaaviffik,छड़
574,Stange::N,kaaviffik,बाँस
575,Stock::N,ajaappissat,लाठी
576,Stab::N,ajaappissat,लग्गा
577,Rohr::N,sullulik,नल
578,Haus::N,illu,घर
579,Haus::N,illu,मकान
580,Ofen::N,kissarsuut,चूल्हा
581,Fußboden::N,nateq,फ़र्श
582,Tisch::N,allattarfik,मेज़
583,Stuhl::N,issiavik,कुरसी
584,Stuhl::N,issiaffik,कुरसी
585,Wiege::N,uaasoq,पालना
586,Wiege::N,uaasoq,हिंडोला
587,Bett::N,nallavik,खाट
588,Bett::N,nallavik,पलंग
589,Regal::N,ilisivik,शेल्फ़
590,Kiste::N,sakissat,पेटी
591,Kiste::N,sakissat,डिब्बा
592,Kiste::N,illerfiusaq,पेटी
593,Kiste::N,illerfiusaq,डिब्बा
594,Fenster::N,aki,खिड़की
595,Fenster::N,igalaaq,खिड़की
596,Tür::N,matu,द्वार
597,Tür::N,matu,दरवाज़ा
598,Tor::N,isaaffik,फाटक
599,Zaun::N,saputit,बाड़ा
600,Dach::N,qaliaq,छत
601,Dach::N,qaliaq,छप्पर
602,Leiter::N,tummeqqat,सीढ़ी
603,Leiter::N,majuartarfiit,सीढ़ी
604,Besen::N,saligutit,झाड़ू
605,Besen::N,saligutit,बुहारी
606,Spaten::N,nivaataq,कुदाल
607,Schaufel::N,nivaataq,बेलचा
608,Schaufel::N,nivaataq,फावड़ा
609,Gabel::N,qilluaq,काँटा
610,Gabel::N,ajassaatit,काँटा
611,Löffel::N,alussaat,चम्मच
612,Messer::N,savik,छुरा
613,Messer::N,savik,चाक़ू
614,Nagel::N,kukik,कील
615,Nagel::N,kukik,मेख़
616,Netz::N,anguffaseq,जाल
617,Haken::N,nissik,अंकुश
618,Haken::N,qarsorsaq,अंकुश
619,Haken::N,qarsorsartoq,अंकुश
620,Griff::N,ipi,मूठ
621,Griff::N,ipi,हत्था
622,Schloss::N,illussaarsuaq,ताला
623,Bild::N,assiliaq,चित्र
624,Figur::N,kisitsit,मूर्ति
625,Puppe::N,inuusaq,पुतली
626,Puppe::N,inuusaq,गुड़िया
627,Bündel::N,qilertaq,पुलिंदा
628,Tasche::N,pooqattaq,बेग
629,Tasche::N,pooqattaq,बस्ता
630,Deckel::N,matu,ढक्कन
631,Geschirr::N,anut,बरतन-भाँड़े
632,Tasse::N,tiitorfik,प्याला
633,Tasse::N,tiitorfiup ilorlia,प्याला
634,Topf::N,qoqqoq,देग़चा
635,Kessel::N,uunnaavik,देग़
636,Kessel::N,uunnaavik,बटलोई
637,Essen::N,igaaq,खाना
638,Nahrung::N,neqissaq,भोजन
639,Speise::N,nerisassat,खाना
640,Speise::N,nerisassat,व्यंजन
641,Fleisch::N,neqi,मांस
642,Fleisch::N,neqi,गोश्त
643,Getreide::N,maannineq,अनाज
644,Brot::N,iffit,रोटी
645,Brot::N,iffiaq,रोटी
646,Scheibe::N,igalaassiaq,कतला
647,Fett::N,tarnutissaq,वसा
648,Fett::N,tarnutissaq,चरबी
649,Fett::N,tarnutissiaq,वसा
650,Fett::N,tarnutissiaq,चरबी
651,Butter::N,punneq,मक्खन
652,Öl::N,uulia,तेल
653,Salz::N,taratsut,नमक
654,Suppe::N,qajoq,सूप
655,Suppe::N,qajoq,शोरबा
656,Honig::N,tungusunnitsuut,शहद
657,Milch::N,immuk,दूध
658,Tee::N,tii,चाय
659,Tee::N,teeq,चाय
660,Wolle::N,nuersagassiaq,ऊन
661,Stoff::N,milliaq,कपड़ा
662,Stoff::N,qarlissiaq,कपड़ा
663,Nadel::N,meqqut,सूई
664,Faden::N,ujalussiaq,डोरा
665,Knopf::N,attat,बटन
666,Knopf::N,attat,घुंडी
667,Knoten::N,akeroq,गाँठ
668,Knoten::N,akeroq,गुत्थी
669,Knoten::N,qilerneq,गाँठ
670,Knoten::N,qilerneq,गुत्थी
671,Farbe::N,qalipaat,रंग
672,Farbe::N,qalipaat,वर्ण
673,Kleidung::N,atisat,पहनावा
674,Kleidung::N,annoraaq,पहनावा
675,Hemd::N,ilupaaq,कुरता
676,Hemd::N,ilupaaq,क़मीज़
677,Kragen::N,qungasiinnaq,गरदनी
678,Kragen::N,qungasiinnaq,गरेबान
679,Ärmel::N,aaq,आस्तीन
680,Hose::N,qarliit,पैंट
681,Hose::N,qarliit,पतलून
682,Gürtel::N,qiterut,पेटी
683,Gürtel::N,qiterut,मेखला
684,Gürtel::N,unngersaq,पेटी
685,Gürtel::N,unngersaq,मेखला
686,Mütze::N,nasaq,टोपी
687,Schuh::N,skuu,जूता
688,Schuh::N,ikernuk,जूता
689,Schuh::N,ateraasaq,जूता
690,Stiefel::N,kamik,बूट
691,Ring::N,assammiu,अँगूठी
692,Band::N,qilerutissiaq,पट्टी
693,Kamm::N,illaagutit,कंघी
694,Kamm::N,illaajaatit pl.,कंघी
695,Spiegel::N,tarrarsuut,आईना
696,Spiegel::N,tarrarsuut,दर्पण
697,Riemen::N,allunaaq,तसमा
698,Riemen::N,allunaaq,पट्टा
699,Schnur::N,kujaaq,डोरी
700,Schnur::N,kujaaq,सुतली
701,Schnur::N,allunaasaq,डोरी
702,Schnur::N,allunaasaq,सुतली
703,Leine::N,aleq,रस्सी
704,Decke::N,qipik,रज़ाई
705,Kissen::N,akit,तकिया
