,Concept_ID,kk,mrj
97,Regenbogen::N,кемпірқосақ,шанавӹл
98,Donner::N,күн күркіреу,хӹдӹртӹш
99,Strömung::N,ағын,йогы
100,Tropfen::N,тамшы,капльы
101,Tropfen::N,тамшы,капльык
102,Schaum::N,көбік,шонг
103,Schmutz::N,кір,лявӹрӓ
104,See::N,көл,йӓр
105,Sumpf::N,саз,лӱкӹ
106,Moor::N,саз,куп
107,Wiese::N,шалғын,алык
108,Wald::N,орман,шӹргӹ
109,Hügel::N,төбе,пӱгӹрикӓ
110,Hügel::N,белес,пӱгӹрикӓ
111,Hügel::N,белес-белес,пӱгӹрикӓ
112,Anhöhe::N,дөң,кӱкшикӓ
113,Anhöhe::N,адыр,кӱкшикӓ
114,Anhöhe::N,қырат,кӱкшикӓ
115,Berg::N,тау,кырык
116,Gipfel::N,төбе,неркӓ
117,Höhle::N,үңгір,ы́раж
118,Abhang::N,бауыр,полом
119,Quelle::N,қайнар,вӹдсӹнзӓ
120,Bach::N,жылға,ӓнгӹр
121,Fluss::N,өзен,вӹд
122,Ufer::N,жиек,сир
123,Küste::N,жиегі,сир
124,Küste::N,жағалау,сир
125,Festland::N,құрылық,мӱлӓндӹ
126,Meer::N,теңіз,тангыж
127,Bucht::N,шығанақ,вӹдъял
128,Insel::N,арал,острок
129,Blume::N,гүл,пеледӹш
130,Gras::N,от,шуды
131,Wurzel::N,түбір,важ
132,Baum::N,ағаш,пушӓнгӹ
133,Baum::N,дарақ,пушӓнгӹ
134,Stamm::N,сояу,пушӓнгӹ тӹнг
135,Stamm::N,оқпан,пушӓнгӹ тӹнг
136,Rinde::N,қабық,каргыж
137,Ast::N,бұтақ,укш
138,Zweig::N,шыбық,укш
139,Blatt::N,жапырақ,листӹ
140,Birke::N,қайың,куги
141,Kiefer[Baum]::N,қарағай,йӓктӹ
142,Weide[Baum]::N,тал,уа
143,Tanne::N,шырша,кож
144,Horn::N,мүйіз,шур
145,Feder::N,қаламұш,пын
146,Fell::N,тері,кавашты
147,Flügel::N,қанат,шылдыр
148,Klaue::N,тырнақ,кӹч
149,Kralle::N,аяқ,лапа
150,Schwanz::N,құйрық,пач
151,Ei::N,жұмыртқа,мыны
152,Nest::N,ұя,пӹжӓш
153,Bau::N,жатақ,ыраж
154,Tier::N,айуан,во́льык
155,Tier::N,жануар,во́льык
156,Herde::N,пада,кӹтö
157,Kuh::N,сиыр,ышкал
158,Bulle::N,өгіз,ӱшкӱж
159,Pferd::N,жылқы,имни
160,Schaf::N,қой,шарык
161,Schwein::N,шошқа,сасна
162,Hund::N,ит,пи
163,Katze::N,мысық,коти
164,Bär::N,аю,мöскӓ
165,Eichhörnchen::N,тиін,ур
166,Elch::N,бұғы,шарды
167,Fuchs::N,түлкі,рӹвӹж
168,Hase::N,қоян,морен
169,Maus::N,қаптесер,каля
170,Wolf::N,бөрі,пирӹ
171,Wolf::N,қасқыр,пирӹ
172,Vogel::N,құс,кек
173,Schwarm::N,топ,цуца
174,Schwarm::N,үйір,цуца
175,Huhn::N,тауық,цӹвӹ
176,Huhn::N,мекиен,цӹвӹ
177,Hahn::N,әтеш,ӓптӓн
178,Hahn::N,қораз,ӓптӓн
179,Gans::N,қаз,комбы
180,Adler::N,бүркіт,кучкыж
181,Ente::N,үйрек,лыды
182,Eule::N,жапалақ,тымана
183,Kranich::N,тырна,тырня
184,Kranich::N,тырна,тыртня
185,Krähe::N,қарға,лудыгарак
186,Kuckuck::N,көкек,куку
187,Schwan::N,аққу,йӱксӹ
188,Fisch::N,балық,кол
189,Barsch::N,алабұға,алангы
190,Hecht::N,шортан,нуж
191,Hecht::N,шортан,нужгол
192,Schlange[Tier]::N,жылан,кӹшкы
193,Wurm::N,шұбалшаң,шукш
194,Spinne::N,өрмекші,ӓнгӹремшӹ
195,Ameise::N,қүмырска,кыткы
196,Laus::N,бит,ти
197,Mücke::N,маса,кужнер
198,Mücke::N,маса,кужынер
199,Fliege::N,шыбын,шӹнгӓ
200,Schmetterling::N,көбелек,лӹпӹ
201,Beere::N,жидек,мöр
202,Apfel::N,алма,олма
203,Pilz::N,қозықұйрық,понгы
204,Pilz::N,саңыраукулақ,понгы
205,Zwiebel::N,жуа,охыра
206,Saat::N,тұқым,нӱшмӹ
207,Saat::N,тұқым,нӱшмӱ
208,Korn::N,дән,пӹрцӹ
209,Heu::N,шөп,шуды
210,Schale::N,қабық,аваха
211,Schale::N,қабық,карлангы
212,Schale::N,қабығы,аваха
213,Schale::N,қабығы,карлангы
214,Grube::N,ор,йӓм
215,Falle::N,дұзақ,лӱдӹ
216,Falle::N,дұзақ,лӱдӹш
217,Falle::N,қақпан,лӱдӹ
218,Falle::N,қақпан,лӱдӹш
219,Schlinge::N,ілмек,онгы
220,Spur::N,із,кишӓ
221,Asche::N,күл,ломых
222,Asche::N,күл,ломпыж
223,Dreck::N,былғаныш,лявӹрӓ
224,Eisen::N,темір,кӹртни
225,Gold::N,алтын,шöртни
226,Gold::N,алтын,шöртньӹ
227,Silber::N,күміс,ши
228,Kohle::N,көмір,шӱ
229,Glas::N,шыны,охоница
230,Lehm::N,балшық,шун
231,Sand::N,құм,ошма
232,Mensch::N,адам,эдем
233,Mann::N,еркек,пӱэргӹ
234,Mann::N,ер адам,пӱэргӹ
235,Frau::N,бике,ӹдӹрӓмӓш
236,Frau::N,қатын,ӹдӹрӓмӓш
237,Kind::N,бала,ӓзӓ
238,Kind::N,бала,шачшы
239,Kind::N,перзент,ӓзӓ
240,Kind::N,перзент,шачшы
241,Junge::N,бала,рвезӹ
242,Junge::N,бала,ӹрвезӹ
243,Junge::N,ер бала,рвезӹ
244,Junge::N,ер бала,ӹрвезӹ
245,Mädchen::N,қыз,ӹдӹрӓш
246,Familie::N,жанұя,йиш
247,Familie::N,жанұя,семня
248,Großvater::N,ата,тьоти
249,Großmutter::N,әже,папа
250,Großmutter::N,әжей,папа
251,Eltern::N,ата-аналар,ӓтя-ӓвӓ
252,Vater::N,әке,ӓтя
253,Mutter::N,ана,ӓвӓ
254,Sohn::N,ұл,эргӹ
255,Tochter::N,қызым,ӹдӹр
256,Bruder::N,бауырым,ӹза
257,Schwester::N,әпке,ӓкӓ
258,Onkel::N,көке,кугуза
259,Tante::N,тәте,куака
260,Ehemann::N,ер,мары
261,Ehefrau::N,зайып,вӓтӹ
262,Freude::N,қуаныш,ӹвӹртӹмӓш
263,Freude::N,сүйініш,ӹвӹртӹмӓш
264,Freude::N,шат-думан,ӹвӹртӹмӓш
265,Freude::N,қуаныштылық,ӹвӹртӹмӓш
266,Gelächter::N,күлу,ваштылмаш
267,Glück::N,бақыт,пиӓл
268,Glück::N,бақыттылық,пиӓл
269,Kummer::N,аза,ясы
270,Kummer::N,қайғы,ясы
271,Kummer::N,қасырет,ясы
272,Wunsch::N,мүдде,охата
273,Wunsch::N,мүдде,шанымаш
274,Lust::N,тәбет,шӓр
275,Lust::N,тәбет,охата
276,Lust::N,тәбет,шанымаш
277,Lust::N,ынтызар,шӓр
278,Lust::N,ынтызар,охата
279,Lust::N,ынтызар,шанымаш
280,Lust::N,құштарлық,шӓр
281,Lust::N,құштарлық,охата
282,Lust::N,құштарлық,шанымаш
283,Geist::N,рух,тух
284,Gedanke::N,ой,шанымаш
285,Gedächtnis::N,ес,ӓш
286,Gedächtnis::N,жады,ӓш
287,Gedächtnis::N,ақыл-ес,ӓш
288,Verstand::N,ақыл,ыш
289,Verstand::N,парасат,ыш
290,Sinn::N,мән,кын
291,Sinn::N,маныз,кын
292,Sinn::N,мағына,кын
293,Sinn::N,мән-мағына,кын
294,Grund::N,себеп,вир
295,Wahrheit::N,рас,тöр
296,Gespräch::N,әңгіме,хытырымаш
297,Märchen::N,ертеп,ямак
298,Märchen::N,ертек,ямак
299,Erzählung::N,әңгіме,шайыштмаш
300,Nachricht::N,хабар,увертӓрӹмӓш
301,Neuigkeit::N,жаңалық,увер
302,Name::N,ат,лӹм
303,Name::N,атау,лӹм
304,Rätsel::N,жұмбақ,тышты
305,Rede::N,сөз,шая
306,Rede::N,сөз,шамак
307,Sprache::N,тіл,йӹлмӹ
308,Stimme::N,үн,юк
309,Stimme::N,әуен,юк
310,Stimme::N,дауыс,юк
311,Wort::N,сөз,шамак
312,Zeichen::N,ишара,палӹ
313,Ruf::N,айғай,сӹгӹрӹмӓш
314,Lärm::N,айғай-шу,юкланымащ
315,Lärm::N,айғай-ұйғай,юкланымащ
316,Laut::N,дыбыс,юк
317,Laut::N,дауыс,юк
318,Ton::N,әуен,юк
319,Lied::N,ән,мыры
320,Lied::N,жыр,мыры
321,Lied::N,ән-жыр,мыры
322,Ruhe::N,тыныштық,тыр
323,Leute::N,кісілер,эдемвлӓ
324,Volk::N,халық,халык
325,Arbeit::N,еңбек,пӓшӓ
326,Gast::N,қонақ,хына
327,Gast::N,мейман,хына
328,Geschenk::N,қадия,подарка
329,Spiel::N,ойын,мадыш
330,Gesellschaft::N,қауым,йӓл
331,Gesellschaft::N,қауым,йӓлвлӓ
332,Gesellschaft::N,жұртшылық,йӓл
333,Gesellschaft::N,жұртшылық,йӓлвлӓ
334,Hilfe::N,жэрдем,палшык
335,Freund::N,дос,тӓнг
336,Kamerad::N,дос-жар,тос
337,Angelegenheit::N,жұмыс,дела
338,Angelegenheit::N,жұмыс,йела
339,Angelegenheit::N,жұмыс,йыла
340,Angelegenheit::N,жұмыс,пӓшӓ
341,Anzahl::N,сан,шот
342,Anzahl::N,саны,шот
343,Art::N,түр,цӹре
344,Stück::N,тілім,лаштык
345,Teil::N,үлес,пай
346,Teil::N,үлес,часть
347,Teil::N,бөлшек,пай
348,Teil::N,бөлшек,часть
349,Hälfte::N,жарты,пел
350,Kreis::N,шеңбер,тӹртӹш
351,Kreuz::N,крест,крестӹ
352,Linie::N,сызық,
353,Strich::N,сызық,
354,Abstand::N,ара,ло
355,Abstand::N,аралық,ло
356,Entfernung::N,аралық,ло
357,Gegend::N,өңір,вӓр
358,Platz::N,орны,вӓр
359,Ort::N,орын,вӓр
360,Seite::N,жақ,öрдӹж
361,Seite::N,бүйір,öрдӹж
362,Mitte::N,ортасы,ло
363,Gegenstand::N,зат,хӓдӹр
364,Gegenstand::N,нәрсе,хӓдӹр
365,Sache::N,бұйым,хӓдӹр
366,Rand::N,шет,шöр
367,Rand::N,шеті,шöр
368,Kante::N,қыр,шöр
369,Kante::N,қыры,шöр
370,Ecke::N,қыры,лык
371,Ecke::N,бұрыш,лык
372,Spitze::N,ұшы,вуй
373,Ende::N,аяқ,вуй
374,Ende::N,аяқ,мычаш
375,Ende::N,соңы,вуй
376,Ende::N,соңы,мычаш
377,Loch::N,тесік,ыраж
378,Winkel::N,мүйіс,лык
379,Muster::N,мәнер,тӹрлец
380,Größe::N,ауқым,кӱкшӹц
381,Größe::N,көлемдік,кӱкшӹц
382,Länge::N,бой,кыт
383,Länge::N,ұзындық,кыт
384,Höhe::N,жоғарылық,кӱкшӹц
385,Höhe::N,биіктік,кӱкшӹц
386,Gewicht::N,салмақ,нелӹц
387,Menge::N,мөлшер,шот
388,Haufen::N,үйме,ара
389,Haufen::N,үйінді,ара
390,Reihe::N,сап,ряд
391,Boot::N,қайық,пыш
392,Ruder::N,ескек,вешлӓ
393,Schlitten::N,шана,тир
394,Ski::N,шаңғы,ечӹ
395,Lagerfeuer::N,алау,тыл
396,Last::N,ауырлық,нелӹц
397,Last::N,ауыр зат,нелӹц
398,Gang::N,жүріс,ход
399,Schritt::N,адым,ашкыл
400,Norden::N,солтүстік,йыдпелвел
401,Norden::N,терістік,йыдпелвел
402,Süden::N,оңтүстік,кечӹвӓлвел
403,Westen::N,батыс,кечӹ шӹцмӹ
404,Osten::N,күншығыс,ирвел
405,Osten::N,күншығыс,кечӹ лӱлтмӹ
406,Holz::N,ағаш,пушӓнгӹ
407,Holz::N,сүрек,пушӓнгӹ
408,Brett::N,тақта,ханга
409,Platte::N,тақта,плитӓ
410,Stütze::N,тіреу,цӓрӓк
411,Stange::N,қада,равы
412,Stange::N,қада,намаш
413,Stock::N,сойыл,панды
414,Stab::N,сырық,равы
415,Rohr::N,құбыр,пыч
416,Haus::N,үй,пöрт
417,Heim::N,үйлі,пöрт
418,Heim::N,шаңырақ,пöрт
419,Ofen::N,ошақ,камака
420,Ofen::N,пеш,камака
421,Fußboden::N,еден,седӹрӓ
422,Tisch::N,үстел,стöл
423,Stuhl::N,орындық,пöкен
424,Wiege::N,бесік,шипкӓ
425,Bett::N,кереует,койка
426,Bett::N,кереует,кравать
427,Regal::N,сөре,полицӓ
428,Kiste::N,жәшік,шӱ́ндӹк
429,Fenster::N,терезе,окня
430,Tür::N,есік,амаса
431,Tor::N,дарбаза,хапка
432,Zaun::N,дуал,забор
433,Dach::N,шатыр,левӓш
434,Leiter::N,саты,ташкалтыш
435,Leiter::N,басқыш,ташкалтыш
436,Besen::N,сыпырғыш,сало
437,Besen::N,сыпырғыш,салко
438,Spaten::N,күрек,кольмы
439,Schaufel::N,қалақ,лоток
440,Gabel::N,аша,ви́лка
441,Gabel::N,шанышқы,ви́лка
442,Löffel::N,қасық,савала
443,Messer::N,пышақ,кӹзӹ
444,Nagel::N,мық,пыда
445,Nagel::N,шеге,пыда
446,Netz::N,керегекөз,вӓпш
447,Haken::N,ілмек,крӱк
448,Haken::N,ілмек,кагак
449,Griff::N,сап,кычем
450,Griff::N,тұтқа,кычем
451,Schloss::N,құлып,замок
452,Schloss::N,құлып,сыравач
453,Schloss::N,бекіткіш,замок
454,Schloss::N,бекіткіш,сыравач
455,Bild::N,сурет,картин
456,Figur::N,тұлға,кӓн
457,Puppe::N,қуыршақ,поханя
458,Beutel::N,қапшық,мешӓк
459,Bündel::N,байлам,топ
460,Bündel::N,байлам,пидӹш
461,Bündel::N,байлам,кӹлдӹш
462,Tasche::N,дорба,сумкы
463,Eimer::N,шелек,ведӹрӓ
464,Deckel::N,жапқыш,комдыш
465,Geschirr::N,ыдыс,ӓтӹ
466,Sack::N,қап,мешӓк
467,Tasse::N,шыныаяқ,цӓшкӓ
468,Topf::N,кәстрөл,ми́ска
469,Kessel::N,қазан,пад
470,Essen::N,ас,качкыш
471,Essen::N,ас,качкыш-йӱш
472,Nahrung::N,ас,качкыш
473,Nahrung::N,ас,качкыш-йӱш
474,Nahrung::N,тамақ,качкыш
475,Nahrung::N,тамақ,качкыш-йӱш
476,Speise::N,тағам,няня
477,Fleisch::N,ет,пай
478,Getreide::N,дәнді,киндӹ
479,Brei::N,ботқа,шӹрӓш
480,Brot::N,күлше,сыкыр
481,Scheibe::N,тілім,ламыт
482,Scheibe::N,тілім,лаштык
483,Fett::N,май,кая
484,Butter::N,май,ӱ
485,Öl::N,май,ӱ
486,Salz::N,тұз,санзал
487,Suppe::N,көже,лем
488,Honig::N,бал,мӱ
489,Milch::N,сүт,шӹшер
490,Tee::N,шай,чӓй
491,Leder::N,көн,шарга
492,Leder::N,көн,кавашты
493,Wolle::N,жүн,миж
494,Stoff::N,мата,матер
495,Stoff::N,мата,матери
496,Stoff::N,кездеме,матер
497,Stoff::N,кездеме,матери
498,Nadel::N,ине,им
499,Faden::N,жіп,шӹртӹ
500,Knopf::N,түйме,полдыш
501,Knoten::N,түйін,пӱкшем
502,Farbe::N,рең,чиӓ
503,Farbe::N,рең,крӓскӓ
504,Kleidung::N,киім,выргем
505,Hemd::N,жейде,тыгыр
506,Kragen::N,жаға,шӱ
507,Ärmel::N,жең,шокш
508,Hose::N,шалбар,ялаш
509,Gürtel::N,белбеу,ӹштӹ
510,Mütze::N,қалпақ,упш
511,Schuh::N,кебіс,ту́фльы
512,Stiefel::N,етік,кем
513,Ring::N,жүзік,шӓргӓш
514,Band::N,таспа,лемтӓ
515,Kamm::N,тарақ,шерге
516,Spiegel::N,айна,тӹгӹр
517,Riemen::N,қайыс,прӓжӓ
518,Schnur::N,жіп,кӓндӹра
519,Leine::N,тізгін,керем
520,Decke::N,көрпе,одеял
521,Kissen::N,жастық,кӹпцӹк
522,Tuch::N,орамал,савыц
523,Handtuch::N,сүлгі,шӹргӹсавыц
524,Handtuch::N,сүлгі,шӹргӹмсавыц
525,Kraft::N,қуат,ви
526,Kraft::N,қарқын,ви
527,Kraft::N,әл-шама,ви
528,Kraft::N,әл-дәрмен,ви
529,Stärke::N,әл,ви
530,Stärke::N,күш,ви
531,Gesundheit::N,денсаулык,шу
532,Gesundheit::N,денсаулык,шулык
533,Krankheit::N,ауру,мыж
534,Schmerz::N,ауру,карштыш
535,Wunde::N,зақым,шушыр
536,Wunde::N,жарақат,шушыр
537,Fieber::N,безгек,ӱштӹмыж
538,Fieber::N,қалтырау,ӱштӹмыж
539,Fieber::N,қызу көтерілуі,ӱштӹмыж
540,Arznei::N,дәрі,лекӓрцӹ
541,Arznei::N,дәрі-дәрмек,лекӓрцӹ
542,Brücke::N,көпір,кӹвер
543,Brunnen::N,құдық,вӹдсӹнзӓ
544,Weide::N,өріс,ныр
545,Weide::N,жайылым,ныр
546,Pfad::N,жол,ялгорны
547,Weg::N,жол,корны
548,Straße::N,жол,корны
549,Dorf::N,ауыл,сола
550,Stadt::N,қала,города
551,Stadt::N,шаһар,города
552,Brief::N,хат,сирмӓш
553,Brief::N,жазу,сирмӓш
554,Buch::N,кітап,книгӓ
555,Buchstabe::N,әріп,буква́
556,Buchstabe::N,қаріп,буква́
557,Zeitung::N,газет,газет
558,Zeitung::N,газет,кайзет
559,Leben::N,өмір,житя
560,Leben::N,тіршілік,житя
561,Tod::N,опат,смöрт
562,Grab::N,мола,шӹгер
563,Grab::N,мола,мыгилӓ
564,Grab::N,мола,шӹгерлӓ
565,Grab::N,мазар,шӹгер
566,Grab::N,мазар,мыгилӓ
567,Grab::N,мазар,шӹгерлӓ
568,Kirche::N,шіркеу,церкӹ
569,Sünde::N,күнә,сулык
570,Gott::N,алла,йымы
571,Gott::N,құдай,йымы
572,Gott::N,тәңірі,йымы
573,Gott::N,пәруардігер,йымы
574,Gott::N,жаратқан тәңірі,йымы
575,Arbeiter::N,жүмысшы,пӓшӓзӹ
576,Chef::N,басшы,вуй
577,Chef::N,жұмыс басқарушысы,вуй
578,Meister::N,шебер,мастар
579,Meister::N,өнерпаз,мастар
580,Arzt::N,дәрігер,доктор
581,Lehrer::N,мұғалім,тымдышы
582,Geld::N,пұл,окса
583,Geschäft::N,бизнес,торге́йӹмӓш
584,Laden::N,дүкен,лапка
585,Laden::N,дүкен,магазин
586,Preis::N,ақы,ӓк
587,Preis::N,құны,ӓк
588,Preis::N,нарық,ӓк
589,Ware::N,тауар,товар
590,Nutzen::N,пайда,пайда
591,Reichtum::N,бақ-дәулет,перке
592,Welt::N,әлем,сӓндӓлӹк
593,Welt::N,әлем,свет
594,Welt::N,жиһан,сӓндӓлӹк
595,Welt::N,жиһан,свет
596,Land::N,аймақ,сӓндӓлӹк
597,Staat::N,мемлекет,кугижӓншӹ
598,König::N,патша,король
599,Macht::N,өкімет,власть
600,Macht::N,қожалық,власть
601,Grenze::N,шек,пӹсмӓн
602,Krieg::N,соғыс,вырсы
603,Feind::N,жау,тышман
604,Feind::N,дұшпан,тышман
605,Gewalt::N,зорлык,ви
606,Gewalt::N,зорлық-зомбылык,ви
607,Kampf::N,күрес,кредӓлмӓш
608,Kampf::N,алыспақ,кредӓлмӓш
609,Bogen[Waffe]::N,саржа,янгеж
610,Pfeil::N,жебе,пикш
611,Gewehr::N,қару,пичӓл
612,Fehler::N,әбес,самынь
613,Fehler::N,қаталық,самынь
614,Lüge::N,өтірік,шая
615,Schaden::N,зиян,вре́дӓ
616,Schaden::N,зарар,вре́дӓ
617,Unglück::N,пәле,пёда
618,Unglück::N,пәле,тымаша
619,Unglück::N,қасырет,пёда
620,Unglück::N,қасырет,тымаша
621,Unglück::N,ауыртпалық,пёда
622,Unglück::N,ауыртпалық,тымаша
623,Schuld::N,айыптылық,вуйнамат
624,Alter::N,жас,иӓш
625,Alter::N,жас,игечӹ
626,Alter::N,жас шамасы,иӓш
627,Alter::N,жас шамасы,игечӹ
628,Schluss::N,ада,пӹтӓртӹш
629,Schluss::N,бітуі,пӹтӓртӹш
630,Zeit::N,уақыт,веремӓ
631,Tag::N,күн,кечӹ
632,Morgen::N,таң,ир
633,Morgen::N,таң,ирок
634,Morgen::N,таңертең,ир
635,Morgen::N,таңертең,ирок
636,Mittag::N,талтүс,кечӹвӓл
637,Abend::N,кеш,вады
638,Nacht::N,түн,йыд
639,Woche::N,апта,ӓрня
640,Monat::N,ай,тӹ́лзӹ
641,Jahr::N,жыл,год
642,Frühling::N,көктем,шошым
643,Sommer::N,жаз,кӓнгӹж
644,Herbst::N,күз,шӹжӹ
645,Winter::N,қыс,тел
646,Winter::N,қыс,телӹ
647,Januar::N,каңтар,январ
648,Januar::N,каңтар,январь
649,Februar::N,ақпан,февраль
650,März::N,наурыз,март
651,April::N,сәуір,апрель
652,Mai::N,мамыр,май
653,Juni::N,маусым,июнь
654,Juli::N,шілде,июль
655,August::N,сүмбіле,август
656,August::N,тамыз,август
657,September::N,қыркүйек,сентябрь
658,Oktober::N,ақырап,октябрь
659,November::N,қараша,ноябрь
660,Dezember::N,желтоқсан,декавыр
661,Montag::N,дүйсенбі,шачмы
662,Dienstag::N,сейсенбі,кышкыжмы
663,Mittwoch::N,сәрсенбі,вӹрчегӹ
664,Donnerstag::N,бейсенбі,изӓрня
665,Freitag::N,жұма,когарня
666,Samstag::N,сенбі,кукшыгечӹ
667,Sonntag::N,жексембі,рушӓрня
668,groß::A,алпамсадай,кого
669,klein::A,кішкене,изи
670,klein::A,қарғадай,изи
671,lang::A,сопақ,кужы
672,lang::A,сорайған,кужы
673,kurz::A,кеспелтек,кӹтӹк
674,breit::A,айдынды,кымда
675,schmal::A,қысық,ӓнгӹсӹр
676,dicht::A,жиі,шӹре
677,dick[Gegenstand]::A,шомбал,кӹжгӹ
678,dünn::A,жұқа,вӹцкӹж
679,dünn::A,жіңішке,вӹцкӹж
680,fein::A,қаңылтақ,пыльга
681,fest::A,берік,цаткыды
682,fest::A,мызғымас,цаткыды
683,flach::A,жалпак,тӓлякӓ
684,glatt::A,типыл,ягылгы
685,hart::A,қатты,пингӹдӹ
686,weich::A,жұмсақ,пышкыды
687,rund::A,домалақ,тӹртӹш
688,spitz::A,үшкір,кашар
689,scharf::A,сүйрік,кашар
690,stumpf::A,доғал,нӹшкӹ
691,stumpf::A,өтпейтін,нӹшкӹ
692,schwer::A,салмақты,нелӹ
693,schön::A,сұлу,цевер
694,schön::A,сұлу,олмыдшы
695,heiß::A,ыссы,шокшы
696,warm::A,жылы,шокшы
697,kalt::A,аязды,ӱштӹ
698,kühl::A,салқын,юалгы
699,kühl::A,салқын,йонгата
700,frisch::A,таза,йонгата
701,frisch::A,жаңа,йонгата
702,feucht::A,нам,ӹлӹкшӹ
703,feucht::A,нам,вӹдӹжгӹ
704,feucht::A,дымқылды,ӹлӹкшӹ
705,feucht::A,дымқылды,вӹдӹжгӹ
706,nass::A,сулы,начкы
707,trocken::A,құрғақ,кукшы
708,voll::A,толы,темшӹ
709,voll::A,толы,темыман
710,leer::A,бос,йӓрӓ
711,offen::A,ашып қойылған,виш
712,geschlossen::A,жабулы,чӱчмӹ
713,geschlossen::A,жабулы,тӹкӹлӓлтшӹ
714,sauber::A,дақсыз,ире
715,sauber::A,мұнтаздай,ире
716,schmutzig::A,айғыз,шоран
717,schmutzig::A,айғыз,лявӹрӓн
718,schmutzig::A,айғыз,шорангшы
719,schmutzig::A,сатпақ,шоран
720,schmutzig::A,сатпақ,лявӹрӓн
721,schmutzig::A,сатпақ,шорангшы
722,schmutzig::A,сатал-сатал,шоран
723,schmutzig::A,сатал-сатал,лявӹрӓн
724,schmutzig::A,сатал-сатал,шорангшы
725,roh::A,шикі,пеле кӱшӹ
726,reif::A,піскен,кӱшӹ
727,lecker::A,дәмді,тотан
728,süß::A,тәтті,мӱӓн
729,bitter::A,ащы,качы
730,sauer::A,қышқыл,шапы
731,hell::A,жарық,соты
732,hell::A,жарық,валгыды
733,hell::A,жарқын,соты
734,hell::A,жарқын,валгыды
