,Concept_ID,la,lez
119,Bach::N,rivus,булах
120,Fluss::N,flumen,вацӏ
121,Ufer::N,ripa,къерех
122,Küste::N,litus,къерех
123,Festland::N,continens,кьурамат
124,Meer::N,mare,гьуьл
125,Bucht::N,sinus,бухта
126,Insel::N,insula,остров
127,Blume::N,flos,цуьк
128,Gras::N,herba,хъач
129,Gras::N,gramen,хъач
130,Wurzel::N,radix,дувул
131,Baum::N,arbor,ттар
132,Stamm::N,truncus,тан
133,Rinde::N,cortex,чкал
134,Ast::N,ramus,тӏур
135,Zweig::N,ramus,хел
136,Blatt::N,folium,пеш
137,Birke::N,betulla,верх
138,Kiefer[Baum]::N,pinus,шамагъаж
139,Weide[Baum]::N,salix,цӏвелин ттар
140,Tanne::N,abies,ель
141,Horn::N,cornu,карч
142,Feder::N,penna,цӏакул
143,Fell::N,pellis,хам
144,Flügel::N,ala,лув
145,Klaue::N,unguis,къармах
146,Kralle::N,unguis,пац
147,Kralle::N,unguis,тапас
148,Schwanz::N,cauda,ттум
149,Ei::N,ovum,кака
150,Nest::N,nidus,муг
151,Bau::N,cavum,тӏеквен
152,Bau::N,latibulum,тӏеквен
153,Tier::N,bestia,гьайван
154,Herde::N,grex,суьруь
155,Kuh::N,vacca,ккал
156,Bulle::N,taurus,яц
157,Bulle::N,taurus,бугъа
158,Pferd::N,equus,балкӏан
159,Schaf::N,ovis,хеб
160,Schwein::N,sus,вак
161,Schwein::N,porcus,вак
162,Hund::N,canis,кицӏ
163,Katze::N,felis,кац
164,Bär::N,ursus,сев
165,Eichhörnchen::N,sciurus,белка
166,Elch::N,alces,лось
167,Fuchs::N,vulpes,сикӏ
168,Hase::N,lepus,къуьр
169,Maus::N,mus,кьиф
170,Wolf::N,lupus,жанавур
171,Vogel::N,avis,луван ничхир
172,Schwarm::N,examen,луж
173,Huhn::N,gallina,верч
174,Hahn::N,gallus,кӏек
175,Gans::N,anser,къаз
176,Adler::N,aquila,лекь
177,Ente::N,anas,пӏатӏ
178,Eule::N,ulula,тӏиб
179,Eule::N,noctua,тӏиб
180,Kranich::N,grus,дурна
181,Krähe::N,cornix,къаргъа
182,Kuckuck::N,cuculus,кукупӏ
183,Schwan::N,olor,къугь
184,Schwan::N,cycnus,къугь
185,Fisch::N,piscis,гъед
186,Barsch::N,perca,окунь
187,Hecht::N,esox,щука
188,Schlange[Tier]::N,serpens,илан
189,Schlange[Tier]::N,serpens,гъуьлягъ
190,Wurm::N,vermis,квак
191,Spinne::N,aranea,хуьшрекан
192,Ameise::N,formica,цегв
193,Laus::N,pediculus,нет
194,Mücke::N,culex,ветӏ
195,Fliege::N,musca,тӏветӏ
196,Schmetterling::N,papilio,чепелукь
197,Beere::N,baca,куьлуь емиш
198,Apfel::N,malum,ич
199,Pilz::N,fungus,къарникъуз
200,Zwiebel::N,cepa,чичӏек
201,Saat::N,seges,тумар
202,Korn::N,granum,твар
203,Heu::N,faenum,векь
204,Heu::N,faenum,векьер
205,Schale::N,putamen,пириш
206,Schale::N,putamen,хъуьруьш
207,Grube::N,fovea,фур
208,Falle::N,pedica,ракьар
209,Schlinge::N,laqueus,гьалкъа
210,Spur::N,vestigium,гел
211,Asche::N,cinis,руьхъ
212,Dreck::N,lutum,чирк
213,Dreck::N,lutum,кьуруш
214,Eisen::N,ferrum,ракь
215,Gold::N,aurum,алтун
216,Silber::N,argentum,гимиш
217,Kohle::N,carbo,цӏивин
218,Glas::N,vitrum,шуьше
219,Lehm::N,lutum,ччеб
220,Sand::N,arena,къум
221,Mensch::N,homo,инсан
222,Mann::N,vir,итим
223,Frau::N,mulier,паб
224,Frau::N,mulier,дишегьли
225,Kind::N,puer,аял
226,Kind::N,infans,аял
227,Junge::N,puer,гада
228,Mädchen::N,puella,руш
229,Familie::N,familia,хзан
230,Familie::N,familia,килфет
231,Großvater::N,avus,чӏехи буба
232,Großmutter::N,avia,чӏехи диде
233,Eltern::N,parentes,диде-буба
234,Vater::N,pater,буба
235,Mutter::N,mater,диде
236,Sohn::N,filius,хва
237,Tochter::N,filia,руш
238,Bruder::N,frater,стха
239,Schwester::N,soror,вах
240,Onkel::N,patruus,ими
241,Onkel::N,patruus,халу
242,Onkel::N,avunculus,ими
243,Onkel::N,avunculus,халу
244,Tante::N,amita,эме
245,Tante::N,amita,хала
246,Ehemann::N,maritus,гъуьл
247,Ehefrau::N,uxor,паб
248,Freude::N,gaudium,шадвал
249,Freude::N,laetitia,шадвал
250,Gelächter::N,risus,хъвер
251,Glück::N,felicitas,бахт
252,Kummer::N,aegritudo,дерт
253,Kummer::N,aegritudo,хажалат
254,Wunsch::N,voluntas,мурад
255,Wunsch::N,desiderium,мурад
256,Lust::N,libido,гьевес
257,Lust::N,voluptas,гьевес
258,Geist::N,mens,руьгь
259,Geist::N,animus,руьгь
260,Gedanke::N,sententia,фикир
261,Gedächtnis::N,memoria,
262,Verstand::N,ratio,акьул
263,Verstand::N,ingenium,акьул
264,Sinn::N,sensus,мана
265,Grund::N,causa,себеб
266,Wahrheit::N,veritas,керчек
267,Wahrheit::N,veritas,гьакъикъат
268,Gespräch::N,sermo,ихтилат
269,Märchen::N,fabula,мах
270,Erzählung::N,fabula,кьиса
271,Erzählung::N,narratio,кьиса
272,Nachricht::N,nuntius,хабар
273,Neuigkeit::N,novitas,цӏийи хабар
274,Name::N,nomen,тӏвар
275,Rätsel::N,aenigma,мискӏал
276,Rede::N,oratio,рахун
277,Sprache::N,lingua,чӏал
278,Stimme::N,vox,ван
279,Wort::N,verbum,гаф
280,Wort::N,vocabulum,гаф
281,Zeichen::N,signum,ишара
282,Ruf::N,clamor,эвер
283,Lärm::N,strepitus,ван-сес
284,Laut::N,sonus,ван
285,Laut::N,sonus,сес
286,Ton::N,sonus,ван-сес
287,Lied::N,carmen,мани
288,Ruhe::N,quies,ласвал
289,Ruhe::N,quies,фаракъат
290,Ruhe::N,quies,асайиш
291,Leute::N,homines,инсанар
292,Volk::N,populus,халкь
293,Arbeit::N,labor,кӏвалах
294,Gast::N,hospes,мугьман
295,Gast::N,conviva,мугьман
296,Geschenk::N,munus,савкьат
297,Spiel::N,ludus,къугъун
298,Gesellschaft::N,societas,жемят
299,Gesellschaft::N,societas,общество
300,Hilfe::N,auxilium,куьмек
301,Hilfe::N,subsidium,куьмек
302,Freund::N,amicus,дуст
303,Kamerad::N,socius,яр-дуст
304,Angelegenheit::N,res,кар
305,Anzahl::N,numerus,сан
306,Anzahl::N,numerus,кьадар
307,Art::N,genus,жуьре
308,Stück::N,frustum,кӏус
309,Stück::N,fragmentum,кӏус
310,Teil::N,pars,пай
311,Hälfte::N,dimidium,зур
312,Hälfte::N,dimidium,зур пай
313,Kreis::N,orbis,круг
314,Kreis::N,orbis,чкаяр
315,Kreis::N,orbis,элкъвей цӏар
316,Kreis::N,circus,круг
317,Kreis::N,circus,чкаяр
318,Kreis::N,circus,элкъвей цӏар
319,Kreuz::N,crux,хаш
320,Linie::N,linea,цӏар
321,Strich::N,lineamentum,цӏар
322,Abstand::N,intervallum,ара
323,Entfernung::N,spatium,мензил
324,Gegend::N,loca,чка
325,Gegend::N,regio,чка
326,Platz::N,locus,ара
327,Ort::N,locus,чка
328,Seite::N,latus,пад
329,Mitte::N,medium,юкь
330,Gegenstand::N,res,затӏ
331,Sache::N,res,шей
332,Sache::N,res,затӏ
333,Rand::N,margo,къерех
334,Kante::N,angulus,син
335,Ecke::N,angulus,пӏипӏ
336,Spitze::N,cacumen,кӏвенкӏв
337,Ende::N,caput,кьил
338,Loch::N,foramen,тӏеквен
339,Winkel::N,angulus,пӏипӏ
340,Muster::N,exemplum,гишир
341,Größe::N,magnitudo,кьадар
342,Länge::N,longitudo,яргъивал
343,Höhe::N,altitudo,кьакьанвал
344,Gewicht::N,pondus,заланвал
345,Menge::N,copia,кьадар
346,Haufen::N,acervus,хара
347,Reihe::N,ordo,жерге
348,Boot::N,navicula,луьткве
349,Ruder::N,remus,кьусу
350,Schlitten::N,sclodia,гъелерар
351,Ski::N,narta,
352,Lagerfeuer::N,ignis,цӏай
353,Last::N,onus,заланвал
354,Gang::N,cursus,ериш
355,Schritt::N,gradus,къадам
356,Norden::N,septentriones,кефер
357,Norden::N,septentriones,кефер пад
358,Süden::N,meridies,кьибле
359,Westen::N,occidens,рагъакӏидай пад
360,Osten::N,oriens,рагъэкъечӏдай пад
361,Holz::N,lignum,кӏарас
362,Brett::N,tabula,кьул
363,Brett::N,tabula,тахта
364,Platte::N,lamina,
365,Stütze::N,adminiculum,даях
366,Stange::N,pertica,юрк
367,Stock::N,baculum,лаш
368,Stab::N,scipio,юрк
369,Rohr::N,tubus,турба
370,Haus::N,aedes,ужагъ
371,Heim::N,domicilium,кӏвал
372,Ofen::N,fornax,пич
373,Fußboden::N,solum,кӏвалин ччил
374,Tisch::N,mensa,стол
375,Stuhl::N,sella,стул
376,Wiege::N,cunae,кьеб
377,Bett::N,lectus,тахт
378,Regal::N,foruli,кьацӏ
379,Kiste::N,cista,ящик
380,Fenster::N,fenestra,дакӏар
381,Tür::N,ianua,рак
382,Tor::N,porta,варар
383,Zaun::N,saepes,пару
384,Dach::N,tectum,къав
385,Leiter::N,scalae,гурар
386,Besen::N,scopae,таран кул
387,Spaten::N,pala,ппер
388,Schaufel::N,pala,хекендаз
389,Gabel::N,fuscinula,шиш
390,Löffel::N,coclear,тӏур
391,Messer::N,culter,чукӏул
392,Nagel::N,clavus,мих
393,Netz::N,rete,чил
394,Haken::N,hamus,къармах
395,Griff::N,manubrium,ттум
396,Schloss::N,claustra,куьлег
397,Bild::N,tabula,шикил
398,Bild::N,tabula,суьрет
399,Bild::N,pictura,шикил
400,Bild::N,pictura,суьрет
401,Figur::N,statunculum,фигура
402,Puppe::N,pupa,нини
403,Beutel::N,sacculus,тагъар
404,Bündel::N,fascis,галгам
405,Tasche::N,sacculus,чанта
406,Eimer::N,situla,ведре
407,Deckel::N,operculum,кьил
408,Deckel::N,operculum,къалпагъ
409,Geschirr::N,vasa,къаб-къажах
410,Sack::N,saccus,чувал
411,Tasse::N,pocillum,сукӏра
412,Topf::N,olla,къажгъан
413,Kessel::N,aenum,къажгъан
414,Essen::N,cena,тӏуьн
415,Nahrung::N,cibus,тӏуьн
416,Nahrung::N,alimenta,тӏуьн
417,Speise::N,cibus,хуьрек
418,Fleisch::N,caro,як
419,Getreide::N,frumentum,техил
420,Brei::N,puls,хапӏа
421,Brei::N,puls,хешил
422,Brot::N,panis,фу
423,Scheibe::N,frustum,чӏук
424,Fett::N,pingue,ягълу
425,Butter::N,butȳrum,гъери
426,Öl::N,oleum,ягълу
427,Salz::N,sal,кьел
428,Suppe::N,ius,суп
429,Suppe::N,ius,шурпа
430,Honig::N,mel,вирт
431,Milch::N,lac,нек
432,Tee::N,thea,чай
433,Leder::N,corium,тумаж
434,Wolle::N,lana,йис
435,Stoff::N,textum,парча
436,Nadel::N,acus,раб
437,Faden::N,filum,гъал
438,Knopf::N,bulla,дуьгме
439,Knoten::N,nodus,тӏвал
440,Farbe::N,pigmentum,ранг
441,Kleidung::N,vestimenta,партал
442,Hemd::N,tunica,перем
443,Kragen::N,collare,хев
444,Ärmel::N,manica,хел
445,Hose::N,bracae,шалвар
446,Gürtel::N,cingulum,чӏул
447,Mütze::N,pilleus,бармак
448,Mütze::N,pilleus,бапӏах
449,Schuh::N,calceus,ботинка
450,Stiefel::N,pero,чекме
451,Stiefel::N,caliga,чекме
452,Ring::N,anulus,тупӏал
453,Band::N,redimiculum,тасма
454,Kamm::N,pecten,регъ
455,Spiegel::N,speculum,гуьзгуь
456,Riemen::N,lorum,къайиш
457,Schnur::N,linum,еб
458,Leine::N,retinaculum,
459,Decke::N,lodix,яргъан
460,Kissen::N,pulvinus,хъуьцуьган
461,Tuch::N,velum,шал
462,Handtuch::N,mantele,дасмал
463,Kraft::N,vis,гуж
464,Stärke::N,robur,къуват
465,Gesundheit::N,valetudo,сагъвал
466,Krankheit::N,morbus,тӏал
467,Schmerz::N,dolor,тӏал
468,Schmerz::N,dolor,тӏарвал
469,Wunde::N,vulnus,хер
470,Fieber::N,febris,ифин
471,Arznei::N,remedium,дарман
472,Brücke::N,pons,муьгъ
473,Brunnen::N,puteus,къуй
474,Weide::N,pascua,уьруьш
475,Pfad::N,semita,рехъ
476,Weg::N,iter,рехъ
477,Straße::N,via,рехъ
478,Dorf::N,vicus,хуьр
479,Stadt::N,urbs,шегьер
480,Stadt::N,oppidum,шегьер
481,Brief::N,epistula,кагъаз
482,Buch::N,liber,улуб
483,Buchstabe::N,littera,гьарф
484,Zeitung::N,diurnum,газета
485,Leben::N,vita,уьмуьр
486,Tod::N,mors,кьиникь
487,Grab::N,sepulcrum,сур
488,Kirche::N,ecclesia,килиса
489,Sünde::N,peccatum,гунагь
490,Gott::N,deus,аллагь
491,Arbeiter::N,operarius,фяле
492,Chef::N,praefectus,гьаким
493,Meister::N,magister,устӏар
494,Arzt::N,medicus,доктор
495,Lehrer::N,magister,муаллим
496,Geld::N,aes,пул
497,Geld::N,pecunia,пул
498,Geschäft::N,negotium,
499,Laden::N,taberna,магазин
500,Preis::N,pretium,къимет
501,Ware::N,merx,мал
502,Ware::N,merx,товар
503,Nutzen::N,utilitas,хийир
504,Nutzen::N,utilitas,менфят
505,Reichtum::N,opes,девлет
506,Reichtum::N,divitiae,девлет
507,Welt::N,mundus,дуьнья
508,Land::N,terra,уьлкве
509,Staat::N,res publica,пачагьлугъ
510,Staat::N,res publica,государство
511,König::N,rex,пачагь
512,Macht::N,potestas,власть
513,Grenze::N,limes,сергьят
514,Krieg::N,bellum,дяве
515,Feind::N,inimicus,душман
516,Gewalt::N,vis,гуж
517,Kampf::N,pugna,женг
518,Bogen[Waffe]::N,arcus,чӏемерук
519,Pfeil::N,sagitta,хьел
520,Gewehr::N,sclopetum,тфенг
521,Fehler::N,error,гъалатӏ
522,Lüge::N,mendacium,ттаб
523,Schaden::N,damnum,зиян
524,Schaden::N,damnum,зарар
525,Schaden::N,detrimentum,зиян
526,Schaden::N,detrimentum,зарар
527,Unglück::N,miseria,бала
528,Unglück::N,miseria,бедбахтвал
529,Unglück::N,calamitas,бала
530,Unglück::N,calamitas,бедбахтвал
531,Schuld::N,culpa,тахсир
532,Alter::N,aetas,яш
533,Schluss::N,finis,эхир
534,Zeit::N,tempus,вяде
535,Tag::N,dies,югъ
536,Morgen::N,mane,пакама
537,Mittag::N,meridies,нисин
538,Abend::N,vesper,няни
539,Nacht::N,nox,йиф
540,Woche::N,septimana,гьафте
541,Monat::N,mensis,варз
542,Jahr::N,annus,йис
543,Frühling::N,ver,гатфар
544,Sommer::N,aestas,гад
545,Herbst::N,autumnus,зул
546,Winter::N,hiems,кьуьд
547,Januar::N,Ianuarius,январь
548,Februar::N,Februarius,февраль
549,März::N,Martius,март
550,April::N,Aprilis,апрель
551,Mai::N,Maius,май
552,Juni::N,Iunius,июнь
553,Juli::N,Iulius,июль
554,August::N,Augustus,август
555,September::N,September,сентябрь
556,Oktober::N,Octobris,октябрь
557,November::N,Novembris,ноябрь
558,Dezember::N,December,декабрь
559,Montag::N,dies lunae,ислен
560,Dienstag::N,dies Martis ,саласа
561,Mittwoch::N,dies Mercurii,арбе
562,Donnerstag::N,dies Iovis,хемис югъ
563,Freitag::N,dies Veneris,жуьмя
564,Freitag::N,dies Veneris,жуьмя югъ
565,Samstag::N,dies Saturni,киш
566,Sonntag::N,dominicus,гьяд
567,Sonntag::N,dies solis,гьяд
568,groß::A,magnus,еке
569,groß::A,magnus,чӏехи
570,klein::A,parvus,гъвечӏи
571,lang::A,longus,яргъи
572,kurz::A,brevis,куьруь
573,breit::A,latus,гьяркьуь
574,schmal::A,angustus,гуьтӏуь
575,dicht::A,densus,къалин
576,dick[Gegenstand]::A,crassus,
577,dünn::A,tenuis,кьелечӏ
578,fein::A,subtilis,шуькӏуь
579,fest::A,solidus,кӏеви
580,fest::A,stabilis,кӏеви
581,flach::A,planus,кьулу
582,glatt::A,levis,цӏалцӏам
583,hart::A,durus,кӏеви
584,weich::A,mollis,хъуьтуьл
585,rund::A,rotundus,элкъвей
586,spitz::A,acutus,хци
587,scharf::A,acer,хци
588,stumpf::A,hebes,къуьруь
589,schwer::A,gravis,залан
590,schön::A,pulcher,иер
591,schön::A,formosus,иер
592,heiß::A,fervidus,кудай
593,warm::A,calidus,чими
594,kalt::A,frigidus,мекьи
595,kühl::A,frigidus,къайи
596,frisch::A,recens,таза
597,frisch::A,recens,михьи
598,feucht::A,umidus,ламу
599,nass::A,madidus,кьежей
600,trocken::A,aridus,кьуру
601,voll::A,plenus,ацӏай
602,leer::A,vacuus,буш
603,leer::A,vacuus,ичӏи
604,offen::A,apertus,ахъа
605,geschlossen::A,clausus,кӏеви
606,sauber::A,lautus,михьи
607,schmutzig::A,sordidus,чиркин
608,schmutzig::A,sordidus,кьацӏай
609,roh::A,crudus,чиг
610,roh::A,crudus,ицӏи
611,reif::A,maturus,дигмиш хьайи
612,lecker::A,delicatus,дадлу
613,süß::A,dulcis,ширин
614,bitter::A,amarus,туькьуьл
615,bitter::A,acerbus,туькьуьл
616,sauer::A,acidus,цуру
617,hell::A,clarus,экуь
618,dunkel::A,obscurus,мичӏи
619,schwarz::A,niger,чӏулав
620,weiß::A,albus,лацу
621,rot::A,ruber,яру
622,gelb::A,flavus,хъипи
623,blau::A,caeruleus,вили
624,grün::A,viridis,къацу
625,grau::A,canus,рехи
626,bunt::A,varius,цӏару
627,bunt::A,varius,яру-цӏару
628,billig::A,vilis,ужуз
629,teuer::A,carus,багьа
630,wertvoll::A,pretiosus,масан
631,blind::A,caecus,буьркьуь
632,taub::A,surdus,биши
633,kräftig::A,robustus,гужлу
634,stark::A,firmus,къуватлу
635,stark::A,validus,къуватлу
636,schwach::A,debilis,такьатсуз
637,schwach::A,infirmus,такьатсуз
638,fett::A,crassus,куьк
639,schlank::A,procerus,шумал
640,hübsch::A,pulcher,гуьрчег
641,böse::A,improbus,пис
642,dumm::A,stultus,ахмакь
643,dumm::A,stupidus,ахмакь
644,faul::A,piger,тенпел
645,fleißig::A,sedulus,сяй ийидай
646,fleißig::A,sedulus,сяйи ийидай
647,geizig::A,avarus,мискьи
648,klug::A,prudens,акьуллу
649,geschickt::A,sollers,магьир
650,lieb::A,carus,играми
651,lustig::A,iocosus,шад
652,sanft::A,clemens,назик
653,sanft::A,clemens,милайим
654,hungrig::A,impastus,гишин
655,krank::A,aeger,кефсуз
656,nackt::A,nudus,кьецӏил
657,traurig::A,maestus,пашман
658,lebendig::A,vivus,ччан алай
659,gut::A,bonus,хъсан
660,gut::A,bonus,вижевай
661,schlecht::A,malus,пис
662,richtig::A,rectus,дуьз
663,schlimm::A,malus,нифретлу
664,wahr::A,verus,гьакъикъи
665,alt::A,antiquus,эски
666,alt::A,antiquus,куьгьне
667,neu::A,novus,цӏийи
668,ehemalig::A,pristinus,виликан
669,alt[Lebewesen]::A,vetus,кьуьзуь
670,jung::A,iuvenis,жегьил
671,arm::A,pauper,кесиб
672,reich::A,dives,девлетлу
673,bekannt::A,notus,чидай
674,berühmt::A,celeber,машгьур
675,berühmt::A,illustris,машгьур
676,fremd::A,peregrinus,ччара
677,verschieden::A,varius,жуьреба-жуьре
678,nah::A,propinquus,мукьвал
679,fern::A,longinquus,яргъал
680,linker::A,sinister,чапла
681,rechter::A,dexter,эрчӏи
682,anderer::A,alius,маса
683,anderer::A,alius,муькуь
684,erster::A,primus,сад лагьай
685,zweiter::A,secundus,кьвед лагьай
686,dritter::A,tertius,пуд лагьай
687,letzter::A,ultimus,эхиримжи
688,allein::ADV,solum,кьилди
689,auf einmal::ADV,simul,
690,zusammen::ADV,una,санал
691,lange::ADV,diu,яргъалди
692,plötzlich::ADV,subito,садлагьана
693,plötzlich::ADV,repente,садлагьана
694,sofort::ADV,statim,гьасятда
695,später::ADV,postea,гуьгъуьнлай
696,jetzt::ADV,nunc,гила
697,heute::ADV,hodie,къе
698,morgen::ADV,cras,пака
699,bald::ADV,mox,мукьва
700,bald::ADV,mox,мукьвара
701,dann::ADV,deinde,ахпа
702,gestern::ADV,heri,накь
703,einst::ADV,olim,садра
704,damals::ADV,tum,а чӏавуз
705,danach::ADV,postea,ахпа
706,vorher::ADV,antea,вилик
707,zuerst::ADV,primo,сифте
708,einmal::ADV,semel,садра
709,manchmal::ADV,interdum,гагь-гагь
710,oft::ADV,saepe,гзаф вахтара
711,immer::ADV,semper,гьамиша
712,niemals::ADV,numquam,са чӏавузни
713,niemals::ADV,numquam,са вахтундани
714,hier::ADV,hic,ина
715,hierhin::ADV,huc,иниз
716,von hier::ADV,hinc,инай
717,dort::ADV,ibi,ана
718,dorthin::ADV,eo,аниз
719,geradeaus::ADV,recte,дуьз
720,vorwärts::ADV,porro,вилик
721,vorwärts::ADV,porro,виликди
722,rückwärts::ADV,retro,кьулухъ
723,zurück::ADV,retro,
724,unten::ADV,infra,агъада
725,hinab::ADV,pessum,агъуз
726,oben::ADV,supra,винел
727,hinauf::ADV,sursum,виниз
728,überall::ADV,ubique,вирина
729,nicht::ADV,non,ваъ
730,ein wenig::ADV,paulum,са тӏимил
731,kaum::ADV,vix,жизви
732,kaum::ADV,aegre,жизви
733,sehr::ADV,valde,лап
734,sehr::ADV,magnopere,лап
735,so::ADV,ita,икӏ
736,noch::ADV,etiam,гьеле
737,nur::ADV,solum,анжах
738,nur::ADV,tantum,анжах
739,schon::ADV,iam,хъувуна
740,schon::ADV,iam,мадни дардиз
741,schon::ADV,iam,мадни гуьтӏуьз
742,schon::ADV,iam,мадни гуьтӏуь я
743,wieder::ADV,rursus,
744,vergebens::ADV,frustra,нагьакь
745,vergebens::ADV,frustra,нагьакьа
746,vor::PRP,ante,вилик
747,hinter::PRP,post,кьулухъ
748,unter::PRP,sub,кӏаник
749,durch::PRP,per,арадай
750,durch::PRP,per,-кай хкатна
751,neben::PRP,iuxta,патав
752,neben::PRP,iuxta,мукьув
753,zwischen::PRP,inter,ара
754,zwischen::PRP,inter,арада
755,wegen::PRP,propter,гъиляй
756,dies::PRN,hoc,и
757,dies::PRN,hoc,им
758,das::PRN,id,а
759,das::PRN,id,ам
760,alles::PRN,omnia,вири
761,alles::PRN,omnia,михьиз
762,ich::PRN,ego,за
763,ich::PRN,ego,зун
764,du::PRN,tu,вун
765,er::PRN,is,ам
766,er::PRN,is,гьа
767,er::PRN,ille,ам
768,er::PRN,ille,гьа
769,wir::PRN,nos,чун
770,ihr::PRN,vos,куьн
771,sie::PRN,ii,абур
772,sie::PRN,illi,абур
773,was::FPRN,quid,вуч
774,wer::FPRN,quis,вуж
775,wo::FADV,ubi,гьина
776,wohin::FADV,quo,гьиниз
777,wie::FADV,quomodo,гьикӏ
778,warum::FADV,cur,вучиз
779,wieviel::FNUM,quantum,шумуд
780,eins::NUM,unus,са
781,zwei::NUM,duo,кьвед
782,drei::NUM,tres,пуд
783,vier::NUM,quattuor,кьуд
784,fünf::NUM,quinque,вад
785,sechs::NUM,sex,ругуд
786,sieben::NUM,septem,ирид
787,acht::NUM,octo,муьжуьд
788,neun::NUM,novem,кӏуьд
789,zehn::NUM,decem,цӏуд
790,elf::NUM,undecim,цӏусад
791,zwölf::NUM,duodecim,цӏикьвед
792,zwanzig::NUM,viginti,къад
793,dreißig::NUM,triginta,къанницӏуд
794,vierzig::NUM,quadraginta,яхцӏур
795,fünfzig::NUM,quinquaginta,яхцӏурни цӏуд
796,sechzig::NUM,sexaginta,пудкъад
797,siebzig::NUM,septuaginta,пудкъанни цӏуд
798,achtzig::NUM,octoginta,кьудкъад
799,neunzig::NUM,nonaginta,кьудкъанни цӏуд
800,hundert::NUM,centum,виш
801,tausend::NUM,mille,агъзур
