,Concept_ID,xal,es
207,Asche::N,үмсн,ceniza
208,Dreck::N,бальчг,suciedad
209,Eisen::N,төмр,hierro
210,Gold::N,алтн,oro
211,Silber::N,мөңгн,plata
212,Silber::N,цаһан мөңгн,plata
213,Kohle::N,нүүрсн,carbón
214,Glas::N,шил,vidrio
215,Glas::N,шил,cristal
216,Lehm::N,шавр,barro
217,Sand::N,элсн,arena
218,Mensch::N,күн,hombre
219,Mensch::N,күн,ser humano
220,Mensch::N,күмн,hombre
221,Mensch::N,күмн,ser humano
222,Mann::N,эр,hombre
223,Frau::N,күүкд күн,mujer
224,Kind::N,үрн,niño
225,Junge::N,көвүн,chico
226,Junge::N,көвүн,muchacho
227,Mädchen::N,бичкн күүкн,chica
228,Mädchen::N,бичкн күүкн,muchacha
229,Familie::N,бүл,familia
230,Großvater::N,өвк эцк,abuelo
231,Großvater::N,наһц эцк,abuelo
232,Großmutter::N,эмг эк,abuela
233,Großmutter::N,наһц эк,abuela
234,Eltern::N,эк эцк хойр,padres
235,Vater::N,эцк,padre
236,Mutter::N,эк,madre
237,Sohn::N,көвүн,hijo
238,Tochter::N,күүкн,hija
239,Bruder::N,дү көвүн,hermano
240,Schwester::N,эгч,hermana
241,Schwester::N,дү күүкн,hermana
242,Onkel::N,авһ,tío
243,Onkel::N,наһцх,tío
244,Tante::N,наһц эгч,tía
245,Ehemann::N,залу,esposo
246,Ehefrau::N,гергн,esposa
247,Freude::N,байр,placer
248,Freude::N,байр,alegría
249,Gelächter::N,инәдн,risa
250,Gelächter::N,инәдн,carcajada
251,Glück::N,җирһл,felicidad
252,Glück::N,сәәхн җирһл,felicidad
253,Kummer::N,зовлң,pena
254,Wunsch::N,дурн,deseo
255,Lust::N,җилвтлһн,ganas
256,Geist::N,зөрг,mente
257,Geist::N,зөрг,espíritu
258,Gedanke::N,ухан,idea
259,Gedanke::N,ухан,pensamiento
260,Gedächtnis::N,чееҗин тодлвр,memoria
261,Verstand::N,ухан,razón
262,Verstand::N,ухан,entendimiento
263,Sinn::N,учр-утх,sentido
264,Sinn::N,учр-утх,significado
265,Grund::N,учр,causa
266,Grund::N,шалтан,causa
267,Wahrheit::N,үнн,verdad
268,Gespräch::N,күүндвүр,conversación
269,Märchen::N,тууль,cuento
270,Erzählung::N,келвр,cuento
271,Erzählung::N,келвр,narración
272,Nachricht::N,медүллһн,mensaje
273,Neuigkeit::N,зәңг,noticia
274,Name::N,нерн,nombre
275,Rätsel::N,тәәлвртә тууль,acertijo
276,Rätsel::N,тәәлвртә тууль,adivinanza
277,Rede::N,келлһн,discurso
278,Sprache::N,келн,lengua
279,Stimme::N,дун,voz
280,Wort::N,үг,palabra
281,Zeichen::N,темдг,señal
282,Ruf::N,дуудлһн,llamada
283,Lärm::N,шууган,ruido
284,Lärm::N,шууган,barullo
285,Laut::N,ә,sonido
286,Ton::N,дун,tono
287,Lied::N,дун,canción
288,Ruhe::N,амулң,calma
289,Ruhe::N,амулң,silencio
290,Leute::N,әмтн,gente
291,Volk::N,улс,pueblo
292,Arbeit::N,көдлмш,trabajo
293,Gast::N,гиич,huésped
294,Gast::N,гиич,invitado
295,Geschenk::N,белг,regalo
296,Spiel::N,наадн,juego
297,Gesellschaft::N,олн,compañía
298,Hilfe::N,нөкд,ayuda
299,Hilfe::N,нөкд,socorro
300,Freund::N,иньг,amigo
301,Kamerad::N,үр,camarada
302,Kamerad::N,үр,compañero
303,Angelegenheit::N,керг,asunto
304,Anzahl::N,то,cantidad
305,Art::N,зүүл,tipo
306,Art::N,зүүл,clase
307,Stück::N,хусг,pieza
308,Teil::N,хүв,parte
309,Hälfte::N,өрәл,mitad
310,Kreis::N,төгрг,círculo
311,Kreuz::N,кирс,cruz
312,Linie::N,зурасн,línea
313,Strich::N,татасн,raya
314,Strich::N,татасн,trazo
315,Abstand::N,зә,distancia
316,Entfernung::N,һазр,distancia
317,Gegend::N,һазр,región
318,Gegend::N,һазр,comarca
319,Platz::N,зә,espacio
320,Ort::N,бәәрн,sitio
321,Seite::N,тал,lado
322,Seite::N,тал,costado
323,Seite::N,хаҗу,lado
324,Seite::N,хаҗу,costado
325,Seite::N,хәврһ,lado
326,Seite::N,хәврһ,costado
327,Mitte::N,дунд,medio
328,Mitte::N,дунд,centro
329,Gegenstand::N,юмн,objeto
330,Sache::N,юмн,cosa
331,Rand::N,зах,borde
332,Kante::N,ирмәг,borde
333,Ecke::N,өнцг,esquina
334,Spitze::N,үзүр,punta
335,Ende::N,үзүр,cabo
336,Ende::N,үзүр,extremo
337,Loch::N,хаһрха,agujero
338,Loch::N,хаһрха,abertura
339,Winkel::N,булң,ángulo
340,Muster::N,намч,dibujo
341,Größe::N,кемҗән,tamaño
342,Länge::N,ут,longitud
343,Höhe::N,өндр,altura
344,Höhe::N,өндр,altitud
345,Gewicht::N,күнд,peso
346,Gewicht::N,чиңнүр,peso
347,Menge::N,ик,cantidad
348,Haufen::N,ова,montón
349,Reihe::N,зерг,fila
350,Reihe::N,зерглән,fila
351,Boot::N,оңһц,bote
352,Boot::N,оңһц,barca
353,Ruder::N,хәәв,remo
354,Schlitten::N,цан,trineo
355,Ski::N,лыҗ,esquí
356,Lagerfeuer::N,костёр,hoguera
357,Last::N,күнд,carga
358,Gang::N,йовлһн,marcha
359,Schritt::N,ишкм,paso
360,Norden::N,ар үзг,norte
361,Süden::N,өмн,sur
362,Süden::N,өмн үзг,sur
363,Westen::N,барун,oeste
364,Westen::N,барун үзг,oeste
365,Osten::N,зүн,este
366,Osten::N,зүн үзг,este
367,Holz::N,модн,madera
368,Brett::N,харһа,tabla
369,Platte::N,хавтха чолун,placa
370,Platte::N,хавтха чолун,plancha
371,Stütze::N,тулг,sostén
372,Stütze::N,тулг,soporte
373,Stange::N,уньн,vara
374,Stange::N,уньн,percha
375,Stock::N,модн,palo
376,Stock::N,модн,bastón
377,Stab::N,шуург,vara
378,Stab::N,шуург,bastón
379,Rohr::N,турва,tubo
380,Haus::N,гер,casa
381,Heim::N,гер-бул,hogar
382,Ofen::N,беш,estufa
383,Fußboden::N,девскр,suelo
384,Tisch::N,ширә,mesa
385,Stuhl::N,стул,silla
386,Wiege::N,өлгә,cuna
387,Wiege::N,дүүҗң,cuna
388,Bett::N,орн,cama
389,Bett::N,орндг,cama
390,Regal::N,таг,estantería
391,Regal::N,тәвц,estantería
392,Kiste::N,яршг,caja
393,Fenster::N,терз,ventana
394,Tür::N,үүдн,puerta
395,Tor::N,үүдн,puerta
396,Tor::N,өргн үүдн,puerta
397,Tor::N,хашан үүдн,puerta
398,Zaun::N,хаша,valla
399,Zaun::N,хаша,cercado
400,Dach::N,деевр,techo
401,Dach::N,деевр,tejado
402,Leiter::N,шат,escalera
403,Leiter::N,давшур,escalera
404,Besen::N,сәвүр,escoba
405,Spaten::N,күрз,pala
406,Schaufel::N,совг,pala
407,Schaufel::N,совг,paleta
408,Gabel::N,серә,tenedor
409,Löffel::N,ухр,cuchara
410,Messer::N,утх,cuchillo
411,Nagel::N,хадасн,clavo
412,Netz::N,гөлм,red
413,Haken::N,дегә,gancho
414,Haken::N,дегә,corchete
415,Griff::N,иш,asa
416,Griff::N,иш,mango
417,Griff::N,бәрүл,asa
418,Griff::N,бәрүл,mango
419,Schloss::N,оньс,cerradura
420,Bild::N,зург,imagen
421,Figur::N,фигур,figura
422,Puppe::N,наадһа,muñeca
423,Beutel::N,мишг,bolsa
424,Bündel::N,багла,haz
425,Bündel::N,боодһа,haz
426,Tasche::N,сумк,bolso
427,Eimer::N,суулһ,cubo
428,Deckel::N,бүркәсн,tapa
429,Deckel::N,бүркәсн,tapadera
430,Geschirr::N,сав,vajilla
431,Geschirr::N,сав-сарх,vajilla
432,Sack::N,мишг,saco
433,Tasse::N,ааһ,taza
434,Topf::N,кастрюль,olla
435,Topf::N,кастрюль,marmita
436,Kessel::N,хәәсн,caldera
437,Essen::N,зоогллһн,comida
438,Nahrung::N,теҗәл,alimento
439,Speise::N,хот,plato
440,Fleisch::N,махн,carne
441,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,cereales
442,Brei::N,хаш,puré
443,Brei::N,хаш,papilla
444,Brot::N,өдмг,pan
445,Scheibe::N,зүсм,lonja
446,Scheibe::N,зүсм,rebanada
447,Fett::N,өөкн,grasa
448,Butter::N,тосн,mantequilla
449,Öl::N,тосн,aceite
450,Salz::N,давсн,sal
451,Suppe::N,шөлн,sopa
452,Honig::N,бал,miel
453,Milch::N,үсн,leche
454,Tee::N,цә,té
455,Leder::N,арсн,cuero
456,Wolle::N,утцн,lana
457,Wolle::N,эд,lana
458,Stoff::N,эд,tela
459,Stoff::N,эд,tejido
460,Nadel::N,зүн,aguja
461,Faden::N,утцн,hilo
462,Knopf::N,товч,botón
463,Knoten::N,зәңгдә,nudo
464,Farbe::N,будг,pintura
465,Kleidung::N,хувцн,ropa
466,Kleidung::N,хувцн,vestidos
467,Kleidung::N,хувц-хунр,ropa
468,Kleidung::N,хувц-хунр,vestidos
469,Hemd::N,киилг,camisa
470,Kragen::N,зах,cuello
471,Ärmel::N,ханцн,manga
472,Hose::N,шалвур,pantalón
473,Gürtel::N,бүс,cinturón
474,Mütze::N,махла,gorro
475,Schuh::N,башмгуд,zapato
476,Stiefel::N,һосн,bota
477,Ring::N,билцг,anillo
478,Band::N,лент,cinta
479,Kamm::N,сам,peine
480,Spiegel::N,толь,espejo
481,Riemen::N,бүс,correa
482,Schnur::N,деесн,cuerda
483,Leine::N,бурнтг,correa
484,Leine::N,нохан көтлвр,correa
485,Decke::N,көнҗл,manta
486,Kissen::N,дер,almohada
487,Tuch::N,альчур,pañuelo
488,Handtuch::N,полотенц,toalla
489,Handtuch::N,һар-нүүрин альчур,toalla
490,Kraft::N,күчн,fuerza
491,Stärke::N,чидл,fuerza
492,Gesundheit::N,эрүл-менд,salud
493,Krankheit::N,өвчн,enfermedad
494,Schmerz::N,өвдлһн,dolor
495,Wunde::N,шав,llaga
496,Wunde::N,шав,herida
497,Fieber::N,безг,fiebre
498,Arznei::N,эм,medicina
499,Arznei::N,эм,medicamento
500,Brücke::N,тагт,puente
501,Brunnen::N,худг,pozo
502,Weide::N,малын идг,pasto
503,Pfad::N,цувг,sendero
504,Weg::N,хаалһ,camino
505,Straße::N,зам,vía
506,Straße::N,зам,carretera
507,Dorf::N,хотн,aldea
508,Dorf::N,хотн,pueblo
509,Stadt::N,балһсн,ciudad
510,Brief::N,бичг,carta
511,Buch::N,дегтр,libro
512,Buchstabe::N,үзг,letra
513,Buchstabe::N,үзг,carácter
514,Zeitung::N,газет,diario
515,Zeitung::N,газет,periódico
516,Leben::N,җирһл,vida
517,Tod::N,үкл,muerte
518,Tod::N,өңгрлһн,muerte
519,Grab::N,оршалһна нүкн,tumba
520,Grab::N,оршалһна нүкн,sepulcro
521,Kirche::N,чонҗ,iglesia
522,Sünde::N,нүл,pecado
523,Sünde::N,килнц,pecado
524,Gott::N,бурхн,dios
525,Arbeiter::N,көдлмшч,obrero
526,Arbeiter::N,көдлмшч,trabajador
527,Chef::N,толһач,jefe
528,Meister::N,урн,maestro
529,Arzt::N,эмч,médico
530,Lehrer::N,багш,profesor
531,Geld::N,мөңгн,dinero
532,Geschäft::N,көдлмш,negocio
533,Laden::N,лавк,tienda
534,Preis::N,үн,precio
535,Ware::N,эд-тавр,mercancía
536,Nutzen::N,олз,provecho
537,Reichtum::N,зөөр,riqueza
538,Welt::N,орчлң,mundo
539,Welt::N,делкә,mundo
540,Land::N,орн-нутг,país
541,Staat::N,государств,Estado
542,König::N,хан,rey
543,Macht::N,йосн,poder
544,Macht::N,йосн,potencia
545,Grenze::N,меҗә,frontera
546,Krieg::N,дән,guerra
547,Feind::N,дәәсн,enemigo
548,Gewalt::N,күч һарһлһн,violencia
549,Kampf::N,ноолдан,lucha
550,Kampf::N,ноолдан,combate
551,Kampf::N,бәрлдлһн,lucha
552,Kampf::N,бәрлдлһн,combate
553,Bogen[Waffe]::N,саадг,arco
554,Pfeil::N,сумн,flecha
555,Gewehr::N,бу,fusil
556,Gewehr::N,бу,escopeta
557,Fehler::N,алдг,error
558,Lüge::N,худл,mentira
559,Schaden::N,хорлт,daño
560,Unglück::N,гүрм,desgracia
561,Schuld::N,гем,culpa
562,Schuld::N,буру,culpa
563,Alter::N,насн,edad
564,Schluss::N,чилгч,fin
565,Schluss::N,чилгч,final
566,Zeit::N,цаг,tiempo
567,Tag::N,өдр,día
568,Morgen::N,өрүн,mañana
569,Mittag::N,үд,mediodía
570,Abend::N,асхн,noche
571,Nacht::N,сө,noche
572,Woche::N,долан хонг,semana
573,Monat::N,сар,mes
574,Jahr::N,җил,año
575,Frühling::N,хавр,primavera
576,Sommer::N,зун,verano
577,Herbst::N,намр,otoño
578,Winter::N,үвл,invierno
579,Januar::N,январь,enero
580,Februar::N,февраль,febrero
581,März::N,март,marzo
582,März::N,моһа сар,marzo
583,April::N,апрель,abril
584,Mai::N,май,mayo
585,Juni::N,июнь,junio
586,Juni::N,мөчн сар,junio
587,Juli::N,июль,julio
588,August::N,август,agosto
589,September::N,һаха сар,septiembre
590,Oktober::N,октябрь,octubre
591,November::N,ноябрь,noviembre
592,November::N,үкр сар,noviembre
593,Dezember::N,бар сар,diciembre
594,Montag::N,понедельник,lunes
595,Dienstag::N,вторник,martes
596,Mittwoch::N,среда,miércoles
597,Mittwoch::N,үлмҗ өдр,miércoles
598,Donnerstag::N,четверг,jueves
599,Donnerstag::N,пүрвә өдр,jueves
600,Freitag::N,пятниц,viernes
601,Samstag::N,суббот,sábado
602,Sonntag::N,нарн өдр,domingo
603,Sonntag::N,воскресень,domingo
604,groß::A,ик,grande
605,klein::A,бичкн,pequeño
606,lang::A,ут,largo
607,kurz::A,оһтр,corto
608,breit::A,өргн,ancho
609,schmal::A,уутьхн,estrecho
610,dicht::A,нигт,denso
611,dick[Gegenstand]::A,зузан,grueso
612,dünn::A,нимгн,fino
613,dünn::A,нимгн,delgado
614,fein::A,нәрхн,fino
615,fein::A,нәрхн,delicado
616,fest::A,бат,firme
617,fest::A,бат,sólido
618,flach::A,хавтха,plano
619,glatt::A,тегш,liso
620,glatt::A,тиньгр,liso
621,hart::A,хату,duro
622,weich::A,җөөлн,muelle
623,weich::A,җөөлкн,muelle
624,rund::A,төгрг,redondo
625,spitz::A,шовһр,agudo
626,spitz::A,шовһр,apuntado
627,scharf::A,хурц,agudo
628,scharf::A,хурц,afilado
629,stumpf::A,мука,sin filo
630,schwer::A,күнд,pesado
631,schön::A,сәәхн,bello
632,schön::A,сәәхн,hermoso
633,heiß::A,халун,caluroso
634,warm::A,дулан,cálido
635,warm::A,дулан,caliente
636,kalt::A,киитн,frío
637,kühl::A,серүн,fresco
638,frisch::A,серүн,fresco
639,feucht::A,чиигтә,húmedo
640,nass::A,чиигтә,mojado
641,trocken::A,хагсу,seco
642,voll::A,дүүрң,lleno
643,leer::A,сул,vacío
644,leer::A,хоосн,vacío
645,offen::A,секәтә,abierto
646,geschlossen::A,хаалһата,cerrado
647,sauber::A,цевр,limpio
648,schmutzig::A,киртә,sucio
649,roh::A,түүкә,crudo
650,reif::A,болсн,maduro
651,lecker::A,әмтәхн,rico
652,lecker::A,әмтәхн,sabroso
653,süß::A,әмтәхн,dulce
654,bitter::A,һашун,amargo
655,bitter::A,һашута,amargo
656,sauer::A,ишклң,agrio
657,hell::A,герлтә,claro
658,dunkel::A,харңһу,oscuro
659,schwarz::A,хар,negro
660,weiß::A,цаһан,blanco
661,rot::A,улан,rojo
662,gelb::A,шар,amarillo
663,blau::A,көк,azul
664,grün::A,көк,verde
665,grau::A,бор,gris
666,bunt::A,алг,multicolor
667,bunt::A,эрәтә,multicolor
668,billig::A,кимд,barato
669,teuer::A,үнтә,caro
670,wertvoll::A,үнтә,valioso
671,wertvoll::A,үнтә,precioso
672,wertvoll::A,эрднь,valioso
673,wertvoll::A,эрднь,precioso
674,blind::A,сохр,ciego
675,taub::A,дүлә,sordo
676,kräftig::A,күчтә,fuerte
677,stark::A,чаңһ,fuerte
678,stark::A,чаңһ,vigoroso
679,schwach::A,күчн тату,débil
680,fett::A,тарһн,obeso
681,schlank::A,эццн,esbelto
682,hübsch::A,көркхн,mono
683,hübsch::A,көркхн,guapo
684,böse::A,уурта,malo
685,dumm::A,тенг,tonto
686,dumm::A,тенг,estúpido
687,faul::A,залху,vago
688,faul::A,залху,perezoso
689,fleißig::A,кинән,aplicado
690,fleißig::A,кинән,diligente
691,fleißig::A,кинмһә,aplicado
692,fleißig::A,кинмһә,diligente
693,geizig::A,ховдг,avaro
694,klug::A,ухата,sensato
695,klug::A,ухата,inteligente
696,geschickt::A,чадмг,hábil
697,lieb::A,эңкр,querido
698,lustig::A,сергмҗтә,alegre
699,lustig::A,җирһлтә,alegre
700,sanft::A,номһн,suave
701,hungrig::A,өлн,hambriento
702,hungrig::A,харһнсн,hambriento
703,krank::A,өвчтә,enfermo
704,krank::A,шалтгта,enfermo
705,nackt::A,нүцкн,desnudo
706,traurig::A,һундлта,triste
707,lebendig::A,әмд,vivo
708,lebendig::A,әмд,viviente
709,gut::A,сән,bueno
710,schlecht::A,му,malo
711,richtig::A,зөвтә,justo
712,richtig::A,зөвтә,correcto
713,schlimm::A,җигшүртә,malo
714,schlimm::A,җигшүртә,grave
715,wahr::A,үнн,verídico
716,wahr::A,үнн,verdadero
717,wahr::A,мөн,verídico
718,wahr::A,мөн,verdadero
719,alt::A,хуучн,viejo
720,neu::A,шин,nuevo
721,ehemalig::A,хуучн,antiguo
722,alt[Lebewesen]::A,көгшн,viejo
723,jung::A,баһ,joven
724,arm::A,угатя,pobre
725,reich::A,байн,rico
726,bekannt::A,таньл,conocido
727,bekannt::A,таньдг,conocido
728,berühmt::A,туурсн,famoso
729,berühmt::A,туурсн,célebre
730,fremd::A,күүнә,extraño
731,verschieden::A,әдл биш,diverso
732,verschieden::A,әдл биш,distinto
733,verschieden::A,әдл биш,diferente
734,verschieden::A,йилһәтә,diverso
735,verschieden::A,йилһәтә,distinto
736,verschieden::A,йилһәтә,diferente
737,nah::A,өөрхн,cercano
738,fern::A,хол,lejano
739,linker::A,зүн,izquierdo
740,rechter::A,барун,derecho
741,anderer::A,талдан,otro
742,erster::A,негдгч,primero
743,zweiter::A,хойрдгч,segundo
744,dritter::A,һурвдгч,tercero
745,letzter::A,отхн,último
746,allein::ADV,һанцарн,a solo
747,auf einmal::ADV,нег дәкҗ,de una vez
748,zusammen::ADV,хамдан,juntos
749,lange::ADV,удан,mucho tiempo
750,plötzlich::ADV,генткн,de repente
751,sofort::ADV,дарунь,en seguida
752,später::ADV,сүүлд,más tarde
753,jetzt::ADV,ода,ahora
754,heute::ADV,эндр,hoy
755,morgen::ADV,маңһдур,mañana
756,bald::ADV,дарунь,pronto
757,bald::ADV,дарунь,en breve
758,dann::ADV,дәкәд,luego
759,dann::ADV,дәкәд,entonces
760,gestern::ADV,өцклдүр,ayer
761,einst::ADV,нег саамд,antaño
762,damals::ADV,тиигхд,entonces
763,danach::ADV,тегәд,después
764,vorher::ADV,урд,antes
765,zuerst::ADV,түрүләд,primero
766,einmal::ADV,нег дәкҗ,una vez
767,manchmal::ADV,зәрмдән,a veces
768,oft::ADV,хара биш,a menudo
769,oft::ADV,хара биш,con frecuencia
770,oft::ADV,хатяр биш,a menudo
771,oft::ADV,хатяр биш,con frecuencia
772,oft::ADV,дару-дарунь,a menudo
773,oft::ADV,дару-дарунь,con frecuencia
774,immer::ADV,оньдинд,siempre
775,niemals::ADV,кезә чмгн биш,jamás
776,hier::ADV,энд,aquí
777,hier::ADV,энүнд,aquí
778,hierhin::ADV,нааран,acá
779,von hier::ADV,эндәс,desde aquí
780,dort::ADV,тенд,ahí
781,dort::ADV,тенд,allí
782,dorthin::ADV,тиигән,allí
783,dorthin::ADV,тиигән,hacia allí
784,geradeaus::ADV,шуд,todo derecho
785,vorwärts::ADV,уралан,adelante
786,rückwärts::ADV,гедргән,hacia atrás
787,zurück::ADV,хәрү,atrás
788,unten::ADV,дор,abajo
789,hinab::ADV,дор,hacia abajo
790,hinab::ADV,доракшан,hacia abajo
791,oben::ADV,деер,arriba
792,hinauf::ADV,өөдән,hacia arriba
793,hinauf::ADV,деер,hacia arriba
794,überall::ADV,альд болв чигн,por todas partes
795,nicht::ADV,эс,no
796,nicht::ADV,биш,no
797,nicht::ADV,бичә,no
798,ein wenig::ADV,баахн,un poco
799,ein wenig::ADV,баахнар,un poco
800,kaum::ADV,әрә,apenas
801,sehr::ADV,йир,muy
802,sehr::ADV,йир,mucho
803,so::ADV,иигҗ,tan
