,Concept_ID,lv,et
83,Ferse::N,papēdis,kand
84,Knie::N,пидзӧс,põlv
85,Knie::N,celis,põlv
86,Oberschenkel::N,лядьвей,reis
87,Oberschenkel::N,бек,reis
88,Oberschenkel::N,ciska,reis
89,Oberschenkel::N,augšstilbs,reis
90,Bein::N,кок,jalg
91,Bein::N,kāja,jalg
92,Körper::N,туша,ihu
93,Körper::N,туша,keha
94,Körper::N,вывтыр,ihu
95,Körper::N,вывтыр,keha
96,Körper::N,miesa,ihu
97,Körper::N,miesa,keha
98,Körper::N,ķermenis,ihu
99,Körper::N,ķermenis,keha
100,Haut::N,ку,nahk
101,Haut::N,āda,nahk
102,Blut::N,вир,veri
103,Blut::N,asins,veri
104,Ader::N,сӧн,veen
105,Ader::N,asinsvads,veen
106,Sehne::N,вез,kõõlus
107,Sehne::N,dzīsla,kõõlus
108,Knochen::N,лы,luu
109,Knochen::N,kauls,luu
110,Gehirn::N,вем,aju
111,Gehirn::N,smadzenes,aju
112,Herz::N,сьӧлӧм,süda
113,Herz::N,sirds,süda
114,Magen::N,кынӧм,magu
115,Magen::N,kuņģis,magu
116,Leber::N,мус,maks
117,Leber::N,aknas,maks
118,Atem::N,лов,hingeõhk
119,Atem::N,лов,hingamine
120,Atem::N,elpa,hingeõhk
121,Atem::N,elpa,hingamine
122,Hunger::N,тшыг,nälg
123,Hunger::N,bads,nälg
124,Hunger::N,izsalkums,nälg
125,Träne::N,синва,pisar
126,Träne::N,asara,pisar
127,Geschmack::N,кӧр,maitse
128,Geschmack::N,чӧсмӧс,maitse
129,Geschmack::N,garša,maitse
130,Geruch::N,зын,lõhn
131,Geruch::N,дук,lõhn
132,Geruch::N,smaka,lõhn
133,Schlaf::N,узьӧм,uni
134,Schlaf::N,miegs,uni
135,Traum::N,вӧт,unenägu
136,Traum::N,вӧтасьӧм,unenägu
137,Traum::N,sapnis,unenägu
138,Himmel::N,енэж,taevas
139,Himmel::N,debess,taevas
140,Sonne::N,шонді,päike
141,Sonne::N,saule,päike
142,Mond::N,тӧлысь,kuu
143,Mond::N,mēness,kuu
144,Stern::N,кодзув,täht
145,Stern::N,zvaigzne,täht
146,Luft::N,сынӧд,õhk
147,Luft::N,gaiss,õhk
148,Wind::N,тӧв,tuul
149,Wind::N,vējš,tuul
150,Welle::N,гы,laine
151,Welle::N,vilnis,laine
152,Wasser::N,ва,vesi
153,Wasser::N,ūdens,vesi
154,Stein::N,из,kivi
155,Stein::N,akmens,kivi
156,Boden::N,му,maa
157,Boden::N,му,pinnas
158,Boden::N,augsne,maa
159,Boden::N,augsne,pinnas
160,Erde::N,му,maa
161,Erde::N,му-ва,maa
162,Erde::N,zeme,maa
163,Staub::N,бус,põrm
164,Staub::N,putekļi,põrm
165,Rauch::N,тшын,suits
166,Rauch::N,dūmi,suits
167,Funke::N,кинь,säde
168,Funke::N,би кинь,säde
169,Funke::N,dzirkstele,säde
170,Feuer::N,би,tuli
171,Feuer::N,uguns,tuli
172,Licht::N,югӧр,valgus
173,Licht::N,gaisma,valgus
174,Schatten::N,вуджӧр,vari
175,Schatten::N,ēna,vari
176,Wetter::N,поводдя,ilm
177,Wetter::N,laiks,ilm
178,Nebel::N,ру,udu
179,Nebel::N,онь,udu
180,Nebel::N,migla,udu
181,Wolke::N,кымӧр,pilv
182,Wolke::N,mākonis,pilv
183,Regen::N,зэр,sadu
184,Regen::N,lietus,sadu
185,Schnee::N,лым,lumi
186,Schnee::N,sniegs,lumi
187,Eis::N,йи,jää
188,Eis::N,ledus,jää
189,Frost::N,кӧдзыд,pakane
190,Frost::N,sals,pakane
191,Kälte::N,кӧдзыд,külm
192,Kälte::N,кӧдзыд,külmus
193,Kälte::N,saltums,külm
194,Kälte::N,saltums,külmus
195,Kälte::N,aukstums,külm
196,Kälte::N,aukstums,külmus
197,Hitze::N,пӧсь,kuumus
198,Hitze::N,пӧсь,palavus
199,Hitze::N,гожӧд,kuumus
200,Hitze::N,гожӧд,palavus
201,Hitze::N,karstums,kuumus
202,Hitze::N,karstums,palavus
203,Raureif::N,пуж,härmatis
204,Raureif::N,гыӧр,härmatis
205,Raureif::N,sarma,härmatis
206,Regenbogen::N,ӧшкамӧшка,vikerkaar
207,Regenbogen::N,varavīksne,vikerkaar
208,Donner::N,гым,kõu
209,Donner::N,гым,müristamine
210,Donner::N,pērkons,kõu
211,Donner::N,pērkons,müristamine
212,Strömung::N,ва ныр,voolus
213,Strömung::N,ва ныр,jõevool
214,Strömung::N,визувтӧм,voolus
215,Strömung::N,визувтӧм,jõevool
216,Strömung::N,straume,voolus
217,Strömung::N,straume,jõevool
218,Strömung::N,strāvojums,voolus
219,Strömung::N,strāvojums,jõevool
220,Tropfen::N,войт,tilk
221,Tropfen::N,lāse,tilk
222,Schaum::N,быг,vaht
223,Schaum::N,быгзьӧм,vaht
224,Schaum::N,putas,vaht
225,Schmutz::N,няйт,pori
226,Schmutz::N,няйт,mustus
227,Schmutz::N,dubļi,pori
228,Schmutz::N,dubļi,mustus
229,See::N,ты,järv
230,See::N,ezers,järv
231,Sumpf::N,гыбад,soo
232,Sumpf::N,кад,soo
233,Sumpf::N,dumbrājs,soo
234,Sumpf::N,staignājs,soo
235,Moor::N,нюр,raba
236,Moor::N,purvs,raba
237,Moor::N,muklājs,raba
238,Wiese::N,видз,aas
239,Wiese::N,видз,nurm
240,Wiese::N,pļava,aas
241,Wiese::N,pļava,nurm
242,Wald::N,вӧр,mets
243,Wald::N,mežs,mets
244,Hügel::N,дзиб,küngas
245,Hügel::N,мыльк,küngas
246,Hügel::N,нӧрыс,küngas
247,Hügel::N,paugurs,küngas
248,Anhöhe::N,мыльк,küngas
249,Anhöhe::N,нӧрыс,küngas
250,Anhöhe::N,paugurs,küngas
251,Berg::N,чой,mägi
252,Berg::N,керӧс,mägi
253,Berg::N,kalns,mägi
254,Gipfel::N,чук,mäetipp
255,Gipfel::N,virsotne,mäetipp
256,Höhle::N,рудӧг,koobas
257,Höhle::N,ala,koobas
258,Abhang::N,ньывк,nõlvak
259,Abhang::N,бокша,nõlvak
260,Abhang::N,nogāze,nõlvak
261,Quelle::N,ӧшмӧс,allikas
262,Quelle::N,avots,allikas
263,Bach::N,шор,oja
264,Bach::N,urga,oja
265,Bach::N,strauts,oja
266,Fluss::N,ю,jõgi
267,Fluss::N,upe,jõgi
268,Ufer::N,вадор,kallas
269,Ufer::N,krasts,kallas
270,Küste::N,вадор,rannik
271,Küste::N,piekraste,rannik
272,Festland::N,му,mander
273,Festland::N,му,maismaa
274,Festland::N,sauszeme,mander
275,Festland::N,sauszeme,maismaa
276,Meer::N,саридз,meri
277,Meer::N,jūra,meri
278,Bucht::N,куръя,laht
279,Bucht::N,līcis,laht
280,Insel::N,ді,saar
281,Insel::N,sala,saar
282,Blume::N,дзоридз,lill
283,Blume::N,puķe,lill
284,Blume::N,zieds,lill
285,Gras::N,турун,rohi
286,Gras::N,zāle,rohi
287,Wurzel::N,вуж,juur
288,Wurzel::N,sakne,juur
289,Baum::N,пу,puu
290,Baum::N,koks,puu
291,Stamm::N,пучер,tüvi
292,Stamm::N,stumbrs,tüvi
293,Rinde::N,кырсь,koor
294,Rinde::N,miza,koor
295,Ast::N,ув,oks
296,Ast::N,zars,oks
297,Zweig::N,вож,oks
298,Zweig::N,nozare,oks
299,Blatt::N,кор,leht
300,Blatt::N,lapa,leht
301,Birke::N,кыдз,kask
302,Birke::N,bērzs,kask
303,Kiefer[Baum]::N,пожӧм,mänd
304,Kiefer[Baum]::N,priede,mänd
305,Weide[Baum]::N,бадь,paju
306,Weide[Baum]::N,kārkls,paju
307,Tanne::N,коз,nulg
308,Tanne::N,egle,nulg
309,Horn::N,сюр,sarv
310,Horn::N,rags,sarv
311,Feder::N,гӧн,sulg
312,Feder::N,тывборд,sulg
313,Feder::N,spalva,sulg
314,Fell::N,ку,karvkate
315,Fell::N,ку,karusnahk
316,Fell::N,āda,karvkate
317,Fell::N,āda,karusnahk
318,Flügel::N,борд,tiib
319,Flügel::N,борд,tiivik
320,Flügel::N,spārns,tiib
321,Flügel::N,spārns,tiivik
322,Klaue::N,гыж,küüs
323,Klaue::N,nags,küüs
324,Kralle::N,гыж,küünis
325,Kralle::N,nags,küünis
326,Schwanz::N,бӧж,saba
327,Schwanz::N,ļipa,saba
328,Ei::N,кольк,muna
329,Ei::N,ola,muna
330,Nest::N,поз,pesa
331,Nest::N,ligzda,pesa
332,Bau::N,горс,urg
333,Bau::N,пырмӧс,urg
334,Bau::N,гу,urg
335,Bau::N,ala,urg
336,Tier::N,пемӧс,loom
337,Tier::N,dzīvnieks,loom
338,Herde::N,стада,kari
339,Herde::N,кельӧб,kari
340,Herde::N,ganāmpulks,kari
341,Kuh::N,мӧс,lehm
342,Kuh::N,govs,lehm
343,Bulle::N,ӧш,pull
344,Bulle::N,bullis,pull
345,Pferd::N,вӧв,hobune
346,Pferd::N,zirgs,hobune
347,Schaf::N,ыж,lammas
348,Schaf::N,aita,lammas
349,Schwein::N,порсь,siga
350,Schwein::N,cūka,siga
351,Hund::N,пон,koer
352,Hund::N,suns,koer
353,Katze::N,кань,kass
354,Katze::N,kaķis,kass
355,Bär::N,ош,karu
356,Bär::N,lācis,karu
357,Eichhörnchen::N,ур,orav
358,Eichhörnchen::N,vāvere,orav
359,Elch::N,йӧра,põder
360,Elch::N,alnis,põder
361,Fuchs::N,руч,rebane
362,Fuchs::N,lapsa,rebane
363,Hase::N,кӧч,jänes
364,Hase::N,zaķis,jänes
365,Maus::N,шыр,hiir
366,Maus::N,pele,hiir
367,Wolf::N,кӧин,hunt
368,Wolf::N,vilks,hunt
369,Vogel::N,кай,lind
370,Vogel::N,лэбач,lind
371,Vogel::N,putns,lind
372,Schwarm::N,чукӧр,parv
373,Schwarm::N,spiets,parv
374,Huhn::N,курӧг,kana
375,Huhn::N,vista,kana
376,Hahn::N,петук,kukk
377,Hahn::N,gailis,kukk
378,Gans::N,дзодзӧг,hani
379,Gans::N,zoss,hani
380,Adler::N,кутш,kotkas
381,Adler::N,ērglis,kotkas
382,Ente::N,утка,part
383,Ente::N,pīle,part
384,Eule::N,сюзь,kakk
385,Eule::N,сюзь,öökull
386,Eule::N,pūce,kakk
387,Eule::N,pūce,öökull
388,Kranich::N,тури,kurg
389,Kranich::N,dzērve,kurg
390,Krähe::N,рака,vares
391,Krähe::N,vārna,vares
392,Kuckuck::N,кӧк,kägu
393,Kuckuck::N,dzeguze,kägu
394,Schwan::N,юсь,luik
395,Schwan::N,gulbis,luik
396,Fisch::N,чери,kala
397,Fisch::N,zivs,kala
398,Barsch::N,ёкыш,ahven
399,Barsch::N,asaris,ahven
400,Hecht::N,сир,haug
401,Hecht::N,līdaka,haug
402,Schlange[Tier]::N,кый,uss
403,Schlange[Tier]::N,čūska,uss
404,Wurm::N,номыр,uss
405,Wurm::N,номыр,vagel
406,Wurm::N,tārps,uss
407,Wurm::N,tārps,vagel
408,Spinne::N,черань,ämblik
409,Spinne::N,zirneklis,ämblik
410,Ameise::N,кодзувкот,sipelgas
411,Ameise::N,skudra,sipelgas
412,Laus::N,той,täi
413,Laus::N,uts,täi
414,Mücke::N,ном,sääsk
415,Mücke::N,ods,sääsk
416,Fliege::N,гут,kärbes
417,Fliege::N,muša,kärbes
418,Schmetterling::N,бобув,liblikas
419,Schmetterling::N,tauriņš,liblikas
420,Beere::N,тусь,mari
421,Beere::N,вотӧс,mari
422,Beere::N,oga,mari
423,Apfel::N,яблӧг,õun
424,Apfel::N,ābols,õun
425,Pilz::N,тшак,seen
426,Pilz::N,sēne,seen
427,Zwiebel::N,луккок,sibul
428,Zwiebel::N,йӧнгыль,sibul
429,Zwiebel::N,sīpols,sibul
430,Saat::N,тусь,seeme
431,Saat::N,кӧйдыс,seeme
432,Saat::N,sēkla,seeme
433,Korn::N,тусь,iva
434,Korn::N,тусь,tera
435,Korn::N,grauds,iva
436,Korn::N,grauds,tera
437,Heu::N,турун,hein
438,Heu::N,siens,hein
439,Schale::N,кор,koor
440,Schale::N,čaula,koor
441,Schale::N,čaumala,koor
442,Grube::N,гу,kaevand
443,Grube::N,bedre,kaevand
444,Falle::N,лэч,lõks
445,Falle::N,лэч,püünis
446,Falle::N,slazds,lõks
447,Falle::N,slazds,püünis
448,Falle::N,lamatas,lõks
449,Falle::N,lamatas,püünis
450,Schlinge::N,лэч,aas
451,Schlinge::N,cilpa,aas
452,Spur::N,туй,jälg
453,Spur::N,pēda,jälg
454,Asche::N,пӧм,tuhk
455,Asche::N,pelni,tuhk
456,Dreck::N,няйт,saast
457,Dreck::N,няйт,mustus
458,Dreck::N,dubļi,saast
459,Dreck::N,dubļi,mustus
460,Eisen::N,кӧрт,raud
461,Eisen::N,dzelzs,raud
462,Gold::N,зарни,kuld
463,Gold::N,zelts,kuld
464,Silber::N,эзысь,hõbe
465,Silber::N,sudrabs,hõbe
466,Kohle::N,шом,süsi
467,Kohle::N,ogle,süsi
468,Glas::N,стеклӧ,klaas
469,Glas::N,stikls,klaas
470,Lehm::N,сёй,savi
471,Lehm::N,māls,savi
472,Sand::N,лыа,liiv
473,Sand::N,smiltis,liiv
474,Mensch::N,морт,inimene
475,Mensch::N,cilvēks,inimene
476,Mann::N,аймӧрт,mees
477,Mann::N,мужичӧй,mees
478,Mann::N,vīrietis,mees
479,Frau::N,ань,naine
480,Frau::N,нывбаба,naine
481,Frau::N,sieviete,naine
482,Kind::N,кага,laps
483,Kind::N,bērns,laps
484,Junge::N,пи,poiss
485,Junge::N,zēns,poiss
486,Junge::N,puika,poiss
487,Junge::N,puisis,poiss
488,Mädchen::N,ныв,tüdruk
489,Mädchen::N,meiča,tüdruk
490,Mädchen::N,skuķis,tüdruk
491,Mädchen::N,meitene,tüdruk
492,Familie::N,семья,perekond
493,Familie::N,ģimene,perekond
494,Großvater::N,пӧль,vanaisa
495,Großvater::N,vecaistēvs,vanaisa
496,Großmutter::N,баб,vanaema
497,Großmutter::N,vecāmāte,vanaema
498,Eltern::N,ай-мам,vanemad
499,Eltern::N,бать-мам,vanemad
500,Eltern::N,vecāki,vanemad
501,Vater::N,бать,isa
502,Vater::N,ай,isa
503,Vater::N,tēvs,isa
504,Mutter::N,мам,ema
505,Mutter::N,māte,ema
506,Sohn::N,пи,poeg
507,Sohn::N,dēls,poeg
508,Tochter::N,ныв,tütar
509,Tochter::N,meita,tütar
510,Bruder::N,вок,vend
511,Bruder::N,brālis,vend
512,Schwester::N,чой,õde
513,Schwester::N,māsa,õde
514,Onkel::N,дядь,onu
515,Onkel::N,tēvocis,onu
516,Tante::N,тьӧт,tädi
517,Tante::N,tante,tädi
518,Ehemann::N,верӧс,mees
519,Ehemann::N,верӧс,abikaasa
520,Ehemann::N,vīrs,mees
521,Ehemann::N,vīrs,abikaasa
522,Ehefrau::N,гӧтыр,naine
523,Ehefrau::N,гӧтыр,abikaasa
524,Ehefrau::N,sieva,naine
525,Ehefrau::N,sieva,abikaasa
526,Freude::N,радлун,rõõm
527,Freude::N,prieks,rõõm
528,Gelächter::N,серам,naer
529,Gelächter::N,smiekli,naer
530,Glück::N,шуд,õnn
531,Glück::N,laime,õnn
532,Kummer::N,шог,mure
533,Kummer::N,шог,kurbus
534,Kummer::N,bēdas,mure
535,Kummer::N,bēdas,kurbus
536,Kummer::N,raizes,mure
537,Kummer::N,raizes,kurbus
538,Wunsch::N,кӧсйӧм,soov
539,Wunsch::N,vēlme,soov
540,Wunsch::N,vēlējums,soov
541,Lust::N,кыскӧм,himu
542,Lust::N,радейтӧм,himu
543,Lust::N,kāre,himu
544,Geist::N,лов,vaim
545,Geist::N,gars,vaim
546,Gedanke::N,мӧвп,mõte
547,Gedanke::N,doma,mõte
548,Gedächtnis::N,паметь,mälu
549,Gedächtnis::N,atmiņa,mälu
550,Verstand::N,вежӧр,aru
551,Verstand::N,вежӧр,mõistus
552,Verstand::N,prāts,aru
553,Verstand::N,prāts,mõistus
554,Sinn::N,мог,tähendus
555,Sinn::N,вежӧртас,tähendus
556,Sinn::N,nozīme,tähendus
557,Grund::N,помка,põhjus
558,Grund::N,pamats,põhjus
559,Grund::N,iemesls,põhjus
560,Wahrheit::N,збыль,tõde
561,Wahrheit::N,збыльтор,tõde
562,Wahrheit::N,taisnība,tõde
563,Wahrheit::N,patiesība,tõde
564,Gespräch::N,сёрни,kõne
565,Gespräch::N,сёрни,vestlus
566,Gespräch::N,saruna,kõne
567,Gespräch::N,saruna,vestlus
568,Märchen::N,мойд,muinasjutt
569,Märchen::N,pasaka,muinasjutt
570,Erzählung::N,висьт,jutustus
571,Erzählung::N,stāsts,jutustus
572,Erzählung::N,nostāsts,jutustus
573,Nachricht::N,юӧртӧм,teade
574,Nachricht::N,ziņa,teade
575,Neuigkeit::N,выльтор,uudis
576,Neuigkeit::N,jaunums,uudis
577,Name::N,ним,nimi
578,Name::N,vārds,nimi
579,Rätsel::N,нӧдкыв,mõistatus
580,Rätsel::N,mīkla,mõistatus
581,Rede::N,сёрни,kõne
582,Rede::N,runa,kõne
583,Sprache::N,кыв,keel
584,Sprache::N,valoda,keel
585,Stimme::N,гӧлӧс,hääl
586,Stimme::N,вом шы,hääl
587,Stimme::N,balss,hääl
588,Wort::N,кыв,sõna
589,Wort::N,vārds,sõna
590,Zeichen::N,пас,märk
591,Zeichen::N,zīme,märk
592,Ruf::N,чукӧстчӧм,hüüe
593,Ruf::N,корӧм,hüüe
594,Ruf::N,sauciens,hüüe
595,Lärm::N,шы,müra
596,Lärm::N,зык,müra
597,Lärm::N,зычитӧм,müra
598,Lärm::N,troksnis,müra
599,Laut::N,шы,hääl
600,Laut::N,skaņa,hääl
601,Ton::N,шы,toon
602,Ton::N,tonis,toon
603,Lied::N,сьылан,laul
604,Lied::N,сьыланкыв,laul
605,Lied::N,dziesma,laul
606,Ruhe::N,чӧв,rahu
607,Ruhe::N,чӧв,vaikus
608,Ruhe::N,miers,rahu
609,Ruhe::N,miers,vaikus
610,Leute::N,йӧз,inimesed
611,Leute::N,войтыр,inimesed
612,Leute::N,ļaudis,inimesed
613,Leute::N,cilvēki,inimesed
614,Volk::N,йӧз,rahvas
615,Volk::N,войтыр,rahvas
616,Volk::N,tauta,rahvas
617,Arbeit::N,удж,töö
618,Arbeit::N,darbs,töö
619,Gast::N,гӧсть,külaline
620,Gast::N,viešņa,külaline
621,Gast::N,ciemiņš,külaline
622,Geschenk::N,козин,kingitus
623,Geschenk::N,dāvana,kingitus
624,Spiel::N,ворсан,mäng
625,Spiel::N,rotaļa,mäng
626,Gesellschaft::N,котыр,selts
627,Gesellschaft::N,biedrība,selts
628,Gesellschaft::N,kompānija,selts
629,Hilfe::N,отсӧг,abi
630,Hilfe::N,palīdzība,abi
631,Freund::N,ёрт,sõber
632,Freund::N,draugs,sõber
633,Kamerad::N,ёрт,sõber
634,Kamerad::N,biedrs,sõber
635,Angelegenheit::N,мог,asi
636,Angelegenheit::N,делӧ,asi
637,Angelegenheit::N,darīšana,asi
638,Anzahl::N,лыд,arv
639,Anzahl::N,лыд,hulk
640,Anzahl::N,тшӧт,arv
641,Anzahl::N,тшӧт,hulk
642,Anzahl::N,skaits,arv
643,Anzahl::N,skaits,hulk
644,Anzahl::N,daudzums,arv
645,Anzahl::N,daudzums,hulk
646,Art::N,сикас,liik
647,Art::N,suga,liik
648,Art::N,šķira,liik
649,Stück::N,тор,tükk
650,Stück::N,gabals,tükk
651,Teil::N,юкӧн,osa
652,Teil::N,daļa,osa
653,Hälfte::N,пӧв,pool
654,Hälfte::N,джын,pool
655,Hälfte::N,puse,pool
656,Kreis::N,кытш,ring
657,Kreis::N,aplis,ring
658,Kreis::N,riņķis,ring
659,Kreuz::N,перна,rist
660,Kreuz::N,крест,rist
661,Kreuz::N,krusts,rist
662,Linie::N,визь,joon
663,Linie::N,līnija,joon
664,Strich::N,визь,joon
665,Strich::N,svītra,joon
666,Abstand::N,кост,vahe
667,Abstand::N,коласт,vahe
668,Abstand::N,atstarpe,vahe
669,Entfernung::N,ылна,kaugus
670,Entfernung::N,ылна,vahemaa
671,Entfernung::N,attālums,kaugus
672,Entfernung::N,attālums,vahemaa
673,Entfernung::N,atstatums,kaugus
674,Entfernung::N,atstatums,vahemaa
675,Gegend::N,му-ва,ümbrus
676,Gegend::N,apvidus,ümbrus
677,Gegend::N,apgabals,ümbrus
678,Platz::N,ылдӧс,ruum
679,Platz::N,йир,ruum
680,Platz::N,гӧгӧртас,ruum
681,Platz::N,vieta,ruum
682,Ort::N,ин,paik
683,Ort::N,места,paik
684,Ort::N,vieta,paik
685,Seite::N,бок,pool
686,Seite::N,ӧтарладор,pool
687,Seite::N,sāns,pool
688,Mitte::N,шӧр,keskpaik
689,Mitte::N,vidus,keskpaik
690,Gegenstand::N,кӧлуй,ese
691,Gegenstand::N,priekšmets,ese
692,Sache::N,добра,ese
693,Sache::N,lieta,ese
694,Rand::N,дор,äär
695,Rand::N,дор,serv
696,Rand::N,mala,äär
697,Rand::N,mala,serv
698,Rand::N,apmale,äär
699,Rand::N,apmale,serv
700,Kante::N,дор,kant
701,Kante::N,šķautne,kant
702,Ecke::N,пельӧс,nurk
703,Ecke::N,kakts,nurk
704,Ecke::N,stūris,nurk
705,Spitze::N,йыв,teravik
706,Spitze::N,smaile,teravik
707,Spitze::N,galotne,teravik
708,Ende::N,пом,ots
709,Ende::N,пом,jupp
710,Ende::N,gals,ots
711,Ende::N,gals,jupp
712,Ende::N,uzgalis,ots
713,Ende::N,uzgalis,jupp
714,Loch::N,розь,auk
715,Loch::N,caurums,auk
716,Winkel::N,пельӧс,nurk
717,Winkel::N,leņķis,nurk
718,Muster::N,сер,muster
719,Muster::N,piemērs,muster
720,Größe::N,ыджда,suurus
721,Größe::N,lielums,suurus
722,Länge::N,кузьта,pikkus
723,Länge::N,garums,pikkus
724,Höhe::N,джуджда,kõrgus
725,Höhe::N,augstums,kõrgus
726,Gewicht::N,сьӧкта,kaal
727,Gewicht::N,сьӧкта,raskus
728,Gewicht::N,сьӧкталун,kaal
729,Gewicht::N,сьӧкталун,raskus
730,Gewicht::N,svars,kaal
731,Gewicht::N,svars,raskus
732,Gewicht::N,smagums,kaal
733,Gewicht::N,smagums,raskus
734,Menge::N,лун,arv
735,Menge::N,лун,hulk
736,Menge::N,числӧ,arv
737,Menge::N,числӧ,hulk
738,Menge::N,masa,arv
739,Menge::N,masa,hulk
740,Menge::N,daudzums,arv
741,Menge::N,daudzums,hulk
742,Haufen::N,чукӧр,hunnik
743,Haufen::N,čupa,hunnik
744,Haufen::N,grēda,hunnik
745,Haufen::N,kaudze,hunnik
746,Reihe::N,рад,rivi
747,Reihe::N,rinda,rivi
748,Reihe::N,virkne,rivi
749,Boot::N,пыж,paat
750,Boot::N,laiva,paat
751,Ruder::N,пелыс,aer
752,Ruder::N,ӧпаснӧй,aer
753,Ruder::N,airis,aer
754,Ruder::N,irklis,aer
755,Schlitten::N,дадь,saan
756,Schlitten::N,ragavas,saan
757,Ski::N,лызь,suusk
758,Ski::N,slēpe,suusk
759,Lagerfeuer::N,бипур,lõke
760,Lagerfeuer::N,ugunskurs,lõke
761,Last::N,сьӧкыдтор,koorem
762,Last::N,krava,koorem
763,Gang::N,мунӧм,käik
764,Gang::N,ветлӧм,käik
765,Gang::N,eja,käik
766,Gang::N,gājums,käik
767,Schritt::N,воськов,samm
768,Schritt::N,воськовтӧм,samm
769,Schritt::N,solis,samm
770,Norden::N,войвыв,põhi
771,Norden::N,ziemeļi,põhi
772,Süden::N,лунвыв,lõuna
773,Süden::N,dienvidi,lõuna
774,Westen::N,рытыв,lääs
775,Westen::N,rietumi,lääs
776,Osten::N,асыв,ida
777,Osten::N,austrumi,ida
778,Holz::N,пу,puu
779,Holz::N,koks,puu
780,Holz::N,koksne,puu
781,Brett::N,пӧв,saelaud
782,Brett::N,dēlis,saelaud
783,Platte::N,плита,plaat
784,Platte::N,plate,plaat
785,Platte::N,plāksne,plaat
786,Stütze::N,пыкӧд,tugi
787,Stütze::N,мыджӧд,tugi
788,Stütze::N,balsts,tugi
789,Stütze::N,atspaids,tugi
790,Stange::N,потш,latt
791,Stange::N,потш,teivas
792,Stange::N,maikste,latt
793,Stange::N,maikste,teivas
794,Stock::N,бедь,kepp
795,Stock::N,boze,kepp
796,Stock::N,spieķis,kepp
797,Stab::N,зир,varras
798,Stab::N,zizlis,varras
799,Rohr::N,труба,toru
800,Rohr::N,caurule,toru
801,Haus::N,керка,maja
802,Haus::N,māja,maja
803,Heim::N,горт,kodu
804,Heim::N,mājas,kodu
805,Ofen::N,пач,ahi
806,Ofen::N,krāsns,ahi
807,Fußboden::N,джодж,põrand
808,Fußboden::N,grīda,põrand
809,Tisch::N,пызан,laud
810,Tisch::N,galds,laud
811,Stuhl::N,улӧс,tool
