,Concept_ID,ab,cv
1310,sprechen::V,ацəажəара,кала
1311,reden::V,ацəажəара,сӑмахла
1312,reden::V,ацəажəара,калаҫ
1313,reden::V,аицәажәара,сӑмахла
1314,reden::V,аицәажәара,калаҫ
1315,sich unterhalten::V,аицәажәара,пупле
1316,fragen::V,азҵаара,ыйт
1317,bitten::V,аҳəара,ыйт
1318,erzählen::V,аҳəара,каласа пар
1319,mitteilen::V,азыцҳара,пӗлтер
1320,mitteilen::V,азыцҳара,хыпарла
1321,nennen::V,ахьӡҵара,те
1322,nennen::V,ахьӡҵара,чӗн
1323,rufen::V,азҿыҭра,чӗн
1324,prahlen::V,аҽхəара,мухтан
1325,prahlen::V,аҽхəара,вӗҫкӗнлен
1326,übersetzen::V,аиҭагара,куҫар
1327,denken::V,азхəыцра,шухӑшла
1328,glauben::V,ахаҵара,ӗнен
1329,bemerken::V,агəаҭара,асӑрха
1330,erkennen::V,адырра,палла
1331,begreifen::V,аилкаара,ӑнлан
1332,verstehen::V,аҳара,пӗл
1333,lernen::V,аҵара,вӗрен
1334,wissen::V,адырра,пӗл
1335,wissen::V,адырра,ӑнкар
1336,sich erinnern an::V,агəаларшəара,аса ил
1337,vergessen::V,ахашҭра,ман
1338,vergessen::V,ахашҭра,манса кай
1339,messen::V,ашəара,виҫ
1340,zählen::V,аҧхьаӡара,шутла
1341,rechnen::V,аҳасабра,шутла
1342,lesen::V,аҧхьара,вула
1343,besitzen::V,амазаара,тыт
1344,kaufen::V,Аахəара,ил
1345,kaufen::V,Аахəара,туян
1346,verkaufen::V,аҭира,сут
1347,bezahlen::V,ахҭынҵара,тӳле
1348,bezahlen::V,ашəара,тӳле
1349,zahlen::V,ашəара,тӳле
1350,ertragen::V,ачҳара,тӳс
1351,Moor::N,,торфлӑ шурлӑх
1352,Kralle::N,,ура
1353,Schwarm::N,,ушкӑн
1354,Sache::N,,япала
1355,Menge::N,,йыш
1356,Essen::N,,апат
1357,Geschäft::N,,бизнес
1358,Monat::N,,уйӑх
1359,Jahr::N,,ҫулталӑк
1360,dünn::A,,ҫинҫе
1361,dünn::A,,ҫӳхе
1362,roh::A,,чӗрӗ
1363,durch::PRP,,витӗр
1364,was::FPRN,,мӗн
1365,was::FPRN,,мӗскер
1366,was::FPRN,,мӗн те пулин
1367,rauschen::V,,вашӑлтат
1368,rauschen::V,,чашӑлтат
1369,zu sehen sein::V,,курӑн
1370,wenden::V,,ӳпӗнтер
1371,ergreifen::V,,тыт
1372,bewahren::V,,упра
1373,wünschen::V,,сун
1374,wiegen::V,,сиктер
1375,wiegen::V,,силле
1376,treten::V,,тап
1377,kehren::V,,шӑл
1378,malen::V,,ӳкер
1379,zeichnen::V,,ӳкер
1380,schreiben::V,,ҫыр
1381,beherrschen::V,,тыт
