,Concept_ID,ga,he
207,Spinne::N,damhán alla,עכביש
208,Ameise::N,seangán,נמלה
209,Laus::N,míol,כנה
210,Mücke::N,muiscít,יתוש
211,Mücke::N,corrmhíol,יתוש
212,Fliege::N,cuil,זבוב
213,Fliege::N,cuileog,זבוב
214,Schmetterling::N,féileacán,פרפר
215,Beere::N,caor,ענבה
216,Apfel::N,úll,תפוח
217,Pilz::N,beacán,פטריה
218,Pilz::N,muisiriún,פטריה
219,Zwiebel::N,oinniún,בצל
220,Saat::N,síol,זרעים
221,Korn::N,gráinne,גרעין
222,Heu::N,féar,חציר
223,Schale::N,scaimh,קלפה
224,Grube::N,poll,בור
225,Grube::N,poll,שוחה
226,Falle::N,gaiste,מלכדת
227,Schlinge::N,sealán,לולאה
228,Spur::N,rian,עקבה
229,Asche::N,luaith,אפר
230,Dreck::N,salachar,זהמה
231,Eisen::N,iarann,ברזל
232,Gold::N,ór,זהב
233,Silber::N,airgead,כסף
234,Kohle::N,gual,פחם
235,Glas::N,gloine,זכוכית
236,Lehm::N,cré,חרסית
237,Sand::N,gaineamh,חול
238,Mensch::N,duine,אדם
239,Mann::N,fear,איש
240,Mann::N,fear,גבר
241,Frau::N,bean,אשה
242,Frau::N,bean,גברת
243,Kind::N,gasúr,ילד
244,Kind::N,páiste,ילד
245,Junge::N,buachaill,ילד
246,Mädchen::N,cailín,נערה
247,Familie::N,teaghlach,משפחה
248,Familie::N,comhluadar,משפחה
249,Großvater::N,seanathair,סבא
250,Großmutter::N,seanmháthair,סבתא
251,Eltern::N,tuismitheoirí,הורים
252,Vater::N,athair,אב
253,Mutter::N,máthair,אם
254,Sohn::N,mac,בן
255,Tochter::N,iníon,בת
256,Bruder::N,deartháir,אח
257,Schwester::N,deirfiúr,אחות
258,Onkel::N,uncail,דוד
259,Tante::N,aintín,דודה
260,Ehemann::N,fear céile,איש
261,Ehemann::N,fear céile,בעל
262,Ehefrau::N,bean chéile,אשה
263,Freude::N,áthas,שמחה
264,Gelächter::N,gáire,צחוק
265,Glück::N,séan,אשר
266,Glück::N,sonas,אשר
267,Kummer::N,brón,יגון
268,Kummer::N,brón,עגמה
269,Kummer::N,buairt,יגון
270,Kummer::N,buairt,עגמה
271,Wunsch::N,guí,אחול
272,Wunsch::N,guí,משאלה
273,Wunsch::N,achainí,אחול
274,Wunsch::N,achainí,משאלה
275,Lust::N,fonn,חשק
276,Lust::N,fonn,תשוקה
277,Geist::N,meon,רוח
278,Geist::N,spiorad,רוח
279,Gedanke::N,smaoineamh,מחשבה
280,Gedächtnis::N,cuimhne,זכרון
281,Verstand::N,ciall,שכל
282,Verstand::N,intinn,שכל
283,Sinn::N,brí,מובן
284,Sinn::N,brí,משמעות
285,Sinn::N,ciall,מובן
286,Sinn::N,ciall,משמעות
287,Grund::N,fáth,סבה
288,Wahrheit::N,fírinne,אמת
289,Gespräch::N,comhrá,דיון
290,Märchen::N,scéal,אגדה
291,Erzählung::N,scéal,ספור
292,Nachricht::N,teachtaireacht,ידיעה
293,Neuigkeit::N,scéala,חדשה
294,Name::N,ainm,שם
295,Rätsel::N,tomhas,תעלומה
296,Rede::N,óráid,נאום
297,Rede::N,aitheasc,נאום
298,Sprache::N,teanga,לשון
299,Stimme::N,guth,קול
300,Wort::N,focal,מלה
301,Zeichen::N,comhartha,סימן
302,Ruf::N,glaoch,קריאה
303,Lärm::N,torann,רעש
304,Laut::N,fuaim,הגה
305,Ton::N,ton,צליל
306,Lied::N,amhrán,שיר
307,Ruhe::N,suaimhneas,שלוה
308,Leute::N,muintir,אנשים
309,Volk::N,pobal,עם
310,Arbeit::N,obair,עבודה
311,Gast::N,aoi,אורח
312,Geschenk::N,féirín,מתנה
313,Geschenk::N,bronntanas,מתנה
314,Spiel::N,cluiche,משחק
315,Gesellschaft::N,comhluadar,חברה
316,Hilfe::N,cúnamh,עזרה
317,Hilfe::N,cabhair,עזרה
318,Freund::N,cara,חבר
319,Freund::N,cara,ידיד
320,Kamerad::N,comrádaí,רע
321,Angelegenheit::N,ábhar,ענין
322,Anzahl::N,líon,מספר
323,Art::N,sórt,סוג
324,Art::N,saghas,סוג
325,Stück::N,píosa,חתיכה
326,Teil::N,cuid,פרק
327,Teil::N,páirt,פרק
328,Hälfte::N,leath,חצי
329,Kreis::N,ciorcal,מעגל
330,Kreuz::N,cros,צלב
331,Linie::N,líne,קו
332,Strich::N,stríoc,קו קצר
333,Abstand::N,achar,מרחק
334,Entfernung::N,fad,מרחק
335,Gegend::N,ceantar,נוף
336,Platz::N,áit,שטח
337,Platz::N,spás,שטח
338,Ort::N,áit,אתר
339,Ort::N,áit,מקום
340,Seite::N,taobh,צד
341,Mitte::N,lár,אמצע
342,Gegenstand::N,ball,אוביקט
343,Gegenstand::N,ábhar,אוביקט
344,Sache::N,ní,דבר
345,Sache::N,rud,דבר
346,Rand::N,imeall,פרור
347,Rand::N,ciumhais,פרור
348,Kante::N,corr,קצה
349,Kante::N,colbha,קצה
350,Ecke::N,coirnéal,פנה
351,Spitze::N,gob,קצה
352,Spitze::N,barr,קצה
353,Ende::N,ceann,סוף
354,Ende::N,foirceann,סוף
355,Loch::N,poll,חר
356,Winkel::N,cúinne,פנה
357,Winkel::N,uillinn,פנה
358,Muster::N,patrún,תבנית
359,Größe::N,méid,גדל
360,Größe::N,toise,גדל
361,Länge::N,fad,ארך
362,Höhe::N,airde,קומה
363,Höhe::N,airde,גבה
364,Gewicht::N,meáchan,משקל
365,Menge::N,méid,כמות
366,Haufen::N,cnap,ערמה
367,Reihe::N,líne,רצף
368,Reihe::N,sraith,רצף
369,Boot::N,bád,סירה
370,Ruder::N,rámh,משוט
371,Ruder::N,maide rámha,משוט
372,Schlitten::N,carr sleamhnáin,מזחלת
373,Ski::N,scí,מגלשים
374,Lagerfeuer::N,tine champa,מדורה
375,Last::N,ualach,משא
376,Gang::N,siúlóid,הליכה
377,Schritt::N,céim,צעד
378,Schritt::N,coiscéim,צעד
379,Norden::N,tuaisceart,צפון
380,Süden::N,deisceart,דרום
381,Westen::N,iarthar,מערב
382,Osten::N,oirthear,מזרח
383,Holz::N,adhmad,עץ
384,Brett::N,clár,קרש
385,Platte::N,leac,לוח
386,Stütze::N,taca,משען
387,Stange::N,polla,מוט
388,Stange::N,cuaille,מוט
389,Stock::N,bata,מקל
390,Stock::N,maide,מקל
391,Stab::N,maide,מוט
392,Stab::N,bachall,מוט
393,Rohr::N,píopa,צנור
394,Haus::N,teach,בית
395,Heim::N,baile,בית
396,Ofen::N,sornóg,תנור
397,Fußboden::N,urlár,רצפה
398,Tisch::N,bord,שלחן
399,Tisch::N,tábla,שלחן
400,Stuhl::N,cathaoir,כסא
401,Wiege::N,cliabhán,ערש
402,Bett::N,leaba,מטה
403,Regal::N,seilf,מדף
404,Kiste::N,bosca,תבה
405,Kiste::N,bosca,ארגז
406,Fenster::N,fuinneoig,חלון
407,Tür::N,doras,דלת
408,Tor::N,geata,שער
409,Zaun::N,fál,גדר
410,Zaun::N,claí,גדר
411,Dach::N,díon,גג
412,Leiter::N,dréimire,סלם
413,Besen::N,scuab,מטאטא
414,Spaten::N,spád,את
415,Spaten::N,rámhainn,את
416,Schaufel::N,sluasaid,את
417,Gabel::N,forc,מזלג
418,Gabel::N,gabhlóg,מזלג
419,Löffel::N,spúnóg,כף
420,Messer::N,scian,סכין
421,Nagel::N,tairne,מסמר
422,Netz::N,líon,רשת
423,Netz::N,eangach,רשת
424,Haken::N,croch,וו
425,Haken::N,croch,קרס
426,Griff::N,cos,ידית
427,Griff::N,hanla,ידית
428,Schloss::N,glas,מנעול
429,Bild::N,pictiúr,תמונה
430,Figur::N,fíor,פסל
431,Puppe::N,bábóg,בבה
432,Beutel::N,mála,שק
433,Beutel::N,mealbhóg,שק
434,Bündel::N,beart,צרור
435,Tasche::N,mála,שקית
436,Eimer::N,buicéad,דלי
437,Deckel::N,clár,מכסה
438,Deckel::N,claibín,מכסה
439,Geschirr::N,soithí,כלים
440,Geschirr::N,gréithe,כלים
441,Sack::N,sac,שק
442,Sack::N,mála,שק
443,Tasse::N,cupán,ספל
444,Topf::N,pota,סיר
445,Kessel::N,citeal,קנקן
446,Essen::N,béile,אכל
447,Essen::N,béile,ארוחה
448,Nahrung::N,bia,הזנה
449,Nahrung::N,bia,תזונה
450,Speise::N,mias,מאכל
451,Speise::N,mias,ארוחה
452,Fleisch::N,feoil,בשר
453,Getreide::N,grán,דגן
454,Getreide::N,arbhar,דגן
455,Brei::N,brúitín,מחית
456,Brot::N,arán,לחם
457,Scheibe::N,píosa,עגול
458,Scheibe::N,píosa,פרוסה
459,Scheibe::N,slisne,עגול
460,Scheibe::N,slisne,פרוסה
461,Fett::N,saill,שמן
462,Fett::N,méathras,שמן
463,Butter::N,im,חמאה
464,Öl::N,ola,שמן
465,Salz::N,salann,מלח
466,Suppe::N,sú,מרק
467,Suppe::N,anraith,מרק
468,Honig::N,mil,דבש
469,Milch::N,bainne,חלב
470,Tee::N,tae,תה
471,Leder::N,leathar,עור
472,Wolle::N,olann,צמר
473,Stoff::N,éadach,בד
474,Stoff::N,éadach,אריג
475,Nadel::N,snáthaid,מחט
476,Faden::N,snáth,חוט
477,Knopf::N,cnaipe,כפתור
478,Knoten::N,snaidhm,קשר
479,Farbe::N,péint,צבע
480,Kleidung::N,éadaí,בגדים
481,Hemd::N,léine,חלצה
482,Kragen::N,bóna,צוארון
483,Ärmel::N,muinchille,שרוול
484,Hose::N,bríste,מכנסים
485,Hose::N,treabhsar,מכנסים
486,Gürtel::N,crios,חגורה
487,Mütze::N,caipín,כובע
488,Schuh::N,bróg,נעל
489,Stiefel::N,buatais,מגף
490,Ring::N,fáinne,טבעת
491,Band::N,ribín,סרט
492,Kamm::N,cíor,מסרק
493,Spiegel::N,scáthán,מראה
494,Riemen::N,iall,רצועה
495,Riemen::N,strapa,רצועה
496,Schnur::N,téad,חבל
497,Schnur::N,sreangán,חבל
498,Leine::N,iall,מושכות
499,Decke::N,pluid,שמיכה
500,Decke::N,blaincéad,שמיכה
501,Kissen::N,piliúr,כרית
502,Kissen::N,adhartán,כרית
503,Tuch::N,scaif,צעיף
504,Handtuch::N,tuáille,מגבת
505,Kraft::N,fórsa,כוח
506,Stärke::N,neart,און
507,Gesundheit::N,sláinte,בריאות
508,Krankheit::N,tinneas,מחלה
509,Krankheit::N,breoiteacht,מחלה
510,Schmerz::N,pian,כאב
511,Wunde::N,goin,פציעה
512,Fieber::N,fiabhras,חם
513,Arznei::N,cógas,תרופה
514,Brücke::N,droichead,גשר
515,Brunnen::N,tobar,באר
516,Weide::N,féarach,אחו
517,Weide::N,féarach,מרעה
518,Pfad::N,cosán,שביל
519,Pfad::N,cosán,מדרכה
520,Pfad::N,conair,שביל
521,Pfad::N,conair,מדרכה
522,Weg::N,slí,דרך
523,Weg::N,bealach,דרך
524,Straße::N,bóthar,כביש
525,Dorf::N,sráidbhaile,כפר
526,Stadt::N,baile,עיר
527,Stadt::N,cathair,עיר
528,Brief::N,litir,מכתב
529,Buch::N,cín,ספר
530,Buch::N,leabhar,ספר
531,Buchstabe::N,litir,אות
532,Zeitung::N,nuachtán,עתון
533,Leben::N,saol,חיים
534,Leben::N,beatha,חיים
535,Tod::N,bás,מות
536,Grab::N,uaigh,קבר
537,Kirche::N,eaglais,כנסיה
538,Sünde::N,peaca,חטא
539,Gott::N,dia,אל
540,Arbeiter::N,oibrí,פועל
541,Chef::N,saoiste,ראש
542,Chef::N,saoiste,מנהל
543,Chef::N,ceannasaí,ראש
544,Chef::N,ceannasaí,מנהל
545,Meister::N,máistir,ממחה
546,Arzt::N,lia,רופא
547,Arzt::N,dochtúir,רופא
548,Lehrer::N,oide,מורה
549,Lehrer::N,múinteoir,מורה
550,Geld::N,airgead,כסף
551,Geschäft::N,gnó,עסקה
552,Laden::N,siopa,חנות
553,Preis::N,praghas,מחיר
554,Ware::N,earra,סחורה
555,Nutzen::N,tairbhe,תועלת
556,Reichtum::N,rachmas,עשר
557,Reichtum::N,saibhreas,עשר
558,Welt::N,domhan,עולם
559,Land::N,tír,ארץ
560,Staat::N,stát,מדינה
561,König::N,rí,מלך
562,Macht::N,cumhacht,כוח
563,Grenze::N,críoch,גבול
564,Grenze::N,teorainn,גבול
565,Krieg::N,cogadh,מלחמה
566,Feind::N,namhaid,אויב
567,Gewalt::N,foréigean,אלימות
568,Kampf::N,troid,קרב
569,Kampf::N,troid,לחימה
570,Bogen[Waffe]::N,bogha,קשת
571,Pfeil::N,saighead,חץ
572,Gewehr::N,gunna,רובה
573,Fehler::N,botún,טעות
574,Fehler::N,meancóg,טעות
575,Lüge::N,bréag,שקר
576,Lüge::N,éitheach,שקר
577,Schaden::N,dochar,נזק
578,Schaden::N,damáiste,נזק
579,Unglück::N,drochrath,מזל רע
580,Schuld::N,locht,אשמה
581,Schuld::N,milleán,אשמה
582,Alter::N,aois,גיל
583,Schluss::N,deireadh,סיום
584,Zeit::N,am,זמן
585,Zeit::N,aimsir,זמן
586,Tag::N,lá,יום
587,Morgen::N,maidin,בקר
588,Mittag::N,nóin,צהרים
589,Abend::N,tráthnóna,ערב
590,Nacht::N,oíche,לילה
591,Woche::N,seachtain,שבוע
592,Monat::N,mí,חדש
593,Jahr::N,bliain,שנה
594,Frühling::N,earrach,אביב
595,Sommer::N,samhradh,קיץ
596,Herbst::N,fómhar,סתו
597,Winter::N,geimhreadh,חרף
598,Januar::N,Eanáir,ינואר
599,Februar::N,Feabhra,פברואר
600,März::N,Márta,מרץ
601,April::N,Aibreán,אפריל
602,Mai::N,Bealtaine,מאי
603,Juni::N,Meitheamh,יוני
604,Juli::N,Iúil,יולי
605,August::N,Lúnasa,אוגוסט
606,September::N,Meán Fómhair,ספטמבר
607,Oktober::N,Deireadh Fómhair,אוקטובר
608,November::N,Samhain,נובמבר
609,November::N,Mí na Samhna,נובמבר
610,Dezember::N,Mí na Nollag,דצמבר
611,Montag::N,Luan,יום שני
612,Montag::N,Dé Luain,יום שני
613,Dienstag::N,Máirt,יום שלישי
614,Dienstag::N,Dé Máirt,יום שלישי
615,Mittwoch::N,Céadaoin,יום רביעי
616,Mittwoch::N,Dé Céadaoin,יום רביעי
617,Donnerstag::N,Déardaoin,יום חמישי
618,Freitag::N,Aoine,יום ששי
619,Freitag::N,Dé hAoine,יום ששי
620,Samstag::N,Satharn,יום שבת
621,Samstag::N,Dé Sathairn,יום שבת
622,Sonntag::N,Domhnach,יום ראשון
623,Sonntag::N,Dé Domhnaigh,יום ראשון
624,groß::A,mór,גדול
625,klein::A,beag,קטן
626,lang::A,fada,ארך
627,kurz::A,gearr,קצר
628,kurz::A,gairid,קצר
629,breit::A,leathan,רחב
630,breit::A,fairsing,רחב
631,schmal::A,cúng,צר
632,dicht::A,dlúth,צפוף
633,dick[Gegenstand]::A,tiubh,עבה
634,dünn::A,caol,דק
635,dünn::A,tanaí,דק
636,fein::A,scáinte,מעדן
637,fein::A,fíneálta,מעדן
638,fest::A,daingean,מוצק
639,flach::A,cothrom,שטוח
640,glatt::A,mín,חלק
641,glatt::A,sleamhain,חלק
642,hart::A,crua,קשיח
643,weich::A,bog,רך
644,rund::A,cruinn,עגל
645,spitz::A,gobach,חד
646,spitz::A,biorach,חד
647,scharf::A,géar,חד
648,scharf::A,faobhrach,חד
649,stumpf::A,maol,קהה
650,schwer::A,trom,כבד
651,schön::A,álainn,יפה
652,heiß::A,te,חם
653,warm::A,te,חם
654,kalt::A,fuar,קר
655,kühl::A,fionnuar,צונן
656,frisch::A,úr,טרי
657,frisch::A,friseáilte,טרי
658,feucht::A,tais,לח
659,nass::A,fliuch,רטוב
660,trocken::A,tirim,יבש
661,voll::A,lán,מלא
662,leer::A,folamh,ריק
663,offen::A,oscailte,פתוח
664,geschlossen::A,dúnta,סגור
665,geschlossen::A,druidte,סגור
666,sauber::A,glan,נקי
667,schmutzig::A,salach,מלכלך
668,roh::A,amh,חי
669,reif::A,aibí,בשל
670,lecker::A,blasta,טעים
671,süß::A,milis,מתוק
672,bitter::A,searbh,מר
673,sauer::A,géar,חמוץ
674,sauer::A,searbh,חמוץ
675,hell::A,geal,בהיר
676,hell::A,soilseach,בהיר
677,dunkel::A,dorcha,עמום
678,schwarz::A,dubh,שחר
679,weiß::A,bán,לבן
680,rot::A,dearg,אדם
681,gelb::A,buí,צהב
682,blau::A,gorm,כחל
683,grün::A,glas,ירק
684,grün::A,uaine,ירק
685,grau::A,liath,אפר
686,bunt::A,ildathach,צבעוני
687,bunt::A,dathannach,צבעוני
688,billig::A,saor,זול
689,teuer::A,daor,יקר
690,teuer::A,costasach,יקר
691,wertvoll::A,luachmhar,יקר ערך
692,blind::A,dall,עור
693,blind::A,caoch,עור
694,taub::A,bodhar,חרש
695,kräftig::A,cumhachtach,חסן
696,stark::A,tréan,חזק
697,stark::A,láidir,חזק
698,schwach::A,lag,חלש
699,schwach::A,fann,חלש
700,fett::A,ramhar,שמן
701,schlank::A,caol,רזה
702,schlank::A,seang,רזה
703,hübsch::A,álainn,יפה תאר
704,hübsch::A,dathúil,יפה תאר
705,böse::A,olc,רשע
706,dumm::A,dúr,טפש
707,dumm::A,amaideach,טפש
708,faul::A,falsa,עצלן
709,faul::A,leisciúil,עצלן
710,fleißig::A,dícheallach,חרוץ
711,geizig::A,barainneach,קמצן
712,geizig::A,sprionlaithe,קמצן
713,klug::A,cliste,נבון
714,klug::A,cliste,פקח
715,geschickt::A,oilte,מימן
716,geschickt::A,ealaíonta,מימן
717,lieb::A,dil,יקר
718,lieb::A,dil,אהוב
719,lieb::A,dílis,יקר
720,lieb::A,dílis,אהוב
721,lustig::A,aerach,עליז
722,lustig::A,meidhreach,עליז
723,sanft::A,bog,עדין
724,sanft::A,séimh,עדין
725,hungrig::A,ocrach,רעב
726,krank::A,tinn,חולה
727,krank::A,breoite,חולה
728,nackt::A,nocht,ערום
729,traurig::A,brónach,עצוב
730,lebendig::A,beo,חי
731,gut::A,maith,טוב
732,schlecht::A,dona,גרוע
733,schlecht::A,droch-,גרוע
734,richtig::A,ceart,נכון
735,schlimm::A,gránna,רע
736,schlimm::A,tubaisteach,רע
737,wahr::A,fíor,אמתי
738,alt::A,sean,ישן
739,neu::A,úr,חדש
740,neu::A,nua,חדש
741,ehemalig::A,iar-,לשעבר
742,ehemalig::A,sean-,לשעבר
743,alt[Lebewesen]::A,sean,זקן
744,alt[Lebewesen]::A,aosta,זקן
745,jung::A,óg,צעיר
746,arm::A,bocht,עני
747,reich::A,saibhir,עשיר
748,reich::A,rachmasach,עשיר
749,bekannt::A,atá eolas air,ידוע
750,berühmt::A,cailiúil,מפרסם
751,berühmt::A,clúiteach,מפרסם
752,fremd::A,coimhthíoch,זר
753,verschieden::A,éagsúil,שונה
754,verschieden::A,difriúil,שונה
755,nah::A,gar,קרוב
756,nah::A,deas,קרוב
757,fern::A,i bhfad uainn,רחוק
758,fern::A,i bhfad i gcéin,רחוק
759,linker::A,clé,שמאלי
760,rechter::A,deas,ימין
761,anderer::A,eile,אחר
762,erster::A,céad,ראשון
763,zweiter::A,dóú,שני
764,zweiter::A,dara,שני
765,dritter::A,tríú,שלישי
766,dritter::A,treas,שלישי
767,letzter::A,déanach,אחרון
768,letzter::A,deireanach,אחרון
769,allein::ADV,i d'aonar,לבד
770,auf einmal::ADV,ag an am céanna,בו-זמנית
771,zusammen::ADV,le chéile,ביחד
772,zusammen::ADV,in eineacht,ביחד
773,lange::ADV,fada,הרבה זמן
774,plötzlich::ADV,go tobann,לפתע
775,plötzlich::ADV,go tobann,פתאום
776,plötzlich::ADV,i dtobainne,לפתע
777,plötzlich::ADV,i dtobainne,פתאום
778,sofort::ADV,ar an toirt,מיד
779,sofort::ADV,ar an bpointe,מיד
780,später::ADV,níos déanaí,לאחר זמן
781,später::ADV,níos déanaí,יותר מאחר
782,jetzt::ADV,anois,עכשיו
783,heute::ADV,inniu,היום
784,morgen::ADV,amárach,מחר
785,bald::ADV,go luath,בקרוב
786,bald::ADV,gan mhoill,בקרוב
787,dann::ADV,ansin,אחר-כך
788,gestern::ADV,inné,אתמול
789,einst::ADV,tráth,לפנים
790,einst::ADV,uair amháin,לפנים
791,damals::ADV,ag an am,אז
792,damals::ADV,an t-am sin,אז
793,danach::ADV,ina dhiaidh sin,אחר-כך
794,vorher::ADV,cheana,לפני זה
795,vorher::ADV,roimhe sin,לפני זה
796,zuerst::ADV,ar dtús,קדם
797,einmal::ADV,uair amháin,פעם
798,manchmal::ADV,uaireanta,לפעמים
799,oft::ADV,minic,לעתים קרובות
800,immer::ADV,i gcónaí,תמיד
801,niemals::ADV,riamh,אף פעם
802,hier::ADV,anseo,כאן
