,Concept_ID,cv,lbe
1326,töten::V,вӗлер,ивчӏан
1327,wohnen::V,чуна пар,оьрму бутлан
1328,wohnen::V,парӑнса тӑр,оьрму бутлан
1329,arbeiten::V,ӗҫле,зун
1330,sammeln::V,пух,ттихӏин
1331,sammeln::V,пух,вив дишин
1332,pflücken::V,тат,риттун
1333,jagen::V,сунара ҫӳре,авли занан
1334,fischen::V,пулӑ тыт,чавахъру бугьлан
1335,fassen::V,тыт,бугьан
1336,hüten::V,кӗт,урттуйн бакьлан
1337,treiben::V,хӑвала,дачин дуллан
1338,treiben::V,хӑвала,лихъан буллан
1339,anbinden::V,кӑкар,бахӏин
1340,füttern::V,ҫитер,канаки буллан
1341,melken::V,су,ттизин
1342,hacken::V,вакла,мюрш буллан
1343,hacken::V,вакла,мюрш бан
1344,gießen::V,шӑвар,щин дишин
1345,reifen::V,пиҫ,диян
1346,zubereiten::V,пӗҫер,хӏадур дан
1347,zubereiten::V,пӗҫер,хӏадур бан
1348,kochen::V,пӗҫер,шашан
1349,kochen::V,пӗҫер,шашан дуллан
1350,backen::V,пӗҫер,бишлан
1351,backen::V,пӗҫер,шахьлан
1352,braten::V,ӑшала,цӏарайх дуллан
1353,umrühren::V,хутӑштар,хӏала бан
1354,stricken::V,ҫых,щащлан
1355,stricken::V,ҫых,щащан
1356,nähen::V,ҫӗле,дуруххан
1357,färben::V,пӗвет,ранг щун
1358,reinigen::V,тасат,марцӏ бан
1359,waschen::V,ҫу,шюшин
1360,abwischen::V,шӑл,лишин
1361,spülen::V,чӳхе,вилаган
1362,fegen::V,шӑл,башин
1363,kehren::V,шӑл,бахьлан
1364,baden::V,шыва кӗр,щинавун учӏлан
1365,sich waschen::V,ҫӑвӑн,диссун
1366,sich waschen::V,ҫӑвӑн,лажин диссун
1367,sich waschen::V,ҫӑвӑн,лажин дислан
1368,sich waschen::V,ҫӑвӑн,биссун
1369,sich waschen::V,ҫӑвӑн,чурх бислан
1370,ausziehen::V,салан,ликкан
1371,anziehen::V,тӑхӑн,лаххан
1372,sich anziehen::V,тӑхӑн,янна лаххан
1373,kämmen::V,тура,ттарал дуккан
1374,schmücken::V,илемлет,чӏюлу бан
1375,sagen::V,те,учин
1376,sprechen::V,кала,гъалгъа тӏун
1377,reden::V,сӑмахла,гъалгъа тӏун
1378,reden::V,калаҫ,гъалгъа тӏун
1379,sich unterhalten::V,пупле,гъалгъа тӏун
1380,fragen::V,ыйт,цӏуххин
1381,bitten::V,ыйт,тавакъю буллан
1382,erzählen::V,каласа пар,хавар бусан
1383,mitteilen::V,пӗлтер,баян бан
1384,mitteilen::V,пӗлтер,хавар бан
1385,mitteilen::V,хыпарла,баян бан
1386,mitteilen::V,хыпарла,хавар бан
1387,nennen::V,те,цӏа дизан
1388,nennen::V,чӗн,цӏа дизан
1389,rufen::V,чӗн,оьвтӏун
1390,prahlen::V,мухтан,цӏа дуллан
1391,prahlen::V,вӗҫкӗнлен,цӏа дуллан
1392,übersetzen::V,куҫар,таржума бан
1393,denken::V,шухӑшла,пикри буллан
1394,glauben::V,ӗнен,вих хьун
1395,bemerken::V,асӑрха,хӏисав хъун
1396,erkennen::V,палла,увчӏин
1397,begreifen::V,ӑнлан,бувчӏин
1398,verstehen::V,пӗл,
1399,lernen::V,вӗрен,лахьлан
1400,lernen::V,вӗрен,лахьхьин
1401,wissen::V,пӗл,кӏулну бикӏан
1402,wissen::V,пӗл,хавар бикӏан
1403,wissen::V,ӑнкар,кӏулну бикӏан
1404,wissen::V,ӑнкар,хавар бикӏан
1405,sich erinnern an::V,аса ил,дакӏнин бутан
1406,vergessen::V,ман,хъама битан
1407,vergessen::V,манса кай,хъама битан
1408,messen::V,виҫ,дуцин дуллан
1409,messen::V,виҫ,дуцин дан
1410,zählen::V,шутла,дуккин
1411,rechnen::V,шутла,хӏисав дан
1412,lesen::V,вула,ккалан
1413,malen::V,ӳкер,сурат дуллан
1414,zeichnen::V,ӳкер,сурат дуллан
1415,schreiben::V,ҫыр,чичин
1416,schreiben::V,ҫыр,чичлан
1417,besitzen::V,тыт,дуну икӏан
1418,besitzen::V,тыт,дуну дикӏан
1419,besitzen::V,тыт,заллуну икӏан
1420,kaufen::V,ил,машан ласун
1421,kaufen::V,туян,машан ласун
1422,verkaufen::V,сут,баххан
1423,bezahlen::V,тӳле,арцу дулун
1424,bezahlen::V,тӳле,багьа булун
1425,zahlen::V,тӳле,арцу дулун
1426,zahlen::V,тӳле,багьа булун
1427,beherrschen::V,тыт,дуну икӏан
1428,beherrschen::V,тыт,заллуну икӏан
1429,ertragen::V,тӳс,бухӏан
1430,Bauch::N,,лякьа
