,Concept_ID,cv,lbe
191,Mücke::N,вӑрӑм туна,мичӏак
192,Fliege::N,шӑна,зимиз
193,Schmetterling::N,лӗпӗш,чӏимучӏали
194,Beere::N,ҫырла,хӏаллил ахъулсса
195,Apfel::N,улма,гьивч
196,Apfel::N,пан улми,гьивч
197,Pilz::N,кӑмпа,ттуккул иис
198,Zwiebel::N,сухан,лаччул чсмусул бакӏ
199,Saat::N,вӑрӑ,гьанна
200,Korn::N,тӗшӗ,къама
201,Korn::N,пӗрчӗ,къама
202,Heu::N,утӑ,ххулув
203,Schale::N,хупӑ,ккиртту
204,Grube::N,шӑтӑк,кӏаланг
205,Falle::N,тапӑ,къатӏа
206,Falle::N,капкӑн,къатӏа
207,Schlinge::N,йӑлӑ,хӏатӏ
208,Spur::N,йӗр,ша
209,Asche::N,кӗл,лах
210,Dreck::N,пылчӑк,кьяркьи
211,Dreck::N,пылчӑк,венп
212,Eisen::N,тимӗр,мах
213,Gold::N,ылтӑн,муси
214,Silber::N,кӗмӗл,арцу
215,Kohle::N,кӑмрӑк,кӏалаш
216,Kohle::N,кӑмрӑк,хъуручӏ
217,Glas::N,кӗленче,пюрун
218,Lehm::N,тӑм,сина аьрщи
219,Sand::N,хӑйӑр,къун
220,Mensch::N,ҫын,инсан
221,Mensch::N,этем,инсан
222,Mann::N,ар,чув
223,Mann::N,ар,адимина
224,Frau::N,хӗрарӑм,щарсса
225,Frau::N,хӗрарӑм,хъамитайпа
226,Kind::N,ача,чӏиви оьрчӏ
227,Junge::N,ача,оьрчӏ
228,Junge::N,ача,бурхьин оьрчӏ
229,Junge::N,ар ҫын ача,оьрчӏ
230,Junge::N,ар ҫын ача,бурхьин оьрчӏ
231,Mädchen::N,хӗр ача,душ
232,Familie::N,ҫемье,кулпат
233,Familie::N,кил-йыш,кулпат
234,Großvater::N,кукаҫи,ттатта
235,Großvater::N,кукаҫи,ниттил ппу
236,Großmutter::N,кукамай,буттал нину
237,Eltern::N,аҫа-ама,нину-ппу
238,Vater::N,атте,ппу
239,Mutter::N,анне,нину
240,Sohn::N,ывӑл,арс
241,Tochter::N,хӗр,душ
242,Bruder::N,ар тӑван,уссу
243,Schwester::N,аппа,ссу
244,Schwester::N,йӑмӑк,ссу
245,Onkel::N,мучи,буттауссу
246,Onkel::N,пичче,буттауссу
247,Tante::N,аппа,буттал ссу
248,Ehemann::N,упӑшка,лас
249,Ehefrau::N,арӑм,щар
250,Ehefrau::N,арӑм,щарсса
251,Freude::N,савӑнӑҫ,шадшиву
252,Freude::N,савӑнӑҫ,ххаришиву
253,Freude::N,хаваслӑх,шадшиву
254,Freude::N,хаваслӑх,ххаришиву
255,Gelächter::N,кулӑ,хъяхъаву
256,Glück::N,телей,талихӏ
257,Glück::N,ӑраскал,талихӏ
258,Kummer::N,хурлӑх,дард
259,Wunsch::N,ӗмӗт,мурад
260,Wunsch::N,кӑмӑл,мурад
261,Lust::N,кӑмӑл,гьавас
262,Lust::N,кӑмӑл,ччаву
263,Geist::N,чун-чӗм,рухӏ
264,Geist::N,ыр-усал,рухӏ
265,Geist::N,чун хавалӗ,рухӏ
266,Gedanke::N,шухӑш,пикри
267,Gedächtnis::N,ас,дакӏний личӏаву
268,Verstand::N,ӑс,аькьлу
269,Verstand::N,ӑс-тӑн,аькьлу
270,Verstand::N,ӑс-хакӑл,аькьлу
271,Sinn::N,тупсӑм,мяъна
272,Sinn::N,пӗлтерӗш,мяъна
273,Grund::N,сӑлтав,багьана
274,Wahrheit::N,чӑнлӑх,тӏайламур
275,Wahrheit::N,чӑнлӑх,хӏакьмур
276,Gespräch::N,калаҫу,ихтилат
277,Märchen::N,юмах,магьа
278,Erzählung::N,акалав,хавар
279,Erzählung::N,каласа пани,хавар
280,Nachricht::N,хыпар,хавар
281,Neuigkeit::N,ҫӗнӗ хыпар,хавар
282,Name::N,ят,цӏа
283,Rätsel::N,сутмалли юмах,ссигьа
284,Rede::N,сӑмах,гъалгъа
285,Sprache::N,чӗлхе,маз
286,Stimme::N,сасӑ,чӏу
287,Stimme::N,сасӑ,чӏукӏа
288,Wort::N,сӑмах,махъ
289,Zeichen::N,паллӑ,лишан
290,Ruf::N,йыхрав,
291,Ruf::N,чӗнӳ,
292,Lärm::N,шав,чӏу
293,Laut::N,сасӑ,чӏу
294,Ton::N,сасӑ,чӏу
295,Lied::N,юрӑ,балай
296,Ruhe::N,канӑҫлӑх,дигьалагру
297,Ruhe::N,лӑпкӑлӑх,дигьалагру
298,Leute::N,ҫамрӑксем,инсантал
299,Leute::N,ҫамрӑк ҫынсем,инсантал
300,Volk::N,халӑх,ил
301,Volk::N,халӑх,халкь
302,Arbeit::N,ӗҫхӗл,заву
303,Arbeit::N,ӗҫлев,заву
304,Gast::N,хӑна,хъамаличу
305,Geschenk::N,парне,бухчакарши
306,Geschenk::N,парне,лажинккакку
307,Geschenk::N,кучченеҫ,бухчакарши
308,Geschenk::N,кучченеҫ,лажинккакку
309,Spiel::N,вӑйӑ,тӏуркӏу
310,Gesellschaft::N,общество,жямат
311,Gesellschaft::N,общество,ккуран
312,Hilfe::N,пулӑшу,кумаг
313,Freund::N,тус,дус
314,Kamerad::N,юлташ,хӏаласу
315,Kamerad::N,тус,хӏаласу
316,Angelegenheit::N,ӗҫ,иш
317,Anzahl::N,йыш,аьдад
318,Anzahl::N,хисеп,аьдад
319,Art::N,тӗс,жинс
320,Stück::N,татӑк,касак
321,Teil::N,пай,бутӏа
322,Hälfte::N,ҫурӑ,дачӏи
323,Kreis::N,ункӑ,кюрщан
324,Kreis::N,ҫавракӑш,кюрщан
325,Kreuz::N,хӗрес,ххач
326,Linie::N,йӗр,щва
327,Strich::N,йӗр,щва
328,Abstand::N,хушӑ,манзил
329,Entfernung::N,хушӑ,манзил
330,Gegend::N,вырӑн,кӏану
331,Platz::N,хутлӑх,
332,Ort::N,вырӑн,кӏану
333,Seite::N,ен,чул
334,Seite::N,ен,чулухалу
335,Seite::N,аяк,чул
336,Seite::N,аяк,чулухалу
337,Seite::N,айӑк,чул
338,Seite::N,айӑк,чулухалу
339,Mitte::N,варӑ,дя
340,Gegenstand::N,япала,зат
341,Sache::N,япала,зат
342,Rand::N,вӗҫ,зума
343,Rand::N,хӗрӗ,зума
344,Rand::N,хӗрри,зума
345,Kante::N,хайкача,
346,Kante::N,хысак,
347,Ecke::N,кӗтес,мурцӏу
348,Spitze::N,вӗҫ,мицӏ
349,Ende::N,вӗҫ,зума
350,Loch::N,шӑтӑк,ккутӏ
351,Winkel::N,кӗтес,мурцӏу
352,Muster::N,эреш,накьич
353,Größe::N,пысӑкӑш,
354,Länge::N,вӑрӑмӑш,лахъишиву
355,Höhe::N,ҫӳллӗш,лахъшиву
356,Gewicht::N,виҫе,дуццин
357,Gewicht::N,виҫе,кӏушиву
358,Gewicht::N,йывӑрӑш,дуццин
359,Gewicht::N,йывӑрӑш,кӏушиву
360,Menge::N,йыш,
361,Haufen::N,купа,бакӏу
362,Reihe::N,рет,кьюкьа
363,Boot::N,кимӗ,луткка
364,Ruder::N,кӗсмен,весло
365,Ruder::N,кӗсмен,чӏатӏа
366,Schlitten::N,ҫуна,чана
367,Schlitten::N,ҫуна,санкка
368,Ski::N,йӗлтӗр,лижарду
369,Lagerfeuer::N,вут,къавтӏн
370,Lagerfeuer::N,кӑвайт,къавтӏн
371,Last::N,сулмаклӑх,гьиву
372,Last::N,йывӑр япала,гьиву
373,Gang::N,куҫӑм,нанаву
374,Schritt::N,утӑм,ша
375,Schritt::N,пусӑм,ша
376,Norden::N,ҫурҫӗр,ухссав
377,Norden::N,ҫурҫӗр,ухссавнил чулухалу
378,Süden::N,кӑнтӑр,кьилва
379,Westen::N,анӑҫ,баргълагавал
380,Westen::N,анӑҫ,баргълагавал чул
381,Westen::N,хӗвел анӑҫ,баргълагавал
382,Westen::N,хӗвел анӑҫ,баргълагавал чул
383,Osten::N,хӗвел тухӑҫ,баргъбуккай чулухалу
384,Holz::N,йывӑҫ,тӏама
385,Brett::N,хӑма,тахта
386,Platte::N,плита,гъуни
387,Stütze::N,ура,гьалакӏу
388,Stange::N,шерте,къазихъ
389,Stock::N,патак,ттархь
390,Stab::N,шӑчӑ,ччантӏакъу
391,Rohr::N,пӑрӑх,бургъу
392,Haus::N,ҫурт,къатта
393,Heim::N,кил,къатта
394,Ofen::N,кӑмака,пач
395,Fußboden::N,урай,чӏанкъатта
396,Tisch::N,сӗтел,усттул
397,Stuhl::N,пукан,кӏану
398,Wiege::N,сӑпка,оьрчӏал кӏану
399,Bett::N,кравать,тах
400,Regal::N,ҫӳлӗк,чӏаму
401,Regal::N,сентре,чӏаму
402,Kiste::N,ещӗк,яшикӏ
403,Kiste::N,ещӗк,къурши
404,Kiste::N,сунтӑх,яшикӏ
405,Kiste::N,сунтӑх,къурши
406,Fenster::N,чӳрече,чӏавахьулу
407,Tür::N,алӑк,нуз
408,Tür::N,алӑк,нузкьун
409,Tor::N,хапха,къапу
410,Tor::N,хапха,дарваза
411,Zaun::N,хӳме,дайгьузанну
412,Dach::N,тӑрӑ,магъи
413,Dach::N,тӑрӑ,цӏиялу
414,Leiter::N,пусма,чуртту
415,Besen::N,шӑпӑр,чӏатлу
416,Spaten::N,кӗреҫе,бил
417,Schaufel::N,кӗреҫе,чӏатӏа
418,Gabel::N,вилка,гьиссилу
419,Löffel::N,кашӑк,къуса
420,Messer::N,ҫӗҫӗ,чӏила
421,Nagel::N,пӑта,мяр
422,Netz::N,тетел,къери
423,Haken::N,йӑрхах,къича
424,Haken::N,ҫекӗл,къича
425,Griff::N,хӑлӑп,куяму
426,Schloss::N,ҫӑра,кьункьула
427,Bild::N,сӑн,сурат
428,Bild::N,сӑнлӑх,сурат
429,Bild::N,картина,сурат
430,Figur::N,кӗлетке,
431,Puppe::N,пукане,ссихьу
432,Beutel::N,михӗ,чантай
433,Bündel::N,ҫыхӑ,гьи
434,Bündel::N,ҫыхӑ,къар
435,Bündel::N,тӗрке,гьи
436,Bündel::N,тӗрке,къар
437,Tasche::N,сумка,
438,Eimer::N,витре,бадра
439,Deckel::N,хупӑ,къапаза
440,Geschirr::N,савӑт-сапа,пюрунчӏул
441,Geschirr::N,савӑт-сапа,тӏахӏникӏичӏу
442,Sack::N,михӗ,къап
443,Sack::N,михӗ,дарваг
444,Tasse::N,курка,пижан
445,Tasse::N,курка,пинжан
446,Tasse::N,курка,инкираччатӏи
447,Tasse::N,курка,цинцилттал бушкъап
448,Topf::N,кастрюль,кӏункӏур
449,Kessel::N,хуран,чаг
450,Kessel::N,хуран,кӏункӏур
451,Essen::N,апат,дукия
452,Essen::N,апат,дукин
453,Nahrung::N,апат-ҫимӗс,дукра
454,Speise::N,апат,дукра
455,Speise::N,ҫимӗҫ,дукра
456,Fleisch::N,аш,дикӏ
457,Fleisch::N,какай,дикӏ
458,Getreide::N,тырӑ,къама
459,Brei::N,пӑтӑ,ккурч
460,Brot::N,ҫӑкӑр,ччатӏ
461,Scheibe::N,чӗлӗ,парча
462,Scheibe::N,касӑк,парча
463,Fett::N,ҫу,аьгъушиву
464,Butter::N,ҫу,нагь
465,Butter::N,ҫу,лагаву
466,Öl::N,ҫу,
467,Salz::N,тӑвар,цӏву
468,Suppe::N,яшка,накь
469,Honig::N,пыл,ницӏ
470,Milch::N,сӗт,накӏ
471,Tee::N,чей,чяй
472,Leder::N,сӑран,бурчу
473,Wolle::N,ҫӑм,ппал
474,Stoff::N,тӗртӗм,янна
475,Nadel::N,йӗп,ххалаххи
476,Faden::N,ҫип,ххал
477,Knopf::N,тӳме,банд
478,Knoten::N,йӑлӑ,къурхъ
479,Farbe::N,сӑрӑ,сир
480,Kleidung::N,тум,янна
481,Kleidung::N,тум,лаххия
482,Kleidung::N,ҫипуҫ,янна
483,Kleidung::N,ҫипуҫ,лаххия
484,Kleidung::N,тум-тир,янна
485,Kleidung::N,тум-тир,лаххия
486,Hemd::N,кӗпе,гьухъа
487,Kragen::N,ҫуха,дарвач
488,Ärmel::N,ҫанӑ,кахха
489,Hose::N,шӑлавар,хӏажак
490,Gürtel::N,пиҫиххи,мухӏлу
491,Mütze::N,ҫӗлӗк,кьяпа
492,Schuh::N,пушмак,
493,Schuh::N,ботинок,
494,Stiefel::N,атӑ,чакма
495,Ring::N,ҫӗрӗ,кӏисса
496,Band::N,хаю,линт
497,Band::N,йӗсме,линт
498,Kamm::N,тура,ттарал
499,Spiegel::N,тӗкӗр,дагьани
500,Spiegel::N,куҫ кӗски,дагьани
501,Riemen::N,чӗн,эн
502,Schnur::N,кантра,хьхьа
503,Leine::N,касмӑк,
504,Decke::N,утиял,виргъан
505,Kissen::N,ҫытар,кӏаралу
506,Kissen::N,минтер,кӏаралу
507,Tuch::N,тутӑр,карщи
508,Handtuch::N,ал шӑлли,калихьу
509,Handtuch::N,ал шӑлли,лажинлихьу
510,Kraft::N,вӑй,эллаж
511,Kraft::N,хӑват,эллаж
512,Stärke::N,хал,гуж
513,Stärke::N,хӑват,гуж
514,Gesundheit::N,хал,цӏуллу-сагъшиву
515,Gesundheit::N,сывлӑх,цӏуллу-сагъшиву
516,Krankheit::N,чир,къашайшиву
517,Schmerz::N,ырату,къюву
518,Wunde::N,суран,щаву
519,Fieber::N,сив чир,кӏиришиву
520,Arznei::N,эмел,дару
521,Brücke::N,кӗпер,ламу
522,Brunnen::N,ҫӑл,къуй
523,Brunnen::N,пусӑ,къуй
524,Weide::N,ҫаран,бизантту
525,Pfad::N,йӗр,жегъир ххуллу
526,Pfad::N,сукмак,жегъир ххуллу
527,Weg::N,ҫул,ххуллу
528,Weg::N,ҫул-йӗр,ххуллу
529,Straße::N,ҫӳрев,ххуллу
530,Straße::N,ҫул ҫӳрени,ххуллу
531,Dorf::N,ял,щар
532,Dorf::N,ял,шяравалу
533,Stadt::N,хула,шагьру
534,Brief::N,ҫыру,чагъар
535,Buch::N,кӗнеке,лу
536,Buchstabe::N,сас палли,хӏарп
537,Zeitung::N,хаҫат,кказит
538,Leben::N,пурнӑҫ,оьрму
539,Tod::N,вилӗм,ажал
540,Tod::N,вилӗм,бивкӏу
541,Tod::N,вилӗм,ивчӏаву
542,Grab::N,масар шӑтӑкӗ,гьав
543,Kirche::N,чиркӳ,килиса
544,Sünde::N,ҫылӑх,бунагъ
545,Gott::N,турӑ,зал
546,Arbeiter::N,рабочи,зузала
547,Chef::N,пуҫлӑх,ялувма
548,Meister::N,ӑста,усттар
549,Meister::N,мастер,усттар
550,Arzt::N,врач,хӏакин
551,Arzt::N,тухтӑр,хӏакин
552,Lehrer::N,учитель,учитель
553,Lehrer::N,вӗрентекен,учитель
554,Geld::N,укҫа,арцу
555,Geschäft::N,бизнес,даву
556,Laden::N,магазин,ттучан
557,Preis::N,хак,багъа
558,Ware::N,тавар,хъус
559,Nutzen::N,пайта,хайр
560,Nutzen::N,пайта,мюнпат
561,Reichtum::N,мул,давлат
562,Reichtum::N,мул,аваданшиву
563,Welt::N,тӗнче,дуниял
564,Land::N,ҫӗр-шыв,билаят
565,Staat::N,патшàлӑх,паччахӏлугъ
566,König::N,король,
567,Macht::N,власть,власть
568,Grenze::N,чикӗ,дазу
569,Krieg::N,вӑрҫӑ,дяъви
570,Feind::N,тӑшман,душман
571,Gewalt::N,ирӗксӗрлӳ,къия
572,Kampf::N,кӗрешӳ,лачӏуи уккаву
573,Bogen[Waffe]::N,ухӑ,ккуртта
574,Pfeil::N,ҫӗмрен,чӏатӏаракӏ
575,Pfeil::N,ухӑ йӗппи,чӏатӏаракӏ
576,Gewehr::N,пӑшал,ттупанг
577,Fehler::N,йӑнӑш,гъалатӏ
578,Lüge::N,суя,щялмахъ
579,Lüge::N,ултав,щялмахъ
580,Schaden::N,сиен,зарал
581,Unglück::N,шар,бала
582,Unglück::N,инкек,бала
583,Schuld::N,айӑп,тахсир
584,Alter::N,ҫул шучӗ,оьрму
585,Schluss::N,пӗтни,ахир
586,Schluss::N,пӗтмӗш,ахир
587,Zeit::N,вӑхӑт,чӏун
588,Tag::N,кун,кьини
589,Morgen::N,ир,кӏюрх
590,Mittag::N,кӑнтӑрла,ахттайн
591,Mittag::N,кӑнтӑрла,дяахттайн
592,Mittag::N,кӑнтӑрла,ахттайн чӏун
593,Abend::N,каҫ,маркӏачӏан
594,Nacht::N,каҫ,хьхьу
595,Woche::N,эрне,нюжмар
596,Monat::N,уйӑх,барз
597,Jahr::N,ҫулталӑк,шин
598,Frühling::N,ҫур,инт
599,Frühling::N,ҫуркунне,инт
600,Sommer::N,ҫу,гъи
601,Sommer::N,ҫулла,гъи
602,Herbst::N,кӗр,ссут
603,Herbst::N,кӗркунне,ссут
604,Winter::N,хӗл,кӏи
605,Winter::N,хӗлле,кӏи
606,Januar::N,январь,цалчинмур барз
607,Februar::N,февраль,кӏилчинмур барз
608,Februar::N,кӗҫӗн кӑрлач,кӏилчинмур барз
609,März::N,март,шамилчинмур барз
610,März::N,пуш уйӑхӗ,шамилчинмур барз
611,April::N,апрель,апрель
612,April::N,апрель,мукьилчинмур барз
613,Mai::N,май,май
614,Mai::N,май,ххюлчинмур барз
615,Juni::N,июнь,июнь
616,Juni::N,июнь,ряххилчинмур барз
617,Juli::N,июль,июль
618,Juli::N,июль,Арулчинмур барз
619,August::N,август,мяйлчинмур барз
620,September::N,сентябрь,урчӏилчинмур барз
621,September::N,авӑн уйӑхӗ,урчӏилчинмур барз
622,Oktober::N,октябрь,ацӏилчинмур барз
623,November::N,ноябрь,ацӏния цалчинмур барз
624,Dezember::N,раштав,ацӏния кӏилчинмур барз
625,Dezember::N,декабрь,ацӏния кӏилчинмур барз
626,Montag::N,тунти кун,итин
627,Montag::N,тунти кун,итин кьини
628,Dienstag::N,ытлари кун,тталат
629,Dienstag::N,ытлари кун,тталат кьини
630,Mittwoch::N,юн кун,арвахӏ
631,Donnerstag::N,кӗҫнерни кун,хамис
632,Freitag::N,эрне кун,нюжмар
633,Freitag::N,эрне кун,нюжмар кьини
634,Samstag::N,шӑмат кун,ххуллун
635,Samstag::N,шӑмат кун,ххуллун кьини
636,Sonntag::N,вырсарни кун,алхӏат
637,Sonntag::N,вырсарни кун,алхӏат кьини
638,groß::A,пысӑк,бугъарасса
639,klein::A,пӗчӗк,чӏивисса
640,lang::A,вӑрӑм,лахъисса
641,kurz::A,кӗске,кутӏасса
642,breit::A,сарлака,уттасса
643,schmal::A,ансӑр,уттакӏюласса
644,dicht::A,йӑвӑ,ццунсса
645,dick[Gegenstand]::A,хулӑн,ганзсса
646,dünn::A,ҫинҫе,кӏюласса
647,dünn::A,ҫӳхе,кӏюласса
648,fein::A,тарай,
649,fein::A,вӗлтӗрти,
650,fest::A,тӗреклӗ,цӏакьсса
651,fest::A,тӗреклӗ,кьянкьасса
652,flach::A,лаптак,баягъисса
653,flach::A,лаптак,цӏубакъасса
654,flach::A,лаптак,куртӏ дакъасса
655,glatt::A,такӑр,дюрчӏусса
656,hart::A,хытӑ,кьянкьасса
657,weich::A,ҫемҫе,кӏукӏлусса
658,rund::A,ҫавра,ккурккисса
659,spitz::A,шӗвӗр,ярксса
660,spitz::A,шӗвӗр,дайлсса
661,spitz::A,шӗвӗр,мицӏ бусса
662,scharf::A,ҫивӗч,ярксса
663,scharf::A,ҫивӗч,дайлсса
664,scharf::A,ҫивӗч,мицӏ бусса
665,stumpf::A,мӑка,къуркъасса
666,stumpf::A,пуклак,къуркъасса
667,stumpf::A,тӗрӗнчӗк,къуркъасса
668,stumpf::A,ӑнкарусӑр,къуркъасса
669,schwer::A,йывӑр,кӏусса
670,schön::A,илемлӗ,аьнтӏикӏасса
671,heiß::A,вӗри,кӏирисса
672,warm::A,ӑшӑ,гъелисса
673,kalt::A,сивӗ,дяркъусса
674,kühl::A,уҫӑ,дюхлулсса
675,frisch::A,уҫӑ,цӏусса
676,feucht::A,йӗпе,атилсса
