,Concept_ID,ko,uz
143,Schaf::N,양,qo'y
144,Schwein::N,돼지,cho'chqa
145,Hund::N,개,it
146,Katze::N,고양이,mushuk
147,Bär::N,콤,ayiq
148,Eichhörnchen::N,다람쥐,tiyin
149,Elch::N,고라니,los
150,Fuchs::N,여우,tulki
151,Hase::N,토끼,kuyon
152,Maus::N,쥐,sichqon
153,Wolf::N,늑대,bo'ri
154,Vogel::N,새,qush
155,Schwarm::N,뗴,to'da
156,Huhn::N,암탉,tovuq
157,Hahn::N,수탉,xo'roz
158,Gans::N,거위,g'oz
159,Adler::N,수리,burgut
160,Ente::N,오리,o'rdak
161,Eule::N,부엉이,boyo'g'li
162,Kranich::N,두루미,turna
163,Krähe::N,까마귀,qarg'a
164,Kuckuck::N,뻐꾸기,kakku
165,Schwan::N,배조,oqkush
166,Fisch::N,물고기,baliq
167,Barsch::N,농어,olabug'a
168,Hecht::N,에속스,cho'rtan
169,Schlange[Tier]::N,뱀,ilon
170,Wurm::N,벌레,qurt
171,Spinne::N,거미,o'rgimchak
172,Ameise::N,개미,chumoli
173,Laus::N,이,bit
174,Mücke::N,모기,chivin
175,Fliege::N,날기,pashsha
176,Schmetterling::N,나비,kapalak
177,Beere::N,장과,meva
178,Apfel::N,사과,olma
179,Pilz::N,고방이,qo'ziqorin
180,Zwiebel::N,양파,piyoz
181,Saat::N,씨,äkin
182,Korn::N,알맹이,zarra
183,Heu::N,건초,xashak
184,Schale::N,피상,po'choq
185,Falle::N,함정,qopqon
186,Schlinge::N,올가미,sirtmoq
187,Schlinge::N,멜빵붕대,sirtmoq
188,Spur::N,발지국,iz
189,Asche::N,재,kul
190,Dreck::N,똥,kir
191,Dreck::N,오물,kir
192,Eisen::N,쇠,temir
193,Eisen::N,철,temir
194,Gold::N,항금,tilla
195,Silber::N,은,kumush
196,Kohle::N,슻,ko'mir
197,Glas::N,유리,oyna
198,Lehm::N,찰흙,loy
199,Sand::N,모래,qum
200,Mensch::N,사람,odam
201,Mann::N,남자,ärkak
202,Frau::N,여자,ayol
203,Kind::N,아이,bola
204,Kind::N,아이,kichkintoy
205,Junge::N,소녁,bola
206,Mädchen::N,소녀,qiz
207,Familie::N,가족,oila
208,Großvater::N,할아버지,buva
209,Großvater::N,할아버지,katta ota
210,Großmutter::N,할머니,buvi
211,Großmutter::N,할머니,katta oyi
212,Eltern::N,어버오,ota-ona
213,Vater::N,아버지,ota
214,Mutter::N,어머니,ona
215,Sohn::N,아들,o'g'il
216,Tochter::N,딸기,qiz
217,Bruder::N,형제,og'a
218,Bruder::N,형제,uka
219,Schwester::N,누이,opa
220,Schwester::N,누이,singil
221,Onkel::N,백부,amaki
222,Tante::N,아주머니,amma
223,Tante::N,아주머니,xola
224,Ehemann::N,남편,är
225,Ehefrau::N,아내,rafiqa
226,Freude::N,기쁨,ayish
227,Gelächter::N,웃음,kulgi
228,Glück::N,즐거움,saodat
229,Kummer::N,슬픔,g'am
230,Wunsch::N,소망,orzu
231,Geist::N,할기,ruh
232,Gedanke::N,상념,fikr
233,Gedächtnis::N,기억,äs
234,Verstand::N,분별,aql
235,Verstand::N,지능,aql
236,Sinn::N,센스,ma'ni
237,Grund::N,까닭,sabab
238,Wahrheit::N,참,haq
239,Wahrheit::N,진실,haq
240,Gespräch::N,대화,gap
241,Märchen::N,동화,ärtak
242,Erzählung::N,이야기,rivoyat
243,Neuigkeit::N,뉴스,yangilik
244,Name::N,이름,ot
245,Rätsel::N,수수께끼,topishmoq
246,Rede::N,연설,nutq
247,Sprache::N,말,til
248,Stimme::N,목소리,ovoz
249,Wort::N,낱말,so'z
250,Zeichen::N,신호,alomat
251,Ruf::N,부름,chaqiriq
252,Lärm::N,소동,taraq
253,Laut::N,음성,tovush
254,Ton::N,목소리,un
255,Lied::N,노래,ashula
256,Ruhe::N,쉼,tinchlik
257,Leute::N,사람들,xaloyiq
258,Volk::N,국중,xalq
259,Arbeit::N,근로,ish
260,Arbeit::N,너무,ish
261,Gast::N,손님,mehmon
262,Geschenk::N,행하,hadya
263,Spiel::N,무리,o'yin
264,Gesellschaft::N,교제,jamiyat
265,Hilfe::N,거들음,yordam
266,Hilfe::N,보좌,yordam
267,Freund::N,친구,do'st
268,Kamerad::N,동실자,yo'ldosh
269,Angelegenheit::N,용무,daxl
270,Anzahl::N,어떤,son
271,Anzahl::N,수,son
272,Art::N,정류,tur
273,Stück::N,일부분,parcha
274,Teil::N,몱,bo'lak
275,Teil::N,구훠,bo'lak
276,Hälfte::N,2분의,yarim
277,Kreis::N,고리,aylana
278,Kreuz::N,열십자,xoch
279,Linie::N,선,liniya
280,Strich::N,스침,chiziq
281,Abstand::N,거리,oralik
282,Entfernung::N,거리,uzoqlik
283,Gegend::N,곳,yer
284,Gegend::N,부금,yer
285,Platz::N,장소,oralig
286,Ort::N,장소,joy
287,Seite::N,옆면,yon
288,Mitte::N,궁간,o'rta
289,Gegenstand::N,항목,ashyo
290,Sache::N,뭉에,buyum
291,Rand::N,가,chek
292,Kante::N,귀퉁,tig'
293,Ecke::N,구석,burchak
294,Spitze::N,끝,uch
295,Spitze::N,참단,uch
296,Ende::N,말당,oxir
297,Loch::N,빙옷,teshik
298,Winkel::N,각도,go'sha
299,Muster::N,본,nusha
300,Muster::N,견복,nusha
301,Größe::N,신장,kattalik
302,Länge::N,길이긺,uzunlik
303,Höhe::N,높이,yuksaklik
304,Gewicht::N,추,solmoq
305,Menge::N,수양,miqdor
306,Haufen::N,퇴적,uyum
307,Reihe::N,열,saf
308,Boot::N,보트,qayiq
309,Ruder::N,노,äshkak
310,Schlitten::N,썰매,chana
311,Ski::N,스키,chang'i
312,Lagerfeuer::N,캠프의 모닥불,gulxan
313,Last::N,무거운짐,yuk
314,Gang::N,걸음,yurish
315,Schritt::N,보조,qadam
316,Norden::N,북쪽 ,shimol
317,Süden::N,남쪽,janub
318,Westen::N,서쪽,g'arb
319,Osten::N,동쪽,sharq
320,Holz::N,목재,yog'och
321,Brett::N,마루널,taxta
322,Platte::N,탤,tabaqa
323,Platte::N,금속판,tabaqa
324,Stütze::N,버팀목,tayanchi
325,Stange::N,장대,qo'noq
326,Stock::N,막대기,tayoq
327,Stab::N,작대기,gavron
328,Rohr::N,갈대,tarnov
329,Haus::N,집,uy
330,Heim::N,집,makon
331,Ofen::N,아궁이,pechka
332,Fußboden::N,마루,pol
333,Tisch::N,탁자,mosa
334,Stuhl::N,의자,o'rindiq
335,Wiege::N,발상지,beshik
336,Bett::N,침대,yotoq
337,Regal::N,서가,tokcha
338,Kiste::N,짐궤,sandiq
339,Fenster::N,눔,deraza
340,Tür::N,문,äshik
341,Tor::N,대문,darvoza
342,Zaun::N,담장,panjara
343,Dach::N,지붕,tom
344,Leiter::N,사닥다리,narvon
345,Besen::N,비,supurgi
346,Spaten::N,가래,bel
347,Schaufel::N,삽,kurak
348,Gabel::N,갈래,bilka
349,Löffel::N,숟가락,qoshiq
350,Messer::N,나이프,pichoq
351,Nagel::N,발툽,mix
352,Netz::N,그물,to'r
353,Haken::N,갈고리,ilgak
354,Griff::N,움켜쥠,sop
355,Griff::N,움켜쥠,tutqich
356,Schloss::N,자물쇠,qulf
357,Bild::N,그림,rasm
358,Figur::N,몸메,shakl
359,Puppe::N,인형,ko'g'irchoq
360,Beutel::N,클,to'rva
361,Bündel::N,자근다발,bog'lam
362,Tasche::N,가방,kissa
363,Eimer::N,동이,chelak
364,Deckel::N,뚜껑,qopqoq
365,Geschirr::N,식시,idish
366,Sack::N,조갑,qop
367,Tasse::N,차잔,piyola
368,Topf::N,단지,tuvak
369,Kessel::N,주전자,qozon
370,Essen::N,먹기,tomoq
371,Nahrung::N,식료,emak
372,Speise::N,음식물,taom
373,Fleisch::N,고기,go'sht
374,Getreide::N,곡물,g'alla
375,Brei::N,젤리,bo'tqa
376,Brot::N,빵,non
377,Scheibe::N,원반,disk
378,Fett::N,기름,moy
379,Butter::N,버터,yog'
380,Öl::N,올리브유,moy
381,Salz::N,소금,tuz
382,Suppe::N,국,sho'rva
383,Suppe::N,수프,sho'rva
384,Honig::N,감미,asal
385,Milch::N,유즙,sut
386,Tee::N,차,choy
387,Leder::N,가죽,charm
388,Wolle::N,양털,jun
389,Stoff::N,패료,mato
390,Nadel::N,바늘,igna
391,Faden::N,콘실,ip
392,Knopf::N,단추,tugma
393,Knoten::N,곁절,tugun
394,Farbe::N,색,bo'yok
395,Kleidung::N,옷입기,kiyim
396,Hemd::N,속옷,ko'ylak
397,Kragen::N,깃,yoqa
398,Ärmel::N,소매,yeng
399,Hose::N,바지,shim
400,Gürtel::N,밴드,tasma
401,Mütze::N,모자,shapka
402,Schuh::N,구두,but
403,Stiefel::N,장화,botinka
404,Ring::N,고리,yuzuk
405,Band::N,리본,rishta
406,Kamm::N,빗,taroq
407,Spiegel::N,거울,ko'zgu
408,Riemen::N,가죽끈,qayish
409,Schnur::N,밧줄,bog'ich
410,Leine::N,고삐줄,etak
411,Decke::N,이부자리,odyol
412,Kissen::N,깔개,yostiq
413,Tuch::N,천,gazlama
414,Handtuch::N,수건,sochiq
415,Kraft::N,세력,kuch
416,Stärke::N,힘,quvvat
417,Gesundheit::N,위생,sog'lik
418,Krankheit::N,병,kasallik
419,Schmerz::N,아픔고통,og'riq
420,Wunde::N,상처,yara
421,Fieber::N,열별,bezgak
422,Arznei::N,약,dori
423,Brücke::N,교량,ko'prik
424,Brunnen::N,원천,buloq
425,Weide::N,목장,yaylov
426,Pfad::N,좁은길,dorojka
427,Weg::N,길,yo'l
428,Straße::N,길,ko'cha
429,Dorf::N,촌,ovul
430,Dorf::N,촌락,ovul
431,Stadt::N,도시,shahar
432,Brief::N,서한,maktub
433,Buch::N,책,kitob
434,Buchstabe::N,문자,harf
435,Zeitung::N,신문,gazet
436,Leben::N,삶,hayot
437,Tod::N,죽음,o'lim
438,Grab::N,무덤,go'r
439,Kirche::N,교회,cherkov
440,Sünde::N,부정,gunoh
441,Gott::N,하느님,olloh
442,Arbeiter::N,일하는사람,ishchi
443,Chef::N,사장,rais
444,Meister::N,명인,usta
445,Meister::N,대가,usta
446,Arzt::N,의사,hakim
447,Lehrer::N,교사,muallim
448,Geld::N,돈,pul
449,Geschäft::N,일,savdo
450,Laden::N,가게,do'kon
451,Preis::N,가격,baho
452,Ware::N,상품,mol
453,Nutzen::N,이익,foyda
454,Reichtum::N,많음,boylik
455,Welt::N,세상,olam
456,Land::N,지방,o'lka
457,Staat::N,국가,davlat
458,König::N,국왕,qirol
459,Macht::N,힘,iqtidor
460,Grenze::N,국경,chegara
461,Krieg::N,전쟁,harb
462,Feind::N,적,dushman
463,Gewalt::N,권력,zo'rlik
464,Kampf::N,전투,kurash
465,Bogen[Waffe]::N,활,yoy
466,Pfeil::N,화살,o'q
467,Gewehr::N,무기,vintovka
468,Fehler::N,오류,xato
469,Lüge::N,거짓말,yolg'on
470,Schaden::N,손상,ziyon
471,Unglück::N,불행,balo
472,Schuld::N,부채,ayb
473,Alter::N,연령,yosh
474,Schluss::N,마감,tamom
475,Zeit::N,때,vaqt
476,Zeit::N,시간,vaqt
477,Tag::N,하루,kun
478,Morgen::N,이침,saboh
479,Mittag::N,대낮,kun tushlik
480,Abend::N,저녁,oqshom
481,Nacht::N,밤,tun
482,Woche::N,근무일,hafta
483,Monat::N,달,oy
484,Jahr::N,해,yil
485,Frühling::N,봄,bahor
486,Sommer::N,여름,yoz
487,Herbst::N,가을,kuz
488,Herbst::N,가을,xazon
489,Winter::N,겨울,qish
490,Januar::N,일월,yanvar'
491,Februar::N,이월,fevral'
492,März::N,삼월,mart
493,April::N,사월,aprel'
494,Mai::N,오월,may
495,Juni::N,유월,iyun'
496,Juli::N,칠월,iyul'
497,August::N,팔월,avgust
498,September::N,구월,sentyabr'
499,Oktober::N,시월,oktyabr'
500,November::N,십일월,noyabr'
501,Dezember::N,십이월,dekabr'
502,Montag::N,월요일,dushanba
503,Dienstag::N,화요일,seshanba
504,Mittwoch::N,수요일,chorshanba
505,Donnerstag::N,모교일,payshanba
506,Freitag::N,그묘일,juma
507,Samstag::N,토요일,shanba
508,Sonntag::N,일요일,yakshanba
509,groß::A,큰,buyuk
510,klein::A,자근,kichik
511,lang::A,긴,uzun
512,kurz::A,짧은,qisqa
513,breit::A,넓은,keng
514,schmal::A,좁은,änsiz
515,dicht::A,농밀한,quyuq
516,dick[Gegenstand]::A,두꺼운,qalin
517,dünn::A,얇은,ingichka
518,fein::A,미세한,mayin
519,fest::A,굳은,qattiq
520,flach::A,얕은,yalpoq
521,glatt::A,반들반들한,tekis
522,hart::A,굳은,qattiq
523,weich::A,연한,yumshoq
524,rund::A,둥근,yumaloq
525,spitz::A,뾰족한,uchli
526,scharf::A,날카로운,keskir
527,stumpf::A,무딘,to'mtoq
528,schwer::A,무거운,salmoqli
529,schön::A,멋진,go'zal
530,heiß::A,뜨거운,qiziq
531,warm::A,따뜻한,issiq
532,kalt::A,찬,sovuq
533,kühl::A,서늘한,salqin
534,frisch::A,신선한,toza
535,feucht::A,축축한,namli
536,nass::A,젖은,nam
537,trocken::A,마른,quruq
538,voll::A,완전한,to'la
539,leer::A,빈,puch
540,offen::A,열린,ochiq
541,geschlossen::A,닫힌,berk
542,sauber::A,깨끗한,ozoda
543,schmutzig::A,더러운,kir
544,roh::A,날게잇의,xom
545,reif::A,이근,pishiq
546,lecker::A,맛있는,shirin
547,süß::A,단,shirin
548,bitter::A,찌르는듯한,achchiq
549,sauer::A,산성의,achchiq
550,hell::A,밝은,yorug'
551,dunkel::A,어두운,qorong'i
552,schwarz::A,검은,qora
553,weiß::A,하얀,oq
554,rot::A,붉은,qizil
555,gelb::A,황색,sariq
556,blau::A,푸른,zangori
557,grün::A,녹색의,yashil
558,grau::A,회색의,bo'z
559,bunt::A,알록달록한,ola
560,billig::A,싼,arzon
561,teuer::A,값비산,qimmat
562,wertvoll::A,가치가많은,qimmat
563,blind::A,눈먼,ko'r
564,taub::A,무감간한,garang
565,kräftig::A,강장한,kuchli
566,stark::A,강한,quvvatli
567,schwach::A,약한,kuchsiz
568,fett::A,실찐,semiz
569,schlank::A,호리호리한,ingichka
570,hübsch::A,예쁜,ko'rkam
571,böse::A,나쁜,yovuz
572,dumm::A,어리석은,aqlsiz
573,faul::A,너덜너덜한,ärinchak
574,fleißig::A,근면한,ishchan
575,geizig::A,인색한,qurumsoq
576,geschickt::A,교묘한,äpchil
577,lieb::A,친애하는,aziz
578,lustig::A,유쾌한,chaqchaq
579,sanft::A,온화한,asta
580,hungrig::A,배고픈,och
581,krank::A,병든,kasal
582,nackt::A,벌거벗은,yalang
583,traurig::A,슬픈,xafa
584,lebendig::A,살아있는,hayotiy
585,gut::A,좋은,soz
586,schlecht::A,나쁜,yomon
587,richtig::A,바른,rost
588,schlimm::A,못된,yovuz
589,wahr::A,참된,haqiqiy
590,alt::A,늙은,äski
591,neu::A,새,yangi
592,ehemalig::A,전의,sobiq
593,alt[Lebewesen]::A,낡은,qari
594,jung::A,젊은,navqiron
595,arm::A,가난한,abgor
596,reich::A,풍부한,boy
597,bekannt::A,저명한,ma'lum
598,berühmt::A,유명한,mashhur
599,fremd::A,타처이,yot
600,verschieden::A,따른,turli
601,nah::A,가까운,yaqindagi
602,fern::A,먼,uzoq
603,linker::A,왼쭉의,so'l
604,rechter::A,오른쪽의,o'ng
605,anderer::A,다른,boshqa
606,erster::A,첫째,birinchi
607,zweiter::A,둘째,ikkinchi
608,dritter::A,셋째,uchinchi
609,letzter::A,의후자의,oxirgi
610,allein::ADV,훌로,o'zicha
611,auf einmal::ADV,갑자기,varakay
612,zusammen::ADV,모아서,barobar
613,lange::ADV,오래,uzoq
614,plötzlich::ADV,둘연한,qo'qqisdan
615,sofort::ADV,즉시,darrov
616,später::ADV,보다늦은,so'ngra
617,jetzt::ADV,목하,hozirgina
618,heute::ADV,오늘,bugun
619,morgen::ADV,내일,ärta
620,bald::ADV,곱,toz
621,dann::ADV,그경우에,keyin
622,gestern::ADV,어제,kecha
623,einst::ADV,옛날에,avvallari
624,damals::ADV,그때에,ugal
625,danach::ADV,그 뒤에,so'ngra
626,vorher::ADV,미리,avval
627,zuerst::ADV,최초로,avval
628,einmal::ADV,한번,bir marta
629,manchmal::ADV,땓대로,onda-sonda
630,oft::ADV,땓대로,tez-tez
631,immer::ADV,늘,har vaqt
632,niemals::ADV,결코...(하지)않다,hargiz
633,hier::ADV,여기,shu erda
634,hierhin::ADV,여기로,beri
635,dort::ADV,거기,ana
636,dorthin::ADV,저기예,u yerga
637,geradeaus::ADV,곧장,to'g'ri
638,vorwärts::ADV,앞으로,ilgari
639,rückwärts::ADV,뒤로,qoloq
640,zurück::ADV,제자리로,orqada
641,unten::ADV,아래에,pastda
642,hinab::ADV,아래쪽으로,tubanga
643,oben::ADV,위에,ustida
644,hinauf::ADV,위쪽으로,yuqorida
645,überall::ADV,도처에,har erda
646,nicht::ADV,안,ämas
647,ein wenig::ADV,적음,biroz
648,kaum::ADV,가의,arang
649,sehr::ADV,자주,ancha
650,so::ADV,그와같이,shunday
651,noch::ADV,아직,hali
652,nur::ADV,다만,yolg'iz
653,schon::ADV,이미,endi
654,wieder::ADV,다시,yana
655,vergebens::ADV,헛되이,bekorga
656,vor::PRP,앞에,burun
657,hinter::PRP,뒤에,ketida
658,unter::PRP,잍에,ostida
659,durch::PRP,통고하여,bo'ylab
660,neben::PRP,와나란히,yonida
661,zwischen::PRP,의사이로,orada
662,wegen::PRP,때문에,sababli
663,dies::PRN,이,o'sha
664,das::PRN,저,narigi
665,alles::PRN,모든것,har nima
666,ich::PRN,나,men
667,du::PRN,너,sen
668,er::PRN,그,u
669,wir::PRN,우리,biz
670,ihr::PRN,너희들,siz
671,sie::PRN,그들,ular
672,was::FPRN,뭣,nima
673,wer::FPRN,누구,kim
674,wo::FADV,어디,qaerda
675,wohin::FADV,어디로,qayerga
676,wie::FADV,어떻게,qanday
677,warum::FADV,왜,nega
678,wieviel::FNUM,얼마만큰,qancha
679,eins::NUM,하나,bir
680,zwei::NUM,둘,ikki
681,drei::NUM,셋,uch
682,vier::NUM,넷,to'rt
683,fünf::NUM,다섯,besh
684,sechs::NUM,여섯,olti
685,sieben::NUM,일곱,etti
686,acht::NUM,여덟,sakkiz
687,neun::NUM,아홉,to'qqiz
688,zehn::NUM,열,o'n
689,elf::NUM,열하나,o'n bir
690,zwölf::NUM,열둘,o'n ikki
691,zwanzig::NUM,스물,yigirma
692,dreißig::NUM,서름,o'ttiz
693,vierzig::NUM,마흔,qirq
694,fünfzig::NUM,숸,ällik
695,sechzig::NUM,에순,oltmish
696,siebzig::NUM,일흔,etmish
697,achtzig::NUM,여든,sakson
698,neunzig::NUM,아흔,to'qson
699,hundert::NUM,백,yuz
700,tausend::NUM,천,ming
701,und::CNJ,와,va
702,oder::CNJ,아니면,yo
703,stehen::V,서다,turmoq
704,sitzen::V,앉다,o'tirmoq
705,liegen::V,눕다,yotmoq
706,hängen::V,달다,osilmoq
707,werden::V,되다,bo'lmoq
708,passieren::V,지장옶다,bo'lib o'tmoq
709,beginnen::V,시작되다,boshlanmoq
710,enden::V,큳내다,bitmoq
711,wechseln::V,병경하다,o'zgarmoq
712,aufgehen[Sonne]::V,뜨다,chiqmoq
713,untergehen[Sonne]::V,지다,botmoq
714,scheinen[Sonne]::V,빛나다,yaraqlamoq
715,donnern::V,천둥치다,gulduramoq
716,wehen::V,풀다,elpimoq
717,strömen::V,흐르다,oqmoq
718,fließen::V,흐르다,oqmoq
719,sich drehen::V,돌다,aylanmoq
720,schwanken::V,동요하다,qoqilmoq
721,schwingen::V,흔들다,lopillamoq
722,fallen::V,떨어지다,tushmoq
723,brennen::V,타다,yonmoq
724,rauchen::V,김이나다,tutamoq
725,regnen::V,비가오다,yomg'ir yog'moq
726,gefrieren::V,얼다,muzlamoq
727,tauen::V,녹다,ärimoq
728,schmelzen::V,녹다,ärimoq
729,trocknen::V,홈치다,qurimoq
730,sieden::V,끓다,qaynamoq
731,faulen::V,부패하다,chirimoq
732,verfaulen::V,썩다,chirimoq
733,reißen::V,지바찢다,qayt qilmoq
734,versinken::V,가라앉다,g'arq bo'lmoq
735,vergehen::V,지나가다,o'tmoq
736,erscheinen::V,나타나다,zuhur ätmoq
737,verschwinden::V,사라지다,yo'qolmoq
738,sinken::V,가라앉다,pasaymoq
739,abnehmen::V,떼어내다,kamaymoq
740,zunehmen::V,증가하다,urchimoq
741,steigen::V,상승하다,oshmoq
742,wachsen::V,생기하다,o'smoq
743,glänzen::V,뛰오나다,porlamoq
744,funkeln::V,불티가잍어나다,yalt ätmoq
745,lärmen::V,떠들다,taraq ätmoq
746,läuten::V,울시다,jiringlamoq
747,klingeln::V,초닌총을울리다,jiringlamoq
748,klirren::V,탁탁울리다,sharaqlamoq
749,brausen::V,쏴쏴소리내다,vag'illamoq
750,rauschen::V,솨솨,shitirlamoq
751,klingen::V,반향하다,yangramoq
752,bellen::V,짖다,hurmoq
753,heulen::V,포효하다,uvlamoq
754,blasen::V,불다,puflamoq
755,pfeifen::V,피리를불다,xushtak chalmoq 
756,schreien::V,절규하다,qiyqirmoq
757,stöhnen::V,신음하다,nola qilmoq
758,zittern::V,저뉼하다,titramoq
759,leben::V,살다,yashamoq
760,geboren werden::V,태어난,tug'ilmoq
761,atmen::V,숨쉬다,nafas chiqarmoq
762,trinken::V,마시다,ichmoq
763,essen::V,먹다,emoq
764,schlucken::V,들이켜다,yutmoq
765,einschlafen::V,잠들다,uxlab qolmoq
766,schlafen::V,자다,uxlamoq
767,aufwachen::V,눈트다,uyg'onmoq
768,aufstehen::V,서다,qo'pmoq
769,sich erholen::V,회복하다,dam olmoq
770,schmerzen::V,아프다,og'rimoq
771,husten::V,잔기침하다,yo'talmoq
772,genesen::V,낫다,tuzalmoq
773,sterben::V,죽다,o'lmoq
774,umkommen::V,못쓰게되다,halok bo'lmoq
775,sich bewegen::V,움직이다,harakat qilmoq
776,sich rühren::V,움직이다,qimirlamoq
777,sich erheben::V,이러서다,qo'pmoq
778,sich setzen::V,앉히다,o'tirmoq
779,hinfallen::V,넘어지다,yiqilmoq
780,laufen::V,걷다,yurmoq
781,schreiten::V,보행하다,yurmoq
782,spazierengehen::V,산보하다,sayr ätmoq
783,eilen::V,서둘다,tezlamoq
784,sich beeilen::V,서둘게하다,shoshmoq
785,sausen::V,서들러 떠나다,chopqillamoq
786,rennen::V,달리다,yugurmoq
787,springen::V,도약하다,sakramoq
788,klettern::V,갑겨오르다,yuqorilamoq
789,schaukeln::V,흔들리게하다,irg'amoq
790,kriechen::V,기다,ämaklamoq
791,schwimmen::V,헤엄치다,suzmoq
792,tauchen::V,잠기다,chu'mmoq
793,rudern::V,물을헤치다,eshkak eshmoq
794,fahren::V,가다,haydamoq
795,fahren::V,나르다,haydamoq
796,fliegen::V,날다,uchmoq
797,gehen::V,가다,bormoq
798,weggehen::V,팔리다,ketoq
