,Concept_ID,la,it
127,Abhang::N,declivum,pendìo
128,Quelle::N,fons,sorgente
129,Bach::N,rivus,ruscello
130,Fluss::N,flumen,fiume
131,Ufer::N,ripa,riva
132,Küste::N,litus,costa
133,Festland::N,continens,terraferma
134,Meer::N,mare,mare
135,Bucht::N,sinus,cala
136,Insel::N,insula,ìsola
137,Blume::N,flos,fiore
138,Gras::N,herba,erba
139,Gras::N,gramen,erba
140,Wurzel::N,radix,radice
141,Baum::N,arbor,àlbero
142,Stamm::N,truncus,tronco
143,Rinde::N,cortex,corteccia
144,Ast::N,ramus,ramo
145,Zweig::N,ramus,ramo
146,Blatt::N,folium,foglia
147,Birke::N,betulla,betulla
148,Kiefer[Baum]::N,pinus,pino
149,Weide[Baum]::N,salix,sàlice
150,Tanne::N,abies,abete
151,Horn::N,cornu,corno
152,Feder::N,penna,penna
153,Fell::N,pellis,manto
154,Fell::N,pellis,pelame
155,Flügel::N,ala,ala
156,Klaue::N,unguis,grinfia
157,Kralle::N,unguis,unghia
158,Kralle::N,unguis,artiglio
159,Schwanz::N,cauda,coda
160,Ei::N,ovum,uovo
161,Nest::N,nidus,nido
162,Bau::N,cavum,covo
163,Bau::N,latibulum,covo
164,Tier::N,bestia,bestia
165,Tier::N,bestia,animale
166,Herde::N,grex,gregge
167,Kuh::N,vacca,vacca
168,Bulle::N,taurus,toro
169,Pferd::N,equus,cavallo
170,Schaf::N,ovis,pècora
171,Schwein::N,sus,porco
172,Schwein::N,sus,maiale
173,Schwein::N,porcus,porco
174,Schwein::N,porcus,maiale
175,Hund::N,canis,cane
176,Katze::N,felis,gatta
177,Bär::N,ursus,orso
178,Eichhörnchen::N,sciurus,scoiàttolo
179,Elch::N,alces,alce
180,Fuchs::N,vulpes,volpe
181,Hase::N,lepus,lepre
182,Maus::N,mus,topo
183,Maus::N,mus,sorcio
184,Wolf::N,lupus,lupo
185,Vogel::N,avis,uccello
186,Schwarm::N,examen,stormo
187,Huhn::N,gallina,gallina
188,Hahn::N,gallus,gallo
189,Gans::N,anser,oca
190,Adler::N,aquila,àquila
191,Ente::N,anas,ànatra
192,Eule::N,ulula,gufo
193,Eule::N,ulula,civetta
194,Eule::N,noctua,gufo
195,Eule::N,noctua,civetta
196,Kranich::N,grus,gru
197,Krähe::N,cornix,cornacchia
198,Kuckuck::N,cuculus,cuccù
199,Kuckuck::N,cuculus,cùculo
200,Schwan::N,olor,cigno
201,Schwan::N,cycnus,cigno
202,Fisch::N,piscis,pesce
203,Barsch::N,perca,pèrsico
204,Hecht::N,esox,luccio
205,Schlange[Tier]::N,serpens,serpente
206,Wurm::N,vermis,baco
207,Wurm::N,vermis,verme
208,Spinne::N,aranea,ragno
209,Ameise::N,formica,formica
210,Laus::N,pediculus,pidocchio
211,Mücke::N,culex,zanzara
212,Fliege::N,musca,mosca
213,Schmetterling::N,papilio,farfalla
214,Beere::N,baca,bacca
215,Apfel::N,malum,mela
216,Pilz::N,fungus,fungo
217,Zwiebel::N,cepa,cipolla
218,Saat::N,seges,semente
219,Korn::N,granum,grano
220,Heu::N,faenum,fieno
221,Schale::N,putamen,buccia
222,Grube::N,fovea,cava
223,Grube::N,fovea,fossa
224,Falle::N,pedica,tràppola
225,Schlinge::N,laqueus,laccio
226,Spur::N,vestigium,traccia
227,Asche::N,cinis,cenere
228,Dreck::N,lutum,fango
229,Eisen::N,ferrum,ferro
230,Gold::N,aurum,oro
231,Silber::N,argentum,argento
232,Kohle::N,carbo,carbone
233,Glas::N,vitrum,vetro
234,Lehm::N,lutum,argilla
235,Sand::N,arena,arena
236,Sand::N,arena,sabbia
237,Mensch::N,homo,uomo
238,Mensch::N,homo,èssere umano
239,Mann::N,vir,uomo
240,Frau::N,mulier,donna
241,Kind::N,puer,bambino
242,Kind::N,infans,bambino
243,Junge::N,puer,ragazzo
244,Mädchen::N,puella,ragazza
245,Familie::N,familia,famiglia
246,Großvater::N,avus,nonno
247,Großmutter::N,avia,nonna
248,Eltern::N,parentes,genitori
249,Vater::N,pater,padre
250,Mutter::N,mater,madre
251,Sohn::N,filius,figlio
252,Tochter::N,filia,figlia
253,Bruder::N,frater,fratello
254,Schwester::N,soror,sorella
255,Onkel::N,patruus,zio
256,Onkel::N,avunculus,zio
257,Tante::N,amita,zia
258,Ehemann::N,maritus,marito
259,Ehefrau::N,uxor,moglie
260,Freude::N,gaudium,gioia
261,Freude::N,gaudium,piacere
262,Freude::N,laetitia,gioia
263,Freude::N,laetitia,piacere
264,Gelächter::N,risus,risata
265,Glück::N,felicitas,felicità
266,Kummer::N,aegritudo,afflizione
267,Wunsch::N,voluntas,desiderio
268,Wunsch::N,desiderium,desiderio
269,Lust::N,libido,voglia
270,Lust::N,voluptas,voglia
271,Geist::N,mens,mente
272,Geist::N,mens,spìrito
273,Geist::N,animus,mente
274,Geist::N,animus,spìrito
275,Gedanke::N,sententia,idea
276,Gedanke::N,sententia,pensiero
277,Gedächtnis::N,memoria,memoria
278,Verstand::N,ratio,intelletto
279,Verstand::N,ingenium,intelletto
280,Sinn::N,sensus,senso
281,Sinn::N,sensus,significato
282,Grund::N,causa,causa
283,Grund::N,causa,motivo
284,Grund::N,causa,ragione
285,Wahrheit::N,veritas,verità
286,Gespräch::N,sermo,discorso
287,Gespräch::N,sermo,conversazione
288,Märchen::N,fabula,fiaba
289,Märchen::N,fabula,fàvola
290,Erzählung::N,fabula,racconto
291,Erzählung::N,fabula,narrazione
292,Erzählung::N,narratio,racconto
293,Erzählung::N,narratio,narrazione
294,Nachricht::N,nuntius,messaggio
295,Neuigkeit::N,novitas,notizia
296,Name::N,nomen,nome
297,Rätsel::N,aenigma,indovinello
298,Rede::N,oratio,discorso
299,Sprache::N,lingua,lingua
300,Sprache::N,lingua,linguaggio
301,Stimme::N,vox,voce
302,Wort::N,verbum,parola
303,Wort::N,vocabulum,parola
304,Zeichen::N,signum,segno
305,Zeichen::N,signum,segnale
306,Ruf::N,clamor,chiamata
307,Lärm::N,strepitus,chiasso
308,Lärm::N,strepitus,strèpito
309,Laut::N,sonus,suono
310,Ton::N,sonus,tono
311,Lied::N,carmen,canto
312,Lied::N,carmen,canzone
313,Ruhe::N,quies,calma
314,Ruhe::N,quies,tranquillità
315,Leute::N,homines,gente
316,Volk::N,populus,pòpolo
317,Arbeit::N,labor,lavoro
318,Gast::N,hospes,òspite
319,Gast::N,hospes,invitato
320,Gast::N,conviva,òspite
321,Gast::N,conviva,invitato
322,Geschenk::N,munus,regalo
323,Spiel::N,ludus,gioco
324,Gesellschaft::N,societas,compagnìa
325,Hilfe::N,auxilium,aiuto
326,Hilfe::N,auxilium,soccorso
327,Hilfe::N,subsidium,aiuto
328,Hilfe::N,subsidium,soccorso
329,Freund::N,amicus,amico
330,Kamerad::N,socius,camerata
331,Angelegenheit::N,res,affare
332,Angelegenheit::N,res,faccenda
333,Anzahl::N,numerus,nùmero
334,Anzahl::N,numerus,quantità
335,Art::N,genus,tipo
336,Art::N,genus,specie
337,Stück::N,frustum,pezzo
338,Stück::N,fragmentum,pezzo
339,Teil::N,pars,parte
340,Hälfte::N,dimidium,metà
341,Kreis::N,orbis,cìrcolo
342,Kreis::N,circus,cìrcolo
343,Kreuz::N,crux,croce
344,Linie::N,linea,lìnea
345,Strich::N,lineamentum,tratto
346,Abstand::N,intervallum,distanza
347,Entfernung::N,spatium,distanza
348,Entfernung::N,spatium,lontananza
349,Gegend::N,loca,regione
350,Gegend::N,regio,regione
351,Platz::N,locus,posto
352,Platz::N,locus,spazio
353,Ort::N,locus,luogo
354,Ort::N,locus,località
355,Seite::N,latus,lato
356,Seite::N,latus,parte
357,Mitte::N,medium,mezzo
358,Mitte::N,medium,centro
359,Gegenstand::N,res,oggetto
360,Sache::N,res,cosa
361,Rand::N,margo,orlo
362,Rand::N,margo,bordo
363,Kante::N,angulus,spìgolo
364,Ecke::N,angulus,canto
365,Spitze::N,cacumen,punta
366,Ende::N,caput,capo
367,Ende::N,caput,estremità
368,Loch::N,foramen,buco
369,Winkel::N,angulus,àngolo
370,Muster::N,exemplum,disegno
371,Größe::N,magnitudo,taglia
372,Größe::N,magnitudo,grandezza
373,Länge::N,longitudo,lunghezza
374,Höhe::N,altitudo,altezza
375,Gewicht::N,pondus,peso
376,Menge::N,copia,quantità
377,Haufen::N,acervus,cùmulo
378,Haufen::N,acervus,mucchio
379,Reihe::N,ordo,fila
380,Boot::N,navicula,barca
381,Boot::N,navicula,battello
382,Ruder::N,remus,remo
383,Schlitten::N,sclodia,slitta
384,Ski::N,narta,sci
385,Lagerfeuer::N,ignis,falò
386,Lagerfeuer::N,ignis,fuoco di bivacco
387,Last::N,onus,càrico
388,Gang::N,cursus,andata
389,Schritt::N,gradus,passo
390,Norden::N,septentriones,nord
391,Norden::N,septentriones,settentrione
392,Süden::N,meridies,sud
393,Süden::N,meridies,meridione
394,Westen::N,occidens,òvest
395,Westen::N,occidens,occidente
396,Osten::N,oriens,est
397,Osten::N,oriens,oriente
398,Holz::N,lignum,legno
399,Brett::N,tabula,asse
400,Brett::N,tabula,tàvola
401,Platte::N,lamina,lastra
402,Platte::N,lamina,piastra
403,Stütze::N,adminiculum,supporto
404,Stange::N,pertica,sbarra
405,Stange::N,pertica,pèrtica
406,Stock::N,baculum,verga
407,Stock::N,baculum,bastone
408,Stock::N,baculum,bacchetta
409,Stab::N,scipio,asta
410,Rohr::N,tubus,tubo
411,Haus::N,aedes,casa
412,Heim::N,domicilium,casa
413,Ofen::N,fornax,stufa
414,Fußboden::N,solum,pavimento
415,Tisch::N,mensa,tàvolo
416,Stuhl::N,sella,sedia
417,Wiege::N,cunae,culla
418,Bett::N,lectus,letto
419,Regal::N,foruli,scaffale
420,Kiste::N,cista,cassa
421,Fenster::N,fenestra,finestra
422,Tür::N,ianua,porta
423,Tor::N,porta,portone
424,Zaun::N,saepes,recinto
425,Dach::N,tectum,tetto
426,Leiter::N,scalae,scala
427,Leiter::N,scalae,scala a pioli
428,Besen::N,scopae,scopa
429,Spaten::N,pala,vanga
430,Schaufel::N,pala,pala
431,Gabel::N,fuscinula,forchetta
432,Löffel::N,coclear,cucchiaio
433,Messer::N,culter,coltello
434,Nagel::N,clavus,chiodo
435,Netz::N,rete,rete
436,Haken::N,hamus,uncino
437,Griff::N,manubrium,mànico
438,Griff::N,manubrium,maniglia
439,Schloss::N,claustra,serratura
440,Bild::N,tabula,quadro
441,Bild::N,tabula,immàgine
442,Bild::N,pictura,quadro
443,Bild::N,pictura,immàgine
444,Figur::N,statunculum,figura
445,Puppe::N,pupa,bàmbola
446,Beutel::N,sacculus,borsa
447,Beutel::N,sacculus,sacchetto
448,Bündel::N,fascis,fascio
449,Bündel::N,fascis,fagotto
450,Tasche::N,sacculus,borsa
451,Eimer::N,situla,secchio
452,Deckel::N,operculum,coperchio
453,Geschirr::N,vasa,stoviglie
454,Sack::N,saccus,sacco
455,Tasse::N,pocillum,tazza
456,Topf::N,olla,pèntola
457,Kessel::N,aenum,paiolo
458,Kessel::N,aenum,calderone
459,Essen::N,cena,pasto
460,Essen::N,cena,mangiare
461,Nahrung::N,cibus,cibo
462,Nahrung::N,cibus,alimento
463,Nahrung::N,alimenta,cibo
464,Nahrung::N,alimenta,alimento
465,Speise::N,cibus,piatto
466,Fleisch::N,caro,carne
467,Getreide::N,frumentum,cereali
468,Brei::N,puls,purè
469,Brei::N,puls,pappa
470,Brot::N,panis,pane
471,Scheibe::N,frustum,fetta
472,Scheibe::N,frustum,trancia
473,Fett::N,pingue,grasso
474,Butter::N,butȳrum,burro
475,Öl::N,oleum,olio
476,Salz::N,sal,sale
477,Suppe::N,ius,zuppa
478,Suppe::N,ius,minestra
479,Honig::N,mel,miele
480,Milch::N,lac,latte
481,Tee::N,thea,tè
482,Leder::N,corium,pelle
483,Wolle::N,lana,lana
484,Stoff::N,textum,panno
485,Stoff::N,textum,tessuto
486,Nadel::N,acus,ago
487,Faden::N,filum,filo
488,Knopf::N,bulla,bottone
489,Knoten::N,nodus,nodo
490,Farbe::N,pigmentum,pittura
491,Kleidung::N,vestimenta,vestiti
492,Kleidung::N,vestimenta,vestiario
493,Hemd::N,tunica,camicia
494,Kragen::N,collare,bàvero
495,Kragen::N,collare,colletto
496,Ärmel::N,manica,mànica
497,Hose::N,bracae,calzoni
498,Gürtel::N,cingulum,cintura
499,Mütze::N,pilleus,berretto
500,Schuh::N,calceus,scarpa
501,Stiefel::N,pero,stivale
502,Stiefel::N,caliga,stivale
503,Ring::N,anulus,anello
504,Band::N,redimiculum,nastro
505,Band::N,redimiculum,fettuccia
506,Kamm::N,pecten,pèttine
507,Spiegel::N,speculum,specchio
508,Riemen::N,lorum,cinghia
509,Schnur::N,linum,corda
510,Leine::N,retinaculum,guinzaglio
511,Decke::N,lodix,coperta
512,Kissen::N,pulvinus,cuscino
513,Kissen::N,pulvinus,guanciale
514,Tuch::N,velum,fazzoletto
515,Handtuch::N,mantele,asciugamano
516,Kraft::N,vis,forza
517,Stärke::N,robur,forza
518,Stärke::N,robur,vigore
519,Stärke::N,robur,fortezza
520,Gesundheit::N,valetudo,salute
521,Krankheit::N,morbus,malattìa
522,Schmerz::N,dolor,dolore
523,Wunde::N,vulnus,piaga
524,Wunde::N,vulnus,ferita
525,Fieber::N,febris,febbre
526,Arznei::N,remedium,fàrmaco
527,Arznei::N,remedium,medicina
528,Brücke::N,pons,ponte
529,Brunnen::N,puteus,pozzo
530,Weide::N,pascua,pàscolo
531,Pfad::N,semita,sentiero
532,Weg::N,iter,via
533,Weg::N,iter,cammino
534,Straße::N,via,strada
535,Dorf::N,vicus,paese
536,Dorf::N,vicus,villaggio
537,Stadt::N,urbs,città
538,Stadt::N,oppidum,città
539,Brief::N,epistula,lèttera
540,Buch::N,liber,libro
541,Buchstabe::N,littera,lèttera
542,Zeitung::N,diurnum,giornale
543,Leben::N,vita,vita
544,Tod::N,mors,morte
545,Grab::N,sepulcrum,tomba
546,Grab::N,sepulcrum,sepolcro
547,Kirche::N,ecclesia,chiesa
548,Sünde::N,peccatum,peccato
549,Gott::N,deus,dio
550,Arbeiter::N,operarius,operaio
551,Arbeiter::N,operarius,lavoratore
552,Chef::N,praefectus,capo
553,Chef::N,praefectus,padrone
554,Meister::N,magister,mastro
555,Meister::N,magister,maestro
556,Arzt::N,medicus,mèdico
557,Arzt::N,medicus,dottore
558,Lehrer::N,magister,professore
559,Geld::N,aes,soldi
560,Geld::N,aes,denaro
561,Geld::N,pecunia,soldi
562,Geld::N,pecunia,denaro
563,Geschäft::N,negotium,affare
564,Geschäft::N,negotium,negozio
565,Laden::N,taberna,negozio
566,Preis::N,pretium,prezzo
567,Ware::N,merx,merce
568,Nutzen::N,utilitas,ùtile
569,Nutzen::N,utilitas,profitto
570,Reichtum::N,opes,ricchezza
571,Reichtum::N,divitiae,ricchezza
572,Welt::N,mundus,mondo
573,Land::N,terra,paese
574,Staat::N,res publica,Stato
575,König::N,rex,re
576,Macht::N,potestas,potere
577,Grenze::N,limes,confine
578,Grenze::N,limes,frontiera
579,Krieg::N,bellum,guerra
580,Feind::N,inimicus,nemico
581,Gewalt::N,vis,violenza
582,Kampf::N,pugna,lotta
583,Bogen[Waffe]::N,arcus,arco
584,Pfeil::N,sagitta,freccia
585,Gewehr::N,sclopetum,fucile
586,Fehler::N,error,errore
587,Fehler::N,error,sbaglio
588,Lüge::N,mendacium,bugìa
589,Lüge::N,mendacium,menzogna
590,Schaden::N,damnum,danno
591,Schaden::N,detrimentum,danno
592,Unglück::N,miseria,sfortuna
593,Unglück::N,calamitas,sfortuna
594,Schuld::N,culpa,colpa
595,Alter::N,aetas,età
596,Schluss::N,finis,fine
597,Zeit::N,tempus,tempo
598,Tag::N,dies,giorno
599,Tag::N,dies,giornata
600,Morgen::N,mane,mattina
601,Mittag::N,meridies,mezzogiorno
602,Abend::N,vesper,sera
603,Abend::N,vesper,serata
604,Nacht::N,nox,notte
605,Woche::N,septimana,settimana
606,Monat::N,mensis,mese
607,Jahr::N,annus,anno
608,Frühling::N,ver,primavera
609,Sommer::N,aestas,estate
610,Herbst::N,autumnus,autunno
611,Winter::N,hiems,inverno
612,Januar::N,Ianuarius,gennaio
613,Februar::N,Februarius,febbraio
614,März::N,Martius,marzo
615,April::N,Aprilis,aprile
616,Mai::N,Maius,maggio
617,Juni::N,Iunius,giugno
618,Juli::N,Iulius,luglio
619,August::N,Augustus,agosto
620,September::N,September,settembre
621,Oktober::N,Octobris,ottobre
622,November::N,Novembris,novembre
623,Dezember::N,December,dicembre
624,Montag::N,dies lunae,lunedì
625,Dienstag::N,dies Martis ,martedì
626,Mittwoch::N,dies Mercurii,mercoledì
627,Donnerstag::N,dies Iovis,giovedì
628,Freitag::N,dies Veneris,venerdì
629,Samstag::N,dies Saturni,sàbato
630,Sonntag::N,dominicus,domenica
631,Sonntag::N,dies solis,domenica
632,groß::A,magnus,grande
633,klein::A,parvus,pìccolo
634,lang::A,longus,lungo
635,kurz::A,brevis,corto
636,breit::A,latus,largo
637,schmal::A,angustus,stretto
638,dicht::A,densus,denso
639,dick[Gegenstand]::A,crassus,spesso
640,dünn::A,tenuis,sottile
641,fein::A,subtilis,fine
642,fein::A,subtilis,delicato
643,fest::A,solidus,sodo
644,fest::A,solidus,fisso
645,fest::A,stabilis,sodo
646,fest::A,stabilis,fisso
647,flach::A,planus,piano
648,flach::A,planus,piatto
649,glatt::A,levis,liscio
650,hart::A,durus,duro
651,weich::A,mollis,molle
652,rund::A,rotundus,rotondo
653,spitz::A,acutus,aguzzo
654,spitz::A,acutus,appuntito
655,scharf::A,acer,affilato
656,scharf::A,acer,tagliente
657,stumpf::A,hebes,smussato
658,schwer::A,gravis,pesante
659,schön::A,pulcher,bello
660,schön::A,formosus,bello
661,heiß::A,fervidus,caldo
662,heiß::A,fervidus,bollente
663,warm::A,calidus,caldo
664,kalt::A,frigidus,freddo
665,kühl::A,frigidus,fresco
666,frisch::A,recens,fresco
667,feucht::A,umidus,ùmido
668,nass::A,madidus,bagnato
669,trocken::A,aridus,secco
670,voll::A,plenus,pieno
671,leer::A,vacuus,vuoto
672,offen::A,apertus,aperto
673,geschlossen::A,clausus,chiuso
674,sauber::A,lautus,netto
675,sauber::A,lautus,pulito
676,schmutzig::A,sordidus,sporco
677,schmutzig::A,sordidus,sùdicio
678,roh::A,crudus,crudo
679,reif::A,maturus,maturo
680,lecker::A,delicatus,ghiotto
681,lecker::A,delicatus,squisito
682,süß::A,dulcis,dolce
683,bitter::A,amarus,amaro
684,bitter::A,acerbus,amaro
685,sauer::A,acidus,aspro
686,sauer::A,acidus,acerbo
687,hell::A,clarus,chiaro
688,dunkel::A,obscurus,buio
689,dunkel::A,obscurus,oscuro
690,schwarz::A,niger,nero
691,weiß::A,albus,bianco
692,rot::A,ruber,rosso
693,gelb::A,flavus,giallo
694,blau::A,caeruleus,blu
695,blau::A,caeruleus,azzurro
696,grün::A,viridis,verde
697,grau::A,canus,grigio
698,bunt::A,varius,variopinto
699,billig::A,vilis,a buon prezzo
700,billig::A,vilis,a buon mercato
701,teuer::A,carus,caro
702,wertvoll::A,pretiosus,prezioso
703,blind::A,caecus,cieco
704,taub::A,surdus,sordo
705,kräftig::A,robustus,forte
706,kräftig::A,robustus,robusto
707,stark::A,firmus,forte
708,stark::A,firmus,vigoroso
709,stark::A,validus,forte
710,stark::A,validus,vigoroso
711,schwach::A,debilis,dèbole
712,schwach::A,infirmus,dèbole
713,fett::A,crassus,grasso
714,schlank::A,procerus,snello
715,schlank::A,procerus,slanciato
716,hübsch::A,pulcher,bello
717,hübsch::A,pulcher,carino
718,böse::A,improbus,cattivo
719,dumm::A,stultus,stùpido
720,dumm::A,stupidus,stùpido
721,faul::A,piger,pigro
722,fleißig::A,sedulus,diligente
723,geizig::A,avarus,avaro
724,klug::A,prudens,intelligente
725,geschickt::A,sollers,àbile
726,lieb::A,carus,caro
727,lustig::A,iocosus,gaio
728,lustig::A,iocosus,allegro
729,sanft::A,clemens,dolce
730,hungrig::A,impastus,affamato
731,krank::A,aeger,malato
732,krank::A,aeger,infermo
733,nackt::A,nudus,nudo
734,traurig::A,maestus,triste
735,lebendig::A,vivus,vivo
736,gut::A,bonus,buono
737,schlecht::A,malus,cattivo
738,richtig::A,rectus,giusto
739,schlimm::A,malus,grave
740,wahr::A,verus,vero
741,alt::A,antiquus,vecchio
742,neu::A,novus,nuovo
743,ehemalig::A,pristinus,vecchio
744,ehemalig::A,pristinus,d'una_volta
745,alt[Lebewesen]::A,vetus,anziano
746,jung::A,iuvenis,giovane
747,arm::A,pauper,pòvero
748,reich::A,dives,ricco
749,bekannt::A,notus,noto
750,bekannt::A,notus,conosciuto
751,berühmt::A,celeber,famoso
752,berühmt::A,celeber,cèlebre
753,berühmt::A,illustris,famoso
754,berühmt::A,illustris,cèlebre
755,fremd::A,peregrinus,estràneo
756,fremd::A,peregrinus,straniero
757,verschieden::A,varius,diverso
758,verschieden::A,varius,differente
759,nah::A,propinquus,vicino
760,nah::A,propinquus,propinquo
761,fern::A,longinquus,lontano
762,linker::A,sinister,sinistro
763,rechter::A,dexter,destro
764,anderer::A,alius,altro
765,erster::A,primus,primo
766,zweiter::A,secundus,secondo
767,dritter::A,tertius,terzo
768,letzter::A,ultimus,ùltimo
769,allein::ADV,solum,solo
770,allein::ADV,solum,da solo
771,auf einmal::ADV,simul,insieme
772,zusammen::ADV,una,insieme
773,lange::ADV,diu,a lungo
774,plötzlich::ADV,subito,all'improvviso
775,plötzlich::ADV,repente,all'improvviso
776,sofort::ADV,statim,sùbito
777,sofort::ADV,statim,all'istante
778,später::ADV,postea,più tardi
779,jetzt::ADV,nunc,ora
780,jetzt::ADV,nunc,adesso
781,heute::ADV,hodie,oggi
782,morgen::ADV,cras,domani
783,bald::ADV,mox,presto
784,bald::ADV,mox,tra poco
785,dann::ADV,deinde,allora
786,gestern::ADV,heri,ieri
787,einst::ADV,olim,prima
788,einst::ADV,olim,un tempo
789,damals::ADV,tum,allora
790,danach::ADV,postea,poi
791,danach::ADV,postea,dopo
792,vorher::ADV,antea,prima
793,zuerst::ADV,primo,prima
794,zuerst::ADV,primo,dapprima
795,einmal::ADV,semel,una volta
796,manchmal::ADV,interdum,talvolta
797,manchmal::ADV,interdum,qualche volta
798,oft::ADV,saepe,spesso
799,immer::ADV,semper,sempre
800,niemals::ADV,numquam,non mai
801,hier::ADV,hic,qua
802,hierhin::ADV,huc,qua
803,von hier::ADV,hinc,ne
804,von hier::ADV,hinc,da qui
805,dort::ADV,ibi,lì
806,dorthin::ADV,eo,là
807,geradeaus::ADV,recte,diritto
808,vorwärts::ADV,porro,avanti
809,rückwärts::ADV,retro,all'indietro
810,zurück::ADV,retro,di indietro
811,unten::ADV,infra,giù
812,unten::ADV,infra,sotto
813,hinab::ADV,pessum,giù
814,hinab::ADV,pessum,in giù
815,oben::ADV,supra,su
816,oben::ADV,supra,sopra
817,hinauf::ADV,sursum,in sù
818,hinauf::ADV,sursum,in alto
819,überall::ADV,ubique,dappertutto
820,nicht::ADV,non,non
821,ein wenig::ADV,paulum,un po'
822,ein wenig::ADV,paulum,un poco
823,kaum::ADV,vix,a appena
824,kaum::ADV,aegre,a appena
825,sehr::ADV,valde,molto
826,sehr::ADV,magnopere,molto
827,so::ADV,ita,così
828,so::ADV,ita,tanto
829,noch::ADV,etiam,ancora
830,nur::ADV,solum,solo
831,nur::ADV,solum,soltanto
832,nur::ADV,tantum,solo
833,nur::ADV,tantum,soltanto
834,schon::ADV,iam,già
