,Concept_ID,pl,uz
87,Kälte::N,chłód,ajoz
88,Hitze::N,gorąco,issiq
89,Raureif::N,szron,qirov
90,Regenbogen::N,tęcza,kamalak
91,Donner::N,grzmot,guldur
92,Strömung::N,nurt,oqim
93,Tropfen::N,kropla,tomchi
94,Schaum::N,piana,ko'pik
95,Schmutz::N,brud,gard
96,See::N,jezioro,ko'l
97,Sumpf::N,bagno,botqoq
98,Moor::N,bagno,qir-adir
99,Wiese::N,łąka,o'tzor
100,Wald::N,las,o'rmon
101,Hügel::N,pagórek,tepa
102,Anhöhe::N,wzgórze,adir
103,Berg::N,góra,tog'
104,Gipfel::N,szczyt,cho'qqi
105,Gipfel::N,wierzchołek,cho'qqi
106,Höhle::N,pieczara,kavak
107,Abhang::N,stok,to'sh
108,Abhang::N,zbocze,to'sh
109,Quelle::N,zdrój,buloq
110,Quelle::N,źródło,buloq
111,Bach::N,potok,o'zan
112,Bach::N,strumień,o'zan
113,Fluss::N,rzeka,daryo
114,Ufer::N,brzeg,sohil
115,Küste::N,wybrzeże,qirg'oq
116,Festland::N,ląd,materik
117,Meer::N,morze,dengiz
118,Bucht::N,zatoka,qo'ltiq
119,Insel::N,wyspa,orol
120,Blume::N,kwiat,gul
121,Gras::N,trawa,sabza
122,Wurzel::N,korzeń,tub
123,Wurzel::N,korzeń,tomir
124,Baum::N,drzewo,daraxt
125,Stamm::N,pień,o'simta
126,Rinde::N,kora,qobiq
127,Ast::N,gałąź,shox
128,Zweig::N,gałąź,butoq
129,Blatt::N,liść,barg
130,Birke::N,brzoza,qayin
131,Kiefer[Baum]::N,sosna,qarag'ay
132,Weide[Baum]::N,wierzba,shum
133,Tanne::N,jodła,archa
134,Horn::N,róg,mugiz
135,Feder::N,pióro,par
136,Fell::N,futro,mo'yna
137,Flügel::N,skrzydło,qanot
138,Klaue::N,szpon,tirnoq
139,Kralle::N,pazur,tirnoq
140,Schwanz::N,ogon,quyruq
141,Ei::N,jajko,tuxum
142,Nest::N,gniazdo,oshyon
143,Bau::N,nora,o'pqon
144,Tier::N,zwierzę,hayvon
145,Herde::N,stado,gala
146,Herde::N,trzoda,gala
147,Kuh::N,krowa,inak
148,Bulle::N,byk,ho'kiz
149,Pferd::N,koń,ot
150,Schaf::N,owca,qo'y
151,Schwein::N,świnia,cho'chqa
152,Hund::N,pies,it
153,Katze::N,kot,mushuk
154,Katze::N,kotka,mushuk
155,Bär::N,niedźwiedż,ayiq
156,Eichhörnchen::N,wiewiórka,tiyin
157,Elch::N,łóś,los
158,Fuchs::N,lis,tulki
159,Hase::N,zając,kuyon
160,Maus::N,mysz,sichqon
161,Wolf::N,wilk,bo'ri
162,Vogel::N,ptak,qush
163,Schwarm::N,stado,to'da
164,Huhn::N,kura,tovuq
165,Hahn::N,kogut,xo'roz
166,Gans::N,gęś,g'oz
167,Adler::N,orzeł,burgut
168,Ente::N,kaczka,o'rdak
169,Eule::N,sowa,boyo'g'li
170,Kranich::N,żuraw,turna
171,Krähe::N,wrona,qarg'a
172,Kuckuck::N,kukułka,kakku
173,Schwan::N,łabędż,oqkush
174,Fisch::N,ryba,baliq
175,Barsch::N,okoń,olabug'a
176,Hecht::N,szczupak,cho'rtan
177,Schlange[Tier]::N,wąż,ilon
178,Schlange[Tier]::N,żmija,ilon
179,Wurm::N,robak,qurt
180,Spinne::N,pająk,o'rgimchak
181,Ameise::N,mrówka,chumoli
182,Laus::N,wesz,bit
183,Mücke::N,komar,chivin
184,Fliege::N,mucha,pashsha
185,Schmetterling::N,motyl,kapalak
186,Beere::N,jagoda,meva
187,Apfel::N,jabłko,olma
188,Pilz::N,grzyb,qo'ziqorin
189,Zwiebel::N,cebula,piyoz
190,Saat::N,siew,äkin
191,Korn::N,ziarno,zarra
192,Heu::N,siano,xashak
193,Schale::N,łupina,po'choq
194,Grube::N,dół,co'ra
195,Grube::N,jama,co'ra
196,Falle::N,pułapka,qopqon
197,Schlinge::N,sidła,sirtmoq
198,Spur::N,ślad,iz
199,Asche::N,popiół,kul
200,Dreck::N,brud,kir
201,Eisen::N,żelazo,temir
202,Gold::N,złoto,tilla
203,Silber::N,srebro,kumush
204,Kohle::N,węgiel,ko'mir
205,Glas::N,szkło,oyna
206,Lehm::N,glina,loy
207,Sand::N,piasek,qum
208,Mensch::N,człowiek,odam
209,Mann::N,mężczyzna,ärkak
210,Frau::N,kobieta,ayol
211,Kind::N,dziecko,bola
212,Kind::N,dziecko,kichkintoy
213,Junge::N,chłopak,bola
214,Junge::N,chłopiec,bola
215,Mädchen::N,dziewczynka,qiz
216,Familie::N,rodzina,oila
217,Großvater::N,dziadek,buva
218,Großvater::N,dziadek,katta ota
219,Großmutter::N,babka,buvi
220,Großmutter::N,babka,katta oyi
221,Eltern::N,rodzice,ota-ona
222,Vater::N,ojciec,ota
223,Mutter::N,matka,ona
224,Sohn::N,syn,o'g'il
225,Tochter::N,córka,qiz
226,Bruder::N,brat,og'a
227,Bruder::N,brat,uka
228,Schwester::N,siostra,opa
229,Schwester::N,siostra,singil
230,Onkel::N,wuj,amaki
231,Onkel::N,stryj,amaki
232,Tante::N,ciotka,amma
233,Tante::N,ciotka,xola
234,Ehemann::N,mąż,är
235,Ehefrau::N,żona,rafiqa
236,Freude::N,radość,ayish
237,Gelächter::N,śmiech,kulgi
238,Glück::N,szczęście,saodat
239,Kummer::N,zmartwienie,g'am
240,Wunsch::N,życzenie,orzu
241,Lust::N,chęć,rag'bat
242,Lust::N,ochota,rag'bat
243,Geist::N,duch,ruh
244,Gedanke::N,myśl,fikr
245,Gedächtnis::N,pamięć,äs
246,Verstand::N,rozum,aql
247,Sinn::N,zmysł,ma'ni
248,Grund::N,powód,sabab
249,Wahrheit::N,prawda,haq
250,Gespräch::N,rozmowa,gap
251,Märchen::N,bajka,ärtak
252,Erzählung::N,opowiadanie,rivoyat
253,Nachricht::N,wiadomość,xabar
254,Neuigkeit::N,nowina,yangilik
255,Name::N,imię,ot
256,Rätsel::N,zagadka,topishmoq
257,Rede::N,mowa,nutq
258,Sprache::N,język,til
259,Stimme::N,głos,ovoz
260,Wort::N,słowo,so'z
261,Zeichen::N,znak,alomat
262,Ruf::N,wołanie,chaqiriq
263,Lärm::N,hałas,taraq
264,Lärm::N,zgiełk,taraq
265,Laut::N,dźwięk,tovush
266,Ton::N,ton,un
267,Ton::N,dźwięk,un
268,Lied::N,pieśń,ashula
269,Lied::N,piosenka,ashula
270,Ruhe::N,spokój,tinchlik
271,Leute::N,ludzie,xaloyiq
272,Volk::N,naród,xalq
273,Arbeit::N,praca,ish
274,Arbeit::N,robota,ish
275,Gast::N,gość,mehmon
276,Geschenk::N,prezent,hadya
277,Geschenk::N,podarunek,hadya
278,Spiel::N,gra,o'yin
279,Spiel::N,zabawa,o'yin
280,Gesellschaft::N,towarzystwo,jamiyat
281,Hilfe::N,pomoc,yordam
282,Freund::N,przyjaciel,do'st
283,Kamerad::N,kolega,yo'ldosh
284,Angelegenheit::N,sprawa,daxl
285,Anzahl::N,ilość,son
286,Art::N,rodzaj,tur
287,Stück::N,kawałek,parcha
288,Teil::N,część,bo'lak
289,Hälfte::N,połowa,yarim
290,Kreis::N,krąg,aylana
291,Kreuz::N,krzyż,xoch
292,Linie::N,linia,liniya
293,Strich::N,kreska,chiziq
294,Abstand::N,odstęp,oralik
295,Entfernung::N,odległość,uzoqlik
296,Gegend::N,okolica,yer
297,Platz::N,miejsce,oralig
298,Ort::N,miejsce,joy
299,Seite::N,bok,yon
300,Seite::N,strona,yon
301,Mitte::N,środek,o'rta
302,Gegenstand::N,przedmiot,ashyo
303,Sache::N,rzecz,buyum
304,Rand::N,skraj,chek
305,Rand::N,krawędź,chek
306,Kante::N,kant,tig'
307,Kante::N,krawędź,tig'
308,Ecke::N,róg,burchak
309,Spitze::N,ostrze,uch
310,Ende::N,koniec,oxir
311,Loch::N,dziura,teshik
312,Winkel::N,kąt,go'sha
313,Winkel::N,kącik,go'sha
314,Muster::N,wzór,nusha
315,Größe::N,rozmiar,kattalik
316,Größe::N,wielkość,kattalik
317,Länge::N,długość,uzunlik
318,Höhe::N,wysokość,yuksaklik
319,Gewicht::N,ciężar,solmoq
320,Menge::N,ilość,miqdor
321,Haufen::N,kupa,uyum
322,Reihe::N,rząd,saf
323,Reihe::N,szereg,saf
324,Boot::N,łódź,qayiq
325,Boot::N,łódka,qayiq
326,Ruder::N,wiosło,äshkak
327,Schlitten::N,sanki,chana
328,Ski::N,narta,chang'i
329,Lagerfeuer::N,ognisko,gulxan
330,Last::N,ciężar,yuk
331,Last::N,brzemię,yuk
332,Gang::N,chód,yurish
333,Schritt::N,krok,qadam
334,Norden::N,północ,shimol
335,Süden::N,południe,janub
336,Westen::N,zachód,g'arb
337,Osten::N,wschód,sharq
338,Holz::N,drzewo,yog'och
339,Brett::N,deska,taxta
340,Platte::N,płyta,tabaqa
341,Stütze::N,podpora,tayanchi
342,Stange::N,drąg,qo'noq
343,Stange::N,żerdź,qo'noq
344,Stock::N,kij,tayoq
345,Stock::N,laska,tayoq
346,Stab::N,pręt,gavron
347,Rohr::N,rura,tarnov
348,Haus::N,dom,uy
349,Heim::N,dom,makon
350,Ofen::N,piec,pechka
351,Fußboden::N,podłoga,pol
352,Tisch::N,stół,mosa
353,Stuhl::N,krzesło,o'rindiq
354,Wiege::N,kołyska,beshik
355,Bett::N,łóżko,yotoq
356,Bett::N,pościel,yotoq
357,Regal::N,regał,tokcha
358,Kiste::N,skrzynia,sandiq
359,Fenster::N,okno,deraza
360,Tür::N,drzwi,äshik
361,Tor::N,brama,darvoza
362,Zaun::N,płot,panjara
363,Zaun::N,parkan,panjara
364,Dach::N,dach,tom
365,Leiter::N,drabina,narvon
366,Besen::N,miotła,supurgi
367,Spaten::N,rydel,bel
368,Schaufel::N,łopata,kurak
369,Gabel::N,widelec,bilka
370,Löffel::N,łyżka,qoshiq
371,Messer::N,nóż,pichoq
372,Nagel::N,gwóźdź,mix
373,Netz::N,sieć,to'r
374,Haken::N,hak,ilgak
375,Griff::N,chwyt,sop
376,Griff::N,chwyt,tutqich
377,Schloss::N,zamek,qulf
378,Bild::N,obraz,rasm
379,Figur::N,figura,shakl
380,Puppe::N,lalka,ko'g'irchoq
381,Beutel::N,torba,to'rva
382,Bündel::N,wiązka,bog'lam
383,Tasche::N,torba,kissa
384,Eimer::N,kubeł,chelak
385,Eimer::N,wiadro,chelak
386,Deckel::N,przykrywka,qopqoq
387,Geschirr::N,statki,idish
388,Geschirr::N,naczynia,idish
389,Sack::N,worek,qop
390,Tasse::N,filiżanka,piyola
391,Topf::N,garnek,tuvak
392,Kessel::N,kocioł,qozon
393,Essen::N,jedzenie,tomoq
394,Nahrung::N,pokarm,emak
395,Nahrung::N,pożywienie,emak
396,Speise::N,potrawa,taom
397,Speise::N,jedzenie,taom
398,Fleisch::N,mięso,go'sht
399,Getreide::N,zboże,g'alla
400,Brei::N,kasza,bo'tqa
401,Brot::N,chleb,non
402,Scheibe::N,kromka,disk
403,Fett::N,tłuszcz,moy
404,Butter::N,masło,yog'
405,Öl::N,olej,moy
406,Salz::N,sól,tuz
407,Suppe::N,zupa,sho'rva
408,Honig::N,miód,asal
409,Milch::N,mleko,sut
410,Tee::N,herbata,choy
411,Leder::N,skóra,charm
412,Wolle::N,wełna,jun
413,Stoff::N,tkanina,mato
414,Stoff::N,materiał,mato
415,Nadel::N,igła,igna
416,Faden::N,nić,ip
417,Faden::N,nitka,ip
418,Knopf::N,guzik,tugma
419,Knoten::N,węzeł,tugun
420,Farbe::N,farba,bo'yok
421,Kleidung::N,odzież,kiyim
422,Hemd::N,koszula,ko'ylak
423,Kragen::N,kołnierz,yoqa
424,Ärmel::N,rękaw,yeng
425,Hose::N,spodnie,shim
426,Gürtel::N,pasek,tasma
427,Mütze::N,czapka,shapka
428,Schuh::N,but,but
429,Schuh::N,bucik,but
430,Stiefel::N,but,botinka
431,Stiefel::N,kozak,botinka
432,Ring::N,pierścień,yuzuk
433,Band::N,wstęga,rishta
434,Kamm::N,grzebień,taroq
435,Spiegel::N,lustro,ko'zgu
436,Riemen::N,rzemień,qayish
437,Schnur::N,sznur,bog'ich
438,Leine::N,smycz,etak
439,Decke::N,kołdra,odyol
440,Kissen::N,poduszka,yostiq
441,Tuch::N,chustka,gazlama
442,Handtuch::N,ręcznik,sochiq
443,Kraft::N,moc,kuch
444,Kraft::N,siła,kuch
445,Stärke::N,moc,quvvat
446,Stärke::N,siła,quvvat
447,Gesundheit::N,zdrowie,sog'lik
448,Krankheit::N,choroba,kasallik
449,Schmerz::N,ból,og'riq
450,Wunde::N,rana,yara
451,Fieber::N,gorączka,bezgak
452,Arznei::N,lekarstwo,dori
453,Brücke::N,most,ko'prik
454,Brunnen::N,studnia,buloq
455,Weide::N,pastwisko,yaylov
456,Pfad::N,ścieżka,dorojka
457,Weg::N,droga,yo'l
458,Straße::N,ulica,ko'cha
459,Dorf::N,wieś,ovul
460,Stadt::N,miasto,shahar
461,Brief::N,list,maktub
462,Buch::N,książka,kitob
463,Buchstabe::N,litera,harf
464,Zeitung::N,gazeta,gazet
465,Zeitung::N,dziennik,gazet
466,Leben::N,życie,hayot
467,Tod::N,śmierć,o'lim
468,Grab::N,grób,go'r
469,Kirche::N,kościół,cherkov
470,Sünde::N,grzech,gunoh
471,Gott::N,bóg,olloh
472,Arbeiter::N,robotnik,ishchi
473,Chef::N,szef,rais
474,Meister::N,mistrz,usta
475,Meister::N,majster,usta
476,Arzt::N,lekarz,hakim
477,Lehrer::N,nauczyciel,muallim
478,Geld::N,pieniądze,pul
479,Geschäft::N,sprawa,savdo
480,Geschäft::N,interes,savdo
481,Laden::N,sklep,do'kon
482,Preis::N,cena,baho
483,Ware::N,towar,mol
484,Nutzen::N,pożytek,foyda
485,Reichtum::N,bogactwo,boylik
486,Welt::N,świat,olam
487,Land::N,kraj,o'lka
488,Staat::N,państwo,davlat
489,König::N,król,qirol
490,Macht::N,władza,iqtidor
491,Grenze::N,granica,chegara
492,Krieg::N,wojna,harb
493,Feind::N,wróg,dushman
494,Gewalt::N,władza,zo'rlik
495,Kampf::N,bój,kurash
496,Kampf::N,walka,kurash
497,Bogen[Waffe]::N,łuk,yoy
498,Pfeil::N,strzała,o'q
499,Gewehr::N,karabin,vintovka
500,Fehler::N,błąd,xato
501,Lüge::N,kłamstwo,yolg'on
502,Schaden::N,szkoda,ziyon
503,Unglück::N,nieszczęście,balo
504,Schuld::N,wina,ayb
505,Alter::N,wiek,yosh
506,Schluss::N,koniec,tamom
507,Schluss::N,zakończenie,tamom
508,Zeit::N,czas,vaqt
509,Tag::N,dzień,kun
510,Morgen::N,ranek,saboh
511,Morgen::N,poranek,saboh
512,Mittag::N,południe,kun tushlik
513,Abend::N,wieczór,oqshom
514,Nacht::N,noc,tun
515,Woche::N,tydzień,hafta
516,Monat::N,miesiąc,oy
517,Jahr::N,rok,yil
518,Frühling::N,wiosna,bahor
519,Sommer::N,lato,yoz
520,Herbst::N,jesień,kuz
521,Herbst::N,jesień,xazon
522,Winter::N,zima,qish
523,Januar::N,styczeń,yanvar'
524,Februar::N,luty,fevral'
525,März::N,marzec,mart
526,April::N,kwiecień,aprel'
527,Mai::N,maj,may
528,Juni::N,czerwiec,iyun'
529,Juli::N,lipiec,iyul'
530,August::N,sierpień,avgust
531,September::N,wrzesień,sentyabr'
532,Oktober::N,październik,oktyabr'
533,November::N,listopad,noyabr'
534,Dezember::N,grudzień,dekabr'
535,Montag::N,poniedziałek,dushanba
536,Dienstag::N,wtorek,seshanba
537,Mittwoch::N,środa,chorshanba
538,Donnerstag::N,czwartek,payshanba
539,Freitag::N,piątek,juma
540,Samstag::N,sobota,shanba
541,Sonntag::N,niedziela,yakshanba
542,groß::A,duży,buyuk
543,groß::A,wielki,buyuk
544,klein::A,mały,kichik
545,lang::A,długi,uzun
546,kurz::A,krótki,qisqa
547,breit::A,szeroki,keng
548,schmal::A,wąski,änsiz
549,dicht::A,gęsty,quyuq
550,dick[Gegenstand]::A,gruby,qalin
551,dünn::A,cienki,ingichka
552,fein::A,drobny,mayin
553,fest::A,mocny,qattiq
554,fest::A,twardy,qattiq
555,flach::A,płaski,yalpoq
556,glatt::A,gładki,tekis
557,hart::A,twardy,qattiq
558,weich::A,miękki,yumshoq
559,rund::A,okrągły,yumaloq
560,spitz::A,spiczasty,uchli
561,scharf::A,ostry,keskir
562,stumpf::A,tępy,to'mtoq
563,schwer::A,ciężki,salmoqli
564,schön::A,ładny,go'zal
565,schön::A,piękny,go'zal
566,heiß::A,gorący,qiziq
567,warm::A,ciepły,issiq
568,kalt::A,zimny,sovuq
569,kühl::A,chłodny,salqin
570,frisch::A,świeży,toza
571,feucht::A,wilgotny,namli
572,nass::A,mokry,nam
573,trocken::A,suchy,quruq
574,voll::A,pełny,to'la
575,leer::A,pusty,puch
576,leer::A,próżny,puch
577,offen::A,otwarty,ochiq
578,geschlossen::A,zamknięty,berk
579,sauber::A,czysty,ozoda
580,schmutzig::A,brudny,kir
581,roh::A,surowy,xom
582,reif::A,dojrzały,pishiq
583,lecker::A,smaczny,shirin
584,süß::A,słodki,shirin
585,bitter::A,gorzki,achchiq
586,sauer::A,kwaśny,achchiq
587,hell::A,jasny,yorug'
588,dunkel::A,ciemny,qorong'i
589,schwarz::A,czarny,qora
590,weiß::A,biały,oq
591,rot::A,czerwony,qizil
592,gelb::A,żółty,sariq
593,blau::A,błękitny,zangori
594,blau::A,niebieski,zangori
595,grün::A,zielony,yashil
596,grau::A,szary,bo'z
597,bunt::A,barwny,ola
598,billig::A,tani,arzon
599,teuer::A,drogi,qimmat
600,wertvoll::A,cenny,qimmat
601,blind::A,ślepy,ko'r
602,taub::A,głuchy,garang
603,kräftig::A,mocny,kuchli
604,stark::A,silny,quvvatli
605,schwach::A,słaby,kuchsiz
606,fett::A,tłusty,semiz
607,schlank::A,smukły,ingichka
608,hübsch::A,ładny,ko'rkam
609,böse::A,zły,yovuz
610,dumm::A,głupi,aqlsiz
611,faul::A,leniwy,ärinchak
612,fleißig::A,pilny,ishchan
613,geizig::A,skąpy,qurumsoq
614,klug::A,mądry,oqil
615,geschickt::A,zręczny,äpchil
616,lieb::A,miły,aziz
617,lustig::A,wesoły,chaqchaq
618,sanft::A,łagodny,asta
619,hungrig::A,głodny,och
620,krank::A,chory,kasal
621,nackt::A,nagi,yalang
622,traurig::A,smutny,xafa
623,lebendig::A,żywy,hayotiy
624,gut::A,dobry,soz
625,schlecht::A,zły,yomon
626,richtig::A,słuszny,rost
627,richtig::A,właściwy,rost
628,schlimm::A,zły,yovuz
629,wahr::A,prawdziwy,haqiqiy
630,alt::A,stary,äski
631,neu::A,nowy,yangi
632,ehemalig::A,były,sobiq
633,alt[Lebewesen]::A,stary,qari
634,jung::A,młody,navqiron
635,arm::A,ubogi,abgor
636,arm::A,biedny,abgor
637,reich::A,bogaty,boy
638,bekannt::A,znany,ma'lum
639,berühmt::A,słynny,mashhur
640,fremd::A,obcy,yot
641,fremd::A,cudzy,yot
642,verschieden::A,różny,turli
643,nah::A,bliski,yaqindagi
644,fern::A,daleki,uzoq
645,linker::A,lewy,so'l
646,rechter::A,prawy,o'ng
647,anderer::A,inny,boshqa
648,erster::A,pierwszy,birinchi
649,zweiter::A,drugi,ikkinchi
650,dritter::A,trzeci,uchinchi
651,letzter::A,ostatni,oxirgi
652,allein::ADV,sam,o'zicha
653,auf einmal::ADV,naraz,varakay
654,zusammen::ADV,razem,barobar
655,lange::ADV,długo,uzoq
656,plötzlich::ADV,nagle,qo'qqisdan
657,sofort::ADV,natychmiast,darrov
658,später::ADV,później,so'ngra
659,jetzt::ADV,teraz,hozirgina
660,jetzt::ADV,obecnie,hozirgina
661,heute::ADV,dziś,bugun
662,heute::ADV,dzisiaj,bugun
663,morgen::ADV,jutro,ärta
664,bald::ADV,wkrótce,toz
665,dann::ADV,potem,keyin
666,gestern::ADV,wczoraj,kecha
667,einst::ADV,kiedyś,avvallari
668,einst::ADV,niegdyś,avvallari
669,damals::ADV,wtedy,ugal
670,damals::ADV,wówczas,ugal
671,danach::ADV,następnie,so'ngra
672,vorher::ADV,przedtem,avval
673,zuerst::ADV,naprzód,avval
674,zuerst::ADV,najpierw,avval
675,einmal::ADV,raz,bir marta
676,manchmal::ADV,czasem,onda-sonda
677,oft::ADV,często,tez-tez
678,immer::ADV,zawsze,har vaqt
679,niemals::ADV,nigdy,hargiz
680,hier::ADV,tu,shu erda
681,hier::ADV,tutaj,shu erda
682,hierhin::ADV,tu,beri
683,von hier::ADV,stąd,shu erdan
684,dort::ADV,tam,ana
685,dorthin::ADV,tam,u yerga
686,geradeaus::ADV,prosto,to'g'ri
687,vorwärts::ADV,naprzód,ilgari
688,rückwärts::ADV,wstecz,qoloq
689,zurück::ADV,z powrotem,orqada
690,unten::ADV,u dołu,pastda
691,unten::ADV,na dole,pastda
692,hinab::ADV,na_dół,tubanga
693,hinab::ADV,w_dół,tubanga
694,oben::ADV,w górze,ustida
695,oben::ADV,na górze,ustida
696,hinauf::ADV,w górę,yuqorida
697,hinauf::ADV,na górę,yuqorida
698,überall::ADV,wszędzie,har erda
699,nicht::ADV,nie,ämas
700,ein wenig::ADV,trochę,biroz
701,kaum::ADV,ledwie,arang
702,kaum::ADV,prawie nie,arang
703,sehr::ADV,bardzo,ancha
704,so::ADV,tak,shunday
705,noch::ADV,jeszcze,hali
706,nur::ADV,tylko,yolg'iz
707,schon::ADV,już,endi
708,wieder::ADV,znów,yana
709,wieder::ADV,znowu,yana
710,vergebens::ADV,na próżno,bekorga
711,vor::PRP,przed,burun
712,hinter::PRP,za,ketida
713,unter::PRP,pod,ostida
714,durch::PRP,przez,bo'ylab
715,neben::PRP,obok,yonida
716,zwischen::PRP,między,orada
717,wegen::PRP,z powodu,sababli
718,dies::PRN,to,o'sha
719,das::PRN,to,narigi
720,alles::PRN,wszystko,har nima
721,ich::PRN,ja,men
722,du::PRN,ty,sen
723,er::PRN,on,u
724,wir::PRN,my,biz
725,ihr::PRN,wy,siz
726,sie::PRN,oni,ular
727,was::FPRN,co,nima
728,wer::FPRN,kto,kim
729,wo::FADV,gdzie,qaerda
730,wohin::FADV,dokąd,qayerga
731,wie::FADV,jak,qanday
732,warum::FADV,dlaczego,nega
733,wieviel::FNUM,ile,qancha
734,eins::NUM,jeden,bir
735,zwei::NUM,dwa,ikki
736,drei::NUM,trzy,uch
737,vier::NUM,cztery,to'rt
738,fünf::NUM,pięć,besh
739,sechs::NUM,sześć,olti
740,sieben::NUM,siedem,etti
741,acht::NUM,osiem,sakkiz
742,neun::NUM,dziewięć,to'qqiz
743,zehn::NUM,dziesięć,o'n
744,elf::NUM,jedenaście,o'n bir
745,zwölf::NUM,dwanaście,o'n ikki
746,zwanzig::NUM,dwadzieścia,yigirma
747,dreißig::NUM,trzydzieści,o'ttiz
748,vierzig::NUM,czterdzieści,qirq
749,fünfzig::NUM,pięćdziesiąt,ällik
750,sechzig::NUM,sześćdziesiąt,oltmish
751,siebzig::NUM,siedemdziesiąt,etmish
752,achtzig::NUM,osiemdziesiąt,sakson
753,neunzig::NUM,dziewięćdziesiąt,to'qson
754,hundert::NUM,sto,yuz
755,tausend::NUM,tysiąc,ming
756,und::CNJ,i,va
757,oder::CNJ,lub,yo
758,oder::CNJ,albo,yo
759,stehen::V,stać,turmoq
760,sitzen::V,siedzieć,o'tirmoq
761,liegen::V,leżeć,yotmoq
762,hängen::V,wisieć,osilmoq
763,werden::V,zostać,bo'lmoq
764,werden::V,stać się,bo'lmoq
765,passieren::V,dziać się,bo'lib o'tmoq
766,passieren::V,zdarzyć się,bo'lib o'tmoq
767,beginnen::V,zacząć się,boshlanmoq
768,enden::V,kończyć się,bitmoq
769,wechseln::V,zmienić się,o'zgarmoq
770,aufgehen[Sonne]::V,wzejść,chiqmoq
771,untergehen[Sonne]::V,zajść,botmoq
772,scheinen[Sonne]::V,świecić,yaraqlamoq
773,donnern::V,grzmieć,gulduramoq
774,wehen::V,wiać,elpimoq
775,strömen::V,płynąć,oqmoq
776,strömen::V,lać się,oqmoq
777,fließen::V,ciec,oqmoq
778,fließen::V,płynąć,oqmoq
779,sich drehen::V,obracać się,aylanmoq
780,schwanken::V,chwiać się,qoqilmoq
781,schwingen::V,wahać się,lopillamoq
782,fallen::V,padać,tushmoq
783,brennen::V,palić się,yonmoq
784,rauchen::V,dymić,tutamoq
785,rauchen::V,dymić się,tutamoq
786,regnen::V,padać,yomg'ir yog'moq
787,gefrieren::V,zamarznąć,muzlamoq
788,tauen::V,tajać,ärimoq
789,schmelzen::V,topnieć,ärimoq
790,trocknen::V,schnąć,qurimoq
791,sieden::V,wrzeć,qaynamoq
792,sieden::V,kipieć,qaynamoq
793,faulen::V,gnić,chirimoq
