,Concept_ID,uk,ar
283,Freund::N,друг,صديق
284,Freund::N,приятель,صديق
285,Kamerad::N,товариш,زميل
286,Angelegenheit::N,справа,أمر
287,Angelegenheit::N,справа,شأن
288,Anzahl::N,число,عدد
289,Art::N,рід,نوع
290,Stück::N,кусок,قطعة
291,Teil::N,частина,قسم
292,Hälfte::N,половина,نصف
293,Kreis::N,круг,دائرة
294,Kreis::N,коло,دائرة
295,Kreuz::N,хрест,صليب
296,Linie::N,лінія,خط
297,Strich::N,штрих,شرطة
298,Abstand::N,проміжок,مسافة
299,Entfernung::N,відстань,بعد
300,Gegend::N,місцевість,ناحية
301,Platz::N,площа,فراغ
302,Ort::N,місце,مكان
303,Seite::N,сторона,جانب
304,Mitte::N,середина,وسط
305,Gegenstand::N,предмет,موضوع
306,Sache::N,річ,شيء
307,Rand::N,край,حافة
308,Kante::N,ребро,حافة
309,Ecke::N,ріг,ركن
310,Spitze::N,кінчик,سن
311,Ende::N,кінець,طرف
312,Loch::N,діра,ثقب
313,Winkel::N,куток,زاوية
314,Muster::N,узор,عينة
315,Größe::N,розмір,حجم
316,Länge::N,довжина,طول
317,Höhe::N,висота,علو
318,Höhe::N,висота,ارتفاع
319,Gewicht::N,вага,وزن
320,Menge::N,кількість,كمية
321,Haufen::N,купа,كوم
322,Reihe::N,ряд,صف
323,Boot::N,човен,قارب
324,Boot::N,човен,زورق
325,Ruder::N,весло,مجذاف
326,Schlitten::N,сани,مزلقة
327,Ski::N,лижа,زلاجة
328,Lagerfeuer::N,вогнище,نار المخيم
329,Last::N,тягар,حمل
330,Last::N,вантаж,حمل
331,Gang::N,хід,مشية
332,Schritt::N,крок,خطوة
333,Norden::N,північ,شمال
334,Süden::N,південь,جنوب
335,Westen::N,захід,غرب
336,Osten::N,схід,شرق
337,Holz::N,дрова,خشب
338,Brett::N,дошка,لوح
339,Platte::N,плита,صفيحة
340,Stütze::N,підпірка,سند
341,Stütze::N,підпірка,دعامة
342,Stange::N,жердина,عود
343,Stock::N,палиця,عصا
344,Stab::N,палиця,قضيب
345,Rohr::N,труба,أنبوبة
346,Haus::N,дім,دار
347,Haus::N,дім,بيت
348,Haus::N,хата,دار
349,Haus::N,хата,بيت
350,Heim::N,житло,بيت
351,Heim::N,житло,مسكن
352,Ofen::N,піч,مدفأة
353,Fußboden::N,підлога,أرضية
354,Tisch::N,стіл,مائدة
355,Stuhl::N,стілець,كرسي
356,Wiege::N,колиска,مهد
357,Bett::N,ліжко,سرير
358,Bett::N,постіль,سرير
359,Regal::N,полиця,رف
360,Kiste::N,ящик,صندوق
361,Fenster::N,вікно,شباك
362,Fenster::N,вікно,نافذة
363,Tür::N,двері,باب
364,Tor::N,ворота,بوابة
365,Zaun::N,паркан,سياج
366,Zaun::N,огорожа,سياج
367,Dach::N,дах,سطح
368,Leiter::N,драбина,سلم
369,Besen::N,мітла,مكنسة
370,Spaten::N,заступ,مسحاة
371,Schaufel::N,совок,مجرفة
372,Schaufel::N,лопата,مجرفة
373,Gabel::N,виделка,شوكة
374,Löffel::N,ложка,ملعقة
375,Messer::N,ніж,سكين
376,Nagel::N,цвях,مسمار
377,Netz::N,сіть,شبكة
378,Haken::N,крюк,خطاف
379,Haken::N,крюк,صنارة
380,Griff::N,ручка,قبضة
381,Griff::N,держак,قبضة
382,Schloss::N,замок,قفل
383,Bild::N,картина,صورة
384,Figur::N,фігура,تمثال
385,Puppe::N,лялька,دمية
386,Beutel::N,мішечок,كيس
387,Beutel::N,торбинка,كيس
388,Bündel::N,в’язка,ربطة
389,Tasche::N,сумка,شنطة
390,Tasche::N,сумка,محفظة
391,Eimer::N,відро,سطل
392,Eimer::N,відро,جردل
393,Deckel::N,кришка,سداد
394,Geschirr::N,посуд,أوان
395,Sack::N,мішок,زكيبة
396,Tasse::N,чашка,فنجان
397,Topf::N,горщик,قدر
398,Topf::N,горщик,طنجرة
399,Kessel::N,котел,قدر
400,Kessel::N,котел,غلاية
401,Essen::N,їжа,طعام
402,Nahrung::N,харч,غذاء
403,Speise::N,страва,أكل
404,Fleisch::N,м’ясо,لحم
405,Getreide::N,хліб,حبوب
406,Getreide::N,збіжжя,حبوب
407,Brei::N,каша,عصيدة
408,Brot::N,хліб,خبز
409,Scheibe::N,скибочка,شريحة
410,Fett::N,жир,سمن
411,Butter::N,масло,زبدة
412,Öl::N,олія,زيت
413,Salz::N,сіль,ملح
414,Suppe::N,суп,حساء
415,Suppe::N,суп,شربة
416,Honig::N,мед,عسل
417,Milch::N,молоко,حليب
418,Tee::N,чай,شاي
419,Leder::N,шкіра,جلد
420,Wolle::N,шерсть,صوف
421,Stoff::N,тканина,قماش
422,Nadel::N,голка,إبرة
423,Faden::N,нитка,خيط
424,Knopf::N,ґудзик,زر
425,Knoten::N,вузол,عقدة
426,Farbe::N,фарба,صبغة
427,Kleidung::N,одяг,ملابس
428,Kleidung::N,убрання,ملابس
429,Hemd::N,сорочка,قميص
430,Kragen::N,комір,ياقة
431,Ärmel::N,рукав,كم
432,Hose::N,брюки,سروال
433,Hose::N,брюки,بنطلون
434,Gürtel::N,пояс,حزام
435,Mütze::N,шапка,طاقية
436,Schuh::N,ботинок,حذاء
437,Stiefel::N,чобіт,جزمة
438,Stiefel::N,чобіт,حذاء طويل
439,Ring::N,кільце,حلقة
440,Band::N,стрічка,شريط
441,Kamm::N,гребінець,مشط
442,Spiegel::N,дзеркало,مرآة
443,Riemen::N,ремінь,سير
444,Schnur::N,вірьовка,حبل
445,Schnur::N,вірьовка,دوبارة
446,Leine::N,шворка,قيد
447,Decke::N,ковдра,بطانية
448,Kissen::N,подушка,وسادة
449,Tuch::N,хустка,منديل
450,Handtuch::N,рушник,فوطة
451,Handtuch::N,рушник,منشفة
452,Kraft::N,сила,قدرة
453,Stärke::N,сила,قوة
454,Gesundheit::N,здоров’я,صحة
455,Krankheit::N,хвороба,مرض
456,Schmerz::N,біль,ألم
457,Schmerz::N,біль,وجع
458,Wunde::N,рана,جرح
459,Fieber::N,гарячка,حمى
460,Arznei::N,ліки,دواء
461,Brücke::N,міст,جسر
462,Brunnen::N,колодязь,بئر
463,Weide::N,пасовище,مرعى
464,Pfad::N,стежка,درب
465,Weg::N,шлях,سكة
466,Weg::N,дорога,سكة
467,Straße::N,вулиця,طريق
468,Dorf::N,село,قرية
469,Stadt::N,місто,مدينة
470,Brief::N,лист,خطاب
471,Brief::N,лист,مكتوب
472,Buch::N,книга,كتاب
473,Buch::N,книжка,كتاب
474,Buchstabe::N,буква,حرف
475,Buchstabe::N,літера,حرف
476,Zeitung::N,газета,جريدة
477,Leben::N,життя,عيش
478,Leben::N,життя,حياة
479,Tod::N,смерть,موت
480,Tod::N,смерть,وفاة
481,Grab::N,могила,قبر
482,Kirche::N,церква,كنيسة
483,Sünde::N,гріх,خطيئة
484,Gott::N,бог,إله
485,Arbeiter::N,робітник,عامل
486,Chef::N,хазяїн,رئيس
487,Meister::N,умілець,أسطى
488,Arzt::N,лікар,طبيب
489,Lehrer::N,вчитель,مدرس
490,Geld::N,гроші,نقود
491,Geschäft::N,заняття,صفقة
492,Laden::N,магазин,دكان
493,Laden::N,крамниця,دكان
494,Preis::N,ціна,سعر
495,Ware::N,товар,بضاعة
496,Nutzen::N,вигода,فائدة
497,Nutzen::N,користь,فائدة
498,Reichtum::N,багатство,غنى
499,Reichtum::N,багатство,ثروة
500,Welt::N,світ,عالم
501,Welt::N,світ,دنيا
502,Land::N,країна,بلد
503,Staat::N,держава,دولة
504,König::N,король,ملك
505,Macht::N,влада,سلطة
506,Grenze::N,кордон,حدود
507,Krieg::N,війна,حرب
508,Feind::N,ворог,عدو
509,Gewalt::N,насильство,عنف
510,Kampf::N,бій,قتال
511,Kampf::N,боротьба,قتال
512,Bogen[Waffe]::N,лук,قوس
513,Pfeil::N,стріла,سهم
514,Gewehr::N,рушниця,بندقية
515,Gewehr::N,гвинтівка,بندقية
516,Fehler::N,помилка,خطأ
517,Lüge::N,брехня,كذب
518,Schaden::N,шкода,تلف
519,Schaden::N,збиток,تلف
520,Unglück::N,нещастя,نحس
521,Schuld::N,провина,ذنب
522,Alter::N,вік,سن
523,Alter::N,вік,عمر
524,Alter::N,літа,سن
525,Alter::N,літа,عمر
526,Schluss::N,кінець,ختام
527,Schluss::N,кінець,نهاية
528,Zeit::N,час,وقت
529,Tag::N,день,يوم
530,Morgen::N,ранок,صباح
531,Mittag::N,південь,ظهر
532,Abend::N,вечір,مساء
533,Nacht::N,ніч,ليلة
534,Woche::N,тиждень,أسبوع
535,Monat::N,місяць,شهر
536,Jahr::N,рік,عام
537,Jahr::N,рік,سنة
538,Frühling::N,весна,ربيع
539,Sommer::N,літо,صيف
540,Herbst::N,осінь,خريف
541,Winter::N,зима,شتاء
542,Januar::N,січень,يناير
543,Januar::N,січень,كانون الثاني
544,Februar::N,лютий,شباط
545,Februar::N,лютий,فبراير
546,März::N,березень,آذار
547,März::N,березень,مارس
548,April::N,квітень,نيسان
549,Mai::N,травень,مايو
550,Juni::N,червень,يونيو
551,Juni::N,червень,حزيران
552,Juli::N,липень,تموز
553,Juli::N,липень,يوليو
554,August::N,серпень,آب
555,August::N,серпень,أغسطس
556,September::N,вересень,أيلول
557,September::N,вересень,سبتمبر
558,Oktober::N,жовтень,أكتوبر
559,Oktober::N,жовтень,تشرين الأول
560,November::N,листопад,نوفمبر
561,November::N,листопад,تشرين الثاني
562,Dezember::N,грудень,ديسمبر
563,Dezember::N,грудень,كانون الأول
564,Montag::N,понеділок,يوم الاثنين
565,Dienstag::N,вівторок,يوم الثلاثاء
566,Mittwoch::N,середа,يوم الأربعاء
567,Donnerstag::N,четвер,يوم الخميس
568,Freitag::N,п’ятниця,يوم الجمعة
569,Samstag::N,субота,يوم السبت
570,Sonntag::N,неділя,يوم الأحد
571,groß::A,великий,كبير
572,klein::A,малий,صغير
573,klein::A,маленький,صغير
574,lang::A,довгий,طويل
575,kurz::A,короткий,قصير
576,breit::A,широкий,واسع
577,schmal::A,вузький,ضيق
578,dicht::A,густий,كث
579,dicht::A,густий,كثيف
580,dick[Gegenstand]::A,товстий,غليظ
581,dünn::A,тонкий,رفيع
582,fein::A,дрібний,رقيق
583,fest::A,міцний,متين
584,flach::A,плоский,سهل
585,flach::A,плоский,منبسط
586,glatt::A,рівний,ناعم
587,glatt::A,гладенький,ناعم
588,hart::A,твердий,صلب
589,hart::A,твердий,جامد
590,weich::A,м’який,لين
591,rund::A,круглий,مستدير
592,spitz::A,гострокінцевий,مدبب
593,scharf::A,гострий,حاد
594,stumpf::A,тупий,ثالم
595,schwer::A,важкий,ثقيل
596,schön::A,вродливий,جميل
597,heiß::A,жаркий,حار
598,heiß::A,жаркий,ساخن
599,heiß::A,гарячий,حار
600,heiß::A,гарячий,ساخن
601,warm::A,теплий,دافئ
602,kalt::A,холодний,بارد
603,kühl::A,прохолодний,قر
604,frisch::A,свіжий,طازج
605,feucht::A,вогкий,رطب
606,nass::A,мокрий,مبلول
607,trocken::A,сухий,جاف
608,voll::A,повний,ملء
609,leer::A,пустий,خال
610,leer::A,пустий,فارغ
611,offen::A,відкритий,مفتوح
612,geschlossen::A,закритий,مغلق
613,geschlossen::A,зачинений,مغلق
614,sauber::A,чистий,نظيف
615,sauber::A,охайний,نظيف
616,schmutzig::A,брудний,قذر
617,roh::A,сирий,نيء
618,reif::A,зрілий,ناضج
619,lecker::A,смачний,لذيذ
620,süß::A,солодкий,حلو
621,bitter::A,гіркий,مر
622,sauer::A,кислий,حامض
623,hell::A,світлий,نير
624,dunkel::A,темний,مظلم
625,schwarz::A,чорний,أسود
626,weiß::A,сивий,أبيض
627,rot::A,червоний,أحمر
628,gelb::A,жовтий,أصفر
629,blau::A,синій,أزرق
630,grün::A,зелений,أخضر
631,grau::A,сірий,رمادي
632,bunt::A,барвистий,ملوب
633,billig::A,дешевий,رخيص
634,teuer::A,дорогий,غال
635,wertvoll::A,цінний,ثمين
636,blind::A,сліпий,أعمى
637,taub::A,глухий,أصم
638,taub::A,глухий,أطرش
639,kräftig::A,могутній,قوي
640,stark::A,сильний,قوي
641,schwach::A,слабкий,ضعيف
642,fett::A,жирний,سمين
643,fett::A,товстий,سمين
644,schlank::A,тонкий,أهيف
645,schlank::A,стрункий,أهيف
646,hübsch::A,чарівний,جميل
647,böse::A,злий,رديء
648,böse::A,лихий,رديء
649,dumm::A,дурний,أبله
650,dumm::A,дурний,أحمق
651,faul::A,ледачий,كسلان
652,fleißig::A,старанний,مجتهد
653,geizig::A,скупий,بخيل
654,klug::A,мудрий,ذكي
655,klug::A,мудрий,عاقل
656,klug::A,розумний,ذكي
657,klug::A,розумний,عاقل
658,geschickt::A,умілий,ماهر
659,lieb::A,милий,عزيز
660,lustig::A,веселий,مرح
661,sanft::A,лагідний,حليم
662,hungrig::A,голодний,جائع
663,krank::A,слабий,مريض
664,nackt::A,голий,عار
665,traurig::A,сумний,حزين
666,lebendig::A,живий,حي
667,gut::A,добрий,جيد
668,schlecht::A,поганий,سيء
669,schlecht::A,кепський,سيء
670,richtig::A,правильний,صحيح
671,schlimm::A,бридкий,خبيث
672,wahr::A,справжній,حق
673,alt::A,старий,قديم
674,neu::A,новий,جديد
675,ehemalig::A,колишній,سابق
676,alt[Lebewesen]::A,старий,مسن
677,jung::A,молодий,شاب
678,jung::A,молодий,صغير
679,arm::A,бідний,فقير
680,reich::A,багатий,غني
681,bekannt::A,знайомий,معلوم
682,berühmt::A,славетний,مشهور
683,fremd::A,чужий,أجنبي
684,verschieden::A,різний,مختلف
685,nah::A,близький,قريب
686,fern::A,далекий,بعيد
687,linker::A,лівий,يسار
688,rechter::A,правий,يمين
689,anderer::A,інакший,آخر
690,erster::A,перший,أول
691,zweiter::A,другий,ثان
692,dritter::A,третій,ثالث
693,letzter::A,останній,أخير
694,allein::ADV,сам,وحده
695,allein::ADV,один,وحده
696,auf einmal::ADV,відразу,بالمرة
697,zusammen::ADV,разом,معا
698,zusammen::ADV,спільно,معا
699,lange::ADV,довго,مدة طويلة
700,plötzlich::ADV,раптом,فجأة
701,sofort::ADV,зараз,حالا
702,sofort::ADV,зараз,فورا
703,später::ADV,пізніше,فيما بعد
704,jetzt::ADV,тепер,الآن
705,jetzt::ADV,тепер,حاليا
706,heute::ADV,сьогодні,اليوم
707,morgen::ADV,завтра,غدا
708,bald::ADV,незабаром,قريبا
709,dann::ADV,потім,ثم
710,gestern::ADV,вчора,أمس
711,gestern::ADV,вчора,البارحة
712,einst::ADV,колись,قديما
713,damals::ADV,тоді,حينئذ
714,danach::ADV,згодом,ثم
715,danach::ADV,згодом,بعد ذلك
716,vorher::ADV,раніше,من قبل
717,vorher::ADV,раніше,قبل ذلك
718,zuerst::ADV,спершу,أولا
719,zuerst::ADV,спочатку,أولا
720,einmal::ADV,один раз,مرة
721,manchmal::ADV,іноді,أحيانا
722,manchmal::ADV,інколи,أحيانا
723,oft::ADV,часто,كثيرا
724,immer::ADV,завжди,دائما
725,niemals::ADV,ніколи,لا أبدا
726,hier::ADV,тут,هنا
727,hierhin::ADV,сюди,إلى هنا
728,von hier::ADV,звідси,من هنا
729,dort::ADV,там,هناك
730,dorthin::ADV,туди,إلى هناك
731,geradeaus::ADV,прямо,إلى الأمام
732,vorwärts::ADV,вперед,إلى الأمام
733,rückwärts::ADV,назад,إلى الوراء
734,zurück::ADV,назад,عودا
735,zurück::ADV,назад,إلى الخلف
736,unten::ADV,внизу,تحت
737,unten::ADV,внизу,في الأسفل
738,hinab::ADV,вниз,إلى تحت
739,oben::ADV,вгорі,فوق
740,oben::ADV,вгорі,في الأعلى
741,hinauf::ADV,вгору,إلى فوق
742,hinauf::ADV,вгору,إلى الأعلى
743,überall::ADV,скрізь,في كل مكان
744,nicht::ADV,не,لا
745,nicht::ADV,не,لم
746,ein wenig::ADV,трохи,قليلا
747,ein wenig::ADV,небагато,قليلا
748,kaum::ADV,ледве,كاد لا
749,sehr::ADV,дуже,جدا
750,sehr::ADV,дуже,كثيرا
751,so::ADV,так,كذا
752,so::ADV,так,كذلك
753,noch::ADV,ще,ما زال
754,nur::ADV,лише,فقط
755,nur::ADV,тільки,فقط
756,schon::ADV,вже,قد
757,wieder::ADV,знову,من جديد
758,wieder::ADV,знову,مرة أخرى
759,vergebens::ADV,дарма,عبثا
760,vor::PRP,перед,أمام
761,hinter::PRP,ззаду,خلف
762,hinter::PRP,ззаду,وراء
763,hinter::PRP,позаду,خلف
764,hinter::PRP,позаду,وراء
765,unter::PRP,під,تحت
766,durch::PRP,крізь,عبر
767,durch::PRP,крізь,خلال
768,neben::PRP,біля,جنب
769,neben::PRP,біля,بجانب
770,zwischen::PRP,між,بين
771,wegen::PRP,з-за,بسبب
772,wegen::PRP,через,بسبب
773,dies::PRN,це,هذا
774,das::PRN,то,ذلك
775,alles::PRN,все,الكل
776,ich::PRN,я,أنا
777,du::PRN,ти,أنت
778,er::PRN,він,هو
779,wir::PRN,ми,نحن
780,ihr::PRN,ви,أنتم
781,ihr::PRN,ви,أنتن
782,sie::PRN,вони,هم
783,sie::PRN,вони,هن
784,was::FPRN,що,ما
785,wer::FPRN,хто,من
786,wo::FADV,де,أين
787,wohin::FADV,куди,إلى أين
788,wie::FADV,як,كيف
789,warum::FADV,чому,لماذا
790,wieviel::FNUM,скільки,كم
791,eins::NUM,один,واحد
792,zwei::NUM,два,اثنين
793,drei::NUM,три,ثلاثة
794,vier::NUM,чотири,أربعة
795,fünf::NUM,п’ять,خمسة
796,sechs::NUM,шість,ستة
797,sieben::NUM,сім,سبعة
798,acht::NUM,вісім,ثمانية
799,neun::NUM,дев’ять,تسعة
800,zehn::NUM,десять,عشرة
801,elf::NUM,одинадцять,أحد عشر
802,zwölf::NUM,дванадцять,اثنا عشر
803,zwanzig::NUM,двадцять,عشرون
804,dreißig::NUM,тридцять,ثلاثون
805,vierzig::NUM,сорок,أربعون
806,fünfzig::NUM,п’ятдесят,خمسون
807,sechzig::NUM,шістдесят,ستون
808,siebzig::NUM,сімдесят,سبعون
809,achtzig::NUM,вісімдесят,ثمانون
810,neunzig::NUM,дев’яносто,تسعون
