,Concept_ID,ta,ta
206,Sohn::N,மகன்,மகன்
207,Tochter::N,மகள்,மகள்
208,Bruder::N,சகோதரன்,சகோதரன்
209,Schwester::N,அக்கா,அக்கா
210,Onkel::N,தாய் மாமன்,தாய் மாமன்
211,Tante::N,அத்தை,அத்தை
212,Ehemann::N,கணவன்,கணவன்
213,Ehefrau::N,மனைவி,மனைவி
214,Freude::N,கொண்டாட்டம்,கொண்டாட்டம்
215,Gelächter::N,சிரிப்பு,சிரிப்பு
216,Glück::N,மகிழ்ச்சி,மகிழ்ச்சி
217,Kummer::N,துயரம்,துயரம்
218,Wunsch::N,விருப்பம்,விருப்பம்
219,Lust::N,விருப்பம்,விருப்பம்
220,Geist::N,ஆன்மா,ஆன்மா
221,Gedanke::N,எண்ணம்,எண்ணம்
222,Gedächtnis::N,ஞாபகம்,ஞாபகம்
223,Verstand::N,மனம்,மனம்
224,Sinn::N,அர்த்தம்,அர்த்தம்
225,Grund::N,காரணம்,காரணம்
226,Wahrheit::N,உண்நை,உண்நை
227,Gespräch::N,பெசு,பெசு
228,Märchen::N,நம்பத்தகாத கதை,நம்பத்தகாத கதை
229,Erzählung::N,கதை,கதை
230,Nachricht::N,செய்தி,செய்தி
231,Neuigkeit::N,செய்தி,செய்தி
232,Name::N,பெயர்,பெயர்
233,Rätsel::N,புதிர்,புதிர்
234,Rede::N,பேச்சு,பேச்சு
235,Sprache::N,மொழி,மொழி
236,Stimme::N,குரல்,குரல்
237,Wort::N,வார்த்தை,வார்த்தை
238,Zeichen::N,குறி,குறி
239,Ruf::N,அழைப்பு,அழைப்பு
240,Lärm::N,சத்தம்,சத்தம்
241,Laut::N,ஒலி,ஒலி
242,Ton::N,குரல்,குரல்
243,Lied::N,பாட்டு,பாட்டு
244,Ruhe::N,அமைதி,அமைதி
245,Leute::N,மக்கள்,மக்கள்
246,Volk::N,மக்கள்,மக்கள்
247,Arbeit::N,வேலை,வேலை
248,Gast::N,விருந்தாளி,விருந்தாளி
249,Geschenk::N,பரிசுப் பொருள்,பரிசுப் பொருள்
250,Spiel::N,விளையாட்டு,விளையாட்டு
251,Gesellschaft::N,சமுதாயம்,சமுதாயம்
252,Hilfe::N,உதவி,உதவி
253,Freund::N,நண்பன்,நண்பன்
254,Kamerad::N,உடனிருப்பவன்,உடனிருப்பவன்
255,Angelegenheit::N,செய்தி,செய்தி
256,Anzahl::N,எண்ணிக்கை,எண்ணிக்கை
257,Art::N,வகை,வகை
258,Stück::N,துண்டம்,துண்டம்
259,Teil::N,பகுதி,பகுதி
260,Hälfte::N,பாதி,பாதி
261,Kreis::N,வட்டம்,வட்டம்
262,Kreuz::N,சிலுவை,சிலுவை
263,Linie::N,கோடு,கோடு
264,Strich::N,வாத நோய்,வாத நோய்
265,Abstand::N,இடைவெளி,இடைவெளி
266,Entfernung::N,தூரம்,தூரம்
267,Gegend::N,வட்டாரம்,வட்டாரம்
268,Platz::N,வெற்றிடம்,வெற்றிடம்
269,Ort::N,இடம்,இடம்
270,Seite::N,பக்கம்,பக்கம்
271,Mitte::N,இடைப்பகுதி,இடைப்பகுதி
272,Gegenstand::N,உருப்படி,உருப்படி
273,Sache::N,பொருள்,பொருள்
274,Rand::N,தொங்கு,தொங்கு
275,Kante::N,விளிம்பு,விளிம்பு
276,Ecke::N,மூலை,மூலை
277,Spitze::N,முனை,முனை
278,Ende::N,முடிவு,முடிவு
279,Loch::N,துளை,துளை
280,Winkel::N,கோணம்,கோணம்
281,Muster::N,பாங்கு,பாங்கு
282,Größe::N,அளவு,அளவு
283,Länge::N,நீளம்,நீளம்
284,Höhe::N,உயரம்,உயரம்
285,Gewicht::N,எடை,எடை
286,Menge::N,தொகை,தொகை
287,Haufen::N,குவியல்,குவியல்
288,Reihe::N,வரிசை,வரிசை
289,Boot::N,படகு,படகு
290,Ruder::N,துடுப்பு,துடுப்பு
291,Schlitten::N,சகடையிலா வண்டி,சகடையிலா வண்டி
292,Ski::N,பனிச் சறுக்கல்,பனிச் சறுக்கல்
293,Lagerfeuer::N,மூட்டம்,மூட்டம்
294,Last::N,பாரம்,பாரம்
295,Gang::N,நடை,நடை
296,Schritt::N,காலடி,காலடி
297,Norden::N,வடக்கு,வடக்கு
298,Süden::N,தெற்கு,தெற்கு
299,Westen::N,மேற்கு திசை,மேற்கு திசை
300,Osten::N,கிழக்கு,கிழக்கு
301,Holz::N,மரக்கட்டை,மரக்கட்டை
302,Brett::N,பலகை,பலகை
303,Platte::N,பலகம்,பலகம்
304,Stütze::N,அடைப்புகன்,அடைப்புகன்
305,Stange::N,கம்பம்,கம்பம்
306,Stock::N,குச்சி,குச்சி
307,Stab::N,கம்பு,கம்பு
308,Rohr::N,குழாய்,குழாய்
309,Haus::N,வீடு,வீடு
310,Heim::N,வீடு,வீடு
311,Ofen::N,அடுப்பு,அடுப்பு
312,Fußboden::N,தரை,தரை
313,Tisch::N,மேசை,மேசை
314,Stuhl::N,நாற்காலி,நாற்காலி
315,Wiege::N,தொட்டில்,தொட்டில்
316,Bett::N,படுக்கை,படுக்கை
317,Regal::N,அலமாரி,அலமாரி
318,Kiste::N,பெட்டி,பெட்டி
319,Fenster::N,சாளரம்,சாளரம்
320,Tür::N,கதவு,கதவு
321,Tor::N,வாசற்கதவு,வாசற்கதவு
322,Zaun::N,வேலி,வேலி
323,Dach::N,கூரை,கூரை
324,Leiter::N,ஏணி,ஏணி
325,Besen::N,விளக்குமாறு,விளக்குமாறு
326,Spaten::N,மண்வெட்டி,மண்வெட்டி
327,Schaufel::N,அடிதண்டா,அடிதண்டா
328,Gabel::N,முட்கரண்டி,முட்கரண்டி
329,Löffel::N,கரண்டி,கரண்டி
330,Messer::N,கத்தி,கத்தி
331,Nagel::N,ஆணி,ஆணி
332,Netz::N,வலை,வலை
333,Haken::N,கொக்கி,கொக்கி
334,Griff::N,கைப்பிடி,கைப்பிடி
335,Schloss::N,பூட்டு,பூட்டு
336,Bild::N,படம்,படம்
337,Figur::N,எண்ணிக்கை,எண்ணிக்கை
338,Puppe::N,பொம்மை,பொம்மை
339,Beutel::N,பை,பை
340,Bündel::N,பொதி,பொதி
341,Tasche::N,பை,பை
342,Eimer::N,வாளி,வாளி
343,Deckel::N,உறை,உறை
344,Geschirr::N,பாத்திரம்,பாத்திரம்
345,Sack::N,பை,பை
346,Tasse::N,கிண்ணம்,கிண்ணம்
347,Topf::N,பானை,பானை
348,Kessel::N,கெண்டி,கெண்டி
349,Essen::N,உணவருந்துதல்,உணவருந்துதல்
350,Nahrung::N,உணவு,உணவு
351,Speise::N,உணவு வகை,உணவு வகை
352,Fleisch::N,இறைச்சி,இறைச்சி
353,Getreide::N,மக்காச்சோளம்,மக்காச்சோளம்
354,Brei::N,கஞ்சி,கஞ்சி
355,Brot::N,ரொட்டி,ரொட்டி
356,Scheibe::N,துண்டு,துண்டு
357,Fett::N,கொழுப்பு,கொழுப்பு
358,Butter::N,வெண்ணெய்,வெண்ணெய்
359,Öl::N,எண்ணெய்,எண்ணெய்
360,Salz::N,உப்பு,உப்பு
361,Suppe::N,ரசம்,ரசம்
362,Honig::N,தேன்,தேன்
363,Milch::N,பால்,பால்
364,Tee::N,தெனீர்,தெனீர்
365,Leder::N,பதம் செய்யப்பட்ட தோல்,பதம் செய்யப்பட்ட தோல்
366,Wolle::N,கம்பளி,கம்பளி
367,Stoff::N,துணி,துணி
368,Nadel::N,ஊசி,ஊசி
369,Faden::N,நூல்,நூல்
370,Knopf::N,பொத்தான்,பொத்தான்
371,Knoten::N,முடிச்சு,முடிச்சு
372,Farbe::N,வண்ணக் குழம்பு,வண்ணக் குழம்பு
373,Kleidung::N,ஆடைகள்,ஆடைகள்
374,Hemd::N,சட்டை,சட்டை
375,Kragen::N,கழுத்துப் பட்டை,கழுத்துப் பட்டை
376,Ärmel::N,சட்டைக்கை,சட்டைக்கை
377,Hose::N,கால்சட்டை,கால்சட்டை
378,Gürtel::N,பெல்ட்,பெல்ட்
379,Mütze::N,தொப்பி,தொப்பி
380,Schuh::N,காலணி,காலணி
381,Stiefel::N,காலணி,காலணி
382,Ring::N,மோதிரம்,மோதிரம்
383,Band::N,நாடா,நாடா
384,Kamm::N,கீப்பு,கீப்பு
385,Spiegel::N,ஆடி,ஆடி
386,Spiegel::N,ஆடி,கண்ணாடி
387,Spiegel::N,கண்ணாடி,ஆடி
388,Spiegel::N,கண்ணாடி,கண்ணாடி
389,Riemen::N,வார்,வார்
390,Schnur::N,கயிறு,கயிறு
391,Leine::N,தோல்வார்,தோல்வார்
392,Decke::N,போர்வை,போர்வை
393,Kissen::N,தலையணை,தலையணை
394,Tuch::N,துணி,துணி
395,Handtuch::N,தண்டு,தண்டு
396,Kraft::N,நிர்பந்தம்,நிர்பந்தம்
397,Stärke::N,பலம்,பலம்
398,Gesundheit::N,ஆரோக்கியம்,ஆரோக்கியம்
399,Krankheit::N,நோய்,நோய்
400,Schmerz::N,வலி,வலி
401,Wunde::N,காயம்,காயம்
402,Fieber::N,காய்ச்சல்,காய்ச்சல்
403,Arznei::N,மருந்து,மருந்து
404,Brücke::N,பாலம்,பாலம்
405,Brunnen::N,கேணி,கேணி
406,Weide::N,மேய்ச்சல் நிலம்,மேய்ச்சல் நிலம்
407,Pfad::N,நடை வழி,நடை வழி
408,Weg::N,வழி,வழி
409,Straße::N,சாலை,சாலை
410,Dorf::N,கிராமம்,கிராமம்
411,Stadt::N,நகரம்,நகரம்
412,Brief::N,கடிதம்,கடிதம்
413,Buch::N,புத்தகம்,புத்தகம்
414,Buchstabe::N,எழத்து,எழத்து
415,Zeitung::N,செய்தித்தாள்,செய்தித்தாள்
416,Leben::N,வாழ்க்கை,வாழ்க்கை
417,Tod::N,மரணம்,மரணம்
418,Grab::N,சமாதி,சமாதி
419,Kirche::N,தேவாலயம்,தேவாலயம்
420,Sünde::N,பாவம்,பாவம்
421,Gott::N,கடவுள்,கடவுள்
422,Arbeiter::N,தொழிலாளி,தொழிலாளி
423,Chef::N,மேலாளர்,மேலாளர்
424,Meister::N,தலைவன்,தலைவன்
425,Arzt::N,மருத்துவர்,மருத்துவர்
426,Lehrer::N,ஆசிரியர்,ஆசிரியர்
427,Geld::N,பணம்,பணம்
428,Geschäft::N,வாணிபம்,வாணிபம்
429,Laden::N,கடை,கடை
430,Preis::N,விலை,விலை
431,Ware::N,சாமன்கள்,சாமன்கள்
432,Nutzen::N,இலாபம்,இலாபம்
433,Reichtum::N,சொத்து,சொத்து
434,Welt::N,உலகம்,உலகம்
435,Land::N,நாடு,நாடு
436,Staat::N,நாடு,நாடு
437,König::N,அரசன்,அரசன்
438,Macht::N,அதிகாரம்,அதிகாரம்
439,Grenze::N,எல்லை,எல்லை
440,Krieg::N,போர்,போர்
441,Feind::N,எதிரி,எதிரி
442,Gewalt::N,வன்முறை,வன்முறை
443,Kampf::N,போராட்டம்,போராட்டம்
444,Bogen[Waffe]::N,வில்,வில்
445,Pfeil::N,அம்பு,அம்பு
446,Gewehr::N,துப்பாக்கி,துப்பாக்கி
447,Fehler::N,தவறு,தவறு
448,Lüge::N,பொய்,பொய்
449,Schaden::N,சேதாரம்,சேதாரம்
450,Unglück::N,இடையூறு,இடையூறு
451,Schuld::N,குற்றம்,குற்றம்
452,Alter::N,வயது,வயது
453,Schluss::N,முடிவு,முடிவு
454,Zeit::N,காலம்,காலம்
455,Tag::N,நாள்,நாள்
456,Morgen::N,காலை நேரம்,காலை நேரம்
457,Mittag::N,மதியம்,மதியம்
458,Abend::N,மாலைப் பொழுது,மாலைப் பொழுது
459,Nacht::N,இரவு,இரவு
460,Woche::N,வாரம்,வாரம்
461,Monat::N,மாதம்,மாதம்
462,Jahr::N,வருடம்,வருடம்
463,Frühling::N,வசந்தம்,வசந்தம்
464,Sommer::N,கோடை,கோடை
465,Herbst::N,இலையுதிர் காலம்,இலையுதிர் காலம்
466,Winter::N,குளிர்காலம்,குளிர்காலம்
467,Januar::N,ஜனவரி,ஜனவரி
468,Februar::N,பிபரவரி மாதம்,பிபரவரி மாதம்
469,März::N,மார்ச் மாதம்,மார்ச் மாதம்
470,April::N,ஏப்ரல் மாதம்,ஏப்ரல் மாதம்
471,Mai::N,மே மாதம்,மே மாதம்
472,Juni::N,ஜூன் மாதம்,ஜூன் மாதம்
473,Juli::N,ஜூலை மாதம்,ஜூலை மாதம்
474,August::N,ஆகஸ்ட் மாதம்,ஆகஸ்ட் மாதம்
475,September::N,செப்டம்பர் மாதம்,செப்டம்பர் மாதம்
476,Oktober::N,அக்டோபர் மாதம்,அக்டோபர் மாதம்
477,November::N,நவம்பர் மாதம்,நவம்பர் மாதம்
478,Dezember::N,டிசம்பர்,டிசம்பர்
479,Montag::N,திங்கட் கிழமை,திங்கட் கிழமை
480,Dienstag::N,செவ்வாய்க்கிழமை,செவ்வாய்க்கிழமை
481,Mittwoch::N,புதன் கிழமை,புதன் கிழமை
482,Donnerstag::N,வியாழக் கிழமை,வியாழக் கிழமை
483,Freitag::N,வெள்ளிக்கிழமை,வெள்ளிக்கிழமை
484,Samstag::N,சனிக்கிழமை,சனிக்கிழமை
485,Sonntag::N,ஞாயிறுக் கிழமை,ஞாயிறுக் கிழமை
486,groß::A,பெரிய,பெரிய
487,klein::A,சிறிய,சிறிய
488,lang::A,நீண்ட,நீண்ட
489,kurz::A,குட்டையான,குட்டையான
490,breit::A,அகலமான,அகலமான
491,schmal::A,குறுகலான,குறுகலான
492,dicht::A,அடர்த்தியான,அடர்த்தியான
493,dick[Gegenstand]::A,தடித்த,தடித்த
494,dünn::A,சன்னமான,சன்னமான
495,fein::A,மெல்லிய,மெல்லிய
496,fest::A,உறுதியாள,உறுதியாள
497,flach::A,தட்டையான,தட்டையான
498,glatt::A,வழுவழுப்பான,வழுவழுப்பான
499,hart::A,கடினமான,கடினமான
500,weich::A,மென்மையான,மென்மையான
501,rund::A,உருண்டையான,உருண்டையான
502,spitz::A,திகந்தமாக,திகந்தமாக
503,scharf::A,கூரான,கூரான
504,stumpf::A,உளம் திறந்த,உளம் திறந்த
505,schwer::A,கனமான,கனமான
506,schön::A,அழகான,அழகான
507,heiß::A,சூடான,சூடான
508,warm::A,இதமான,இதமான
509,kalt::A,குளிர்ச்சியான,குளிர்ச்சியான
510,kühl::A,குளிர்ச்சியான,குளிர்ச்சியான
511,frisch::A,சுத்தமான,சுத்தமான
512,feucht::A,ஈரமான,ஈரமான
513,nass::A,ஈரமான,ஈரமான
514,trocken::A,உலர்ந்த,உலர்ந்த
515,voll::A,நிரம்பிய,நிரம்பிய
516,leer::A,காலியான,காலியான
517,offen::A,திறந்த,திறந்த
518,geschlossen::A,மூடப்பட்ட,மூடப்பட்ட
519,sauber::A,சுத்தமான,சுத்தமான
520,schmutzig::A,அழக்கான,அழக்கான
521,roh::A,கச்சா,கச்சா
522,reif::A,பழுத்த,பழுத்த
523,lecker::A,சுவைமிக்க,சுவைமிக்க
524,süß::A,இனிப்பான,இனிப்பான
525,bitter::A,கசப்பான,கசப்பான
526,sauer::A,புளிப்பாக,புளிப்பாக
527,hell::A,பளபளப்பான,பளபளப்பான
528,dunkel::A,கருமையான,கருமையான
529,schwarz::A,கருப்பு வண்ண,கருப்பு வண்ண
530,weiß::A,வெண்மையன,வெண்மையன
531,rot::A,சிவப்பு,சிவப்பு
532,gelb::A,மஞ்சள் வண்ணம்,மஞ்சள் வண்ணம்
533,blau::A,நீல வண்ண,நீல வண்ண
534,grün::A,பச்சை வண்ண,பச்சை வண்ண
535,grau::A,சாம்பல் நிற,சாம்பல் நிற
536,bunt::A,வண்ண மயமான,வண்ண மயமான
537,billig::A,மலிவான,மலிவான
538,teuer::A,விலை அதிகமான,விலை அதிகமான
539,wertvoll::A,மதிப்புள்ள,மதிப்புள்ள
540,blind::A,பார்வையற்ற,பார்வையற்ற
541,taub::A,செவிடான,செவிடான
542,kräftig::A,வலிமையான,வலிமையான
543,stark::A,பலமான,பலமான
544,schwach::A,பலவீனமான,பலவீனமான
545,fett::A,பருமனாக,பருமனாக
546,schlank::A,ஒல்லியான,ஒல்லியான
547,hübsch::A,அழகிய,அழகிய
548,böse::A,கேடு விளைவிக்கும்,கேடு விளைவிக்கும்
549,dumm::A,முட்டாள்தனமான,முட்டாள்தனமான
550,faul::A,சோம்பலான,சோம்பலான
551,fleißig::A,ஊக்கந்தளராத,ஊக்கந்தளராத
552,geizig::A,கஞேசத்தனமான,கஞேசத்தனமான
553,klug::A,சாதுரியமான,சாதுரியமான
554,geschickt::A,திறமையள்ள,திறமையள்ள
555,lieb::A,அன்புக்குரிய,அன்புக்குரிய
556,lustig::A,களிப்புமிக்க,களிப்புமிக்க
557,sanft::A,சாதுவான,சாதுவான
558,hungrig::A,பசியுடன்,பசியுடன்
559,krank::A,நோயுற்று,நோயுற்று
560,nackt::A,ஆடையற்ற,ஆடையற்ற
561,traurig::A,சோகமான,சோகமான
562,lebendig::A,பிழைப்பு,பிழைப்பு
563,gut::A,நல்ல,நல்ல
564,schlecht::A,கெட்ட,கெட்ட
565,richtig::A,சரியான,சரியான
566,schlimm::A,அருவருப்பான,அருவருப்பான
567,wahr::A,உண்மையான,உண்மையான
568,alt::A,பழைய,பழைய
569,neu::A,புதிய,புதிய
570,ehemalig::A,முன்நாள்,முன்நாள்
571,alt[Lebewesen]::A,வயதான,வயதான
572,jung::A,இளமையான,இளமையான
573,arm::A,ஏழ்மையான,ஏழ்மையான
574,reich::A,செல்வம் படைத்த,செல்வம் படைத்த
575,bekannt::A,பழக்கப்பட்ட,பழக்கப்பட்ட
576,berühmt::A,புகழ்பெற்ற,புகழ்பெற்ற
577,fremd::A,அயல் நாட்டு,அயல் நாட்டு
578,verschieden::A,வித்தியாசமான,வித்தியாசமான
579,nah::A,பக்கத்தில் உள்ள,பக்கத்தில் உள்ள
580,fern::A,தொலை தூரத்தில்,தொலை தூரத்தில்
581,linker::A,மீந்திருக்கும்,மீந்திருக்கும்
582,rechter::A,வலதுபக்கம்,வலதுபக்கம்
583,anderer::A,மற்ற,மற்ற
584,erster::A,முதனமையான,முதனமையான
585,zweiter::A,இரண்டாவது,இரண்டாவது
586,dritter::A,மூன்றாவது,மூன்றாவது
587,letzter::A,கடைசி,கடைசி
588,allein::ADV,தனியாக,தனியாக
589,auf einmal::ADV,தடீரென்று,தடீரென்று
590,zusammen::ADV,சேர்ந்து,சேர்ந்து
591,lange::ADV,அதிக நோம்,அதிக நோம்
592,plötzlich::ADV,தடீரென்று,தடீரென்று
593,sofort::ADV,உடனடியாக,உடனடியாக
594,später::ADV,பிறகு,பிறகு
