,Concept_ID,kn,cy
1091,stechen::V,ಚುಚ್ಚು,pigo
1092,stoßen::V,ತಳ್ಳು,gwthio
1093,stehlen::V,ಕದಿ,dwyn
1094,stehlen::V,ಕದಿ,lladrata
1095,stören::V,ಕತಕು,aflonyddu
1096,belästigen::V,ತೊಂದರೆ,trafferthu
1097,verbergen::V,ಮರೆಮಾಜು,cuddio
1098,täuschen::V,ಠಕ್ಕಿಸು,twyllo
1099,betrügen::V,ವಂಚಿಸು,hocedu
1100,töten::V,ಕೊಲ್ಲು,lladd
1101,wohnen::V,ವಾಸಿಸು,byw
1102,arbeiten::V,ಕೆಲಸ ಮಾಡು,gweithio
1103,sammeln::V,ಸಂಚಯಿಸು,casglu
1104,pflücken::V,ಬಿಡಿಸು,casglu
1105,jagen::V,ಬೇಟೆಯಾಡು,hela
1106,fischen::V,ಮೀನು ಹಿಡಿ,pysgota
1107,fassen::V,ಹಿಡಿ,dal
1108,hüten::V,ಗುಂಪುಸೇರಿಸು,bugeilio
1109,treiben::V,ದಬ್ಬು,gyrru
1110,anbinden::V,ಬಿಗಿ,clymu
1111,füttern::V,ಮೇಯಿಸು,porthi
1112,melken::V,ಹಾಲು ಕರೆ,godro
1113,hacken::V,ತುಂಡರಿಸು,torri
1114,gießen::V,ನೀರುಹಾಕು,dyfrhau
1115,reifen::V,ಕಳಿ,aeddfedu
1116,zubereiten::V,ಅಡಿಗೆಮಾಡು,coginio
1117,kochen::V,ಅಡು,berwi
1118,backen::V,ಬೇಯಿಸು,pobi
1119,backen::V,ಬೇಯಿಸು,crasu
1120,braten::V,ಕರಿ,ffrio
1121,umrühren::V,ಕಲಕು,cyffroi
1122,stricken::V,ಹೆಣೆ,gwau
1123,nähen::V,ಹೊಲಿ,gwnïo
1124,färben::V,ಬಣ್ಣ ಹತ್ತು,lliwio
1125,reinigen::V,ಸ್ವಚ್ಛಮಾಡು,glanhau
1126,waschen::V,ತೊಳೆ,golchi
1127,abwischen::V,ಒರಸು,sychu
1128,spülen::V,ಗಲಬರಿಸು,streulio
1129,fegen::V,ಗುಡಿಸು,ysgubo
1130,kehren::V,ಗುಡಿಸು,ysgubo
1131,baden::V,ಸ್ನಾನಮಾಡು,cael bath
1132,sich waschen::V,ತೊಳೆ,ymolchi
1133,ausziehen::V,ಬಿಚ್ಚು,tynnu
1134,anziehen::V,ಹಾಕು,gwisgo
1135,sich anziehen::V,ಹಾಕು,ymwisgo
1136,kämmen::V,ಬಾಚು,cribo
1137,schmücken::V,ಅಲಂಕರಿಸು,harddu
1138,schmücken::V,ಅಲಂಕರಿಸು,addurno
1139,sagen::V,ಹೇಳು,dweud
1140,sprechen::V,ನುಡಿ,llefaru
1141,reden::V,ನುಡಿ,siarad
1142,sich unterhalten::V,ಹರಟೆ ಹೊಡಿ,sgwrsio
1143,fragen::V,ವಿಚಾರಿಸು,gofyn
1144,bitten::V,ಬೇಡು,gofyn am
1145,erzählen::V,ಹೇಳು,dweud
1146,mitteilen::V,ತಿಳಿಸು,cyfleu
1147,nennen::V,ಹೆಸರಿಡು,enwi
1148,rufen::V,ಕರೆ,galw
1149,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,brolio
1150,prahlen::V,ಜಂಬ ಕೊಚ್ಚು,ymffrostio
1151,übersetzen::V,ಭಾಷಾಂತರಿಸು,cyfieithu
1152,denken::V,ಯೋಚಿಸು,meddwl
1153,glauben::V,ನಂಬು,credu
1154,glauben::V,ನಂಬು,coelio
1155,bemerken::V,ಗಮನಿಸು,sylwi
1156,erkennen::V,ಗುರುತುಹಿಡಿ,adnabod
1157,begreifen::V,ಗ್ರಹಿಸು,amgyffred
1158,verstehen::V,ಅರ್ಥಮಾಡಿಕೊ,deall
1159,lernen::V,ಕಲಿ,dysgu
1160,wissen::V,ಅರಿ,gwybod
1161,sich erinnern an::V,ಜ್ಞಾಪಕವಿಟ್ಟುಕೊ,cofio
1162,vergessen::V,ಮರೆತುವಿಡು,anghofio
1163,messen::V,ಅಳೆ,mesur
1164,zählen::V,ಗಣಿಸು,cyfrif
1165,rechnen::V,ಲೆಕ್ಕ ಹಾಕು,cyfrifo
1166,lesen::V,ಓದು,darllen
1167,malen::V,ಬಿಡಿಸು,peintio
1168,zeichnen::V,ಬಿಡಿಸು,tynnu
1169,schreiben::V,ಬರೆ,ysgrifennu
1170,besitzen::V,ಒಡೆಯನಾಗಿರು,meddu
1171,kaufen::V,ಕೊಳ್ಳು,prynu
1172,verkaufen::V,ಕೊಡು,gwerthu
1173,bezahlen::V,ಬೆಲೆತೆರು,talu am
1174,zahlen::V,ಹಣವನ್ನುಕೊಡು,talu
1175,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,rheoli
1176,beherrschen::V,ಅಧಿಕಾರ ನಡೆಸು,llywodraethu
1177,ertragen::V,ಸಹಿಸು,dioddef
