,Concept_ID,hu,ka
65,Schlaf::N,alvás,ძილი
66,Traum::N,álom,სიზმარი
67,Himmel::N,ég,ცა
68,Himmel::N,menny,ცა
69,Sonne::N,nap,მზე
70,Mond::N,hold,მთვარე
71,Stern::N,csillag,ვარსკვლავი
72,Luft::N,levegő,ჰაერი
73,Wind::N,szél,ქარი
74,Welle::N,hullám,ტალღა
75,Wasser::N,víz,წყალი
76,Stein::N,kő,ქვა
77,Boden::N,föld,მიწა
78,Boden::N,talaj,მიწა
79,Erde::N,föld,ნიადაგი
80,Staub::N,por,მტვერი
81,Rauch::N,füst,ბოლი
82,Rauch::N,füst,კვამლი
83,Funke::N,szikra,ნაკვესი
84,Feuer::N,tűz,ცეცხლი
85,Licht::N,fény,შუქი
86,Licht::N,fény,სინათლე
87,Schatten::N,árnyék,ლანდი
88,Schatten::N,árnyék,ჩრდილი
89,Wetter::N,idő,ამინდი
90,Wetter::N,időjárás,ამინდი
91,Nebel::N,köd,ნისლი
92,Wolke::N,felhő,ღრუბელი
93,Regen::N,eső,წვიმა
94,Schnee::N,hó,თოვლი
95,Eis::N,jég,თოში
96,Eis::N,jég,ყინული
97,Frost::N,fagy,ყინვა
98,Kälte::N,hideg,სიცივე
99,Hitze::N,hő,სიცხე
100,Hitze::N,hőség,სიცხე
101,Raureif::N,zúzmara,ჭირხლი
102,Raureif::N,zúzmara,თრთვილი
103,Regenbogen::N,szivárvány,ცისარტყელა
104,Donner::N,dörgés,ქუხილი
105,Donner::N,mennydörgés,ქუხილი
106,Strömung::N,áramlat,დინება
107,Tropfen::N,csepp,წვეთი
108,Schaum::N,hab,ქაფი
109,Schaum::N,hab,დორბლი
110,Schaum::N,tajték,ქაფი
111,Schaum::N,tajték,დორბლი
112,Schmutz::N,piszok,ჭუჭყი
113,Schmutz::N,piszok,ტალახი
114,See::N,tó,ტბა
115,Sumpf::N,mocsár,ჭაობი
116,Moor::N,láp,ტორფნარი
117,Wiese::N,rét,ველი
118,Wiese::N,rét,მდელო
119,Wiese::N,mező,ველი
120,Wiese::N,mező,მდელო
121,Wald::N,erdő,ტყე
122,Hügel::N,domb,ბორცვი
123,Anhöhe::N,magaslat,მაღლობი
124,Berg::N,hegy,მთა
125,Gipfel::N,csúcs,მწვერვალი
126,Höhle::N,barlang,მღვიმე
127,Höhle::N,barlang,გამოქვებული
128,Abhang::N,lejtő,ფერდობი
129,Quelle::N,forrás,წყარო
130,Quelle::N,forrás,სათავე
131,Bach::N,patak,რუ
132,Bach::N,patak,ნაკადული
133,Fluss::N,folyó,მდინარე
134,Ufer::N,part,კიდე
135,Ufer::N,part,ნაპირი
136,Küste::N,tengerpart,ნაპირი
137,Festland::N,szárazföld,ხმელეთი
138,Meer::N,tenger,ზღვა
139,Bucht::N,öböl,ყურე
140,Insel::N,sziget,კუნძული
141,Blume::N,virág,ყვავილი
142,Gras::N,fű,ბალახი
143,Wurzel::N,gyökér,ძირი
144,Wurzel::N,gyökér,ფესვი
145,Baum::N,fa,ხე
146,Stamm::N,tő,ტანი
147,Stamm::N,törzs,ტანი
148,Rinde::N,kéreg,ქერქი
149,Ast::N,ág,ტოტი
150,Zweig::N,gally,შტო
151,Blatt::N,levél,ფოთოლი
152,Birke::N,nyír,არყი
153,Kiefer[Baum]::N,fenyő,ფიჭვი
154,Weide[Baum]::N,fűz,ტირიფი
155,Tanne::N,fenyő,ნაძვი
156,Horn::N,szarv,რქა
157,Feder::N,toll,ფრთა
158,Fell::N,szőr,ტყავი
159,Fell::N,bunda,ტყავი
160,Flügel::N,szárny,ფრთა
161,Klaue::N,köröm,კლანჭი
162,Kralle::N,karom,ტორი
163,Schwanz::N,farok,კუდი
164,Ei::N,tojás,კვერცხი
165,Nest::N,fészek,ბუდე
166,Bau::N,odú,სორო
167,Tier::N,állat,ნადირი
168,Tier::N,állat,ცხოველი
169,Herde::N,nyáj,ფარა
170,Herde::N,csorda,ფარა
171,Kuh::N,tehén,ფური
172,Kuh::N,tehén,ძროხა
173,Bulle::N,bika,ხარი
174,Pferd::N,ló,რაში
175,Pferd::N,ló,ცხენი
176,Schaf::N,juh,ცხვარი
177,Schaf::N,birka,ცხვარი
178,Schwein::N,sertés,ღორი
179,Hund::N,eb,ძაღლი
180,Hund::N,kutya,ძაღლი
181,Katze::N,macska,კატა
182,Bär::N,medve,დათვი
183,Eichhörnchen::N,mókus,ციყვი
184,Elch::N,jávorszarvas,ცხენ-ირემი
185,Fuchs::N,róka,მელა
186,Hase::N,nyúl,კურდღელი
187,Maus::N,egér,თაგვი
188,Wolf::N,farkas,მგელი
189,Vogel::N,madár,ჩიტი
190,Vogel::N,madár,ფრინველი
191,Schwarm::N,raj,გუნდი
192,Huhn::N,tyúk,დედალი
193,Hahn::N,kakas,მამალი
194,Gans::N,lúd,ბატი
195,Gans::N,liba,ბატი
196,Adler::N,sas,არწივი
197,Ente::N,kacsa,იხვი
198,Eule::N,bagoly,ბუ
199,Kranich::N,daru,წერო
200,Krähe::N,varjú,ყვავი
201,Kuckuck::N,kakukk,გუგული
202,Schwan::N,hattyú,გედი
203,Fisch::N,hal,თევზი
204,Barsch::N,sügér,ქორჭილა
205,Hecht::N,csuka,ქარიყლაპია
206,Schlange[Tier]::N,kígyó,გველი
207,Wurm::N,kukac,ჭია
208,Spinne::N,pók,ობობა
209,Ameise::N,hangya,ჭიანჭველა
210,Laus::N,tetű,ტილი
211,Laus::N,tetű,მკბენარი
212,Mücke::N,szúnyog,კოღო
213,Fliege::N,légy,ბუზი
214,Schmetterling::N,lepke,პეპელა
215,Schmetterling::N,pillangó,პეპელა
216,Beere::N,bogyó,კენკრა
217,Apfel::N,alma,ვაშლი
218,Pilz::N,gomba,სოკო
219,Zwiebel::N,hagyma,ხახვი
220,Saat::N,vetőmag,თესლი
221,Korn::N,mag,მარცვალი
222,Korn::N,szem,მარცვალი
223,Heu::N,széna,თივა
224,Schale::N,héj,ჩენჩო
225,Grube::N,verem,ორმო
226,Falle::N,csapda,ხაფანგი
227,Schlinge::N,tőr,მახე
228,Spur::N,nyom,კვალი
229,Asche::N,hamu,ფერფლი
230,Dreck::N,sár,ტალახი
231,Dreck::N,sár,სიბინძურე
232,Dreck::N,piszok,ტალახი
233,Dreck::N,piszok,სიბინძურე
234,Eisen::N,vas,რკინა
235,Gold::N,arany,ოქრო
236,Silber::N,ezüst,ვერცხლი
237,Kohle::N,szén,ნახშირი
238,Glas::N,üveg,მინა
239,Lehm::N,agyag,თიხა
240,Lehm::N,vályog,თიხა
241,Sand::N,homok,ქვიშა
242,Mensch::N,ember,ადამიანი
243,Mann::N,úr,კაცი
244,Mann::N,férfi,კაცი
245,Frau::N,nő,ქალი
246,Frau::N,asszony,ქალი
247,Kind::N,gyerek,ბავშვი
248,Kind::N,gyermek,ბავშვი
249,Junge::N,fiú,ვაჟი
250,Mädchen::N,lány,გოგო
251,Familie::N,család,ოჯახი
252,Großvater::N,nagyapa,პაპა
253,Großvater::N,nagyapa,ბაბუა
254,Großmutter::N,nagyanya,ბებია
255,Großmutter::N,nagyanya,დიდედა
256,Eltern::N,szülők,მშობლები
257,Vater::N,apa,მამა
258,Vater::N,atya,მამა
259,Mutter::N,anya,დედა
260,Sohn::N,fiú,ვაჟიშვილი
261,Tochter::N,lány,ქალიშვილი
262,Bruder::N,fivér,ძმა
263,Bruder::N,testvér,ძმა
264,Schwester::N,nővér,და
265,Schwester::N,lánytestvér,და
266,Onkel::N,nagybácsi,ბიძა
267,Tante::N,nagynéni,დეიდა
268,Tante::N,nagynéni,მამიდა
269,Ehemann::N,férj,ქმარი
270,Ehefrau::N,feleség,ცოლი
271,Freude::N,öröm,სიხარული
272,Gelächter::N,nevetés,სიცილი
273,Gelächter::N,hahotázás,სიცილი
274,Glück::N,boldogság,ბედნიერება
275,Kummer::N,bánat,მწუხარება
276,Wunsch::N,óhaj,წადილი
277,Wunsch::N,óhaj,სურვილი
278,Lust::N,kedv,წადილი
279,Geist::N,elme,სული
280,Geist::N,szellem,სული
281,Gedanke::N,gondolat,ფიქრი
282,Gedächtnis::N,emlékezet,მეხსიერება
283,Verstand::N,ész,ჭკუა
284,Verstand::N,ész,გონება
285,Verstand::N,értelem,ჭკუა
286,Verstand::N,értelem,გონება
287,Sinn::N,értelem,მნიშვნელობა
288,Grund::N,ok,მიზეზი
289,Grund::N,alap,მიზეზი
290,Wahrheit::N,igaz,სიმართლე
291,Wahrheit::N,igaz,ჭეშმარიტება
292,Wahrheit::N,igazság,სიმართლე
293,Wahrheit::N,igazság,ჭეშმარიტება
294,Gespräch::N,beszélgetés,ბაასი
295,Gespräch::N,beszélgetés,საუბარი
296,Märchen::N,mese,არაკი
297,Märchen::N,mese,ზღაპარი
298,Erzählung::N,elbeszélés,თქმულება
299,Nachricht::N,hír,ცნობა
300,Nachricht::N,hír,ამბავი
301,Nachricht::N,híradás,ცნობა
302,Nachricht::N,híradás,ამბავი
303,Neuigkeit::N,újság,სიახლე
304,Name::N,név,სახელი
305,Rätsel::N,rejtvény,გამოცანა
306,Rede::N,beszéd,სიტყვა
307,Rede::N,szónoklat,სიტყვა
308,Sprache::N,nyelv,ენა
309,Stimme::N,hang,ხმა
310,Wort::N,szó,სიტყვა
311,Zeichen::N,jel,ნიშანი
312,Ruf::N,kiáltás,ძახილი
313,Lärm::N,zaj,ხმაური
314,Laut::N,hang,ხმა
315,Laut::N,hang,ბგერა
316,Ton::N,hang,ტონი
317,Lied::N,dal,სიმღერა
318,Lied::N,ének,სიმღერა
319,Ruhe::N,csend,სიწყნარე
320,Ruhe::N,nyugalom,სიწყნარე
321,Leute::N,emberek,ადამიანები
322,Volk::N,nép,ერი
323,Volk::N,nép,ხალხი
324,Arbeit::N,dolog,მუშაობა
325,Gast::N,vendég,სტუმარი
326,Geschenk::N,ajándék,საჩუქარი
327,Spiel::N,játék,თამაში
328,Gesellschaft::N,társaság,საზოგადოება
329,Hilfe::N,segítség,შველა
330,Hilfe::N,segítség,დახმარება
331,Freund::N,barát,მეგობარი
332,Kamerad::N,társ,ამხანაგი
333,Angelegenheit::N,ügy,საქმე
334,Anzahl::N,szám,ოდენობა
335,Art::N,faj,სახეობა
336,Art::N,fajta,სახეობა
337,Stück::N,darab,ნატეხი
338,Teil::N,rész,წილი
339,Hälfte::N,fél,ნახევარი
340,Kreis::N,kör,წრე
341,Kreuz::N,kereszt,ჯვარი
342,Linie::N,vonal,ხაზი
343,Strich::N,vonás,შტრიხი
344,Abstand::N,köz,მანძილი
345,Entfernung::N,távolság,სიშორე
346,Gegend::N,táj,არე
347,Gegend::N,táj,მხარე
348,Gegend::N,vidék,არე
349,Gegend::N,vidék,მხარე
350,Platz::N,hely,ფართობი
351,Ort::N,hely,ადგილი
352,Seite::N,fél,მხარე
353,Seite::N,oldal,მხარე
354,Mitte::N,közép,შუა
355,Gegenstand::N,tárgy,საგანი
356,Sache::N,dolog,ნივთი
357,Rand::N,szél,კიდე
358,Rand::N,perem,კიდე
359,Rand::N,szegély,კიდე
360,Kante::N,él,ნაწიბული
361,Ecke::N,sarok,კუთხე
362,Ecke::N,szöglet,კუთხე
363,Spitze::N,csúcs,წვეტი
364,Ende::N,vég,ბოლო
365,Loch::N,lyuk,ხვრელი
366,Winkel::N,szög,კუთხე
367,Muster::N,minta,მოხატულობა
368,Größe::N,nagyság,ზომა
369,Größe::N,nagyság,სიდიდე
370,Länge::N,hossz,სიგრძე
371,Länge::N,hosszúság,სიგრძე
372,Höhe::N,magasság,სიმაღლე
373,Gewicht::N,súly,წონა
374,Menge::N,sokaság,რაოდენობა
375,Menge::N,mennyiség,რაოდენობა
376,Haufen::N,halom,გროვა
377,Reihe::N,sor,რიგი
378,Reihe::N,sor,წყება
379,Boot::N,csónak,გემი
380,Ruder::N,evező,ხოფი
381,Ruder::N,evező,ნიჩაბი
382,Schlitten::N,szánkó,მარხილი
383,Ski::N,sí,თხილამური
384,Lagerfeuer::N,tábortűz,კოცონი
385,Last::N,teher,ტვირთი
386,Gang::N,járás,სვლა
387,Schritt::N,lépés,ბიჯი
388,Norden::N,észak,ჩრდილოეთი
389,Süden::N,dél,სამხრეთი
390,Westen::N,nyugat,დასავლეთი
391,Osten::N,kelet,აღმოსავლეთი
392,Holz::N,fa,ხე
393,Brett::N,deszka,დაფა
394,Brett::N,deszka,ფიცარი
395,Platte::N,lap,თლილი ქვა
396,Platte::N,lemez,თლილი ქვა
397,Stütze::N,támasz,საყრდენი
398,Stütze::N,támaszték,საყრდენი
399,Stange::N,rúd,ჭოკი
400,Stange::N,pózna,ჭოკი
401,Stock::N,pálca,კეტი
402,Stab::N,bot,ლატანი
403,Rohr::N,cső,მილაკი
404,Haus::N,ház,სახლი
405,Heim::N,otthon,ოჯახის კერა
406,Ofen::N,kályha,ღუმელი
407,Fußboden::N,padló,იატაკი
408,Tisch::N,asztal,სუფრა
409,Tisch::N,asztal,მაგიდა
410,Stuhl::N,szék,სკამი
411,Wiege::N,bölcső,აკვანი
412,Bett::N,ágy,საწოლი
413,Bett::N,ágy,სარეცელი
414,Regal::N,polc,თაროები
415,Regal::N,állvány,თაროები
416,Kiste::N,láda,ყუთი
417,Kiste::N,láda,სკივრი
418,Fenster::N,ablak,ფანჯარა
419,Fenster::N,ablak,სარკმელი
420,Tür::N,ajtó,ბჭე
421,Tür::N,ajtó,კარი
422,Tor::N,kapu,ჭიშკარი
423,Zaun::N,kerítés,ღობე
424,Zaun::N,kerítés,გალავანი
425,Dach::N,tető,სახურავი
426,Leiter::N,létra,კიბე
427,Besen::N,seprű,ცოცხი
428,Spaten::N,ásó,ნიჩაბი
429,Schaufel::N,lapát,ბარი
430,Gabel::N,villa,ჩანგალი
431,Löffel::N,kanál,კოვზი
432,Messer::N,kés,დანა
433,Nagel::N,szeg,ლურსმანი
434,Netz::N,háló,ბადე
435,Haken::N,kampó,კავი
436,Haken::N,kampó,კაუჭი
437,Griff::N,nyél,ტარი
438,Griff::N,fogantyú,ტარი
439,Schloss::N,zár,კლიტე
440,Schloss::N,zár,საკეტი
441,Bild::N,kép,სურათი
442,Figur::N,alak,ფიგურა
443,Puppe::N,bábu,თოჯინა
444,Beutel::N,zacskó,პარკი
445,Bündel::N,köteg,გალა
446,Bündel::N,köteg,ასხმა
447,Tasche::N,táska,ჩანთა
448,Eimer::N,vödör,ჩამჩა
449,Deckel::N,fedő,ხუფი
450,Deckel::N,fedő,სარქველი
451,Deckel::N,fedél,ხუფი
452,Deckel::N,fedél,სარქველი
453,Geschirr::N,edény,ჭურჭელი
454,Sack::N,zsák,ტომარა
455,Tasse::N,csésze,ფინჯანი
456,Topf::N,fazék,ქოთანი
457,Kessel::N,üst,ქვაბი
458,Kessel::N,bogrács,ქვაბი
459,Essen::N,evés,ჭამა
460,Essen::N,étkezés,ჭამა
461,Nahrung::N,ennivaló,საზრდო
462,Nahrung::N,ennivaló,საკვები
463,Speise::N,étel,საჭმელი
464,Fleisch::N,hús,ხორცი
465,Getreide::N,gabona,მარცვლოვანი
466,Brei::N,pép,ფაფა
467,Brei::N,kása,ფაფა
468,Brot::N,kenyér,პური
469,Scheibe::N,szelet,ნაჭერი
470,Fett::N,háj,ქონი
471,Fett::N,háj,ცხიმი
472,Fett::N,zsír,ქონი
473,Fett::N,zsír,ცხიმი
474,Butter::N,vaj,კარაქი
475,Öl::N,olaj,ზეთი
476,Salz::N,só,მარილი
477,Suppe::N,leves,სუფი
478,Honig::N,méz,თაფლი
479,Milch::N,tej,რძე
480,Tee::N,tea,ჩაი
481,Leder::N,bőr,ტყავი
482,Wolle::N,gyapjú,მატყლი
483,Stoff::N,szövet,ქსოვილი
484,Nadel::N,tű,ნემსი
485,Faden::N,fonál,ძაფი
486,Faden::N,fonál,მკედი
487,Knopf::N,gomb,ღილი
488,Knoten::N,csomó,ნასკვი
489,Farbe::N,szín,საღებავი
490,Farbe::N,festék,საღებავი
491,Kleidung::N,ruha,ტანსაცმელი
492,Kleidung::N,ruházat,ტანსაცმელი
493,Hemd::N,ing,ხალათი
494,Hemd::N,ing,პერანგი
495,Kragen::N,gallér,საყელო
496,Ärmel::N,ujj,სახელო
497,Hose::N,gatya,შარვალი
498,Hose::N,nadrág,შარვალი
499,Gürtel::N,öv,ქამარი
500,Mütze::N,sapka,ქუდი
501,Schuh::N,cipő,ფეხსაცმელი
502,Stiefel::N,csizma,ჩექმა
503,Ring::N,gyűrű,ბეჭედი
504,Band::N,szalag,ბაფთი
505,Kamm::N,fésű,სავარცხელი
506,Spiegel::N,tükör,სარკე
507,Riemen::N,szíj,ღვედი
508,Schnur::N,zsinór,ლარი
509,Leine::N,póráz,ჯაჭვი
510,Decke::N,takaró,საბანი
511,Kissen::N,párna,ბალიში
512,Tuch::N,kendő,მაუდი
513,Tuch::N,kendő,თავშალი
514,Handtuch::N,törülköző,ხელსახოცი
515,Kraft::N,erő,ძალა
516,Stärke::N,erő,ღონე
517,Stärke::N,erősség,ღონე
518,Gesundheit::N,egészség,ჯანმრთელობა
519,Krankheit::N,kór,სენი
520,Krankheit::N,kór,ავადმყოფობა
521,Krankheit::N,betegség,სენი
522,Krankheit::N,betegség,ავადმყოფობა
523,Schmerz::N,fájdalom,ტკივილი
524,Wunde::N,seb,იარი
525,Wunde::N,seb,ჭრილობა
526,Fieber::N,láz,ციება
527,Arznei::N,orvosság,წამალი
528,Arznei::N,gyógyszer,წამალი
529,Brücke::N,híd,ხიდი
530,Brunnen::N,kút,ჭა
531,Weide::N,legelő,საძოვარი
532,Pfad::N,ösvény,ბილიკი
533,Weg::N,út,გზა
534,Straße::N,út,შარაგზა
535,Dorf::N,falu,დაბა
536,Dorf::N,falu,სოფელი
537,Stadt::N,város,ქალაქი
538,Brief::N,levél,წერილი
539,Buch::N,könyv,წიგნი
540,Buchstabe::N,betű,ასო
541,Zeitung::N,újság,გაზეთი
542,Zeitung::N,hírlap,გაზეთი
543,Leben::N,élet,სიცოცხლე
544,Tod::N,halál,სიკვდილი
545,Grab::N,sír,სამარე
546,Grab::N,sír,საფლავი
547,Kirche::N,templom,ეკლესია
548,Sünde::N,bűn,ცოდვა
549,Sünde::N,vétek,ცოდვა
550,Gott::N,isten,ღმერთი
551,Arbeiter::N,munkás,მუშა
552,Chef::N,főnök,გამგე
553,Meister::N,mester,ოსტატი
554,Arzt::N,orvos,ექიმი
555,Arzt::N,orvos,მკურნალი
556,Lehrer::N,tanár,მასწავლებელი
557,Lehrer::N,tanító,მასწავლებელი
558,Geld::N,pénz,ფული
559,Geschäft::N,üzlet,საქმე
560,Geschäft::N,üzlet,ბიზნესი
561,Laden::N,bolt,დუქანი
562,Laden::N,bolt,მაღაზია
563,Preis::N,ár,ფასი
564,Ware::N,áru,საქონელი
565,Nutzen::N,haszon,ხეირი
566,Reichtum::N,gazdagság,სიმდიდრე
567,Welt::N,világ,მსოფლიო
568,Land::N,ország,მხარე
569,Land::N,ország,ქვეყანა
570,Staat::N,állam,სახელმწიფო
571,König::N,király,მეფე
572,Macht::N,hatalom,ძლიერება
573,Grenze::N,határ,ზღვარი
574,Krieg::N,háború,ომი
575,Feind::N,ellenség,მტერი
576,Gewalt::N,erőszak,სისასტიკე
577,Kampf::N,harc,ბრძოლა
578,Bogen[Waffe]::N,íj,მშვილდი
579,Pfeil::N,nyíl,ისარი
580,Pfeil::N,nyíl,მახვილი
581,Gewehr::N,puska,თოფი
582,Gewehr::N,puska,შაშხანა
583,Gewehr::N,fegyver,თოფი
584,Gewehr::N,fegyver,შაშხანა
585,Fehler::N,hiba,შეცდომა
586,Lüge::N,hazugság,სიცრუე
587,Schaden::N,kár,ვნება
588,Unglück::N,csapás,ხიფათი
589,Unglück::N,csapás,უბედურება
590,Unglück::N,balszerencse,ხიფათი
591,Unglück::N,balszerencse,უბედურება
592,Schuld::N,bűn,ბრალი
593,Alter::N,kor,ასაკი
594,Schluss::N,vég,ბოლო
595,Schluss::N,vég,დასასრული
596,Schluss::N,befejezés,ბოლო
597,Schluss::N,befejezés,დასასრული
598,Zeit::N,idő,დრო
599,Tag::N,nap,დღე
600,Morgen::N,reggel,დილა
601,Mittag::N,dél,შუადღე
602,Abend::N,este,საღამო
603,Nacht::N,éj,ღამე
604,Nacht::N,éjszaka,ღამე
605,Woche::N,hét,კვირა
606,Monat::N,hó,თვე
607,Monat::N,hónap,თვე
608,Jahr::N,év,წელი
609,Frühling::N,tavasz,გაზაფხული
610,Sommer::N,nyár,ზაფხული
611,Herbst::N,ősz,შემოდგომა
612,Winter::N,tél,ზამთარი
613,Januar::N,január,იანვარი
614,Februar::N,február,თებერვალი
615,März::N,március,მარტი
616,April::N,április,აპრილი
617,Mai::N,május,მაისი
618,Juni::N,június,ივნისი
619,Juli::N,július,ივლისი
620,August::N,augusztus,აგვისტო
621,September::N,szeptember,სექტემბერი
622,Oktober::N,október,ოქტომბერი
623,November::N,november,ნოემბერი
624,Dezember::N,december,დეკემბერი
625,Montag::N,hétfő,ორშაბათი
626,Dienstag::N,kedd,სამშაბათი
627,Mittwoch::N,szerda,ოთხშაბათი
628,Donnerstag::N,csütörtök,ხუთშაბათი
629,Freitag::N,péntek,პარასკევი
630,Samstag::N,szombat,შაბათი
631,Sonntag::N,vasárnap,კვირა
632,groß::A,nagy,დიდი
633,klein::A,pici,მცირე
634,klein::A,pici,პატარა
635,klein::A,kicsi,მცირე
636,klein::A,kicsi,პატარა
637,lang::A,hosszú,გრძელი
638,kurz::A,rövid,მოკლე
639,breit::A,széles,ფართო
640,breit::A,széles,განიერი
641,schmal::A,keskeny,ვიწრო
642,schmal::A,keskeny,წვრილი
643,dicht::A,sűrű,მჭიდრო
644,dick[Gegenstand]::A,vastag,სქელი
645,dünn::A,vékony,წვრილი
646,fein::A,vékony,თხელი
647,fest::A,szilárd,მყარი
648,flach::A,sík,ბრტყელი
649,flach::A,lapos,ბრტყელი
650,glatt::A,sima,გლუ
651,hart::A,kemény,მაგარი
652,weich::A,puha,რბილი
653,rund::A,kerek,მრგვალი
654,spitz::A,hegyes,წვეტიანი
655,scharf::A,éles,მჭრელი
656,stumpf::A,tompa,ბლაგვი
657,stumpf::A,életlen,ბლაგვი
658,schwer::A,nehéz,მძიმე
659,schwer::A,súlyos,მძიმე
660,schön::A,szép,ლამაზი
661,heiß::A,forró,ცხელი
662,warm::A,meleg,თბილი
663,kalt::A,hideg,ცივი
664,kühl::A,hűs,გრილი
665,kühl::A,hűvös,გრილი
666,frisch::A,üde,სუფთა
667,frisch::A,friss,სუფთა
668,feucht::A,nedves,ნოტიო
669,nass::A,vizes,სველი
670,trocken::A,száraz,მშრალი
671,voll::A,telt,სავსე
672,leer::A,üres,ცარიელი
673,offen::A,nyílt,ღია
674,offen::A,nyílt,გაშლილი
675,offen::A,nyitott,ღია
676,offen::A,nyitott,გაშლილი
677,geschlossen::A,zárt,დახურული
678,geschlossen::A,csukott,დახურული
679,sauber::A,tiszta,სუფთა
680,sauber::A,tiszta,წმინდა
681,schmutzig::A,piszkos,ტალახიანი
682,schmutzig::A,szennyes,ტალახიანი
683,roh::A,nyers,უმი
684,reif::A,érett,მწიფე
685,lecker::A,finom,გემრიელი
686,süß::A,édes,ტკბილი
687,bitter::A,keserű,მწარე
688,sauer::A,savanyú,მჟავე
689,hell::A,világos,ნათელი
690,dunkel::A,sötét,ბნელი
691,schwarz::A,fekete,შავი
692,weiß::A,fehér,თეთრი
693,rot::A,vörös,წითელი
694,gelb::A,sárga,ყვითელი
695,blau::A,kék,ლურჯი
696,blau::A,kék,ცისფერი
697,grün::A,zöld,მწვანე
698,grau::A,ősz,რუხი
699,grau::A,ősz,ნაცრისფერი
700,grau::A,szürke,რუხი
701,grau::A,szürke,ნაცრისფერი
702,bunt::A,tarka,ჭრელი
703,bunt::A,tarka,ფერადი
704,bunt::A,színes,ჭრელი
705,bunt::A,színes,ფერადი
706,billig::A,olcsó,იაფი
707,teuer::A,drága,ძვირი
708,wertvoll::A,értékes,ღირსიანი
709,blind::A,vak,ბრმა
710,taub::A,süket,ყრუ
711,kräftig::A,erős,ძალავანი
712,stark::A,erős,ძლიერი
713,stark::A,erős,ღონიერი
714,schwach::A,gyenge,სუსტი
715,schwach::A,erőtlen,სუსტი
716,fett::A,hájas,სქელი
717,schlank::A,karcsú,გამხდარი
718,hübsch::A,csinos,ეშხიანი
719,hübsch::A,csinos,მშვენიერი
720,böse::A,rossz,ავი
721,böse::A,rossz,ბოროტი
722,böse::A,gonosz,ავი
723,böse::A,gonosz,ბოროტი
724,dumm::A,buta,ბოთე
725,dumm::A,buta,სულელი
726,dumm::A,ostoba,ბოთე
727,dumm::A,ostoba,სულელი
728,faul::A,lusta,ზანტი
729,faul::A,lusta,ზარმაცი
730,fleißig::A,szorgalmas,ბეჯითი
731,fleißig::A,szorgalmas,მუყაითი
732,geizig::A,fukar,ძუნწი
733,geizig::A,fösvény,ძუნწი
734,klug::A,okos,ჭკვიანი
735,klug::A,eszes,ჭკვიანი
736,geschickt::A,ügyes,მარჯვე
737,geschickt::A,ügyes,გაწაფული
738,lieb::A,drága,სატრფიალო
739,lieb::A,kedves,სატრფიალო
740,lustig::A,víg,მხიარული
741,lustig::A,vidám,მხიარული
742,sanft::A,enyhe,ალერსიანი
743,sanft::A,enyhe,გრძნობიერი
744,hungrig::A,éhes,მშიერი
745,krank::A,beteg,სნეული
746,krank::A,beteg,ავადმყოფი
