,Concept_ID,ga,os
102,Hitze::N,teas,ӕнтӕф
103,Hitze::N,teocht,ӕнтӕф
104,Raureif::N,sioc bán,халас
105,Regenbogen::N,stua ceatha,арвырон
106,Regenbogen::N,stua ceatha,арвырдын
107,Regenbogen::N,bogha báistí,арвырон
108,Regenbogen::N,bogha báistí,арвырдын
109,Donner::N,toirneach,æрвнæрын
110,Strömung::N,sruth,цыд
111,Tropfen::N,deoir,æртах
112,Schaum::N,cúr,фынк
113,Schmutz::N,salachar,цъыф
114,See::N,loch,цад
115,Sumpf::N,portach,цъыфдзаст
116,Moor::N,caorán,цъыфдзаст
117,Moor::N,móinteán,цъыфдзаст
118,Wiese::N,cluain,уыгӕрдӕн
119,Wiese::N,móinéar,уыгӕрдӕн
120,Wald::N,coill,хъӕд
121,Wald::N,foraois,хъӕд
122,Hügel::N,ard,обау
123,Hügel::N,ard,къуыбыр
124,Anhöhe::N,ard,уæлвæз
125,Anhöhe::N,ard,уæлхох
126,Anhöhe::N,ardán,уæлвæз
127,Anhöhe::N,ardán,уæлхох
128,Berg::N,sliabh,хох
129,Gipfel::N,barr,цъупп
130,Gipfel::N,mullach,цъупп
131,Höhle::N,uaimh,лӕгӕт
132,Höhle::N,pluais,лӕгӕт
133,Abhang::N,fána,къул
134,Quelle::N,foinse,суадон
135,Bach::N,sruthán,мӕсчъыдон
136,Fluss::N,abhainn,дон
137,Fluss::N,abhainn,цӕугӕдон
138,Ufer::N,bruach,был
139,Küste::N,cósta,донбыл
140,Küste::N,cladach,донбыл
141,Festland::N,míntír,сурзæхх
142,Meer::N,muir,денджыз
143,Meer::N,farraige,денджыз
144,Bucht::N,bá,донбакæлæн
145,Bucht::N,cuan,донбакæлæн
146,Insel::N,inis,сакъадах
147,Insel::N,oileán,сакъадах
148,Blume::N,bláth,дидинӕг
149,Gras::N,féar,кӕрдӕг
150,Wurzel::N,rúta,уидаг
151,Wurzel::N,fréamh,уидаг
152,Baum::N,crann,бӕлас
153,Stamm::N,stoc,хӕтӕл
154,Stamm::N,tamhan,хӕтӕл
155,Rinde::N,coirt,цъар
156,Rinde::N,craiceann,цъар
157,Ast::N,géag,арх
158,Zweig::N,géag,къалиу
159,Zweig::N,craobh,къалиу
160,Blatt::N,duille,сыф
161,Blatt::N,duilleog,сыф
162,Birke::N,beith,бæрз
163,Birke::N,crann beithe,бæрз
164,Kiefer[Baum]::N,péine,нӕзы
165,Weide[Baum]::N,saileach,хӕрис
166,Tanne::N,giúis,наз
167,Horn::N,adharc,сыкъа
168,Feder::N,cleite,сис
169,Fell::N,clúmh,царм
170,Flügel::N,eite,базыр
171,Flügel::N,sciathán,базыр
172,Klaue::N,crúb,ных
173,Klaue::N,crobh,ных
174,Kralle::N,crobh,дзӕмбы
175,Schwanz::N,eireaball,къӕдзил
176,Ei::N,ubh,айк
177,Nest::N,nead,ахстон
178,Bau::N,brocais,хуынкъ
179,Tier::N,ainmhí,сырд
180,Tier::N,ainmhí,цӕрӕгой
181,Tier::N,beithíoch,сырд
182,Tier::N,beithíoch,цӕрӕгой
183,Herde::N,tréad,дзуг
184,Herde::N,tréad,рӕгъау
185,Kuh::N,bó,хъуг
186,Bulle::N,tarbh,гал
187,Pferd::N,each,бӕх
188,Pferd::N,capall,бӕх
189,Schaf::N,caora,фыс
190,Schwein::N,muc,хуы
191,Hund::N,madra,куыдз
192,Katze::N,cat,гӕды
193,Bär::N,béar,арс
194,Eichhörnchen::N,iora,æхсæрæг
195,Elch::N,eilc,цæгатаг саг
196,Fuchs::N,sionnach,рувас
197,Fuchs::N,madra rua,рувас
198,Hase::N,giorria,тæрхъус
199,Maus::N,luch,мыст
200,Wolf::N,mac tíre,бирӕгъ
201,Vogel::N,éan,цъиу
202,Vogel::N,éan,маргъ
203,Schwarm::N,saithe,бал
204,Huhn::N,cearc,карк
205,Hahn::N,coileach,уасӕг
206,Gans::N,gé,хъаз
207,Adler::N,iolar,цӕргӕс
208,Ente::N,lacha,ацц
209,Eule::N,ulchabhán, уыг
210,Eule::N,ulchabhán,сидахъ
211,Kranich::N,grús,зырнæг
212,Kranich::N,grús,хърихъупп
213,Krähe::N,caróg,халон
214,Krähe::N,préachán,халон
215,Kuckuck::N,cuach,гаккук
216,Schwan::N,eala,доныхъаз
217,Fisch::N,iasc,кӕсаг
218,Barsch::N,péirse,окунь
219,Hecht::N,liús,хихор кӕсаг
220,Schlange[Tier]::N,nathair,калм
221,Wurm::N,péist,зулкъ
222,Wurm::N,péist,къуыдыргалм
223,Spinne::N,damhán alla,хӕлуарӕг
224,Ameise::N,seangán,мæлдзыг
225,Laus::N,míol,сыст
226,Mücke::N,muiscít,къогъо
227,Mücke::N,corrmhíol,къогъо
228,Fliege::N,cuil,бындз
229,Fliege::N,cuileog,бындз
230,Schmetterling::N,féileacán,гæлæбу
231,Beere::N,caor,гагадыргъ
232,Apfel::N,úll,фӕткъуы
233,Pilz::N,beacán,зокъо
234,Pilz::N,beacán,къозо
235,Pilz::N,muisiriún,зокъо
236,Pilz::N,muisiriún,къозо
237,Zwiebel::N,oinniún,хъӕдындз
238,Saat::N,síol,тауинаг
239,Saat::N,síol,мыггаг
240,Korn::N,gráinne,мыггаг
241,Korn::N,gráinne,тауинаг
242,Heu::N,féar,хос
243,Schale::N,scaimh,цъар
244,Grube::N,poll,урм
245,Grube::N,poll,къахт
246,Grube::N,poll,дзыхъхъ
247,Falle::N,gaiste,цъысым
248,Falle::N,gaiste,къӕппӕг
249,Schlinge::N,sealán,цасм
250,Spur::N,rian,фæд
251,Asche::N,luaith,фӕнык
252,Asche::N,luaith,ӕртхутӕг
253,Dreck::N,salachar,цъыф
254,Eisen::N,iarann,ӕфсӕйнаг
255,Gold::N,ór,сыгъзӕрин
256,Silber::N,airgead,ӕвзист
257,Kohle::N,gual,ӕвзалы
258,Glas::N,gloine,авг
259,Lehm::N,cré,ӕлыг
260,Sand::N,gaineamh,змис
261,Mensch::N,duine,лӕг
262,Mensch::N,duine,адӕймаг
263,Mensch::N,duine,удгоймаг
264,Mann::N,fear,лӕг
265,Mann::N,fear,нӕлгоймаг
266,Frau::N,bean,сылгоймаг
267,Kind::N,gasúr,сывӕллон
268,Kind::N,páiste,сывӕллон
269,Junge::N,buachaill,лӕппу
270,Mädchen::N,cailín,чызг
271,Familie::N,teaghlach,бинонтæ
272,Familie::N,comhluadar,бинонтæ
273,Großvater::N,seanathair,фыдыфыд
274,Großvater::N,seanathair,мадыфыд
275,Großmutter::N,seanmháthair,фыды мад
276,Großmutter::N,seanmháthair,мады мад
277,Eltern::N,tuismitheoirí,ныййарджытæ
278,Vater::N,athair,фыд
279,Mutter::N,máthair,мад
280,Sohn::N,mac,фырт
281,Tochter::N,iníon,чызг
282,Bruder::N,deartháir,ӕфсымӕр
283,Schwester::N,deirfiúr,хо
284,Onkel::N,uncail,фыдыфсымӕр
285,Tante::N,aintín,мадыхо
286,Ehemann::N,fear céile,мой
287,Ehefrau::N,bean chéile,ус
288,Freude::N,áthas,цин
289,Freude::N,áthas,циндзинад
290,Gelächter::N,gáire,худын
291,Gelächter::N,gáire,худт
292,Gelächter::N,gáire,худæг
293,Glück::N,séan,амонд
294,Glück::N,sonas,амонд
295,Kummer::N,brón,хъыг
296,Kummer::N,buairt,хъыг
297,Wunsch::N,guí,бӕллиц
298,Wunsch::N,achainí,бӕллиц
299,Lust::N,fonn,монц
300,Geist::N,meon,уд
301,Geist::N,spiorad,уд
302,Gedanke::N,smaoineamh,хъуыды
303,Gedächtnis::N,cuimhne,мысæн
304,Gedächtnis::N,cuimhne,мысын
305,Gedächtnis::N,cuimhne,зæрдылдарын
306,Verstand::N,ciall,зонд
307,Verstand::N,intinn,зонд
308,Sinn::N,brí,нысаниуæг
309,Sinn::N,ciall,нысаниуæг
310,Grund::N,fáth,ӕфсон
311,Wahrheit::N,fírinne,æцæг
312,Gespräch::N,comhrá,ныхас
313,Märchen::N,scéal,аргъау
314,Erzählung::N,scéal,радзырд
315,Nachricht::N,teachtaireacht,уац
316,Neuigkeit::N,scéala,хабар
317,Name::N,ainm,ном
318,Rätsel::N,tomhas,уыци-уыци
319,Rätsel::N,tomhas,базон-базон
320,Rede::N,óráid,раныхас
321,Rede::N,aitheasc,раныхас
322,Sprache::N,teanga,ӕвзаг
323,Stimme::N,guth,хъӕлӕс
324,Wort::N,focal,дзырд
325,Zeichen::N,comhartha,нысан
326,Ruf::N,glaoch,сидт
327,Lärm::N,torann,уынæр
328,Laut::N,fuaim,зӕл
329,Laut::N,fuaim,мыр
330,Ton::N,ton,мыр
331,Lied::N,amhrán,зарӕг
332,Ruhe::N,suaimhneas,æнцой
333,Leute::N,muintir,адӕм
334,Volk::N,pobal,адӕм
335,Arbeit::N,obair,фӕллой
336,Gast::N,aoi,уазӕг
337,Geschenk::N,féirín,хуын
338,Geschenk::N,bronntanas,хуын
339,Spiel::N,cluiche,хъазт
340,Gesellschaft::N,comhluadar,дзыллæ
341,Gesellschaft::N,comhluadar,æхсæнад
342,Hilfe::N,cúnamh,æххуыс
343,Hilfe::N,cúnamh,ахъаз
344,Hilfe::N,cabhair,æххуыс
345,Hilfe::N,cabhair,ахъаз
346,Freund::N,cara,лымӕн
347,Kamerad::N,comrádaí,ӕмбал
348,Angelegenheit::N,ábhar,хъуыддаг
349,Anzahl::N,líon,бӕрц
350,Art::N,sórt,хуыз
351,Art::N,sórt,хуызад
352,Art::N,saghas,хуыз
353,Art::N,saghas,хуызад
354,Stück::N,píosa,кæрдих
355,Stück::N,píosa,комдзаг
356,Teil::N,cuid,хай
357,Teil::N,páirt,хай
358,Hälfte::N,leath,æрдæг
359,Hälfte::N,leath,æмбис
360,Kreis::N,ciorcal,зиллакк
361,Kreuz::N,cros,дзуар
362,Linie::N,líne,хахх
363,Strich::N,stríoc,хахх
364,Abstand::N,achar,æхсæнуат
365,Entfernung::N,fad,дæрддзæг
366,Entfernung::N,fad,дардцæг
367,Gegend::N,ceantar,ран
368,Platz::N,áit,бууат
369,Platz::N,spás,бууат
370,Ort::N,áit,ран
371,Ort::N,áit,бынат
372,Seite::N,taobh,фахс
373,Mitte::N,lár,астӕу
374,Gegenstand::N,ball,дзаума
375,Gegenstand::N,ábhar,дзаума
376,Sache::N,ní,дзаума
377,Sache::N,rud,дзаума
378,Rand::N,imeall,кӕрон
379,Rand::N,ciumhais,кӕрон
380,Kante::N,corr,фӕрск
381,Kante::N,colbha,фӕрск
382,Ecke::N,coirnéal,тигъ
383,Ecke::N,coirnéal,фисын
384,Spitze::N,gob,бырынкъ
385,Spitze::N,barr,бырынкъ
386,Ende::N,ceann,кӕрон
387,Ende::N,foirceann,кӕрон
388,Loch::N,poll,хуынкъ
389,Winkel::N,cúinne,къуым
390,Winkel::N,uillinn,къуым
391,Muster::N,patrún,нывæфтыд
392,Muster::N,patrún,кæдзист
393,Größe::N,méid,ас
394,Größe::N,toise,ас
395,Länge::N,fad,дӕргъ
396,Höhe::N,airde,бæрзонд
397,Höhe::N,airde,бæрзæнд
398,Höhe::N,airde,бæрзонддзинад
399,Gewicht::N,meáchan,уӕз
400,Menge::N,méid,бӕрц
401,Haufen::N,cnap,кӕри
402,Reihe::N,líne,рӕнхъ
403,Reihe::N,sraith,рӕнхъ
404,Boot::N,bád,чема
405,Ruder::N,rámh,къохар
406,Ruder::N,maide rámha,къохар
407,Schlitten::N,carr sleamhnáin,дзоныгъ
408,Ski::N,scí,къахдзоныгътæ
409,Ski::N,scí,лыжæтæ
410,Lagerfeuer::N,tine champa,арт
411,Last::N,ualach,уаргъ
412,Gang::N,siúlóid,цыд
413,Schritt::N,céim,санчъех
414,Schritt::N,céim,къахдзӕф
415,Schritt::N,coiscéim,санчъех
416,Schritt::N,coiscéim,къахдзӕф
417,Norden::N,tuaisceart,цæгат
418,Süden::N,deisceart,хуссар
419,Westen::N,iarthar,ныгуылæн
420,Osten::N,oirthear,скæсæн
421,Holz::N,adhmad,хъӕдӕрмӕг
422,Brett::N,clár,фæйнæг
423,Platte::N,leac,къӕй
424,Stütze::N,taca,быцæу
425,Stange::N,polla,хъил
426,Stange::N,cuaille,хъил
427,Stock::N,bata,лӕдзӕг
428,Stock::N,maide,лӕдзӕг
429,Stab::N,maide,хъил
430,Stab::N,bachall,хъил
431,Rohr::N,píopa,хӕтӕл
432,Haus::N,teach,хӕдзар
433,Heim::N,baile,къона
434,Ofen::N,sornóg,пец
435,Fußboden::N,urlár,астӕрд
436,Tisch::N,bord,стъол
437,Tisch::N,tábla,стъол
438,Stuhl::N,cathaoir,бандон
439,Wiege::N,cliabhán,авдæн
440,Bett::N,leaba,сынтӕг
441,Regal::N,seilf,тӕрхӕг
442,Regal::N,seilf,уӕлвӕйнӕг
443,Kiste::N,bosca,асыкк
444,Fenster::N,fuinneoig,рудзынг
445,Fenster::N,fuinneoig,фæрссаг
446,Tür::N,doras,дуар
447,Tor::N,geata,кулдуар
448,Zaun::N,fál,æмбонд
449,Zaun::N,fál,быру
450,Zaun::N,fál,гæрæн
451,Zaun::N,claí,æмбонд
452,Zaun::N,claí,быру
453,Zaun::N,claí,гæрæн
454,Dach::N,díon,уӕлхӕдзар
455,Leiter::N,dréimire,асин
456,Besen::N,scuab,уисой
457,Spaten::N,spád,бел
458,Spaten::N,rámhainn,бел
459,Schaufel::N,sluasaid,æвгæнæн
460,Schaufel::N,sluasaid,кæфой
461,Gabel::N,forc,вилкæ
462,Gabel::N,gabhlóg,вилкæ
463,Löffel::N,spúnóg,уидыг
464,Messer::N,scian,кард
465,Nagel::N,tairne,зӕгӕл
466,Netz::N,líon,хыз
467,Netz::N,eangach,хыз
468,Haken::N,croch,хæдз
469,Haken::N,croch,хæбырæгъ
470,Griff::N,cos,фистон
471,Griff::N,hanla,фистон
472,Schloss::N,glas,гуыдыр
473,Bild::N,pictiúr,ныв
474,Figur::N,fíor,кæрдгæныв
475,Puppe::N,bábóg,чындз
476,Beutel::N,mála,дзӕкъул
477,Beutel::N,mealbhóg,дзӕкъул
478,Bündel::N,beart,баст
479,Tasche::N,mála,хызын
480,Tasche::N,mála,дзæкъул
481,Eimer::N,buicéad,къæрта
482,Eimer::N,buicéad,чъыбыла
483,Eimer::N,buicéad,ведра
484,Deckel::N,clár,сæр
485,Deckel::N,clár,æмбæрзæн
486,Deckel::N,claibín,сæр
487,Deckel::N,claibín,æмбæрзæн
488,Geschirr::N,soithí,мигæнæн
489,Geschirr::N,soithí,мигæнæнтæ
490,Geschirr::N,gréithe,мигæнæн
491,Geschirr::N,gréithe,мигæнæнтæ
492,Sack::N,sac,голлаг
493,Sack::N,mála,голлаг
494,Tasse::N,cupán,пиала
495,Tasse::N,cupán,къус
496,Topf::N,pota,аг
497,Topf::N,pota,чысыл аг
498,Kessel::N,citeal,аг
499,Essen::N,béile,хӕрд
500,Nahrung::N,bia,хойраг
501,Speise::N,mias,хӕринаг
502,Fleisch::N,feoil,дзидза
503,Fleisch::N,feoil,фыдызгъӕл
504,Getreide::N,grán,халсар
505,Getreide::N,arbhar,халсар
506,Brei::N,brúitín,кас
507,Brot::N,arán,дзул
508,Scheibe::N,píosa,къӕбӕр
509,Scheibe::N,slisne,къӕбӕр
510,Fett::N,saill,сой
511,Fett::N,méathras,сой
512,Butter::N,im,нӕлхӕ
513,Öl::N,ola,зети
514,Salz::N,salann,цӕхх
515,Suppe::N,sú,бас
516,Suppe::N,anraith,бас
517,Honig::N,mil,мыд
518,Milch::N,bainne,ӕхсыр
519,Tee::N,tae,цай
520,Leder::N,leathar,мæскуы
521,Wolle::N,olann,фӕсмын
522,Stoff::N,éadach,хъуымац
523,Nadel::N,snáthaid,судзин
524,Faden::N,snáth,ӕндах
525,Knopf::N,cnaipe,цӕппӕр
526,Knoten::N,snaidhm,ӕлхынцъ
527,Farbe::N,péint,ахорæн
528,Kleidung::N,éadaí,дарӕс
529,Hemd::N,léine,хӕдон
530,Kragen::N,bóna,æфцæггот
531,Ärmel::N,muinchille,дыс
532,Hose::N,bríste,хæлаф
533,Hose::N,bríste,æддаг хæлаф
534,Hose::N,bríste,салбар
535,Hose::N,treabhsar,хæлаф
536,Hose::N,treabhsar,æддаг хæлаф
537,Hose::N,treabhsar,салбар
538,Gürtel::N,crios,рон
539,Mütze::N,caipín,худ
540,Schuh::N,bróg,басмахъ
541,Stiefel::N,buatais,цырыхъхъ
542,Ring::N,fáinne,къухдарӕн
543,Band::N,ribín,лент
544,Kamm::N,cíor,сӕрвасӕн
545,Spiegel::N,scáthán,айдæн
546,Spiegel::N,scáthán,кæсæн
547,Riemen::N,iall,гӕрз
548,Riemen::N,strapa,гӕрз
549,Schnur::N,téad,бӕндӕн
550,Schnur::N,sreangán,бӕндӕн
551,Leine::N,iall,
552,Decke::N,pluid,хъӕццул
553,Decke::N,blaincéad,хъӕццул
554,Kissen::N,piliúr,баз
555,Kissen::N,adhartán,баз
556,Tuch::N,scaif,кæлмæрзæн
557,Tuch::N,scaif,кæрдæн
558,Handtuch::N,tuáille,хисæрфæн
559,Kraft::N,fórsa,тых
560,Kraft::N,fórsa,хъомыс
561,Stärke::N,neart,тых
562,Stärke::N,neart,æхсар
563,Gesundheit::N,sláinte,æнæниздзинад
564,Krankheit::N,tinneas,низ
565,Krankheit::N,tinneas,рын
566,Krankheit::N,breoiteacht,низ
567,Krankheit::N,breoiteacht,рын
568,Schmerz::N,pian,рис
569,Wunde::N,goin,цӕф
570,Fieber::N,fiabhras,ризӕг
571,Fieber::N,fiabhras,тӕфсӕг
572,Arznei::N,cógas,хос
573,Brücke::N,droichead,хид
574,Brunnen::N,tobar,цъай
575,Weide::N,féarach,хизæн
576,Weide::N,féarach,хизæнуат
577,Weide::N,féarach,сæрвæт
578,Pfad::N,cosán,къахвæндаг
579,Pfad::N,cosán,къахвæд
580,Pfad::N,conair,къахвæндаг
581,Pfad::N,conair,къахвæд
582,Weg::N,slí,фӕндаг
583,Weg::N,bealach,фӕндаг
584,Straße::N,bóthar,фӕндаг
585,Dorf::N,sráidbhaile,хъӕу
586,Stadt::N,baile,сахар
587,Stadt::N,cathair,сахар
588,Brief::N,litir,фыстӕг
589,Buch::N,cín,чиныг
590,Buch::N,leabhar,чиныг
591,Buchstabe::N,litir,дамгъӕ
592,Zeitung::N,nuachtán,газет
593,Leben::N,saol,цард
594,Leben::N,saol,цӕрӕнбон
595,Leben::N,beatha,цард
596,Leben::N,beatha,цӕрӕнбон
597,Tod::N,bás,мæлæт
598,Tod::N,bás,адзал
599,Grab::N,uaigh,ингӕн
600,Kirche::N,eaglais,аргъуан
601,Sünde::N,peaca,тæригъæд
602,Gott::N,dia,хуыцау
603,Arbeiter::N,oibrí,кусæг
604,Chef::N,saoiste,ӕмцег
605,Chef::N,ceannasaí,ӕмцег
606,Meister::N,máistir,мастер
607,Meister::N,máistir,дæсны
608,Arzt::N,lia,хосгæнæг
609,Arzt::N,lia,дохтыр
610,Arzt::N,dochtúir,хосгæнæг
611,Arzt::N,dochtúir,дохтыр
612,Lehrer::N,oide,ахуыргæнæг
613,Lehrer::N,múinteoir,ахуыргæнæг
614,Geld::N,airgead,ӕхца
615,Geschäft::N,gnó,бизнес
616,Geschäft::N,gnó,хъуыддаг
617,Laden::N,siopa,дукани
618,Preis::N,praghas,аргъ
619,Ware::N,earra,базайраг
620,Nutzen::N,tairbhe,пайда
621,Reichtum::N,rachmas,хъæздыгдзинад
622,Reichtum::N,rachmas,исбон
623,Reichtum::N,rachmas,мулк
624,Reichtum::N,saibhreas,хъæздыгдзинад
625,Reichtum::N,saibhreas,исбон
626,Reichtum::N,saibhreas,мулк
627,Welt::N,domhan,дуне
628,Land::N,tír,бӕстӕ
629,Staat::N,stát,паддзахад
630,König::N,rí,къарол
631,Macht::N,cumhacht,хицаудзинад
632,Grenze::N,críoch,арӕн
633,Grenze::N,teorainn,арӕн
634,Krieg::N,cogadh,хӕст
635,Feind::N,namhaid,знаг
636,Feind::N,namhaid,фыдгул
637,Feind::N,namhaid,фыдзæрдæ
638,Feind::N,namhaid,сон
639,Gewalt::N,foréigean,тыхми
640,Gewalt::N,foréigean,тыхдзинад
641,Kampf::N,troid,хæст
642,Kampf::N,troid,хъæбысæйхæст
643,Kampf::N,troid,тох
644,Bogen[Waffe]::N,bogha,ӕрдын
645,Pfeil::N,saighead,фат
646,Gewehr::N,gunna,топп
647,Fehler::N,botún,рӕдыд
648,Fehler::N,meancóg,рӕдыд
649,Lüge::N,bréag,мӕнг
650,Lüge::N,bréag,гӕдыдзинад
651,Lüge::N,éitheach,мӕнг
652,Lüge::N,éitheach,гӕдыдзинад
653,Schaden::N,dochar,зиан
654,Schaden::N,damáiste,зиан
655,Unglück::N,drochrath,бæллæх
656,Schuld::N,locht,азым
657,Schuld::N,milleán,азым
658,Alter::N,aois,кар
659,Schluss::N,deireadh,кæрон
660,Zeit::N,am,рӕстӕг
661,Zeit::N,aimsir,рӕстӕг
662,Tag::N,lá,бон
663,Morgen::N,maidin,райсом
664,Mittag::N,nóin,æмбисбон
665,Abend::N,tráthnóna,изӕр
666,Nacht::N,oíche,ӕхсӕв
667,Woche::N,seachtain,къуыри
668,Monat::N,mí,мӕй
669,Jahr::N,bliain,аз
670,Jahr::N,bliain,афӕдз
671,Frühling::N,earrach,уалдзæг
672,Sommer::N,samhradh,сӕрд
673,Herbst::N,fómhar,фæззæг
674,Winter::N,geimhreadh,зымӕг
675,Januar::N,Eanáir,январь
676,Februar::N,Feabhra,февраль
677,März::N,Márta,мартъи
678,April::N,Aibreán,апрель
679,Mai::N,Bealtaine,май
680,Juni::N,Meitheamh,июнь
681,Juli::N,Iúil,июль
682,August::N,Lúnasa,август
683,September::N,Meán Fómhair,сентябрь
684,Oktober::N,Deireadh Fómhair,октябрь
685,November::N,Samhain,ноябрь
686,November::N,Mí na Samhna,ноябрь
687,Dezember::N,Mí na Nollag,декабрь
688,Montag::N,Luan,къуырисæр
689,Montag::N,Dé Luain,къуырисæр
690,Dienstag::N,Máirt,дыццæг
691,Dienstag::N,Dé Máirt,дыццæг
692,Mittwoch::N,Céadaoin,æртыццæг
693,Mittwoch::N,Dé Céadaoin,æртыццæг
694,Donnerstag::N,Déardaoin,цыппæрæм
695,Freitag::N,Aoine,майрæмбон
696,Freitag::N,Dé hAoine,майрæмбон
697,Samstag::N,Satharn,сабат
698,Samstag::N,Dé Sathairn,сабат
699,Sonntag::N,Domhnach,хуыцаубон
700,Sonntag::N,Dé Domhnaigh,хуыцаубон
701,groß::A,mór,дынджыр
702,klein::A,beag,гыццыл
703,lang::A,fada,даргъ
704,kurz::A,gearr,цыбыр
705,kurz::A,gairid,цыбыр
706,breit::A,leathan,фӕтӕн
707,breit::A,fairsing,фӕтӕн
708,schmal::A,cúng,нарӕг
709,schmal::A,cúng,уынгӕг
710,dicht::A,dlúth,бæзджын
711,dicht::A,dlúth,тар
712,dick[Gegenstand]::A,tiubh,сӕвджын
713,dünn::A,caol,тæнæг
714,dünn::A,tanaí,тæнæг
715,fein::A,scáinte,лыстӕг
716,fein::A,fíneálta,лыстӕг
717,fest::A,daingean,фидар
718,fest::A,daingean,хъӕддых
719,flach::A,cothrom,тъӕпӕн
720,glatt::A,mín,лӕгъз
721,glatt::A,sleamhain,лӕгъз
722,hart::A,crua,хъӕбӕр
723,weich::A,bog,фӕлмӕн
724,rund::A,cruinn,тымбыл
725,spitz::A,gobach,цыргъбырынкъ
726,spitz::A,gobach,цыргъфындз
727,spitz::A,biorach,цыргъбырынкъ
728,spitz::A,biorach,цыргъфындз
729,scharf::A,géar,цыргъ
730,scharf::A,faobhrach,цыргъ
731,stumpf::A,maol,къуымых
732,schwer::A,trom,уӕззау
733,schön::A,álainn,аив
734,schön::A,álainn,рӕсугъд
735,heiß::A,te,тӕвд
736,warm::A,te,хъарм
737,kalt::A,fuar,уазал
738,kühl::A,fionnuar,сатæг
739,kühl::A,fionnuar,уазалгомау
740,frisch::A,úr,сатæг
741,frisch::A,friseáilte,сатæг
742,feucht::A,tais,уымӕл
743,nass::A,fliuch,хуылыдз
744,trocken::A,tirim,хус
