,Concept_ID,sl,hy
57,Geschmack::N,okús,համ
58,Geschmack::N,okús,բուրմունք
59,Geruch::N,vónj,հոտ
60,Geruch::N,vónj,բուրում
61,Schlaf::N,sèn,քուն
62,Schlaf::N,spánec,քուն
63,Traum::N,sánje,երազ
64,Himmel::N,nebó,երկինք
65,Sonne::N,sónce,արեւ
66,Mond::N,lúna,լուսին
67,Mond::N,mésec,լուսին
68,Stern::N,zvézda,աստղ
69,Luft::N,zràk,օդ
70,Wind::N,véter,քամի
71,Welle::N,vál,ալիք
72,Wasser::N,vôda,ջուր
73,Stein::N,kámen,քար
74,Boden::N,tlà,գետին
75,Erde::N,pŕst,հող
76,Erde::N,zêmlja,հող
77,Staub::N,práh,փոշի
78,Rauch::N,dìm,ծուխ
79,Funke::N,ískra,կայծ
80,Feuer::N,ôgenj,կրակ
81,Feuer::N,ôgenj,հրդեհ
82,Licht::N,lúč,լույս
83,Schatten::N,sénca,ստվեր
84,Wetter::N,vrême,եղանակ
85,Nebel::N,meglà,մեգ
86,Nebel::N,meglà,մառախուղ
87,Wolke::N,oblák,ամպ
88,Regen::N,dèž,անձրև
89,Schnee::N,snég,ձյուն
90,Eis::N,léd,սառույց
91,Frost::N,zmrzál,սառնամանիք
92,Kälte::N,mràz,դող
93,Hitze::N,pripéka,շոգ
94,Raureif::N,ívje,ցօղեղեամ
95,Raureif::N,slána,ցօղեղեամ
96,Regenbogen::N,mávrica,ծիածան
97,Donner::N,gròm,որոտ
98,Strömung::N,strúja,հոսանք
99,Tropfen::N,káplja,կաթիլ
100,Schaum::N,péna,փրփուր
101,Schmutz::N,nesnága,կեղտ
102,See::N,jézero,լիճ
103,Sumpf::N,močvírje,ճահիճ
104,Moor::N,bárje,ճահիճ
105,Wiese::N,trávnik,մարգագետին
106,Wald::N,lés,անտառ
107,Wald::N,gòzd,անտառ
108,Hügel::N,brég,բլուր
109,Hügel::N,goríca,բլուր
110,Anhöhe::N,gríč,բարձունք
111,Anhöhe::N,višína,բարձունք
112,Berg::N,gôra,լեռ
113,Berg::N,planína,լեռ
114,Gipfel::N,vŕh,գագաթ
115,Gipfel::N,vŕh,կատար
116,Höhle::N,jáma,քարայր
117,Höhle::N,votlína,քարայր
118,Abhang::N,pobóčje,լանջ
119,Abhang::N,pobóčje,զառիվայր
120,Quelle::N,izvír,աղբյուր
121,Bach::N,pôtok,վտակ
122,Fluss::N,réka,գետ
123,Ufer::N,brég,ծովափ
124,Küste::N,obála,ափ
125,Küste::N,obála,ծովափ
126,Küste::N,obréžje,ափ
127,Küste::N,obréžje,ծովափ
128,Festland::N,celína,ցամաք
129,Festland::N,kopnína,ցամաք
130,Meer::N,mórje,ծով
131,Bucht::N,zalív,հաչիւն
132,Insel::N,ôtok,վղզի
133,Blume::N,cvetlíca,ծաղիկ
134,Gras::N,tráva,խոտ
135,Wurzel::N,korenína,արմատ
136,Baum::N,drevó,ծառ
137,Stamm::N,dêblo,իրան
138,Rinde::N,lúbje,կեղեւ
139,Rinde::N,lúbje,հաչոց
140,Rinde::N,skórja,կեղեւ
141,Rinde::N,skórja,հաչոց
142,Ast::N,véja,ճյուղ
143,Zweig::N,véja,ճյուղ
144,Blatt::N,líst,տերեւ
145,Birke::N,bréza,ցարասի
146,Kiefer[Baum]::N,bòr,սոճի
147,Weide[Baum]::N,vŕba,ուռենի
148,Tanne::N,hója,եղեւին
149,Horn::N,róg,
150,Feder::N,peró,փետուր
151,Fell::N,kŕzno,մորթի
152,Flügel::N,krílo,թեւ
153,Klaue::N,párkelj,չանչ
154,Kralle::N,krémpelj,ճանկ
155,Schwanz::N,rèp,պոչ
156,Ei::N,jájce,ձու
157,Nest::N,gnézdo,բույն
158,Bau::N,brlòg,որջ
159,Bau::N,brlòg,բայոց
160,Tier::N,živál,կենդանի
161,Herde::N,čréda,հոտ
162,Kuh::N,kráva,կով
163,Bulle::N,bìk,ցուլ
164,Pferd::N,kònj,ձի
165,Schaf::N,ôvca,ոչխար
166,Schwein::N,svínja,խոզ
167,Hund::N,pès,շուն
168,Katze::N,máčka,կատու
169,Bär::N,mêdved,արջ
170,Eichhörnchen::N,véverica,սկյուռ
171,Elch::N,lós,հիւսիսային եղջերու
172,Fuchs::N,lisíca,աղվես
173,Hase::N,zájec,նապաստակ
174,Maus::N,mìš,մուկ
175,Wolf::N,vólk,գայլ
176,Vogel::N,ptìč,թռչուն
177,Vogel::N,ptíca,թռչուն
178,Schwarm::N,játa,երամ
179,Huhn::N,kokóš,հավ
180,Hahn::N,petêlin,աքաղաղ
181,Gans::N,gós,սագ
182,Adler::N,ôrel,արծիվ
183,Ente::N,ráca,բադ
184,Eule::N,sôva,բու
185,Kranich::N,žerjàv,կռունկ
186,Krähe::N,vrána,ագռավ
187,Kuckuck::N,kúkavica,կուկու
188,Schwan::N,labód,կարապ
189,Fisch::N,ríba,ձուկ
190,Barsch::N,ostríž,պերկես
191,Hecht::N,ščúka,գայլաձուկ
192,Schlange[Tier]::N,káča,օձ
193,Wurm::N,čr̀v,որդ
194,Wurm::N,čr̀v,ճիճու
195,Wurm::N,glísta,որդ
196,Wurm::N,glísta,ճիճու
197,Spinne::N,pájek,սարդ
198,Ameise::N,mrávlja,միջյուն
199,Laus::N,úš,ոջիլ
200,Mücke::N,komár,մժղուկ
201,Fliege::N,múha,ճանճ
202,Schmetterling::N,metúlj,թիթեռ
203,Beere::N,jágoda,հատապտուղ
204,Apfel::N,jábolko,խնձոր
205,Pilz::N,góba,սունկ
206,Zwiebel::N,čebúla,սոխ
207,Saat::N,séme,սերմ
208,Korn::N,zŕno,հատիկ
209,Heu::N,senó,խոտ
210,Schale::N,lupína,կեղեւ
211,Grube::N,jáma,փոս
212,Falle::N,pást,ծուղակ
213,Schlinge::N,zánka,խեղդան
214,Schlinge::N,pêtlja,խեղդան
215,Spur::N,sléd,հետք
216,Asche::N,pepél,մոխիր
217,Dreck::N,bláto,աղտ
218,Eisen::N,želézo,երկաթ
219,Gold::N,zlató,ոսկի
220,Silber::N,srebró,արծաթ
221,Kohle::N,ógel,քարածուխ
222,Glas::N,stêklo,ապակի
223,Lehm::N,ílo,կավ
224,Sand::N,pések,ավազ
225,Mensch::N,člôvek,մարդ
226,Mann::N,móž,մարդ
227,Mann::N,móž,տղամարդ
228,Mann::N,môški,մարդ
229,Mann::N,môški,տղամարդ
230,Frau::N,gospá,կին
231,Frau::N,žénska,կին
232,Kind::N,déte,զավակ
233,Kind::N,otròk,զավակ
234,Junge::N,fànt,տղա
235,Junge::N,déček,տղա
236,Mädchen::N,deklè,աղջիկ
237,Mädchen::N,déklica,աղջիկ
238,Familie::N,družína,ընտանիք
239,Großvater::N,dèd,պապ
240,Großvater::N,dédek,պապ
241,Großmutter::N,bábica,տատ
242,Eltern::N,stárši,ծնողներ
243,Vater::N,ôče,հայր
244,Mutter::N,máma,մայր
245,Sohn::N,sín,որդի
246,Tochter::N,hčí,աղջիկ
247,Tochter::N,hčí,դուստր
248,Tochter::N,hčérka,աղջիկ
249,Tochter::N,hčérka,դուստր
250,Bruder::N,bràt,եղբայր
251,Schwester::N,sêstra,քույր
252,Onkel::N,újec,քեռի
253,Onkel::N,újec,հորեղբայր
254,Onkel::N,stríc,քեռի
255,Onkel::N,stríc,հորեղբայր
256,Tante::N,têta,մորաքույր
257,Tante::N,strína,մորաքույր
258,Ehemann::N,móž,մարդ
259,Ehemann::N,móž,ամուսին
260,Ehemann::N,sopróg,մարդ
261,Ehemann::N,sopróg,ամուսին
262,Ehefrau::N,žêna,կին ամուսին
263,Ehefrau::N,sopróga,կին ամուսին
264,Freude::N,rádost,ուրախություն
265,Freude::N,vesêlje,ուրախություն
266,Gelächter::N,sméh,ծիծաղ
267,Gelächter::N,grohòt,ծիծաղ
268,Glück::N,sréča,երջանկություն
269,Kummer::N,gorjé,վիշտ
270,Wunsch::N,žêlja,ցանկություն
271,Lust::N,poželênje,փափագ
272,Lust::N,poželênje,իղձ
273,Geist::N,dúša,ոգի
274,Gedanke::N,mísel,միտք
275,Gedächtnis::N,pámet,հիշողություն
276,Sinn::N,pomèn,իմաստ
277,Sinn::N,smísel,իմաստ
278,Grund::N,vzròk,պատճառ
279,Wahrheit::N,resníca,ճշմարտություն
280,Gespräch::N,pogóvor,զրույց
281,Märchen::N,právljica,պայիկի պատմություն
282,Erzählung::N,povést,պատմվածք
283,Erzählung::N,povést,պատմություն
284,Nachricht::N,sporočílo,հաղորդագրություն
285,Neuigkeit::N,novóst,լուր
286,Neuigkeit::N,novóst,նորություն
287,Name::N,imé,անուն
288,Rätsel::N,ugánka,բարդ խնդիր
289,Rede::N,góvor,ճառ
290,Rede::N,góvor,ելույթ
291,Sprache::N,jêzik,լեզու
292,Stimme::N,glás,ձայն
293,Wort::N,beséda,բառ
294,Zeichen::N,znák,նշան
295,Ruf::N,klíc,կոչ
296,Ruf::N,klíc,կանչ
297,Lärm::N,hrúp,աղմուկ
298,Lärm::N,trúšč,աղմուկ
299,Laut::N,glás,հնչյուն
300,Laut::N,glás,ձայն
301,Ton::N,tón,տոն
302,Lied::N,pésem,երգ
303,Ruhe::N,pokòj,անդորրություն
304,Leute::N,ljudjé,մարդիկ
305,Volk::N,národ,ազգ
306,Arbeit::N,délo,գործ
307,Arbeit::N,délo,աշխատանք
308,Gast::N,gòst,հյուր
309,Geschenk::N,darílo,նվեր
310,Spiel::N,ígra,խաղ
311,Gesellschaft::N,drúžba,ընկերություն
312,Hilfe::N,pomóč,օգնությթուն
313,Freund::N,prijátelj,ընկեր
314,Freund::N,prijátelj,բարեկամ
315,Kamerad::N,továriš,ուղեկից
316,Angelegenheit::N,zadéva,բան
317,Angelegenheit::N,zadéva,գործ
318,Anzahl::N,števílo,քանակ
319,Anzahl::N,števílo,գումար
320,Art::N,vŕsta,տեսակ
321,Stück::N,kós,կտոր
322,Teil::N,dél,մաս
323,Hälfte::N,polovíca,կես
324,Kreis::N,króg,շիջանակ
325,Kreis::N,kolobár,շիջանակ
326,Kreuz::N,kríž,խաչ
327,Linie::N,próga,գիծ
328,Strich::N,čŕta,գիծ
329,Abstand::N,preslédek,անջրպետ
330,Entfernung::N,oddáljenost,հեռավորություն
331,Gegend::N,kràj,շրջան
332,Gegend::N,dežêla,շրջան
333,Platz::N,prôstor,տարածություն
334,Ort::N,mésto,տեղ
335,Ort::N,mésto,վայր
336,Seite::N,bòk,կողմ
337,Seite::N,strán,կողմ
338,Mitte::N,sredína,մեջտեղ
339,Gegenstand::N,prédmet,առարկա
340,Sache::N,réč,բան
341,Sache::N,stvár,բան
342,Rand::N,kràj,վերջք
343,Kante::N,rób,եզր
344,Ecke::N,vogál,անկյուն
345,Spitze::N,óst,ծայր
346,Ende::N,kônec,ծայր
347,Loch::N,lúknja,անցք
348,Winkel::N,kót,անկյուն
349,Muster::N,vzórec,օրինակ
350,Größe::N,veličína,մեծություն
351,Länge::N,dolžína,երկարություն
352,Höhe::N,vršína,բարձրություն
353,Gewicht::N,téža,կշիռ
354,Menge::N,količína,քանակ
355,Haufen::N,kùp,դեզ
356,Haufen::N,kùp,կույտ
357,Haufen::N,kopíca,դեզ
358,Haufen::N,kopíca,կույտ
359,Reihe::N,níz,շարք
360,Reihe::N,níz,կարգ
361,Reihe::N,vŕsta,շարք
362,Reihe::N,vŕsta,կարգ
363,Boot::N,čóln,նավակ
364,Ruder::N,vêslo,թի
365,Ruder::N,vêslo,թիակ
366,Schlitten::N,saní,բալխիր
367,Ski::N,smučí,դահուկ
368,Lagerfeuer::N,táborni ôgenj,բացօդեայ կրակ
369,Last::N,tôvor,բեռ
370,Gang::N,hòd,զբոսանք
371,Schritt::N,korák,քայլ
372,Norden::N,séver,հյուսիս
373,Süden::N,júg,հարավ
374,Westen::N,zapàd,արեւմուտք
375,Osten::N,vzhòd,արեւելք
376,Holz::N,lés,փայտ
377,Brett::N,deskà,տախտակ
378,Platte::N,plôča,թիթեղ
379,Stütze::N,opóra,նեցուկ
380,Stütze::N,zaslómba,նեցուկ
381,Stange::N,gréd,ձող
382,Stock::N,pálica,փայտ
383,Stab::N,pálica,ցուպ
384,Stab::N,pálica,գավազան
385,Rohr::N,cév,խողովակ
386,Haus::N,híša,տուն
387,Heim::N,dóm,տուն
388,Ofen::N,péč,վառարան
389,Fußboden::N,pòd,հատակ
390,Tisch::N,míza,սեղան
391,Stuhl::N,stòl,աթոռ
392,Wiege::N,zíbel,օրորոց
393,Bett::N,póstelja,անկողին
394,Regal::N,políca,դարակ
395,Kiste::N,zabòj,տուփ
396,Fenster::N,ôkno,պատուհան
397,Tür::N,vráta,դուռ
398,Tor::N,velíka vráta,դարպաս
399,Zaun::N,ográja,ցանկապատ
400,Dach::N,stréha,տանիք
401,Dach::N,stréha,կտուր
402,Leiter::N,léstev,սանդուղք
403,Besen::N,mêtla,ավել
404,Spaten::N,lopáta,բահ
405,Schaufel::N,lopáta,թի
406,Gabel::N,vílice,պատառաքաղ
407,Löffel::N,žlíca,գդալ
408,Messer::N,nòž,դանակ
409,Nagel::N,žebèlj,մեխ
410,Netz::N,mréža,ցանց
411,Haken::N,kljúka,կարթ
412,Griff::N,ročáj,կոթ
413,Griff::N,ročáj,բռնակ
414,Griff::N,oprijèm,կոթ
415,Griff::N,oprijèm,բռնակ
416,Schloss::N,ključávnica,կողպեք
417,Bild::N,slíka,նկար
418,Bild::N,slíka,պատկեր
419,Figur::N,figúra,քանդակ
420,Figur::N,figúra,պատկեր
421,Figur::N,postáva,քանդակ
422,Figur::N,postáva,պատկեր
423,Puppe::N,lútka,տիկնիկ
424,Beutel::N,môšnja,տոպրակ
425,Bündel::N,cúla,կապոց
426,Bündel::N,svéženj,կապոց
427,Tasche::N,tórba,պայուսակ
428,Tasche::N,tobôlec,պայուսակ
429,Eimer::N,vêdro,դույլ
430,Deckel::N,pokròv,կափարիչ
431,Deckel::N,poklópec,կափարիչ
432,Geschirr::N,posóda,ամանեղեն
433,Sack::N,vréča,պարկ
434,Sack::N,vréča,տոպրակ
435,Tasse::N,skodélica,թաս
436,Tasse::N,skodélica,գավաթ
437,Topf::N,lônec,անոթ
438,Kessel::N,kôtel,կաթսա
439,Essen::N,hrána,կերակուր
440,Nahrung::N,živílo,ուտելիք
441,Speise::N,jéd,խորտիկ
442,Speise::N,jéd,կերակուր
443,Fleisch::N,mesó,միս
444,Getreide::N,žíto,հացահատիկ
445,Brei::N,káša,լանդակ
446,Brot::N,krùh,հաց
447,Scheibe::N,réženj,կտոր
448,Scheibe::N,réženj,պատառ
449,Fett::N,mást,ճարպ
450,Fett::N,maščôba,ճարպ
451,Butter::N,máslo,կարագ
452,Öl::N,ólje,ձեթ
453,Salz::N,sól,աղ
454,Suppe::N,júha,սուպ
455,Suppe::N,júha,ապուր
456,Honig::N,méd,մեղր
457,Milch::N,mléko,կաթ
458,Tee::N,čáj,թեյ
459,Leder::N,úsnje,կաշի
460,Wolle::N,vólna,բուրդ
461,Stoff::N,blagó,գործվածք
462,Nadel::N,ígla,ասեղ
463,Faden::N,nít,թել
464,Knopf::N,gúmb,կոճակ
465,Knoten::N,vôzel,հանգույց
466,Farbe::N,bárva,ներկ
467,Kleidung::N,obléka,հագուստ
468,Hemd::N,srájca,վերնաշապիկ
469,Kragen::N,ovrátnik,օձիք
470,Ärmel::N,rokáv,թեւք
471,Hose::N,hláče,շալվար
472,Gürtel::N,pás,գոտի
473,Mütze::N,kápa,կեպի
474,Mütze::N,čépica,կեպի
475,Schuh::N,čévelj,կոշիկ
476,Stiefel::N,škórenj,երկարաճիթ կոշիկ
477,Ring::N,pŕstan,զնգալ
478,Band::N,trák,ժապավեն
479,Kamm::N,glavník,սանր
480,Spiegel::N,zrcálo,հայելի
481,Spiegel::N,ogledálo,հայելի
482,Riemen::N,jêrmen,փոկ
483,Schnur::N,vŕvca,լար
484,Leine::N,konôpec,փոկ
485,Decke::N,odéja,վերմակ
486,Kissen::N,blazína,բարձ
487,Tuch::N,pŕt,թաշկինակ
488,Tuch::N,rúta,թաշկինակ
489,Handtuch::N,brisáča,սրբիչ
490,Kraft::N,síla,ուժ
491,Stärke::N,jákost,պնդություն
492,Stärke::N,jákost,ամրություն
493,Gesundheit::N,zdrávje,առողջություն
494,Krankheit::N,bolézen,ախտ
495,Krankheit::N,bolézen,հիվանդություն
496,Schmerz::N,ból,ցավ
497,Schmerz::N,ból,տանջանք
498,Schmerz::N,bolečína,ցավ
499,Schmerz::N,bolečína,տանջանք
500,Wunde::N,rána,վերք
501,Fieber::N,vročína,տենդ
502,Arznei::N,lék,դեղ
503,Arznei::N,zdravílo,դեղ
504,Brücke::N,móst,կամուրջ
505,Brunnen::N,vodnják,հոր
506,Brunnen::N,vodnják,ջրհոր
507,Weide::N,páša,արոտավայր
508,Pfad::N,stezà,արահետ
509,Weg::N,pót,ուղի
510,Straße::N,césta,ճանապարհ
511,Dorf::N,vás,գյուղ
512,Stadt::N,mésto,քաղաք
513,Brief::N,písmo,նամակ
514,Buch::N,knjíga,գիրք
515,Buchstabe::N,čŕka,տառ
516,Buchstabe::N,čŕka,գիր
517,Zeitung::N,čásnik,լրագիր
518,Leben::N,življênje,կյանք
519,Tod::N,smŕt,մահ
520,Grab::N,gròb,գերեզման
521,Kirche::N,cérkev,եկեղեցի
522,Sünde::N,gréh,մեղք
523,Gott::N,bóg,աստված
524,Arbeiter::N,délavec,բանվոր
525,Arbeiter::N,délavec,աշխատող
526,Chef::N,šéf,տեր
527,Meister::N,mójster,վարպետ
528,Arzt::N,zdravník,բժիշկ
529,Lehrer::N,učítelj,ուսուցիչ
530,Geld::N,denár,փող
531,Geschäft::N,kupčíja,գործ
532,Geschäft::N,kupčíja,աշխատանք
533,Laden::N,trgovína,կրպակ
534,Laden::N,trgovína,խանութ
535,Preis::N,céna,գին
536,Ware::N,róba,ապրանք
537,Nutzen::N,príd,օգուտ
538,Reichtum::N,bogástvo,հարստություն
539,Welt::N,svét,աշխարհ
540,Land::N,dežêla,երկիր
541,Staat::N,držáva,պետություն
542,König::N,králj,արքա
543,König::N,králj,թագավոր
544,Macht::N,oblást,իշխանություն
545,Grenze::N,mêja,սահման
546,Krieg::N,vôjna,պատերազմ
547,Feind::N,sovrážnik,թշնամի
548,Gewalt::N,nasílje,բռնություն
549,Gewalt::N,nasílje,սաստկություն
550,Kampf::N,bòj,մարտ
551,Kampf::N,bórba,մարտ
552,Bogen[Waffe]::N,lók,աղեղ
553,Pfeil::N,puščíca,նետ
554,Gewehr::N,púška,հրացան
555,Fehler::N,zmóta,սխալ
556,Lüge::N,láž,սուտ
557,Schaden::N,okvára,վնաս
558,Unglück::N,nesréča,դժբախտություն
559,Schuld::N,krívda,պակասություն
560,Alter::N,dôba,հասակ
561,Schluss::N,kônec,վերջ
562,Schluss::N,kônec,վախճան
563,Zeit::N,čàs,ժամանակ
564,Tag::N,dán,օր
565,Morgen::N,jútro,առավոտ
566,Mittag::N,póldan,կեսօր
567,Abend::N,večér,երեկո
568,Nacht::N,nóč,գիշեր
569,Woche::N,téden,շաբաթ
570,Monat::N,mésec,ամիս
571,Jahr::N,léto,տարի
572,Frühling::N,pomlád,գարուն
573,Sommer::N,polétje,ամառ
574,Herbst::N,jesén,աշուն
575,Winter::N,zíma,ձմեռ
576,Januar::N,jánuar,հունվար
577,Februar::N,fébruar,փետրվար
578,März::N,márec,մարտ
579,April::N,apríl,ապրիլ
580,Mai::N,máj,մայիս
581,Juni::N,júnij,հունիս
582,Juli::N,júlij,հուլիս
583,August::N,avgúst,օգոստոս
584,September::N,septêmber,սեպտեմբեր
585,Oktober::N,október,հոկտեմբեր
586,November::N,novêmber,նոյեմբեր
587,Dezember::N,decémber,դեկտեմբեր
588,Montag::N,ponedéljek,երկուշաբթի
589,Dienstag::N,tôrek,երեքշաբթի
590,Mittwoch::N,sréda,չորեքշաբթի
591,Donnerstag::N,četŕtek,հինգշաբթի
592,Freitag::N,pétek,ուրբաթ
593,Samstag::N,sobóta,շաբաթ
594,Sonntag::N,nedélja,կիրակի
595,groß::A,vêlik,մեծ
596,groß::A,vêlik,խոշոր
597,klein::A,májhen,պստիկ
598,klein::A,májhen,փոքրիկ
599,lang::A,dólg,երկար
600,kurz::A,krátek,կարճ
601,breit::A,širòk,լայն
602,schmal::A,ózek,նեղ
603,dicht::A,góst,խիտ
604,dick[Gegenstand]::A,dêbel,հաստ
605,dünn::A,tánek,բարակ
606,fein::A,drôben,նուրբ
607,fest::A,tŕden,ամուր
608,fest::A,tŕden,պինդ
609,flach::A,plán,տափակ
610,flach::A,plòsk,տափակ
611,glatt::A,gládek,հարթ
612,hart::A,tŕd,կարծր
613,weich::A,mehák,մեղմ
614,weich::A,mehák,փափուկ
615,rund::A,okrógel,կլոր
616,spitz::A,šílast,սրածայր
617,scharf::A,óster,սուր
618,stumpf::A,tóp,գուլ
619,stumpf::A,skŕhan,գուլ
620,schwer::A,têžek,ծանր
621,schön::A,lép,սիրուն
622,schön::A,lép,գեղեցիկ
623,schön::A,krásen,սիրուն
624,schön::A,krásen,գեղեցիկ
625,heiß::A,vròč,թեժ
626,warm::A,tôpel,տաք
627,warm::A,tôpel,ջերմ
628,kalt::A,mŕzel,ցուրտ
629,kalt::A,hláden,ցուրտ
630,kühl::A,hláden,զով
631,frisch::A,svéž,թարմ
632,feucht::A,vlážen,ղոնավ
633,nass::A,móker,թաց
634,trocken::A,súh,ցամաք
635,voll::A,póln,լի
636,voll::A,póln,լիքը
637,leer::A,prázen,դատարկ
638,offen::A,odpŕt,բաց
639,geschlossen::A,zapŕt,գոց
640,sauber::A,číst,մաքուր
641,sauber::A,líčen,մաքուր
642,schmutzig::A,umázan,կեղտոտ
643,roh::A,suròv,հում
644,reif::A,zrèl,հասած
645,reif::A,zrèl,հասուն
646,lecker::A,okúsen,համեղ
647,süß::A,sládek,անուշ
648,bitter::A,grenák,կծու
649,sauer::A,kísel,թթու
650,sauer::A,kísel,թթված
651,hell::A,svetèl,պայծառ
652,hell::A,svetèl,խելամիտ
653,dunkel::A,temèn,մութ
654,schwarz::A,čŕn,սեւ
655,weiß::A,bél,սպիտակ
656,rot::A,rdèč,կարմիր
657,gelb::A,žólt,դեղին
658,gelb::A,rumèn,դեղին
659,blau::A,móder,կապույտ
660,grün::A,zelèn,կանաչ
661,grau::A,sív,գորշ
662,bunt::A,písan,գոյնզգոյն
663,billig::A,pocéni,էժան
664,teuer::A,drág,թանկ
665,wertvoll::A,dragocén,թանկարժեք
666,blind::A,slép,կույր
667,taub::A,glúh,խուլ
668,kräftig::A,močán,հզոր
669,stark::A,ják,ուժեղ
670,schwach::A,šíbek,տկար
671,schwach::A,šíbek,թույլ
672,fett::A,dêbel,գեր
673,schlank::A,vítek,նիհար
674,hübsch::A,lép,գրավիչ
675,hübsch::A,lép,սիրունիկ
676,böse::A,zèl,չար
677,böse::A,hudôben,չար
678,dumm::A,glúp,հիմար
679,dumm::A,bédast,հիմար
680,faul::A,lén,ծույլ
681,fleißig::A,marljív,ջանասեր
682,fleißig::A,marljív,փութաջան
683,geizig::A,škŕt,ագահ
684,geizig::A,škŕt,կծծի
685,klug::A,pámeten,խելոք
686,klug::A,pámeten,ընդունակ
687,geschickt::A,spréten,ճարտար
688,lieb::A,míl,սիրելի
689,lieb::A,ljúb,սիրելի
690,lustig::A,vesél,զվարթ
691,sanft::A,láhek,հեզ
692,hungrig::A,láčen,քաղցած
693,krank::A,bolán,հիվանդ
694,nackt::A,nág,մերկ
695,traurig::A,túžen,տխուր
696,lebendig::A,žív,կենդանի
697,gut::A,dóber,լավ
698,schlecht::A,malopríden,վատ
699,richtig::A,pravílen,ձիշտ
700,schlimm::A,húd,լղրճուկ
701,wahr::A,resníčen,ճիշտ
702,wahr::A,resníčen,իրական
703,alt::A,stàr,հին
704,neu::A,nòv,նոր
705,ehemalig::A,nekdánji,նախկին
706,alt[Lebewesen]::A,stàr,ծեր
707,alt[Lebewesen]::A,stàr,պառավ
708,jung::A,mlád,մատաղ
709,arm::A,ubóg,աղքատ
710,arm::A,réven,աղքատ
711,reich::A,bogàt,հարուստ
712,bekannt::A,znán,ծանոթ
713,berühmt::A,sláven,հայտնի
714,berühmt::A,sláven,հռչակավոր
715,berühmt::A,znamenít,հայտնի
716,berühmt::A,znamenít,հռչակավոր
717,fremd::A,túj,օտար
718,verschieden::A,razlíčen,տարբեր
719,nah::A,blížnji,մոտ
720,nah::A,blížnji,մերձ
721,fern::A,dáleč,հեռավոր
722,linker::A,lévi,ձախ
723,rechter::A,désni,աջ
724,anderer::A,drúgi,այլ
725,anderer::A,drúgi,ուրիշ
726,erster::A,pŕvi,առաջին
727,zweiter::A,drúgi,երկրորդ
728,dritter::A,trétji,երրորդ
729,letzter::A,poslédnji,վերջին
730,allein::ADV,sám,միայնակ
731,auf einmal::ADV,obênem,միասնաբար
732,zusammen::ADV,skúpaj,միասին
733,zusammen::ADV,skúpaj,իրար հետ
734,lange::ADV,dólgo,երկար ժամանակ
735,plötzlich::ADV,náglo,հանկարծ
736,plötzlich::ADV,nenádoma,հանկարծ
737,sofort::ADV,prècej,իսկույն
738,später::ADV,poznêje,ավելի ուշ
739,später::ADV,poznêje,հետո
740,jetzt::ADV,zdàj,այժմ
741,heute::ADV,dánes,այսօր
742,morgen::ADV,jútri,վաղը
743,bald::ADV,kmálu,շուտով
744,dann::ADV,nató,ապա
745,dann::ADV,nató,հետո
746,gestern::ADV,včéraj,երեկ
747,einst::ADV,nékdaj,հին ատեն
748,damals::ADV,tedàj,ատէնին
749,damals::ADV,takràt,ատէնին
750,danach::ADV,potèm,ապա
751,danach::ADV,potèm,այն ժամանակ
