,Concept_ID,bn,ta
183,Schlinge::N,পাশ,கண்ணி
184,Spur::N,চিহ্ন,சுவடு
185,Asche::N,ভস্ম,சாம்பல்
186,Dreck::N,ময়লা,அழுக்கு
187,Eisen::N,লোহা,இரும்பு
188,Gold::N,স্বর্ণ,தங்கம்
189,Silber::N,রৌপ্য,வெள்ளி
190,Kohle::N,অঙ্গার,நிலக்கரி
191,Glas::N,কাচ,கண்ணாடி
192,Lehm::N,মৃত্তিকা,களிமண்
193,Sand::N,বালি,மணல்
194,Mensch::N,নর,மனிதர்கள்
195,Mensch::N,মানুষ,மனிதர்கள்
196,Mann::N,মানুষ,மனிதன்
197,Frau::N,নারী,பெண்
198,Kind::N,বাচ্চা,குழந்தை
199,Junge::N,ছেলে,பையன்
200,Mädchen::N,মেয়ে,சிறுமி
201,Familie::N,পরিবার,குடும்பம்
202,Großvater::N,মাতামহ,தாத்தா
203,Großmutter::N,মাতামহী,பாட்டி
204,Eltern::N,মাতাপিতা,பெற்றோர்
205,Vater::N,পিতা,தந்தை
206,Mutter::N,মাতা,தாய்
207,Sohn::N,ছেলে,மகன்
208,Tochter::N,মেয়ে,மகள்
209,Bruder::N,দাদা,சகோதரன்
210,Schwester::N,বোন,அக்கா
211,Schwester::N,দিদি,அக்கா
212,Onkel::N,মামা,தாய் மாமன்
213,Tante::N,মাসী,அத்தை
214,Ehemann::N,স্বামী,கணவன்
215,Ehefrau::N,পত্নী,மனைவி
216,Freude::N,উল্লাস,கொண்டாட்டம்
217,Gelächter::N,হাসি,சிரிப்பு
218,Glück::N,সুখ,மகிழ்ச்சி
219,Kummer::N,দুঃখ,துயரம்
220,Wunsch::N,আকাঙ্ক্ষা,விருப்பம்
221,Lust::N,বাসনা,விருப்பம்
222,Geist::N,আত্না,ஆன்மா
223,Gedanke::N,চিন্তা,எண்ணம்
224,Gedächtnis::N,স্মরণশক্তি,ஞாபகம்
225,Verstand::N,মন,மனம்
226,Sinn::N,পদার্থ,அர்த்தம்
227,Grund::N,কারণ,காரணம்
228,Wahrheit::N,সত্য,உண்நை
229,Gespräch::N,কথাবার্তা,பெசு
230,Märchen::N,রূপকথা,நம்பத்தகாத கதை
231,Erzählung::N,গল্প,கதை
232,Nachricht::N,তথ্য,செய்தி
233,Neuigkeit::N,খবরাখবর,செய்தி
234,Name::N,নাম,பெயர்
235,Rätsel::N,ধাঁধা,புதிர்
236,Rede::N,বক্তৃতা,பேச்சு
237,Sprache::N,ভাষা,மொழி
238,Stimme::N,স্বর,குரல்
239,Wort::N,শব্দ,வார்த்தை
240,Zeichen::N,প্রতীক,குறி
241,Ruf::N,ডাক,அழைப்பு
242,Lärm::N,হৈচৈ,சத்தம்
243,Laut::N,ধ্বনি,ஒலி
244,Ton::N,স্বর,குரல்
245,Lied::N,গান,பாட்டு
246,Ruhe::N,শান্তি,அமைதி
247,Leute::N,প্রজাপুঞ্জ,மக்கள்
248,Volk::N,জাতি,மக்கள்
249,Arbeit::N,চাকরি,வேலை
250,Gast::N,অতিথি,விருந்தாளி
251,Geschenk::N,উপহার,பரிசுப் பொருள்
252,Spiel::N,খেলা,விளையாட்டு
253,Gesellschaft::N,সঙ্গিগণ,சமுதாயம்
254,Hilfe::N,সাহায্য,உதவி
255,Freund::N,বন্ধু,நண்பன்
256,Kamerad::N,সঙ্গী,உடனிருப்பவன்
257,Angelegenheit::N,বিষয়,செய்தி
258,Anzahl::N,পরিমাণ,எண்ணிக்கை
259,Art::N,রকম,வகை
260,Stück::N,টুকরো,துண்டம்
261,Teil::N,অংশ,பகுதி
262,Hälfte::N,অর্ধেক,பாதி
263,Kreis::N,বৃত্ত,வட்டம்
264,Kreuz::N,ক্রুশ,சிலுவை
265,Linie::N,রেখা,கோடு
266,Strich::N,কষি,வாத நோய்
267,Abstand::N,ফাঁক,இடைவெளி
268,Entfernung::N,ব্যবধান,தூரம்
269,Gegend::N,ক্ষেত্র,வட்டாரம்
270,Platz::N,জায়গা,வெற்றிடம்
271,Ort::N,স্থান,இடம்
272,Seite::N,পার্শ্ব,பக்கம்
273,Mitte::N,মধ্য,இடைப்பகுதி
274,Gegenstand::N,জিনিস,உருப்படி
275,Sache::N,বস্তু,பொருள்
276,Rand::N,কানা,தொங்கு
277,Kante::N,ধার,விளிம்பு
278,Ecke::N,কোণ,மூலை
279,Spitze::N,ডগা,முனை
280,Ende::N,প্রান্ত,முடிவு
281,Loch::N,গর্ত,துளை
282,Winkel::N,কোণ,கோணம்
283,Muster::N,নমুন্,பாங்கு
284,Größe::N,আয়তন,அளவு
285,Länge::N,দৈর্ঘ্য,நீளம்
286,Höhe::N,উচ্চতা,உயரம்
287,Gewicht::N,ওজন,எடை
288,Menge::N,পরিমাণ,தொகை
289,Haufen::N,পুঞ্জ,குவியல்
290,Reihe::N,শ্রেণী,வரிசை
291,Boot::N,নৌকা,படகு
292,Ruder::N,দাঁড়,துடுப்பு
293,Schlitten::N,স্নেজ্-গাড়ি,சகடையிலா வண்டி
294,Ski::N,শী,பனிச் சறுக்கல்
295,Lagerfeuer::N,অগ্নি,மூட்டம்
296,Last::N,বোঝা,பாரம்
297,Gang::N,হণ্টন,நடை
298,Schritt::N,পদ,காலடி
299,Norden::N,উত্তরদিক্,வடக்கு
300,Süden::N,দক্ষিণদিক,தெற்கு
301,Westen::N,পশ্চিমদিক্,மேற்கு திசை
302,Osten::N,পূর্বদিক,கிழக்கு
303,Holz::N,কাঠ,மரக்கட்டை
304,Brett::N,তক্তা,பலகை
305,Platte::N,ফলক,பலகம்
306,Stütze::N,নাগদণ্ড,அடைப்புகன்
307,Stange::N,দণ্ড,கம்பம்
308,Stock::N,ছড়ি,குச்சி
309,Stab::N,যষ্টি,கம்பு
310,Rohr::N,নল,குழாய்
311,Haus::N,ঘর,வீடு
312,Heim::N,বাসা,வீடு
313,Ofen::N,স্টোভ্,அடுப்பு
314,Fußboden::N,গহতল,தரை
315,Tisch::N,মেজ,மேசை
316,Tisch::N,টেবিল,மேசை
317,Stuhl::N,চেয়ার,நாற்காலி
318,Stuhl::N,কেদারা,நாற்காலி
319,Wiege::N,দোলনা,தொட்டில்
320,Bett::N,শয্যা,படுக்கை
321,Regal::N,তাক,அலமாரி
322,Kiste::N,বাক্স,பெட்டி
323,Fenster::N,জানালা,சாளரம்
324,Tür::N,দ্বার,கதவு
325,Tor::N,দ্বার,வாசற்கதவு
326,Zaun::N,বেড়া,வேலி
327,Dach::N,ছাদ,கூரை
328,Leiter::N,মই,ஏணி
329,Besen::N,গুল্মবিশেষ,விளக்குமாறு
330,Spaten::N,কোদাল,மண்வெட்டி
331,Schaufel::N,বেলচা,அடிதண்டா
332,Gabel::N,কাঁটা,முட்கரண்டி
333,Löffel::N,চামচ,கரண்டி
334,Messer::N,ছুরি,கத்தி
335,Nagel::N,পেরেক,ஆணி
336,Netz::N,জাল,வலை
337,Haken::N,কাচি,கொக்கி
338,Griff::N,হাতল,கைப்பிடி
339,Schloss::N,তালা,பூட்டு
340,Bild::N,ছবি,படம்
341,Bild::N,চিত্র,படம்
342,Figur::N,আকার,எண்ணிக்கை
343,Puppe::N,পুতুল,பொம்மை
344,Beutel::N,বটুয়া,பை
345,Bündel::N,আঁটি,பொதி
346,Tasche::N,থলি,பை
347,Eimer::N,বাল্তি,வாளி
348,Deckel::N,আবরণ,உறை
349,Geschirr::N,থালা-বাসন,பாத்திரம்
350,Sack::N,বস্তা,பை
351,Tasse::N,কাপ,கிண்ணம்
352,Topf::N,পাত্র,பானை
353,Kessel::N,কেটলি,கெண்டி
354,Essen::N,আহার,உணவருந்துதல்
355,Nahrung::N,খাদ্য,உணவு
356,Speise::N,খাদ্য,உணவு வகை
357,Fleisch::N,মাংস,இறைச்சி
358,Getreide::N,শস্য,மக்காச்சோளம்
359,Brei::N,মণ্ড,கஞ்சி
360,Brot::N,রুটি,ரொட்டி
361,Scheibe::N,ফালি,துண்டு
362,Fett::N,মেদ,கொழுப்பு
363,Butter::N,মাখন,வெண்ணெய்
364,Öl::N,তৈল,எண்ணெய்
365,Salz::N,নুন,உப்பு
366,Suppe::N,শুরুয়া,ரசம்
367,Honig::N,মধু,தேன்
368,Milch::N,দুধ,பால்
369,Tee::N,চা,தெனீர்
370,Leder::N,পাকা চামড়া,பதம் செய்யப்பட்ட தோல்
371,Wolle::N,পশম,கம்பளி
372,Stoff::N,বস্ত্র,துணி
373,Nadel::N,সুচ,ஊசி
374,Faden::N,সূত্র,நூல்
375,Knopf::N,বোতাম,பொத்தான்
376,Knoten::N,গিঁট,முடிச்சு
377,Farbe::N,রং,வண்ணக் குழம்பு
378,Kleidung::N,কাপড়,ஆடைகள்
379,Hemd::N,শার্ট,சட்டை
380,Kragen::N,গলবন্ধ,கழுத்துப் பட்டை
381,Ärmel::N,আস্তিন্,சட்டைக்கை
382,Hose::N,ট্রাউজার,கால்சட்டை
383,Gürtel::N,কটিবন্ধ,பெல்ட்
384,Mütze::N,টুপি,தொப்பி
385,Schuh::N,জুতো,காலணி
386,Stiefel::N,বুট,காலணி
387,Ring::N,আংটি,மோதிரம்
388,Band::N,ফিতা,நாடா
389,Kamm::N,চিরুনি,கீப்பு
390,Spiegel::N,আয়না,ஆடி
391,Spiegel::N,আয়না,கண்ணாடி
392,Riemen::N,চাবুক,வார்
393,Schnur::N,দড়ি,கயிறு
394,Leine::N,শিকল,தோல்வார்
395,Decke::N,কম্বল,போர்வை
396,Kissen::N,উপাধান,தலையணை
397,Tuch::N,বস্ত্র,துணி
398,Handtuch::N,তোয়ালে,தண்டு
399,Kraft::N,জোর,நிர்பந்தம்
400,Stärke::N,শক্তি,பலம்
401,Gesundheit::N,স্বাস্থ্য,ஆரோக்கியம்
402,Krankheit::N,অসুখ,நோய்
403,Krankheit::N,ব্যামো,நோய்
404,Schmerz::N,যন্ত্রণা,வலி
405,Wunde::N,ক্ষত,காயம்
406,Fieber::N,জ্বর,காய்ச்சல்
407,Arznei::N,ঔষধ,மருந்து
408,Brücke::N,সেতু,பாலம்
409,Brunnen::N,কূপ,கேணி
410,Weide::N,পশুচারণভূমি,மேய்ச்சல் நிலம்
411,Pfad::N,পথ,நடை வழி
412,Weg::N,পথ,வழி
413,Straße::N,রাস্তা,சாலை
414,Dorf::N,গ্রাম,கிராமம்
415,Stadt::N,শহর,நகரம்
416,Brief::N,চিঠি,கடிதம்
417,Buch::N,বই,புத்தகம்
418,Buchstabe::N,অক্ষর,எழத்து
419,Zeitung::N,সংবাদপত্র,செய்தித்தாள்
420,Leben::N,জীবন,வாழ்க்கை
421,Tod::N,মৃত্যু,மரணம்
422,Grab::N,কবর,சமாதி
423,Kirche::N,গির্জা,தேவாலயம்
424,Sünde::N,পাপ,பாவம்
425,Gott::N,দেবতা,கடவுள்
426,Arbeiter::N,শ্রমিক,தொழிலாளி
427,Chef::N,নেতা,மேலாளர்
428,Meister::N,ব্যক্তি,தலைவன்
429,Arzt::N,চিকিৎসক,மருத்துவர்
430,Lehrer::N,অধ্যাপক,ஆசிரியர்
431,Geld::N,মুদ্রা,பணம்
432,Geld::N,টাকাপয়সা,பணம்
433,Geschäft::N,ব্যস্ততা,வாணிபம்
434,Laden::N,দোকান,கடை
435,Preis::N,মূল্য,விலை
436,Ware::N,পণ্যদ্রব্য,சாமன்கள்
437,Nutzen::N,সুবিধা,இலாபம்
438,Reichtum::N,ধনদৌলত,சொத்து
439,Welt::N,জগৎ,உலகம்
440,Land::N,খেত,நாடு
441,Staat::N,রাষ্ট্র,நாடு
442,König::N,রাজা,அரசன்
443,Macht::N,প্রভাব,அதிகாரம்
444,Grenze::N,সীমা,எல்லை
445,Krieg::N,যুদ্ধ,போர்
446,Feind::N,শত্রু,எதிரி
447,Gewalt::N,জোর,வன்முறை
448,Kampf::N,লড়াই,போராட்டம்
449,Bogen[Waffe]::N,ধনুক,வில்
450,Pfeil::N,বাণ,அம்பு
451,Gewehr::N,বন্দুক,துப்பாக்கி
452,Fehler::N,ভুল,தவறு
453,Lüge::N,মিথ্যা,பொய்
454,Schaden::N,ক্ষতি,சேதாரம்
455,Unglück::N,দুর্ভাগ্য,இடையூறு
456,Schuld::N,অপরাধ,குற்றம்
457,Alter::N,আয়ু,வயது
458,Schluss::N,শেষ,முடிவு
459,Zeit::N,সময়,காலம்
460,Tag::N,দিন,நாள்
461,Morgen::N,সকাল,காலை நேரம்
462,Mittag::N,মধ্যাহু,மதியம்
463,Abend::N,সন্ধ্যা,மாலைப் பொழுது
464,Nacht::N,রাত্রি,இரவு
465,Woche::N,সপ্তাহ,வாரம்
466,Monat::N,মাস,மாதம்
467,Jahr::N,সৌরবর্ষ,வருடம்
468,Frühling::N,বসন্তকাল,வசந்தம்
469,Sommer::N,গ্রীষ্মকাল,கோடை
470,Herbst::N,শরংঋতু,இலையுதிர் காலம்
471,Winter::N,শীতকাল,குளிர்காலம்
472,Januar::N,জানুয়ারী,ஜனவரி
473,Februar::N,ফেব্রুয়ারী,பிபரவரி மாதம்
474,März::N,মার্চ,மார்ச் மாதம்
475,April::N,এপ্রিল,ஏப்ரல் மாதம்
476,Mai::N,মে,மே மாதம்
477,Juni::N,জুন,ஜூன் மாதம்
478,Juli::N,জুলাই,ஜூலை மாதம்
479,August::N,অগাস্ট,ஆகஸ்ட் மாதம்
480,September::N,সেপ্টেম্বর,செப்டம்பர் மாதம்
481,Oktober::N,অক্টোবর,அக்டோபர் மாதம்
482,November::N,নভেম্বর,நவம்பர் மாதம்
483,Dezember::N,ডিসেম্বর,டிசம்பர்
484,Montag::N,সোমবার,திங்கட் கிழமை
485,Dienstag::N,মঙ্গলবার,செவ்வாய்க்கிழமை
486,Mittwoch::N,বুধবার,புதன் கிழமை
487,Donnerstag::N,বৃহম্পতিবার,வியாழக் கிழமை
488,Freitag::N,শুক্রবার,வெள்ளிக்கிழமை
489,Samstag::N,শনিবার,சனிக்கிழமை
490,Sonntag::N,রবিবার,ஞாயிறுக் கிழமை
491,groß::A,বৃহৎ,பெரிய
492,klein::A,ছোট,சிறிய
493,lang::A,দীর্ঘ,நீண்ட
494,kurz::A,খর্ব,குட்டையான
495,kurz::A,হ্রস্ব,குட்டையான
496,breit::A,চওড়া,அகலமான
497,schmal::A,সরু,குறுகலான
498,dicht::A,ঘন,அடர்த்தியான
499,dick[Gegenstand]::A,পুরু,தடித்த
500,dünn::A,কৃশ,சன்னமான
501,fein::A,সূক্ষ্ম,மெல்லிய
502,fest::A,দৃঢ়,உறுதியாள
503,flach::A,সমতল,தட்டையான
504,glatt::A,মসৃণ,வழுவழுப்பான
505,hart::A,শক্ত,கடினமான
506,weich::A,নরম,மென்மையான
507,rund::A,গোলাকার,உருண்டையான
508,spitz::A,তীক্ষ্ন,திகந்தமாக
509,scharf::A,শাণিত,கூரான
510,stumpf::A,ভোঁতা,உளம் திறந்த
511,schwer::A,ভারী,கனமான
512,schön::A,সুন্দর,அழகான
513,heiß::A,গরম,சூடான
514,warm::A,ঈষদুষ্ণ,இதமான
515,kalt::A,ঠাণ্ডা,குளிர்ச்சியான
516,kühl::A,শীতল,குளிர்ச்சியான
517,frisch::A,তাজা,சுத்தமான
518,feucht::A,ভিজা,ஈரமான
519,nass::A,ভিজা,ஈரமான
520,trocken::A,শুষ্ক,உலர்ந்த
521,voll::A,পূর্ণ,நிரம்பிய
522,leer::A,খালি,காலியான
523,offen::A,খোলা,திறந்த
524,geschlossen::A,বন্ধ,மூடப்பட்ட
525,sauber::A,নির্মল,சுத்தமான
526,schmutzig::A,নোংরা,அழக்கான
527,roh::A,কাঁচা,கச்சா
528,reif::A,পাকা,பழுத்த
529,lecker::A,সুস্বাদ,சுவைமிக்க
530,süß::A,মিষ্ট,இனிப்பான
531,bitter::A,তিক্ত,கசப்பான
532,sauer::A,টক,புளிப்பாக
533,hell::A,উজ্জ্বল,பளபளப்பான
534,dunkel::A,অন্ধকারময়,கருமையான
535,schwarz::A,কালো,கருப்பு வண்ண
536,weiß::A,সাদা,வெண்மையன
537,rot::A,লাল,சிவப்பு
538,gelb::A,হলদে,மஞ்சள் வண்ணம்
539,blau::A,নীল,நீல வண்ண
540,grün::A,সবুজ,பச்சை வண்ண
541,grau::A,ছাই-রঙা,சாம்பல் நிற
542,bunt::A,রঙিন,வண்ண மயமான
543,billig::A,সস্তা,மலிவான
544,teuer::A,আক্রা,விலை அதிகமான
545,wertvoll::A,মহার্ঘ,மதிப்புள்ள
546,blind::A,কানা,பார்வையற்ற
547,taub::A,বধির,செவிடான
548,kräftig::A,বিশাল,வலிமையான
549,stark::A,শক্তিশালী,பலமான
550,schwach::A,দুর্বল,பலவீனமான
551,fett::A,মোটা,பருமனாக
552,schlank::A,কৃশ,ஒல்லியான
553,hübsch::A,সুন্দর,அழகிய
554,böse::A,খারাপ,கேடு விளைவிக்கும்
555,dumm::A,মূর্খ,முட்டாள்தனமான
556,faul::A,শ্রমবিমুখ,சோம்பலான
557,fleißig::A,পরিশ্রমী,ஊக்கந்தளராத
558,geizig::A,ব্যয়কুণ্ঠ,கஞேசத்தனமான
559,klug::A,দক্ষ,சாதுரியமான
560,geschickt::A,পটু,திறமையள்ள
561,lieb::A,প্রেয়,அன்புக்குரிய
562,lustig::A,প্রফুল্ল,களிப்புமிக்க
563,sanft::A,নম্র,சாதுவான
564,hungrig::A,ক্ষুধার্ত,பசியுடன்
565,krank::A,অসুস্থ,நோயுற்று
566,nackt::A,উলঙ্গ,ஆடையற்ற
567,traurig::A,দুঃখিত,சோகமான
568,lebendig::A,জীবিত,பிழைப்பு
569,gut::A,ভালো,நல்ல
570,schlecht::A,মন্দ,கெட்ட
571,richtig::A,ঠিক,சரியான
572,schlimm::A,কদর্য,அருவருப்பான
573,wahr::A,বাস্তব,உண்மையான
574,alt::A,পুরাতন,பழைய
575,neu::A,নব,புதிய
576,neu::A,নূতন,புதிய
577,ehemalig::A,পূর্বকালীন,முன்நாள்
578,alt[Lebewesen]::A,বৃদ্ধ,வயதான
579,jung::A,তরুণ,இளமையான
580,arm::A,ক্ষুদ্র,ஏழ்மையான
581,reich::A,ধনবান্,செல்வம் படைத்த
582,bekannt::A,সুপরিচিত,பழக்கப்பட்ட
583,berühmt::A,বিখ্যাত,புகழ்பெற்ற
584,fremd::A,বিদেশি,அயல் நாட்டு
585,verschieden::A,বিসদৃশ,வித்தியாசமான
586,nah::A,নিকটবতী,பக்கத்தில் உள்ள
587,fern::A,দুরবতী,தொலை தூரத்தில்
588,linker::A,বাম,மீந்திருக்கும்
589,rechter::A,ডান,வலதுபக்கம்
590,rechter::A,ডাইন,வலதுபக்கம்
591,anderer::A,অন্যতর,மற்ற
592,erster::A,প্রথম,முதனமையான
593,zweiter::A,দ্বিতীয়,இரண்டாவது
594,dritter::A,তৃতীয়,மூன்றாவது
595,letzter::A,সর্বশেষ,கடைசி
596,allein::ADV,একক,தனியாக
597,auf einmal::ADV,জলদি,தடீரென்று
598,zusammen::ADV,একসঙ্গে,சேர்ந்து
599,lange::ADV,লম্বা,அதிக நோம்
600,plötzlich::ADV,হঠাৎ,தடீரென்று
601,sofort::ADV,মুহ্ণর্তমধ্যে,உடனடியாக
602,später::ADV,পশ্চাতে,பிறகு
603,jetzt::ADV,এখন,இப்பொழது
604,heute::ADV,আজ,இன்று
605,morgen::ADV,আগামিকাল,நாளைக்கு
606,bald::ADV,অস্পকালমধ্যে,சீக்கிரம்
607,dann::ADV,তখন,அப்பொழுது
608,gestern::ADV,গতকাল,நேற்று
609,einst::ADV,একবার মাত্র,ஒரே முறை
610,damals::ADV,তখন,அப்பொழுது
611,danach::ADV,পরে,பிற்பாடு
612,vorher::ADV,আগে,முன்பாக
613,zuerst::ADV,আগে,முதலில்
