,Concept_ID,te,pl
500,Unglück::N,దురదృష్టము,nieszczęście
501,Schuld::N,తప్పు,wina
502,Alter::N,వయస్సు,wiek
503,Schluss::N,ముగింపు,koniec
504,Schluss::N,ముగింపు,zakończenie
505,Zeit::N,కాలము,czas
506,Tag::N,దినము,dzień
507,Morgen::N,ఉదయము,ranek
508,Morgen::N,ఉదయము,poranek
509,Mittag::N,మధ్యాహ్నము,południe
510,Abend::N,సాయంకాలము,wieczór
511,Nacht::N,రత్రి,noc
512,Woche::N,వారము,tydzień
513,Monat::N,నెల,miesiąc
514,Jahr::N,సంవత్సరము,rok
515,Frühling::N,వసంతకాలము,wiosna
516,Sommer::N,వేసవికాము,lato
517,Herbst::N,ఆకురాలుకాలము,jesień
518,Winter::N,శీతకాలము,zima
519,Januar::N,జనవరి,styczeń
520,Februar::N,ఫిబ్రవరి,luty
521,März::N,మార్చి,marzec
522,April::N,ఏప్రిలు,kwiecień
523,Mai::N,మే,maj
524,Juni::N,జూన్,czerwiec
525,Juli::N,జూలై,lipiec
526,August::N,ఆగస్టు,sierpień
527,September::N,సెప్ఠెంబరు,wrzesień
528,Oktober::N,అక్టోబరు,październik
529,November::N,నవంబరు,listopad
530,Dezember::N,డిసెంబర్,grudzień
531,Montag::N,సోమవారము,poniedziałek
532,Dienstag::N,మంగళవారము,wtorek
533,Mittwoch::N,బుధవారము,środa
534,Donnerstag::N,గురువారము,czwartek
535,Freitag::N,శుక్రవారము,piątek
536,Samstag::N,శనివారము,sobota
537,Sonntag::N,ఆదివారము,niedziela
538,groß::A,గొప్పైన,duży
539,groß::A,గొప్పైన,wielki
540,klein::A,చిన్న,mały
541,lang::A,పొడుగాటి,długi
542,kurz::A,పొట్టి,krótki
543,breit::A,వెడల్పైన,szeroki
544,schmal::A,ఇఱుకైన,wąski
545,dicht::A,దట్టమైన,gęsty
546,dick[Gegenstand]::A,దట్టమైన,gruby
547,dünn::A,పలుచని,cienki
548,fein::A,నాజాకైన,drobny
549,fest::A,దృడమైవ,mocny
550,fest::A,దృడమైవ,twardy
551,flach::A,చదువైన,płaski
552,glatt::A,నున్నని,gładki
553,hart::A,కఠినమైన,twardy
554,weich::A,మృదువైన,miękki
555,rund::A,గుండ్రని,okrągły
556,spitz::A,మొనగల,spiczasty
557,scharf::A,పదనైన,ostry
558,stumpf::A,వాడిలేని,tępy
559,schwer::A,బరువ్తెన,ciężki
560,schön::A,సుందరమైన,ładny
561,schön::A,సుందరమైన,piękny
562,heiß::A,వేడియైన,gorący
563,warm::A,వెచ్చని,ciepły
564,kalt::A,చల్లని,zimny
565,kühl::A,చల్లని,chłodny
566,frisch::A,తాజాయైన,świeży
567,feucht::A,చెమ్మగానున్న,wilgotny
568,nass::A,తడిగామన్న,mokry
569,trocken::A,ఎండిన,suchy
570,voll::A,నిండు,pełny
571,leer::A,శూన్యమైన,pusty
572,leer::A,శూన్యమైన,próżny
573,offen::A,తెఱచియున్న,otwarty
574,geschlossen::A,మూసిన,zamknięty
575,sauber::A,పరిశుద్ధమైన,czysty
576,schmutzig::A,ముఱికియైన,brudny
577,roh::A,పచ్చి,surowy
578,reif::A,పండివ,dojrzały
579,lecker::A,రుచి గల,smaczny
580,süß::A,తియ్యని,słodki
581,bitter::A,చేదైన,gorzki
582,sauer::A,పుల్లని,kwaśny
583,hell::A,కాంతిగల,jasny
584,dunkel::A,చీకటియైన,ciemny
585,schwarz::A,నల్లని,czarny
586,weiß::A,తెలుపు,biały
587,rot::A,ఎఱ్ఱని,czerwony
588,gelb::A,పసుపు పచ్చ,żółty
589,blau::A,నీలవర్ణము,błękitny
590,blau::A,నీలవర్ణము,niebieski
591,grün::A,ఆకుపచ్చని,zielony
592,grau::A,నెరిసిన,szary
593,bunt::A,రంగేలీ,barwny
594,billig::A,చౌకయైన,tani
595,teuer::A,వెలపొడుగైన,drogi
596,wertvoll::A,విలుప్తెన,cenny
597,blind::A,గ్రుడ్డి,ślepy
598,taub::A,చెవిటి,głuchy
599,kräftig::A,శక్తి గల,mocny
600,stark::A,బలమైన,silny
601,schwach::A,బలహీనమైన,słaby
602,fett::A,క్రొవ్విన,tłusty
603,schlank::A,సన్నని,smukły
604,hübsch::A,సాగప్తెన,ładny
605,böse::A,చెడ్డ,zły
606,dumm::A,తెలివిలేని,głupi
607,faul::A,సోమరియైన,leniwy
608,fleißig::A,శ్రద్దగల,pilny
609,geizig::A,పిసినారియైన,skąpy
610,klug::A,తెలివిగల,mądry
611,geschickt::A,నిపుణతగల,zręczny
612,lieb::A,ప్రియమైన,miły
613,lustig::A,ఉల్లాసము గల,wesoły
614,sanft::A,సాధువైన,łagodny
615,hungrig::A,ఆకలిగొనిన,głodny
616,krank::A,వ్యాధిగల,chory
617,nackt::A,దిగంబరమైన,nagi
618,traurig::A,విచారముగల,smutny
619,lebendig::A,ప్రాణముతో నున్న,żywy
620,gut::A,మంచి,dobry
621,schlecht::A,చెడ్డ,zły
622,richtig::A,సరియైన,słuszny
623,richtig::A,సరియైన,właściwy
624,schlimm::A,అసహ్యమైన,zły
625,wahr::A,నిజమైన,prawdziwy
626,alt::A,ముసలి,stary
627,neu::A,క్రొత్త,nowy
628,ehemalig::A,పూర్వపు,były
629,alt[Lebewesen]::A,ముసలి,stary
630,jung::A,పసి,młody
631,arm::A,బీద,ubogi
632,arm::A,బీద,biedny
633,reich::A,ధనవంతుడైన,bogaty
634,bekannt::A,తెలిసిన,znany
635,berühmt::A,ప్రపిద్దికెక్కివ,słynny
636,fremd::A,అన్యమైన,obcy
637,fremd::A,అన్యమైన,cudzy
638,verschieden::A,భేదమైన,różny
639,nah::A,దగ్గఱనున్న,bliski
640,fern::A,దూరమందున్న,daleki
641,linker::A,ఎడమప్రక్కగ,lewy
642,rechter::A,కుడి,prawy
643,anderer::A,వేఱ్తెన,inny
644,erster::A,మొదటి,pierwszy
645,zweiter::A,రెండన,drugi
646,dritter::A,మూడో,trzeci
647,letzter::A,కడపటి,ostatni
648,allein::ADV,ఒంటిగా,sam
649,auf einmal::ADV,హరాత్తుగ,naraz
650,zusammen::ADV,కలిసి,razem
651,lange::ADV,బహుకాలము,długo
652,plötzlich::ADV,హరాత్తుగ,nagle
653,sofort::ADV,తక్షణము,natychmiast
654,später::ADV,ఇటీవలి,później
655,jetzt::ADV,ఇప్పుడు,teraz
656,jetzt::ADV,ఇప్పుడు,obecnie
657,heute::ADV,నేడు,dziś
658,heute::ADV,నేడు,dzisiaj
659,morgen::ADV,ఱేపు,jutro
660,bald::ADV,శీఘ్రముగ,wkrótce
661,dann::ADV,అప్పుడు,potem
662,gestern::ADV,నిన్నటి దినము,wczoraj
663,einst::ADV,పూర్వమొకప్పుడు,kiedyś
664,einst::ADV,పూర్వమొకప్పుడు,niegdyś
665,damals::ADV,అప్పుడు,wtedy
666,damals::ADV,అప్పుడు,wówczas
667,danach::ADV,అప్పుడు,następnie
668,vorher::ADV,ఎదుట,przedtem
669,zuerst::ADV,మొదటిలో,naprzód
670,zuerst::ADV,మొదటిలో,najpierw
671,einmal::ADV,ఒకసారి,raz
672,manchmal::ADV,అప్పటప్పటికి,czasem
673,oft::ADV,తఱచుగా,często
674,immer::ADV,ఎల్లప్పుడు,zawsze
675,niemals::ADV,ఎప్పుడునులేదు,nigdy
676,hier::ADV,ఇక్కడ,tu
677,hier::ADV,ఇక్కడ,tutaj
678,hierhin::ADV,ఇక్కడకు,tu
679,von hier::ADV,ఇక్కడనుండి,stąd
680,dort::ADV,అక్కడ,tam
681,dorthin::ADV,అక్కడికి,tam
682,geradeaus::ADV,సూటిగా,prosto
683,vorwärts::ADV,ముందుకు,naprzód
684,rückwärts::ADV,వెనుకకు,wstecz
685,zurück::ADV,వెనుకభాగము,z powrotem
686,unten::ADV,క్రింద,u dołu
687,unten::ADV,క్రింద,na dole
688,hinab::ADV,కిందికి,na_dół
689,hinab::ADV,కిందికి,w_dół
690,oben::ADV,మీద,w górze
691,oben::ADV,మీద,na górze
692,hinauf::ADV,పైకి,w górę
