,Concept_ID,xal,ku
116,Meer::N,теңгс,behr
117,Bucht::N,цекә,derav
118,Bucht::N,теңгсин цекә,derav
119,Insel::N,арл,girav
120,Blume::N,цецг,kulînk
121,Gras::N,ноһан,giha
122,Wurzel::N,уңг,reh
123,Baum::N,модн,dar
124,Stamm::N,шилв,bavik
125,Stamm::N,һол модн,bavik
126,Rinde::N,көрсн,qaqil
127,Ast::N,ац,gulî
128,Zweig::N,ац,şax
129,Blatt::N,хамтхасн,pel
130,Birke::N,хусм модн,dara sipî
131,Kiefer[Baum]::N,шар харһа,dara bî
132,Weide[Baum]::N,удн,dara belalûk
133,Tanne::N,җөөлн цаһан модн,merx
134,Horn::N,өвр,strô
135,Feder::N,өрвлг,pîrtîk
136,Fell::N,арсн,heyar
137,Flügel::N,җивр,per
138,Klaue::N,хумсн,napîk
139,Kralle::N,тавг,dinik
140,Kralle::N,тавг,dirnax
141,Schwanz::N,сүл,dûv
142,Ei::N,өндгн,hêk
143,Nest::N,үр,hêlîn
144,Bau::N,нүкн,avahî
145,Tier::N,мал,heywan
146,Herde::N,сүрг мал,hoz
147,Kuh::N,үкр,çêlek
148,Bulle::N,бух,ga
149,Pferd::N,мөрн,hesp
150,Schaf::N,хөн,mîh
151,Schwein::N,һаха,beraz
152,Hund::N,ноха,seh
153,Katze::N,мис,pişîk
154,Bär::N,аю,hirç
155,Eichhörnchen::N,кермн,pilûr
156,Elch::N,хандһа,pazkovî
157,Fuchs::N,арат,rovî
158,Hase::N,туула,kîroşk
159,Maus::N,хулһн,mişk
160,Wolf::N,чон,gur
161,Vogel::N,шовун,çûk
162,Schwarm::N,зел,lufik
163,Huhn::N,така,mirîşk
164,Hahn::N,эр така,dîk
165,Gans::N,һалун,qaz
166,Adler::N,һәрд,eylo
167,Ente::N,нуһсн,werdek
168,Eule::N,һурвлһ,bûm
169,Eule::N,һурвлһ,kund
170,Kranich::N,тоһрун,quling
171,Krähe::N,шаазһа,qijik
172,Kuckuck::N,эргин хуцдг,pepûk
173,Schwan::N,хун,qû
174,Fisch::N,заһсн,masî
175,Barsch::N,шүрг,okûn
176,Hecht::N,цурх,mesîyê lûf
177,Schlange[Tier]::N,моһа,mar
178,Wurm::N,өтн,kurm
179,Spinne::N,аралҗн,pîrê
180,Ameise::N,шорһлҗн,mîro
181,Ameise::N,шорһлҗн,gêrîk
182,Laus::N,бөөсн,spi
183,Mücke::N,бөкүн,mêş
184,Fliege::N,батхн,mêş
185,Schmetterling::N,эрвәкә,perperîk
186,Beere::N,бөөлҗрһн,hirç
187,Apfel::N,альмн,sêv
188,Pilz::N,теңгрин ки,bîrov
189,Zwiebel::N,мәңгрснә толһа,pîvaz
190,Saat::N,буудян экн,tov
191,Korn::N,экн,dexl
192,Heu::N,өвсн,sap
193,Schale::N,хальсн,qaşik
194,Grube::N,нүкн,çahl
195,Falle::N,урх,dafik
196,Falle::N,хавх,dafik
197,Schlinge::N,бүтү,dahf
198,Spur::N,мөр,rêç
199,Asche::N,үмсн,xweli
200,Dreck::N,бальчг,gemarî
201,Eisen::N,төмр,hesing
202,Gold::N,алтн,zêr
203,Silber::N,мөңгн,zîv
204,Silber::N,цаһан мөңгн,zîv
205,Kohle::N,нүүрсн,komir
206,Glas::N,шил,qedeh
207,Lehm::N,шавр,kelpîç
208,Sand::N,элсн,qûm
209,Mensch::N,күн,mirov
210,Mensch::N,күмн,mirov
211,Mann::N,эр,mêr
212,Frau::N,күүкд күн,jin
213,Kind::N,үрн,zarok
214,Junge::N,көвүн,kur
215,Mädchen::N,бичкн күүкн,keç
216,Mädchen::N,бичкн күүкн,keçik
217,Familie::N,бүл,malbat
218,Großvater::N,өвк эцк,bapîr
219,Großvater::N,наһц эцк,bapîr
220,Großmutter::N,эмг эк,pîrik
221,Großmutter::N,наһц эк,pîrik
222,Eltern::N,эк эцк хойр,bavudê
223,Vater::N,эцк,bav
224,Mutter::N,эк,dê
225,Mutter::N,эк,dayik
226,Sohn::N,көвүн,kur
227,Tochter::N,күүкн,keç
228,Bruder::N,дү көвүн,bira
229,Schwester::N,эгч,xweh
230,Schwester::N,дү күүкн,xweh
231,Onkel::N,авһ,am
232,Onkel::N,авһ,xal
233,Onkel::N,наһцх,am
234,Onkel::N,наһцх,xal
235,Tante::N,наһц эгч,metik
236,Tante::N,наһц эгч,xaltîk
237,Ehemann::N,залу,mêr
238,Ehefrau::N,гергн,kulfet
239,Freude::N,байр,kêfxweşî
240,Gelächter::N,инәдн,pîrqînî
241,Glück::N,җирһл,bext
242,Glück::N,сәәхн җирһл,bext
243,Kummer::N,зовлң,derd
244,Wunsch::N,дурн,daxwaz
245,Wunsch::N,дурн,xwestek
246,Lust::N,җилвтлһн,şewq
247,Geist::N,зөрг,aqil
248,Gedanke::N,ухан,fikir
249,Gedächtnis::N,чееҗин тодлвр,aqil
250,Verstand::N,ухан,fêm
251,Sinn::N,учр-утх,aqil
252,Grund::N,учр,asas
253,Grund::N,шалтан,asas
254,Wahrheit::N,үнн,rastî
255,Gespräch::N,күүндвүр,guftûgo
256,Märchen::N,тууль,çirok
257,Erzählung::N,келвр,çirok
258,Erzählung::N,келвр,vegotin
259,Nachricht::N,медүллһн,nûçe
260,Neuigkeit::N,зәңг,hewal
261,Name::N,нерн,nav
262,Name::N,нерн,paşnav
263,Rätsel::N,тәәлвртә тууль,tiştonek
264,Rede::N,келлһн,gotar
265,Rede::N,келлһн,axavtin
266,Sprache::N,келн,ziman
267,Stimme::N,дун,pejn
268,Wort::N,үг,gotin
269,Zeichen::N,темдг,şanek
270,Ruf::N,дуудлһн,hawar
271,Lärm::N,шууган,xarbalix
272,Laut::N,ә,deng
273,Laut::N,ә,hês
274,Ton::N,дун,awaz
275,Lied::N,дун,sitran
276,Ruhe::N,амулң,rihetî
277,Leute::N,әмтн,xelk
278,Volk::N,улс,xelk
279,Arbeit::N,көдлмш,xebat
280,Gast::N,гиич,mêvan
281,Geschenk::N,белг,diyarî
282,Spiel::N,наадн,lîstik
283,Gesellschaft::N,олн,komal
284,Hilfe::N,нөкд,alîkarî
285,Freund::N,иньг,heval
286,Kamerad::N,үр,heval
287,Angelegenheit::N,керг,pirsgirêk
288,Anzahl::N,то,çend
289,Art::N,зүүл,çeh
290,Stück::N,хусг,lib
291,Stück::N,хусг,parçe
292,Teil::N,хүв,parçe
293,Hälfte::N,өрәл,nîvî
294,Kreis::N,төгрг,çemil
295,Kreuz::N,кирс,xaç
296,Linie::N,зурасн,xezik
297,Strich::N,татасн,xezik
298,Abstand::N,зә,dûrahî
299,Entfernung::N,һазр,dûrahî
300,Gegend::N,һазр,dever
301,Platz::N,зә,çih
302,Ort::N,бәәрн,dever
303,Seite::N,тал,rûpel
304,Seite::N,хаҗу,rûpel
305,Seite::N,хәврһ,rûpel
306,Mitte::N,дунд,nav
307,Mitte::N,дунд,nabênê
308,Gegenstand::N,юмн,tişt
309,Sache::N,юмн,tişt
310,Rand::N,зах,kevî
311,Kante::N,ирмәг,kevî
312,Ecke::N,өнцг,qunç
313,Spitze::N,үзүр,derzî
314,Ende::N,үзүр,talî
315,Loch::N,хаһрха,qul
316,Winkel::N,булң,kurnîşk
317,Muster::N,намч,desen
318,Größe::N,кемҗән,mezinî
319,Länge::N,ут,dirêjahî
320,Höhe::N,өндр,bilindayî
321,Gewicht::N,күнд,giranî
322,Gewicht::N,чиңнүр,giranî
323,Menge::N,ик,qas
324,Haufen::N,ова,lod
325,Reihe::N,зерг,rêz
326,Reihe::N,зерглән,rêz
327,Boot::N,оңһц,kelek
328,Ruder::N,хәәв,bêrik
329,Schlitten::N,цан,xîjik
330,Ski::N,лыҗ,lakan
331,Lagerfeuer::N,костёр,agir
332,Last::N,күнд,bar
333,Gang::N,йовлһн,fîtêz
334,Schritt::N,ишкм,gav
335,Norden::N,ар үзг,bakur
336,Süden::N,өмн,başur
337,Süden::N,өмн үзг,başur
338,Westen::N,барун,rojava
339,Westen::N,барун үзг,rojava
340,Osten::N,зүн,rojhilat
341,Osten::N,зүн үзг,rojhilat
342,Holz::N,модн,dep
343,Brett::N,харһа,dep
344,Platte::N,хавтха чолун,dep
345,Stütze::N,тулг,destek
346,Stange::N,уньн,sing
347,Stock::N,модн,çam
348,Stab::N,шуург,qat
349,Rohr::N,турва,borî
350,Haus::N,гер,mal
351,Haus::N,гер,xanî
352,Heim::N,гер-бул,mal
353,Ofen::N,беш,sobe
354,Fußboden::N,девскр,binpê
355,Tisch::N,ширә,mase
356,Stuhl::N,стул,kursî
357,Wiege::N,өлгә,derguş
358,Wiege::N,дүүҗң,derguş
359,Bett::N,орн,qerewêle
360,Bett::N,орндг,qerewêle
361,Regal::N,таг,rêbaz
362,Regal::N,тәвц,rêbaz
363,Kiste::N,яршг,sindoq
364,Fenster::N,терз,çam
365,Fenster::N,терз,şibeke
366,Tür::N,үүдн,derî
367,Tor::N,үүдн,derge
368,Tor::N,өргн үүдн,derge
369,Tor::N,хашан үүдн,derge
370,Zaun::N,хаша,hejik
371,Dach::N,деевр,sere xanî
372,Leiter::N,шат,pêling
373,Leiter::N,давшур,pêling
374,Besen::N,сәвүр,melkes
375,Spaten::N,күрз,mer
376,Schaufel::N,совг,bêr
377,Gabel::N,серә,çetel
378,Löffel::N,ухр,kevçî
379,Messer::N,утх,kêr
380,Nagel::N,хадасн,bizmar
381,Netz::N,гөлм,tor
382,Haken::N,дегә,çenqel
383,Griff::N,иш,destî
384,Griff::N,бәрүл,destî
385,Schloss::N,оньс,qonax
386,Bild::N,зург,dimen
387,Figur::N,фигур,figûr
388,Puppe::N,наадһа,bûk
389,Beutel::N,мишг,kîsik
390,Bündel::N,багла,pêçek
391,Bündel::N,боодһа,pêçek
392,Tasche::N,сумк,bêrîk
393,Eimer::N,суулһ,dewl
394,Deckel::N,бүркәсн,devik
395,Geschirr::N,сав,ferax
396,Geschirr::N,сав-сарх,ferax
397,Sack::N,мишг,tûr
398,Tasse::N,ааһ,kada
399,Topf::N,кастрюль,beroş
400,Kessel::N,хәәсн,şîril
401,Essen::N,зоогллһн,xwarin
402,Nahrung::N,теҗәл,xwarin
403,Speise::N,хот,xwarin
404,Fleisch::N,махн,goşt
405,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,zad
406,Brei::N,хаш,hewdêl
407,Brot::N,өдмг,
408,Scheibe::N,зүсм,parçe
409,Fett::N,өөкн,rûn
410,Butter::N,тосн,rûn
411,Öl::N,тосн,rûn
412,Salz::N,давсн,xwe
413,Suppe::N,шөлн,şorbe
414,Honig::N,бал,hingiv
415,Milch::N,үсн,şîr
416,Tee::N,цә,çay
417,Leder::N,арсн,çerm
418,Wolle::N,утцн,herî
419,Wolle::N,эд,herî
420,Stoff::N,эд,paç
421,Nadel::N,зүн,derzî
422,Faden::N,утцн,ta
423,Knopf::N,товч,bişkok
424,Knoten::N,зәңгдә,girêk
425,Farbe::N,будг,boyax
426,Kleidung::N,хувцн,çil
427,Kleidung::N,хувц-хунр,çil
428,Hemd::N,киилг,qutik
429,Hemd::N,киилг,miltan
430,Kragen::N,зах,stûvang
431,Ärmel::N,ханцн,hûçik
432,Hose::N,шалвур,şewel
433,Gürtel::N,бүс,qayiş
434,Mütze::N,махла,fîno
435,Schuh::N,башмгуд,şêkal
436,Stiefel::N,һосн,gizme
437,Stiefel::N,һосн,çizme
438,Ring::N,билцг,xelek
439,Band::N,лент,band
440,Kamm::N,сам,şeh
441,Spiegel::N,толь,eynik
442,Riemen::N,бүс,qayiş
443,Schnur::N,деесн,doxin
444,Leine::N,бурнтг,şirît
445,Leine::N,нохан көтлвр,şirît
446,Decke::N,көнҗл,bataniye
447,Kissen::N,дер,balgî
448,Tuch::N,альчур,şar
449,Handtuch::N,полотенц,dezmal
450,Handtuch::N,һар-нүүрин альчур,dezmal
451,Kraft::N,күчн,hêz
452,Kraft::N,күчн,qewet
453,Stärke::N,чидл,xurtî
454,Gesundheit::N,эрүл-менд,nojdarî
455,Krankheit::N,өвчн,nexweşî
456,Schmerz::N,өвдлһн,êş
457,Wunde::N,шав,kul
458,Fieber::N,безг,ta
459,Arznei::N,эм,derman
460,Brücke::N,тагт,kopî
461,Brunnen::N,худг,çal
462,Brunnen::N,худг,kani
463,Weide::N,малын идг,beyar
464,Pfad::N,цувг,xaçirek
465,Weg::N,хаалһ,rê
466,Straße::N,зам,rê
467,Dorf::N,хотн,gund
468,Stadt::N,балһсн,baçar
469,Brief::N,бичг,name
470,Buch::N,дегтр,kitêb
471,Buch::N,дегтр,pirtûk
472,Buchstabe::N,үзг,herf
473,Zeitung::N,газет,rojname
474,Leben::N,җирһл,jiyan
475,Tod::N,үкл,mirin
476,Tod::N,өңгрлһн,mirin
477,Grab::N,оршалһна нүкн,mezel
478,Kirche::N,чонҗ,gilyas
479,Sünde::N,нүл,guneh
480,Sünde::N,килнц,guneh
481,Gott::N,бурхн,xwedê
482,Arbeiter::N,көдлмшч,hîşçî
483,Chef::N,толһач,bêg
484,Meister::N,урн,hoste
485,Arzt::N,эмч,doktor
486,Lehrer::N,багш,mamoste
487,Geld::N,мөңгн,pere
488,Geschäft::N,көдлмш,firoşgeh
489,Laden::N,лавк,dikan
490,Preis::N,үн,buha
491,Ware::N,эд-тавр,tişt
492,Nutzen::N,олз,fêde
493,Reichtum::N,зөөр,serwet
494,Welt::N,орчлң,dinya
495,Welt::N,делкә,dinya
496,Land::N,орн-нутг,welat
497,Staat::N,государств,dewlet
498,König::N,хан,şah
499,König::N,хан,qral
500,Macht::N,йосн,qewet
501,Macht::N,йосн,destihilat
502,Grenze::N,меҗә,kevî
503,Krieg::N,дән,çeng
504,Krieg::N,дән,sêwaş
505,Feind::N,дәәсн,dijmin
506,Gewalt::N,күч һарһлһн,zor
507,Kampf::N,ноолдан,şer
508,Kampf::N,бәрлдлһн,şer
509,Bogen[Waffe]::N,саадг,kêvan
510,Pfeil::N,сумн,çîrik
511,Gewehr::N,бу,tifing
512,Fehler::N,алдг,şaşî
513,Lüge::N,худл,derew
514,Schaden::N,хорлт,xisar
515,Unglück::N,гүрм,bêbextî
516,Schuld::N,гем,suç
517,Schuld::N,буру,suç
518,Alter::N,насн,temen
519,Schluss::N,чилгч,girtin
520,Zeit::N,цаг,çax
521,Tag::N,өдр,roj
522,Morgen::N,өрүн,sibeh
523,Mittag::N,үд,nîro
524,Abend::N,асхн,êvar
525,Nacht::N,сө,şev
526,Woche::N,долан хонг,heftî
527,Monat::N,сар,meh
528,Jahr::N,җил,sal
529,Frühling::N,хавр,bihar
530,Sommer::N,зун,havîn
531,Herbst::N,намр,payîz
532,Winter::N,үвл,zistan
533,Januar::N,январь,çile
534,Februar::N,февраль,sibat
535,März::N,март,adar
536,März::N,моһа сар,adar
537,April::N,апрель,nîsan
538,Mai::N,май,gûlan
539,Juni::N,июнь,hezîran
540,Juni::N,мөчн сар,hezîran
541,Juli::N,июль,tîmeh
542,August::N,август,tebax
543,September::N,һаха сар,îlon
544,Oktober::N,октябрь,çotmeh
545,November::N,ноябрь,mijdar
546,November::N,үкр сар,mijdar
547,Dezember::N,бар сар,kanûn
548,Montag::N,понедельник,duşemb
549,Dienstag::N,вторник,sêşem
550,Mittwoch::N,среда,çarşemb
551,Mittwoch::N,үлмҗ өдр,çarşemb
552,Donnerstag::N,четверг,pêşemb
553,Donnerstag::N,пүрвә өдр,pêşemb
554,Freitag::N,пятниц,în
555,Samstag::N,суббот,şemî
556,Sonntag::N,нарн өдр,yekşemb
557,Sonntag::N,воскресень,yekşemb
558,groß::A,ик,mezin
559,klein::A,бичкн,çûçik
560,lang::A,ут,dirêj
561,kurz::A,оһтр,kin
562,breit::A,өргн,fireh
563,schmal::A,уутьхн,tenik
564,dicht::A,нигт,gir
565,dick[Gegenstand]::A,зузан,şîşman
566,dünn::A,нимгн,zirav
567,fein::A,нәрхн,tenik
568,fest::A,бат,saxlem
569,flach::A,хавтха,pahn
570,glatt::A,тегш,dûz
571,glatt::A,тегш,şayîk
572,glatt::A,тиньгр,dûz
573,glatt::A,тиньгр,şayîk
574,hart::A,хату,hişk
575,weich::A,җөөлн,nerm
576,weich::A,җөөлкн,nerm
577,rund::A,төгрг,gilover
578,spitz::A,шовһр,pîj
579,scharf::A,хурц,tûj
580,stumpf::A,мука,ne tûj
581,schwer::A,күнд,giran
582,schön::A,сәәхн,xweş
583,schön::A,сәәхн,xweşik
584,heiß::A,халун,kelandî
585,warm::A,дулан,germ
586,kalt::A,киитн,sar
587,kühl::A,серүн,jemîrî
588,frisch::A,серүн,ter
589,feucht::A,чиигтә,şil
590,nass::A,чиигтә,şilek
591,trocken::A,хагсу,zuwa
592,voll::A,дүүрң,tijî
593,leer::A,сул,vala
594,leer::A,хоосн,vala
595,offen::A,секәтә,vekirî
596,geschlossen::A,хаалһата,asê
597,sauber::A,цевр,pakij
598,schmutzig::A,киртә,lewitî
599,roh::A,түүкә,xav
600,reif::A,болсн,gihaştî
601,lecker::A,әмтәхн,xweş
602,süß::A,әмтәхн,şîrîn
603,bitter::A,һашун,tahl
604,bitter::A,һашута,tahl
605,sauer::A,ишклң,tirş
606,hell::A,герлтә,ronî
607,dunkel::A,харңһу,tarî
608,schwarz::A,хар,reş
609,weiß::A,цаһан,sipî
610,rot::A,улан,sor
611,gelb::A,шар,zer
612,blau::A,көк,şîn
613,grün::A,көк,şîn
614,grau::A,бор,gewr
615,bunt::A,алг,rengîn
616,bunt::A,эрәтә,rengîn
617,billig::A,кимд,erzan
618,teuer::A,үнтә,biha
619,wertvoll::A,үнтә,hêja
620,wertvoll::A,үнтә,giranbiha
621,wertvoll::A,эрднь,hêja
622,wertvoll::A,эрднь,giranbiha
623,blind::A,сохр,kor
624,taub::A,дүлә,kerr
625,kräftig::A,күчтә,gir
626,kräftig::A,күчтә,xurt
627,stark::A,чаңһ,xurt
628,schwach::A,күчн тату,kesad
629,fett::A,тарһн,qelew
630,schlank::A,эццн,zirav
631,hübsch::A,көркхн,xweşik
632,böse::A,уурта,xerab
633,böse::A,уурта,aciz
634,dumm::A,тенг,gêj
635,faul::A,залху,têmbêl
636,fleißig::A,кинән,jêhatî
637,fleißig::A,кинмһә,jêhatî
638,geizig::A,ховдг,destgirtî
639,klug::A,ухата,baqil
640,geschickt::A,чадмг,zîrek
641,geschickt::A,чадмг,ziring
642,lieb::A,эңкр,delal
643,lustig::A,сергмҗтә,kêfxweş
644,lustig::A,җирһлтә,kêfxweş
645,sanft::A,номһн,nazenîn
646,hungrig::A,өлн,birçî
647,hungrig::A,харһнсн,birçî
648,krank::A,өвчтә,nexweş
649,krank::A,шалтгта,nexweş
650,nackt::A,нүцкн,rût
651,nackt::A,нүцкн,tazî
652,traurig::A,һундлта,xemgîn
653,lebendig::A,әмд,bisaxî
654,gut::A,сән,baş
655,schlecht::A,му,xerab
656,richtig::A,зөвтә,rast
657,richtig::A,зөвтә,saxlem
658,schlimm::A,җигшүртә,nebaş
659,wahr::A,үнн,rast
660,wahr::A,мөн,rast
661,alt::A,хуучн,pîr
662,alt::A,хуучн,kevn
663,neu::A,шин,nû
664,ehemalig::A,хуучн,kevnar
665,ehemalig::A,хуучн,peşidar
666,alt[Lebewesen]::A,көгшн,pîr
667,jung::A,баһ,xort
668,arm::A,угатя,feqîr
669,arm::A,угатя,desteng
670,reich::A,байн,dewlemend
671,bekannt::A,таньл,naskirî
672,bekannt::A,таньдг,naskirî
673,berühmt::A,туурсн,navdar
674,fremd::A,күүнә,xerîb
675,verschieden::A,әдл биш,çîhê
676,verschieden::A,йилһәтә,çîhê
677,nah::A,өөрхн,nêzîk
678,fern::A,хол,dûr
679,linker::A,зүн,çepê
680,rechter::A,барун,rastê
681,anderer::A,талдан,yê din
682,erster::A,негдгч,yekemîn
683,zweiter::A,хойрдгч,duda
684,dritter::A,һурвдгч,sisêya
685,letzter::A,отхн,paşîn
686,allein::ADV,һанцарн,tenê
687,auf einmal::ADV,нег дәкҗ,jar kê
688,zusammen::ADV,хамдан,tev
689,zusammen::ADV,хамдан,bi hev re
690,lange::ADV,удан,dirêj
691,plötzlich::ADV,генткн,ji nişkave
692,sofort::ADV,дарунь,yekser
693,später::ADV,сүүлд,paşiyê
694,jetzt::ADV,ода,nuha
695,heute::ADV,эндр,îro
696,morgen::ADV,маңһдур,sibeh
697,bald::ADV,дарунь,nêzîk
698,dann::ADV,дәкәд,paşê
699,gestern::ADV,өцклдүр,do
700,einst::ADV,нег саамд,jar ke
701,damals::ADV,тиигхд,hîngî
702,danach::ADV,тегәд,piştra
703,vorher::ADV,урд,pîşî
704,zuerst::ADV,түрүләд,bere
705,einmal::ADV,нег дәкҗ,çarik
706,manchmal::ADV,зәрмдән,çarna
707,oft::ADV,хара биш,gelek çaran
708,oft::ADV,хатяр биш,gelek çaran
709,oft::ADV,дару-дарунь,gelek çaran
710,immer::ADV,оньдинд,daîm
711,niemals::ADV,кезә чмгн биш,tu çar
712,hier::ADV,энд,li vir
713,hier::ADV,энүнд,li vir
714,hierhin::ADV,нааран,vir
715,von hier::ADV,эндәс,ji vir
716,dort::ADV,тенд,li wê derê
717,dorthin::ADV,тиигән,wêda
718,geradeaus::ADV,шуд,rastê rast
719,vorwärts::ADV,уралан,ber bi pêş
720,rückwärts::ADV,гедргән,paşpê
721,zurück::ADV,хәрү,paşdo
722,zurück::ADV,хәрү,paşvê
723,unten::ADV,дор,jêrî
724,hinab::ADV,дор,berjêr
725,hinab::ADV,доракшан,berjêr
726,oben::ADV,деер,banî
727,hinauf::ADV,өөдән,banî
728,hinauf::ADV,деер,banî
729,überall::ADV,альд болв чигн,li her derê
730,nicht::ADV,эс,ne
731,nicht::ADV,эс,nîn
732,nicht::ADV,эс,tine
733,nicht::ADV,биш,ne
734,nicht::ADV,биш,nîn
735,nicht::ADV,биш,tine
736,nicht::ADV,бичә,ne
737,nicht::ADV,бичә,nîn
738,nicht::ADV,бичә,tine
739,ein wenig::ADV,баахн,hebkî
740,ein wenig::ADV,баахнар,hebkî
741,kaum::ADV,әрә,tema
742,kaum::ADV,әрә,himangi
743,sehr::ADV,йир,gelek
744,so::ADV,иигҗ,weha
745,noch::ADV,ода чигн,hêj
746,noch::ADV,ода чигн,dîsa
747,nur::ADV,һанцхн,tenê
748,nur::ADV,һанцхн,bes
749,schon::ADV,одх,hew
750,wieder::ADV,бас,jar din
751,wieder::ADV,бас,dîsa
752,vergebens::ADV,киидән,deya çun
753,vergebens::ADV,киидән,îfleh bûn
754,vor::PRP,урд,li ber
755,hinter::PRP,ца,li pişt
756,unter::PRP,дор,li bin
757,durch::PRP,ивт,kura
758,durch::PRP,дундаһур,kura
759,neben::PRP,хаҗуд,li ba
760,zwischen::PRP,хоорнд,nabeyne
761,zwischen::PRP,хоорнд,di nav...da
762,wegen::PRP,көлтә,ji bo
763,wegen::PRP,көлтә,ji ber
764,wegen::PRP,деерәс,ji bo
765,wegen::PRP,деерәс,ji ber
766,dies::PRN,эн,ev
767,das::PRN,тер,ev
768,alles::PRN,цуһар,hemû
769,ich::PRN,би,ez
770,du::PRN,чи,tu
771,er::PRN,тер,wî
772,wir::PRN,мадн,êm
773,ihr::PRN,та,hûn
774,sie::PRN,тедн,we
775,was::FPRN,юн,çi
776,wer::FPRN,кен,ki
777,wo::FADV,хама,li ku dere
778,wohin::FADV,хамаран,li ku dere
779,wie::FADV,яһҗ,çawa
780,wie::FADV,яһад,çawa
781,warum::FADV,юңгад,çima
782,wieviel::FNUM,кедү,çend
783,eins::NUM,негн,yek
784,zwei::NUM,хойр,didu
785,drei::NUM,һурвн,sisê
786,vier::NUM,дөрвн,çar
787,fünf::NUM,тавн,penç
788,sechs::NUM,зурһан,şeş
789,sieben::NUM,долан,heft
790,acht::NUM,нәәмн,heşt
791,neun::NUM,йисн,neh
792,zehn::NUM,арвн,deh
