,Concept_ID,uz,ar
139,Kralle::N,tirnoq,مخلب
140,Schwanz::N,quyruq,ذيل
141,Ei::N,tuxum,بيض
142,Nest::N,oshyon,عش
143,Bau::N,o'pqon,جحر
144,Tier::N,hayvon,حيوان
145,Herde::N,gala,قطيع
146,Kuh::N,inak,بقرة
147,Bulle::N,ho'kiz,ثور
148,Pferd::N,ot,خيل
149,Schaf::N,qo'y,شاة
150,Schwein::N,cho'chqa,خنزير
151,Hund::N,it,كلب
152,Katze::N,mushuk,قطة
153,Bär::N,ayiq,دب
154,Eichhörnchen::N,tiyin,سنجاب
155,Elch::N,los,موظ
156,Fuchs::N,tulki,ثعلب
157,Hase::N,kuyon,أرنب
158,Maus::N,sichqon,فأرة
159,Wolf::N,bo'ri,ذئب
160,Vogel::N,qush,طير
161,Schwarm::N,to'da,سرب
162,Huhn::N,tovuq,دجاجة
163,Hahn::N,xo'roz,ديك
164,Gans::N,g'oz,وزة
165,Adler::N,burgut,نسر
166,Ente::N,o'rdak,بطة
167,Eule::N,boyo'g'li,بوم
168,Kranich::N,turna,كركي
169,Krähe::N,qarg'a,غراب
170,Kuckuck::N,kakku,وقواق
171,Schwan::N,oqkush,إوز عراقي
172,Fisch::N,baliq,سمك
173,Barsch::N,olabug'a,فرخ أوربي
174,Hecht::N,cho'rtan,سمك الكراكي
175,Schlange[Tier]::N,ilon,حية
176,Schlange[Tier]::N,ilon,ثعبان
177,Wurm::N,qurt,دودة
178,Spinne::N,o'rgimchak,عنكبوت
179,Ameise::N,chumoli,نملة
180,Laus::N,bit,قملة
181,Mücke::N,chivin,ناموسة
182,Fliege::N,pashsha,ذبابة
183,Schmetterling::N,kapalak,فراشة
184,Beere::N,meva,حبة
185,Apfel::N,olma,تفاح
186,Pilz::N,qo'ziqorin,فطر
187,Zwiebel::N,piyoz,بصل
188,Saat::N,äkin,زرع
189,Korn::N,zarra,حبة
190,Heu::N,xashak,دريس
191,Schale::N,po'choq,قشرة
192,Grube::N,co'ra,نقرة
193,Falle::N,qopqon,فخ
194,Falle::N,qopqon,مصيدة
195,Schlinge::N,sirtmoq,عروة
196,Spur::N,iz,أثر
197,Asche::N,kul,رماد
198,Dreck::N,kir,قذر
199,Eisen::N,temir,حديد
200,Gold::N,tilla,ذهب
201,Silber::N,kumush,فضة
202,Kohle::N,ko'mir,فحم
203,Glas::N,oyna,زجاج
204,Lehm::N,loy,طين
205,Sand::N,qum,رمل
206,Mensch::N,odam,إنسان
207,Mann::N,ärkak,رجل
208,Frau::N,ayol,امرأة
209,Kind::N,bola,طفل
210,Kind::N,kichkintoy,طفل
211,Junge::N,bola,ولد
212,Mädchen::N,qiz,بنت
213,Familie::N,oila,عائلة
214,Großvater::N,buva,جد
215,Großvater::N,katta ota,جد
216,Großmutter::N,buvi,جدة
217,Großmutter::N,katta oyi,جدة
218,Eltern::N,ota-ona,أبوان
219,Eltern::N,ota-ona,والدان
220,Vater::N,ota,أب
221,Mutter::N,ona,أم
222,Sohn::N,o'g'il,إبن
223,Tochter::N,qiz,بنت
224,Tochter::N,qiz,إبنة
225,Bruder::N,og'a,أخ
226,Bruder::N,og'a,شقيق
227,Bruder::N,uka,أخ
228,Bruder::N,uka,شقيق
229,Schwester::N,opa,أخت
230,Schwester::N,singil,أخت
231,Onkel::N,amaki,عم
232,Tante::N,amma,عمة
233,Tante::N,xola,عمة
234,Ehemann::N,är,زوج
235,Ehefrau::N,rafiqa,زوجة
236,Freude::N,ayish,فرح
237,Freude::N,ayish,سرور
238,Gelächter::N,kulgi,قهقهة
239,Glück::N,saodat,سعادة
240,Kummer::N,g'am,غم
241,Wunsch::N,orzu,منية
242,Lust::N,rag'bat,شهوة
243,Geist::N,ruh,روح
244,Gedanke::N,fikr,فكرة
245,Gedächtnis::N,äs,ذاكرة
246,Verstand::N,aql,عقل
247,Sinn::N,ma'ni,معنى
248,Grund::N,sabab,سبب
249,Wahrheit::N,haq,حقيقة
250,Gespräch::N,gap,محادثة
251,Märchen::N,ärtak,خرافة
252,Erzählung::N,rivoyat,قصة
253,Erzählung::N,rivoyat,حكاية
254,Nachricht::N,xabar,خبر
255,Neuigkeit::N,yangilik,خبر جديد
256,Name::N,ot,اسم
257,Rätsel::N,topishmoq,لغز
258,Rede::N,nutq,خطبة
259,Sprache::N,til,لغة
260,Stimme::N,ovoz,صوت
261,Wort::N,so'z,كلمة
262,Zeichen::N,alomat,رمز
263,Zeichen::N,alomat,إشارة
264,Ruf::N,chaqiriq,نداء
265,Lärm::N,taraq,صخب
266,Lärm::N,taraq,ضجة
267,Laut::N,tovush,صوت
268,Ton::N,un,نغمة
269,Lied::N,ashula,أغنية
270,Ruhe::N,tinchlik,هدوء
271,Leute::N,xaloyiq,ناس
272,Volk::N,xalq,شعب
273,Arbeit::N,ish,عمل
274,Gast::N,mehmon,ضيف
275,Geschenk::N,hadya,هدية
276,Spiel::N,o'yin,لعب
277,Gesellschaft::N,jamiyat,صحبة
278,Hilfe::N,yordam,عون
279,Hilfe::N,yordam,مساعدة
280,Freund::N,do'st,صديق
281,Kamerad::N,yo'ldosh,زميل
282,Angelegenheit::N,daxl,أمر
283,Angelegenheit::N,daxl,شأن
284,Anzahl::N,son,عدد
285,Art::N,tur,نوع
286,Stück::N,parcha,قطعة
287,Teil::N,bo'lak,قسم
288,Hälfte::N,yarim,نصف
289,Kreis::N,aylana,دائرة
290,Kreuz::N,xoch,صليب
291,Linie::N,liniya,خط
292,Strich::N,chiziq,شرطة
293,Abstand::N,oralik,مسافة
294,Entfernung::N,uzoqlik,بعد
295,Gegend::N,yer,ناحية
296,Platz::N,oralig,فراغ
297,Ort::N,joy,مكان
298,Seite::N,yon,جانب
299,Mitte::N,o'rta,وسط
300,Gegenstand::N,ashyo,موضوع
301,Sache::N,buyum,شيء
302,Rand::N,chek,حافة
303,Kante::N,tig',حافة
304,Ecke::N,burchak,ركن
305,Spitze::N,uch,سن
306,Ende::N,oxir,طرف
307,Loch::N,teshik,ثقب
308,Winkel::N,go'sha,زاوية
309,Muster::N,nusha,عينة
310,Größe::N,kattalik,حجم
311,Länge::N,uzunlik,طول
312,Höhe::N,yuksaklik,علو
313,Höhe::N,yuksaklik,ارتفاع
314,Gewicht::N,solmoq,وزن
315,Menge::N,miqdor,كمية
316,Haufen::N,uyum,كوم
317,Reihe::N,saf,صف
318,Boot::N,qayiq,قارب
319,Boot::N,qayiq,زورق
320,Ruder::N,äshkak,مجذاف
321,Schlitten::N,chana,مزلقة
322,Ski::N,chang'i,زلاجة
323,Lagerfeuer::N,gulxan,نار المخيم
324,Last::N,yuk,حمل
325,Gang::N,yurish,مشية
326,Schritt::N,qadam,خطوة
327,Norden::N,shimol,شمال
328,Süden::N,janub,جنوب
329,Westen::N,g'arb,غرب
330,Osten::N,sharq,شرق
331,Holz::N,yog'och,خشب
332,Brett::N,taxta,لوح
333,Platte::N,tabaqa,صفيحة
334,Stütze::N,tayanchi,سند
335,Stütze::N,tayanchi,دعامة
336,Stange::N,qo'noq,عود
337,Stock::N,tayoq,عصا
338,Stab::N,gavron,قضيب
339,Rohr::N,tarnov,أنبوبة
340,Haus::N,uy,دار
341,Haus::N,uy,بيت
342,Heim::N,makon,بيت
343,Heim::N,makon,مسكن
344,Ofen::N,pechka,مدفأة
345,Fußboden::N,pol,أرضية
346,Tisch::N,mosa,مائدة
347,Stuhl::N,o'rindiq,كرسي
348,Wiege::N,beshik,مهد
349,Bett::N,yotoq,سرير
350,Regal::N,tokcha,رف
351,Kiste::N,sandiq,صندوق
352,Fenster::N,deraza,شباك
353,Fenster::N,deraza,نافذة
354,Tür::N,äshik,باب
355,Tor::N,darvoza,بوابة
356,Zaun::N,panjara,سياج
357,Dach::N,tom,سطح
358,Leiter::N,narvon,سلم
359,Besen::N,supurgi,مكنسة
360,Spaten::N,bel,مسحاة
361,Schaufel::N,kurak,مجرفة
362,Gabel::N,bilka,شوكة
363,Löffel::N,qoshiq,ملعقة
364,Messer::N,pichoq,سكين
365,Nagel::N,mix,مسمار
366,Netz::N,to'r,شبكة
367,Haken::N,ilgak,خطاف
368,Haken::N,ilgak,صنارة
369,Griff::N,sop,قبضة
370,Griff::N,tutqich,قبضة
371,Schloss::N,qulf,قفل
372,Bild::N,rasm,صورة
373,Figur::N,shakl,تمثال
374,Puppe::N,ko'g'irchoq,دمية
375,Beutel::N,to'rva,كيس
376,Bündel::N,bog'lam,ربطة
377,Tasche::N,kissa,شنطة
378,Tasche::N,kissa,محفظة
379,Eimer::N,chelak,سطل
380,Eimer::N,chelak,جردل
381,Deckel::N,qopqoq,سداد
382,Geschirr::N,idish,أوان
383,Sack::N,qop,زكيبة
384,Tasse::N,piyola,فنجان
385,Topf::N,tuvak,قدر
386,Topf::N,tuvak,طنجرة
387,Kessel::N,qozon,قدر
388,Kessel::N,qozon,غلاية
389,Essen::N,tomoq,طعام
390,Nahrung::N,emak,غذاء
391,Speise::N,taom,أكل
392,Fleisch::N,go'sht,لحم
393,Getreide::N,g'alla,حبوب
394,Brei::N,bo'tqa,عصيدة
395,Brot::N,non,خبز
396,Scheibe::N,disk,شريحة
397,Fett::N,moy,سمن
398,Butter::N,yog',زبدة
399,Öl::N,moy,زيت
400,Salz::N,tuz,ملح
401,Suppe::N,sho'rva,حساء
402,Suppe::N,sho'rva,شربة
403,Honig::N,asal,عسل
404,Milch::N,sut,حليب
405,Tee::N,choy,شاي
406,Leder::N,charm,جلد
407,Wolle::N,jun,صوف
408,Stoff::N,mato,قماش
409,Nadel::N,igna,إبرة
410,Faden::N,ip,خيط
411,Knopf::N,tugma,زر
412,Knoten::N,tugun,عقدة
413,Farbe::N,bo'yok,صبغة
414,Kleidung::N,kiyim,ملابس
415,Hemd::N,ko'ylak,قميص
416,Kragen::N,yoqa,ياقة
417,Ärmel::N,yeng,كم
418,Hose::N,shim,سروال
419,Hose::N,shim,بنطلون
420,Gürtel::N,tasma,حزام
421,Mütze::N,shapka,طاقية
422,Schuh::N,but,حذاء
423,Stiefel::N,botinka,جزمة
424,Stiefel::N,botinka,حذاء طويل
425,Ring::N,yuzuk,حلقة
426,Band::N,rishta,شريط
427,Kamm::N,taroq,مشط
428,Spiegel::N,ko'zgu,مرآة
429,Riemen::N,qayish,سير
430,Schnur::N,bog'ich,حبل
431,Schnur::N,bog'ich,دوبارة
432,Leine::N,etak,قيد
433,Decke::N,odyol,بطانية
434,Kissen::N,yostiq,وسادة
435,Tuch::N,gazlama,منديل
436,Handtuch::N,sochiq,فوطة
437,Handtuch::N,sochiq,منشفة
438,Kraft::N,kuch,قدرة
439,Stärke::N,quvvat,قوة
440,Gesundheit::N,sog'lik,صحة
441,Krankheit::N,kasallik,مرض
442,Schmerz::N,og'riq,ألم
443,Schmerz::N,og'riq,وجع
444,Wunde::N,yara,جرح
445,Fieber::N,bezgak,حمى
446,Arznei::N,dori,دواء
447,Brücke::N,ko'prik,جسر
448,Brunnen::N,buloq,بئر
449,Weide::N,yaylov,مرعى
450,Pfad::N,dorojka,درب
451,Weg::N,yo'l,سكة
452,Straße::N,ko'cha,طريق
453,Dorf::N,ovul,قرية
454,Stadt::N,shahar,مدينة
455,Brief::N,maktub,خطاب
456,Brief::N,maktub,مكتوب
457,Buch::N,kitob,كتاب
458,Buchstabe::N,harf,حرف
459,Zeitung::N,gazet,جريدة
460,Leben::N,hayot,عيش
461,Leben::N,hayot,حياة
462,Tod::N,o'lim,موت
463,Tod::N,o'lim,وفاة
464,Grab::N,go'r,قبر
465,Kirche::N,cherkov,كنيسة
466,Sünde::N,gunoh,خطيئة
467,Gott::N,olloh,إله
468,Arbeiter::N,ishchi,عامل
469,Chef::N,rais,رئيس
470,Meister::N,usta,أسطى
471,Arzt::N,hakim,طبيب
472,Lehrer::N,muallim,مدرس
473,Geld::N,pul,نقود
474,Geschäft::N,savdo,صفقة
475,Laden::N,do'kon,دكان
476,Preis::N,baho,سعر
477,Ware::N,mol,بضاعة
478,Nutzen::N,foyda,فائدة
479,Reichtum::N,boylik,غنى
480,Reichtum::N,boylik,ثروة
481,Welt::N,olam,عالم
482,Welt::N,olam,دنيا
483,Land::N,o'lka,بلد
484,Staat::N,davlat,دولة
485,König::N,qirol,ملك
486,Macht::N,iqtidor,سلطة
487,Grenze::N,chegara,حدود
488,Krieg::N,harb,حرب
489,Feind::N,dushman,عدو
490,Gewalt::N,zo'rlik,عنف
491,Kampf::N,kurash,قتال
492,Bogen[Waffe]::N,yoy,قوس
493,Pfeil::N,o'q,سهم
494,Gewehr::N,vintovka,بندقية
495,Fehler::N,xato,خطأ
496,Lüge::N,yolg'on,كذب
497,Schaden::N,ziyon,تلف
498,Unglück::N,balo,نحس
499,Schuld::N,ayb,ذنب
500,Alter::N,yosh,سن
501,Alter::N,yosh,عمر
502,Schluss::N,tamom,ختام
503,Schluss::N,tamom,نهاية
504,Zeit::N,vaqt,وقت
505,Tag::N,kun,يوم
506,Morgen::N,saboh,صباح
507,Mittag::N,kun tushlik,ظهر
508,Abend::N,oqshom,مساء
509,Nacht::N,tun,ليلة
510,Woche::N,hafta,أسبوع
511,Monat::N,oy,شهر
512,Jahr::N,yil,عام
513,Jahr::N,yil,سنة
514,Frühling::N,bahor,ربيع
515,Sommer::N,yoz,صيف
516,Herbst::N,kuz,خريف
517,Herbst::N,xazon,خريف
518,Winter::N,qish,شتاء
519,Januar::N,yanvar',يناير
520,Januar::N,yanvar',كانون الثاني
521,Februar::N,fevral',شباط
522,Februar::N,fevral',فبراير
523,März::N,mart,آذار
524,März::N,mart,مارس
525,April::N,aprel',نيسان
526,Mai::N,may,مايو
527,Juni::N,iyun',يونيو
528,Juni::N,iyun',حزيران
529,Juli::N,iyul',تموز
530,Juli::N,iyul',يوليو
531,August::N,avgust,آب
532,August::N,avgust,أغسطس
533,September::N,sentyabr',أيلول
534,September::N,sentyabr',سبتمبر
535,Oktober::N,oktyabr',أكتوبر
536,Oktober::N,oktyabr',تشرين الأول
537,November::N,noyabr',نوفمبر
538,November::N,noyabr',تشرين الثاني
539,Dezember::N,dekabr',ديسمبر
540,Dezember::N,dekabr',كانون الأول
541,Montag::N,dushanba,يوم الاثنين
542,Dienstag::N,seshanba,يوم الثلاثاء
543,Mittwoch::N,chorshanba,يوم الأربعاء
544,Donnerstag::N,payshanba,يوم الخميس
545,Freitag::N,juma,يوم الجمعة
546,Samstag::N,shanba,يوم السبت
547,Sonntag::N,yakshanba,يوم الأحد
548,groß::A,buyuk,كبير
549,klein::A,kichik,صغير
550,lang::A,uzun,طويل
551,kurz::A,qisqa,قصير
552,breit::A,keng,واسع
553,schmal::A,änsiz,ضيق
554,dicht::A,quyuq,كث
555,dicht::A,quyuq,كثيف
556,dick[Gegenstand]::A,qalin,غليظ
557,dünn::A,ingichka,رفيع
558,fein::A,mayin,رقيق
559,fest::A,qattiq,متين
560,flach::A,yalpoq,سهل
561,flach::A,yalpoq,منبسط
562,glatt::A,tekis,ناعم
563,hart::A,qattiq,صلب
564,hart::A,qattiq,جامد
565,weich::A,yumshoq,لين
566,rund::A,yumaloq,مستدير
567,spitz::A,uchli,مدبب
568,scharf::A,keskir,حاد
569,stumpf::A,to'mtoq,ثالم
570,schwer::A,salmoqli,ثقيل
571,schön::A,go'zal,جميل
572,heiß::A,qiziq,حار
573,heiß::A,qiziq,ساخن
574,warm::A,issiq,دافئ
575,kalt::A,sovuq,بارد
576,kühl::A,salqin,قر
577,frisch::A,toza,طازج
578,feucht::A,namli,رطب
579,nass::A,nam,مبلول
580,trocken::A,quruq,جاف
581,voll::A,to'la,ملء
582,leer::A,puch,خال
583,leer::A,puch,فارغ
584,offen::A,ochiq,مفتوح
585,geschlossen::A,berk,مغلق
586,sauber::A,ozoda,نظيف
587,schmutzig::A,kir,قذر
588,roh::A,xom,نيء
589,reif::A,pishiq,ناضج
590,lecker::A,shirin,لذيذ
591,süß::A,shirin,حلو
592,bitter::A,achchiq,مر
593,sauer::A,achchiq,حامض
594,hell::A,yorug',نير
595,dunkel::A,qorong'i,مظلم
596,schwarz::A,qora,أسود
597,weiß::A,oq,أبيض
598,rot::A,qizil,أحمر
599,gelb::A,sariq,أصفر
600,blau::A,zangori,أزرق
601,grün::A,yashil,أخضر
602,grau::A,bo'z,رمادي
603,bunt::A,ola,ملوب
604,billig::A,arzon,رخيص
605,teuer::A,qimmat,غال
606,wertvoll::A,qimmat,ثمين
607,blind::A,ko'r,أعمى
608,taub::A,garang,أصم
609,taub::A,garang,أطرش
610,kräftig::A,kuchli,قوي
611,stark::A,quvvatli,قوي
612,schwach::A,kuchsiz,ضعيف
613,fett::A,semiz,سمين
614,schlank::A,ingichka,أهيف
615,hübsch::A,ko'rkam,جميل
616,böse::A,yovuz,رديء
617,dumm::A,aqlsiz,أبله
618,dumm::A,aqlsiz,أحمق
619,faul::A,ärinchak,كسلان
620,fleißig::A,ishchan,مجتهد
621,geizig::A,qurumsoq,بخيل
622,klug::A,oqil,ذكي
623,klug::A,oqil,عاقل
624,geschickt::A,äpchil,ماهر
625,lieb::A,aziz,عزيز
626,lustig::A,chaqchaq,مرح
627,sanft::A,asta,حليم
628,hungrig::A,och,جائع
629,krank::A,kasal,مريض
630,nackt::A,yalang,عار
631,traurig::A,xafa,حزين
632,lebendig::A,hayotiy,حي
633,gut::A,soz,جيد
634,schlecht::A,yomon,سيء
635,richtig::A,rost,صحيح
636,schlimm::A,yovuz,خبيث
637,wahr::A,haqiqiy,حق
638,alt::A,äski,قديم
639,neu::A,yangi,جديد
640,ehemalig::A,sobiq,سابق
641,alt[Lebewesen]::A,qari,مسن
642,jung::A,navqiron,شاب
643,jung::A,navqiron,صغير
644,arm::A,abgor,فقير
645,reich::A,boy,غني
646,bekannt::A,ma'lum,معلوم
647,berühmt::A,mashhur,مشهور
648,fremd::A,yot,أجنبي
649,verschieden::A,turli,مختلف
650,nah::A,yaqindagi,قريب
651,fern::A,uzoq,بعيد
652,linker::A,so'l,يسار
653,rechter::A,o'ng,يمين
654,anderer::A,boshqa,آخر
655,erster::A,birinchi,أول
656,zweiter::A,ikkinchi,ثان
657,dritter::A,uchinchi,ثالث
658,letzter::A,oxirgi,أخير
659,allein::ADV,o'zicha,وحده
660,auf einmal::ADV,varakay,بالمرة
661,zusammen::ADV,barobar,معا
662,lange::ADV,uzoq,مدة طويلة
663,plötzlich::ADV,qo'qqisdan,فجأة
664,sofort::ADV,darrov,حالا
665,sofort::ADV,darrov,فورا
666,später::ADV,so'ngra,فيما بعد
667,jetzt::ADV,hozirgina,الآن
668,jetzt::ADV,hozirgina,حاليا
669,heute::ADV,bugun,اليوم
670,morgen::ADV,ärta,غدا
671,bald::ADV,toz,قريبا
672,dann::ADV,keyin,ثم
673,gestern::ADV,kecha,أمس
674,gestern::ADV,kecha,البارحة
675,einst::ADV,avvallari,قديما
676,damals::ADV,ugal,حينئذ
677,danach::ADV,so'ngra,ثم
678,danach::ADV,so'ngra,بعد ذلك
679,vorher::ADV,avval,من قبل
680,vorher::ADV,avval,قبل ذلك
681,zuerst::ADV,avval,أولا
682,einmal::ADV,bir marta,مرة
683,manchmal::ADV,onda-sonda,أحيانا
684,oft::ADV,tez-tez,كثيرا
685,immer::ADV,har vaqt,دائما
686,niemals::ADV,hargiz,لا أبدا
687,hier::ADV,shu erda,هنا
688,hierhin::ADV,beri,إلى هنا
689,von hier::ADV,shu erdan,من هنا
690,dort::ADV,ana,هناك
691,dorthin::ADV,u yerga,إلى هناك
692,geradeaus::ADV,to'g'ri,إلى الأمام
693,vorwärts::ADV,ilgari,إلى الأمام
694,rückwärts::ADV,qoloq,إلى الوراء
695,zurück::ADV,orqada,عودا
696,zurück::ADV,orqada,إلى الخلف
697,unten::ADV,pastda,تحت
698,unten::ADV,pastda,في الأسفل
699,hinab::ADV,tubanga,إلى تحت
700,oben::ADV,ustida,فوق
701,oben::ADV,ustida,في الأعلى
702,hinauf::ADV,yuqorida,إلى فوق
703,hinauf::ADV,yuqorida,إلى الأعلى
704,überall::ADV,har erda,في كل مكان
705,nicht::ADV,ämas,لا
706,nicht::ADV,ämas,لم
707,ein wenig::ADV,biroz,قليلا
708,kaum::ADV,arang,كاد لا
709,sehr::ADV,ancha,جدا
710,sehr::ADV,ancha,كثيرا
711,so::ADV,shunday,كذا
712,so::ADV,shunday,كذلك
713,noch::ADV,hali,ما زال
714,nur::ADV,yolg'iz,فقط
715,schon::ADV,endi,قد
716,wieder::ADV,yana,من جديد
717,wieder::ADV,yana,مرة أخرى
718,vergebens::ADV,bekorga,عبثا
719,vor::PRP,burun,أمام
720,hinter::PRP,ketida,خلف
721,hinter::PRP,ketida,وراء
722,unter::PRP,ostida,تحت
723,durch::PRP,bo'ylab,عبر
724,durch::PRP,bo'ylab,خلال
725,neben::PRP,yonida,جنب
726,neben::PRP,yonida,بجانب
727,zwischen::PRP,orada,بين
728,wegen::PRP,sababli,بسبب
729,dies::PRN,o'sha,هذا
730,das::PRN,narigi,ذلك
731,alles::PRN,har nima,الكل
732,ich::PRN,men,أنا
733,du::PRN,sen,أنت
734,er::PRN,u,هو
735,wir::PRN,biz,نحن
736,ihr::PRN,siz,أنتم
737,ihr::PRN,siz,أنتن
738,sie::PRN,ular,هم
739,sie::PRN,ular,هن
740,was::FPRN,nima,ما
741,wer::FPRN,kim,من
742,wo::FADV,qaerda,أين
743,wohin::FADV,qayerga,إلى أين
744,wie::FADV,qanday,كيف
745,warum::FADV,nega,لماذا
746,wieviel::FNUM,qancha,كم
747,eins::NUM,bir,واحد
748,zwei::NUM,ikki,اثنين
749,drei::NUM,uch,ثلاثة
750,vier::NUM,to'rt,أربعة
751,fünf::NUM,besh,خمسة
752,sechs::NUM,olti,ستة
753,sieben::NUM,etti,سبعة
754,acht::NUM,sakkiz,ثمانية
755,neun::NUM,to'qqiz,تسعة
756,zehn::NUM,o'n,عشرة
757,elf::NUM,o'n bir,أحد عشر
758,zwölf::NUM,o'n ikki,اثنا عشر
759,zwanzig::NUM,yigirma,عشرون
760,dreißig::NUM,o'ttiz,ثلاثون
761,vierzig::NUM,qirq,أربعون
762,fünfzig::NUM,ällik,خمسون
763,sechzig::NUM,oltmish,ستون
764,siebzig::NUM,etmish,سبعون
765,achtzig::NUM,sakson,ثمانون
766,neunzig::NUM,to'qson,تسعون
767,hundert::NUM,yuz,مئة
768,tausend::NUM,ming,ألف
769,und::CNJ,va,و
770,oder::CNJ,yo,أو
771,stehen::V,turmoq,وقف
772,sitzen::V,o'tirmoq,جلس
773,liegen::V,yotmoq,رقد
774,hängen::V,osilmoq,تعلق
775,werden::V,bo'lmoq,صار
776,werden::V,bo'lmoq,أصبح
777,passieren::V,bo'lib o'tmoq,حدث
778,beginnen::V,boshlanmoq,ابتدأ
779,enden::V,bitmoq,انتهى
780,wechseln::V,o'zgarmoq,تغير
781,aufgehen[Sonne]::V,chiqmoq,شرق
782,untergehen[Sonne]::V,botmoq,غرب
