,Concept_ID,ar,cv
127,Bucht::N,خليج,тинӗс кукӑрӗ
128,Insel::N,جزيرة,утрав
129,Blume::N,زهرة,чечек
130,Gras::N,حشيش,курӑк
131,Wurzel::N,أصل,тымар
132,Baum::N,شجرة,йывӑҫ
133,Stamm::N,جذع,вулӑ
134,Rinde::N,قشرة,хуйӑр
135,Ast::N,فرع,турат
136,Zweig::N,غصن,турат
137,Blatt::N,ورقة,ҫулҫӑ
138,Birke::N,قضبان,хурӑн
139,Kiefer[Baum]::N,صنوبرة,хыр
140,Weide[Baum]::N,صفصاف,хӑва
141,Tanne::N,شوح,чӑрӑш
142,Tanne::N,تبوب,чӑрӑш
143,Horn::N,قرن,мӑйрака
144,Feder::N,ريشة,тӗк
145,Fell::N,فرو,ҫӑм
146,Flügel::N,جناح,ҫунат
147,Klaue::N,مخلب,чӗрне
148,Kralle::N,مخلب,ура
149,Schwanz::N,ذيل,хӳре
150,Ei::N,بيض,ҫӑмарта
151,Nest::N,عش,йӑва
152,Bau::N,جحر,йӗнӗ
153,Tier::N,حيوان,выльӑх
154,Herde::N,قطيع,кӗтӳ
155,Kuh::N,بقرة,ӗне
156,Bulle::N,ثور,вӑкӑр
157,Pferd::N,خيل,лаша
158,Schaf::N,شاة,сурӑх
159,Schwein::N,خنزير,сысна
160,Hund::N,كلب,йытӑ
161,Katze::N,قطة,кушак
162,Bär::N,دب,упа
163,Eichhörnchen::N,سنجاب,пакша
164,Elch::N,موظ,пӑши
165,Fuchs::N,ثعلب,тилӗ
166,Hase::N,أرنب,куян
167,Hase::N,أرنب,мулкач
168,Maus::N,فأرة,шӑши
169,Wolf::N,ذئب,кашкӑр
170,Vogel::N,طير,кайӑк
171,Vogel::N,طير,вӗҫен кайӑк
172,Schwarm::N,سرب,ушкӑн
173,Huhn::N,دجاجة,чӑх
174,Huhn::N,دجاجة,чӑхӑ
175,Hahn::N,ديك,автан
176,Gans::N,وزة,хур
177,Adler::N,نسر,ӑмӑрт кайӑк
178,Ente::N,بطة,кӑвакал
179,Eule::N,بوم,тӑмана
180,Kranich::N,كركي,тӑрна
181,Krähe::N,غراب,ула курак
182,Kuckuck::N,وقواق,куккук
183,Schwan::N,إوز عراقي,акӑш
184,Fisch::N,سمك,пулӑ
185,Barsch::N,فرخ أوربي,уланкӑ
186,Hecht::N,سمك الكراكي,ҫӑрттан
187,Schlange[Tier]::N,حية,ҫӗлен
188,Schlange[Tier]::N,ثعبان,ҫӗлен
189,Wurm::N,دودة,ӑман
190,Spinne::N,عنكبوت,эрешмен
191,Ameise::N,نملة,кӑткӑ
192,Laus::N,قملة,пыйтӑ
193,Mücke::N,ناموسة,вӑрӑм туна
194,Fliege::N,ذبابة,шӑна
195,Schmetterling::N,فراشة,лӗпӗш
196,Beere::N,حبة,ҫырла
197,Apfel::N,تفاح,улма
198,Apfel::N,تفاح,пан улми
199,Pilz::N,فطر,кӑмпа
200,Zwiebel::N,بصل,сухан
201,Saat::N,زرع,вӑрӑ
202,Korn::N,حبة,тӗшӗ
203,Korn::N,حبة,пӗрчӗ
204,Heu::N,دريس,утӑ
205,Schale::N,قشرة,хупӑ
206,Grube::N,نقرة,шӑтӑк
207,Falle::N,فخ,тапӑ
208,Falle::N,فخ,капкӑн
209,Falle::N,مصيدة,тапӑ
210,Falle::N,مصيدة,капкӑн
211,Schlinge::N,عروة,йӑлӑ
212,Spur::N,أثر,йӗр
213,Asche::N,رماد,кӗл
214,Dreck::N,قذر,пылчӑк
215,Eisen::N,حديد,тимӗр
216,Gold::N,ذهب,ылтӑн
217,Silber::N,فضة,кӗмӗл
218,Kohle::N,فحم,кӑмрӑк
219,Glas::N,زجاج,кӗленче
220,Lehm::N,طين,тӑм
221,Sand::N,رمل,хӑйӑр
222,Mensch::N,إنسان,ҫын
223,Mensch::N,إنسان,этем
224,Mann::N,رجل,ар
225,Frau::N,امرأة,хӗрарӑм
226,Kind::N,طفل,ача
227,Junge::N,ولد,ача
228,Junge::N,ولد,ар ҫын ача
229,Mädchen::N,بنت,хӗр ача
230,Familie::N,عائلة,ҫемье
231,Familie::N,عائلة,кил-йыш
232,Großvater::N,جد,кукаҫи
233,Großmutter::N,جدة,кукамай
234,Eltern::N,أبوان,аҫа-ама
235,Eltern::N,والدان,аҫа-ама
236,Vater::N,أب,атте
237,Mutter::N,أم,анне
238,Sohn::N,إبن,ывӑл
239,Tochter::N,بنت,хӗр
240,Tochter::N,إبنة,хӗр
241,Bruder::N,أخ,ар тӑван
242,Bruder::N,شقيق,ар тӑван
243,Schwester::N,أخت,аппа
244,Schwester::N,أخت,йӑмӑк
245,Onkel::N,عم,мучи
246,Onkel::N,عم,пичче
247,Tante::N,عمة,аппа
248,Ehemann::N,زوج,упӑшка
249,Ehefrau::N,زوجة,арӑм
250,Freude::N,فرح,савӑнӑҫ
251,Freude::N,فرح,хаваслӑх
252,Freude::N,سرور,савӑнӑҫ
253,Freude::N,سرور,хаваслӑх
254,Gelächter::N,قهقهة,кулӑ
255,Glück::N,سعادة,телей
256,Glück::N,سعادة,ӑраскал
257,Kummer::N,غم,хурлӑх
258,Wunsch::N,منية,ӗмӗт
259,Wunsch::N,منية,кӑмӑл
260,Lust::N,شهوة,кӑмӑл
261,Geist::N,روح,чун-чӗм
262,Geist::N,روح,ыр-усал
263,Geist::N,روح,чун хавалӗ
264,Gedanke::N,فكرة,шухӑш
265,Gedächtnis::N,ذاكرة,ас
266,Verstand::N,عقل,ӑс
267,Verstand::N,عقل,ӑс-тӑн
268,Verstand::N,عقل,ӑс-хакӑл
269,Sinn::N,معنى,тупсӑм
270,Sinn::N,معنى,пӗлтерӗш
271,Grund::N,سبب,сӑлтав
272,Wahrheit::N,حقيقة,чӑнлӑх
273,Gespräch::N,محادثة,калаҫу
274,Märchen::N,خرافة,юмах
275,Erzählung::N,قصة,акалав
276,Erzählung::N,قصة,каласа пани
277,Erzählung::N,حكاية,акалав
278,Erzählung::N,حكاية,каласа пани
279,Nachricht::N,خبر,хыпар
280,Neuigkeit::N,خبر جديد,ҫӗнӗ хыпар
281,Name::N,اسم,ят
282,Rätsel::N,لغز,сутмалли юмах
283,Rede::N,خطبة,сӑмах
284,Sprache::N,لغة,чӗлхе
285,Stimme::N,صوت,сасӑ
286,Wort::N,كلمة,сӑмах
287,Zeichen::N,رمز,паллӑ
288,Zeichen::N,إشارة,паллӑ
289,Ruf::N,نداء,йыхрав
290,Ruf::N,نداء,чӗнӳ
291,Lärm::N,صخب,шав
292,Lärm::N,ضجة,шав
293,Laut::N,صوت,сасӑ
294,Ton::N,نغمة,сасӑ
295,Lied::N,أغنية,юрӑ
296,Ruhe::N,هدوء,канӑҫлӑх
297,Ruhe::N,هدوء,лӑпкӑлӑх
298,Leute::N,ناس,ҫамрӑксем
299,Leute::N,ناس,ҫамрӑк ҫынсем
300,Volk::N,شعب,халӑх
301,Arbeit::N,عمل,ӗҫхӗл
302,Arbeit::N,عمل,ӗҫлев
303,Gast::N,ضيف,хӑна
304,Geschenk::N,هدية,парне
305,Geschenk::N,هدية,кучченеҫ
306,Spiel::N,لعب,вӑйӑ
307,Gesellschaft::N,صحبة,общество
308,Hilfe::N,عون,пулӑшу
309,Hilfe::N,مساعدة,пулӑшу
310,Freund::N,صديق,тус
311,Kamerad::N,زميل,юлташ
312,Kamerad::N,زميل,тус
313,Angelegenheit::N,أمر,ӗҫ
314,Angelegenheit::N,شأن,ӗҫ
315,Anzahl::N,عدد,йыш
316,Anzahl::N,عدد,хисеп
317,Art::N,نوع,тӗс
318,Stück::N,قطعة,татӑк
319,Teil::N,قسم,пай
320,Hälfte::N,نصف,ҫурӑ
321,Kreis::N,دائرة,ункӑ
322,Kreis::N,دائرة,ҫавракӑш
323,Kreuz::N,صليب,хӗрес
324,Linie::N,خط,йӗр
325,Strich::N,شرطة,йӗр
326,Abstand::N,مسافة,хушӑ
327,Entfernung::N,بعد,хушӑ
328,Gegend::N,ناحية,вырӑн
329,Platz::N,فراغ,хутлӑх
330,Ort::N,مكان,вырӑн
331,Seite::N,جانب,ен
332,Seite::N,جانب,аяк
333,Seite::N,جانب,айӑк
334,Mitte::N,وسط,варӑ
335,Gegenstand::N,موضوع,япала
336,Sache::N,شيء,япала
337,Rand::N,حافة,вӗҫ
338,Rand::N,حافة,хӗрӗ
339,Rand::N,حافة,хӗрри
340,Kante::N,حافة,хайкача
341,Kante::N,حافة,хысак
342,Ecke::N,ركن,кӗтес
343,Spitze::N,سن,вӗҫ
344,Ende::N,طرف,вӗҫ
345,Loch::N,ثقب,шӑтӑк
346,Winkel::N,زاوية,кӗтес
347,Muster::N,عينة,эреш
348,Größe::N,حجم,пысӑкӑш
349,Länge::N,طول,вӑрӑмӑш
350,Höhe::N,علو,ҫӳллӗш
351,Höhe::N,ارتفاع,ҫӳллӗш
352,Gewicht::N,وزن,виҫе
353,Gewicht::N,وزن,йывӑрӑш
354,Menge::N,كمية,йыш
355,Haufen::N,كوم,купа
356,Reihe::N,صف,рет
357,Boot::N,قارب,кимӗ
358,Boot::N,زورق,кимӗ
359,Ruder::N,مجذاف,кӗсмен
360,Schlitten::N,مزلقة,ҫуна
361,Ski::N,زلاجة,йӗлтӗр
362,Lagerfeuer::N,نار المخيم,вут
363,Lagerfeuer::N,نار المخيم,кӑвайт
364,Last::N,حمل,сулмаклӑх
365,Last::N,حمل,йывӑр япала
366,Gang::N,مشية,куҫӑм
367,Schritt::N,خطوة,утӑм
368,Schritt::N,خطوة,пусӑм
369,Norden::N,شمال,ҫурҫӗр
370,Süden::N,جنوب,кӑнтӑр
371,Westen::N,غرب,анӑҫ
372,Westen::N,غرب,хӗвел анӑҫ
373,Osten::N,شرق,хӗвел тухӑҫ
374,Holz::N,خشب,йывӑҫ
375,Brett::N,لوح,хӑма
376,Platte::N,صفيحة,плита
377,Stütze::N,سند,ура
378,Stütze::N,دعامة,ура
379,Stange::N,عود,шерте
380,Stock::N,عصا,патак
381,Stab::N,قضيب,шӑчӑ
382,Rohr::N,أنبوبة,пӑрӑх
383,Haus::N,دار,ҫурт
384,Haus::N,بيت,ҫурт
385,Heim::N,بيت,кил
386,Heim::N,مسكن,кил
387,Ofen::N,مدفأة,кӑмака
388,Fußboden::N,أرضية,урай
389,Tisch::N,مائدة,сӗтел
390,Stuhl::N,كرسي,пукан
391,Wiege::N,مهد,сӑпка
392,Bett::N,سرير,кравать
393,Regal::N,رف,ҫӳлӗк
394,Regal::N,رف,сентре
395,Kiste::N,صندوق,ещӗк
396,Kiste::N,صندوق,сунтӑх
397,Fenster::N,شباك,чӳрече
398,Fenster::N,نافذة,чӳрече
399,Tür::N,باب,алӑк
400,Tor::N,بوابة,хапха
401,Zaun::N,سياج,хӳме
402,Dach::N,سطح,тӑрӑ
403,Leiter::N,سلم,пусма
404,Besen::N,مكنسة,шӑпӑр
405,Spaten::N,مسحاة,кӗреҫе
406,Schaufel::N,مجرفة,кӗреҫе
407,Gabel::N,شوكة,вилка
408,Löffel::N,ملعقة,кашӑк
409,Messer::N,سكين,ҫӗҫӗ
410,Nagel::N,مسمار,пӑта
411,Netz::N,شبكة,тетел
412,Haken::N,خطاف,йӑрхах
413,Haken::N,خطاف,ҫекӗл
414,Haken::N,صنارة,йӑрхах
415,Haken::N,صنارة,ҫекӗл
416,Griff::N,قبضة,хӑлӑп
417,Schloss::N,قفل,ҫӑра
418,Bild::N,صورة,сӑн
419,Bild::N,صورة,сӑнлӑх
420,Bild::N,صورة,картина
421,Figur::N,تمثال,кӗлетке
422,Puppe::N,دمية,пукане
423,Beutel::N,كيس,михӗ
424,Bündel::N,ربطة,ҫыхӑ
425,Bündel::N,ربطة,тӗрке
426,Tasche::N,شنطة,сумка
427,Tasche::N,محفظة,сумка
428,Eimer::N,سطل,витре
429,Eimer::N,جردل,витре
430,Deckel::N,سداد,хупӑ
431,Geschirr::N,أوان,савӑт-сапа
432,Sack::N,زكيبة,михӗ
433,Tasse::N,فنجان,курка
434,Topf::N,قدر,кастрюль
435,Topf::N,طنجرة,кастрюль
436,Kessel::N,قدر,хуран
437,Kessel::N,غلاية,хуран
438,Essen::N,طعام,апат
439,Nahrung::N,غذاء,апат-ҫимӗс
440,Speise::N,أكل,апат
441,Speise::N,أكل,ҫимӗҫ
442,Fleisch::N,لحم,аш
443,Fleisch::N,لحم,какай
444,Getreide::N,حبوب,тырӑ
445,Brei::N,عصيدة,пӑтӑ
446,Brot::N,خبز,ҫӑкӑр
447,Scheibe::N,شريحة,чӗлӗ
448,Scheibe::N,شريحة,касӑк
449,Fett::N,سمن,ҫу
450,Butter::N,زبدة,ҫу
451,Öl::N,زيت,ҫу
452,Salz::N,ملح,тӑвар
453,Suppe::N,حساء,яшка
454,Suppe::N,شربة,яшка
455,Honig::N,عسل,пыл
456,Milch::N,حليب,сӗт
457,Tee::N,شاي,чей
458,Leder::N,جلد,сӑран
459,Wolle::N,صوف,ҫӑм
460,Stoff::N,قماش,тӗртӗм
461,Nadel::N,إبرة,йӗп
462,Faden::N,خيط,ҫип
463,Knopf::N,زر,тӳме
464,Knoten::N,عقدة,йӑлӑ
465,Farbe::N,صبغة,сӑрӑ
466,Kleidung::N,ملابس,тум
467,Kleidung::N,ملابس,ҫипуҫ
468,Kleidung::N,ملابس,тум-тир
469,Hemd::N,قميص,кӗпе
470,Kragen::N,ياقة,ҫуха
471,Ärmel::N,كم,ҫанӑ
472,Hose::N,سروال,шӑлавар
473,Hose::N,بنطلون,шӑлавар
474,Gürtel::N,حزام,пиҫиххи
475,Mütze::N,طاقية,ҫӗлӗк
476,Schuh::N,حذاء,пушмак
477,Schuh::N,حذاء,ботинок
478,Stiefel::N,جزمة,атӑ
479,Stiefel::N,حذاء طويل,атӑ
480,Ring::N,حلقة,ҫӗрӗ
481,Band::N,شريط,хаю
482,Band::N,شريط,йӗсме
483,Kamm::N,مشط,тура
484,Spiegel::N,مرآة,тӗкӗр
485,Spiegel::N,مرآة,куҫ кӗски
486,Riemen::N,سير,чӗн
487,Schnur::N,حبل,кантра
488,Schnur::N,دوبارة,кантра
489,Leine::N,قيد,касмӑк
490,Decke::N,بطانية,утиял
491,Kissen::N,وسادة,ҫытар
492,Kissen::N,وسادة,минтер
493,Tuch::N,منديل,тутӑр
494,Handtuch::N,فوطة,ал шӑлли
495,Handtuch::N,منشفة,ал шӑлли
496,Kraft::N,قدرة,вӑй
497,Kraft::N,قدرة,хӑват
498,Stärke::N,قوة,хал
499,Stärke::N,قوة,хӑват
500,Gesundheit::N,صحة,хал
501,Gesundheit::N,صحة,сывлӑх
502,Krankheit::N,مرض,чир
503,Schmerz::N,ألم,ырату
504,Schmerz::N,وجع,ырату
505,Wunde::N,جرح,суран
506,Fieber::N,حمى,сив чир
507,Arznei::N,دواء,эмел
508,Brücke::N,جسر,кӗпер
509,Brunnen::N,بئر,ҫӑл
510,Brunnen::N,بئر,пусӑ
511,Weide::N,مرعى,ҫаран
512,Pfad::N,درب,йӗр
513,Pfad::N,درب,сукмак
514,Weg::N,سكة,ҫул
515,Weg::N,سكة,ҫул-йӗр
516,Straße::N,طريق,ҫӳрев
517,Straße::N,طريق,ҫул ҫӳрени
518,Dorf::N,قرية,ял
519,Stadt::N,مدينة,хула
520,Brief::N,خطاب,ҫыру
521,Brief::N,مكتوب,ҫыру
522,Buch::N,كتاب,кӗнеке
523,Buchstabe::N,حرف,сас палли
524,Zeitung::N,جريدة,хаҫат
525,Leben::N,عيش,пурнӑҫ
526,Leben::N,حياة,пурнӑҫ
527,Tod::N,موت,вилӗм
528,Tod::N,وفاة,вилӗм
529,Grab::N,قبر,масар шӑтӑкӗ
530,Kirche::N,كنيسة,чиркӳ
531,Sünde::N,خطيئة,ҫылӑх
532,Gott::N,إله,турӑ
533,Arbeiter::N,عامل,рабочи
534,Chef::N,رئيس,пуҫлӑх
535,Meister::N,أسطى,ӑста
536,Meister::N,أسطى,мастер
537,Arzt::N,طبيب,врач
538,Arzt::N,طبيب,тухтӑр
539,Lehrer::N,مدرس,учитель
540,Lehrer::N,مدرس,вӗрентекен
541,Geld::N,نقود,укҫа
542,Geschäft::N,صفقة,бизнес
543,Laden::N,دكان,магазин
544,Preis::N,سعر,хак
545,Ware::N,بضاعة,тавар
546,Nutzen::N,فائدة,пайта
547,Reichtum::N,غنى,мул
548,Reichtum::N,ثروة,мул
549,Welt::N,عالم,тӗнче
550,Welt::N,دنيا,тӗнче
551,Land::N,بلد,ҫӗр-шыв
552,Staat::N,دولة,патшàлӑх
553,König::N,ملك,король
554,Macht::N,سلطة,власть
555,Grenze::N,حدود,чикӗ
556,Krieg::N,حرب,вӑрҫӑ
557,Feind::N,عدو,тӑшман
558,Gewalt::N,عنف,ирӗксӗрлӳ
559,Kampf::N,قتال,кӗрешӳ
560,Bogen[Waffe]::N,قوس,ухӑ
561,Pfeil::N,سهم,ҫӗмрен
562,Pfeil::N,سهم,ухӑ йӗппи
563,Gewehr::N,بندقية,пӑшал
564,Fehler::N,خطأ,йӑнӑш
565,Lüge::N,كذب,суя
566,Lüge::N,كذب,ултав
567,Schaden::N,تلف,сиен
568,Unglück::N,نحس,шар
569,Unglück::N,نحس,инкек
570,Schuld::N,ذنب,айӑп
571,Alter::N,سن,ҫул шучӗ
572,Alter::N,عمر,ҫул шучӗ
573,Schluss::N,ختام,пӗтни
574,Schluss::N,ختام,пӗтмӗш
575,Schluss::N,نهاية,пӗтни
576,Schluss::N,نهاية,пӗтмӗш
577,Zeit::N,وقت,вӑхӑт
578,Tag::N,يوم,кун
579,Morgen::N,صباح,ир
580,Mittag::N,ظهر,кӑнтӑрла
581,Abend::N,مساء,каҫ
582,Nacht::N,ليلة,каҫ
583,Woche::N,أسبوع,эрне
584,Monat::N,شهر,уйӑх
585,Jahr::N,عام,ҫулталӑк
586,Jahr::N,سنة,ҫулталӑк
587,Frühling::N,ربيع,ҫур
588,Frühling::N,ربيع,ҫуркунне
589,Sommer::N,صيف,ҫу
590,Sommer::N,صيف,ҫулла
591,Herbst::N,خريف,кӗр
592,Herbst::N,خريف,кӗркунне
593,Winter::N,شتاء,хӗл
594,Winter::N,شتاء,хӗлле
595,Januar::N,يناير,январь
596,Januar::N,كانون الثاني,январь
597,Februar::N,شباط,февраль
598,Februar::N,شباط,кӗҫӗн кӑрлач
599,Februar::N,فبراير,февраль
600,Februar::N,فبراير,кӗҫӗн кӑрлач
601,März::N,آذار,март
602,März::N,آذار,пуш уйӑхӗ
603,März::N,مارس,март
604,März::N,مارس,пуш уйӑхӗ
605,April::N,نيسان,апрель
606,Mai::N,مايو,май
607,Juni::N,يونيو,июнь
608,Juni::N,حزيران,июнь
609,Juli::N,تموز,июль
610,Juli::N,يوليو,июль
611,August::N,آب,август
612,August::N,أغسطس,август
613,September::N,أيلول,сентябрь
614,September::N,أيلول,авӑн уйӑхӗ
615,September::N,سبتمبر,сентябрь
616,September::N,سبتمبر,авӑн уйӑхӗ
617,Oktober::N,أكتوبر,октябрь
618,Oktober::N,تشرين الأول,октябрь
619,November::N,نوفمبر,ноябрь
620,November::N,تشرين الثاني,ноябрь
621,Dezember::N,ديسمبر,раштав
622,Dezember::N,ديسمبر,декабрь
623,Dezember::N,كانون الأول,раштав
624,Dezember::N,كانون الأول,декабрь
625,Montag::N,يوم الاثنين,тунти кун
626,Dienstag::N,يوم الثلاثاء,ытлари кун
627,Mittwoch::N,يوم الأربعاء,юн кун
628,Donnerstag::N,يوم الخميس,кӗҫнерни кун
629,Freitag::N,يوم الجمعة,эрне кун
630,Samstag::N,يوم السبت,шӑмат кун
631,Sonntag::N,يوم الأحد,вырсарни кун
632,groß::A,كبير,пысӑк
633,klein::A,صغير,пӗчӗк
634,lang::A,طويل,вӑрӑм
635,kurz::A,قصير,кӗске
636,breit::A,واسع,сарлака
637,schmal::A,ضيق,ансӑр
638,dicht::A,كث,йӑвӑ
639,dicht::A,كثيف,йӑвӑ
640,dick[Gegenstand]::A,غليظ,хулӑн
641,dünn::A,رفيع,ҫинҫе
642,dünn::A,رفيع,ҫӳхе
643,fein::A,رقيق,тарай
644,fein::A,رقيق,вӗлтӗрти
645,fest::A,متين,тӗреклӗ
646,flach::A,سهل,лаптак
647,flach::A,منبسط,лаптак
648,glatt::A,ناعم,такӑр
649,hart::A,صلب,хытӑ
650,hart::A,جامد,хытӑ
651,weich::A,لين,ҫемҫе
652,rund::A,مستدير,ҫавра
653,spitz::A,مدبب,шӗвӗр
654,scharf::A,حاد,ҫивӗч
655,stumpf::A,ثالم,мӑка
656,stumpf::A,ثالم,пуклак
657,stumpf::A,ثالم,тӗрӗнчӗк
658,stumpf::A,ثالم,ӑнкарусӑр
659,schwer::A,ثقيل,йывӑр
660,schön::A,جميل,илемлӗ
661,heiß::A,حار,вӗри
662,heiß::A,ساخن,вӗри
663,warm::A,دافئ,ӑшӑ
664,kalt::A,بارد,сивӗ
665,kühl::A,قر,уҫӑ
666,frisch::A,طازج,уҫӑ
667,feucht::A,رطب,йӗпе
668,nass::A,مبلول,нӳрӗ
669,trocken::A,جاف,типӗ
670,voll::A,ملء,тулли
671,leer::A,خال,пушӑ
672,leer::A,فارغ,пушӑ
673,offen::A,مفتوح,уҫӑ
674,geschlossen::A,مغلق,хупӑ
675,sauber::A,نظيف,таса
676,schmutzig::A,قذر,пылчӑклӑ
677,schmutzig::A,قذر,вараланчӑк
678,roh::A,نيء,чӗрӗ
679,reif::A,ناضج,пулнӑ
680,reif::A,ناضج,пиҫӗхнӗ
681,reif::A,ناضج,аталаннӑ
682,reif::A,ناضج,пиҫсе ҫитнӗ
683,lecker::A,لذيذ,тутлӑ
684,lecker::A,لذيذ,техӗмлӗ
685,süß::A,حلو,пылак
686,bitter::A,مر,йӳҫӗ
687,sauer::A,حامض,йӳҫӗ
688,sauer::A,حامض,йӳҫек
689,sauer::A,حامض,кӑвасак
690,hell::A,نير,ҫутӑ
691,dunkel::A,مظلم,тӗттӗм
692,schwarz::A,أسود,хура
693,weiß::A,أبيض,шурӑ
694,rot::A,أحمر,хӗрлӗ
695,gelb::A,أصفر,сарӑ
696,blau::A,أزرق,кӑвак
697,grün::A,أخضر,симӗс
698,grün::A,أخضر,пиҫмен
699,grün::A,أخضر,ӑс пухман
700,grau::A,رمادي,кӑвак
701,bunt::A,ملوب,чӑпар
702,billig::A,رخيص,йӳнӗ
703,teuer::A,غال,хаклӑ
704,wertvoll::A,ثمين,паха
705,blind::A,أعمى,суккӑр
706,taub::A,أصم,хӑлхасӑр
707,taub::A,أطرش,хӑлхасӑр
708,kräftig::A,قوي,хӑватлӑ
709,stark::A,قوي,вирлӗ
710,schwach::A,ضعيف,халсӑр
711,fett::A,سمين,самӑр
712,fett::A,سمين,мӑнтӑр
713,schlank::A,أهيف,йӑрӑс
714,schlank::A,أهيف,яштака
