,Concept_ID,kl,ta
165,Kranich::N,qorlorfik,நாரை
166,Krähe::N,tuluatsiaq,காகம்
167,Kuckuck::N,kukkooq,குயில்
168,Schwan::N,qussuk,அன்னம்
169,Fisch::N,aalisagaq,மீன்
170,Schlange[Tier]::N,pulateriarsuk,பாம்பு
171,Schlange[Tier]::N,pulateriaarsuk,பாம்பு
172,Spinne::N,aasiaq,சிலந்தி
173,Spinne::N,nissavaarsuk,சிலந்தி
174,Ameise::N,uniaaluk,எறும்பு
175,Laus::N,kumak,பேன்
176,Mücke::N,ippernaq,கொசுவினப்பூச்சி
177,Fliege::N,ippernaq,ஈ
178,Schmetterling::N,paluaq,வண்ணத்துப்பூச்சி
179,Schmetterling::N,pakkaluaq,வண்ணத்துப்பூச்சி
180,Schmetterling::N,utsuppaluaq,வண்ணத்துப்பூச்சி
181,Schmetterling::N,taqaleqisaaq,வண்ணத்துப்பூச்சி
182,Beere::N,paarmaq,சதைப்பழம்
183,Beere::N,paarngaq,சதைப்பழம்
184,Apfel::N,iipili,ஆப்பிள பழம்
185,Pilz::N,anngiusaq,காளான்
186,Zwiebel::N,uanitsoq,வெங்காயம்
187,Saat::N,naatsiiassaq,விதை
188,Korn::N,maannineq,தானியம்
189,Schale::N,niutsivik,தோல்
190,Schale::N,ilulissaq qaartussaq,தோல்
191,Grube::N,itersaq,குழி
192,Falle::N,pualavoq,பொறி
193,Schlinge::N,orseq,கண்ணி
194,Schlinge::N,norloq,கண்ணி
195,Spur::N,tumaa,சுவடு
196,Asche::N,arsat,சாம்பல்
197,Dreck::N,minguk,அழுக்கு
198,Eisen::N,savimineq,இரும்பு
199,Eisen::N,saffiugassaq,இரும்பு
200,Gold::N,kuulti,தங்கம்
201,Silber::N,siilviuvoq,வெள்ளி
202,Kohle::N,aamarsuit aamaruutissat,நிலக்கரி
203,Glas::N,igalaaq,கண்ணாடி
204,Glas::N,imertarfik,கண்ணாடி
205,Glas::N,igalaamineq,கண்ணாடி
206,Lehm::N,marraq,களிமண்
207,Sand::N,sioqqat,மணல்
208,Mensch::N,inuk,மனிதர்கள்
209,Mensch::N,silamiu,மனிதர்கள்
210,Mann::N,angut,மனிதன்
211,Frau::N,arnaq,பெண்
212,Kind::N,meeraq,குழந்தை
213,Junge::N,nukappiaraq,பையன்
214,Mädchen::N,arnannguaq,சிறுமி
215,Familie::N,ilaqutakka,குடும்பம்
216,Familie::N,ilaqutariit,குடும்பம்
217,Großvater::N,aatak,தாத்தா
218,Großmutter::N,aanaq,பாட்டி
219,Eltern::N,angajoqqaat,பெற்றோர்
220,Vater::N,ataata,தந்தை
221,Vater::N,ataataq,தந்தை
222,Mutter::N,anaana,தாய்
223,Sohn::N,erneq,மகன்
224,Tochter::N,panik,மகள்
225,Bruder::N,ani,சகோதரன்
226,Bruder::N,aqqaluk,சகோதரன்
227,Bruder::N,qatanngut,சகோதரன்
228,Schwester::N,naja,அக்கா
229,Schwester::N,aleqa,அக்கா
230,Schwester::N,qatanngut,அக்கா
231,Onkel::N,akkak,தாய் மாமன்
232,Tante::N,aja,அத்தை
233,Tante::N,ajak,அத்தை
234,Tante::N,atsak,அத்தை
235,Ehemann::N,ui,கணவன்
236,Ehefrau::N,nuliaq,மனைவி
237,Freude::N,tipaatsussuseq,கொண்டாட்டம்
238,Gelächter::N,illaq,சிரிப்பு
239,Glück::N,usornaat,மகிழ்ச்சி
240,Glück::N,usornarsuseq,மகிழ்ச்சி
241,Wunsch::N,kissaat,விருப்பம்
242,Lust::N,illigussuseq,விருப்பம்
243,Lust::N,piummaseq,விருப்பம்
244,Geist::N,anerneq,ஆன்மா
245,Geist::N,toornaq,ஆன்மா
246,Gedanke::N,isumassaq,எண்ணம்
247,Gedächtnis::N,eqqaamannissuseq,ஞாபகம்
248,Verstand::N,isuma,மனம்
249,Verstand::N,sianissut,மனம்
250,Verstand::N,misigissut,மனம்
251,Verstand::N,sianissuseq,மனம்
252,Verstand::N,silaqassuseq,மனம்
253,Sinn::N,isuma,அர்த்தம்
254,Grund::N,patsit,காரணம்
255,Wahrheit::N,sallusuissut,உண்நை
256,Märchen::N,oqalualaarut,நம்பத்தகாத கதை
257,Märchen::N,oqaluasaaq,நம்பத்தகாத கதை
258,Erzählung::N,oqaluttuaq,கதை
259,Nachricht::N,oqaassut,செய்தி
260,Nachricht::N,oqqersuut,செய்தி
261,Neuigkeit::N,tusarnartaq,செய்தி
262,Name::N,ateq,பெயர்
263,Rätsel::N,nalorsitsaarut,புதிர்
264,Rede::N,oqaluuseq,பேச்சு
265,Sprache::N,oqaatsit,மொழி
266,Stimme::N,erinaq,குரல்
267,Stimme::N,qarluuseq,குரல்
268,Wort::N,oqaasii,வார்த்தை
269,Zeichen::N,nalunaaqqut,குறி
270,Ruf::N,qaaqqussut,அழைப்பு
271,Lärm::N,perpaluk,சத்தம்
272,Laut::N,torsukattak,ஒலி
273,Ton::N,erinaq,குரல்
274,Lied::N,taalliaq,பாட்டு
275,Lied::N,erinarsuut,பாட்டு
276,Ruhe::N,qatsunganeq,அமைதி
277,Leute::N,inuiak,மக்கள்
278,Leute::N,inuiaqatigiit,மக்கள்
279,Volk::N,inuiaat,மக்கள்
280,Arbeit::N,suliaq,வேலை
281,Gast::N,qaaqqusaq,விருந்தாளி
282,Geschenk::N,pajugut,பரிசுப் பொருள்
283,Hilfe::N,annertoqqut,உதவி
284,Freund::N,tiliaq,நண்பன்
285,Freund::N,ikinngut,நண்பன்
286,Kamerad::N,tiliaq,உடனிருப்பவன்
287,Kamerad::N,ikinngut,உடனிருப்பவன்
288,Art::N,ileqquuseq,வகை
289,Stück::N,nakkaalaniku,துண்டம்
290,Teil::N,tassiaasat,பகுதி
291,Hälfte::N,affaq,பாதி
292,Kreis::N,kaajaluinneq or kaajaluitsoq,வட்டம்
293,Kreuz::N,sanningasulik,சிலுவை
294,Linie::N,tittaq,கோடு
295,Linie::N,titarneq,கோடு
296,Abstand::N,aku,இடைவெளி
297,Abstand::N,ikiaq,இடைவெளி
298,Entfernung::N,asi,தூரம்
299,Gegend::N,nuna,வட்டாரம்
300,Platz::N,ini,வெற்றிடம்
301,Platz::N,inissaq,வெற்றிடம்
302,Ort::N,sumiiffik,இடம்
303,Seite::N,saneraq,பக்கம்
304,Mitte::N,qiteq,இடைப்பகுதி
305,Sache::N,pigisaq,பொருள்
306,Rand::N,sini,தொங்கு
307,Rand::N,akerfineq,தொங்கு
308,Kante::N,akerfineq,விளிம்பு
309,Ecke::N,teqeqqoq,மூலை
310,Ecke::N,tikeqqoq,மூலை
311,Spitze::N,inngik,முனை
312,Ende::N,isu,முடிவு
313,Loch::N,putu,துளை
314,Winkel::N,teqeqqorissaat,கோணம்
315,Muster::N,ilisserut,பாங்கு
316,Größe::N,angissuseq,அளவு
317,Länge::N,takissuseq,நீளம்
318,Gewicht::N,oqimaalutaq,எடை
319,Menge::N,amerlassuseq,தொகை
320,Haufen::N,eqimattat,குவியல்
321,Reihe::N,allunaasaq,வரிசை
322,Boot::N,qajaq,படகு
323,Boot::N,angallat,படகு
324,Boot::N,umiatsiaq,படகு
325,Ruder::N,iput,துடுப்பு
326,Schlitten::N,qamutit,சகடையிலா வண்டி
327,Schlitten::N,qimusseq,சகடையிலா வண்டி
328,Ski::N,ataarut,பனிச் சறுக்கல்
329,Last::N,nammagaq,பாரம்
330,Schritt::N,allorneq,காலடி
331,Norden::N,avannaq,வடக்கு
332,Süden::N,qava,தெற்கு
333,Süden::N,kujat,தெற்கு
334,Süden::N,kujataa,தெற்கு
335,Westen::N,kitaa,மேற்கு திசை
336,Osten::N,kangi,கிழக்கு
337,Holz::N,qisuk,மரக்கட்டை
338,Brett::N,salliligaq,பலகை
339,Platte::N,qaateq,பலகம்
340,Stütze::N,ajagutaq,அடைப்புகன்
341,Stütze::N,ajaagutaq,அடைப்புகன்
342,Stange::N,kaaviffik,கம்பம்
343,Stock::N,ajaappissat,குச்சி
344,Stab::N,ajaappissat,கம்பு
345,Rohr::N,sullulik,குழாய்
346,Haus::N,illu,வீடு
347,Ofen::N,kissarsuut,அடுப்பு
348,Fußboden::N,nateq,தரை
349,Tisch::N,allattarfik,மேசை
350,Stuhl::N,issiavik,நாற்காலி
351,Stuhl::N,issiaffik,நாற்காலி
352,Wiege::N,uaasoq,தொட்டில்
353,Bett::N,nallavik,படுக்கை
354,Regal::N,ilisivik,அலமாரி
355,Kiste::N,sakissat,பெட்டி
356,Kiste::N,illerfiusaq,பெட்டி
357,Fenster::N,aki,சாளரம்
358,Fenster::N,igalaaq,சாளரம்
359,Tür::N,matu,கதவு
360,Tor::N,isaaffik,வாசற்கதவு
361,Zaun::N,saputit,வேலி
362,Dach::N,qaliaq,கூரை
363,Leiter::N,tummeqqat,ஏணி
364,Leiter::N,majuartarfiit,ஏணி
365,Besen::N,saligutit,விளக்குமாறு
366,Spaten::N,nivaataq,மண்வெட்டி
367,Schaufel::N,nivaataq,அடிதண்டா
368,Gabel::N,qilluaq,முட்கரண்டி
369,Gabel::N,ajassaatit,முட்கரண்டி
370,Löffel::N,alussaat,கரண்டி
371,Messer::N,savik,கத்தி
372,Nagel::N,kukik,ஆணி
373,Netz::N,anguffaseq,வலை
374,Haken::N,nissik,கொக்கி
375,Haken::N,qarsorsaq,கொக்கி
376,Haken::N,qarsorsartoq,கொக்கி
377,Griff::N,ipi,கைப்பிடி
378,Schloss::N,illussaarsuaq,பூட்டு
379,Bild::N,assiliaq,படம்
380,Figur::N,kisitsit,எண்ணிக்கை
381,Puppe::N,inuusaq,பொம்மை
382,Bündel::N,qilertaq,பொதி
383,Tasche::N,pooqattaq,பை
384,Deckel::N,matu,உறை
385,Geschirr::N,anut,பாத்திரம்
386,Tasse::N,tiitorfik,கிண்ணம்
387,Tasse::N,tiitorfiup ilorlia,கிண்ணம்
388,Topf::N,qoqqoq,பானை
389,Kessel::N,uunnaavik,கெண்டி
390,Essen::N,igaaq,உணவருந்துதல்
391,Nahrung::N,neqissaq,உணவு
392,Speise::N,nerisassat,உணவு வகை
393,Fleisch::N,neqi,இறைச்சி
394,Getreide::N,maannineq,மக்காச்சோளம்
395,Brot::N,iffit,ரொட்டி
396,Brot::N,iffiaq,ரொட்டி
397,Scheibe::N,igalaassiaq,துண்டு
398,Fett::N,tarnutissaq,கொழுப்பு
399,Fett::N,tarnutissiaq,கொழுப்பு
400,Butter::N,punneq,வெண்ணெய்
401,Öl::N,uulia,எண்ணெய்
402,Salz::N,taratsut,உப்பு
403,Suppe::N,qajoq,ரசம்
404,Honig::N,tungusunnitsuut,தேன்
405,Milch::N,immuk,பால்
406,Tee::N,tii,தெனீர்
407,Tee::N,teeq,தெனீர்
408,Wolle::N,nuersagassiaq,கம்பளி
409,Stoff::N,milliaq,துணி
410,Stoff::N,qarlissiaq,துணி
411,Nadel::N,meqqut,ஊசி
412,Faden::N,ujalussiaq,நூல்
413,Knopf::N,attat,பொத்தான்
414,Knoten::N,akeroq,முடிச்சு
415,Knoten::N,qilerneq,முடிச்சு
416,Farbe::N,qalipaat,வண்ணக் குழம்பு
417,Kleidung::N,atisat,ஆடைகள்
418,Kleidung::N,annoraaq,ஆடைகள்
419,Hemd::N,ilupaaq,சட்டை
420,Kragen::N,qungasiinnaq,கழுத்துப் பட்டை
421,Ärmel::N,aaq,சட்டைக்கை
422,Hose::N,qarliit,கால்சட்டை
423,Gürtel::N,qiterut,பெல்ட்
424,Gürtel::N,unngersaq,பெல்ட்
425,Mütze::N,nasaq,தொப்பி
426,Schuh::N,skuu,காலணி
427,Schuh::N,ikernuk,காலணி
428,Schuh::N,ateraasaq,காலணி
429,Stiefel::N,kamik,காலணி
430,Ring::N,assammiu,மோதிரம்
431,Band::N,qilerutissiaq,நாடா
432,Kamm::N,illaagutit,கீப்பு
433,Kamm::N,illaajaatit pl.,கீப்பு
434,Spiegel::N,tarrarsuut,ஆடி
435,Spiegel::N,tarrarsuut,கண்ணாடி
436,Riemen::N,allunaaq,வார்
437,Schnur::N,kujaaq,கயிறு
438,Schnur::N,allunaasaq,கயிறு
439,Leine::N,aleq,தோல்வார்
440,Decke::N,qipik,போர்வை
441,Kissen::N,akit,தலையணை
442,Tuch::N,qarlissiaq,துணி
443,Handtuch::N,allarut,தண்டு
444,Handtuch::N,allarterut,தண்டு
445,Kraft::N,pissak,நிர்பந்தம்
446,Stärke::N,qerattarsaat,பலம்
447,Gesundheit::N,peqqisusseq,ஆரோக்கியம்
448,Krankheit::N,nappaat,நோய்
449,Schmerz::N,anniaat,வலி
450,Wunde::N,iki,காயம்
451,Fieber::N,nappaat qanimanartoq,காய்ச்சல்
452,Arznei::N,imigassaq,மருந்து
453,Brücke::N,ikaartarfik,பாலம்
454,Brunnen::N,tissaluttuliaq,கேணி
455,Weide::N,masarsuk,மேய்ச்சல் நிலம்
456,Pfad::N,aqqut,நடை வழி
457,Weg::N,aggerfik,வழி
458,Straße::N,aqqusineq,சாலை
459,Dorf::N,nunaqarfik,கிராமம்
460,Stadt::N,illorpaat,நகரம்
461,Stadt::N,illorpalik,நகரம்
462,Brief::N,allagarsiaq,கடிதம்
463,Buch::N,atuakkat,புத்தகம்
464,Buch::N,mappersagaq,புத்தகம்
465,Buchstabe::N,naqinneq,எழத்து
466,Zeitung::N,aviisi,செய்தித்தாள்
467,Leben::N,inuussuseq,வாழ்க்கை
468,Tod::N,toqu,மரணம்
469,Tod::N,toquneq,மரணம்
470,Grab::N,iliveq,சமாதி
471,Grab::N,illissat,சமாதி
472,Kirche::N,oqaluffik,தேவாலயம்
473,Sünde::N,ajorti,பாவம்
474,Arbeiter::N,sulisoq,தொழிலாளி
475,Chef::N,ittoqut,மேலாளர்
476,Meister::N,naalagaq,தலைவன்
477,Arzt::N,katsorsaasoq,மருத்துவர்
478,Lehrer::N,ilinniartitsisoq,ஆசிரியர்
479,Geld::N,aningaasat,பணம்
480,Geschäft::N,niuertarfik,வாணிபம்
481,Laden::N,niuertarfik,கடை
482,Preis::N,aki,விலை
483,Ware::N,qaliata pii,சாமன்கள்
484,Ware::N,nioqqutissaq,சாமன்கள்
485,Nutzen::N,iluaqut,இலாபம்
486,Welt::N,nunarsuaq,உலகம்
487,Land::N,nuna,நாடு
488,König::N,kunngi,அரசன்
489,Macht::N,pissaassuseq,அதிகாரம்
490,Grenze::N,killik,எல்லை
491,Krieg::N,sorsunneq,போர்
492,Feind::N,akeraq,எதிரி
493,Feind::N,akerartorti,எதிரி
494,Feind::N,qinngarsuisoq,எதிரி
495,Kampf::N,sorsunneq,போராட்டம்
496,Pfeil::N,qalugiusaq,அம்பு
497,Gewehr::N,aallaat,துப்பாக்கி
498,Fehler::N,kukkuneq,தவறு
499,Fehler::N,paarlaappaa,தவறு
500,Unglück::N,perluut,இடையூறு
501,Schuld::N,akiitsugaq,குற்றம்
502,Schuld::N,akiligassaq,குற்றம்
503,Alter::N,utoqqaq,வயது
504,Schluss::N,isu,முடிவு
505,Zeit::N,ulloq,காலம்
506,Zeit::N,akuttoqatigiinneq,காலம்
507,Tag::N,ulloq,நாள்
508,Morgen::N,ullaaq,காலை நேரம்
509,Mittag::N,ulloqeqqa,மதியம்
510,Abend::N,unnuk,மாலைப் பொழுது
511,Nacht::N,unnuaq,இரவு
512,Woche::N,sapaatip akunnera,வாரம்
513,Monat::N,qaammat,மாதம்
514,Jahr::N,ukioq,வருடம்
515,Frühling::N,upernaaq,வசந்தம்
516,Sommer::N,aasaq,கோடை
517,Herbst::N,ukiaq,இலையுதிர் காலம்
518,Winter::N,ukioq,குளிர்காலம்
519,Januar::N,siulleeq,ஜனவரி
520,Januar::N,qaammaliaq,ஜனவரி
521,Februar::N,aarlaat,பிபரவரி மாதம்
522,März::N,marsi,மார்ச் மாதம்
523,März::N,martsi,மார்ச் மாதம்
524,Mai::N,maaji,மே மாதம்
525,Juni::N,juuni,ஜூன் மாதம்
526,Juli::N,juuli,ஜூலை மாதம்
527,August::N,aggusti,ஆகஸ்ட் மாதம்
528,September::N,septembari,செப்டம்பர் மாதம்
529,Oktober::N,oktobari,அக்டோபர் மாதம்
530,November::N,novembari,நவம்பர் மாதம்
531,Dezember::N,detsembari,டிசம்பர்
532,Montag::N,ataasinngortoq,திங்கட் கிழமை
533,Dienstag::N,marlunngorneq,செவ்வாய்க்கிழமை
534,Mittwoch::N,pingasunngorneq,புதன் கிழமை
535,Donnerstag::N,sisamanngorneq,வியாழக் கிழமை
536,Freitag::N,tallimanngorneq,வெள்ளிக்கிழமை
537,Samstag::N,arfininngorneq,சனிக்கிழமை
538,Sonntag::N,sapaat,ஞாயிறுக் கிழமை
539,Sonntag::N,sapaati,ஞாயிறுக் கிழமை
540,groß::A,angivoq,பெரிய
541,klein::A,mikivoq,சிறிய
542,lang::A,takisooq,நீண்ட
543,kurz::A,naatsoq,குட்டையான
544,breit::A,silippoq,அகலமான
545,schmal::A,amitsoq,குறுகலான
546,dicht::A,torsusooq,அடர்த்தியான
547,dick[Gegenstand]::A,issuvoq,தடித்த
548,dick[Gegenstand]::A,issusooq,தடித்த
549,dünn::A,amitsoq,சன்னமான
550,fein::A,mamarpoq,மெல்லிய
551,fest::A,tangeqarpoq,உறுதியாள
552,flach::A,nalimmappoq,தட்டையான
553,glatt::A,quasak,வழுவழுப்பான
554,hart::A,mattusooq,கடினமான
555,hart::A,manngerpoq,கடினமான
556,hart::A,titeqquluppoq,கடினமான
557,weich::A,nerumaarpoq,மென்மையான
558,rund::A,ammallorippoq,உருண்டையான
559,spitz::A,qummukujooq,திகந்தமாக
560,scharf::A,ipippoq,கூரான
561,stumpf::A,anngerpoq,உளம் திறந்த
562,schwer::A,oqimaappoq,கனமான
563,schön::A,kusanarpoq,அழகான
564,heiß::A,kiappoq,சூடான
565,warm::A,oqorpoq,இதமான
566,kalt::A,issippoq,குளிர்ச்சியான
567,kühl::A,pueqqortippoq,குளிர்ச்சியான
568,feucht::A,isugutavoq,ஈரமான
569,feucht::A,qaasernarpoq,ஈரமான
570,nass::A,imerorpoq,ஈரமான
571,trocken::A,panerpoq,உலர்ந்த
572,voll::A,ulikkaarpoq,நிரம்பிய
573,leer::A,imaattuarpoq,காலியான
574,offen::A,ammavoq,திறந்த
575,geschlossen::A,matuvoq,மூடப்பட்ட
576,sauber::A,eqqippoq,சுத்தமான
577,sauber::A,sukuluippoq,சுத்தமான
578,sauber::A,ipeqanngilaq,சுத்தமான
579,schmutzig::A,tapappoq,அழக்கான
580,schmutzig::A,minguppoq,அழக்கான
581,roh::A,aapavoq,கச்சா
582,reif::A,qaarulerpoq,பழுத்த
583,süß::A,tungusunnippoq,இனிப்பான
584,bitter::A,qasilippoq,கசப்பான
585,hell::A,qaamavoq,பளபளப்பான
586,dunkel::A,qernerpoq,கருமையான
587,schwarz::A,qernerpoq,கருப்பு வண்ண
588,weiß::A,qaqorpoq,வெண்மையன
589,rot::A,aappaluppoq,சிவப்பு
590,gelb::A,sungaarpoq,மஞ்சள் வண்ணம்
591,blau::A,tungujorpoq,நீல வண்ண
592,grün::A,qorsooqqippoq,பச்சை வண்ண
593,grau::A,qaserpoq,சாம்பல் நிற
594,billig::A,akikippoq,மலிவான
595,wertvoll::A,erlinnarpoq,மதிப்புள்ள
596,blind::A,tappiippoq,பார்வையற்ற
597,blind::A,isigisaqanngilaq,பார்வையற்ற
598,taub::A,tusilarpoq,செவிடான
599,kräftig::A,pissaq,வலிமையான
600,kräftig::A,pissarsuaq,வலிமையான
601,stark::A,sanngivoq,பலமான
602,schwach::A,nakuippoq,பலவீனமான
603,fett::A,pualavoq,பருமனாக
604,schlank::A,tuappoq,ஒல்லியான
605,hübsch::A,aatsialaq,அழகிய
606,böse::A,ajorpoq,கேடு விளைவிக்கும்
607,dumm::A,taqajak,முட்டாள்தனமான
608,dumm::A,sikkilluppoq,முட்டாள்தனமான
609,dumm::A,qaatusimasaqanngilaq,முட்டாள்தனமான
610,faul::A,eqiasuppoq,சோம்பலான
611,faul::A,eqiattortuvoq,சோம்பலான
612,fleißig::A,eqiasuippoq,ஊக்கந்தளராத
613,geizig::A,iasilaarpoq,கஞேசத்தனமான
614,geizig::A,tukkuippoq,கஞேசத்தனமான
615,klug::A,mallak,சாதுரியமான
616,klug::A,ittanneq,சாதுரியமான
617,klug::A,kutaappoq,சாதுரியமான
618,klug::A,kuttaappoq,சாதுரியமான
619,klug::A,qarasagippoq,சாதுரியமான
620,lieb::A,akisooq,அன்புக்குரிய
621,lustig::A,piikulavoq,களிப்புமிக்க
622,sanft::A,isumagippoq,சாதுவான
623,hungrig::A,kaappoq,பசியுடன்
624,hungrig::A,perlilerpoq,பசியுடன்
625,krank::A,napparsimavoq,நோயுற்று
626,traurig::A,aliasuppoq,சோகமான
627,lebendig::A,uumavoq,பிழைப்பு
628,gut::A,ajunngilaq,நல்ல
629,schlecht::A,sualuppoq,கெட்ட
630,richtig::A,iluarpoq,சரியான
631,schlimm::A,amiilaarnarpoq,அருவருப்பான
632,wahr::A,ilumoorpoq,உண்மையான
