,Concept_ID,fr,ja
134,Rinde::N,écorce,皮層
135,Ast::N,branche,枝
136,Zweig::N,rameau,小枝
137,Blatt::N,feuille,葉
138,Birke::N,bouleau,樺
139,Kiefer[Baum]::N,pin,松
140,Weide[Baum]::N,saule,柳
141,Tanne::N,sapin,樅
142,Horn::N,corne,角
143,Feder::N,plume,羽根
144,Fell::N,peau,毛皮
145,Flügel::N,aile,羽
146,Klaue::N,serre,鉤爪
147,Kralle::N,ongle,爪
148,Kralle::N,griffe,爪
149,Schwanz::N,queue,尻尾
150,Ei::N,œuf,卵
151,Nest::N,nid,巣
152,Bau::N,terrier,穴
153,Tier::N,animal,動物
154,Herde::N,troupeau,群れ
155,Kuh::N,vache,牛
156,Bulle::N,taureau,雄牛
157,Pferd::N,cheval,馬
158,Schaf::N,mouton,羊
159,Schwein::N,porc,豚
160,Schwein::N,cochon,豚
161,Hund::N,chien,犬
162,Katze::N,chat,猫
163,Bär::N,ours,熊
164,Eichhörnchen::N,écureuil,栗鼠
165,Elch::N,élan,ヘラジカ
166,Fuchs::N,renard,狐
167,Hase::N,lièvre,兎
168,Maus::N,souris,鼠
169,Wolf::N,loup,狼
170,Vogel::N,oiseau,鳥
171,Schwarm::N,nuée,群れ
172,Schwarm::N,volée,群れ
173,Huhn::N,poule,鶏
174,Hahn::N,coq,雄鶏
175,Gans::N,oie,ガチョウ
176,Adler::N,aigle,鷲
177,Ente::N,canard,鴨
178,Eule::N,hibou,フクロウ
179,Kranich::N,grue,鶴
180,Krähe::N,corneille,烏
181,Kuckuck::N,coucou,郭公
182,Schwan::N,cygne,白鳥
183,Fisch::N,poisson,魚
184,Barsch::N,perche,鱸
185,Hecht::N,brochet,川魳
186,Schlange[Tier]::N,serpent,蛇
187,Wurm::N,ver,虫
188,Spinne::N,araignée,蜘蛛
189,Ameise::N,fourmi,蟻
190,Laus::N,pou,虱
191,Mücke::N,moucheron,蚊
192,Fliege::N,mouche,蝿
193,Schmetterling::N,papillon,蝶
194,Beere::N,baie,漿果
195,Apfel::N,pomme,林檎
196,Pilz::N,champignon,茸
197,Zwiebel::N,oignon,玉葱
198,Saat::N,semence,種
199,Korn::N,grain,粒
200,Heu::N,foin,干し草
201,Schale::N,pelure,皮
202,Grube::N,fosse,穴
203,Falle::N,piège,わな
204,Schlinge::N,lacs,輪
205,Spur::N,trace,跡
206,Asche::N,cendre,灰
207,Dreck::N,crotte,泥
208,Eisen::N,fer,鉄
209,Gold::N,or,金
210,Silber::N,argent,銀
211,Kohle::N,charbon,炭
212,Glas::N,verre,ガラス
213,Lehm::N,glaise,ローム
214,Sand::N,sable,砂
215,Mensch::N,homme,人
216,Mann::N,homme,男
217,Mann::N,homme,男性
218,Frau::N,femme,女
219,Frau::N,femme,女性
220,Kind::N,enfant,子
221,Kind::N,enfant,子供
222,Junge::N,garçon,男の子
223,Mädchen::N,fille,女の子
224,Mädchen::N,jeune fille,女の子
225,Familie::N,famille,家族
226,Großvater::N,grand-père,祖父
227,Großvater::N,grand-père,おじいさん
228,Großmutter::N,grand-mère,祖母
229,Großmutter::N,grand-mère,おばあさん
230,Eltern::N,parents,親
231,Eltern::N,parents,両親
232,Vater::N,père,父
233,Vater::N,père,お父さん
234,Mutter::N,mère,母
235,Mutter::N,mère,お母さん
236,Sohn::N,fils,息子
237,Sohn::N,fils,息子さん
238,Tochter::N,fille,娘
239,Tochter::N,fille,お嬢さん
240,Bruder::N,frère,弟
241,Schwester::N,sœur,妹
242,Onkel::N,oncle,伯父
243,Onkel::N,oncle,伯父さん
244,Tante::N,tante,叔母
245,Tante::N,tante,叔母さん
246,Ehemann::N,mari,夫
247,Ehemann::N,mari,主人
248,Ehemann::N,époux,夫
249,Ehemann::N,époux,主人
250,Ehefrau::N,femme,妻
251,Ehefrau::N,femme,奥さん
252,Ehefrau::N,épouse,妻
253,Ehefrau::N,épouse,奥さん
254,Freude::N,joie,喜び
255,Freude::N,plaisir,喜び
256,Gelächter::N,rires,笑い
257,Glück::N,bonheur,幸せ
258,Kummer::N,peine,悩み
259,Kummer::N,chagrin,悩み
260,Wunsch::N,désir,希望
261,Lust::N,envie,気
262,Geist::N,esprit,精神
263,Gedanke::N,idée,考え
264,Gedanke::N,pensée,考え
265,Gedächtnis::N,mémoire,記憶
266,Verstand::N,raison,理解力
267,Sinn::N,sens,意味
268,Grund::N,cause,理由
269,Grund::N,raison,理由
270,Wahrheit::N,vérité,真実
271,Gespräch::N,conversation,会話
272,Märchen::N,conte,童話
273,Märchen::N,conte de fées,童話
274,Erzählung::N,conte,物語
275,Erzählung::N,narration,物語
276,Nachricht::N,message,報告
277,Neuigkeit::N,nouvelle,ニュース
278,Name::N,nom,名前
279,Rätsel::N,énigme,謎
280,Rätsel::N,devinette,謎
281,Rede::N,parole,演説
282,Rede::N,discours,演説
283,Sprache::N,langue,言語
284,Sprache::N,langage,言語
285,Stimme::N,voix,声
286,Wort::N,mot,言葉
287,Zeichen::N,signe,記号
288,Ruf::N,cri,呼び声
289,Ruf::N,appel,呼び声
290,Lärm::N,bruit,騒音
291,Laut::N,son,音
292,Ton::N,ton,音
293,Lied::N,chant,歌
294,Lied::N,chanson,歌
295,Ruhe::N,calme,静けさ
296,Ruhe::N,tranquillité,静けさ
297,Leute::N,gens,人々
298,Volk::N,peuple,民族
299,Arbeit::N,travail,仕事
300,Gast::N,hôte,客
301,Gast::N,invité,客
302,Geschenk::N,cadeau,贈り物
303,Geschenk::N,présent,贈り物
304,Spiel::N,jeu,遊び
305,Gesellschaft::N,compagnie,社会
306,Hilfe::N,aide,援助
307,Hilfe::N,secours,援助
308,Freund::N,ami,友達
309,Kamerad::N,copain,同志
310,Kamerad::N,camarade,同志
311,Angelegenheit::N,affaire,件
312,Anzahl::N,nombre,数
313,Art::N,sorte,種類
314,Art::N,espèce,種類
315,Stück::N,morceau,部分
316,Teil::N,part,部分
317,Teil::N,partie,部分
318,Hälfte::N,moitié,半分
319,Kreis::N,cercle,円
320,Kreuz::N,croix,十字
321,Linie::N,ligne,線
322,Strich::N,trait,線
323,Abstand::N,écart,距離
324,Entfernung::N,distance,距離
325,Gegend::N,région,辺
326,Gegend::N,région,地域
327,Gegend::N,contrée,辺
328,Gegend::N,contrée,地域
329,Platz::N,place,ゆとり
330,Ort::N,lieu,所
331,Ort::N,lieu,場所
332,Ort::N,endroit,所
333,Ort::N,endroit,場所
334,Seite::N,côté,横
335,Mitte::N,milieu,真ん中
336,Gegenstand::N,objet,物件
337,Sache::N,chose,物
338,Rand::N,bord,端
339,Kante::N,arête,縁
340,Ecke::N,coin,角
341,Ecke::N,tournant,角
342,Spitze::N,cime,先頭
343,Spitze::N,pointe,先頭
344,Ende::N,bout,端
345,Loch::N,trou,穴
346,Winkel::N,coin,片隅
347,Winkel::N,réduit,片隅
348,Muster::N,dessin,模様
349,Größe::N,grandeur,大きさ
350,Länge::N,longueur,長さ
351,Höhe::N,hauteur,高さ
352,Höhe::N,altitude,高さ
353,Gewicht::N,poids,重さ
354,Menge::N,quantité,量
355,Haufen::N,tas,堆積
356,Reihe::N,file,並び
357,Reihe::N,rangée,並び
358,Boot::N,canot,ボート
359,Boot::N,bateau,ボート
360,Ruder::N,rame,オール
361,Ruder::N,aviron,オール
362,Schlitten::N,traîneau,そり
363,Ski::N,ski,スキー
364,Lagerfeuer::N,feu de camp,篝火
365,Last::N,charge,荷物
366,Last::N,fardeau,荷物
367,Gang::N,tour,歩み
368,Gang::N,marche,歩み
369,Schritt::N,pas,歩
370,Norden::N,nord,北
371,Süden::N,sud,南
372,Westen::N,ouest,西
373,Westen::N,occident,西
374,Osten::N,est,東
375,Osten::N,orient,東
376,Holz::N,bois,木
377,Holz::N,bois,木材
378,Brett::N,planche,板
379,Platte::N,plaque,盤
380,Stütze::N,appui,支柱
381,Stütze::N,soutien,支柱
382,Stange::N,barre,棒
383,Stange::N,perche,棒
384,Stock::N,canne,杖
385,Stab::N,bâton,棒
386,Rohr::N,tube,管
387,Rohr::N,tuyau,管
388,Haus::N,maison,家
389,Heim::N,maison,家
390,Ofen::N,poêle,ストーブ
391,Fußboden::N,plancher,床
392,Tisch::N,table,机
393,Stuhl::N,chaise,椅子
394,Wiege::N,berceau,揺籃
395,Bett::N,lit,ベッド
396,Regal::N,étagère,棚
397,Kiste::N,caisse,箱
398,Fenster::N,fenêtre,窓
399,Tür::N,porte,戸
400,Tür::N,porte,ドア
401,Tor::N,porte,門
402,Tor::N,portail,門
403,Zaun::N,clôture,垣根
404,Dach::N,toit,屋根
405,Leiter::N,échelle,梯子
406,Besen::N,balai,ほうき
407,Spaten::N,bêche,スコップ
408,Schaufel::N,pelle,シャベル
409,Gabel::N,fourchette,フォーク
410,Löffel::N,cuiller,スプーン
411,Messer::N,couteau,ナイフ
412,Nagel::N,clou,釘
413,Netz::N,filet,網
414,Haken::N,croc,鉤
415,Haken::N,croc,フック
416,Haken::N,crochet,鉤
417,Haken::N,crochet,フック
418,Griff::N,prise,取っ手
419,Griff::N,manche,取っ手
420,Schloss::N,serrure,錠
421,Bild::N,image,絵
422,Bild::N,tableau,絵
423,Figur::N,figure,像
424,Puppe::N,poupée,人形
425,Beutel::N,sac,袋
426,Beutel::N,petit sac,袋
427,Bündel::N,paquet,束
428,Bündel::N,paquet,包み
429,Bündel::N,faisceau,束
430,Bündel::N,faisceau,包み
431,Tasche::N,sac,かばん
432,Eimer::N,seau,バケツ
433,Deckel::N,couvercle,蓋
434,Geschirr::N,vaisselle,食器
435,Sack::N,sac,袋
436,Tasse::N,tasse,カップ
437,Topf::N,pot,鍋
438,Topf::N,marmite,鍋
439,Kessel::N,chaudron,釜
440,Essen::N,repas,食事
441,Essen::N,manger,食事
442,Nahrung::N,nourriture,食物
443,Speise::N,plat,料理
444,Fleisch::N,viande,肉
445,Getreide::N,blé,麦
446,Getreide::N,blé,穀物
447,Getreide::N,céréales,麦
448,Getreide::N,céréales,穀物
449,Brei::N,purée,粥
450,Brei::N,bouillie,粥
451,Brot::N,pain,パン
452,Scheibe::N,tranche,枚
453,Scheibe::N,tranche,切れ
454,Fett::N,graisse,脂肪
455,Butter::N,beurre,バター
456,Öl::N,huile,油
457,Salz::N,sel,塩
458,Suppe::N,soupe,スープ
459,Suppe::N,potage,スープ
460,Honig::N,miel,蜂蜜
461,Milch::N,lait,牛乳
462,Tee::N,thé,茶
463,Tee::N,thé,お茶
464,Leder::N,cuir,革
465,Wolle::N,laine,毛糸
466,Stoff::N,tissu,布
467,Stoff::N,étoffe,布
468,Nadel::N,aiguille,針
469,Faden::N,fil,糸
470,Knopf::N,bouton,ボタン
471,Knoten::N,nœud,結び目
472,Farbe::N,peinture,ペンキ
473,Kleidung::N,vêtements,衣服
474,Kleidung::N,habillement,衣服
475,Hemd::N,chemise,シャツ
476,Kragen::N,col,襟
477,Ärmel::N,manche,袖
478,Hose::N,pantalon,ズボン
479,Gürtel::N,ceinture,帯
480,Gürtel::N,ceinture,ベルト
481,Mütze::N,bonnet,帽子
482,Mütze::N,casquette,帽子
483,Schuh::N,soulier,靴
484,Schuh::N,chaussure,靴
485,Stiefel::N,botte,ブーツ
486,Ring::N,bague,輪
487,Band::N,ruban,リボン
488,Kamm::N,peigne,櫛
489,Spiegel::N,glace,鏡
490,Spiegel::N,miroir,鏡
491,Riemen::N,lanière,緒
492,Riemen::N,courroie,緒
493,Schnur::N,corde,紐
494,Schnur::N,ficelle,紐
495,Leine::N,laisse,綱
496,Decke::N,couverture,掛け布団
497,Kissen::N,oreiller,枕
498,Tuch::N,drap,スカーフ
499,Tuch::N,fichu,スカーフ
500,Handtuch::N,serviette,タオル
501,Handtuch::N,essuie-mains,タオル
502,Kraft::N,force,力
503,Stärke::N,vigueur,強さ
504,Gesundheit::N,santé,健康
505,Krankheit::N,maladie,病気
506,Schmerz::N,douleur,痛み
507,Wunde::N,plaie,傷
508,Wunde::N,blessure,傷
509,Fieber::N,fièvre,熱
510,Arznei::N,remède,薬
511,Arznei::N,médecine,薬
512,Brücke::N,pont,橋
513,Brunnen::N,puits,井戸
514,Weide::N,pâturage,牧場
515,Pfad::N,sentier,小路
516,Weg::N,voie,道
517,Weg::N,chemin,道
518,Straße::N,route,街道
519,Dorf::N,village,村
520,Stadt::N,cité,町
521,Stadt::N,cité,都市
522,Stadt::N,ville,町
523,Stadt::N,ville,都市
524,Brief::N,lettre,手紙
525,Buch::N,livre,本
526,Buchstabe::N,lettre,文字
527,Buchstabe::N,caractère,文字
528,Zeitung::N,journal,新聞
529,Leben::N,vie,生活
530,Tod::N,mort,死
531,Grab::N,tombe,墓
532,Kirche::N,église,教会
533,Sünde::N,péché,罪
534,Gott::N,dieu,神
535,Arbeiter::N,ouvrier,労働者
536,Arbeiter::N,travailleur,労働者
537,Chef::N,chef,上司
538,Chef::N,patron,上司
539,Meister::N,maître,達人
540,Meister::N,maître,マイスター
541,Arzt::N,médecin,医者
542,Lehrer::N,professeur,先生
543,Lehrer::N,instituteur,先生
544,Geld::N,argent,金
545,Geschäft::N,affaire,取り引き
546,Geschäft::N,commerce,取り引き
547,Laden::N,magasin,店
548,Laden::N,boutique,店
549,Preis::N,prix,値段
550,Ware::N,marchandise,商品
551,Nutzen::N,profit,利益
552,Reichtum::N,richesse,豊かさ
553,Welt::N,monde,世界
554,Land::N,pays,国
555,Staat::N,État,国家
556,König::N,roi,国王
557,Macht::N,pouvoir,権力
558,Macht::N,puissance,権力
559,Grenze::N,frontière,国境
560,Krieg::N,guerre,戦争
561,Feind::N,ennemi,敵
562,Gewalt::N,violence,暴力
563,Kampf::N,lutte,戦い
564,Kampf::N,combat,戦い
565,Bogen[Waffe]::N,arc,弓
566,Pfeil::N,flèche,矢
567,Gewehr::N,fusil,銃
568,Fehler::N,faute,間違い
569,Fehler::N,erreur,間違い
570,Lüge::N,mensonge,嘘
571,Schaden::N,dégât,損害
572,Schaden::N,dommage,損害
573,Unglück::N,malheur,不幸
574,Schuld::N,faute,罪
575,Schuld::N,culpabilité,罪
576,Alter::N,âge,年
577,Alter::N,âge,年齢
578,Schluss::N,fin,終わり
579,Zeit::N,temps,時
580,Zeit::N,temps,時間
581,Tag::N,jour,日
582,Tag::N,journée,日
583,Morgen::N,matin,朝
584,Morgen::N,matinée,朝
585,Mittag::N,midi,昼
586,Abend::N,soir,晩
587,Abend::N,soir,夕方
588,Abend::N,soirée,晩
589,Abend::N,soirée,夕方
590,Nacht::N,nuit,夜
591,Woche::N,semaine,週
592,Monat::N,mois,月
593,Jahr::N,an,年
594,Jahr::N,année,年
595,Frühling::N,printemps,春
596,Sommer::N,été,夏
597,Herbst::N,automne,秋
598,Winter::N,hiver,冬
599,Januar::N,janvier,一月
600,Februar::N,février,二月
601,März::N,mars,三月
602,April::N,avril,四月
603,Mai::N,mai,五月
604,Juni::N,juin,六月
605,Juli::N,juillet,七月
606,August::N,août,八月
607,September::N,septembre,九月
608,Oktober::N,octobre,十月
609,November::N,novembre,十一月
610,Dezember::N,décembre,十二月
611,Montag::N,lundi,月曜日
612,Dienstag::N,mardi,火曜日
613,Mittwoch::N,mercredi,水曜日
614,Donnerstag::N,jeudi,木曜日
615,Freitag::N,vendredi,金曜日
616,Samstag::N,samedi,土曜日
617,Sonntag::N,dimanche,日曜日
618,groß::A,grand,大きい
619,klein::A,petit,小さい
620,lang::A,long,長い
621,kurz::A,court,短い
622,breit::A,large,広い
623,schmal::A,étroit,狭い
624,dicht::A,dense,密な
625,dick[Gegenstand]::A,épais,厚い
626,dünn::A,mince,薄い
627,fein::A,fin,細い
628,fein::A,menu,細い
629,fest::A,ferme,硬い
630,fest::A,solide,硬い
631,flach::A,plat,平らな
632,glatt::A,poli,滑らかな
633,glatt::A,lisse,滑らかな
634,hart::A,dur,堅い
635,weich::A,mou,柔らかい
636,rund::A,rond,丸い
637,spitz::A,aigu,尖った
638,spitz::A,pointu,尖った
639,scharf::A,tranchant,鋭い
640,stumpf::A,mousse,鈍い
641,stumpf::A,émoussé,鈍い
642,schwer::A,lourd,重い
643,schwer::A,pesant,重い
644,schön::A,beau,綺麗な
645,heiß::A,chaud,熱い
646,heiß::A,très chaud,熱い
647,warm::A,chaud,温かい
648,kalt::A,froid,寒い
649,kalt::A,froid,冷たい
650,kühl::A,frais,涼しい
651,frisch::A,frais,ひんやりした
652,feucht::A,humide,湿った
653,nass::A,mouillé,濡れた
654,trocken::A,sec,乾いた
655,voll::A,plein,いっぱいの
656,voll::A,rempli,いっぱいの
657,leer::A,vide,空の
658,offen::A,ouvert,開いた
659,geschlossen::A,clos,閉まった
660,geschlossen::A,fermé,閉まった
661,sauber::A,net,清潔な
662,sauber::A,propre,清潔な
663,schmutzig::A,sale,汚い
664,schmutzig::A,crasseux,汚い
665,roh::A,cru,生の
666,roh::A,brut,生の
667,reif::A,mûr,熟した
668,lecker::A,délicieux,美味しい
669,lecker::A,appétissant,美味しい
670,süß::A,doux,甘い
671,bitter::A,amer,苦い
672,sauer::A,aigre,酸っぱい
673,hell::A,clair,明るい
674,dunkel::A,sombre,暗い
675,schwarz::A,noir,黒い
676,weiß::A,blanc,白い
677,rot::A,rouge,赤い
678,gelb::A,jaune,黄色い
679,blau::A,bleu,青い
680,grün::A,vert,緑の
681,grau::A,gris,灰色の
682,bunt::A,multicolore,色取り取りの
683,billig::A,bon marché,安い
684,teuer::A,cher,高い
685,wertvoll::A,précieux,貴重な
686,blind::A,aveugle,盲目の
687,taub::A,sourd,耳が聞こえない
688,kräftig::A,fort,強力な
689,kräftig::A,vigoureux,強力な
690,stark::A,fort,強い
691,stark::A,puissant,強い
692,schwach::A,faible,弱い
693,fett::A,gras,太った
694,schlank::A,svelte,ほっそりした
695,hübsch::A,joli,素敵な
696,böse::A,mauvais,悪い
697,dumm::A,sot,馬鹿な
698,dumm::A,bête,馬鹿な
699,faul::A,fainéant,怠惰な
700,faul::A,paresseux,怠惰な
701,fleißig::A,appliqué,勤勉な
702,geizig::A,avare,けちな
703,klug::A,intelligent,賢い
704,klug::A,intelligent,頭のいい
705,geschickt::A,habile,器用な
706,lieb::A,cher,愛らしい
707,lieb::A,gentil,愛らしい
708,lustig::A,gai,楽しい
709,lustig::A,joyeux,楽しい
710,sanft::A,doux,温和な
711,hungrig::A,affamé,空腹の
712,krank::A,malade,病気の
713,nackt::A,nu,裸の
714,traurig::A,triste,悲しい
715,lebendig::A,vivant,生きた
716,gut::A,bon,良い
717,schlecht::A,mauvais,悪い
718,schlecht::A,mauvais,駄目な
719,richtig::A,juste,正しい
720,richtig::A,correct,正しい
721,schlimm::A,grave,ひどい
722,schlimm::A,mauvais,ひどい
723,wahr::A,vrai,本当の
724,wahr::A,véritable,本当の
725,alt::A,vieux,古い
726,neu::A,neuf,新しい
727,neu::A,nouveau,新しい
728,ehemalig::A,ancien,以前の
729,alt[Lebewesen]::A,âgé,年を取った
730,alt[Lebewesen]::A,vieux,年を取った
731,jung::A,jeune,若い
732,arm::A,pauvre,貧乏な
733,reich::A,riche,裕福な
734,bekannt::A,connu,有名な
735,berühmt::A,fameux,有名な
736,berühmt::A,célèbre,有名な
737,fremd::A,étranger,見知らぬ
738,verschieden::A,différent,色々な
739,nah::A,lié,近い
740,nah::A,proche,近い
741,fern::A,éloigné,遠い
742,fern::A,lointain,遠い
743,linker::A,gauche,左の
744,rechter::A,droit,右の
745,anderer::A,autre,別の
746,erster::A,premier,一番目
747,zweiter::A,second,二番目
748,zweiter::A,deuxième,二番目
749,dritter::A,troisième,三番目
750,letzter::A,dernier,最後の
751,allein::ADV,seul,一人で
752,auf einmal::ADV,à la fois,同時に
753,zusammen::ADV,ensemble,一緒に
754,lange::ADV,longtemps,長い間
755,plötzlich::ADV,tout à coup,急に
756,sofort::ADV,immédiatement,すぐに
757,später::ADV,plus tard,後で
758,jetzt::ADV,maintenant,今
759,heute::ADV,aujourd'hui,今日
760,morgen::ADV,demain,明日
761,bald::ADV,bientôt,間もなく
762,dann::ADV,puis,それから
763,dann::ADV,ensuite,それから
764,gestern::ADV,hier,昨日
765,einst::ADV,jadis,過去に
766,einst::ADV,autrefois,過去に
767,damals::ADV,alors,あの時
768,damals::ADV,à l'époque,あの時
769,danach::ADV,après,その後で
770,danach::ADV,ensuite,その後で
771,vorher::ADV,auparavant,以前に
772,zuerst::ADV,d'abord,まず
773,zuerst::ADV,d'abord,最初に
774,zuerst::ADV,premièrement,まず
775,zuerst::ADV,premièrement,最初に
776,einmal::ADV,une fois,一回
777,manchmal::ADV,parfois,時々
778,manchmal::ADV,quelquefois,時々
779,oft::ADV,souvent,よく
780,immer::ADV,toujours,いつも
781,niemals::ADV,ne ... jamais,一度も...ない
782,hier::ADV,ici,こちら
783,hierhin::ADV,par ici,ここへ
784,hierhin::ADV,par ici,こちらへ
785,von hier::ADV,d'ici,ここから
786,dort::ADV,là,そちら
787,dort::ADV,là-bas,そちら
788,dorthin::ADV,y,そこへ
789,dorthin::ADV,y,そちらへ
790,dorthin::ADV,par là,そこへ
791,dorthin::ADV,par là,そちらへ
792,geradeaus::ADV,tout droit,真っ直ぐに
793,vorwärts::ADV,en avant,前へ
794,rückwärts::ADV,en arrière,後ろへ
795,zurück::ADV,de retour,後ろへ
796,unten::ADV,en bas,下に
797,unten::ADV,au-dessous,下に
798,hinab::ADV,en bas,下へ
799,hinab::ADV,vers le bas,下へ
800,oben::ADV,dessus,上に
801,oben::ADV,en haut,上に
802,hinauf::ADV,en haut,上へ
803,hinauf::ADV,vers le haut,上へ
804,überall::ADV,partout,どこでも
805,nicht::ADV,ne ... pas,ない
806,ein wenig::ADV,un peu,少し
807,ein wenig::ADV,un peu,ちょっと
808,kaum::ADV,à peine,ほとんど～ない
809,sehr::ADV,très,とても
810,so::ADV,si,こう
811,so::ADV,ainsi,こう
812,noch::ADV,encore,まだ
813,nur::ADV,seulement,～だけ
814,nur::ADV,ne ... que,～だけ
815,schon::ADV,déjà,もう
816,wieder::ADV,de nouveau,再び
817,vergebens::ADV,en vain,無駄に
818,vor::PRP,devant,前に
819,hinter::PRP,derrière,後ろに
820,unter::PRP,sous,下に
821,unter::PRP,au-dessous de,下に
822,durch::PRP,par,通して
823,durch::PRP,à travers,通して
824,neben::PRP,à côté de,横に
825,zwischen::PRP,entre,間に
826,wegen::PRP,à cause de,為に
827,wegen::PRP,à cause de,せいで
828,dies::PRN,ceci,これ
829,das::PRN,ce,それ
830,das::PRN,cela,それ
831,alles::PRN,tout,全部
832,ich::PRN,je,私
833,ich::PRN,moi,私
834,du::PRN,tu,あなた
835,du::PRN,toi,あなた
836,er::PRN,il,彼
837,er::PRN,lui,彼
838,wir::PRN,nous,私達
839,ihr::PRN,vous,あなた達
840,sie::PRN,ils,彼ら
841,sie::PRN,elles,彼ら
842,was::FPRN,que,何
843,was::FPRN,quoi,何
844,wer::FPRN,qui,誰
845,wer::FPRN,qui,どなた
846,wo::FADV,où,どこ
847,wo::FADV,où,どこに
848,wohin::FADV,où,どこへ
849,wie::FADV,comment,どう
850,warum::FADV,pourquoi,何故
851,warum::FADV,pourquoi,どうして
852,wieviel::FNUM,combien,どのくらい
853,eins::NUM,un,一
854,zwei::NUM,deux,二
855,zwei::NUM,deux,二つ
856,drei::NUM,trois,三
857,drei::NUM,trois,三つ
858,vier::NUM,quatre,四
859,vier::NUM,quatre,四つ
860,fünf::NUM,cinq,五
861,fünf::NUM,cinq,五つ
862,sechs::NUM,six,六
863,sechs::NUM,six,六つ
864,sieben::NUM,sept,七
865,sieben::NUM,sept,七つ
866,acht::NUM,huit,八
867,acht::NUM,huit,八つ
868,neun::NUM,neuf,九
