,Concept_ID,sl,uz
283,Volk::N,národ,xalq
284,Arbeit::N,délo,ish
285,Gast::N,gòst,mehmon
286,Geschenk::N,darílo,hadya
287,Spiel::N,ígra,o'yin
288,Gesellschaft::N,drúžba,jamiyat
289,Hilfe::N,pomóč,yordam
290,Freund::N,prijátelj,do'st
291,Kamerad::N,továriš,yo'ldosh
292,Angelegenheit::N,zadéva,daxl
293,Anzahl::N,števílo,son
294,Art::N,vŕsta,tur
295,Stück::N,kós,parcha
296,Teil::N,dél,bo'lak
297,Hälfte::N,polovíca,yarim
298,Kreis::N,króg,aylana
299,Kreis::N,kolobár,aylana
300,Kreuz::N,kríž,xoch
301,Linie::N,próga,liniya
302,Strich::N,čŕta,chiziq
303,Abstand::N,preslédek,oralik
304,Entfernung::N,oddáljenost,uzoqlik
305,Gegend::N,kràj,yer
306,Gegend::N,dežêla,yer
307,Platz::N,prôstor,oralig
308,Ort::N,mésto,joy
309,Seite::N,bòk,yon
310,Seite::N,strán,yon
311,Mitte::N,sredína,o'rta
312,Gegenstand::N,prédmet,ashyo
313,Sache::N,réč,buyum
314,Sache::N,stvár,buyum
315,Rand::N,kràj,chek
316,Kante::N,rób,tig'
317,Ecke::N,vogál,burchak
318,Spitze::N,óst,uch
319,Ende::N,kônec,oxir
320,Loch::N,lúknja,teshik
321,Winkel::N,kót,go'sha
322,Muster::N,vzórec,nusha
323,Größe::N,veličína,kattalik
324,Länge::N,dolžína,uzunlik
325,Höhe::N,vršína,yuksaklik
326,Gewicht::N,téža,solmoq
327,Menge::N,količína,miqdor
328,Haufen::N,kùp,uyum
329,Haufen::N,kopíca,uyum
330,Reihe::N,níz,saf
331,Reihe::N,vŕsta,saf
332,Boot::N,čóln,qayiq
333,Ruder::N,vêslo,äshkak
334,Schlitten::N,saní,chana
335,Ski::N,smučí,chang'i
336,Lagerfeuer::N,táborni ôgenj,gulxan
337,Last::N,tôvor,yuk
338,Gang::N,hòd,yurish
339,Schritt::N,korák,qadam
340,Norden::N,séver,shimol
341,Süden::N,júg,janub
342,Westen::N,zapàd,g'arb
343,Osten::N,vzhòd,sharq
344,Holz::N,lés,yog'och
345,Brett::N,deskà,taxta
346,Platte::N,plôča,tabaqa
347,Stütze::N,opóra,tayanchi
348,Stütze::N,zaslómba,tayanchi
349,Stange::N,gréd,qo'noq
350,Stock::N,pálica,tayoq
351,Stab::N,pálica,gavron
352,Rohr::N,cév,tarnov
353,Haus::N,híša,uy
354,Heim::N,dóm,makon
355,Ofen::N,péč,pechka
356,Fußboden::N,pòd,pol
357,Tisch::N,míza,mosa
358,Stuhl::N,stòl,o'rindiq
359,Wiege::N,zíbel,beshik
360,Bett::N,póstelja,yotoq
361,Regal::N,políca,tokcha
362,Kiste::N,zabòj,sandiq
363,Fenster::N,ôkno,deraza
364,Tür::N,vráta,äshik
365,Tor::N,velíka vráta,darvoza
366,Zaun::N,ográja,panjara
367,Dach::N,stréha,tom
368,Leiter::N,léstev,narvon
369,Besen::N,mêtla,supurgi
370,Spaten::N,lopáta,bel
371,Schaufel::N,lopáta,kurak
372,Gabel::N,vílice,bilka
373,Löffel::N,žlíca,qoshiq
374,Messer::N,nòž,pichoq
375,Nagel::N,žebèlj,mix
376,Netz::N,mréža,to'r
377,Haken::N,kljúka,ilgak
378,Griff::N,ročáj,sop
379,Griff::N,ročáj,tutqich
380,Griff::N,oprijèm,sop
381,Griff::N,oprijèm,tutqich
382,Schloss::N,ključávnica,qulf
383,Bild::N,slíka,rasm
384,Figur::N,figúra,shakl
385,Figur::N,postáva,shakl
386,Puppe::N,lútka,ko'g'irchoq
387,Beutel::N,môšnja,to'rva
388,Bündel::N,cúla,bog'lam
389,Bündel::N,svéženj,bog'lam
390,Tasche::N,tórba,kissa
391,Tasche::N,tobôlec,kissa
392,Eimer::N,vêdro,chelak
393,Deckel::N,pokròv,qopqoq
394,Deckel::N,poklópec,qopqoq
395,Geschirr::N,posóda,idish
396,Sack::N,vréča,qop
397,Tasse::N,skodélica,piyola
398,Topf::N,lônec,tuvak
399,Kessel::N,kôtel,qozon
400,Essen::N,hrána,tomoq
401,Nahrung::N,živílo,emak
402,Speise::N,jéd,taom
403,Fleisch::N,mesó,go'sht
404,Getreide::N,žíto,g'alla
405,Brei::N,káša,bo'tqa
406,Brot::N,krùh,non
407,Scheibe::N,réženj,disk
408,Fett::N,mást,moy
409,Fett::N,maščôba,moy
410,Butter::N,máslo,yog'
411,Öl::N,ólje,moy
412,Salz::N,sól,tuz
413,Suppe::N,júha,sho'rva
414,Honig::N,méd,asal
415,Milch::N,mléko,sut
416,Tee::N,čáj,choy
417,Leder::N,úsnje,charm
418,Wolle::N,vólna,jun
419,Stoff::N,blagó,mato
420,Nadel::N,ígla,igna
421,Faden::N,nít,ip
422,Knopf::N,gúmb,tugma
423,Knoten::N,vôzel,tugun
424,Farbe::N,bárva,bo'yok
425,Kleidung::N,obléka,kiyim
426,Hemd::N,srájca,ko'ylak
427,Kragen::N,ovrátnik,yoqa
428,Ärmel::N,rokáv,yeng
429,Hose::N,hláče,shim
430,Gürtel::N,pás,tasma
431,Mütze::N,kápa,shapka
432,Mütze::N,čépica,shapka
433,Schuh::N,čévelj,but
434,Stiefel::N,škórenj,botinka
435,Ring::N,pŕstan,yuzuk
436,Band::N,trák,rishta
437,Kamm::N,glavník,taroq
438,Spiegel::N,zrcálo,ko'zgu
439,Spiegel::N,ogledálo,ko'zgu
440,Riemen::N,jêrmen,qayish
441,Schnur::N,vŕvca,bog'ich
442,Leine::N,konôpec,etak
443,Decke::N,odéja,odyol
444,Kissen::N,blazína,yostiq
445,Tuch::N,pŕt,gazlama
446,Tuch::N,rúta,gazlama
447,Handtuch::N,brisáča,sochiq
448,Kraft::N,síla,kuch
449,Stärke::N,jákost,quvvat
450,Gesundheit::N,zdrávje,sog'lik
451,Krankheit::N,bolézen,kasallik
452,Schmerz::N,ból,og'riq
453,Schmerz::N,bolečína,og'riq
454,Wunde::N,rána,yara
455,Fieber::N,vročína,bezgak
456,Arznei::N,lék,dori
457,Arznei::N,zdravílo,dori
458,Brücke::N,móst,ko'prik
459,Brunnen::N,vodnják,buloq
460,Weide::N,páša,yaylov
461,Pfad::N,stezà,dorojka
462,Weg::N,pót,yo'l
463,Straße::N,césta,ko'cha
464,Dorf::N,vás,ovul
465,Stadt::N,mésto,shahar
466,Brief::N,písmo,maktub
467,Buch::N,knjíga,kitob
468,Buchstabe::N,čŕka,harf
469,Zeitung::N,čásnik,gazet
470,Leben::N,življênje,hayot
471,Tod::N,smŕt,o'lim
472,Grab::N,gròb,go'r
473,Kirche::N,cérkev,cherkov
474,Sünde::N,gréh,gunoh
475,Gott::N,bóg,olloh
476,Arbeiter::N,délavec,ishchi
477,Chef::N,šéf,rais
478,Meister::N,mójster,usta
479,Arzt::N,zdravník,hakim
480,Lehrer::N,učítelj,muallim
481,Geld::N,denár,pul
482,Geschäft::N,kupčíja,savdo
483,Laden::N,trgovína,do'kon
484,Preis::N,céna,baho
485,Ware::N,róba,mol
486,Nutzen::N,príd,foyda
487,Reichtum::N,bogástvo,boylik
488,Welt::N,svét,olam
489,Land::N,dežêla,o'lka
490,Staat::N,držáva,davlat
491,König::N,králj,qirol
492,Macht::N,oblást,iqtidor
493,Grenze::N,mêja,chegara
494,Krieg::N,vôjna,harb
495,Feind::N,sovrážnik,dushman
496,Gewalt::N,nasílje,zo'rlik
497,Kampf::N,bòj,kurash
498,Kampf::N,bórba,kurash
499,Bogen[Waffe]::N,lók,yoy
500,Pfeil::N,puščíca,o'q
501,Gewehr::N,púška,vintovka
502,Fehler::N,zmóta,xato
503,Lüge::N,láž,yolg'on
504,Schaden::N,okvára,ziyon
505,Unglück::N,nesréča,balo
506,Schuld::N,krívda,ayb
507,Alter::N,dôba,yosh
508,Schluss::N,kônec,tamom
509,Zeit::N,čàs,vaqt
510,Tag::N,dán,kun
511,Morgen::N,jútro,saboh
512,Mittag::N,póldan,kun tushlik
513,Abend::N,večér,oqshom
514,Nacht::N,nóč,tun
515,Woche::N,téden,hafta
516,Monat::N,mésec,oy
517,Jahr::N,léto,yil
518,Frühling::N,pomlád,bahor
519,Sommer::N,polétje,yoz
520,Herbst::N,jesén,kuz
521,Herbst::N,jesén,xazon
522,Winter::N,zíma,qish
523,Januar::N,jánuar,yanvar'
524,Februar::N,fébruar,fevral'
525,März::N,márec,mart
526,April::N,apríl,aprel'
527,Mai::N,máj,may
528,Juni::N,júnij,iyun'
529,Juli::N,júlij,iyul'
530,August::N,avgúst,avgust
531,September::N,septêmber,sentyabr'
532,Oktober::N,október,oktyabr'
533,November::N,novêmber,noyabr'
534,Dezember::N,decémber,dekabr'
535,Montag::N,ponedéljek,dushanba
536,Dienstag::N,tôrek,seshanba
537,Mittwoch::N,sréda,chorshanba
538,Donnerstag::N,četŕtek,payshanba
539,Freitag::N,pétek,juma
540,Samstag::N,sobóta,shanba
541,Sonntag::N,nedélja,yakshanba
542,groß::A,vêlik,buyuk
543,klein::A,májhen,kichik
544,lang::A,dólg,uzun
545,kurz::A,krátek,qisqa
546,breit::A,širòk,keng
547,schmal::A,ózek,änsiz
548,dicht::A,góst,quyuq
549,dick[Gegenstand]::A,dêbel,qalin
550,dünn::A,tánek,ingichka
551,fein::A,drôben,mayin
552,fest::A,tŕden,qattiq
553,flach::A,plán,yalpoq
554,flach::A,plòsk,yalpoq
555,glatt::A,gládek,tekis
556,hart::A,tŕd,qattiq
557,weich::A,mehák,yumshoq
558,rund::A,okrógel,yumaloq
559,spitz::A,šílast,uchli
560,scharf::A,óster,keskir
561,stumpf::A,tóp,to'mtoq
562,stumpf::A,skŕhan,to'mtoq
563,schwer::A,têžek,salmoqli
564,schön::A,lép,go'zal
565,schön::A,krásen,go'zal
566,heiß::A,vròč,qiziq
567,warm::A,tôpel,issiq
568,kalt::A,mŕzel,sovuq
569,kalt::A,hláden,sovuq
570,kühl::A,hláden,salqin
571,frisch::A,svéž,toza
572,feucht::A,vlážen,namli
573,nass::A,móker,nam
574,trocken::A,súh,quruq
575,voll::A,póln,to'la
576,leer::A,prázen,puch
577,offen::A,odpŕt,ochiq
578,geschlossen::A,zapŕt,berk
579,sauber::A,číst,ozoda
580,sauber::A,líčen,ozoda
581,schmutzig::A,umázan,kir
582,roh::A,suròv,xom
583,reif::A,zrèl,pishiq
584,lecker::A,okúsen,shirin
585,süß::A,sládek,shirin
586,bitter::A,grenák,achchiq
587,sauer::A,kísel,achchiq
588,hell::A,svetèl,yorug'
589,dunkel::A,temèn,qorong'i
590,schwarz::A,čŕn,qora
591,weiß::A,bél,oq
592,rot::A,rdèč,qizil
593,gelb::A,žólt,sariq
594,gelb::A,rumèn,sariq
595,blau::A,móder,zangori
596,grün::A,zelèn,yashil
597,grau::A,sív,bo'z
598,bunt::A,písan,ola
599,billig::A,pocéni,arzon
600,teuer::A,drág,qimmat
601,wertvoll::A,dragocén,qimmat
602,blind::A,slép,ko'r
603,taub::A,glúh,garang
604,kräftig::A,močán,kuchli
605,stark::A,ják,quvvatli
606,schwach::A,šíbek,kuchsiz
607,fett::A,dêbel,semiz
608,schlank::A,vítek,ingichka
609,hübsch::A,lép,ko'rkam
610,böse::A,zèl,yovuz
611,böse::A,hudôben,yovuz
612,dumm::A,glúp,aqlsiz
613,dumm::A,bédast,aqlsiz
614,faul::A,lén,ärinchak
615,fleißig::A,marljív,ishchan
616,geizig::A,škŕt,qurumsoq
617,klug::A,pámeten,oqil
618,geschickt::A,spréten,äpchil
619,lieb::A,míl,aziz
620,lieb::A,ljúb,aziz
621,lustig::A,vesél,chaqchaq
622,sanft::A,láhek,asta
623,hungrig::A,láčen,och
624,krank::A,bolán,kasal
625,nackt::A,nág,yalang
626,traurig::A,túžen,xafa
627,lebendig::A,žív,hayotiy
628,gut::A,dóber,soz
629,schlecht::A,malopríden,yomon
630,richtig::A,pravílen,rost
631,schlimm::A,húd,yovuz
632,wahr::A,resníčen,haqiqiy
633,alt::A,stàr,äski
634,neu::A,nòv,yangi
635,ehemalig::A,nekdánji,sobiq
636,alt[Lebewesen]::A,stàr,qari
637,jung::A,mlád,navqiron
638,arm::A,ubóg,abgor
639,arm::A,réven,abgor
640,reich::A,bogàt,boy
641,bekannt::A,znán,ma'lum
642,berühmt::A,sláven,mashhur
643,berühmt::A,znamenít,mashhur
644,fremd::A,túj,yot
645,verschieden::A,razlíčen,turli
646,nah::A,blížnji,yaqindagi
647,fern::A,dáleč,uzoq
648,linker::A,lévi,so'l
649,rechter::A,désni,o'ng
650,anderer::A,drúgi,boshqa
651,erster::A,pŕvi,birinchi
652,zweiter::A,drúgi,ikkinchi
653,dritter::A,trétji,uchinchi
654,letzter::A,poslédnji,oxirgi
655,allein::ADV,sám,o'zicha
656,auf einmal::ADV,obênem,varakay
657,zusammen::ADV,skúpaj,barobar
658,lange::ADV,dólgo,uzoq
659,plötzlich::ADV,náglo,qo'qqisdan
660,plötzlich::ADV,nenádoma,qo'qqisdan
661,sofort::ADV,prècej,darrov
662,später::ADV,poznêje,so'ngra
663,jetzt::ADV,zdàj,hozirgina
664,heute::ADV,dánes,bugun
665,morgen::ADV,jútri,ärta
666,bald::ADV,kmálu,toz
667,dann::ADV,nató,keyin
668,gestern::ADV,včéraj,kecha
669,einst::ADV,nékdaj,avvallari
670,damals::ADV,tedàj,ugal
671,damals::ADV,takràt,ugal
672,danach::ADV,potèm,so'ngra
673,vorher::ADV,poprèj,avval
674,zuerst::ADV,spŕva,avval
675,einmal::ADV,ênkrat,bir marta
676,manchmal::ADV,včásih,onda-sonda
677,oft::ADV,pogósto,tez-tez
678,immer::ADV,védno,har vaqt
679,immer::ADV,zméraj,har vaqt
680,niemals::ADV,nikdàr,hargiz
681,hier::ADV,tù,shu erda
682,hier::ADV,túkaj,shu erda
683,hierhin::ADV,sèmkaj,beri
684,von hier::ADV,od tú,shu erdan
685,dort::ADV,tàm,ana
686,dorthin::ADV,tjà,u yerga
687,geradeaus::ADV,rávno napréj,to'g'ri
688,vorwärts::ADV,napréj,ilgari
689,rückwärts::ADV,zádaj,qoloq
690,zurück::ADV,nazáj,orqada
691,unten::ADV,dôli,pastda
692,unten::ADV,spôdaj,pastda
693,hinab::ADV,dôl,tubanga
694,oben::ADV,gôri,ustida
695,oben::ADV,zgôraj,ustida
696,hinauf::ADV,gôr,yuqorida
697,überall::ADV,povsód,har erda
698,nicht::ADV,ne,ämas
699,ein wenig::ADV,málo,biroz
700,kaum::ADV,kómaj,arang
701,sehr::ADV,zeló,ancha
702,so::ADV,takó,shunday
703,noch::ADV,še,hali
704,nur::ADV,samó,yolg'iz
705,schon::ADV,žè,endi
706,wieder::ADV,spét,yana
707,vergebens::ADV,zamàn,bekorga
708,vergebens::ADV,zastónj,bekorga
709,vor::PRP,pred,burun
710,hinter::PRP,za,ketida
711,unter::PRP,pod,ostida
712,durch::PRP,skózi,bo'ylab
713,neben::PRP,kràj,yonida
714,neben::PRP,póleg,yonida
715,zwischen::PRP,med,orada
716,zwischen::PRP,izmed,orada
717,wegen::PRP,zarádi,sababli
718,dies::PRN,tó,o'sha
719,das::PRN,tó,narigi
720,alles::PRN,vsè,har nima
721,ich::PRN,jàz,men
722,du::PRN,tí,sen
723,er::PRN,òn,u
724,wir::PRN,mí,biz
725,ihr::PRN,ví,siz
726,sie::PRN,ôni,ular
727,was::FPRN,káj,nima
728,wer::FPRN,kdó,kim
729,wo::FADV,kjé,qaerda
730,wohin::FADV,kám,qayerga
731,wie::FADV,kakó,qanday
732,warum::FADV,zakáj,nega
733,wieviel::FNUM,kóliko,qancha
734,eins::NUM,êden,bir
735,zwei::NUM,dvá,ikki
736,drei::NUM,trí,uch
737,vier::NUM,štíri,to'rt
738,fünf::NUM,pét,besh
739,sechs::NUM,šést,olti
740,sieben::NUM,sédem,etti
741,acht::NUM,ósem,sakkiz
742,neun::NUM,devét,to'qqiz
743,zehn::NUM,desét,o'n
744,elf::NUM,enájst,o'n bir
745,zwölf::NUM,dvánajst,o'n ikki
746,zwanzig::NUM,dvájset,yigirma
747,dreißig::NUM,trídeset,o'ttiz
748,vierzig::NUM,štírideset,qirq
749,fünfzig::NUM,pétdeset,ällik
750,sechzig::NUM,šéstdeset,oltmish
751,siebzig::NUM,sédemdeset,etmish
752,achtzig::NUM,ósemdeset,sakson
753,neunzig::NUM,devétdeset,to'qson
754,hundert::NUM,stó,yuz
755,tausend::NUM,tísoč,ming
756,und::CNJ,in,va
757,oder::CNJ,áli,yo
758,stehen::V,státi,turmoq
759,sitzen::V,sedéti,o'tirmoq
760,liegen::V,ležáti,yotmoq
761,hängen::V,viséti,osilmoq
762,werden::V,postáti,bo'lmoq
763,passieren::V,zgodíti se,bo'lib o'tmoq
764,beginnen::V,začéti se,boshlanmoq
765,enden::V,končáti se,bitmoq
766,wechseln::V,ménjati se,o'zgarmoq
767,aufgehen[Sonne]::V,vzíti,chiqmoq
768,untergehen[Sonne]::V,zaíti,botmoq
769,scheinen[Sonne]::V,sijáti,yaraqlamoq
770,donnern::V,grméti,gulduramoq
771,wehen::V,píhati,elpimoq
772,strömen::V,líti,oqmoq
773,fließen::V,têči,oqmoq
774,sich drehen::V,vrtéti se,aylanmoq
775,schwanken::V,kolébati,qoqilmoq
776,schwingen::V,níhati,lopillamoq
777,fallen::V,pádati,tushmoq
778,brennen::V,goréti,yonmoq
779,rauchen::V,kadíti se,tutamoq
780,regnen::V,deževáti,yomg'ir yog'moq
781,gefrieren::V,zmŕzniti,muzlamoq
782,tauen::V,tájati,ärimoq
783,schmelzen::V,kopnéti,ärimoq
784,trocknen::V,sušíti se,qurimoq
785,sieden::V,kipéti,qaynamoq
786,faulen::V,gníti,chirimoq
787,verfaulen::V,zgníti,chirimoq
788,reißen::V,tŕgati se,qayt qilmoq
789,versinken::V,pogrézniti se,g'arq bo'lmoq
790,vergehen::V,miníti,o'tmoq
791,erscheinen::V,pojáviti se,zuhur ätmoq
