,Concept_ID,it,el
1414,sich erinnern an::V,ricordarsi di,θυμάμαι
1415,vergessen::V,dimenticare,ξεχνώ
1416,messen::V,misurare,μετρώ
1417,zählen::V,contare,μετρώ
1418,rechnen::V,contare,λογαριάζω
1419,rechnen::V,calcolare,λογαριάζω
1420,lesen::V,lèggere,διαβάζω
1421,malen::V,dipìngere,ζωγραφίζω
1422,zeichnen::V,disegnare,σχεδιάζω
1423,schreiben::V,scrìvere,γράφω
1424,besitzen::V,possedere,κατέχω
1425,kaufen::V,comprare,αγοράζω
1426,kaufen::V,acquistare,αγοράζω
1427,verkaufen::V,vendere,πουλώ
1428,bezahlen::V,pagare,πληρώνω
1429,zahlen::V,pagare,πληρώνω
1430,beherrschen::V,dominare,κυριαρχώ
1431,ertragen::V,sopportare,βαστώ
1432,ertragen::V,sopportare,αντέχω
