,Concept_ID,he,ml
100,Berg::N,הר,പർവ്വതം
101,Gipfel::N,פסגה,ഉച്ചകോടി
102,Höhle::N,מערה,ഗുഹ
103,Abhang::N,מדרון,ചരിവ്
104,Abhang::N,שפוע,ചരിവ്
105,Quelle::N,מעין,ഉറവിടം
106,Bach::N,נחל,അരുവി
107,Fluss::N,נהר,നദി
108,Ufer::N,גדה,തീരം
109,Küste::N,חוף,കടൽത്തീരം
110,Festland::N,יבשה,കര
111,Meer::N,ים,കടൽ
112,Bucht::N,מפרץ,ഉൾക്കടല്
113,Insel::N,אי,ദ്വീപ്
114,Blume::N,פרח,പൂവ്
115,Gras::N,דשא,പുല്ല്
116,Wurzel::N,שרש,വേര്
117,Baum::N,עץ,മരം
118,Stamm::N,גזע,തായ്ത്തടി
119,Rinde::N,קלפת עץ,പട്ട
120,Ast::N,ענף,ശാഖ
121,Zweig::N,ענף,ശാഖ
122,Blatt::N,עלה,ഇല
123,Birke::N,שדר,പൂവരശ്
124,Kiefer[Baum]::N,ארן,പൈൻമരം
125,Weide[Baum]::N,ערבה,വില്ലോ
126,Tanne::N,אשוח,ദേവദാരു
127,Horn::N,קרן,മൃഗത്തിൻറെ കൊമ്പ്
128,Feder::N,נוצה,തൂവൽ
129,Fell::N,פרוה,മൃദുരോമം
130,Flügel::N,כנף,ചിറക്
131,Klaue::N,טלף,നഖം
132,Kralle::N,טפר,നഖം
133,Schwanz::N,זנב,വാൽ
134,Ei::N,ביצה,മുട്ട
135,Nest::N,קן,കൂട്
136,Bau::N,מחלה,മാളം
137,Tier::N,חיה,മൃഗം
138,Herde::N,עדר,കൂട്ടം
139,Kuh::N,פרה,പശു
140,Bulle::N,פר,കാള
141,Pferd::N,סוס,കുതിര
142,Schaf::N,כבשה,ആട്
143,Schwein::N,חזיר,പന്നി
144,Hund::N,כלב,നായ്
145,Katze::N,חתול,പൂച്ച
146,Bär::N,דב,കരടി
147,Eichhörnchen::N,סנאי,അണ്ണാൻ
148,Elch::N,דישון,കടമാന്
149,Fuchs::N,שועל,കുറുക്കൻ
150,Hase::N,ארנב,മുയൽ
151,Maus::N,עכבר,ചുണ്ടലി
152,Wolf::N,זאב,ചെന്നായ
153,Vogel::N,צפור,പക്ഷി
154,Schwarm::N,נחיל,കൂട്ടം
155,Schwarm::N,להקה,കൂട്ടം
156,Huhn::N,תרנגלת,കോഴി
157,Hahn::N,תרנגול,പൂവൻകോഴി
158,Gans::N,אוז,അരയന്നം
159,Adler::N,עיט,കഴുകൻ
160,Ente::N,ברוז,താറാവ്
161,Eule::N,ינשוף,മൂങ്ങ
162,Kranich::N,עגור,കൊക്ക്
163,Kranich::N,כרוכיה,കൊക്ക്
164,Krähe::N,עורב,കാക്ക
165,Kuckuck::N,קוקיה,കുയിൽ
166,Schwan::N,ברבור,അരയന്നം
167,Fisch::N,דג,മത്സ്യം
168,Barsch::N,אוקונוס,ഒരിനം മത്സ്യം
169,Hecht::N,זאב הים,ഒരു മത്സ്യം
170,Schlange[Tier]::N,נחש,പാമ്പ്
171,Wurm::N,תולעת,വിര
172,Spinne::N,עכביש,ചിലന്തി
173,Ameise::N,נמלה,ഉറുമ്പ്
174,Laus::N,כנה,പേന്
175,Mücke::N,יתוש,മശകം
176,Fliege::N,זבוב,ഈച്ച
177,Schmetterling::N,פרפר,ചിത്രശലഭം
178,Beere::N,ענבה,ബെറി
179,Apfel::N,תפוח,ആപ്പിൾ
180,Pilz::N,פטריה,കൂൺ
181,Zwiebel::N,בצל,സവാള
182,Saat::N,זרעים,വിത്ത്
183,Korn::N,גרעין,ധാന്യം
184,Heu::N,חציר,വയ്ക്കോൽ
185,Schale::N,קלפה,തൊലി
186,Grube::N,בור,കുഴി
187,Grube::N,שוחה,കുഴി
188,Falle::N,מלכדת,കെണി
189,Schlinge::N,לולאה,കുടുക്ക്
190,Spur::N,עקבה,ചുവട്
191,Asche::N,אפר,ചാരം
192,Dreck::N,זהמה,അഴുക്ക്
193,Eisen::N,ברזל,ഇരുമ്പ്
194,Gold::N,זהב,സ്വർണ്ണം
195,Silber::N,כסף,വെള്ളി
196,Kohle::N,פחם,കൽക്കരി
197,Glas::N,זכוכית,ഗ്ലാസ്
198,Lehm::N,חרסית,കളിമണ്ണ്
199,Sand::N,חול,മണൽ
200,Mensch::N,אדם,മനുഷ്യർ
201,Mann::N,איש,പുരുഷൻ
202,Mann::N,גבר,പുരുഷൻ
203,Frau::N,אשה,സ്ത്രീ
204,Frau::N,גברת,സ്ത്രീ
205,Kind::N,ילד,കുഞ്ഞ്
206,Junge::N,ילד,ആൺകുട്ടി
207,Mädchen::N,נערה,പെൺകുട്ടി
208,Familie::N,משפחה,കുടുംബം
209,Großvater::N,סבא,അപ്പൂപ്പൻ
210,Großmutter::N,סבתא,അമ്മുമ്മ
211,Eltern::N,הורים,മാതാപിതാക്കള്
212,Vater::N,אב,അച്ഛൻ
213,Mutter::N,אם,അമ്മ
214,Sohn::N,בן,മകൻ
215,Tochter::N,בת,മകൾ
216,Bruder::N,אח,ചേട്ടൻ
217,Bruder::N,אח,അനിയൻ
218,Schwester::N,אחות,ചേച്ചി
219,Schwester::N,אחות,അനിയത്തി
220,Onkel::N,דוד,അമ്മാവൻ
221,Tante::N,דודה,മാമി
222,Ehemann::N,איש,ഭർത്താവ്
223,Ehemann::N,בעל,ഭർത്താവ്
224,Ehefrau::N,אשה,ഭാര്യ
225,Freude::N,שמחה,ആഹ്ലാദം
226,Gelächter::N,צחוק,ചിരിയുടെ ശബ്ദം
227,Glück::N,אשר,സന്തോഷം
228,Glück::N,אשר,സന്തുഷ്ടി
229,Kummer::N,יגון,ശോകം
230,Kummer::N,עגמה,ശോകം
231,Wunsch::N,אחול,ആഗ്രഹം
232,Wunsch::N,משאלה,ആഗ്രഹം
233,Lust::N,חשק,ആഗ്രഹം
234,Lust::N,תשוקה,ആഗ്രഹം
235,Geist::N,רוח,ചുറുചുറുക്ക്
236,Gedanke::N,מחשבה,ചിന്ത
237,Gedächtnis::N,זכרון,ഓർമ്മശക്തി
238,Verstand::N,שכל,മനസ്സ്
239,Sinn::N,מובן,അർത്ഥം
240,Sinn::N,משמעות,അർത്ഥം
241,Grund::N,סבה,കാരണം
242,Wahrheit::N,אמת,സത്യം
243,Gespräch::N,דיון,സല്ലാപം
244,Märchen::N,אגדה,യക്ഷിക്കഥ
245,Erzählung::N,ספור,കഥ
246,Nachricht::N,ידיעה,സന്ദേശം
247,Neuigkeit::N,חדשה,വാർത്ത
248,Name::N,שם,പേര്
249,Rätsel::N,תעלומה,പ്രഹേളിക
250,Rede::N,נאום,സംസാരം
251,Sprache::N,לשון,ഭാഷ
252,Stimme::N,קול,സ്വരം
253,Wort::N,מלה,വാക്ക്
254,Zeichen::N,סימן,സംജ്ഞ
255,Ruf::N,קריאה,വിളി
256,Lärm::N,רעש,ആരവം
257,Laut::N,הגה,ശബ്ദം
258,Ton::N,צליל,സ്വരഭേദം
259,Lied::N,שיר,പാട്ട്
260,Ruhe::N,שלוה,നിശ്ചലത
261,Leute::N,אנשים,ജനങ്ങൾ
262,Volk::N,עם,രാഷ്ടം
263,Arbeit::N,עבודה,ജോലി
264,Gast::N,אורח,അതിലി
265,Geschenk::N,מתנה,സമ്മാനം
266,Spiel::N,משחק,കളി
267,Gesellschaft::N,חברה,കൂട്ടായ്മ
268,Hilfe::N,עזרה,സഹായം
269,Freund::N,חבר,സുഹൃത്ത്
270,Freund::N,ידיד,സുഹൃത്ത്
271,Kamerad::N,רע,കൂട്ടാളി
272,Angelegenheit::N,ענין,കാര്യം
273,Anzahl::N,מספר,എണ്ണം
274,Art::N,סוג,തരം
275,Stück::N,חתיכה,കഷണം
276,Teil::N,פרק,ഭാഗം
277,Hälfte::N,חצי,പകുതി
278,Kreis::N,מעגל,വൃത്തം
279,Kreuz::N,צלב,കുരിശടയാളം
280,Linie::N,קו,വര
281,Linie::N,קו,രേഖ
282,Strich::N,קו קצר,പക്ഷാഘാതം
283,Abstand::N,מרחק,വിടവ്
284,Entfernung::N,מרחק,അകലം
285,Gegend::N,נוף,പ്രദേശം
286,Platz::N,שטח,ഇടം
287,Ort::N,אתר,സ്ഥലം
288,Ort::N,מקום,സ്ഥലം
289,Seite::N,צד,വശം
290,Mitte::N,אמצע,മധ്യസ്ഥാനം
291,Gegenstand::N,אוביקט,സാധനം
292,Sache::N,דבר,വസ്തു
293,Rand::N,פרור,തൊങ്ങൽ
294,Kante::N,קצה,അറ്റം
295,Ecke::N,פנה,മൂല
296,Spitze::N,קצה,അഗ്രം
297,Ende::N,סוף,അവസാനം
298,Loch::N,חר,ദ്വാരം
299,Winkel::N,פנה,കോൺ
300,Muster::N,תבנית,ക്രമം
301,Größe::N,גדל,വലുപ്പം
302,Länge::N,ארך,നീളം
303,Höhe::N,קומה,ഉയരം
304,Höhe::N,גבה,ഉയരം
305,Gewicht::N,משקל,കട്ടി
306,Menge::N,כמות,അളവ്
307,Haufen::N,ערמה,കൂമ്പാരം
308,Reihe::N,רצף,വരി
309,Boot::N,סירה,ബോട്ട്
310,Ruder::N,משוט,പങ്കായം
311,Schlitten::N,מזחלת,ഉരുളില്ലാവണ്ടി
312,Ski::N,מגלשים,ഹിമപാദുകം
313,Lagerfeuer::N,מדורה,തീ
314,Last::N,משא,ഭാരം
315,Gang::N,הליכה,നടത്തം
316,Schritt::N,צעד,ചുവട്
317,Norden::N,צפון,വടക്ക്
318,Süden::N,דרום,തെക്ക്
319,Westen::N,מערב,പടിഞ്ഞാറ്
320,Osten::N,מזרח,കിഴക്ക്
321,Holz::N,עץ,തടി
322,Brett::N,קרש,ബോർഡ്
323,Platte::N,לוח,തകിട്
324,Stütze::N,משען,താങ്ങ്
325,Stange::N,מוט,കമ്പ്
326,Stock::N,מקל,വടി
327,Stab::N,מוט,കുറുവടി
328,Rohr::N,צנור,കുഴൽ
329,Haus::N,בית,വീട്
330,Heim::N,בית,വീട്
331,Ofen::N,תנור,സ്റ്റൌ
332,Fußboden::N,רצפה,തറ
333,Tisch::N,שלחן,മേശ
334,Stuhl::N,כסא,കസേര
335,Wiege::N,ערש,തൊട്ടിൽ
336,Bett::N,מטה,കിടക്ക
337,Regal::N,מדף,ഷെൽഫ്
338,Kiste::N,תבה,പെട്ടി
339,Kiste::N,ארגז,പെട്ടി
340,Fenster::N,חלון,ജനൽ
341,Tür::N,דלת,വാതിൽ
342,Tor::N,שער,കവാടം
343,Zaun::N,גדר,വേലി
344,Dach::N,גג,മേൽക്കുര
345,Leiter::N,סלם,ഏണി
346,Besen::N,מטאטא,ചൂല്
347,Spaten::N,את,തൂമ്പ
348,Schaufel::N,את,തൂമ്പ
349,Gabel::N,מזלג,മുൾക്കത്തി
350,Löffel::N,כף,സ്പൂൺ
351,Messer::N,סכין,കത്തി
352,Nagel::N,מסמר,ആണി
353,Netz::N,רשת,വല
354,Haken::N,וו,കൊളുത്ത്
355,Haken::N,קרס,കൊളുത്ത്
356,Griff::N,ידית,കൈപ്പിടി
357,Schloss::N,מנעול,പൂട്ട്
358,Bild::N,תמונה,ചിത്രം
359,Figur::N,פסל,കണക്ക്
360,Puppe::N,בבה,പാവ
361,Beutel::N,שק,ബാഗ്
362,Bündel::N,צרור,കെട്ട്
363,Tasche::N,שקית,ബാഗ്
364,Eimer::N,דלי,ബക്കറ്റ്
365,Deckel::N,מכסה,ഉറ
366,Geschirr::N,כלים,പിഞ്ഞാണം
367,Sack::N,שק,ചാക്ക്
368,Tasse::N,ספל,കപ്പ്
369,Topf::N,סיר,പാത്രം
370,Kessel::N,קנקן,കെറ്റ്ല്
371,Essen::N,אכל,ആഹാരസമയം
372,Essen::N,ארוחה,ആഹാരസമയം
373,Nahrung::N,הזנה,ഭക്ഷണം
374,Nahrung::N,תזונה,ഭക്ഷണം
375,Speise::N,מאכל,ഡിഷ്
376,Speise::N,ארוחה,ഡിഷ്
377,Fleisch::N,בשר,മാംസം
378,Getreide::N,דגן,ചോളം
379,Brei::N,מחית,കഞ്ഞി
380,Brot::N,לחם,റോട്ടി
381,Scheibe::N,עגול,തുണ്ട്
382,Scheibe::N,פרוסה,തുണ്ട്
383,Fett::N,שמן,കൊഴുപ്പ്
384,Butter::N,חמאה,വെണ്ണ
385,Öl::N,שמן,എണ്ണ
386,Salz::N,מלח,ഉപ്പ്
387,Suppe::N,מרק,സൂപ്പ്
388,Honig::N,דבש,തേൻ
389,Milch::N,חלב,പാൽ
390,Tee::N,תה,ചായ
391,Leder::N,עור,തുകൽ
392,Wolle::N,צמר,കമ്പിളി
393,Stoff::N,בד,തുണി
394,Stoff::N,אריג,തുണി
395,Nadel::N,מחט,സൂചി
396,Faden::N,חוט,നൂല്
397,Knopf::N,כפתור,ബട്ടൺ
398,Knoten::N,קשר,കുരുക്ക്
399,Farbe::N,צבע,പെയിൻറ്
400,Kleidung::N,בגדים,വസ്ത്രങ്ങൾ
401,Hemd::N,חלצה,ഷർട്ട്
402,Kragen::N,צוארון,കുപ്പായക്കഴുത്ത്
403,Ärmel::N,שרוול,കുപ്പായക്കൈ
404,Hose::N,מכנסים,ട്രൌസർ
405,Gürtel::N,חגורה,ബെൽറ്റ്
406,Mütze::N,כובע,തൊപ്പി
407,Schuh::N,נעל,ഷൂ
408,Stiefel::N,מגף,ബൂട്ട്
409,Ring::N,טבעת,മോതിരം
410,Band::N,סרט,റിബൺ
411,Kamm::N,מסרק,ചീപ്പ്
412,Spiegel::N,מראה,കണ്ണാടി
413,Riemen::N,רצועה,സ്ട്രാപ്പ്
414,Schnur::N,חבל,ചരട്
415,Leine::N,מושכות,കെട്ടാനുള്ള തോൽവാർ
416,Decke::N,שמיכה,പുതപ്പ്
417,Kissen::N,כרית,തലയിണ
418,Tuch::N,צעיף,സ്കാർഫ്
419,Handtuch::N,מגבת,തോർത്ത്
420,Kraft::N,כוח,ശക്തി
421,Stärke::N,און,ശക്തി
422,Gesundheit::N,בריאות,ആരോഗ്യം
423,Krankheit::N,מחלה,അസുഖം
424,Schmerz::N,כאב,വേദന
425,Wunde::N,פציעה,മുറിവ്
426,Fieber::N,חם,പനി
427,Arznei::N,תרופה,മരുന്ന്
428,Brücke::N,גשר,പാലം
429,Brunnen::N,באר,കിണർ
430,Weide::N,אחו,മേച്ചൽ
431,Weide::N,מרעה,മേച്ചൽ
432,Pfad::N,שביל,വഴി
433,Pfad::N,מדרכה,വഴി
434,Weg::N,דרך,വഴി
435,Straße::N,כביש,റോഡ്
436,Dorf::N,כפר,ഗ്രാമം
437,Stadt::N,עיר,നഗരം
438,Brief::N,מכתב,കത്ത്
439,Buch::N,ספר,പുസ്തകം
440,Buchstabe::N,אות,അക്ഷരം
441,Zeitung::N,עתון,വർത്തമാനപത്രം
442,Leben::N,חיים,ജീവൻ
443,Tod::N,מות,മരണം
444,Grab::N,קבר,ശവക്കുഴി
445,Kirche::N,כנסיה,പള്ളി
446,Sünde::N,חטא,പാപം
447,Gott::N,אל,ദൈവം
448,Arbeiter::N,פועל,ജോലിക്കാരൻ
449,Chef::N,ראש,മേധാവി
450,Chef::N,מנהל,മേധാവി
451,Meister::N,ממחה,യജമാനൻ
452,Arzt::N,רופא,ഡോക്ടർ
453,Lehrer::N,מורה,അധ്യാപകൻ
454,Geld::N,כסף,പണം
455,Geschäft::N,עסקה,ബിസിനസ്
456,Laden::N,חנות,കട
457,Preis::N,מחיר,വില
458,Ware::N,סחורה,ചരക്ക്
459,Nutzen::N,תועלת,ലാഭം
460,Reichtum::N,עשר,ധനം
461,Welt::N,עולם,ലോകം
462,Land::N,ארץ,രാജ്യം
463,Staat::N,מדינה,രാജ്യം
464,König::N,מלך,രാജാവ്
465,Macht::N,כוח,അധികാരം
466,Grenze::N,גבול,അതിർത്തി
467,Krieg::N,מלחמה,യുദ്ധം
468,Feind::N,אויב,ശത്രു
469,Gewalt::N,אלימות,അക്രമം
470,Kampf::N,קרב,പോരാട്ടം
471,Kampf::N,לחימה,പോരാട്ടം
472,Bogen[Waffe]::N,קשת,വില്ല്
473,Pfeil::N,חץ,അമ്പ്
474,Gewehr::N,רובה,തോക്ക്
475,Fehler::N,טעות,പിശക്
476,Lüge::N,שקר,കള്ളം
477,Schaden::N,נזק,കേടുപാട്
478,Unglück::N,מזל רע,ദൌർഭാഗ്യം
479,Schuld::N,אשמה,തെറ്റ്
480,Alter::N,גיל,വയസ്സ്
481,Schluss::N,סיום,നിഗമനം
482,Zeit::N,זמן,സമയം
483,Tag::N,יום,ദിവസം
484,Morgen::N,בקר,പ്രഭാതം
485,Mittag::N,צהרים,ഉച്ച
486,Abend::N,ערב,സായാഹ്നം
487,Nacht::N,לילה,രാത്രി
488,Woche::N,שבוע,ആഴ്ച
489,Monat::N,חדש,മാസം
490,Jahr::N,שנה,വർഷം
491,Frühling::N,אביב,വസന്തം
492,Sommer::N,קיץ,വേനൽ
493,Herbst::N,סתו,ശരത്കാലം
494,Winter::N,חרף,ശൈത്യം
495,Januar::N,ינואר,ജനുവരി
496,Februar::N,פברואר,ഫെബ്രുവരി
497,März::N,מרץ,മാർച്ച്
498,April::N,אפריל,ഏപ്രിൾ മാസം
499,Mai::N,מאי,മെയ് മാസം
500,Juni::N,יוני,ജൂൺ
501,Juli::N,יולי,ജൂലൈ
502,August::N,אוגוסט,ആഗസ്റ്റ്
503,September::N,ספטמבר,സെപ്തംബർ
504,Oktober::N,אוקטובר,ഒക്ടോബർ
505,November::N,נובמבר,നവംബർ
506,Dezember::N,דצמבר,ഡിസംബർ
507,Montag::N,יום שני,തിങ്കളാഴ്ച
508,Dienstag::N,יום שלישי,ചൊവ്വ
509,Mittwoch::N,יום רביעי,ബുധനാഴ്ച
510,Donnerstag::N,יום חמישי,വ്യാഴാഴ്ച
511,Freitag::N,יום ששי,വെള്ളിയാഴ്ച
512,Samstag::N,יום שבת,ശനിയാഴ്ച
513,Sonntag::N,יום ראשון,ഞായറാഴ്ച
514,groß::A,גדול,വലിയ
515,klein::A,קטן,ചെറിയ
516,lang::A,ארך,നീണ്ട
517,kurz::A,קצר,ഹ്രസ്വമായ
518,breit::A,רחב,വിശാലമായ
519,schmal::A,צר,ഇടുങ്ങിയ
520,dicht::A,צפוף,നിബിഡമായ
521,dick[Gegenstand]::A,עבה,തടിച്ച
522,dünn::A,דק,മെലിഞ്ഞ
523,fein::A,מעדן,നേർത്ത
524,fest::A,מוצק,ഉറപ്പുള്ള
525,flach::A,שטוח,പരന്ന
526,glatt::A,חלק,മിനുസമുള്ള
527,hart::A,קשיח,കട്ടിയുള്ള
528,weich::A,רך,മൃദുവായ
529,rund::A,עגל,വട്ടത്തിലുള്ള
530,spitz::A,חד,മുനയുള്ള
531,scharf::A,חד,മൂർച്ചയുള്ള
532,stumpf::A,קהה,തുറന്നടിക്കുന്ന
533,schwer::A,כבד,ഭാരമുള്ള
534,schön::A,יפה,മനോഹരമായ
535,heiß::A,חם,ചൂടുള്ള
536,warm::A,חם,ചൂടുള്ള
537,kalt::A,קר,തണുത്ത
538,kühl::A,צונן,തണുപ്പുള്ള
539,frisch::A,טרי,ശുദ്ധമായ
540,feucht::A,לח,ഈറനുള്ള
541,nass::A,רטוב,നനഞ്ഞ
542,trocken::A,יבש,വരണ്ട
543,voll::A,מלא,നിറയെ
544,leer::A,ריק,ഒഴിഞ്ഞ
545,offen::A,פתוח,തുറന്ന
546,geschlossen::A,סגור,അടച്ച
547,sauber::A,נקי,വൃത്തിയുള്ള
548,schmutzig::A,מלכלך,അഴുക്കുനിറഞ്ഞ
549,roh::A,חי,അസംസ്കൃതമായ
550,reif::A,בשל,പഴുത്ത
551,lecker::A,טעים,രുചികരമായ
552,süß::A,מתוק,മധുരമുള്ള
553,bitter::A,מר,കടുത്ത
554,sauer::A,חמוץ,പുളിപ്പുള്ള
555,hell::A,בהיר,ജ്വലിക്കുന്ന
556,dunkel::A,עמום,ഇരുണ്ട
557,schwarz::A,שחר,കറുത്ത
558,weiß::A,לבן,വെളുത്ത
559,rot::A,אדם,ചുവന്ന
560,gelb::A,צהב,മഞ്ഞനിറമായ
561,blau::A,כחל,നീലനിറമുള്ള
562,grün::A,ירק,പച്ചനിറമുള്ള
563,grau::A,אפר,ചാരനിറത്തിലുള്ള
564,bunt::A,צבעוני,വർണ്ണശബളമായ
565,billig::A,זול,വിലകുറഞ്ഞ
566,teuer::A,יקר,ചെലവേറിയ
567,wertvoll::A,יקר ערך,വിലപിടിപ്പുള്ള
568,blind::A,עור,അന്ധനായ
569,taub::A,חרש,കേൾവിക്കുറവുള്ള
570,kräftig::A,חסן,ശക്തിയുള്ള
571,stark::A,חזק,ബലമുള്ള
572,schwach::A,חלש,ക്ഷീണിച്ച
573,fett::A,שמן,കൊഴുപ്പുള്ള
574,schlank::A,רזה,മെലിഞ്ഞ
575,hübsch::A,יפה תאר,മനോഹരമായ
576,böse::A,רשע,പാപിയായ
577,dumm::A,טפש,വിവരംകെട്ട
578,faul::A,עצלן,അലസനായ
579,fleißig::A,חרוץ,അദ്ധ്വാനശീലമുള്ള
580,geizig::A,קמצן,പിശുക്കനായ
581,klug::A,נבון,ബുദ്ധിസാമർഥ്യമുള്ള
582,klug::A,פקח,ബുദ്ധിസാമർഥ്യമുള്ള
583,geschickt::A,מימן,പ്രതിഭാശാലി
584,lieb::A,יקר,പ്രിയപ്പെട്ട
585,lieb::A,אהוב,പ്രിയപ്പെട്ട
586,lustig::A,עליז,ആനന്ദകരമായ
587,sanft::A,עדין,സൌമ്യമായ
588,hungrig::A,רעב,വിശപ്പുള്ള
589,krank::A,חולה,അസുഖമുള്ള
590,nackt::A,ערום,നഡമായ
591,traurig::A,עצוב,വിഷമമുള്ള
592,lebendig::A,חי,ഉപജീവനം
593,gut::A,טוב,നല്ല
594,schlecht::A,גרוע,മോശമായ
595,richtig::A,נכון,ശരിയായ
596,schlimm::A,רע,വൃത്തികെട്ട
597,wahr::A,אמתי,ശരിയായ
598,alt::A,ישן,പഴയ
599,neu::A,חדש,പുതിയ
600,ehemalig::A,לשעבר,മുൻ
601,alt[Lebewesen]::A,זקן,വയസ്സുള്ള
602,jung::A,צעיר,കൌമാരമായ
603,arm::A,עני,പാവപ്പെട്ട
604,reich::A,עשיר,സമ്പന്നമായ
605,bekannt::A,ידוע,പരിചിതമായ
606,berühmt::A,מפרסם,പ്രശസ്തനായ
607,fremd::A,זר,വൈദേശികമായ
608,verschieden::A,שונה,വ്യത്യസ്തമായ
609,nah::A,קרוב,അരികത്തുള്ള
610,fern::A,רחוק,അകലെയുള്ള
611,linker::A,שמאלי,അവശേഷിച്ച
612,rechter::A,ימין,വലത്തേ
613,anderer::A,אחר,മറ്റുള്ള
614,erster::A,ראשון,ആദ്യത്തെ
615,zweiter::A,שני,രണ്ടാം
616,dritter::A,שלישי,മൂന്നാമത്
617,letzter::A,אחרון,അവസാനത്തെ
618,allein::ADV,לבד,തനിച്ചുള്ള
619,auf einmal::ADV,בו-זמנית,ഉടന്
620,zusammen::ADV,ביחד,ഒരുമിച്ച
621,lange::ADV,הרבה זמן,നീണ്ട_കാലത്തേയ്ക്ക്
622,plötzlich::ADV,לפתע,പെട്ടെന്ന്
623,plötzlich::ADV,פתאום,പെട്ടെന്ന്
624,sofort::ADV,מיד,തത്ക്ഷണം
625,später::ADV,לאחר זמן,പിന്നീട്
626,später::ADV,יותר מאחר,പിന്നീട്
627,jetzt::ADV,עכשיו,ഇപ്പോൾ
628,heute::ADV,היום,ഇന്ന്
629,morgen::ADV,מחר,നാളെ
630,bald::ADV,בקרוב,ഉടനെ
