,Concept_ID,ar,ja
136,Horn::N,قرن,角
137,Feder::N,ريشة,羽根
138,Fell::N,فرو,毛皮
139,Flügel::N,جناح,羽
140,Klaue::N,مخلب,鉤爪
141,Kralle::N,مخلب,爪
142,Schwanz::N,ذيل,尻尾
143,Ei::N,بيض,卵
144,Nest::N,عش,巣
145,Bau::N,جحر,穴
146,Tier::N,حيوان,動物
147,Herde::N,قطيع,群れ
148,Kuh::N,بقرة,牛
149,Bulle::N,ثور,雄牛
150,Pferd::N,خيل,馬
151,Schaf::N,شاة,羊
152,Schwein::N,خنزير,豚
153,Hund::N,كلب,犬
154,Katze::N,قطة,猫
155,Bär::N,دب,熊
156,Eichhörnchen::N,سنجاب,栗鼠
157,Elch::N,موظ,ヘラジカ
158,Fuchs::N,ثعلب,狐
159,Hase::N,أرنب,兎
160,Maus::N,فأرة,鼠
161,Wolf::N,ذئب,狼
162,Vogel::N,طير,鳥
163,Schwarm::N,سرب,群れ
164,Huhn::N,دجاجة,鶏
165,Hahn::N,ديك,雄鶏
166,Gans::N,وزة,ガチョウ
167,Adler::N,نسر,鷲
168,Ente::N,بطة,鴨
169,Eule::N,بوم,フクロウ
170,Kranich::N,كركي,鶴
171,Krähe::N,غراب,烏
172,Kuckuck::N,وقواق,郭公
173,Schwan::N,إوز عراقي,白鳥
174,Fisch::N,سمك,魚
175,Barsch::N,فرخ أوربي,鱸
176,Hecht::N,سمك الكراكي,川魳
177,Schlange[Tier]::N,حية,蛇
178,Schlange[Tier]::N,ثعبان,蛇
179,Wurm::N,دودة,虫
180,Spinne::N,عنكبوت,蜘蛛
181,Ameise::N,نملة,蟻
182,Laus::N,قملة,虱
183,Mücke::N,ناموسة,蚊
184,Fliege::N,ذبابة,蝿
185,Schmetterling::N,فراشة,蝶
186,Beere::N,حبة,漿果
187,Apfel::N,تفاح,林檎
188,Pilz::N,فطر,茸
189,Zwiebel::N,بصل,玉葱
190,Saat::N,زرع,種
191,Korn::N,حبة,粒
192,Heu::N,دريس,干し草
193,Schale::N,قشرة,皮
194,Grube::N,نقرة,穴
195,Falle::N,فخ,わな
196,Falle::N,مصيدة,わな
197,Schlinge::N,عروة,輪
198,Spur::N,أثر,跡
199,Asche::N,رماد,灰
200,Dreck::N,قذر,泥
201,Eisen::N,حديد,鉄
202,Gold::N,ذهب,金
203,Silber::N,فضة,銀
204,Kohle::N,فحم,炭
205,Glas::N,زجاج,ガラス
206,Lehm::N,طين,ローム
207,Sand::N,رمل,砂
208,Mensch::N,إنسان,人
209,Mann::N,رجل,男
210,Mann::N,رجل,男性
211,Frau::N,امرأة,女
212,Frau::N,امرأة,女性
213,Kind::N,طفل,子
214,Kind::N,طفل,子供
215,Junge::N,ولد,男の子
216,Mädchen::N,بنت,女の子
217,Familie::N,عائلة,家族
218,Großvater::N,جد,祖父
219,Großvater::N,جد,おじいさん
220,Großmutter::N,جدة,祖母
221,Großmutter::N,جدة,おばあさん
222,Eltern::N,أبوان,親
223,Eltern::N,أبوان,両親
224,Eltern::N,والدان,親
225,Eltern::N,والدان,両親
226,Vater::N,أب,父
227,Vater::N,أب,お父さん
228,Mutter::N,أم,母
229,Mutter::N,أم,お母さん
230,Sohn::N,إبن,息子
231,Sohn::N,إبن,息子さん
232,Tochter::N,بنت,娘
233,Tochter::N,بنت,お嬢さん
234,Tochter::N,إبنة,娘
235,Tochter::N,إبنة,お嬢さん
236,Bruder::N,أخ,弟
237,Bruder::N,شقيق,弟
238,Schwester::N,أخت,妹
239,Onkel::N,عم,伯父
240,Onkel::N,عم,伯父さん
241,Tante::N,عمة,叔母
242,Tante::N,عمة,叔母さん
243,Ehemann::N,زوج,夫
244,Ehemann::N,زوج,主人
245,Ehefrau::N,زوجة,妻
246,Ehefrau::N,زوجة,奥さん
247,Freude::N,فرح,喜び
248,Freude::N,سرور,喜び
249,Gelächter::N,قهقهة,笑い
250,Glück::N,سعادة,幸せ
251,Kummer::N,غم,悩み
252,Wunsch::N,منية,希望
253,Lust::N,شهوة,気
254,Geist::N,روح,精神
255,Gedanke::N,فكرة,考え
256,Gedächtnis::N,ذاكرة,記憶
257,Verstand::N,عقل,理解力
258,Sinn::N,معنى,意味
259,Grund::N,سبب,理由
260,Wahrheit::N,حقيقة,真実
261,Gespräch::N,محادثة,会話
262,Märchen::N,خرافة,童話
263,Erzählung::N,قصة,物語
264,Erzählung::N,حكاية,物語
265,Nachricht::N,خبر,報告
266,Neuigkeit::N,خبر جديد,ニュース
267,Name::N,اسم,名前
268,Rätsel::N,لغز,謎
269,Rede::N,خطبة,演説
270,Sprache::N,لغة,言語
271,Stimme::N,صوت,声
272,Wort::N,كلمة,言葉
273,Zeichen::N,رمز,記号
274,Zeichen::N,إشارة,記号
275,Ruf::N,نداء,呼び声
276,Lärm::N,صخب,騒音
277,Lärm::N,ضجة,騒音
278,Laut::N,صوت,音
279,Ton::N,نغمة,音
280,Lied::N,أغنية,歌
281,Ruhe::N,هدوء,静けさ
282,Leute::N,ناس,人々
283,Volk::N,شعب,民族
284,Arbeit::N,عمل,仕事
285,Gast::N,ضيف,客
286,Geschenk::N,هدية,贈り物
287,Spiel::N,لعب,遊び
288,Gesellschaft::N,صحبة,社会
289,Hilfe::N,عون,援助
290,Hilfe::N,مساعدة,援助
291,Freund::N,صديق,友達
292,Kamerad::N,زميل,同志
293,Angelegenheit::N,أمر,件
294,Angelegenheit::N,شأن,件
295,Anzahl::N,عدد,数
296,Art::N,نوع,種類
297,Stück::N,قطعة,部分
298,Teil::N,قسم,部分
299,Hälfte::N,نصف,半分
300,Kreis::N,دائرة,円
301,Kreuz::N,صليب,十字
302,Linie::N,خط,線
303,Strich::N,شرطة,線
304,Abstand::N,مسافة,距離
305,Entfernung::N,بعد,距離
306,Gegend::N,ناحية,辺
307,Gegend::N,ناحية,地域
308,Platz::N,فراغ,ゆとり
309,Ort::N,مكان,所
310,Ort::N,مكان,場所
311,Seite::N,جانب,横
312,Mitte::N,وسط,真ん中
313,Gegenstand::N,موضوع,物件
314,Sache::N,شيء,物
315,Rand::N,حافة,端
316,Kante::N,حافة,縁
317,Ecke::N,ركن,角
318,Spitze::N,سن,先頭
319,Ende::N,طرف,端
320,Loch::N,ثقب,穴
321,Winkel::N,زاوية,片隅
322,Muster::N,عينة,模様
323,Größe::N,حجم,大きさ
324,Länge::N,طول,長さ
325,Höhe::N,علو,高さ
326,Höhe::N,ارتفاع,高さ
327,Gewicht::N,وزن,重さ
328,Menge::N,كمية,量
329,Haufen::N,كوم,堆積
330,Reihe::N,صف,並び
331,Boot::N,قارب,ボート
332,Boot::N,زورق,ボート
333,Ruder::N,مجذاف,オール
334,Schlitten::N,مزلقة,そり
335,Ski::N,زلاجة,スキー
336,Lagerfeuer::N,نار المخيم,篝火
337,Last::N,حمل,荷物
338,Gang::N,مشية,歩み
339,Schritt::N,خطوة,歩
340,Norden::N,شمال,北
341,Süden::N,جنوب,南
342,Westen::N,غرب,西
343,Osten::N,شرق,東
344,Holz::N,خشب,木
345,Holz::N,خشب,木材
346,Brett::N,لوح,板
347,Platte::N,صفيحة,盤
348,Stütze::N,سند,支柱
349,Stütze::N,دعامة,支柱
350,Stange::N,عود,棒
351,Stock::N,عصا,杖
352,Stab::N,قضيب,棒
353,Rohr::N,أنبوبة,管
354,Haus::N,دار,家
355,Haus::N,بيت,家
356,Heim::N,بيت,家
357,Heim::N,مسكن,家
358,Ofen::N,مدفأة,ストーブ
359,Fußboden::N,أرضية,床
360,Tisch::N,مائدة,机
361,Stuhl::N,كرسي,椅子
362,Wiege::N,مهد,揺籃
363,Bett::N,سرير,ベッド
364,Regal::N,رف,棚
365,Kiste::N,صندوق,箱
366,Fenster::N,شباك,窓
367,Fenster::N,نافذة,窓
368,Tür::N,باب,戸
369,Tür::N,باب,ドア
370,Tor::N,بوابة,門
371,Zaun::N,سياج,垣根
372,Dach::N,سطح,屋根
373,Leiter::N,سلم,梯子
374,Besen::N,مكنسة,ほうき
375,Spaten::N,مسحاة,スコップ
376,Schaufel::N,مجرفة,シャベル
377,Gabel::N,شوكة,フォーク
378,Löffel::N,ملعقة,スプーン
379,Messer::N,سكين,ナイフ
380,Nagel::N,مسمار,釘
381,Netz::N,شبكة,網
382,Haken::N,خطاف,鉤
383,Haken::N,خطاف,フック
384,Haken::N,صنارة,鉤
385,Haken::N,صنارة,フック
386,Griff::N,قبضة,取っ手
387,Schloss::N,قفل,錠
388,Bild::N,صورة,絵
389,Figur::N,تمثال,像
390,Puppe::N,دمية,人形
391,Beutel::N,كيس,袋
392,Bündel::N,ربطة,束
393,Bündel::N,ربطة,包み
394,Tasche::N,شنطة,かばん
395,Tasche::N,محفظة,かばん
396,Eimer::N,سطل,バケツ
397,Eimer::N,جردل,バケツ
398,Deckel::N,سداد,蓋
399,Geschirr::N,أوان,食器
400,Sack::N,زكيبة,袋
401,Tasse::N,فنجان,カップ
402,Topf::N,قدر,鍋
403,Topf::N,طنجرة,鍋
404,Kessel::N,قدر,釜
405,Kessel::N,غلاية,釜
406,Essen::N,طعام,食事
407,Nahrung::N,غذاء,食物
408,Speise::N,أكل,料理
409,Fleisch::N,لحم,肉
410,Getreide::N,حبوب,麦
411,Getreide::N,حبوب,穀物
412,Brei::N,عصيدة,粥
413,Brot::N,خبز,パン
414,Scheibe::N,شريحة,枚
415,Scheibe::N,شريحة,切れ
416,Fett::N,سمن,脂肪
417,Butter::N,زبدة,バター
418,Öl::N,زيت,油
419,Salz::N,ملح,塩
420,Suppe::N,حساء,スープ
421,Suppe::N,شربة,スープ
422,Honig::N,عسل,蜂蜜
423,Milch::N,حليب,牛乳
424,Tee::N,شاي,茶
425,Tee::N,شاي,お茶
426,Leder::N,جلد,革
427,Wolle::N,صوف,毛糸
428,Stoff::N,قماش,布
429,Nadel::N,إبرة,針
430,Faden::N,خيط,糸
431,Knopf::N,زر,ボタン
432,Knoten::N,عقدة,結び目
433,Farbe::N,صبغة,ペンキ
434,Kleidung::N,ملابس,衣服
435,Hemd::N,قميص,シャツ
436,Kragen::N,ياقة,襟
437,Ärmel::N,كم,袖
438,Hose::N,سروال,ズボン
439,Hose::N,بنطلون,ズボン
440,Gürtel::N,حزام,帯
441,Gürtel::N,حزام,ベルト
442,Mütze::N,طاقية,帽子
443,Schuh::N,حذاء,靴
444,Stiefel::N,جزمة,ブーツ
445,Stiefel::N,حذاء طويل,ブーツ
446,Ring::N,حلقة,輪
447,Band::N,شريط,リボン
448,Kamm::N,مشط,櫛
449,Spiegel::N,مرآة,鏡
450,Riemen::N,سير,緒
451,Schnur::N,حبل,紐
452,Schnur::N,دوبارة,紐
453,Leine::N,قيد,綱
454,Decke::N,بطانية,掛け布団
455,Kissen::N,وسادة,枕
456,Tuch::N,منديل,スカーフ
457,Handtuch::N,فوطة,タオル
458,Handtuch::N,منشفة,タオル
459,Kraft::N,قدرة,力
460,Stärke::N,قوة,強さ
461,Gesundheit::N,صحة,健康
462,Krankheit::N,مرض,病気
463,Schmerz::N,ألم,痛み
464,Schmerz::N,وجع,痛み
465,Wunde::N,جرح,傷
466,Fieber::N,حمى,熱
467,Arznei::N,دواء,薬
468,Brücke::N,جسر,橋
469,Brunnen::N,بئر,井戸
470,Weide::N,مرعى,牧場
471,Pfad::N,درب,小路
472,Weg::N,سكة,道
473,Straße::N,طريق,街道
474,Dorf::N,قرية,村
475,Stadt::N,مدينة,町
476,Stadt::N,مدينة,都市
477,Brief::N,خطاب,手紙
478,Brief::N,مكتوب,手紙
479,Buch::N,كتاب,本
480,Buchstabe::N,حرف,文字
481,Zeitung::N,جريدة,新聞
482,Leben::N,عيش,生活
483,Leben::N,حياة,生活
484,Tod::N,موت,死
485,Tod::N,وفاة,死
486,Grab::N,قبر,墓
487,Kirche::N,كنيسة,教会
488,Sünde::N,خطيئة,罪
489,Gott::N,إله,神
490,Arbeiter::N,عامل,労働者
491,Chef::N,رئيس,上司
492,Meister::N,أسطى,達人
493,Meister::N,أسطى,マイスター
494,Arzt::N,طبيب,医者
495,Lehrer::N,مدرس,先生
496,Geld::N,نقود,金
497,Geschäft::N,صفقة,取り引き
498,Laden::N,دكان,店
499,Preis::N,سعر,値段
500,Ware::N,بضاعة,商品
501,Nutzen::N,فائدة,利益
502,Reichtum::N,غنى,豊かさ
503,Reichtum::N,ثروة,豊かさ
504,Welt::N,عالم,世界
505,Welt::N,دنيا,世界
506,Land::N,بلد,国
507,Staat::N,دولة,国家
508,König::N,ملك,国王
509,Macht::N,سلطة,権力
510,Grenze::N,حدود,国境
511,Krieg::N,حرب,戦争
512,Feind::N,عدو,敵
513,Gewalt::N,عنف,暴力
514,Kampf::N,قتال,戦い
515,Bogen[Waffe]::N,قوس,弓
516,Pfeil::N,سهم,矢
517,Gewehr::N,بندقية,銃
518,Fehler::N,خطأ,間違い
519,Lüge::N,كذب,嘘
520,Schaden::N,تلف,損害
521,Unglück::N,نحس,不幸
522,Schuld::N,ذنب,罪
523,Alter::N,سن,年
524,Alter::N,سن,年齢
525,Alter::N,عمر,年
526,Alter::N,عمر,年齢
527,Schluss::N,ختام,終わり
528,Schluss::N,نهاية,終わり
529,Zeit::N,وقت,時
530,Zeit::N,وقت,時間
531,Tag::N,يوم,日
532,Morgen::N,صباح,朝
533,Mittag::N,ظهر,昼
534,Abend::N,مساء,晩
535,Abend::N,مساء,夕方
536,Nacht::N,ليلة,夜
537,Woche::N,أسبوع,週
538,Monat::N,شهر,月
539,Jahr::N,عام,年
540,Jahr::N,سنة,年
541,Frühling::N,ربيع,春
542,Sommer::N,صيف,夏
543,Herbst::N,خريف,秋
544,Winter::N,شتاء,冬
545,Januar::N,يناير,一月
546,Januar::N,كانون الثاني,一月
547,Februar::N,شباط,二月
548,Februar::N,فبراير,二月
549,März::N,آذار,三月
550,März::N,مارس,三月
551,April::N,نيسان,四月
552,Mai::N,مايو,五月
553,Juni::N,يونيو,六月
554,Juni::N,حزيران,六月
555,Juli::N,تموز,七月
556,Juli::N,يوليو,七月
557,August::N,آب,八月
558,August::N,أغسطس,八月
559,September::N,أيلول,九月
560,September::N,سبتمبر,九月
561,Oktober::N,أكتوبر,十月
562,Oktober::N,تشرين الأول,十月
563,November::N,نوفمبر,十一月
564,November::N,تشرين الثاني,十一月
565,Dezember::N,ديسمبر,十二月
566,Dezember::N,كانون الأول,十二月
567,Montag::N,يوم الاثنين,月曜日
568,Dienstag::N,يوم الثلاثاء,火曜日
569,Mittwoch::N,يوم الأربعاء,水曜日
570,Donnerstag::N,يوم الخميس,木曜日
571,Freitag::N,يوم الجمعة,金曜日
572,Samstag::N,يوم السبت,土曜日
573,Sonntag::N,يوم الأحد,日曜日
574,groß::A,كبير,大きい
575,klein::A,صغير,小さい
576,lang::A,طويل,長い
577,kurz::A,قصير,短い
578,breit::A,واسع,広い
579,schmal::A,ضيق,狭い
580,dicht::A,كث,密な
581,dicht::A,كثيف,密な
582,dick[Gegenstand]::A,غليظ,厚い
583,dünn::A,رفيع,薄い
584,fein::A,رقيق,細い
585,fest::A,متين,硬い
586,flach::A,سهل,平らな
587,flach::A,منبسط,平らな
588,glatt::A,ناعم,滑らかな
589,hart::A,صلب,堅い
590,hart::A,جامد,堅い
591,weich::A,لين,柔らかい
592,rund::A,مستدير,丸い
593,spitz::A,مدبب,尖った
594,scharf::A,حاد,鋭い
595,stumpf::A,ثالم,鈍い
596,schwer::A,ثقيل,重い
597,schön::A,جميل,綺麗な
598,heiß::A,حار,熱い
599,heiß::A,ساخن,熱い
600,warm::A,دافئ,温かい
601,kalt::A,بارد,寒い
602,kalt::A,بارد,冷たい
603,kühl::A,قر,涼しい
604,frisch::A,طازج,ひんやりした
605,feucht::A,رطب,湿った
606,nass::A,مبلول,濡れた
607,trocken::A,جاف,乾いた
608,voll::A,ملء,いっぱいの
609,leer::A,خال,空の
610,leer::A,فارغ,空の
611,offen::A,مفتوح,開いた
612,geschlossen::A,مغلق,閉まった
613,sauber::A,نظيف,清潔な
614,schmutzig::A,قذر,汚い
615,roh::A,نيء,生の
616,reif::A,ناضج,熟した
617,lecker::A,لذيذ,美味しい
618,süß::A,حلو,甘い
619,bitter::A,مر,苦い
620,sauer::A,حامض,酸っぱい
621,hell::A,نير,明るい
622,dunkel::A,مظلم,暗い
623,schwarz::A,أسود,黒い
624,weiß::A,أبيض,白い
625,rot::A,أحمر,赤い
626,gelb::A,أصفر,黄色い
627,blau::A,أزرق,青い
628,grün::A,أخضر,緑の
629,grau::A,رمادي,灰色の
630,bunt::A,ملوب,色取り取りの
631,billig::A,رخيص,安い
632,teuer::A,غال,高い
633,wertvoll::A,ثمين,貴重な
634,blind::A,أعمى,盲目の
635,taub::A,أصم,耳が聞こえない
636,taub::A,أطرش,耳が聞こえない
637,kräftig::A,قوي,強力な
638,stark::A,قوي,強い
639,schwach::A,ضعيف,弱い
640,fett::A,سمين,太った
641,schlank::A,أهيف,ほっそりした
642,hübsch::A,جميل,素敵な
643,böse::A,رديء,悪い
644,dumm::A,أبله,馬鹿な
645,dumm::A,أحمق,馬鹿な
646,faul::A,كسلان,怠惰な
647,fleißig::A,مجتهد,勤勉な
648,geizig::A,بخيل,けちな
649,klug::A,ذكي,賢い
650,klug::A,ذكي,頭のいい
651,klug::A,عاقل,賢い
652,klug::A,عاقل,頭のいい
653,geschickt::A,ماهر,器用な
654,lieb::A,عزيز,愛らしい
655,lustig::A,مرح,楽しい
656,sanft::A,حليم,温和な
657,hungrig::A,جائع,空腹の
658,krank::A,مريض,病気の
659,nackt::A,عار,裸の
660,traurig::A,حزين,悲しい
661,lebendig::A,حي,生きた
662,gut::A,جيد,良い
663,schlecht::A,سيء,悪い
664,schlecht::A,سيء,駄目な
665,richtig::A,صحيح,正しい
666,schlimm::A,خبيث,ひどい
667,wahr::A,حق,本当の
668,alt::A,قديم,古い
669,neu::A,جديد,新しい
670,ehemalig::A,سابق,以前の
671,alt[Lebewesen]::A,مسن,年を取った
672,jung::A,شاب,若い
673,jung::A,صغير,若い
674,arm::A,فقير,貧乏な
675,reich::A,غني,裕福な
676,bekannt::A,معلوم,有名な
677,berühmt::A,مشهور,有名な
678,fremd::A,أجنبي,見知らぬ
679,verschieden::A,مختلف,色々な
680,nah::A,قريب,近い
681,fern::A,بعيد,遠い
682,linker::A,يسار,左の
683,rechter::A,يمين,右の
684,anderer::A,آخر,別の
685,erster::A,أول,一番目
686,zweiter::A,ثان,二番目
687,dritter::A,ثالث,三番目
688,letzter::A,أخير,最後の
689,allein::ADV,وحده,一人で
690,auf einmal::ADV,بالمرة,同時に
691,zusammen::ADV,معا,一緒に
692,lange::ADV,مدة طويلة,長い間
693,plötzlich::ADV,فجأة,急に
694,sofort::ADV,حالا,すぐに
695,sofort::ADV,فورا,すぐに
696,später::ADV,فيما بعد,後で
697,jetzt::ADV,الآن,今
698,jetzt::ADV,حاليا,今
699,heute::ADV,اليوم,今日
700,morgen::ADV,غدا,明日
701,bald::ADV,قريبا,間もなく
702,dann::ADV,ثم,それから
703,gestern::ADV,أمس,昨日
704,gestern::ADV,البارحة,昨日
705,einst::ADV,قديما,過去に
706,damals::ADV,حينئذ,あの時
707,danach::ADV,ثم,その後で
708,danach::ADV,بعد ذلك,その後で
709,vorher::ADV,من قبل,以前に
710,vorher::ADV,قبل ذلك,以前に
711,zuerst::ADV,أولا,まず
712,zuerst::ADV,أولا,最初に
713,einmal::ADV,مرة,一回
714,manchmal::ADV,أحيانا,時々
715,oft::ADV,كثيرا,よく
716,immer::ADV,دائما,いつも
717,niemals::ADV,لا أبدا,一度も...ない
718,hier::ADV,هنا,こちら
719,hierhin::ADV,إلى هنا,ここへ
720,hierhin::ADV,إلى هنا,こちらへ
721,von hier::ADV,من هنا,ここから
722,dort::ADV,هناك,そちら
723,dorthin::ADV,إلى هناك,そこへ
724,dorthin::ADV,إلى هناك,そちらへ
725,geradeaus::ADV,إلى الأمام,真っ直ぐに
726,vorwärts::ADV,إلى الأمام,前へ
727,rückwärts::ADV,إلى الوراء,後ろへ
728,zurück::ADV,عودا,後ろへ
729,zurück::ADV,إلى الخلف,後ろへ
730,unten::ADV,تحت,下に
731,unten::ADV,في الأسفل,下に
732,hinab::ADV,إلى تحت,下へ
733,oben::ADV,فوق,上に
734,oben::ADV,في الأعلى,上に
735,hinauf::ADV,إلى فوق,上へ
736,hinauf::ADV,إلى الأعلى,上へ
737,überall::ADV,في كل مكان,どこでも
738,nicht::ADV,لا,ない
739,nicht::ADV,لم,ない
740,ein wenig::ADV,قليلا,少し
741,ein wenig::ADV,قليلا,ちょっと
742,kaum::ADV,كاد لا,ほとんど～ない
743,sehr::ADV,جدا,とても
744,sehr::ADV,كثيرا,とても
745,so::ADV,كذا,こう
746,so::ADV,كذلك,こう
747,noch::ADV,ما زال,まだ
748,nur::ADV,فقط,～だけ
749,schon::ADV,قد,もう
750,wieder::ADV,من جديد,再び
751,wieder::ADV,مرة أخرى,再び
752,vergebens::ADV,عبثا,無駄に
753,vor::PRP,أمام,前に
754,hinter::PRP,خلف,後ろに
755,hinter::PRP,وراء,後ろに
756,unter::PRP,تحت,下に
757,durch::PRP,عبر,通して
758,durch::PRP,خلال,通して
759,neben::PRP,جنب,横に
760,neben::PRP,بجانب,横に
761,zwischen::PRP,بين,間に
762,wegen::PRP,بسبب,為に
763,wegen::PRP,بسبب,せいで
764,dies::PRN,هذا,これ
765,das::PRN,ذلك,それ
766,alles::PRN,الكل,全部
767,ich::PRN,أنا,私
768,du::PRN,أنت,あなた
769,er::PRN,هو,彼
770,wir::PRN,نحن,私達
771,ihr::PRN,أنتم,あなた達
772,ihr::PRN,أنتن,あなた達
773,sie::PRN,هم,彼ら
774,sie::PRN,هن,彼ら
775,was::FPRN,ما,何
776,wer::FPRN,من,誰
777,wer::FPRN,من,どなた
778,wo::FADV,أين,どこ
779,wo::FADV,أين,どこに
780,wohin::FADV,إلى أين,どこへ
781,wie::FADV,كيف,どう
782,warum::FADV,لماذا,何故
783,warum::FADV,لماذا,どうして
784,wieviel::FNUM,كم,どのくらい
785,eins::NUM,واحد,一
786,zwei::NUM,اثنين,二
787,zwei::NUM,اثنين,二つ
788,drei::NUM,ثلاثة,三
789,drei::NUM,ثلاثة,三つ
790,vier::NUM,أربعة,四
791,vier::NUM,أربعة,四つ
792,fünf::NUM,خمسة,五
793,fünf::NUM,خمسة,五つ
794,sechs::NUM,ستة,六
795,sechs::NUM,ستة,六つ
796,sieben::NUM,سبعة,七
797,sieben::NUM,سبعة,七つ
798,acht::NUM,ثمانية,八
799,acht::NUM,ثمانية,八つ
800,neun::NUM,تسعة,九
801,neun::NUM,تسعة,九つ
802,zehn::NUM,عشرة,十
803,elf::NUM,أحد عشر,十一
804,zwölf::NUM,اثنا عشر,十二
805,zwanzig::NUM,عشرون,二十
806,dreißig::NUM,ثلاثون,三十
807,vierzig::NUM,أربعون,四十
808,fünfzig::NUM,خمسون,五十
809,sechzig::NUM,ستون,六十
810,siebzig::NUM,سبعون,七十
811,achtzig::NUM,ثمانون,八十
812,neunzig::NUM,تسعون,九十
813,hundert::NUM,مئة,百
814,tausend::NUM,ألف,千
815,und::CNJ,و,-と
816,und::CNJ,و,そして
817,oder::CNJ,أو,或いは
818,stehen::V,وقف,立っている
819,sitzen::V,جلس,座っている
820,liegen::V,رقد,横になっている
821,hängen::V,تعلق,掛かっている
822,werden::V,صار,なる
