,Concept_ID,ru,ta
158,Hahn::N,петух,சேவல்
159,Gans::N,гусь,பெண் வாத்து
160,Adler::N,орел,பருநது
161,Ente::N,утка,வாத்து
162,Eule::N,сова,ஆந்தை
163,Kranich::N,журавль,நாரை
164,Krähe::N,ворона,காகம்
165,Kuckuck::N,кукушка,குயில்
166,Schwan::N,лебедь,அன்னம்
167,Fisch::N,рыба,மீன்
168,Barsch::N,окунь,பேர்ச்
169,Hecht::N,щука,கோலாச்சி மீன்
170,Schlange[Tier]::N,змея,பாம்பு
171,Wurm::N,червяк,புழு
172,Spinne::N,паук,சிலந்தி
173,Ameise::N,муравей,எறும்பு
174,Laus::N,вошь,பேன்
175,Mücke::N,комар,கொசுவினப்பூச்சி
176,Fliege::N,муха,ஈ
177,Schmetterling::N,бабочка,வண்ணத்துப்பூச்சி
178,Beere::N,ягода,சதைப்பழம்
179,Apfel::N,яблоко,ஆப்பிள பழம்
180,Pilz::N,гриб,காளான்
181,Zwiebel::N,луковица,வெங்காயம்
182,Saat::N,семя,விதை
183,Korn::N,зерно,தானியம்
184,Heu::N,сено,வைக்கோல்
185,Schale::N,шелуха,தோல்
186,Grube::N,яма,குழி
187,Falle::N,ловушка,பொறி
188,Schlinge::N,силок,கண்ணி
189,Spur::N,след,சுவடு
190,Asche::N,зола,சாம்பல்
191,Asche::N,пепел,சாம்பல்
192,Dreck::N,грязь,அழுக்கு
193,Eisen::N,железо,இரும்பு
194,Gold::N,золото,தங்கம்
195,Silber::N,серебро,வெள்ளி
196,Kohle::N,уголь,நிலக்கரி
197,Glas::N,стекло,கண்ணாடி
198,Lehm::N,глина,களிமண்
199,Sand::N,песок,மணல்
200,Mensch::N,человек,மனிதர்கள்
201,Mann::N,мужчина,மனிதன்
202,Frau::N,женщина,பெண்
203,Kind::N,ребенок,குழந்தை
204,Junge::N,мальчик,பையன்
205,Mädchen::N,девочка,சிறுமி
206,Familie::N,семья,குடும்பம்
207,Großvater::N,дедушка,தாத்தா
208,Großmutter::N,бабушка,பாட்டி
209,Eltern::N,родители,பெற்றோர்
210,Vater::N,отец,தந்தை
211,Mutter::N,мать,தாய்
212,Sohn::N,сын,மகன்
213,Tochter::N,дочь,மகள்
214,Bruder::N,брат,சகோதரன்
215,Schwester::N,сестра,அக்கா
216,Onkel::N,дядя,தாய் மாமன்
217,Tante::N,тетя,அத்தை
218,Ehemann::N,муж,கணவன்
219,Ehefrau::N,жена,மனைவி
220,Freude::N,радость,கொண்டாட்டம்
221,Gelächter::N,смех,சிரிப்பு
222,Glück::N,счастье,மகிழ்ச்சி
223,Kummer::N,горе,துயரம்
224,Wunsch::N,желание,விருப்பம்
225,Lust::N,влечение,விருப்பம்
226,Geist::N,дух,ஆன்மா
227,Gedanke::N,мысль,எண்ணம்
228,Gedächtnis::N,память,ஞாபகம்
229,Verstand::N,ум,மனம்
230,Sinn::N,смысл,அர்த்தம்
231,Grund::N,повод,காரணம்
232,Wahrheit::N,правда,உண்நை
233,Gespräch::N,беседа,பெசு
234,Märchen::N,сказка,நம்பத்தகாத கதை
235,Erzählung::N,рассказ,கதை
236,Nachricht::N,сообщение,செய்தி
237,Neuigkeit::N,новость,செய்தி
238,Name::N,имя,பெயர்
239,Rätsel::N,загадка,புதிர்
240,Rede::N,речь,பேச்சு
241,Sprache::N,язык,மொழி
242,Stimme::N,голос,குரல்
243,Wort::N,слово,வார்த்தை
244,Zeichen::N,знак,குறி
245,Ruf::N,зов,அழைப்பு
246,Lärm::N,шум,சத்தம்
247,Laut::N,звук,ஒலி
248,Ton::N,звучание,குரல்
249,Lied::N,песня,பாட்டு
250,Ruhe::N,покой,அமைதி
251,Leute::N,люди,மக்கள்
252,Volk::N,народ,மக்கள்
253,Arbeit::N,работа,வேலை
254,Gast::N,гость,விருந்தாளி
255,Geschenk::N,подарок,பரிசுப் பொருள்
256,Spiel::N,игра,விளையாட்டு
257,Gesellschaft::N,общество,சமுதாயம்
258,Hilfe::N,помощь,உதவி
259,Freund::N,друг,நண்பன்
260,Kamerad::N,приятель,உடனிருப்பவன்
261,Angelegenheit::N,дело,செய்தி
262,Anzahl::N,количество,எண்ணிக்கை
263,Art::N,вид,வகை
264,Stück::N,кусок,துண்டம்
265,Teil::N,часть,பகுதி
266,Hälfte::N,половина,பாதி
267,Kreis::N,круг,வட்டம்
268,Kreuz::N,крест,சிலுவை
269,Linie::N,линия,கோடு
270,Strich::N,черта,வாத நோய்
271,Abstand::N,промежуток,இடைவெளி
272,Entfernung::N,расстояние,தூரம்
273,Gegend::N,местность,வட்டாரம்
274,Platz::N,пространство,வெற்றிடம்
275,Ort::N,место,இடம்
276,Seite::N,сторона,பக்கம்
277,Mitte::N,середина,இடைப்பகுதி
278,Gegenstand::N,предмет,உருப்படி
279,Sache::N,вещь,பொருள்
280,Rand::N,край,தொங்கு
281,Kante::N,ребро,விளிம்பு
282,Ecke::N,угол,மூலை
283,Spitze::N,кончик,முனை
284,Ende::N,конец,முடிவு
285,Loch::N,дыра,துளை
286,Winkel::N,угол,கோணம்
287,Muster::N,узор,பாங்கு
288,Größe::N,размер,அளவு
289,Länge::N,длина,நீளம்
290,Höhe::N,высота,உயரம்
291,Gewicht::N,вес,எடை
292,Menge::N,количество,தொகை
293,Haufen::N,куча,குவியல்
294,Reihe::N,ряд,வரிசை
295,Boot::N,лодка,படகு
296,Ruder::N,весло,துடுப்பு
297,Schlitten::N,сани,சகடையிலா வண்டி
298,Ski::N,лыжа,பனிச் சறுக்கல்
299,Lagerfeuer::N,костер,மூட்டம்
300,Last::N,тяжесть,பாரம்
301,Gang::N,ход,நடை
302,Schritt::N,шаг,காலடி
303,Norden::N,север,வடக்கு
304,Süden::N,юг,தெற்கு
305,Westen::N,запад,மேற்கு திசை
306,Osten::N,восток,கிழக்கு
307,Holz::N,древесина,மரக்கட்டை
308,Brett::N,доска,பலகை
309,Platte::N,плита,பலகம்
310,Stütze::N,подпорка,அடைப்புகன்
311,Stange::N,жердь,கம்பம்
312,Stock::N,палка,குச்சி
313,Stab::N,шест,கம்பு
314,Rohr::N,труба,குழாய்
315,Haus::N,дом,வீடு
316,Heim::N,дом,வீடு
317,Ofen::N,печь,அடுப்பு
318,Fußboden::N,пол,தரை
319,Tisch::N,стол,மேசை
320,Stuhl::N,стул,நாற்காலி
321,Wiege::N,колыбель,தொட்டில்
322,Bett::N,постель,படுக்கை
323,Regal::N,полка,அலமாரி
324,Kiste::N,ящик,பெட்டி
325,Fenster::N,окно,சாளரம்
326,Tür::N,дверь,கதவு
327,Tor::N,ворота,வாசற்கதவு
328,Zaun::N,забор,வேலி
329,Dach::N,крыша,கூரை
330,Leiter::N,лестница,ஏணி
331,Besen::N,метла,விளக்குமாறு
332,Spaten::N,лопата,மண்வெட்டி
333,Schaufel::N,совок,அடிதண்டா
334,Gabel::N,вилка,முட்கரண்டி
335,Löffel::N,ложка,கரண்டி
336,Messer::N,нож,கத்தி
337,Nagel::N,гвоздь,ஆணி
338,Netz::N,сеть,வலை
339,Haken::N,крюк,கொக்கி
340,Griff::N,ручка,கைப்பிடி
341,Schloss::N,замок,பூட்டு
342,Bild::N,картина,படம்
343,Figur::N,фигура,எண்ணிக்கை
344,Puppe::N,кукла,பொம்மை
345,Beutel::N,мешок,பை
346,Bündel::N,связка,பொதி
347,Tasche::N,сумка,பை
348,Eimer::N,ведро,வாளி
349,Deckel::N,крышка,உறை
350,Geschirr::N,посуда,பாத்திரம்
351,Sack::N,мешок,பை
352,Tasse::N,чашка,கிண்ணம்
353,Topf::N,кастрюля,பானை
354,Kessel::N,котел,கெண்டி
355,Essen::N,еда,உணவருந்துதல்
356,Nahrung::N,пища,உணவு
357,Speise::N,блюдо,உணவு வகை
358,Speise::N,кушанье,உணவு வகை
359,Fleisch::N,мясо,இறைச்சி
360,Getreide::N,хлеб,மக்காச்சோளம்
361,Brei::N,каша,கஞ்சி
362,Brot::N,хлеб,ரொட்டி
363,Scheibe::N,ломоть,துண்டு
364,Fett::N,жир,கொழுப்பு
365,Butter::N,масло,வெண்ணெய்
366,Öl::N,масло,எண்ணெய்
367,Salz::N,соль,உப்பு
368,Suppe::N,суп,ரசம்
369,Honig::N,мед,தேன்
370,Milch::N,молоко,பால்
371,Tee::N,чай,தெனீர்
372,Leder::N,кожа,பதம் செய்யப்பட்ட தோல்
373,Wolle::N,шерсть,கம்பளி
374,Stoff::N,ткань,துணி
375,Nadel::N,игла,ஊசி
376,Faden::N,нитка,நூல்
377,Knopf::N,пуговица,பொத்தான்
378,Knoten::N,узел,முடிச்சு
379,Farbe::N,краска,வண்ணக் குழம்பு
380,Kleidung::N,одежда,ஆடைகள்
381,Hemd::N,рубашка,சட்டை
382,Kragen::N,воротник,கழுத்துப் பட்டை
383,Ärmel::N,рукав,சட்டைக்கை
384,Hose::N,брюки,கால்சட்டை
385,Gürtel::N,пояс,பெல்ட்
386,Mütze::N,шапка,தொப்பி
387,Schuh::N,ботинок,காலணி
388,Stiefel::N,сапог,காலணி
389,Ring::N,кольцо,மோதிரம்
390,Band::N,лента,நாடா
391,Kamm::N,расческа,கீப்பு
392,Spiegel::N,зеркало,ஆடி
393,Spiegel::N,зеркало,கண்ணாடி
394,Riemen::N,ремень,வார்
395,Schnur::N,веревка,கயிறு
396,Leine::N,поводок,தோல்வார்
397,Decke::N,одеяло,போர்வை
398,Kissen::N,подушка,தலையணை
399,Tuch::N,платок,துணி
400,Handtuch::N,полотенце,தண்டு
401,Kraft::N,сила,நிர்பந்தம்
402,Stärke::N,крепость,பலம்
403,Gesundheit::N,здоровье,ஆரோக்கியம்
404,Krankheit::N,болезнь,நோய்
405,Schmerz::N,боль,வலி
406,Wunde::N,рана,காயம்
407,Fieber::N,лихорадка,காய்ச்சல்
408,Fieber::N,температура,காய்ச்சல்
409,Arznei::N,лекарство,மருந்து
410,Brücke::N,мост,பாலம்
411,Brunnen::N,колодец,கேணி
412,Weide::N,пастбище,மேய்ச்சல் நிலம்
413,Pfad::N,тропа,நடை வழி
414,Weg::N,путь,வழி
415,Weg::N,дорога,வழி
416,Straße::N,улица,சாலை
417,Straße::N,дорога,சாலை
418,Dorf::N,деревня,கிராமம்
419,Stadt::N,город,நகரம்
420,Brief::N,письмо,கடிதம்
421,Buch::N,книга,புத்தகம்
422,Buchstabe::N,буква,எழத்து
423,Zeitung::N,газета,செய்தித்தாள்
424,Leben::N,жизнь,வாழ்க்கை
425,Tod::N,смерть,மரணம்
426,Grab::N,могила,சமாதி
427,Kirche::N,церковь,தேவாலயம்
428,Sünde::N,грех,பாவம்
429,Gott::N,бог,கடவுள்
430,Arbeiter::N,рабочий,தொழிலாளி
431,Chef::N,начальник,மேலாளர்
432,Meister::N,мастер,தலைவன்
433,Arzt::N,врач,மருத்துவர்
434,Lehrer::N,учитель,ஆசிரியர்
435,Geld::N,деньги,பணம்
436,Geschäft::N,занятие,வாணிபம்
437,Laden::N,магазин,கடை
438,Preis::N,цена,விலை
439,Ware::N,товар,சாமன்கள்
440,Nutzen::N,выгода,இலாபம்
441,Reichtum::N,богатство,சொத்து
442,Welt::N,мир,உலகம்
443,Land::N,страна,நாடு
444,Staat::N,государство,நாடு
445,König::N,король,அரசன்
446,Macht::N,власть,அதிகாரம்
447,Grenze::N,граница,எல்லை
448,Krieg::N,война,போர்
449,Feind::N,враг,எதிரி
450,Gewalt::N,насилие,வன்முறை
451,Kampf::N,борьба,போராட்டம்
452,Bogen[Waffe]::N,лук,வில்
453,Pfeil::N,стрела,அம்பு
454,Gewehr::N,ружье,துப்பாக்கி
455,Fehler::N,ошибка,தவறு
456,Lüge::N,ложь,பொய்
457,Schaden::N,вред,சேதாரம்
458,Unglück::N,беда,இடையூறு
459,Schuld::N,вина,குற்றம்
460,Alter::N,возраст,வயது
461,Schluss::N,окончание,முடிவு
462,Zeit::N,время,காலம்
463,Tag::N,день,நாள்
464,Morgen::N,утро,காலை நேரம்
465,Mittag::N,полдень,மதியம்
466,Abend::N,вечер,மாலைப் பொழுது
467,Nacht::N,ночь,இரவு
468,Woche::N,неделя,வாரம்
469,Monat::N,месяц,மாதம்
470,Jahr::N,год,வருடம்
471,Frühling::N,весна,வசந்தம்
472,Sommer::N,лето,கோடை
473,Herbst::N,осень,இலையுதிர் காலம்
474,Winter::N,зима,குளிர்காலம்
475,Januar::N,январь,ஜனவரி
476,Februar::N,февраль,பிபரவரி மாதம்
477,März::N,март,மார்ச் மாதம்
478,April::N,апрель,ஏப்ரல் மாதம்
479,Mai::N,май,மே மாதம்
480,Juni::N,июнь,ஜூன் மாதம்
481,Juli::N,июль,ஜூலை மாதம்
482,August::N,август,ஆகஸ்ட் மாதம்
483,September::N,сентябрь,செப்டம்பர் மாதம்
484,Oktober::N,октябрь,அக்டோபர் மாதம்
485,November::N,ноябрь,நவம்பர் மாதம்
486,Dezember::N,декабрь,டிசம்பர்
487,Montag::N,понедельник,திங்கட் கிழமை
488,Dienstag::N,вторник,செவ்வாய்க்கிழமை
489,Mittwoch::N,среда,புதன் கிழமை
490,Donnerstag::N,четверг,வியாழக் கிழமை
491,Freitag::N,пятница,வெள்ளிக்கிழமை
492,Samstag::N,суббота,சனிக்கிழமை
493,Sonntag::N,воскресенье,ஞாயிறுக் கிழமை
494,groß::A,большой,பெரிய
495,klein::A,маленький,சிறிய
496,lang::A,длинный,நீண்ட
497,kurz::A,короткий,குட்டையான
498,breit::A,широкий,அகலமான
499,schmal::A,узкий,குறுகலான
500,dicht::A,густой,அடர்த்தியான
501,dick[Gegenstand]::A,толстый,தடித்த
502,dünn::A,тонкий,சன்னமான
503,fein::A,тонкий,மெல்லிய
504,fest::A,крепкий,உறுதியாள
505,flach::A,плоский,தட்டையான
506,glatt::A,гладкий,வழுவழுப்பான
507,hart::A,твердый,கடினமான
508,weich::A,мягкий,மென்மையான
509,rund::A,круглый,உருண்டையான
510,spitz::A,остроконечный,திகந்தமாக
511,scharf::A,острый,கூரான
512,stumpf::A,тупой,உளம் திறந்த
513,schwer::A,тяжелый,கனமான
514,schön::A,красивый,அழகான
515,heiß::A,жаркий,சூடான
516,warm::A,теплый,இதமான
517,kalt::A,холодный,குளிர்ச்சியான
518,kühl::A,прохладный,குளிர்ச்சியான
519,frisch::A,свежий,சுத்தமான
520,feucht::A,влажный,ஈரமான
521,nass::A,мокрый,ஈரமான
522,trocken::A,сухой,உலர்ந்த
523,voll::A,полный,நிரம்பிய
524,voll::A,наполненный,நிரம்பிய
525,leer::A,пустой,காலியான
526,offen::A,открытый,திறந்த
527,geschlossen::A,закрытый,மூடப்பட்ட
528,sauber::A,чистый,சுத்தமான
529,schmutzig::A,грязный,அழக்கான
530,roh::A,сырой,கச்சா
531,reif::A,зрелый,பழுத்த
532,lecker::A,вкусный,சுவைமிக்க
533,süß::A,сладкий,இனிப்பான
534,bitter::A,горький,கசப்பான
535,sauer::A,кислый,புளிப்பாக
536,hell::A,светлый,பளபளப்பான
537,dunkel::A,темный,கருமையான
538,schwarz::A,черный,கருப்பு வண்ண
539,weiß::A,белый,வெண்மையன
540,rot::A,красный,சிவப்பு
541,gelb::A,желтый,மஞ்சள் வண்ணம்
542,blau::A,синий,நீல வண்ண
543,grün::A,зеленый,பச்சை வண்ண
544,grau::A,серый,சாம்பல் நிற
545,bunt::A,пестрый,வண்ண மயமான
546,billig::A,дешевый,மலிவான
547,teuer::A,дорогой,விலை அதிகமான
548,wertvoll::A,ценный,மதிப்புள்ள
549,blind::A,слепой,பார்வையற்ற
550,taub::A,глухой,செவிடான
551,kräftig::A,могучий,வலிமையான
552,stark::A,сильный,பலமான
553,schwach::A,слабый,பலவீனமான
554,fett::A,жирный,பருமனாக
555,schlank::A,стройный,ஒல்லியான
556,hübsch::A,прелестный,அழகிய
557,böse::A,злой,கேடு விளைவிக்கும்
558,dumm::A,глупый,முட்டாள்தனமான
559,faul::A,ленивый,சோம்பலான
560,fleißig::A,прилежный,ஊக்கந்தளராத
561,geizig::A,жадный,கஞேசத்தனமான
562,klug::A,умный,சாதுரியமான
563,geschickt::A,искусный,திறமையள்ள
564,lieb::A,милый,அன்புக்குரிய
565,lustig::A,веселый,களிப்புமிக்க
566,sanft::A,нежный,சாதுவான
567,hungrig::A,голодный,பசியுடன்
568,krank::A,больной,நோயுற்று
569,nackt::A,голый,ஆடையற்ற
570,traurig::A,грустный,சோகமான
571,lebendig::A,живой,பிழைப்பு
572,gut::A,хороший,நல்ல
573,schlecht::A,плохой,கெட்ட
574,richtig::A,правильный,சரியான
575,schlimm::A,отвратительный,அருவருப்பான
576,schlimm::A,мерзкий,அருவருப்பான
577,wahr::A,настоящий,உண்மையான
578,alt::A,старый,பழைய
579,neu::A,новый,புதிய
580,ehemalig::A,бывший,முன்நாள்
581,alt[Lebewesen]::A,пожилой,வயதான
582,jung::A,молодой,இளமையான
583,arm::A,бедный,ஏழ்மையான
584,reich::A,богатый,செல்வம் படைத்த
585,bekannt::A,знакомый,பழக்கப்பட்ட
586,berühmt::A,знаменитый,புகழ்பெற்ற
587,fremd::A,чужой,அயல் நாட்டு
588,verschieden::A,разный,வித்தியாசமான
589,nah::A,близкий,பக்கத்தில் உள்ள
590,fern::A,далекий,தொலை தூரத்தில்
591,linker::A,левый,மீந்திருக்கும்
592,rechter::A,правый,வலதுபக்கம்
593,anderer::A,другой,மற்ற
594,erster::A,первый,முதனமையான
595,zweiter::A,второй,இரண்டாவது
596,dritter::A,третий,மூன்றாவது
597,letzter::A,последний,கடைசி
598,allein::ADV,один,தனியாக
599,auf einmal::ADV,сразу,தடீரென்று
600,zusammen::ADV,вместе,சேர்ந்து
601,lange::ADV,долго,அதிக நோம்
602,plötzlich::ADV,вдруг,தடீரென்று
603,sofort::ADV,тотчас,உடனடியாக
604,später::ADV,позже,பிறகு
605,jetzt::ADV,сейчас,இப்பொழது
606,heute::ADV,сегодня,இன்று
607,morgen::ADV,завтра,நாளைக்கு
608,bald::ADV,скоро,சீக்கிரம்
609,dann::ADV,потом,அப்பொழுது
610,gestern::ADV,вчера,நேற்று
611,einst::ADV,однажды,ஒரே முறை
612,damals::ADV,тогда,அப்பொழுது
613,danach::ADV,затем,பிற்பாடு
614,vorher::ADV,раньше,முன்பாக
615,zuerst::ADV,сперва,முதலில்
616,einmal::ADV,раз,ஒரே முறை
617,manchmal::ADV,иногда,சில நேரங்களில்
618,oft::ADV,часто,அடிக்கடி
619,immer::ADV,всегда,எப்பொழுதும்
620,niemals::ADV,никогда,ஒருபோதும் இல்லை
621,hier::ADV,здесь,இங்கே
622,hierhin::ADV,сюда,இவ்விடத்திற்கு
623,von hier::ADV,отсюда,இனி
624,dort::ADV,там,அங்கே
625,dorthin::ADV,туда,அவ்விடத்திற்கு
626,geradeaus::ADV,прямо,முன்னாலிருக்கும்
627,vorwärts::ADV,вперед,முன்புறமாக
628,rückwärts::ADV,назад,பின்னோக்கி
629,zurück::ADV,обратно,பின்பக்கம்
630,unten::ADV,внизу,கீழாக
631,hinab::ADV,вниз,கீழ் நோக்கி
632,oben::ADV,наверху,மேலே
633,hinauf::ADV,вверх,மேலே
634,überall::ADV,везде,எல்லா இடத்திலும்
635,nicht::ADV,не,இல்லை
636,ein wenig::ADV,немного,கொஞ்சம்
637,kaum::ADV,едва,அரிதாக
638,sehr::ADV,очень,மிக்க
639,so::ADV,так,மிகவும்
640,noch::ADV,еще,இப்பொழுதும்
641,nur::ADV,только,மட்டும்
642,schon::ADV,уже,ஏற்கனவே
643,wieder::ADV,опять,மறுபடியும்
644,vergebens::ADV,напрасно,வீண்
645,vor::PRP,перед,முன்
646,hinter::PRP,за,பின்பக்கம்
647,hinter::PRP,позади,பின்பக்கம்
648,unter::PRP,под,கீழே
649,durch::PRP,сквозь,ஊடே
650,neben::PRP,возле,அடுத்து
651,zwischen::PRP,между,இடையில்
652,wegen::PRP,из-за,ஏனெனில்
653,dies::PRN,это,இது
654,das::PRN,то,அது
655,alles::PRN,все,ஒவ்வொன்றும்
656,ich::PRN,я,நான்
657,du::PRN,ты,நீ
658,er::PRN,он,அவன்
659,wir::PRN,мы,நாம்
660,wir::PRN,мы,நாங்கள்
661,ihr::PRN,вы,நீங்கள்
662,sie::PRN,они,அவர்கள்
663,was::FPRN,что,என்ன
664,wer::FPRN,кто,யார்
665,wo::FADV,где,எங்கே
666,wohin::FADV,куда,எதற்கு
667,wie::FADV,как,எப்படி
668,warum::FADV,почему,ஏன்
669,wieviel::FNUM,сколько,எவ்வளவு
670,eins::NUM,один,ஒன்று
671,zwei::NUM,два,இரண்டு
672,drei::NUM,три,மூன்று
673,vier::NUM,четыре,நான்கு
674,fünf::NUM,пять,ஐந்து
675,sechs::NUM,шесть,ஆறு
676,sieben::NUM,семь,ஏழு
677,acht::NUM,восемь,எட்டு
678,neun::NUM,девять,ஒன்பது
679,zehn::NUM,десять,பத்து
680,elf::NUM,одиннадцать,பதினொன்று
681,zwölf::NUM,двенадцать,பன்னிரண்டு
682,zwanzig::NUM,двадцать,இருபது
683,dreißig::NUM,тридцать,முப்பது
684,vierzig::NUM,сорок,நாற்பது
685,fünfzig::NUM,пятьдесят,ஐமபது
686,sechzig::NUM,шестьдесят,அறுபது
687,siebzig::NUM,семьдесят,எழுபது
688,achtzig::NUM,восемьдесят,எண்பது
689,neunzig::NUM,девяносто,தொன்னூறு
690,hundert::NUM,сто,நூறு
691,tausend::NUM,тысяча,ஆயிரம்
692,und::CNJ,и,மற்றும்
693,oder::CNJ,или,அல்லது
694,oder::CNJ,либо,அல்லது
695,stehen::V,стоять,நில்
696,sitzen::V,сидеть,உட்கார்
697,liegen::V,лежать,படு
698,hängen::V,висеть,தொங்கச் செய்
699,werden::V,стать,ஆகு
700,passieren::V,случиться,நிகழ்
701,beginnen::V,начаться,ஆரம்பி
702,enden::V,кончиться,முடி
