,Concept_ID,fa,es
79,Boden::N,زمین,suelo
80,Erde::N,خاک,tierra
81,Erde::N,زمین,tierra
82,Staub::N,گرد,polvo
83,Staub::N,غبار,polvo
84,Rauch::N,دود,humo
85,Funke::N,جرقه,chispa
86,Feuer::N,آتش,fuego
87,Licht::N,نور,luz
88,Licht::N,روشنی,luz
89,Schatten::N,سایه,sombra
90,Wetter::N,هوا,tiempo
91,Nebel::N,مه,niebla
92,Wolke::N,ابر,nube
93,Regen::N,باران,lluvia
94,Schnee::N,برف,nieve
95,Eis::N,یخ,hielo
96,Frost::N,یخبندان,helada
97,Kälte::N,سرما,frío
98,Hitze::N,گرما,calor
99,Hitze::N,حرارت,calor
100,Raureif::N,برف ریزه,escarcha
101,Regenbogen::N,رنگین‌کمان,arco iris
102,Donner::N,رعد,trueno
103,Strömung::N,جریان,corriente
104,Tropfen::N,قطره,gota
105,Schaum::N,کف,espuma
106,Schmutz::N,گل,suciedad
107,Schmutz::N,کثافت,suciedad
108,See::N,دریاچه,lago
109,Sumpf::N,مرداب,pantano
110,Sumpf::N,باتلاق,pantano
111,Moor::N,باتلاق,turbera
112,Wiese::N,چمن,prado
113,Wiese::N,چمن,pradera
114,Wald::N,جنگل,bosque
115,Hügel::N,تل,colina
116,Hügel::N,تپه,colina
117,Anhöhe::N,بلندی,cerro
118,Berg::N,کوه,monte
119,Berg::N,کوه,montaña
120,Gipfel::N,قله,cima
121,Gipfel::N,قله,cumbre
122,Höhle::N,غار,cueva
123,Höhle::N,غار,caverna
124,Abhang::N,سرازیری,cuesta
125,Abhang::N,سرازیری,declive
126,Quelle::N,چشمه,fuente
127,Quelle::N,چشمه,manantial
128,Bach::N,نهر,arroyo
129,Fluss::N,رود,río
130,Ufer::N,ساحل,orilla
131,Ufer::N,کرانه,orilla
132,Küste::N,ساحل,costa
133,Festland::N,خشکی,tierra firme
134,Meer::N,دریا,mar
135,Bucht::N,خلیج,cala
136,Bucht::N,خلیج,bahía
137,Insel::N,جزیره,isla
138,Blume::N,گل,flor
139,Gras::N,علف,hierba
140,Wurzel::N,ریشه,raíz
141,Baum::N,درخت,árbol
142,Stamm::N,تنه,tronco
143,Rinde::N,توژ,corteza
144,Rinde::N,پوست,corteza
145,Ast::N,شاخه,rama
146,Zweig::N,شاخه,ramo
147,Blatt::N,برگ,hoja
148,Birke::N,غان,abedul
149,Kiefer[Baum]::N,کاج,pino
150,Weide[Baum]::N,بید,sauce
151,Tanne::N,صنوبر,abeto
152,Horn::N,شاخ,asta
153,Horn::N,شاخ,cuerno
154,Feder::N,پر,pluma
155,Fell::N,خز,piel
156,Flügel::N,پر,ala
157,Flügel::N,بال,ala
158,Klaue::N,چنگ,garra
159,Klaue::N,پنجه,garra
160,Kralle::N,پنجه,uña
161,Kralle::N,پنجه,garra
162,Schwanz::N,دم,cola
163,Ei::N,تخم,huevo
164,Nest::N,لانه,nido
165,Bau::N,بنا,madriguera
166,Bau::N,ساختمان,madriguera
167,Tier::N,هیوان,animal
168,Herde::N,رمه,rebaño
169,Kuh::N,گاو,vaca
170,Bulle::N,گاو نر,toro
171,Pferd::N,اسب,caballo
172,Schaf::N,گوسفند,oveja
173,Schwein::N,خوک,cerdo
174,Hund::N,سگ,perro
175,Katze::N,گربه,gato
176,Bär::N,خرس,oso
177,Eichhörnchen::N,سنجاب,ardilla
178,Elch::N,گوزن شمالی,alce
179,Fuchs::N,روباه,zorro
180,Hase::N,خرگوش,liebre
181,Maus::N,موش,ratón
182,Wolf::N,گرگ,lobo
183,Vogel::N,پرنده,ave
184,Vogel::N,پرنده,pájaro
185,Schwarm::N,دسته,bandada
186,Huhn::N,مرغ,gallina
187,Hahn::N,خروس,gallo
188,Gans::N,غاز,oca
189,Gans::N,غاز,ganso
190,Adler::N,عقاب,águila
191,Ente::N,اردک,pato
192,Ente::N,مرغابی,pato
193,Eule::N,جغد,lechuza
194,Kranich::N,درنا,grulla
195,Krähe::N,زاغ,corneja
196,Krähe::N,کلاغ,corneja
197,Kuckuck::N,فاخته,cuco
198,Schwan::N,قو,cisne
199,Fisch::N,ماهی,pez
200,Barsch::N,ماهی خاردار,perca
201,Hecht::N,اردک ماهی,lucio
202,Schlange[Tier]::N,مار,serpiente
203,Wurm::N,کرم,gusano
204,Spinne::N,عنکبوت,araña
205,Ameise::N,مورچه,hormiga
206,Laus::N,شپش,piojo
207,Mücke::N,پشه,mosquito
208,Fliege::N,مگس,mosca
209,Schmetterling::N,پروانه,mariposa
210,Beere::N,گیله,baya
211,Apfel::N,سیب,manzana
212,Pilz::N,قارچ,seta
213,Pilz::N,قارچ,hongo
214,Zwiebel::N,پیاز,cebolla
215,Saat::N,بذر,siembra
216,Korn::N,تخم,grano
217,Korn::N,دانه,grano
218,Heu::N,علف خشک,heno
219,Schale::N,پوست,cáscara
220,Grube::N,گودال,foso
221,Falle::N,دام,trampa
222,Schlinge::N,حلقه,lazo
223,Spur::N,رد,huella
224,Asche::N,خاکستر,ceniza
225,Dreck::N,کثافت,suciedad
226,Eisen::N,آهن,hierro
227,Gold::N,زر,oro
228,Gold::N,طلا,oro
229,Silber::N,نقره,plata
230,Kohle::N,زغال,carbón
231,Glas::N,شیشه,vidrio
232,Glas::N,شیشه,cristal
233,Lehm::N,گل,barro
234,Sand::N,شن,arena
235,Sand::N,ماسه,arena
236,Mensch::N,آدم,hombre
237,Mensch::N,آدم,ser humano
238,Mensch::N,انسان,hombre
239,Mensch::N,انسان,ser humano
240,Mann::N,مرد,hombre
241,Frau::N,زن,mujer
242,Kind::N,بچه,niño
243,Kind::N,کودک,niño
244,Junge::N,پسر,chico
245,Junge::N,پسر,muchacho
246,Mädchen::N,دختر,chica
247,Mädchen::N,دختر,muchacha
248,Familie::N,فامیل,familia
249,Familie::N,خانواده,familia
250,Großvater::N,پدربزرگ,abuelo
251,Großmutter::N,مادر‌بزرگ,abuela
252,Eltern::N,والدین,padres
253,Eltern::N,پدر‌و‌مادر,padres
254,Vater::N,پدر,padre
255,Mutter::N,مادر,madre
256,Sohn::N,پسر,hijo
257,Tochter::N,دختر,hija
258,Bruder::N,برادر,hermano
259,Schwester::N,خواهر,hermana
260,Onkel::N,عمو,tío
261,Onkel::N,دایی,tío
262,Tante::N,عمه,tía
263,Tante::N,خاله,tía
264,Ehemann::N,همسر,esposo
265,Ehefrau::N,همسر,esposa
266,Freude::N,شادی,placer
267,Freude::N,شادی,alegría
268,Gelächter::N,خنده,risa
269,Gelächter::N,خنده,carcajada
270,Gelächter::N,قاه‌قاه,risa
271,Gelächter::N,قاه‌قاه,carcajada
272,Glück::N,اقبال,felicidad
273,Kummer::N,غم,pena
274,Kummer::N,غصه,pena
275,Wunsch::N,آرزو,deseo
276,Lust::N,هوس,ganas
277,Geist::N,روح,mente
278,Geist::N,روح,espíritu
279,Gedanke::N,فکر,idea
280,Gedanke::N,فکر,pensamiento
281,Gedächtnis::N,حافظه,memoria
282,Verstand::N,هوش,razón
283,Verstand::N,هوش,entendimiento
284,Sinn::N,معنا,sentido
285,Sinn::N,معنا,significado
286,Sinn::N,مفهوم,sentido
287,Sinn::N,مفهوم,significado
288,Grund::N,سبب,causa
289,Grund::N,دلیل,causa
290,Wahrheit::N,حقیقت,verdad
291,Gespräch::N,صحبت,conversación
292,Gespräch::N,گفتگو,conversación
293,Märchen::N,قصه,cuento
294,Märchen::N,افسانه,cuento
295,Erzählung::N,داستان,cuento
296,Erzählung::N,داستان,narración
297,Nachricht::N,خبر,mensaje
298,Neuigkeit::N,خبر تازه,noticia
299,Name::N,اسم,nombre
300,Rätsel::N,معما,acertijo
301,Rätsel::N,معما,adivinanza
302,Rede::N,سخن,discurso
303,Sprache::N,زبان,lengua
304,Stimme::N,صدا,voz
305,Wort::N,کلمه,palabra
306,Zeichen::N,نشان,señal
307,Zeichen::N,علامت,señal
308,Ruf::N,صدا,llamada
309,Lärm::N,هیاهو,ruido
310,Lärm::N,هیاهو,barullo
311,Laut::N,صدا,sonido
312,Ton::N,آهنگ,tono
313,Lied::N,آواز,canción
314,Lied::N,ترانه,canción
315,Ruhe::N,آرامش,calma
316,Ruhe::N,آرامش,silencio
317,Leute::N,مردم,gente
318,Volk::N,خلق,pueblo
319,Arbeit::N,کار,trabajo
320,Gast::N,مهمان,huésped
321,Gast::N,مهمان,invitado
322,Geschenk::N,هدیه,regalo
323,Spiel::N,بازی,juego
324,Gesellschaft::N,جمعیت,compañía
325,Hilfe::N,کمک,ayuda
326,Hilfe::N,کمک,socorro
327,Freund::N,دوست,amigo
328,Kamerad::N,رفیق,camarada
329,Kamerad::N,رفیق,compañero
330,Angelegenheit::N,امر,asunto
331,Angelegenheit::N,قضیه,asunto
332,Anzahl::N,عده,cantidad
333,Anzahl::N,شمار,cantidad
334,Art::N,نوع,tipo
335,Art::N,نوع,clase
336,Stück::N,تکه,pieza
337,Stück::N,قطعه,pieza
338,Teil::N,بخش,parte
339,Teil::N,قسمت,parte
340,Hälfte::N,نیم,mitad
341,Kreis::N,حلقه,círculo
342,Kreis::N,دایره,círculo
343,Kreuz::N,صلیب,cruz
344,Linie::N,خط,línea
345,Linie::N,سطر,línea
346,Strich::N,خط,raya
347,Strich::N,خط,trazo
348,Abstand::N,فاصله,distancia
349,Entfernung::N,مسافت,distancia
350,Gegend::N,منطقه,región
351,Gegend::N,منطقه,comarca
352,Platz::N,گنجایش,espacio
353,Ort::N,جا,sitio
354,Ort::N,محل,sitio
355,Ort::N,مکان,sitio
356,Seite::N,طرف,lado
357,Seite::N,طرف,costado
358,Mitte::N,وسط,medio
359,Mitte::N,وسط,centro
360,Mitte::N,میان,medio
361,Mitte::N,میان,centro
362,Gegenstand::N,چیز,objeto
363,Sache::N,چیز,cosa
364,Rand::N,کنار,borde
365,Rand::N,حاشیه,borde
366,Kante::N,لبه,borde
367,Ecke::N,گوشه,esquina
368,Spitze::N,سر,punta
369,Spitze::N,نوک,punta
370,Ende::N,ته,cabo
371,Ende::N,ته,extremo
372,Ende::N,آخر,cabo
373,Ende::N,آخر,extremo
374,Loch::N,سوراخ,agujero
375,Loch::N,سوراخ,abertura
376,Winkel::N,کنج,ángulo
377,Muster::N,نقش,dibujo
378,Größe::N,قد,tamaño
379,Größe::N,بزرگی,tamaño
380,Länge::N,طول,longitud
381,Höhe::N,بلندی,altura
382,Höhe::N,بلندی,altitud
383,Gewicht::N,وزن,peso
384,Menge::N,مقدار,cantidad
385,Menge::N,اندازه,cantidad
386,Haufen::N,توده,montón
387,Reihe::N,ردیف,fila
388,Boot::N,قایق,bote
389,Boot::N,قایق,barca
390,Ruder::N,پارو,remo
391,Schlitten::N,سورتمه,trineo
392,Ski::N,اسکی,esquí
393,Lagerfeuer::N,آتش,hoguera
394,Last::N,بار,carga
395,Last::N,سنگینی,carga
396,Gang::N,راه رفتن,marcha
397,Schritt::N,قدم,paso
398,Norden::N,شمال,norte
399,Süden::N,جنوب,sur
400,Westen::N,غرب,oeste
401,Osten::N,شرق,este
402,Holz::N,چوب,madera
403,Brett::N,تخته,tabla
404,Platte::N,صفحه,placa
405,Platte::N,صفحه,plancha
406,Stütze::N,تکیه,sostén
407,Stütze::N,تکیه,soporte
408,Stange::N,میله,vara
409,Stange::N,میله,percha
410,Stock::N,چوب,palo
411,Stock::N,چوب,bastón
412,Stab::N,عصا,vara
413,Stab::N,عصا,bastón
414,Rohr::N,لوله,tubo
415,Haus::N,منزل,casa
416,Heim::N,خانه,hogar
417,Heim::N,کاشانه,hogar
418,Ofen::N,بخاری,estufa
419,Fußboden::N,کف اتاق,suelo
420,Tisch::N,میز,mesa
421,Stuhl::N,صندلی,silla
422,Wiege::N,گهواره,cuna
423,Bett::N,تختخواب,cama
424,Regal::N,قفسه,estantería
425,Kiste::N,صندوق,caja
426,Fenster::N,پنجره,ventana
427,Tür::N,در,puerta
428,Tür::N,درب,puerta
429,Tor::N,دروازه,puerta
430,Zaun::N,حصار,valla
431,Zaun::N,حصار,cercado
432,Dach::N,بام,techo
433,Dach::N,بام,tejado
434,Leiter::N,نردبان,escalera
435,Besen::N,جارو,escoba
436,Spaten::N,بیل,pala
437,Schaufel::N,بیل,pala
438,Schaufel::N,بیل,paleta
439,Schaufel::N,پارو,pala
440,Schaufel::N,پارو,paleta
441,Gabel::N,چنگال,tenedor
442,Löffel::N,قاشق,cuchara
443,Messer::N,کارد,cuchillo
444,Nagel::N,میخ,clavo
445,Netz::N,تور,red
446,Netz::N,شبکه,red
447,Haken::N,قلاب,gancho
448,Haken::N,قلاب,corchete
449,Griff::N,دسته,asa
450,Griff::N,دسته,mango
451,Schloss::N,قفل,cerradura
452,Bild::N,عکس,imagen
453,Bild::N,تصویر,imagen
454,Figur::N,تندیس,figura
455,Puppe::N,عروسک,muñeca
456,Beutel::N,کیسه,bolsa
457,Bündel::N,بسته,haz
458,Tasche::N,کیف,bolso
459,Eimer::N,سطل,cubo
460,Deckel::N,در,tapa
461,Deckel::N,در,tapadera
462,Geschirr::N,ظرف,vajilla
463,Sack::N,گونی,saco
464,Tasse::N,فنجان,taza
465,Topf::N,دیگ,olla
466,Topf::N,دیگ,marmita
467,Topf::N,قابلمه,olla
468,Topf::N,قابلمه,marmita
469,Kessel::N,دیگ,caldera
470,Essen::N,خوراک,comida
471,Nahrung::N,غذا,alimento
472,Speise::N,خوراک,plato
473,Fleisch::N,گوشت,carne
474,Getreide::N,غله,cereales
475,Brei::N,فرنی,puré
476,Brei::N,فرنی,papilla
477,Brei::N,حریره,puré
478,Brei::N,حریره,papilla
479,Brot::N,نان,pan
480,Scheibe::N,قاچ,lonja
481,Scheibe::N,قاچ,rebanada
482,Scheibe::N,لزگه,lonja
483,Scheibe::N,لزگه,rebanada
484,Fett::N,چربی,grasa
485,Butter::N,کره,mantequilla
486,Öl::N,روغن,aceite
487,Salz::N,نمک,sal
488,Suppe::N,آش,sopa
489,Suppe::N,سوپ,sopa
490,Honig::N,عسل,miel
491,Milch::N,شیر,leche
492,Tee::N,چای,té
493,Leder::N,چرم,cuero
494,Wolle::N,پشم,lana
495,Stoff::N,پارچه,tela
496,Stoff::N,پارچه,tejido
497,Nadel::N,سوزن,aguja
498,Faden::N,نخ,hilo
499,Knopf::N,دکمه,botón
500,Knoten::N,گره,nudo
501,Farbe::N,رنگ,pintura
502,Kleidung::N,لباس,ropa
503,Kleidung::N,لباس,vestidos
504,Kleidung::N,پوشاک,ropa
505,Kleidung::N,پوشاک,vestidos
506,Hemd::N,پیراهن,camisa
507,Kragen::N,یقه,cuello
508,Ärmel::N,آستین,manga
509,Hose::N,شلوار,pantalón
510,Gürtel::N,کمر‌بند,cinturón
511,Mütze::N,کلاه,gorro
512,Schuh::N,کفش,zapato
513,Stiefel::N,چکمه,bota
514,Ring::N,حلقه,anillo
515,Ring::N,انگشتر,anillo
516,Band::N,نوار,cinta
517,Band::N,روبان,cinta
518,Kamm::N,شانه,peine
519,Spiegel::N,آینه,espejo
520,Riemen::N,تسمه,correa
521,Schnur::N,ریسمان,cuerda
522,Leine::N,قلاده,correa
523,Decke::N,پتو,manta
524,Kissen::N,بالش,almohada
525,Tuch::N,شال,pañuelo
526,Handtuch::N,حوله,toalla
527,Kraft::N,نیرو,fuerza
528,Stärke::N,زور,fuerza
529,Gesundheit::N,سلامتی,salud
530,Gesundheit::N,تندرستی,salud
531,Krankheit::N,بیماری,enfermedad
532,Schmerz::N,درد,dolor
533,Wunde::N,زخم,llaga
534,Wunde::N,زخم,herida
535,Fieber::N,تب,fiebre
536,Arznei::N,دارو,medicina
537,Arznei::N,دارو,medicamento
538,Brücke::N,پل,puente
539,Brunnen::N,چاه,pozo
540,Weide::N,چراگاه,pasto
541,Pfad::N,راه,sendero
542,Weg::N,راه,camino
543,Weg::N,طریق,camino
544,Straße::N,راه,vía
545,Straße::N,راه,carretera
546,Straße::N,جاده,vía
547,Straße::N,جاده,carretera
548,Dorf::N,ده,aldea
549,Dorf::N,ده,pueblo
550,Dorf::N,روستا,aldea
551,Dorf::N,روستا,pueblo
552,Stadt::N,شهر,ciudad
553,Brief::N,نامه,carta
554,Buch::N,کتاب,libro
555,Buchstabe::N,حرف,letra
556,Buchstabe::N,حرف,carácter
557,Zeitung::N,روزنامه,diario
558,Zeitung::N,روزنامه,periódico
559,Leben::N,عمر,vida
560,Leben::N,زندگی,vida
561,Tod::N,مرگ,muerte
562,Grab::N,گور,tumba
563,Grab::N,گور,sepulcro
564,Grab::N,مزار,tumba
565,Grab::N,مزار,sepulcro
566,Kirche::N,کلیسا,iglesia
567,Sünde::N,بزه,pecado
568,Sünde::N,گناه,pecado
569,Gott::N,خدا,dios
570,Arbeiter::N,کارگر,obrero
571,Arbeiter::N,کارگر,trabajador
572,Chef::N,رئیس,jefe
573,Meister::N,استاد,maestro
574,Arzt::N,پزشک,médico
575,Lehrer::N,معلم,profesor
576,Lehrer::N,آموزگار,profesor
577,Geld::N,پول,dinero
578,Geschäft::N,کار,negocio
579,Geschäft::N,بیزنس,negocio
580,Laden::N,دکان,tienda
581,Laden::N,مغازه,tienda
582,Preis::N,بها,precio
583,Preis::N,قیمت,precio
584,Ware::N,جنس,mercancía
585,Ware::N,کالا,mercancía
586,Nutzen::N,مزیت,provecho
587,Nutzen::N,امتیاز,provecho
588,Reichtum::N,مال,riqueza
589,Reichtum::N,ثروت,riqueza
590,Welt::N,دنیا,mundo
591,Land::N,کشور,país
592,Land::N,مملکت,país
593,Staat::N,دولت,Estado
594,König::N,شاه,rey
595,König::N,پادشاه,rey
596,Macht::N,قدرت,poder
597,Macht::N,قدرت,potencia
598,Macht::N,اختیار,poder
599,Macht::N,اختیار,potencia
600,Grenze::N,مرز,frontera
601,Krieg::N,جنگ,guerra
602,Feind::N,دشمن,enemigo
603,Gewalt::N,زور,violencia
604,Gewalt::N,خشونت,violencia
605,Kampf::N,نبرد,lucha
606,Kampf::N,نبرد,combate
607,Kampf::N,مبارزه,lucha
608,Kampf::N,مبارزه,combate
609,Bogen[Waffe]::N,کمان,arco
610,Pfeil::N,تیر,flecha
611,Gewehr::N,تفنگ,fusil
612,Gewehr::N,تفنگ,escopeta
613,Fehler::N,غلط,error
614,Fehler::N,اشتباه,error
615,Lüge::N,دروغ,mentira
616,Schaden::N,آسیب,daño
617,Schaden::N,خسارت,daño
618,Unglück::N,بلا,desgracia
619,Schuld::N,گناه,culpa
620,Schuld::N,تقصیر,culpa
621,Alter::N,سن,edad
622,Alter::N,عمر,edad
623,Schluss::N,انتها,fin
624,Schluss::N,انتها,final
625,Zeit::N,وقت,tiempo
626,Zeit::N,زمان,tiempo
627,Tag::N,روز,día
628,Morgen::N,صبح,mañana
629,Mittag::N,ظهر,mediodía
630,Abend::N,شب,noche
631,Abend::N,عصر,noche
632,Nacht::N,شب,noche
633,Woche::N,هفته,semana
634,Monat::N,ماه,mes
635,Jahr::N,سال,año
636,Frühling::N,بهار,primavera
637,Sommer::N,تابستان,verano
638,Herbst::N,پاییز,otoño
639,Winter::N,زمستان,invierno
640,Januar::N,ژانویه,enero
641,Februar::N,فوریه,febrero
642,März::N,مارس,marzo
643,April::N,آوریل,abril
644,Mai::N,مه,mayo
645,Juni::N,ژوئن,junio
646,Juli::N,ژویه,julio
647,August::N,اوت,agosto
648,September::N,سپتامبر,septiembre
649,Oktober::N,اکتبر,octubre
650,November::N,نوامبر,noviembre
651,Dezember::N,دسامبر,diciembre
652,Montag::N,دو‌شنبه,lunes
653,Dienstag::N,سه‌شنبه,martes
654,Mittwoch::N,چهار‌شنبه,miércoles
655,Donnerstag::N,پنج شنبه,jueves
656,Freitag::N,جمعه,viernes
657,Samstag::N,شنبه,sábado
658,Sonntag::N,یکشنبه,domingo
659,groß::A,بزرگ,grande
660,klein::A,کوچک,pequeño
661,lang::A,بلند,largo
662,kurz::A,کوتاه,corto
663,breit::A,پهن,ancho
664,schmal::A,تنگ,estrecho
665,schmal::A,نازک,estrecho
666,dicht::A,چگال,denso
667,dicht::A,انبوه,denso
668,dick[Gegenstand]::A,ضخیم,grueso
669,dünn::A,نازک,fino
670,dünn::A,نازک,delgado
671,fein::A,ریز,fino
672,fein::A,ریز,delicado
673,fein::A,باریک,fino
674,fein::A,باریک,delicado
675,fest::A,محکم,firme
676,fest::A,محکم,sólido
677,flach::A,صاف,plano
678,flach::A,مسطح,plano
679,glatt::A,لیز,liso
680,hart::A,سفت,duro
681,weich::A,نرم,muelle
682,weich::A,ملایم,muelle
683,rund::A,گرد,redondo
684,spitz::A,تیز,agudo
685,spitz::A,تیز,apuntado
686,spitz::A,نوک‌تیز,agudo
687,spitz::A,نوک‌تیز,apuntado
688,scharf::A,تیز,agudo
689,scharf::A,تیز,afilado
690,scharf::A,برنده,agudo
691,scharf::A,برنده,afilado
692,stumpf::A,کند,sin filo
693,schwer::A,سنگین,pesado
694,schön::A,زیبا,bello
695,schön::A,زیبا,hermoso
696,heiß::A,داغ,caluroso
697,warm::A,گرم,cálido
698,warm::A,گرم,caliente
699,kalt::A,سرد,frío
700,kühl::A,خنک,fresco
701,frisch::A,تازه,fresco
702,feucht::A,مرطوب,húmedo
703,nass::A,تر,mojado
704,nass::A,خیش,mojado
705,trocken::A,خشک,seco
706,voll::A,پر,lleno
707,leer::A,خالی,vacío
708,offen::A,باز,abierto
709,geschlossen::A,بسته,cerrado
710,sauber::A,پاک,limpio
711,sauber::A,تمیز,limpio
712,schmutzig::A,کثیف,sucio
713,schmutzig::A,آلوده,sucio
714,roh::A,خام,crudo
715,reif::A,رسیده,maduro
716,lecker::A,لذیذ,rico
717,lecker::A,لذیذ,sabroso
718,lecker::A,خوشمزه,rico
719,lecker::A,خوشمزه,sabroso
720,süß::A,شیرین,dulce
721,bitter::A,تلخ,amargo
722,sauer::A,ترش,agrio
723,hell::A,روشن,claro
724,dunkel::A,تاریک,oscuro
725,schwarz::A,سیاه,negro
726,weiß::A,سفید,blanco
727,rot::A,سرخ,rojo
728,rot::A,قرمز,rojo
729,gelb::A,زرد,amarillo
730,blau::A,آبی,azul
731,grün::A,سبز,verde
732,grau::A,طوسی,gris
733,grau::A,خاکستری,gris
734,bunt::A,رنگارنگ,multicolor
735,billig::A,ارزان,barato
736,teuer::A,گران,caro
737,wertvoll::A,قیمتی,valioso
738,wertvoll::A,قیمتی,precioso
739,wertvoll::A,گرانبها,valioso
740,wertvoll::A,گرانبها,precioso
741,blind::A,کور,ciego
742,blind::A,نابینا,ciego
743,taub::A,کر,sordo
744,taub::A,ناشنوا,sordo
745,kräftig::A,قوی,fuerte
746,stark::A,قوی,fuerte
747,stark::A,قوی,vigoroso
748,stark::A,نیرومند,fuerte
749,stark::A,نیرومند,vigoroso
750,schwach::A,ضعیف,débil
751,fett::A,چرب,obeso
752,schlank::A,باریک‌اندام,esbelto
753,hübsch::A,قشنگ,mono
754,hübsch::A,قشنگ,guapo
755,hübsch::A,خوشگل,mono
756,hübsch::A,خوشگل,guapo
757,böse::A,بد,malo
758,dumm::A,احمق,tonto
759,dumm::A,احمق,estúpido
760,faul::A,لش,vago
761,faul::A,لش,perezoso
762,faul::A,تنبل,vago
763,faul::A,تنبل,perezoso
764,fleißig::A,زرنگ,aplicado
765,fleißig::A,زرنگ,diligente
766,geizig::A,خسیس,avaro
767,klug::A,عاقل,sensato
768,klug::A,عاقل,inteligente
769,klug::A,باهوش,sensato
770,klug::A,باهوش,inteligente
771,geschickt::A,ماهر,hábil
772,lieb::A,عزیز,querido
773,lustig::A,شاد,alegre
774,lustig::A,خوشحال,alegre
775,sanft::A,لطیف,suave
776,hungrig::A,گرسنه,hambriento
777,krank::A,مریض,enfermo
778,krank::A,بیمار,enfermo
779,nackt::A,لخت,desnudo
780,nackt::A,برهنه,desnudo
781,traurig::A,غمگین,triste
782,lebendig::A,زنده,vivo
783,lebendig::A,زنده,viviente
784,gut::A,خوب,bueno
785,schlecht::A,بد,malo
786,richtig::A,درست,justo
787,richtig::A,درست,correcto
788,schlimm::A,وخيم,malo
789,schlimm::A,وخيم,grave
790,wahr::A,درست,verídico
791,wahr::A,درست,verdadero
792,wahr::A,حقیقی,verídico
793,wahr::A,حقیقی,verdadero
794,alt::A,کهنه,viejo
795,neu::A,نو,nuevo
796,ehemalig::A,قبلی,antiguo
797,alt[Lebewesen]::A,پیر,viejo
798,jung::A,جوان,joven
799,arm::A,فقیر,pobre
800,reich::A,پولدار,rico
801,reich::A,ثروتمند,rico
802,bekannt::A,آشنا,conocido
803,bekannt::A,معلوم,conocido
804,berühmt::A,مشهور,famoso
805,berühmt::A,مشهور,célebre
806,fremd::A,خارجی,extraño
807,fremd::A,بیگانه,extraño
808,verschieden::A,مختلف,diverso
809,verschieden::A,مختلف,distinto
810,verschieden::A,مختلف,diferente
811,verschieden::A,متفاوت,diverso
812,verschieden::A,متفاوت,distinto
813,verschieden::A,متفاوت,diferente
814,nah::A,نزدیک,cercano
815,fern::A,دور,lejano
816,linker::A,چپ,izquierdo
817,rechter::A,راست,derecho
818,anderer::A,دیگر,otro
819,erster::A,اول,primero
820,zweiter::A,دوم,segundo
