,Concept_ID,ab,ro
1437,Kralle::N,,gheară
1438,Schwarm::N,,cârd
1439,Sache::N,,lucru
1440,Sache::N,,chestie
1441,Menge::N,,cantitate
1442,Essen::N,,mâncare
1443,Geschäft::N,,treabă
1444,Geschäft::N,,afacere
1445,Monat::N,,lună
1446,Jahr::N,,an
1447,dünn::A,,subțire
1448,roh::A,,crud
1449,durch::PRP,,prin
1450,was::FPRN,,ce
1451,rauschen::V,,vâjâi
1452,zu sehen sein::V,,se vedea
1453,wenden::V,,întoarce
1454,ergreifen::V,,lua
1455,ergreifen::V,,apuca
1456,bewahren::V,,păstra
1457,wünschen::V,,ura
1458,wiegen::V,,legăna
1459,treten::V,,călca
1460,kehren::V,,mătura
1461,malen::V,,picta
1462,zeichnen::V,,desena
1463,schreiben::V,,scrie
1464,beherrschen::V,,stăpâni
