,Concept_ID,tt,es
317,Angelegenheit::N,эш,asunto
318,Anzahl::N,микъдар,cantidad
319,Art::N,төр,tipo
320,Art::N,төр,clase
321,Stück::N,кисәк,pieza
322,Teil::N,өлеш,parte
323,Hälfte::N,ярым,mitad
324,Kreis::N,түгәрәк,círculo
325,Kreuz::N,хач,cruz
326,Kreuz::N,тәре,cruz
327,Linie::N,сызык,línea
328,Strich::N,сызык,raya
329,Strich::N,сызык,trazo
330,Abstand::N,ара,distancia
331,Entfernung::N,ераклык,distancia
332,Gegend::N,урын,región
333,Gegend::N,урын,comarca
334,Platz::N,бушлык,espacio
335,Ort::N,урын,sitio
336,Seite::N,як,lado
337,Seite::N,як,costado
338,Mitte::N,урта,medio
339,Mitte::N,урта,centro
340,Gegenstand::N,нәрсә,objeto
341,Sache::N,нәрсә,cosa
342,Rand::N,чит,borde
343,Kante::N,кырый,borde
344,Ecke::N,почмак,esquina
345,Spitze::N,оч,punta
346,Ende::N,азак,cabo
347,Ende::N,азак,extremo
348,Loch::N,тишек,agujero
349,Loch::N,тишек,abertura
350,Winkel::N,почмак,ángulo
351,Muster::N,парча,dibujo
352,Größe::N,зурлык,tamaño
353,Länge::N,озынлык,longitud
354,Höhe::N,биеклек,altura
355,Höhe::N,биеклек,altitud
356,Gewicht::N,авырлык,peso
357,Menge::N,микъдар,cantidad
358,Haufen::N,өем,montón
359,Reihe::N,рәт,fila
360,Boot::N,каек,bote
361,Boot::N,каек,barca
362,Boot::N,көймә,bote
363,Boot::N,көймә,barca
364,Ruder::N,ишкәк,remo
365,Schlitten::N,чана,trineo
366,Ski::N,чаңгы,esquí
367,Lagerfeuer::N,костёр,hoguera
368,Last::N,йөк,carga
369,Gang::N,йөреш,marcha
370,Schritt::N,адым,paso
371,Norden::N,төньяк,norte
372,Süden::N,көньяк,sur
373,Westen::N,көнбатыш,oeste
374,Osten::N,шәрык,este
375,Osten::N,көнчыгыш,este
376,Holz::N,агач,madera
377,Brett::N,такта,tabla
378,Platte::N,плитә,placa
379,Platte::N,плитә,plancha
380,Stütze::N,таяу,sostén
381,Stütze::N,таяу,soporte
382,Stange::N,колга,vara
383,Stange::N,колга,percha
384,Stock::N,таяк,palo
385,Stock::N,таяк,bastón
386,Stab::N,таяк,vara
387,Stab::N,таяк,bastón
388,Rohr::N,торба,tubo
389,Haus::N,өй,casa
390,Haus::N,йорт,casa
391,Heim::N,гаилә,hogar
392,Heim::N,нәсел,hogar
393,Ofen::N,мич,estufa
394,Fußboden::N,идән,suelo
395,Tisch::N,өстәл,mesa
396,Stuhl::N,утыргыч,silla
397,Wiege::N,бишек,cuna
398,Bett::N,ятак,cama
399,Bett::N,урын-җир,cama
400,Regal::N,киштә,estantería
401,Regal::N,шүрлек,estantería
402,Kiste::N,әрҗә,caja
403,Fenster::N,тәрәзә,ventana
404,Tür::N,ишек,puerta
405,Tor::N,капка,puerta
406,Zaun::N,койма,valla
407,Zaun::N,койма,cercado
408,Dach::N,түбә,techo
409,Dach::N,түбә,tejado
410,Leiter::N,баскыч,escalera
411,Besen::N,себерке,escoba
412,Spaten::N,көрәк,pala
413,Schaufel::N,көрәк,pala
414,Schaufel::N,көрәк,paleta
415,Gabel::N,чәннечке,tenedor
416,Löffel::N,кашык,cuchara
417,Messer::N,пычак,cuchillo
418,Nagel::N,кадак,clavo
419,Netz::N,челтәр,red
420,Haken::N,ыргак,gancho
421,Haken::N,ыргак,corchete
422,Griff::N,тотка,asa
423,Griff::N,тотка,mango
424,Schloss::N,йозак,cerradura
425,Bild::N,рәсем,imagen
426,Bild::N,картина,imagen
427,Figur::N,сын,figura
428,Figur::N,фигура,figura
429,Puppe::N,курчак,muñeca
430,Beutel::N,луза,bolsa
431,Bündel::N,бәйләм,haz
432,Tasche::N,букча,bolso
433,Eimer::N,чиләк,cubo
434,Deckel::N,капкач,tapa
435,Deckel::N,капкач,tapadera
436,Geschirr::N,савыт-саба,vajilla
437,Geschirr::N,кашык-аяк,vajilla
438,Sack::N,капчык,saco
439,Tasse::N,чынаяк,taza
440,Topf::N,чүлмәк,olla
441,Topf::N,чүлмәк,marmita
442,Kessel::N,казан,caldera
443,Essen::N,ашау,comida
444,Nahrung::N,азык,alimento
445,Nahrung::N,тәгам,alimento
446,Nahrung::N,ашамлык,alimento
447,Speise::N,ризык,plato
448,Fleisch::N,ит,carne
449,Getreide::N,ашлык,cereales
450,Brei::N,ботка,puré
451,Brei::N,ботка,papilla
452,Brot::N,ипи,pan
453,Brot::N,икмәк,pan
454,Scheibe::N,телем,lonja
455,Scheibe::N,телем,rebanada
456,Fett::N,май,grasa
457,Butter::N,май,mantequilla
458,Öl::N,май,aceite
459,Salz::N,тоз,sal
460,Suppe::N,шулпа,sopa
461,Honig::N,бал,miel
462,Milch::N,сөт,leche
463,Tee::N,чәй,té
464,Leder::N,күн,cuero
465,Wolle::N,йон,lana
466,Stoff::N,тукыма,tela
467,Stoff::N,тукыма,tejido
468,Nadel::N,энә,aguja
469,Faden::N,җеп,hilo
470,Knopf::N,төймә,botón
471,Knoten::N,төен,nudo
472,Farbe::N,буяу,pintura
473,Kleidung::N,кием,ropa
474,Kleidung::N,кием,vestidos
475,Hemd::N,күлмәк,camisa
476,Kragen::N,яка,cuello
477,Ärmel::N,җиң,manga
478,Hose::N,чалбар,pantalón
479,Gürtel::N,билбау,cinturón
480,Mütze::N,бүрек,gorro
481,Schuh::N,башмак,zapato
482,Stiefel::N,итек,bota
483,Ring::N,балдак,anillo
484,Band::N,тасма,cinta
485,Kamm::N,тарак,peine
486,Spiegel::N,көзге,espejo
487,Riemen::N,каеш,correa
488,Schnur::N,бау,cuerda
489,Leine::N,тезген,correa
490,Decke::N,юрган,manta
491,Kissen::N,мендәр,almohada
492,Tuch::N,яулык,pañuelo
493,Handtuch::N,сөлгә,toalla
494,Kraft::N,егәр,fuerza
495,Kraft::N,дәрман,fuerza
496,Stärke::N,көч,fuerza
497,Stärke::N,дәрман,fuerza
498,Gesundheit::N,саулык,salud
499,Krankheit::N,чир,enfermedad
500,Krankheit::N,хаста,enfermedad
501,Krankheit::N,сырхау,enfermedad
502,Schmerz::N,авырту,dolor
503,Wunde::N,яра,llaga
504,Wunde::N,яра,herida
505,Wunde::N,җәрәхәт,llaga
506,Wunde::N,җәрәхәт,herida
507,Fieber::N,бизгәк,fiebre
508,Arznei::N,дару,medicina
509,Arznei::N,дару,medicamento
510,Brücke::N,күпер,puente
511,Brunnen::N,кое,pozo
512,Weide::N,утлавык,pasto
513,Pfad::N,сукмак,sendero
514,Weg::N,юл,camino
515,Straße::N,урам,vía
516,Straße::N,урам,carretera
517,Dorf::N,авыл,aldea
518,Dorf::N,авыл,pueblo
519,Stadt::N,шәһәр,ciudad
520,Brief::N,хат,carta
521,Buch::N,китап,libro
522,Buchstabe::N,хәреф,letra
523,Buchstabe::N,хәреф,carácter
524,Zeitung::N,газет,diario
525,Zeitung::N,газет,periódico
526,Zeitung::N,газета,diario
527,Zeitung::N,газета,periódico
528,Leben::N,гомер,vida
529,Leben::N,тормыш,vida
530,Leben::N,тереклек,vida
531,Tod::N,үлем,muerte
532,Grab::N,гүр,tumba
533,Grab::N,гүр,sepulcro
534,Grab::N,кабер,tumba
535,Grab::N,кабер,sepulcro
536,Kirche::N,чиркәү,iglesia
537,Sünde::N,язык,pecado
538,Sünde::N,гөнаһ,pecado
539,Gott::N,алла,dios
540,Gott::N,ходай,dios
541,Arbeiter::N,эшче,obrero
542,Arbeiter::N,эшче,trabajador
543,Chef::N,башлык,jefe
544,Meister::N,оста,maestro
545,Arzt::N,врач,médico
546,Arzt::N,табиб,médico
547,Lehrer::N,укытучы,profesor
548,Lehrer::N,мөгаллим,profesor
549,Geld::N,акча,dinero
550,Geschäft::N,эш,negocio
551,Laden::N,кибет,tienda
552,Laden::N,магазин,tienda
553,Preis::N,бәя,precio
554,Preis::N,бәһа,precio
555,Ware::N,товар,mercancía
556,Nutzen::N,файда,provecho
557,Reichtum::N,байлык,riqueza
558,Welt::N,дөнья,mundo
559,Land::N,ил,país
560,Staat::N,дәүләт,Estado
561,König::N,патша,rey
562,Macht::N,хакимият,poder
563,Macht::N,хакимият,potencia
564,Grenze::N,чик,frontera
565,Krieg::N,сугыш,guerra
566,Feind::N,дошман,enemigo
567,Gewalt::N,көчләү,violencia
568,Kampf::N,көрәш,lucha
569,Kampf::N,көрәш,combate
570,Bogen[Waffe]::N,җәя,arco
571,Pfeil::N,ук,flecha
572,Gewehr::N,мылтык,fusil
573,Gewehr::N,мылтык,escopeta
574,Fehler::N,хата,error
575,Lüge::N,ялган,mentira
576,Schaden::N,зыян,daño
577,Schaden::N,зарар,daño
578,Unglück::N,бәла,desgracia
579,Schuld::N,гаеп,culpa
580,Alter::N,яшь,edad
581,Schluss::N,ахыр,fin
582,Schluss::N,ахыр,final
583,Zeit::N,заман,tiempo
584,Tag::N,көн,día
585,Morgen::N,иртә,mañana
586,Mittag::N,өйлә,mediodía
587,Abend::N,кич,noche
588,Nacht::N,төн,noche
589,Woche::N,атна,semana
590,Monat::N,ай,mes
591,Jahr::N,ел,año
592,Frühling::N,яз,primavera
593,Sommer::N,җәй,verano
594,Herbst::N,көз,otoño
595,Winter::N,кыш,invierno
596,Januar::N,гыйнвар,enero
597,Februar::N,февраль,febrero
598,März::N,март,marzo
599,April::N,апрель,abril
600,Mai::N,май,mayo
601,Juni::N,июнь,junio
602,Juli::N,июль,julio
603,August::N,август,agosto
604,September::N,сентябрь,septiembre
605,Oktober::N,октябрь,octubre
606,November::N,ноябрь,noviembre
607,Dezember::N,декабрь,diciembre
608,Montag::N,дүшәмбе,lunes
609,Dienstag::N,сишәмбе,martes
610,Mittwoch::N,чәршәмбе,miércoles
611,Donnerstag::N,атнакич,jueves
612,Donnerstag::N,пәнҗешәмбе,jueves
613,Freitag::N,җомга,viernes
614,Samstag::N,шимбә,sábado
615,Sonntag::N,якшәмбе,domingo
616,groß::A,зур,grande
617,klein::A,кечкенә,pequeño
618,lang::A,озын,largo
619,kurz::A,кыска,corto
620,breit::A,киң,ancho
621,schmal::A,кысык,estrecho
622,dicht::A,куе,denso
623,dick[Gegenstand]::A,калын,grueso
624,dünn::A,нечкә,fino
625,dünn::A,нечкә,delgado
626,fein::A,нәзакәтле,fino
627,fein::A,нәзакәтле,delicado
628,fest::A,нык,firme
629,fest::A,нык,sólido
630,flach::A,яссы,plano
631,flach::A,ялпак,plano
632,glatt::A,шома,liso
633,hart::A,каты,duro
634,weich::A,йомшак,muelle
635,rund::A,түгәрәк,redondo
636,spitz::A,очлы,agudo
637,spitz::A,очлы,apuntado
638,scharf::A,үткен,agudo
639,scharf::A,үткен,afilado
640,stumpf::A,үтмәс,sin filo
641,schwer::A,салмак,pesado
642,schön::A,гүзәл,bello
643,schön::A,гүзәл,hermoso
644,heiß::A,эссе,caluroso
645,warm::A,җылы,cálido
646,warm::A,җылы,caliente
647,kalt::A,суык,frío
648,kalt::A,салкын,frío
649,kühl::A,салкынча,fresco
650,frisch::A,салкынча,fresco
651,feucht::A,юеш,húmedo
652,nass::A,дымлы,mojado
653,trocken::A,коры,seco
654,voll::A,тулы,lleno
655,leer::A,буш,vacío
656,offen::A,ачык,abierto
657,geschlossen::A,йомык,cerrado
658,sauber::A,пакь,limpio
659,sauber::A,чиста,limpio
660,schmutzig::A,керле,sucio
661,schmutzig::A,пычрак,sucio
662,roh::A,чи,crudo
663,reif::A,өлгергән,maduro
664,lecker::A,тәмле,rico
665,lecker::A,тәмле,sabroso
666,süß::A,татлы,dulce
667,bitter::A,ачы,amargo
668,sauer::A,әче,agrio
669,hell::A,якты,claro
670,dunkel::A,кара,oscuro
671,schwarz::A,кара,negro
672,weiß::A,ак,blanco
673,rot::A,кызыл,rojo
674,gelb::A,сары,amarillo
675,blau::A,күк,azul
676,grün::A,яшел,verde
677,grau::A,соры,gris
678,bunt::A,чуар,multicolor
679,billig::A,арзан,barato
680,teuer::A,хаклы,caro
681,wertvoll::A,кыйммәтле,valioso
682,wertvoll::A,кыйммәтле,precioso
683,blind::A,сукыр,ciego
684,blind::A,күзсез,ciego
685,taub::A,чукрак,sordo
686,taub::A,саңгырау,sordo
687,kräftig::A,егәрле,fuerte
688,stark::A,нык,fuerte
689,stark::A,нык,vigoroso
690,stark::A,базык,fuerte
691,stark::A,базык,vigoroso
692,schwach::A,зәгыйфь,débil
693,fett::A,симез,obeso
694,schlank::A,нәзек,esbelto
695,hübsch::A,чибәр,mono
696,hübsch::A,чибәр,guapo
697,böse::A,усал,malo
698,dumm::A,акылсыз,tonto
699,dumm::A,акылсыз,estúpido
700,faul::A,ялкау,vago
701,faul::A,ялкау,perezoso
702,faul::A,иренчәк,vago
703,faul::A,иренчәк,perezoso
704,fleißig::A,тырыш,aplicado
705,fleißig::A,тырыш,diligente
706,fleißig::A,тырышучан,aplicado
707,fleißig::A,тырышучан,diligente
708,geizig::A,саран,avaro
709,klug::A,акыллы,sensato
710,klug::A,акыллы,inteligente
711,geschickt::A,маһир,hábil
712,lieb::A,сөекле,querido
713,lustig::A,күңелле,alegre
714,sanft::A,басынкы,suave
715,hungrig::A,ач,hambriento
716,krank::A,чирле,enfermo
717,krank::A,сырхау,enfermo
718,nackt::A,шәрә,desnudo
719,traurig::A,ямансу,triste
720,lebendig::A,тере,vivo
721,lebendig::A,тере,viviente
722,gut::A,яхшы,bueno
723,schlecht::A,начар,malo
724,richtig::A,дөрес,justo
725,richtig::A,дөрес,correcto
726,schlimm::A,әшәкә,malo
727,schlimm::A,әшәкә,grave
728,wahr::A,чып-чын,verídico
729,wahr::A,чып-чын,verdadero
730,alt::A,иске,viejo
731,neu::A,яңа,nuevo
732,ehemalig::A,элекке,antiguo
733,alt[Lebewesen]::A,карт,viejo
734,jung::A,яшь,joven
735,arm::A,фәкыйрь,pobre
736,reich::A,бай,rico
737,bekannt::A,таныш,conocido
738,berühmt::A,атаклы,famoso
739,berühmt::A,атаклы,célebre
740,fremd::A,ят,extraño
741,verschieden::A,төрле,diverso
742,verschieden::A,төрле,distinto
743,verschieden::A,төрле,diferente
744,nah::A,якын,cercano
745,fern::A,ерак,lejano
746,linker::A,сул,izquierdo
747,rechter::A,уң,derecho
748,anderer::A,бүтән,otro
749,erster::A,беренче,primero
750,zweiter::A,икенче,segundo
751,dritter::A,өченче,tercero
752,letzter::A,ахыргы,último
753,allein::ADV,ялгыз,a solo
754,auf einmal::ADV,бердән,de una vez
755,zusammen::ADV,бергә,juntos
756,lange::ADV,озак,mucho tiempo
757,plötzlich::ADV,искәрмәстән,de repente
758,sofort::ADV,хәзер,en seguida
759,später::ADV,соңрак,más tarde
760,jetzt::ADV,хәзер,ahora
761,heute::ADV,бүген,hoy
762,morgen::ADV,иртәгә,mañana
763,bald::ADV,тиздән,pronto
764,bald::ADV,тиздән,en breve
765,dann::ADV,аннары,luego
766,dann::ADV,аннары,entonces
767,gestern::ADV,кичә,ayer
768,einst::ADV,берчак,antaño
769,damals::ADV,ул вакытта,entonces
770,damals::ADV,ул чакта,entonces
771,danach::ADV,да,después
772,vorher::ADV,элек,antes
773,zuerst::ADV,башта,primero
774,einmal::ADV,бер,una vez
775,einmal::ADV,бер мәртәбә,una vez
776,manchmal::ADV,кайчакта,a veces
777,oft::ADV,еш,a menudo
778,oft::ADV,еш,con frecuencia
779,immer::ADV,һәркайчан,siempre
780,niemals::ADV,hичбер вакыт,jamás
781,hier::ADV,монда,aquí
782,hier::ADV,биредә,aquí
783,hierhin::ADV,монда,acá
784,von hier::ADV,моннан,desde aquí
785,dort::ADV,анда,ahí
786,dort::ADV,анда,allí
787,dorthin::ADV,тегеләй,allí
788,dorthin::ADV,тегеләй,hacia allí
789,geradeaus::ADV,турыдан-туры,todo derecho
790,vorwärts::ADV,алга,adelante
791,rückwärts::ADV,кире,hacia atrás
792,zurück::ADV,кире,atrás
793,unten::ADV,түбәндә,abajo
794,hinab::ADV,аска,hacia abajo
795,oben::ADV,өстә,arriba
796,oben::ADV,югарыда,arriba
797,hinauf::ADV,өскә,hacia arriba
798,überall::ADV,hәркайда,por todas partes
799,nicht::ADV,түгел,no
800,ein wenig::ADV,бераз,un poco
801,kaum::ADV,көчкә,apenas
802,sehr::ADV,бик,muy
803,sehr::ADV,бик,mucho
804,so::ADV,алай,tan
805,noch::ADV,янә,aún
806,noch::ADV,янә,todavía
807,noch::ADV,тагын,aún
808,noch::ADV,тагын,todavía
809,nur::ADV,фәкать,solamente
810,schon::ADV,инде,ya
811,wieder::ADV,янә,de nuevo
812,wieder::ADV,тагын,de nuevo
813,vergebens::ADV,юкка,en vano
814,vor::PRP,алдыннан,antes de
815,vor::PRP,алдыннан,delante de
816,hinter::PRP,арттан,tras
817,hinter::PRP,арттан,detrás de
818,unter::PRP,астында,bajo
819,unter::PRP,астында,debajo de
820,durch::PRP,аша,por
821,durch::PRP,аша,a través de
822,neben::PRP,тирәсендә,al lado de
823,zwischen::PRP,арасында,entre
824,wegen::PRP,сәбәпле,por
825,wegen::PRP,сәбәпле,a causa de
