,Concept_ID,av,cv
208,Spur::N,лъалкӏ,йӗр
209,Asche::N,рахъу,кӗл
210,Dreck::N,гъиз,пылчӑк
211,Dreck::N,хӏарщ,пылчӑк
212,Eisen::N,махх,тимӗр
213,Gold::N,месед,ылтӑн
214,Silber::N,гӏарац,кӗмӗл
215,Kohle::N,тӏурччи,кӑмрӑк
216,Glas::N,цӏер,кӗленче
217,Lehm::N,хӏатӏ,тӑм
218,Sand::N,сали,хӑйӑр
219,Mensch::N,чи,ҫын
220,Mensch::N,чи,этем
221,Mann::N,бихьинчи,ар
222,Frau::N,гӏадан,хӗрарӑм
223,Kind::N,лъимер,ача
224,Junge::N,вас,ача
225,Junge::N,вас,ар ҫын ача
226,Mädchen::N,яс,хӗр ача
227,Familie::N,хъизан,ҫемье
228,Familie::N,хъизан,кил-йыш
229,Großvater::N,кӏудада,кукаҫи
230,Großmutter::N,кӏодо,кукамай
231,Eltern::N,эбел-эмен,аҫа-ама
232,Vater::N,эмен,атте
233,Mutter::N,эбел,анне
234,Sohn::N,вас,ывӑл
235,Tochter::N,яс,хӗр
236,Bruder::N,вац,ар тӑван
237,Schwester::N,яц,аппа
238,Schwester::N,яц,йӑмӑк
239,Onkel::N,даци,мучи
240,Onkel::N,даци,пичче
241,Tante::N,ада,аппа
242,Ehemann::N,рос,упӑшка
243,Ehefrau::N,чӏужу,арӑм
244,Freude::N,ракӏбохи,савӑнӑҫ
245,Freude::N,ракӏбохи,хаваслӑх
246,Gelächter::N,релъи,кулӑ
247,Glück::N,талихӏ,телей
248,Glück::N,талихӏ,ӑраскал
249,Glück::N,талихӏ-рохел,телей
250,Glück::N,талихӏ-рохел,ӑраскал
251,Kummer::N,хӏалкъай,хурлӑх
252,Wunsch::N,къасд,ӗмӗт
253,Wunsch::N,къасд,кӑмӑл
254,Lust::N,гъира,кӑмӑл
255,Geist::N,чӏанкӏ,чун-чӗм
256,Geist::N,чӏанкӏ,ыр-усал
257,Geist::N,чӏанкӏ,чун хавалӗ
258,Geist::N,рухӏ-жан,чун-чӗм
259,Geist::N,рухӏ-жан,ыр-усал
260,Geist::N,рухӏ-жан,чун хавалӗ
261,Gedanke::N,пикру,шухӑш
262,Verstand::N,лумалъи,ӑс
263,Verstand::N,лумалъи,ӑс-тӑн
264,Verstand::N,лумалъи,ӑс-хакӑл
265,Verstand::N,цӏодорлъи,ӑс
266,Verstand::N,цӏодорлъи,ӑс-тӑн
267,Verstand::N,цӏодорлъи,ӑс-хакӑл
268,Sinn::N,магӏна,тупсӑм
269,Sinn::N,магӏна,пӗлтерӗш
270,Grund::N,багьана,сӑлтав
271,Wahrheit::N,ритӏухълъи,чӑнлӑх
272,Gespräch::N,накъит,калаҫу
273,Märchen::N,маргьа,юмах
274,Erzählung::N,къиса,акалав
275,Erzählung::N,къиса,каласа пани
276,Nachricht::N,хабар,хыпар
277,Neuigkeit::N,хабар-гӏазаб,ҫӗнӗ хыпар
278,Name::N,цӏар,ят
279,Rätsel::N,бицанкӏо,сутмалли юмах
280,Rede::N,речь,сӑмах
281,Rede::N,калам,сӑмах
282,Sprache::N,мацӏ,чӗлхе
283,Stimme::N,гьаракь,сасӑ
284,Wort::N,рагӏи,сӑмах
285,Zeichen::N,ишара,паллӑ
286,Zeichen::N,гӏаламат,паллӑ
287,Ruf::N,ахӏи,йыхрав
288,Ruf::N,ахӏи,чӗнӳ
289,Lärm::N,хъуй,шав
290,Lärm::N,хъуди,шав
291,Laut::N,гьаракь,сасӑ
292,Laut::N,сас,сасӑ
293,Lied::N,кечӏ,юрӑ
294,Ruhe::N,рахӏат,канӑҫлӑх
295,Ruhe::N,рахӏат,лӑпкӑлӑх
296,Leute::N,гӏадамал,ҫамрӑксем
297,Leute::N,гӏадамал,ҫамрӑк ҫынсем
298,Volk::N,халкъ,халӑх
299,Arbeit::N,хӏалтӏи,ӗҫхӗл
300,Arbeit::N,хӏалтӏи,ӗҫлев
301,Gast::N,гьобол,хӑна
302,Geschenk::N,сайигъат,парне
303,Geschenk::N,сайигъат,кучченеҫ
304,Spiel::N,хӏай,вӑйӑ
305,Spiel::N,расанди,вӑйӑ
306,Gesellschaft::N,жамагӏат,общество
307,Hilfe::N,кумек,пулӑшу
308,Freund::N,гьудул,тус
309,Kamerad::N,гьалмагъ,юлташ
310,Kamerad::N,гьалмагъ,тус
311,Angelegenheit::N,къваригӏел,ӗҫ
312,Anzahl::N,рикӏкӏен,йыш
313,Anzahl::N,рикӏкӏен,хисеп
314,Art::N,жинс,тӗс
315,Stück::N,кесек,татӑк
316,Teil::N,пай,пай
317,Hälfte::N,бащдаб,ҫурӑ
318,Kreis::N,гор,ункӑ
319,Kreis::N,гор,ҫавракӑш
320,Kreuz::N,хъанч,хӗрес
321,Linie::N,мухъ,йӗр
322,Strich::N,хӏучч,йӗр
323,Abstand::N,манзил,хушӑ
324,Entfernung::N,манзил,хушӑ
325,Gegend::N,рахъ,вырӑн
326,Platz::N,бакӏ,хутлӑх
327,Ort::N,бакӏ,вырӑн
328,Seite::N,рахъ,ен
329,Seite::N,рахъ,аяк
330,Seite::N,рахъ,айӑк
331,Mitte::N,бакьулъбакӏ,варӑ
332,Gegenstand::N,жо,япала
333,Sache::N,жо,япала
334,Rand::N,мицӏир,вӗҫ
335,Rand::N,мицӏир,хӗрӗ
336,Rand::N,мицӏир,хӗрри
337,Kante::N,рагӏал,хайкача
338,Kante::N,рагӏал,хысак
339,Kante::N,рагӏа-ракьан,хайкача
340,Kante::N,рагӏа-ракьан,хысак
341,Ecke::N,цили,кӗтес
342,Spitze::N,тӏогь,вӗҫ
343,Ende::N,кӏал,вӗҫ
344,Loch::N,каратӏ,шӑтӑк
345,Muster::N,накъиш,эреш
346,Größe::N,кӏодо́лъи,пысӑкӑш
347,Länge::N,халалъи,вӑрӑмӑш
348,Höhe::N,борхалъи,ҫӳллӗш
349,Gewicht::N,бакӏлъи,виҫе
350,Gewicht::N,бакӏлъи,йывӑрӑш
351,Haufen::N,гъуни,купа
352,Reihe::N,ирга́,рет
353,Boot::N,раса,кимӗ
354,Ruder::N,раххан,кӗсмен
355,Schlitten::N,чанагъ,ҫуна
356,Ski::N,лыжаби,йӗлтӗр
357,Lagerfeuer::N,цӏа,вут
358,Lagerfeuer::N,цӏа,кӑвайт
359,Last::N,бакӏлъи,сулмаклӑх
360,Last::N,бакӏлъи,йывӑр япала
361,Gang::N,хьвади,куҫӑм
362,Gang::N,хьвада-чӏвади,куҫӑм
363,Schritt::N,гали,утӑм
364,Schritt::N,гали,пусӑм
365,Norden::N,шимал,ҫурҫӗр
366,Süden::N,юг,кӑнтӑр
367,Süden::N,къибла,кӑнтӑр
368,Westen::N,гъарб,анӑҫ
369,Westen::N,гъарб,хӗвел анӑҫ
370,Westen::N,магъриб,анӑҫ
371,Westen::N,магъриб,хӗвел анӑҫ
372,Osten::N,шаркъ,хӗвел тухӑҫ
373,Osten::N,машрикъ,хӗвел тухӑҫ
374,Holz::N,цӏул,йывӑҫ
375,Brett::N,хъарщи,хӑма
376,Platte::N,къоно,плита
377,Stange::N,гӏер,шерте
378,Stock::N,тӏил,патак
379,Stab::N,гӏер,шӑчӑ
380,Rohr::N,турба,пӑрӑх
381,Haus::N,ригь,ҫурт
382,Haus::N,рукъзал,ҫурт
383,Heim::N,рукъ,кил
384,Ofen::N,печь,кӑмака
385,Fußboden::N,чӏабар,урай
386,Tisch::N,стол,сӗтел
387,Stuhl::N,бакӏу,пукан
388,Wiege::N,кини,сӑпка
389,Bett::N,кровать,кравать
390,Regal::N,хъарщи,ҫӳлӗк
391,Regal::N,хъарщи,сентре
392,Kiste::N,ящик,ещӗк
393,Kiste::N,ящик,сунтӑх
394,Kiste::N,тӏалагъуд,ещӗк
395,Kiste::N,тӏалагъуд,сунтӑх
396,Fenster::N,гордо,чӳрече
397,Tür::N,нуцӏа,алӑк
398,Tor::N,каву,хапха
399,Zaun::N,раци,хӳме
400,Dach::N,тӏох,тӑрӑ
401,Leiter::N,мали,пусма
402,Besen::N,жул,шӑпӑр
403,Spaten::N,бел,кӗреҫе
404,Schaufel::N,раххан,кӗреҫе
405,Gabel::N,гӏучӏ,вилка
406,Löffel::N,гъуд,кашӑк
407,Messer::N,нус,ҫӗҫӗ
408,Nagel::N,магӏ,пӑта
409,Netz::N,гьин,тетел
410,Haken::N,гъанцӏа,йӑрхах
411,Haken::N,гъанцӏа,ҫекӗл
412,Griff::N,гӏоркь,хӑлӑп
413,Schloss::N,кӏулал,ҫӑра
414,Bild::N,сурат,сӑн
415,Bild::N,сурат,сӑнлӑх
416,Bild::N,сурат,картина
417,Puppe::N,нани,пукане
418,Beutel::N,таргьа,михӗ
419,Bündel::N,къай,ҫыхӑ
420,Bündel::N,къай,тӗрке
421,Tasche::N,сумка,сумка
422,Tasche::N,къвачӏа,сумка
423,Eimer::N,ведро,витре
424,Deckel::N,тӏалъел,хупӑ
425,Deckel::N,дадитӏалъел,хупӑ
426,Geschirr::N,цӏарагӏ,савӑт-сапа
427,Sack::N,хъап,михӗ
428,Sack::N,къандалъо,михӗ
429,Tasse::N,чашка,курка
430,Topf::N,хьаг,кастрюль
431,Kessel::N,хьаг,хуран
432,Kessel::N,гереги,хуран
433,Essen::N,тӏагӏам,апат
434,Nahrung::N,квен,апат-ҫимӗс
435,Speise::N,квен,апат
436,Speise::N,квен,ҫимӗҫ
437,Fleisch::N,гьан,аш
438,Fleisch::N,гьан,какай
439,Getreide::N,бугӏа-ролъ,тырӑ
440,Getreide::N,могьолабл_культураби,тырӑ
441,Brei::N,карщ,пӑтӑ
442,Brot::N,чед,ҫӑкӑр
443,Scheibe::N,мочӏу,чӗлӗ
444,Scheibe::N,мочӏу,касӑк
445,Fett::N,беэнлъи,ҫу
446,Butter::N,нах,ҫу
447,Öl::N,нах,ҫу
448,Salz::N,цӏам,тӑвар
449,Suppe::N,чурпа,яшка
450,Honig::N,гьоцӏо,пыл
451,Milch::N,рахь,сӗт
452,Tee::N,чай,чей
453,Leder::N,тӏом,сӑран
454,Wolle::N,квас,ҫӑм
455,Stoff::N,ххам,тӗртӗм
456,Nadel::N,рокӏкӏен,йӗп
457,Faden::N,кун,ҫип
458,Knopf::N,маргъал,тӳме
459,Knoten::N,гарацӏ,йӑлӑ
460,Farbe::N,релъен,сӑрӑ
461,Kleidung::N,ретӏел,тум
462,Kleidung::N,ретӏел,ҫипуҫ
463,Kleidung::N,ретӏел,тум-тир
464,Hemd::N,гурде,кӗпе
465,Kragen::N,габур,ҫуха
466,Ärmel::N,къвал,ҫанӑ
467,Hose::N,тӏажу,шӑлавар
468,Gürtel::N,рачел,пиҫиххи
469,Mütze::N,тӏагъур,ҫӗлӗк
470,Stiefel::N,этек,атӑ
471,Stiefel::N,чакма,атӑ
472,Ring::N,баргъич,ҫӗрӗ
473,Band::N,лента,хаю
474,Band::N,лента,йӗсме
475,Kamm::N,гьоркьо,тура
476,Spiegel::N,матӏу,тӗкӗр
477,Spiegel::N,матӏу,куҫ кӗски
478,Riemen::N,рижу,чӗн
479,Decke::N,одея́ло,утиял
480,Kissen::N,къандалъо,ҫытар
481,Kissen::N,къандалъо,минтер
482,Tuch::N,квархьи,тутӑр
483,Handtuch::N,беркӏалрацӏцӏ,ал шӑлли
484,Kraft::N,гуч,вӑй
485,Kraft::N,гуч,хӑват
486,Kraft::N,къуват,вӑй
487,Kraft::N,къуват,хӑват
488,Stärke::N,хӏалкӏвей,хал
489,Stärke::N,хӏалкӏвей,хӑват
490,Gesundheit::N,сахлъи́,хал
491,Gesundheit::N,сахлъи́,сывлӑх
492,Krankheit::N,унти,чир
493,Krankheit::N,щокълъи,чир
494,Schmerz::N,унти,ырату
495,Wunde::N,ругъун,суран
496,Fieber::N,цӏа-кан,сив чир
497,Arznei::N,дару,эмел
498,Brücke::N,кьо,кӗпер
499,Brunnen::N,гъуй,ҫӑл
500,Brunnen::N,гъуй,пусӑ
501,Weide::N,рицӏцӏ,ҫаран
502,Weide::N,лъичӏирма,ҫаран
503,Weide::N,гӏурдаллъи,ҫаран
504,Weide::N,ри́цӏигъветӏ,ҫаран
505,Weide::N,рицӏцӏигъветӏ,ҫаран
506,Pfad::N,сухъмахъ,йӗр
507,Pfad::N,сухъмахъ,сукмак
508,Weg::N,нух,ҫул
509,Weg::N,нух,ҫул-йӗр
510,Straße::N,нух,ҫӳрев
511,Straße::N,нух,ҫул ҫӳрени
512,Dorf::N,росу,ял
513,Stadt::N,шагьар,хула
514,Brief::N,кагъат,ҫыру
515,Brief::N,рисалат,ҫыру
516,Buch::N,тӏехь,кӗнеке
517,Buchstabe::N,хӏарп,сас палли
518,Zeitung::N,газет,хаҫат
519,Leben::N,яшав,пурнӑҫ
520,Tod::N,хвел,вилӗм
521,Grab::N,хоб,масар шӑтӑкӗ
522,Kirche::N,килиса,чиркӳ
523,Sünde::N,хӏакъ,ҫылӑх
524,Sünde::N,мунагь,ҫылӑх
525,Gott::N,бичас,турӑ
526,Gott::N,аллагь,турӑ
527,Arbeiter::N,хӏалтӏухъан,рабочи
528,Chef::N,хӏаким,пуҫлӑх
529,Chef::N,начальник,пуҫлӑх
530,Meister::N,устар,ӑста
531,Meister::N,устар,мастер
532,Meister::N,мастер,ӑста
533,Meister::N,мастер,мастер
534,Meister::N,махщалилав,ӑста
535,Meister::N,махщалилав,мастер
536,Arzt::N,жайрахӏ,врач
537,Arzt::N,жайрахӏ,тухтӑр
538,Lehrer::N,мугӏалим,учитель
539,Lehrer::N,мугӏалим,вӗрентекен
540,Geld::N,гӏарац,укҫа
541,Laden::N,тукен,магазин
542,Preis::N,багьа,хак
543,Ware::N,къайи,тавар
544,Nutzen::N,мунпагӏат,пайта
545,Reichtum::N,бечелъи,мул
546,Welt::N,дуниял,тӗнче
547,Land::N,улка,ҫӗр-шыв
548,Land::N,икълим,ҫӗр-шыв
549,Staat::N,пачалихъ,патшàлӑх
550,König::N,пача,король
551,König::N,малик,король
552,König::N,къирал,король
553,König::N,падишагь,король
554,Macht::N,кверщел,власть
555,Grenze::N,гӏорхъи,чикӗ
556,Krieg::N,рагъ,вӑрҫӑ
557,Feind::N,тушман,тӑшман
558,Gewalt::N,зулму,ирӗксӗрлӳ
559,Kampf::N,къеркьей,кӗрешӳ
560,Bogen[Waffe]::N,газаргъо,ухӑ
561,Pfeil::N,чӏор,ҫӗмрен
562,Pfeil::N,чӏор,ухӑ йӗппи
563,Gewehr::N,туманкӏ,пӑшал
564,Fehler::N,гъалатӏ,йӑнӑш
565,Lüge::N,гьереси,суя
566,Lüge::N,гьереси,ултав
567,Schaden::N,зиян,сиен
568,Schaden::N,зарал,сиен
569,Unglück::N,балагь,шар
570,Unglück::N,балагь,инкек
571,Schuld::N,гӏайиб,айӑп
572,Alter::N,гӏумру,ҫул шучӗ
573,Schluss::N,ахир,пӗтни
574,Schluss::N,ахир,пӗтмӗш
575,Zeit::N,заман,вӑхӑт
576,Tag::N,къо,кун
577,Morgen::N,радалмех,ир
578,Mittag::N,къадемех,кӑнтӑрла
579,Abend::N,релъедамех,каҫ
580,Nacht::N,сордо,каҫ
581,Woche::N,анкь,эрне
582,Monat::N,моцӏ,уйӑх
583,Jahr::N,сон,ҫулталӑк
584,Jahr::N,лъагӏел,ҫулталӑк
585,Frühling::N,их,ҫур
586,Frühling::N,их,ҫуркунне
587,Sommer::N,рии,ҫу
588,Sommer::N,рии,ҫулла
589,Herbst::N,хасалихълъи,кӗр
590,Herbst::N,хасалихълъи,кӗркунне
591,Winter::N,кьин,хӗл
592,Winter::N,кьин,хӗлле
593,Januar::N,январь,январь
594,Februar::N,февра́ль,февраль
595,Februar::N,февра́ль,кӗҫӗн кӑрлач
596,März::N,март,март
597,März::N,март,пуш уйӑхӗ
598,April::N,апрель,апрель
599,Mai::N,май,май
600,Juni::N,июнь,июнь
601,Juli::N,июль,июль
602,August::N,август,август
603,September::N,сентябрь,сентябрь
604,September::N,сентябрь,авӑн уйӑхӗ
605,Oktober::N,октябрь,октябрь
606,November::N,ноябрь,ноябрь
607,Dezember::N,декабрь,раштав
608,Dezember::N,декабрь,декабрь
609,Montag::N,итни,тунти кун
610,Dienstag::N,талат,ытлари кун
611,Mittwoch::N,арбагӏ,юн кун
612,Donnerstag::N,хамиз,кӗҫнерни кун
613,Freitag::N,рузман,эрне кун
614,Samstag::N,щамат,шӑмат кун
615,Sonntag::N,гьатӏан,вырсарни кун
616,groß::A,кӏудияб,пысӑк
617,klein::A,гьитӏинаб,пӗчӗк
618,lang::A,халатаб,вӑрӑм
619,kurz::A,къокъаб,кӗске
620,breit::A,гӏебаб,сарлака
621,schmal::A,къваридаб,ансӑр
622,dicht::A,ризаб,йӑвӑ
623,dick[Gegenstand]::A,бицатаб,хулӑн
624,dünn::A,тӏеренаб,ҫинҫе
625,dünn::A,тӏеренаб,ҫӳхе
626,fein::A,тӏеренаб,тарай
627,fein::A,тӏеренаб,вӗлтӗрти
628,fest::A,къвакӏараб,тӗреклӗ
629,flach::A,чӏепараб,лаптак
630,glatt::A,цӏвакараб,такӑр
631,hart::A,кьварараб,хытӑ
632,weich::A,тамахаб,ҫемҫе
633,rund::A,гургинаб,ҫавра
634,spitz::A,бегӏераб,шӗвӗр
635,scharf::A,рекӏараб,ҫивӗч
636,stumpf::A,тӏехӏараб,мӑка
637,stumpf::A,тӏехӏараб,пуклак
638,stumpf::A,тӏехӏараб,тӗрӗнчӗк
639,stumpf::A,тӏехӏараб,ӑнкарусӑр
640,stumpf::A,рекӏинчӏеб,мӑка
641,stumpf::A,рекӏинчӏеб,пуклак
642,stumpf::A,рекӏинчӏеб,тӗрӗнчӗк
643,stumpf::A,рекӏинчӏеб,ӑнкарусӑр
644,schwer::A,бакӏаб,йывӑр
645,schön::A,берцинаб,илемлӗ
646,heiß::A,лагьараб,вӗри
647,warm::A,хинаб,ӑшӑ
648,kalt::A,квачараб,сивӗ
649,kühl::A,квачараб,уҫӑ
650,frisch::A,цӏияб,уҫӑ
651,feucht::A,рагьараб,йӗпе
652,nass::A,би́ччараб,нӳрӗ
653,trocken::A,бакъвараб,типӗ
654,leer::A,чӏобогояб,пушӑ
655,offen::A,рагьараб,уҫӑ
656,geschlossen::A,рахараб-къараб,хупӑ
657,sauber::A,бацӏцӏадаб,таса
658,schmutzig::A,гъизараб,пылчӑклӑ
659,schmutzig::A,гъизараб,вараланчӑк
660,roh::A,хамаб,чӗрӗ
661,roh::A,гӏатӏгояб,чӗрӗ
662,reif::A,барщараб,пулнӑ
663,reif::A,барщараб,пиҫӗхнӗ
664,reif::A,барщараб,аталаннӑ
665,reif::A,барщараб,пиҫсе ҫитнӗ
666,lecker::A,тӏагӏамаб,тутлӑ
667,lecker::A,тӏагӏамаб,техӗмлӗ
668,süß::A,гьуинаб,пылак
669,bitter::A,кьогӏаб,йӳҫӗ
670,sauer::A,цӏекӏаб,йӳҫӗ
671,sauer::A,цӏекӏаб,йӳҫек
672,sauer::A,цӏекӏаб,кӑвасак
673,hell::A,канаб,ҫутӑ
674,dunkel::A,бецӏаб,тӗттӗм
