,Concept_ID,cy,tt
67,Wind::N,gwynt,җил
68,Welle::N,ton,дулкын
69,Wasser::N,dŵr,су
70,Stein::N,carreg,таш
71,Boden::N,llawr,туфрак
72,Erde::N,pridd,җир
73,Staub::N,llwch,тузан
74,Rauch::N,mwg,төтен
75,Funke::N,gwreichioni,очкын
76,Feuer::N,tân,ут
77,Licht::N,golau,якты
78,Schatten::N,cysgod,күләгә
79,Wetter::N,tywydd,һава
80,Nebel::N,niwl,томан
81,Wolke::N,cwmwl,болыт
82,Regen::N,glaw,яңгыр
83,Schnee::N,ôd,кар
84,Schnee::N,eira,кар
85,Eis::N,iâ,боз
86,Frost::N,rhew,суык
87,Frost::N,rhew,салкын
88,Kälte::N,oerni,суык
89,Kälte::N,oerni,салкын
90,Kälte::N,annwyd,суык
91,Kälte::N,annwyd,салкын
92,Hitze::N,gwres,эсселек
93,Raureif::N,barrug,бәс
94,Raureif::N,barrug,сыкы
95,Regenbogen::N,enfys,салават күпере
96,Donner::N,tyrfau,күкрәү
97,Strömung::N,cerrynt,агыш'агым
98,Tropfen::N,dafn,тамчы
99,Tropfen::N,diferyn,тамчы
100,Schaum::N,ewyn,күбек
101,Schmutz::N,baw,пычрак
102,Schmutz::N,budreddi,пычрак
103,See::N,llyn,күл
104,Sumpf::N,cors,саз
105,Moor::N,rhos,торфлык
106,Wiese::N,dôl,болын
107,Wald::N,coedwig,урман
108,Hügel::N,bryn,калку
109,Anhöhe::N,bryn,үр
110,Berg::N,mynydd,тау
111,Gipfel::N,copa,оч
112,Höhle::N,ogof,мәгарә
113,Abhang::N,llethr,кабырга
114,Quelle::N,tarddiad,чишмә
115,Quelle::N,ffynhonnell,чишмә
116,Bach::N,nant,елга
117,Bach::N,afonig,елга
118,Bach::N,cornant,елга
119,Fluss::N,afon,дәрья
120,Ufer::N,glan,су кырые
121,Küste::N,traeth,яр буе
122,Küste::N,arfordir,яр буе
123,Festland::N,tir,коры җир
124,Meer::N,môr,диңгез
125,Bucht::N,bae,бухта
126,Bucht::N,bae,култык
127,Insel::N,ynys,атау
128,Insel::N,ynys,утрау
129,Blume::N,blodyn,чәчкә
130,Gras::N,glaswellt,үлән
131,Wurzel::N,gwreiddyn,тамыр
132,Baum::N,coeden,агач
133,Stamm::N,colfen,кәүсә
134,Stamm::N,boncyff,кәүсә
135,Rinde::N,rhisgl,кабык
136,Ast::N,cangen,ботак
137,Zweig::N,cainc,ботак
138,Zweig::N,cainc,тармак
139,Zweig::N,cangen,ботак
140,Zweig::N,cangen,тармак
141,Blatt::N,deilen,яфрак
142,Birke::N,bedwen,каен
143,Kiefer[Baum]::N,pinwydden,нарат
144,Weide[Baum]::N,helygen,тал
145,Tanne::N,ffynidwydden,чыршы
146,Horn::N,corn,мөгез
147,Feder::N,plufyn,йон
148,Fell::N,ffwr,тире
149,Flügel::N,adain,канат
150,Klaue::N,crafanc,тырнак
151,Kralle::N,ewin,тырнак
152,Schwanz::N,cwt,койрык
153,Schwanz::N,cynffon,койрык
154,Ei::N,wy,күкәй
155,Ei::N,wy,йомырка
156,Nest::N,nyth,оя
157,Bau::N,ffau,өн
158,Tier::N,anifail,хайван
159,Herde::N,praidd,көтү
160,Herde::N,diadell,көтү
161,Kuh::N,buwch,сыер
162,Bulle::N,tarw,үгез
163,Pferd::N,ceffyl,ат
164,Schaf::N,dafad,сарык
165,Schwein::N,mochyn,дуңгыз
166,Hund::N,ci,эт
167,Katze::N,cath,песи
168,Bär::N,arth,аю
169,Eichhörnchen::N,gwiwer,тиен
170,Elch::N,elc,поши
171,Fuchs::N,cadno,төлке
172,Hase::N,ysgyfarnog,куян
173,Maus::N,llygoden,тычкан
174,Wolf::N,blaidd,бүре
175,Vogel::N,aderyn,кош
176,Schwarm::N,haid,көтү
177,Huhn::N,cyw,тавык
178,Hahn::N,ceiliog,әтәч
179,Gans::N,gŵydd,каз
180,Adler::N,eryr,каракош
181,Ente::N,hwyad,үрдәк
182,Eule::N,tylluan,ябалак
183,Kranich::N,garan,торна
184,Kranich::N,crychydd,торна
185,Krähe::N,brân,карга
186,Kuckuck::N,cog,күке
187,Kuckuck::N,cog,кәккүк
188,Kuckuck::N,cwcw,күке
189,Kuckuck::N,cwcw,кәккүк
190,Schwan::N,alarch,аккош
191,Fisch::N,pysgod,балык
192,Barsch::N,draenog,алабуга
193,Hecht::N,penhwyad,чуртан
194,Schlange[Tier]::N,neidr,елан
195,Wurm::N,abwydyn,корт
196,Wurm::N,pryf genwair,корт
197,Spinne::N,cor,үрмәкүч
198,Spinne::N,pryf copyn,үрмәкүч
199,Ameise::N,morgrugyn,кырмыска
200,Laus::N,lleuen,бет
201,Mücke::N,gwybedyn,черки
202,Mücke::N,gwybedyn,озынборын
203,Fliege::N,cleren,чебен
204,Schmetterling::N,glöyn byw,күбәләк
205,Schmetterling::N,iâr fach yr haf,күбәләк
206,Beere::N,aeronen,җиләк
207,Apfel::N,afal,алма
208,Pilz::N,madarch,гөмбә
209,Zwiebel::N,nionyn,суган
210,Zwiebel::N,nionyn,суганбаш
211,Zwiebel::N,winwnsyn,суган
212,Zwiebel::N,winwnsyn,суганбаш
213,Saat::N,had,орлык
214,Korn::N,grawn,иген
215,Korn::N,grawn,орлык
216,Heu::N,gwair,печән
217,Schale::N,croen,кабык
218,Schale::N,plisgyn,кабык
219,Grube::N,pwll,баз
220,Grube::N,pwll,чокыр
221,Grube::N,pydew,баз
222,Grube::N,pydew,чокыр
223,Falle::N,magl,тозак
224,Falle::N,magl,капкын
225,Schlinge::N,cwlwm rhedeg,элмәк
226,Spur::N,ôl,эз
227,Asche::N,lludw,көл
228,Dreck::N,baw,пычрак
229,Dreck::N,budreddi,пычрак
230,Eisen::N,haearn,тимер
231,Gold::N,aur,алтын
232,Silber::N,arian,көмеш
233,Kohle::N,glo,күмер
234,Glas::N,gwydr,пыяла
235,Lehm::N,clai,балчык
236,Sand::N,tywod,ком
237,Mensch::N,dyn,адәм
238,Mensch::N,dyn,инсан
239,Mann::N,dyn,ир
240,Frau::N,merch,хатын
241,Frau::N,gwraig,хатын
242,Kind::N,plentyn,бала
243,Junge::N,hogyn,малай
244,Junge::N,bachgen,малай
245,Mädchen::N,merch,кыз
246,Mädchen::N,geneth,кыз
247,Familie::N,teulu,гаилә
248,Familie::N,tylwyth,гаилә
249,Großvater::N,taid,бабай
250,Großvater::N,tad-cu,бабай
251,Großmutter::N,nain,әби
252,Großmutter::N,mam-gu,әби
253,Eltern::N,rhieni,ата-ана
254,Vater::N,tad,ата
255,Mutter::N,mam,ана
256,Sohn::N,mab,ул
257,Tochter::N,merch,кыз
258,Bruder::N,brawd,кардәш
259,Schwester::N,chwaer,апа
260,Schwester::N,chwaer,сеңел
261,Onkel::N,ewythr,дәдә
262,Onkel::N,ewythr,дәдәй
263,Tante::N,modryb,түти
264,Tante::N,modryb,тәтәй
265,Ehemann::N,gŵr,ир
266,Ehefrau::N,gwraig,хатын
267,Freude::N,gorfoledd,сөенеч
268,Gelächter::N,chwerthin,көлү
269,Gelächter::N,chwerthin,көлеш
270,Glück::N,hapusrwydd,бәхет
271,Kummer::N,galar,хәсрәт
272,Wunsch::N,dymuniad,теләк
273,Lust::N,chwant,теләк
274,Lust::N,chwant,теләү
275,Geist::N,ysbryd,рух
276,Gedanke::N,meddwl,уй
277,Gedanke::N,meddwl,фикер
278,Gedächtnis::N,cof,хәтер
279,Verstand::N,meddwl,акыл
280,Sinn::N,ystyr,мәгънә
281,Grund::N,achos,сәбәп
282,Grund::N,rheswm,сәбәп
283,Wahrheit::N,gwir,хак
284,Wahrheit::N,gwirionedd,хак
285,Gespräch::N,sgwrs,әңгәмә
286,Märchen::N,chwedl werin,әкият
287,Erzählung::N,stori,хикәя
288,Nachricht::N,neges,хәбәр
289,Neuigkeit::N,newydd,яңалык
290,Name::N,enw,исем
291,Rätsel::N,pos,табышмак
292,Rede::N,araith,нотык
293,Sprache::N,iaith,тел
294,Stimme::N,llais,тавыш
295,Wort::N,gair,сүз
296,Zeichen::N,arwydd,ишарә
297,Ruf::N,galwad,дәшү
298,Lärm::N,trwst,шау
299,Laut::N,sain,аваз
300,Ton::N,tôn,шалтырату
301,Lied::N,cân,җыр
302,Ruhe::N,tawelwch,тынлык
303,Leute::N,pobl,халык
304,Volk::N,pobl,халык
305,Arbeit::N,gwaith,эш
306,Arbeit::N,gwaith,хезмәт
307,Gast::N,gwestai,кунак
308,Geschenk::N,rhodd,бүләк
309,Geschenk::N,anrheg,бүләк
310,Spiel::N,chwarae,уен
311,Gesellschaft::N,cwmni,җәмгыять
312,Hilfe::N,cymorth,ярдәм
313,Hilfe::N,cymorth,булышлык
314,Freund::N,cyfaill,дус
315,Kamerad::N,cydymaith,иптәш
316,Angelegenheit::N,pwnc,эш
317,Anzahl::N,cyfrif,микъдар
318,Art::N,bath,төр
319,Stück::N,darn,кисәк
320,Teil::N,rhan,өлеш
321,Hälfte::N,hanner,ярым
322,Kreis::N,cylch,түгәрәк
323,Kreuz::N,croes,хач
324,Kreuz::N,croes,тәре
325,Linie::N,llinell,сызык
326,Strich::N,strôc,сызык
327,Strich::N,trawiad,сызык
328,Abstand::N,bwlch,ара
329,Abstand::N,pellter,ара
330,Entfernung::N,pellter,ераклык
331,Gegend::N,cylch,урын
332,Platz::N,lle,бушлык
333,Ort::N,lle,урын
334,Seite::N,ochr,як
335,Mitte::N,canol,урта
336,Gegenstand::N,eitem,нәрсә
337,Sache::N,peth,нәрсә
338,Rand::N,cwr,чит
339,Rand::N,ymyl,чит
340,Kante::N,min,кырый
341,Kante::N,ymyl,кырый
342,Ecke::N,cornel,почмак
343,Spitze::N,blaen,оч
344,Ende::N,pen,азак
345,Loch::N,twll,тишек
346,Winkel::N,congl,почмак
347,Muster::N,patrwm,парча
348,Größe::N,maint,зурлык
349,Größe::N,maintioli,зурлык
350,Länge::N,hyd,озынлык
351,Höhe::N,uchder,биеклек
352,Gewicht::N,pwysau,авырлык
353,Menge::N,swm,микъдар
354,Menge::N,maint,микъдар
355,Haufen::N,pentwr,өем
356,Reihe::N,rhes,рәт
357,Boot::N,cwch,каек
358,Boot::N,cwch,көймә
359,Ruder::N,rhwyf,ишкәк
360,Schlitten::N,sled,чана
361,Schlitten::N,car llusg,чана
362,Ski::N,sgi,чаңгы
363,Lagerfeuer::N,coelcerth,костёр
364,Last::N,llwyth,йөк
365,Gang::N,tro,йөреш
366,Schritt::N,cam,адым
367,Norden::N,gogledd,төньяк
368,Süden::N,de,көньяк
369,Westen::N,gorllewin,көнбатыш
370,Osten::N,dwyrain,шәрык
371,Osten::N,dwyrain,көнчыгыш
372,Holz::N,pren,агач
373,Brett::N,bwrdd,такта
374,Brett::N,astell,такта
375,Platte::N,llech,плитә
376,Stütze::N,ateg,таяу
377,Stütze::N,cynhalydd,таяу
378,Stange::N,polyn,колга
379,Stock::N,ffon,таяк
380,Stock::N,brigyn,таяк
381,Stab::N,ffon,таяк
382,Rohr::N,pibell,торба
383,Haus::N,tŷ,өй
384,Haus::N,tŷ,йорт
385,Heim::N,cartref,гаилә
386,Heim::N,cartref,нәсел
387,Ofen::N,stof,мич
388,Fußboden::N,llawr,идән
389,Tisch::N,bwrdd,өстәл
390,Stuhl::N,cadair,утыргыч
391,Wiege::N,crud,бишек
392,Bett::N,gwely,ятак
393,Bett::N,gwely,урын-җир
394,Regal::N,silff,киштә
395,Regal::N,silff,шүрлек
396,Kiste::N,bocs,әрҗә
397,Kiste::N,blwch,әрҗә
398,Fenster::N,ffenestr,тәрәзә
399,Tür::N,drws,ишек
400,Tor::N,porth,капка
401,Zaun::N,ffens,койма
402,Dach::N,to,түбә
403,Leiter::N,ysgol,баскыч
404,Besen::N,ysgub,себерке
405,Spaten::N,rhaw,көрәк
406,Schaufel::N,rhaw,көрәк
407,Gabel::N,fforc,чәннечке
408,Löffel::N,llwy,кашык
409,Messer::N,cyllell,пычак
410,Nagel::N,hoel,кадак
411,Netz::N,gwe,челтәр
412,Netz::N,rhwyd,челтәр
413,Haken::N,bach,ыргак
414,Griff::N,carn,тотка
415,Schloss::N,clo,йозак
416,Bild::N,llun,рәсем
417,Bild::N,llun,картина
418,Bild::N,pictiwr,рәсем
419,Bild::N,pictiwr,картина
420,Figur::N,ffigur,сын
421,Figur::N,ffigur,фигура
422,Puppe::N,dol,курчак
423,Beutel::N,cwd,луза
424,Bündel::N,bwndel,бәйләм
425,Bündel::N,coflaid,бәйләм
426,Tasche::N,cod,букча
427,Eimer::N,bwced,чиләк
428,Eimer::N,cunnog,чиләк
429,Deckel::N,caead,капкач
430,Geschirr::N,llestri,савыт-саба
431,Geschirr::N,llestri,кашык-аяк
432,Sack::N,sach,капчык
433,Tasse::N,cwpan,чынаяк
434,Topf::N,pot,чүлмәк
435,Topf::N,crochan,чүлмәк
436,Kessel::N,tegell,казан
437,Essen::N,pryd o fwyd,ашау
438,Nahrung::N,bwyd,азык
439,Nahrung::N,bwyd,тәгам
440,Nahrung::N,bwyd,ашамлык
441,Speise::N,saig,ризык
442,Fleisch::N,cig,ит
443,Getreide::N,ŷd,ашлык
444,Getreide::N,llafur,ашлык
445,Brei::N,uwd,ботка
446,Brot::N,bara,ипи
447,Brot::N,bara,икмәк
448,Scheibe::N,tafell,телем
449,Fett::N,saim,май
450,Fett::N,braster,май
451,Butter::N,ymenyn,май
452,Öl::N,olew,май
453,Salz::N,halen,тоз
454,Suppe::N,cawl,шулпа
455,Honig::N,mêl,бал
456,Milch::N,llaeth,сөт
457,Milch::N,llefrith,сөт
458,Tee::N,te,чәй
459,Leder::N,lledr,күн
460,Wolle::N,gwlân,йон
461,Stoff::N,lliain,тукыма
462,Stoff::N,brethyn,тукыма
463,Nadel::N,nodwydd,энә
464,Faden::N,edau,җеп
465,Faden::N,edefyn,җеп
466,Knopf::N,botwm,төймә
467,Knoten::N,cwlwm,төен
468,Farbe::N,paent,буяу
469,Kleidung::N,dillad,кием
470,Kleidung::N,gwisgoedd,кием
471,Hemd::N,crys,күлмәк
472,Kragen::N,coler,яка
473,Ärmel::N,llawes,җиң
474,Hose::N,trowsus,чалбар
475,Gürtel::N,gwregys,билбау
476,Mütze::N,cap,бүрек
477,Schuh::N,esgid,башмак
478,Stiefel::N,botasen,итек
479,Ring::N,modrwy,балдак
480,Band::N,rhuban,тасма
481,Kamm::N,crib,тарак
482,Spiegel::N,drych,көзге
483,Riemen::N,strap,каеш
484,Schnur::N,llinyn,бау
485,Leine::N,tennyn,тезген
486,Decke::N,blanced,юрган
487,Decke::N,gwrthban,юрган
488,Kissen::N,clustog,мендәр
489,Kissen::N,gobennydd,мендәр
490,Tuch::N,sgarff,яулык
491,Handtuch::N,tywel,сөлгә
492,Handtuch::N,lliain sychu,сөлгә
493,Kraft::N,grym,егәр
494,Kraft::N,grym,дәрман
495,Stärke::N,nerth,көч
496,Stärke::N,nerth,дәрман
497,Stärke::N,cryfder,көч
498,Stärke::N,cryfder,дәрман
499,Gesundheit::N,iechyd,саулык
500,Krankheit::N,afiechyd,чир
501,Krankheit::N,afiechyd,хаста
502,Krankheit::N,afiechyd,сырхау
503,Krankheit::N,anhwylder,чир
504,Krankheit::N,anhwylder,хаста
505,Krankheit::N,anhwylder,сырхау
506,Schmerz::N,poen,авырту
507,Schmerz::N,gwayw,авырту
508,Wunde::N,clwyf,яра
509,Wunde::N,clwyf,җәрәхәт
510,Fieber::N,twymyn,бизгәк
511,Arznei::N,meddyginiaeth,дару
512,Brücke::N,pont,күпер
513,Brunnen::N,ffynnon,кое
514,Weide::N,porfa,утлавык
515,Pfad::N,llwybr,сукмак
516,Weg::N,ffordd,юл
517,Straße::N,heol,урам
518,Straße::N,ffordd,урам
519,Dorf::N,pentref,авыл
520,Stadt::N,tref,шәһәр
521,Brief::N,llythyr,хат
522,Buch::N,llyfr,китап
523,Buchstabe::N,llythyren,хәреф
524,Zeitung::N,papur newydd,газет
525,Zeitung::N,papur newydd,газета
526,Leben::N,bywyd,гомер
527,Leben::N,bywyd,тормыш
528,Leben::N,bywyd,тереклек
529,Tod::N,marwolaeth,үлем
530,Grab::N,bedd,гүр
531,Grab::N,bedd,кабер
532,Kirche::N,eglwys,чиркәү
533,Sünde::N,pechod,язык
534,Sünde::N,pechod,гөнаһ
535,Gott::N,duw,алла
536,Gott::N,duw,ходай
537,Arbeiter::N,gweithiwr,эшче
538,Chef::N,pennaeth,башлык
539,Meister::N,meistr,оста
540,Arzt::N,meddyg,врач
541,Arzt::N,meddyg,табиб
542,Lehrer::N,athro,укытучы
543,Lehrer::N,athro,мөгаллим
544,Geld::N,pres,акча
545,Geld::N,arian,акча
546,Geschäft::N,busnes,эш
547,Laden::N,siop,кибет
548,Laden::N,siop,магазин
549,Preis::N,pris,бәя
550,Preis::N,pris,бәһа
551,Ware::N,nwydd,товар
552,Nutzen::N,elw,файда
553,Nutzen::N,budd,файда
554,Reichtum::N,cyfoeth,байлык
555,Welt::N,byd,дөнья
556,Land::N,gwlad,ил
557,Staat::N,gwladwriaeth,дәүләт
558,König::N,brenin,патша
559,Macht::N,grym,хакимият
560,Macht::N,awdurdod,хакимият
561,Grenze::N,ffin,чик
562,Grenze::N,goror,чик
563,Krieg::N,rhyfel,сугыш
564,Feind::N,gelyn,дошман
565,Gewalt::N,ffyrnigrwydd,көчләү
566,Kampf::N,brwydr,көрәш
567,Bogen[Waffe]::N,bwa,җәя
568,Pfeil::N,saeth,ук
569,Gewehr::N,dryll,мылтык
570,Fehler::N,gwall,хата
571,Fehler::N,camgymeriad,хата
572,Lüge::N,celwydd,ялган
573,Lüge::N,anwiredd,ялган
574,Schaden::N,niwed,зыян
575,Schaden::N,niwed,зарар
576,Schaden::N,difrod,зыян
577,Schaden::N,difrod,зарар
578,Unglück::N,anffawd,бәла
579,Schuld::N,bai,гаеп
580,Alter::N,oed,яшь
581,Schluss::N,diwedd,ахыр
582,Zeit::N,amser,заман
583,Tag::N,dydd,көн
584,Tag::N,diwrnod,көн
585,Morgen::N,bore,иртә
586,Mittag::N,nawn,өйлә
587,Abend::N,noswaith,кич
588,Nacht::N,nos,төн
589,Woche::N,wythnos,атна
590,Monat::N,mis,ай
591,Jahr::N,blwyddyn,ел
592,Frühling::N,gwanwyn,яз
593,Sommer::N,haf,җәй
594,Herbst::N,hydref,көз
595,Winter::N,gaeaf,кыш
596,Januar::N,Ionawr,гыйнвар
597,Februar::N,Chwefror,февраль
598,März::N,Mawrth,март
599,April::N,Ebrill,апрель
600,Mai::N,Mai,май
601,Juni::N,Mehefin,июнь
602,Juli::N,Gorffennaf,июль
603,August::N,Awst,август
604,September::N,Medi,сентябрь
605,Oktober::N,Hydref,октябрь
606,November::N,Tachwedd,ноябрь
607,Dezember::N,Rhagfyr,декабрь
608,Montag::N,dydd Llun,дүшәмбе
609,Dienstag::N,dydd Mawrth,сишәмбе
610,Mittwoch::N,dydd Mercher,чәршәмбе
611,Donnerstag::N,dydd Iau,атнакич
612,Donnerstag::N,dydd Iau,пәнҗешәмбе
613,Freitag::N,dydd Gwener,җомга
614,Samstag::N,dydd Sadwrn,шимбә
615,Sonntag::N,dydd Sul,якшәмбе
616,groß::A,mawr,зур
617,klein::A,bach,кечкенә
618,lang::A,hir,озын
619,kurz::A,byr,кыска
620,kurz::A,cwta,кыска
621,breit::A,llydan,киң
622,schmal::A,cul,кысык
623,dicht::A,dwys,куе
624,dick[Gegenstand]::A,trwchus,калын
625,dünn::A,tenau,нечкә
626,fein::A,main,нәзакәтле
627,fest::A,cadarn,нык
628,flach::A,gwastad,яссы
629,flach::A,gwastad,ялпак
630,glatt::A,llyfn,шома
631,hart::A,caled,каты
632,weich::A,meddal,йомшак
633,rund::A,crwn,түгәрәк
634,spitz::A,pigfain,очлы
635,scharf::A,miniog,үткен
636,stumpf::A,pŵl,үтмәс
637,schwer::A,trwm,салмак
638,schön::A,teg,гүзәл
639,schön::A,hardd,гүзәл
640,schön::A,prydferth,гүзәл
641,heiß::A,poeth,эссе
642,warm::A,twym,җылы
643,warm::A,cynnes,җылы
644,kalt::A,oer,суык
645,kalt::A,oer,салкын
646,kühl::A,oeraidd,салкынча
647,frisch::A,iach,салкынча
648,feucht::A,llaith,юеш
649,nass::A,gwlyb,дымлы
650,trocken::A,sych,коры
651,voll::A,llawn,тулы
652,leer::A,gwag,буш
653,offen::A,agored,ачык
654,geschlossen::A,caead,йомык
655,geschlossen::A,caeëdig,йомык
656,sauber::A,glân,пакь
657,sauber::A,glân,чиста
658,schmutzig::A,budr,керле
659,schmutzig::A,budr,пычрак
660,schmutzig::A,brwnt,керле
661,schmutzig::A,brwnt,пычрак
662,roh::A,amrwd,чи
663,reif::A,aeddfed,өлгергән
664,lecker::A,blasus,тәмле
665,lecker::A,danteithiol,тәмле
666,süß::A,melys,татлы
667,bitter::A,chwerw,ачы
668,sauer::A,sur,әче
669,hell::A,disglair,якты
670,dunkel::A,tywyll,кара
671,schwarz::A,du,кара
672,weiß::A,gwyn,ак
673,rot::A,coch,кызыл
674,gelb::A,melyn,сары
675,blau::A,glas,күк
676,grün::A,gwyrdd,яшел
677,grau::A,llwyd,соры
678,bunt::A,lliwgar,чуар
679,billig::A,rhad,арзан
680,teuer::A,drud,хаклы
681,wertvoll::A,gwerthfawr,кыйммәтле
682,blind::A,dall,сукыр
683,blind::A,dall,күзсез
684,taub::A,byddar,чукрак
685,taub::A,byddar,саңгырау
686,kräftig::A,nerthol,егәрле
687,kräftig::A,grymus,егәрле
688,stark::A,cryf,нык
689,stark::A,cryf,базык
690,stark::A,cadarn,нык
691,stark::A,cadarn,базык
692,schwach::A,gwan,зәгыйфь
693,fett::A,tew,симез
694,schlank::A,main,нәзек
695,hübsch::A,tlws,чибәр
696,böse::A,drwg,усал
697,dumm::A,twp,акылсыз
698,faul::A,diog,ялкау
699,faul::A,diog,иренчәк
700,fleißig::A,dyfal,тырыш
701,fleißig::A,dyfal,тырышучан
702,geizig::A,crintach,саран
703,geizig::A,cybyddlyd,саран
704,klug::A,deallus,акыллы
705,geschickt::A,medrus,маһир
706,geschickt::A,deheuig,маһир
707,lieb::A,hoff,сөекле
708,lieb::A,annwyl,сөекле
709,lustig::A,llon,күңелле
710,sanft::A,mwyn,басынкы
711,hungrig::A,newynog,ач
712,krank::A,sâl,чирле
713,krank::A,sâl,сырхау
714,krank::A,gwael,чирле
715,krank::A,gwael,сырхау
716,nackt::A,noeth,шәрә
717,traurig::A,trist,ямансу
718,lebendig::A,yn fyw,тере
719,gut::A,da,яхшы
720,schlecht::A,drwg,начар
721,schlecht::A,gwael,начар
722,richtig::A,cywir,дөрес
723,schlimm::A,enbyd,әшәкә
724,wahr::A,gwir,чып-чын
725,alt::A,hen,иске
726,neu::A,newydd,яңа
727,ehemalig::A,blaenorol,элекке
728,alt[Lebewesen]::A,oedrannus,карт
729,jung::A,ifanc,яшь
730,arm::A,tlawd,фәкыйрь
731,reich::A,cyfoethog,бай
732,bekannt::A,cynefin,таныш
733,bekannt::A,cyfarwydd,таныш
734,berühmt::A,enwog,атаклы
735,fremd::A,estron,ят
736,verschieden::A,gwahanol,төрле
737,nah::A,agos,якын
738,fern::A,pell,ерак
739,linker::A,aswy,сул
740,linker::A,chwith,сул
741,rechter::A,de,уң
742,rechter::A,deau,уң
743,anderer::A,arall,бүтән
744,erster::A,cyntaf,беренче
745,zweiter::A,ail,икенче
746,dritter::A,trydydd,өченче
747,letzter::A,olaf,ахыргы
748,allein::ADV,unig,ялгыз
749,allein::ADV,ar ei ben ei hun,ялгыз
750,auf einmal::ADV,ar yr un pryd,бердән
751,zusammen::ADV,ynghyd,бергә
752,zusammen::ADV,gyda'i gilydd,бергә
753,lange::ADV,amser hir,озак
754,plötzlich::ADV,yn sydyn,искәрмәстән
755,sofort::ADV,ar unwaith,хәзер
756,später::ADV,yn ddiweddarach,соңрак
757,jetzt::ADV,yn awr,хәзер
758,heute::ADV,heddiw,бүген
759,morgen::ADV,yfory,иртәгә
760,bald::ADV,yn fuan,тиздән
761,bald::ADV,gyda hyn,тиздән
762,dann::ADV,yna,аннары
763,dann::ADV,y pryd hwnnw,аннары
764,gestern::ADV,ddoe,кичә
765,einst::ADV,gynt,берчак
766,damals::ADV,ar y pryd,ул вакытта
767,damals::ADV,ar y pryd,ул чакта
768,damals::ADV,bryd hynny,ул вакытта
769,damals::ADV,bryd hynny,ул чакта
770,danach::ADV,wedyn,да
771,vorher::ADV,o'r blaen,элек
772,zuerst::ADV,yn gyntaf,башта
773,einmal::ADV,unwaith,бер
774,einmal::ADV,unwaith,бер мәртәбә
775,manchmal::ADV,weithiau,кайчакта
776,manchmal::ADV,ar brydiau,кайчакта
777,oft::ADV,yn aml,еш
778,oft::ADV,yn fynych,еш
779,immer::ADV,bob amser,һәркайчан
780,niemals::ADV,ni ... byth,hичбер вакыт
781,niemals::ADV,ni ... erioed,hичбер вакыт
782,hier::ADV,yma,монда
783,hier::ADV,yma,биредә
784,hierhin::ADV,hyd yma,монда
785,von hier::ADV,oddi yma,моннан
786,dort::ADV,acw,анда
787,dorthin::ADV,tuag yno,тегеләй
788,geradeaus::ADV,syth ymlaen,турыдан-туры
789,vorwärts::ADV,ymlaen,алга
790,rückwärts::ADV,yn ôl,кире
791,zurück::ADV,yn ôl,кире
792,unten::ADV,isod,түбәндә
793,unten::ADV,oddi tanodd,түбәндә
794,hinab::ADV,i lawr,аска
795,hinab::ADV,i waered,аска
796,oben::ADV,fry,өстә
