,Concept_ID,xal,kn
89,Tropfen::N,дусал,ತೊಟ್ಟು
90,Schaum::N,көөсн,ನೊರೆ
91,Schmutz::N,кир,ಕಸ
92,See::N,нур,ಸರೋವರ
93,Sumpf::N,унул,ಜೌಗುಸ್ಥಳ
94,Moor::N,улм,ಬಂಜರು ಭೂಮಿ
95,Wiese::N,хадлһн,ಹುಲ್ಲುಗಾವಲು
96,Wald::N,ө-модн,ಕಾಡು
97,Hügel::N,толһа,ಗುಡ್ಡೆ
98,Anhöhe::N,хамр,ದಿಬ್ಬ
99,Berg::N,уул,ಮಲೆ
100,Berg::N,уул,ಪರ್ವತ
101,Gipfel::N,ора,ಶೃಂಗ
102,Höhle::N,хадин көндә,ಗುಹೆ
103,Abhang::N,ташу,ಇಳಿಜಾರು
104,Quelle::N,булг,ಮೂಲ
105,Bach::N,һооҗур,ತೊರೆ
106,Fluss::N,һол,ನದಿ
107,Ufer::N,көвә,ತೀರ
108,Küste::N,көвә,ದಂಡೆ
109,Küste::N,теңгсин көвә,ದಂಡೆ
110,Festland::N,хүүрә һазр,ಭೂಮಿ
111,Meer::N,теңгс,ಕಡಲು
112,Bucht::N,цекә,ಖಾರಿ
113,Bucht::N,теңгсин цекә,ಖಾರಿ
114,Insel::N,арл,ದ್ವೀಪ
115,Blume::N,цецг,ಸುಮ
116,Gras::N,ноһан,ಹುಲ್ಲು
117,Wurzel::N,уңг,ಬೇರು
118,Baum::N,модн,ಮರ
119,Stamm::N,шилв,ಕಾಂಡ
120,Stamm::N,һол модн,ಕಾಂಡ
121,Rinde::N,көрсн,ತೂಗಟಿ
122,Ast::N,ац,ಶಾಖೆ
123,Zweig::N,ац,ರೆಂಬೆ
124,Blatt::N,хамтхасн,ಎಲೆ
125,Birke::N,хусм модн,ಬರ್ಚ್ ಮರ
126,Kiefer[Baum]::N,шар харһа,ದೇವದಾರು ಮರ
127,Weide[Baum]::N,удн,ವಿಲೋಮರ
128,Tanne::N,җөөлн цаһан модн,ಭದ್ರದಾರು
129,Horn::N,өвр,ಕೊಂಬು
130,Feder::N,өрвлг,ಪುಕ್ಕ
131,Fell::N,арсн,ರೋಮ
132,Flügel::N,җивр,ರೆಕ್ಕೆ
133,Klaue::N,хумсн,ಪಂಜ
134,Kralle::N,тавг,ಉಗುರು
135,Schwanz::N,сүл,ಬಾಲ
136,Ei::N,өндгн,ಮೊಟ್ಟೆ
137,Nest::N,үр,ಗೂಡು
138,Bau::N,нүкн,ಅಡಗುದಾಣ
139,Tier::N,мал,ಪ್ರಾಣಿ
140,Herde::N,сүрг мал,ಗುಂಪು
141,Kuh::N,үкр,ಹಸು
142,Bulle::N,бух,ಗೂಳಿ
143,Pferd::N,мөрн,ಕುದುರೆ
144,Schaf::N,хөн,ಕುರಿ
145,Schwein::N,һаха,ಹಂದಿ
146,Hund::N,ноха,ನಾಯಿ
147,Katze::N,мис,ಬೆಕ್ಕು
148,Bär::N,аю,ಕರಡಿ
149,Eichhörnchen::N,кермн,ಉಡುತೆ
150,Elch::N,хандһа,ಕಡವೆ
151,Fuchs::N,арат,ನರಿ
152,Hase::N,туула,ಮೊಲ
153,Maus::N,хулһн,ಇಲಿ
154,Wolf::N,чон,ತೋಳ
155,Vogel::N,шовун,ಪಕ್ಷಿ
156,Schwarm::N,зел,ಗುಂಪು
157,Huhn::N,така,ಚಿಕ್
158,Hahn::N,эр така,ಹುಂಜ
159,Gans::N,һалун,ವರಟೆ
160,Adler::N,һәрд,ಗರುಡ
161,Ente::N,нуһсн,ಬಾತು
162,Eule::N,һурвлһ,ಗೂಬೆ
163,Kranich::N,тоһрун,ಕೊಕ್ಕರ
164,Krähe::N,шаазһа,ಕಾಗೆ
165,Kuckuck::N,эргин хуцдг,ಕೋಗಿಲೆ
166,Schwan::N,хун,ಹಂಸಪಕ್ಷಿ
167,Fisch::N,заһсн,ಮೀನು
168,Barsch::N,шүрг,ಪರ್ಚ್ ಮೀನು
169,Hecht::N,цурх,ಪೈಕ್ ಮೀನು
170,Schlange[Tier]::N,моһа,ಹಾವು
171,Wurm::N,өтн,ಹುಳು
172,Spinne::N,аралҗн,ಊರ್ಣನಾಭ
173,Ameise::N,шорһлҗн,ಇರುವೆ
174,Laus::N,бөөсн,ಹೇನು
175,Mücke::N,бөкүн,ಸೊಳ್ಳೆ
176,Fliege::N,батхн,ನೊಣ
177,Schmetterling::N,эрвәкә,ಪತಂಗ
178,Beere::N,бөөлҗрһн,ನಯವಣ್ಣು
179,Apfel::N,альмн,ಸೇಬು
180,Pilz::N,теңгрин ки,ಅಣಬೆ
181,Zwiebel::N,мәңгрснә толһа,ನೀರುಳ್ಳಿ
182,Saat::N,буудян экн,ಬಿತ್ತ
183,Korn::N,экн,ಬೀಜ
184,Heu::N,өвсн,ಕರಡ
185,Schale::N,хальсн,ಹೊಟ್ಟು
186,Grube::N,нүкн,ಗುಂಡಿ
187,Falle::N,урх,ಬೋನು
188,Falle::N,хавх,ಬೋನು
189,Schlinge::N,бүтү,ಉರುಲು
190,Spur::N,мөр,ಜಾಡು
191,Asche::N,үмсн,ಬೂದಿ
192,Dreck::N,бальчг,ಹೊಲಸು
193,Eisen::N,төмр,ಕಬ್ಬಿಣ
194,Gold::N,алтн,ಚಿನ್ನ
195,Silber::N,мөңгн,ಬೆಳ್ಳಿ
196,Silber::N,цаһан мөңгн,ಬೆಳ್ಳಿ
197,Kohle::N,нүүрсн,ಕಲ್ಲಿದ್ದಲು
198,Glas::N,шил,ಗಾಜು
199,Lehm::N,шавр,ಜೇಡಿಮಣ್ಣು
200,Sand::N,элсн,ಮರಳು
201,Mensch::N,күн,ಪುರುಷ
202,Mensch::N,күмн,ಪುರುಷ
203,Mann::N,эр,ಆಳು
204,Frau::N,күүкд күн,ಹೆಣ್ಣು
205,Kind::N,үрн,ಮಗು
206,Junge::N,көвүн,ಹುಡುಗ
207,Mädchen::N,бичкн күүкн,ಹುಡುಗಿ
208,Familie::N,бүл,ಕುಟುಂಬ
209,Großvater::N,өвк эцк,ಅಜ್ಜ
210,Großvater::N,наһц эцк,ಅಜ್ಜ
211,Großmutter::N,эмг эк,ಅಮ್ಮ
212,Großmutter::N,наһц эк,ಅಮ್ಮ
213,Eltern::N,эк эцк хойр,ಹೆತ್ತವರು
214,Vater::N,эцк,ತಂದೆ
215,Mutter::N,эк,ಅಮ್ಮ
216,Sohn::N,көвүн,ಮಗ 
217,Tochter::N,күүкн,ಮಗಳು
218,Bruder::N,дү көвүн,ತಮ್ಮ
219,Schwester::N,эгч,ತಂಗಿ
220,Schwester::N,дү күүкн,ತಂಗಿ
221,Onkel::N,авһ,ಸೋದರಮಾವ
222,Onkel::N,авһ,ದೊಡ್ಡಪ್ಪ
223,Onkel::N,наһцх,ಸೋದರಮಾವ
224,Onkel::N,наһцх,ದೊಡ್ಡಪ್ಪ
225,Tante::N,наһц эгч,ಚಿಕ್ಕಮ್ಮ
226,Ehemann::N,залу,ಗಂಡ
227,Ehefrau::N,гергн,ಹೆಂಡತಿ
228,Freude::N,байр,ನಲಿವು
229,Gelächter::N,инәдн,ನಗೆ
230,Glück::N,җирһл,ಆನಂದ
231,Glück::N,сәәхн җирһл,ಆನಂದ
232,Kummer::N,зовлң,ದುಃಖ
233,Wunsch::N,дурн,ಬಯಕೆ
234,Lust::N,җилвтлһн,ಇಷ್ಟ
235,Geist::N,зөрг,ಆತ್ಮ
236,Gedanke::N,ухан,ಯೋಚನೆ
237,Gedächtnis::N,чееҗин тодлвр,ಸ್ಮರಣೆ
238,Verstand::N,ухан,ಮನಸ್ಸು
239,Sinn::N,учр-утх,ಅರ್ಥ
240,Grund::N,учр,ಕಾರಣ
241,Grund::N,шалтан,ಕಾರಣ
242,Wahrheit::N,үнн,ಸತ್ಯ
243,Gespräch::N,күүндвүр,ಸಂಭಾಷಣೆ
244,Märchen::N,тууль,ಸುಳ್ಳು ಕಥೆ
245,Erzählung::N,келвр,ಕಥೆ
246,Nachricht::N,медүллһн,ಸಂದೇಶ
247,Neuigkeit::N,зәңг,ಸುದ್ದಿ
248,Name::N,нерн,ಹೆಸರು
249,Rätsel::N,тәәлвртә тууль,ಒಗಟು
250,Rede::N,келлһн,ಮಾತು
251,Sprache::N,келн,ಭಾಷೆ
252,Stimme::N,дун,ಧ್ವನಿ
253,Wort::N,үг,ಮಾತು
254,Zeichen::N,темдг,ಗುರುತು
255,Ruf::N,дуудлһн,ಕೂಗು
256,Lärm::N,шууган,ಸದ್ದು
257,Laut::N,ә,ಶಬ್ದ
258,Ton::N,дун,ನಾದ
259,Lied::N,дун,ಗಾನ
260,Ruhe::N,амулң,ಶಾಂತಿ
261,Leute::N,әмтн,ಮಂದಿ
262,Volk::N,улс,ಜನಾಂಗ
263,Arbeit::N,көдлмш,ಕೆಲಸ
264,Gast::N,гиич,ಅತಿಥಿ
265,Geschenk::N,белг,ಕಾಣಿಕೆ
266,Spiel::N,наадн,ಆಟ
267,Gesellschaft::N,олн,ಸಂಗ
268,Hilfe::N,нөкд,ಸಹಾಯ
269,Freund::N,иньг,ಸ್ನೇಹಿತ
270,Kamerad::N,үр,ಜೊತೆಗಾರ
271,Angelegenheit::N,керг,ವಿಚಾರ
272,Anzahl::N,то,ಎಣಿಕೆ
273,Art::N,зүүл,ತರ
274,Stück::N,хусг,ತುಂಡು
275,Teil::N,хүв,ಭಾಗ
276,Hälfte::N,өрәл,ಅರ್ಧ
277,Kreis::N,төгрг,ವೃತ್ತ
278,Kreuz::N,кирс,ಶಿಲುಬೆ
279,Linie::N,зурасн,ರೀಖೆ
280,Strich::N,татасн,ಗೀಟು
281,Abstand::N,зә,ಅಂತರ
282,Entfernung::N,һазр,ದೂರ
283,Gegend::N,һазр,ವಿಸ್ತೀರ್ಣ
284,Platz::N,зә,ಅಂತರ
285,Ort::N,бәәрн,ಸ್ಥಳ
286,Seite::N,тал,ಪಕ್ಷ
287,Seite::N,хаҗу,ಪಕ್ಷ
288,Seite::N,хәврһ,ಪಕ್ಷ
289,Mitte::N,дунд,ನಡು
290,Gegenstand::N,юмн,ವಸ್ತು
291,Sache::N,юмн,ವಸ್ತು
292,Rand::N,зах,ಅಂಚು
293,Kante::N,ирмәг,ಅಂಚು
294,Ecke::N,өнцг,ಮೂಲೆ
295,Spitze::N,үзүр,ತುದಿ
296,Ende::N,үзүр,ಕೊನೆ
297,Loch::N,хаһрха,ತೂತು
298,Winkel::N,булң,ಕೋನ
299,Muster::N,намч,ನಮೂನೆ
300,Größe::N,кемҗән,ಪ್ರಮಾಣ
301,Länge::N,ут,ಉದ್ದ
302,Höhe::N,өндр,ಎತ್ತರ
303,Gewicht::N,күнд,ತೂಕ
304,Gewicht::N,чиңнүр,ತೂಕ
305,Menge::N,ик,ಮೊತ್ತ
306,Haufen::N,ова,ರಾಶಿ
307,Reihe::N,зерг,ಸಾಲು
308,Reihe::N,зерглән,ಸಾಲು
309,Boot::N,оңһц,ದೋಣಿ
310,Ruder::N,хәәв,ಹುಟ್ಟು
311,Schlitten::N,цан,ಚಕ್ರವಿಲ್ಲದ ಜಾರುಬಮ್ಡಿ
312,Ski::N,лыҗ,ಜಾರುಪಟ್ಟಿ
313,Lagerfeuer::N,костёр,ಶಿಬಿರಾಗ್ನಿ
314,Last::N,күнд,ಹೊರೆ
315,Gang::N,йовлһн,ತಿರುಗಾಟ
316,Schritt::N,ишкм,ಹೆಜ್ಜೆ
317,Norden::N,ар үзг,ಉತ್ತರ
318,Süden::N,өмн,ದಕ್ಷಿಣ
319,Süden::N,өмн үзг,ದಕ್ಷಿಣ
320,Westen::N,барун,ಪಶ್ಚಿಮ
321,Westen::N,барун үзг,ಪಶ್ಚಿಮ
322,Osten::N,зүн,ಮೂಡಲು
323,Osten::N,зүн үзг,ಮೂಡಲು
324,Holz::N,модн,ಚೌಬೀನೆ
325,Brett::N,харһа,ಹಲಗೆ
326,Platte::N,хавтха чолун,ಹಲಗೆ
327,Stütze::N,тулг,ಆಸರೆ
328,Stange::N,уньн,ಕಂಬ
329,Stock::N,модн,ಕೋಲು
330,Stab::N,шуург,ದೊಣ್ಣೆ
331,Rohr::N,турва,ನಳಿಕೆ
332,Haus::N,гер,ಮನೆ
333,Heim::N,гер-бул,ಗೃಹ
334,Ofen::N,беш,ಒಲೆ
335,Fußboden::N,девскр,ನೆಲ
336,Tisch::N,ширә,ಮೇಜು
337,Stuhl::N,стул,ಕುರ್ಚಿ
338,Wiege::N,өлгә,ತೊಟ್ಟಿಲು
339,Wiege::N,дүүҗң,ತೊಟ್ಟಿಲು
340,Bett::N,орн,ಹಾಸಿಗೆ
341,Bett::N,орндг,ಹಾಸಿಗೆ
342,Regal::N,таг,ಬೀರು
343,Regal::N,тәвц,ಬೀರು
344,Kiste::N,яршг,ಪಟ್ಟಿಗೆ
345,Fenster::N,терз,ಕಿಟಕಿ
346,Tür::N,үүдн,ಬಾಗಿಲು
347,Tor::N,үүдн,ಹೆಬ್ಬಾಗಿಲು
348,Tor::N,өргн үүдн,ಹೆಬ್ಬಾಗಿಲು
349,Tor::N,хашан үүдн,ಹೆಬ್ಬಾಗಿಲು
350,Zaun::N,хаша,ಬೇಲಿ
351,Dach::N,деевр,ಮಾಳಿಗೆ
352,Leiter::N,шат,ಏಣಿ
353,Leiter::N,давшур,ಏಣಿ
354,Besen::N,сәвүр,ಪೊರಕೆ
355,Spaten::N,күрз,ಗುದ್ದಲಿ
356,Schaufel::N,совг,ಸನಿಕೆ
357,Gabel::N,серә,ಕವಲು
358,Löffel::N,ухр,ಚಮಚ
359,Messer::N,утх,ಚಾಕು
360,Nagel::N,хадасн,ಆಣಿ
361,Netz::N,гөлм,ಬಲೆ
362,Haken::N,дегә,ಕೊಂಡಿ
363,Griff::N,иш,ಹಿಡಿ
364,Griff::N,бәрүл,ಹಿಡಿ
365,Schloss::N,оньс,ವೀಗ
366,Bild::N,зург,ಚಿತ್ರ
367,Figur::N,фигур,ಆಕಾರ
368,Puppe::N,наадһа,ಗೊಂಬೆ
369,Beutel::N,мишг,ಸಂಚಿ
370,Bündel::N,багла,ಕಟ್ಟು
371,Bündel::N,боодһа,ಕಟ್ಟು
372,Tasche::N,сумк,ಚೀಲ
373,Eimer::N,суулһ,ಬಾನೆ
374,Deckel::N,бүркәсн,ಮುಚ್ಚಳ
375,Geschirr::N,сав,ಭಕ್ಷ್ಯಗಳು
376,Geschirr::N,сав-сарх,ಭಕ್ಷ್ಯಗಳು
377,Sack::N,мишг,ಮೂಟೆ
378,Tasse::N,ааһ,ಬಟ್ಟಲು
379,Topf::N,кастрюль,ಮಡಕೆ
380,Kessel::N,хәәсн,ಕೆಟಲ್
381,Essen::N,зоогллһн,ಊಟ
382,Nahrung::N,теҗәл,ಆಹಾರ
383,Speise::N,хот,ಊಟ
384,Fleisch::N,махн,ಮಾಂಸ
385,Getreide::N,хот болҗ эдлгддг цецгүдтә урһмл,ಧಾನ್ಯ
386,Brei::N,хаш,ಗಂಜಿ
387,Brot::N,өдмг,ರೊಟ್ಟಿ
388,Scheibe::N,зүсм,ಹೋಳು
389,Fett::N,өөкн,ಕೊಬ್ಬು
390,Butter::N,тосн,ಬೆಣ್ಣೆ
391,Öl::N,тосн,ಎಣ್ಣೆ
392,Salz::N,давсн,ಉಪ್ಪು
393,Suppe::N,шөлн,ಎಸರು
394,Honig::N,бал,ಮಧು
395,Milch::N,үсн,ಹಾಲು
396,Tee::N,цә,ಚಹ
397,Leder::N,арсн,ಚಕ್ಕಳ
398,Wolle::N,утцн,ಉಣ್ಣೆ
399,Wolle::N,эд,ಉಣ್ಣೆ
400,Stoff::N,эд,ಬಟ್ಟೆ
401,Nadel::N,зүн,ಸೂಜಿ
402,Faden::N,утцн,ದಾರ
403,Knopf::N,товч,ಗುಂಡು
404,Knoten::N,зәңгдә,ಗಂಟು
405,Farbe::N,будг,ಬಣ್ಣ
406,Kleidung::N,хувцн,ಅರಿವೆ
407,Kleidung::N,хувц-хунр,ಅರಿವೆ
408,Hemd::N,киилг,ಅಂಗಿ
409,Kragen::N,зах,ಕುತ್ತಿಗೆಪಟ್ಟಿ
410,Ärmel::N,ханцн,ತೋಳು
411,Hose::N,шалвур,ಇಜಾರ
412,Gürtel::N,бүс,ಬೆಲ್ಟು
413,Mütze::N,махла,ಟೋಪಿ
414,Schuh::N,башмгуд,ಪಾದರಕ್ಷೆ
415,Stiefel::N,һосн,ಬೂಟು
416,Ring::N,билцг,ಉಂಗುರ
417,Band::N,лент,ರಿಬ್ಬನ್
418,Kamm::N,сам,ಹಣಿಗೆ
419,Spiegel::N,толь,ಕನ್ನಡಿ
420,Riemen::N,бүс,ಬಾರು
421,Schnur::N,деесн,ಹುರಿ
422,Leine::N,бурнтг,ಹಗ್ಗ
423,Leine::N,нохан көтлвр,ಹಗ್ಗ
424,Decke::N,көнҗл,ಕಂಬಳಿ
425,Kissen::N,дер,ದಿಂಬು
426,Tuch::N,альчур,ಕೊರಳ ಬಟ್ಟೆ
427,Handtuch::N,полотенц,ಚೌಕ
428,Handtuch::N,һар-нүүрин альчур,ಚೌಕ
429,Kraft::N,күчн,ಬಲ
430,Stärke::N,чидл,ಶಕ್ತಿ
431,Gesundheit::N,эрүл-менд,ಆರೋಗ್ಯ
432,Krankheit::N,өвчн,ರೋಗ
433,Schmerz::N,өвдлһн,ನೋವು
434,Wunde::N,шав,ಗಾಯ
435,Fieber::N,безг,ಜ್ವರ
436,Arznei::N,эм,ಔಷಧ
437,Brücke::N,тагт,ಸೇತುವೆ
438,Brunnen::N,худг,ಬಾವಿ
439,Weide::N,малын идг,ಗೋಮಾಳ
440,Pfad::N,цувг,ದಾರಿ
441,Weg::N,хаалһ,ಹಾದಿ
442,Straße::N,зам,ರಸ್ತೆ
443,Dorf::N,хотн,ಹಳ್ಳಿ
444,Stadt::N,балһсн,ಪಟ್ಟಣ
445,Brief::N,бичг,ಕಾಗದ
446,Buch::N,дегтр,ಪುಸ್ತಕ
447,Buchstabe::N,үзг,ಅಕ್ಷರ
448,Zeitung::N,газет,ವಾರ್ತಾಪತ್ರಿಕೆ
449,Leben::N,җирһл,ಜೀವನ
450,Tod::N,үкл,ಮರಣ
451,Tod::N,өңгрлһн,ಮರಣ
452,Grab::N,оршалһна нүкн,ಗೋರಿ
453,Kirche::N,чонҗ,ಚರ್ಚು
454,Sünde::N,нүл,ಪಾಪ
455,Sünde::N,килнц,ಪಾಪ
456,Gott::N,бурхн,ದೇವರು
457,Arbeiter::N,көдлмшч,ಕೆಲಸಗಾರ
458,Chef::N,толһач,ದಣಿ
459,Meister::N,урн,ಶಿಕ್ಷಕ
460,Arzt::N,эмч,ವೈದ್ಯ
461,Lehrer::N,багш,ಉಪಾಧ್ಯಾಯ
462,Geld::N,мөңгн,ಹಣ
463,Geschäft::N,көдлмш,ವಾಣಿಜ್ಯ
464,Laden::N,лавк,ಅಂಗಡಿ
465,Preis::N,үн,ಬೆಲೆ
466,Ware::N,эд-тавр,ಸರಕು
467,Nutzen::N,олз,ಲಾಭ
468,Reichtum::N,зөөр,ಸಂಪತ್ತು
469,Welt::N,орчлң,ಭೂಲೋಕ
470,Welt::N,делкә,ಭೂಲೋಕ
471,Land::N,орн-нутг,ದೇಶ
472,Staat::N,государств,ರಾಜ್ಯ
473,König::N,хан,ರಾಜ
474,Macht::N,йосн,ಅಧಿಕಾರ
475,Grenze::N,меҗә,ಗಡಿ
476,Krieg::N,дән,ಯುದ್ಧ
477,Feind::N,дәәсн,ಶತ್ರು
478,Gewalt::N,күч һарһлһн,ಹಿಂಸೆ
479,Kampf::N,ноолдан,ಹೋರಾಟ
480,Kampf::N,бәрлдлһн,ಹೋರಾಟ
481,Bogen[Waffe]::N,саадг,ಬಿಲ್ಲು
482,Pfeil::N,сумн,ಅಂಬು
483,Gewehr::N,бу,ಬಂದೂಕು
484,Fehler::N,алдг,ತಪ್ಪು
485,Lüge::N,худл,ಸುಳ್ಳು
486,Schaden::N,хорлт,ಹಾನಿ
487,Unglück::N,гүрм,ಅಪಾಯ
488,Schuld::N,гем,ದೋಷ
489,Schuld::N,буру,ದೋಷ
490,Alter::N,насн,ಮುಪ್ಪು
491,Schluss::N,чилгч,ಮುಕ್ತಾಯ
492,Zeit::N,цаг,ಕಾಲ
493,Tag::N,өдр,ದಿನ
494,Morgen::N,өрүн,ಮುಂಜಾನೆ
495,Mittag::N,үд,ನಡುಹಗಲು
496,Abend::N,асхн,ಸಂಜೆ
497,Nacht::N,сө,ರಾತ್ರಿ
498,Woche::N,долан хонг,ವಾರ
499,Monat::N,сар,ತಿಂಗಳು
500,Jahr::N,җил,ಸಂವತ್ಸರ
501,Frühling::N,хавр,ವಸಂತ
502,Sommer::N,зун,ಬಿಸಿಲುಕಾಲ
503,Herbst::N,намр,ಶರತ್ಕಾಲ
504,Winter::N,үвл,ಚಳಿಗಾಲ
505,Januar::N,январь,ನಾಲ್ಚಳಿ
506,Februar::N,февраль,ಅಯ್ಚಳಿ
507,März::N,март,ಮೊಬ್ಬೇಸಿಗೆ
508,März::N,моһа сар,ಮೊಬ್ಬೇಸಿಗೆ
509,April::N,апрель,ಇಬ್ಬೇಸಿಗೆ
510,Mai::N,май,ಮುಬ್ಬೇಸಿಗೆ
511,Juni::N,июнь,ಮೊಮ್ಮಳೆ
512,Juni::N,мөчн сар,ಮೊಮ್ಮಳೆ
513,Juli::N,июль,ಇಮ್ಮಳೆ
514,August::N,август,ಮುಮ್ಮಳೆ
515,September::N,һаха сар,ನಾಲ್ಮಳೆ
516,Oktober::N,октябрь,ಮೊಚ್ಚಳಿ
517,November::N,ноябрь,ಇಚ್ಚಳಿ
518,November::N,үкр сар,ಇಚ್ಚಳಿ
519,Dezember::N,бар сар,ಮುಚ್ಚಳಿ
520,Montag::N,понедельник,ಸೋಮುವಾರ
521,Dienstag::N,вторник,ಮಂಗಳವಾರ
522,Mittwoch::N,среда,ಬುಧವಾರ
523,Mittwoch::N,үлмҗ өдр,ಬುಧವಾರ
524,Donnerstag::N,четверг,ಗುರುವಾರ
525,Donnerstag::N,пүрвә өдр,ಗುರುವಾರ
526,Freitag::N,пятниц,ಶುಕ್ರವಾರ
527,Samstag::N,суббот,ಶನಿವಾರ
528,Sonntag::N,нарн өдр,ಭಾನುವಾರ
529,Sonntag::N,воскресень,ಭಾನುವಾರ
530,groß::A,ик,ದೊಡ್ಡ
531,klein::A,бичкн,ಪುಟ್ಟ
532,lang::A,ут,ದೀರ್ಘ
533,kurz::A,оһтр,ಚಕ್ಕ
534,breit::A,өргн,ಅಗಲವಾದ
535,schmal::A,уутьхн,ಇಕ್ಕಟ್ಟಾದ
536,dicht::A,нигт,ದಟ್ಟ
537,dick[Gegenstand]::A,зузан,ದಟ್ಟ
538,dünn::A,нимгн,ತೆಳು
539,fein::A,нәрхн,ಕೋಮಲ
540,fest::A,бат,ಘನ
541,flach::A,хавтха,ಚಪ್ಪಟೆ
542,glatt::A,тегш,ನಯ
543,glatt::A,тиньгр,ನಯ
544,hart::A,хату,ಗಟ್ಟಿ
545,weich::A,җөөлн,ಮೃದುವಾದ
546,weich::A,җөөлкн,ಮೃದುವಾದ
547,rund::A,төгрг,ವರ್ತುಳ
548,spitz::A,шовһр,ಮೊನಚಾದ
549,scharf::A,хурц,ತೀಕ್ಷ್ಣ
550,stumpf::A,мука,ಮೊಂಡು
551,schwer::A,күнд,ಭಾರಿ
552,schön::A,сәәхн,ಸುಂದರ
