,Concept_ID,mrj,es
116,Quelle::N,вӹдсӹнзӓ,manantial
117,Bach::N,ӓнгӹр,arroyo
118,Fluss::N,вӹд,río
119,Ufer::N,сир,orilla
120,Küste::N,сир,costa
121,Festland::N,мӱлӓндӹ,tierra firme
122,Meer::N,тангыж,mar
123,Bucht::N,вӹдъял,cala
124,Bucht::N,вӹдъял,bahía
125,Insel::N,острок,isla
126,Blume::N,пеледӹш,flor
127,Gras::N,шуды,hierba
128,Wurzel::N,важ,raíz
129,Baum::N,пушӓнгӹ,árbol
130,Stamm::N,пушӓнгӹ тӹнг,tronco
131,Rinde::N,каргыж,corteza
132,Ast::N,укш,rama
133,Zweig::N,укш,ramo
134,Blatt::N,листӹ,hoja
135,Birke::N,куги,abedul
136,Kiefer[Baum]::N,йӓктӹ,pino
137,Weide[Baum]::N,уа,sauce
138,Tanne::N,кож,abeto
139,Horn::N,шур,asta
140,Horn::N,шур,cuerno
141,Feder::N,пын,pluma
142,Fell::N,кавашты,piel
143,Flügel::N,шылдыр,ala
144,Klaue::N,кӹч,garra
145,Kralle::N,лапа,uña
146,Kralle::N,лапа,garra
147,Schwanz::N,пач,cola
148,Ei::N,мыны,huevo
149,Nest::N,пӹжӓш,nido
150,Bau::N,ыраж,madriguera
151,Tier::N,во́льык,animal
152,Herde::N,кӹтö,rebaño
153,Kuh::N,ышкал,vaca
154,Bulle::N,ӱшкӱж,toro
155,Pferd::N,имни,caballo
156,Schaf::N,шарык,oveja
157,Schwein::N,сасна,cerdo
158,Hund::N,пи,perro
159,Katze::N,коти,gato
160,Bär::N,мöскӓ,oso
161,Eichhörnchen::N,ур,ardilla
162,Elch::N,шарды,alce
163,Fuchs::N,рӹвӹж,zorro
164,Hase::N,морен,liebre
165,Maus::N,каля,ratón
166,Wolf::N,пирӹ,lobo
167,Vogel::N,кек,ave
168,Vogel::N,кек,pájaro
169,Schwarm::N,цуца,bandada
170,Huhn::N,цӹвӹ,gallina
171,Hahn::N,ӓптӓн,gallo
172,Gans::N,комбы,oca
173,Gans::N,комбы,ganso
174,Adler::N,кучкыж,águila
175,Ente::N,лыды,pato
176,Eule::N,тымана,lechuza
177,Kranich::N,тырня,grulla
178,Kranich::N,тыртня,grulla
179,Krähe::N,лудыгарак,corneja
180,Kuckuck::N,куку,cuco
181,Schwan::N,йӱксӹ,cisne
182,Fisch::N,кол,pez
183,Barsch::N,алангы,perca
184,Hecht::N,нуж,lucio
185,Hecht::N,нужгол,lucio
186,Schlange[Tier]::N,кӹшкы,serpiente
187,Wurm::N,шукш,gusano
188,Spinne::N,ӓнгӹремшӹ,araña
189,Ameise::N,кыткы,hormiga
190,Laus::N,ти,piojo
191,Mücke::N,кужнер,mosquito
192,Mücke::N,кужынер,mosquito
193,Fliege::N,шӹнгӓ,mosca
194,Schmetterling::N,лӹпӹ,mariposa
195,Beere::N,мöр,baya
196,Apfel::N,олма,manzana
197,Pilz::N,понгы,seta
198,Pilz::N,понгы,hongo
199,Zwiebel::N,охыра,cebolla
200,Saat::N,нӱшмӹ,siembra
201,Saat::N,нӱшмӱ,siembra
202,Korn::N,пӹрцӹ,grano
203,Heu::N,шуды,heno
204,Schale::N,аваха,cáscara
205,Schale::N,карлангы,cáscara
206,Grube::N,йӓм,foso
207,Falle::N,лӱдӹ,trampa
208,Falle::N,лӱдӹш,trampa
209,Schlinge::N,онгы,lazo
210,Spur::N,кишӓ,huella
211,Asche::N,ломых,ceniza
212,Asche::N,ломпыж,ceniza
213,Dreck::N,лявӹрӓ,suciedad
214,Eisen::N,кӹртни,hierro
215,Gold::N,шöртни,oro
216,Gold::N,шöртньӹ,oro
217,Silber::N,ши,plata
218,Kohle::N,шӱ,carbón
219,Glas::N,охоница,vidrio
220,Glas::N,охоница,cristal
221,Lehm::N,шун,barro
222,Sand::N,ошма,arena
223,Mensch::N,эдем,hombre
224,Mensch::N,эдем,ser humano
225,Mann::N,пӱэргӹ,hombre
226,Frau::N,ӹдӹрӓмӓш,mujer
227,Kind::N,ӓзӓ,niño
228,Kind::N,шачшы,niño
229,Junge::N,рвезӹ,chico
230,Junge::N,рвезӹ,muchacho
231,Junge::N,ӹрвезӹ,chico
232,Junge::N,ӹрвезӹ,muchacho
233,Mädchen::N,ӹдӹрӓш,chica
234,Mädchen::N,ӹдӹрӓш,muchacha
235,Familie::N,йиш,familia
236,Familie::N,семня,familia
237,Großvater::N,тьоти,abuelo
238,Großmutter::N,папа,abuela
239,Eltern::N,ӓтя-ӓвӓ,padres
240,Vater::N,ӓтя,padre
241,Mutter::N,ӓвӓ,madre
242,Sohn::N,эргӹ,hijo
243,Tochter::N,ӹдӹр,hija
244,Bruder::N,ӹза,hermano
245,Schwester::N,ӓкӓ,hermana
246,Onkel::N,кугуза,tío
247,Tante::N,куака,tía
248,Ehemann::N,мары,esposo
249,Ehefrau::N,вӓтӹ,esposa
250,Freude::N,ӹвӹртӹмӓш,placer
251,Freude::N,ӹвӹртӹмӓш,alegría
252,Gelächter::N,ваштылмаш,risa
253,Gelächter::N,ваштылмаш,carcajada
254,Glück::N,пиӓл,felicidad
255,Kummer::N,ясы,pena
256,Wunsch::N,охата,deseo
257,Wunsch::N,шанымаш,deseo
258,Lust::N,шӓр,ganas
259,Lust::N,охата,ganas
260,Lust::N,шанымаш,ganas
261,Geist::N,тух,mente
262,Geist::N,тух,espíritu
263,Gedanke::N,шанымаш,idea
264,Gedanke::N,шанымаш,pensamiento
265,Gedächtnis::N,ӓш,memoria
266,Verstand::N,ыш,razón
267,Verstand::N,ыш,entendimiento
268,Sinn::N,кын,sentido
269,Sinn::N,кын,significado
270,Grund::N,вир,causa
271,Wahrheit::N,тöр,verdad
272,Gespräch::N,хытырымаш,conversación
273,Märchen::N,ямак,cuento
274,Erzählung::N,шайыштмаш,cuento
275,Erzählung::N,шайыштмаш,narración
276,Nachricht::N,увертӓрӹмӓш,mensaje
277,Neuigkeit::N,увер,noticia
278,Name::N,лӹм,nombre
279,Rätsel::N,тышты,acertijo
280,Rätsel::N,тышты,adivinanza
281,Rede::N,шая,discurso
282,Rede::N,шамак,discurso
283,Sprache::N,йӹлмӹ,lengua
284,Stimme::N,юк,voz
285,Wort::N,шамак,palabra
286,Zeichen::N,палӹ,señal
287,Ruf::N,сӹгӹрӹмӓш,llamada
288,Lärm::N,юкланымащ,ruido
289,Lärm::N,юкланымащ,barullo
290,Laut::N,юк,sonido
291,Ton::N,юк,tono
292,Lied::N,мыры,canción
293,Ruhe::N,тыр,calma
294,Ruhe::N,тыр,silencio
295,Leute::N,эдемвлӓ,gente
296,Volk::N,халык,pueblo
297,Arbeit::N,пӓшӓ,trabajo
298,Gast::N,хына,huésped
299,Gast::N,хына,invitado
300,Geschenk::N,подарка,regalo
301,Spiel::N,мадыш,juego
302,Gesellschaft::N,йӓл,compañía
303,Gesellschaft::N,йӓлвлӓ,compañía
304,Hilfe::N,палшык,ayuda
305,Hilfe::N,палшык,socorro
306,Freund::N,тӓнг,amigo
307,Kamerad::N,тос,camarada
308,Kamerad::N,тос,compañero
309,Angelegenheit::N,дела,asunto
310,Angelegenheit::N,йела,asunto
311,Angelegenheit::N,йыла,asunto
312,Angelegenheit::N,пӓшӓ,asunto
313,Anzahl::N,шот,cantidad
314,Art::N,цӹре,tipo
315,Art::N,цӹре,clase
316,Stück::N,лаштык,pieza
317,Teil::N,пай,parte
318,Teil::N,часть,parte
319,Hälfte::N,пел,mitad
320,Kreis::N,тӹртӹш,círculo
321,Kreuz::N,крестӹ,cruz
322,Abstand::N,ло,distancia
323,Entfernung::N,ло,distancia
324,Gegend::N,вӓр,región
325,Gegend::N,вӓр,comarca
326,Platz::N,вӓр,espacio
327,Ort::N,вӓр,sitio
328,Seite::N,öрдӹж,lado
329,Seite::N,öрдӹж,costado
330,Mitte::N,ло,medio
331,Mitte::N,ло,centro
332,Gegenstand::N,хӓдӹр,objeto
333,Sache::N,хӓдӹр,cosa
334,Rand::N,шöр,borde
335,Kante::N,шöр,borde
336,Ecke::N,лык,esquina
337,Spitze::N,вуй,punta
338,Ende::N,вуй,cabo
339,Ende::N,вуй,extremo
340,Ende::N,мычаш,cabo
341,Ende::N,мычаш,extremo
342,Loch::N,ыраж,agujero
343,Loch::N,ыраж,abertura
344,Winkel::N,лык,ángulo
345,Muster::N,тӹрлец,dibujo
346,Größe::N,кӱкшӹц,tamaño
347,Länge::N,кыт,longitud
348,Höhe::N,кӱкшӹц,altura
349,Höhe::N,кӱкшӹц,altitud
350,Gewicht::N,нелӹц,peso
351,Menge::N,шот,cantidad
352,Haufen::N,ара,montón
353,Reihe::N,ряд,fila
354,Boot::N,пыш,bote
355,Boot::N,пыш,barca
356,Ruder::N,вешлӓ,remo
357,Schlitten::N,тир,trineo
358,Ski::N,ечӹ,esquí
359,Lagerfeuer::N,тыл,hoguera
360,Last::N,нелӹц,carga
361,Gang::N,ход,marcha
362,Schritt::N,ашкыл,paso
363,Norden::N,йыдпелвел,norte
364,Süden::N,кечӹвӓлвел,sur
365,Westen::N,кечӹ шӹцмӹ,oeste
366,Osten::N,ирвел,este
367,Osten::N,кечӹ лӱлтмӹ,este
368,Holz::N,пушӓнгӹ,madera
369,Brett::N,ханга,tabla
370,Platte::N,плитӓ,placa
371,Platte::N,плитӓ,plancha
372,Stütze::N,цӓрӓк,sostén
373,Stütze::N,цӓрӓк,soporte
374,Stange::N,равы,vara
375,Stange::N,равы,percha
376,Stange::N,намаш,vara
377,Stange::N,намаш,percha
378,Stock::N,панды,palo
379,Stock::N,панды,bastón
380,Stab::N,равы,vara
381,Stab::N,равы,bastón
382,Rohr::N,пыч,tubo
383,Haus::N,пöрт,casa
384,Heim::N,пöрт,hogar
385,Ofen::N,камака,estufa
386,Fußboden::N,седӹрӓ,suelo
387,Tisch::N,стöл,mesa
388,Stuhl::N,пöкен,silla
389,Wiege::N,шипкӓ,cuna
390,Bett::N,койка,cama
391,Bett::N,кравать,cama
392,Regal::N,полицӓ,estantería
393,Kiste::N,шӱ́ндӹк,caja
394,Fenster::N,окня,ventana
395,Tür::N,амаса,puerta
396,Tor::N,хапка,puerta
397,Zaun::N,забор,valla
398,Zaun::N,забор,cercado
399,Dach::N,левӓш,techo
400,Dach::N,левӓш,tejado
401,Leiter::N,ташкалтыш,escalera
402,Besen::N,сало,escoba
403,Besen::N,салко,escoba
404,Spaten::N,кольмы,pala
405,Schaufel::N,лоток,pala
406,Schaufel::N,лоток,paleta
407,Gabel::N,ви́лка,tenedor
408,Löffel::N,савала,cuchara
409,Messer::N,кӹзӹ,cuchillo
410,Nagel::N,пыда,clavo
411,Netz::N,вӓпш,red
412,Haken::N,крӱк,gancho
413,Haken::N,крӱк,corchete
414,Haken::N,кагак,gancho
415,Haken::N,кагак,corchete
416,Griff::N,кычем,asa
417,Griff::N,кычем,mango
418,Schloss::N,замок,cerradura
419,Schloss::N,сыравач,cerradura
420,Bild::N,картин,imagen
421,Figur::N,кӓн,figura
422,Puppe::N,поханя,muñeca
423,Beutel::N,мешӓк,bolsa
424,Bündel::N,топ,haz
425,Bündel::N,пидӹш,haz
426,Bündel::N,кӹлдӹш,haz
427,Tasche::N,сумкы,bolso
428,Eimer::N,ведӹрӓ,cubo
429,Deckel::N,комдыш,tapa
430,Deckel::N,комдыш,tapadera
431,Geschirr::N,ӓтӹ,vajilla
432,Sack::N,мешӓк,saco
433,Tasse::N,цӓшкӓ,taza
434,Topf::N,ми́ска,olla
435,Topf::N,ми́ска,marmita
436,Kessel::N,пад,caldera
437,Essen::N,качкыш,comida
438,Essen::N,качкыш-йӱш,comida
439,Nahrung::N,качкыш,alimento
440,Nahrung::N,качкыш-йӱш,alimento
441,Speise::N,няня,plato
442,Fleisch::N,пай,carne
443,Getreide::N,киндӹ,cereales
444,Brei::N,шӹрӓш,puré
445,Brei::N,шӹрӓш,papilla
446,Brot::N,сыкыр,pan
447,Scheibe::N,ламыт,lonja
448,Scheibe::N,ламыт,rebanada
449,Scheibe::N,лаштык,lonja
450,Scheibe::N,лаштык,rebanada
451,Fett::N,кая,grasa
452,Butter::N,ӱ,mantequilla
453,Öl::N,ӱ,aceite
454,Salz::N,санзал,sal
455,Suppe::N,лем,sopa
456,Honig::N,мӱ,miel
457,Milch::N,шӹшер,leche
458,Tee::N,чӓй,té
459,Leder::N,шарга,cuero
460,Leder::N,кавашты,cuero
461,Wolle::N,миж,lana
462,Stoff::N,матер,tela
463,Stoff::N,матер,tejido
464,Stoff::N,матери,tela
465,Stoff::N,матери,tejido
466,Nadel::N,им,aguja
467,Faden::N,шӹртӹ,hilo
468,Knopf::N,полдыш,botón
469,Knoten::N,пӱкшем,nudo
470,Farbe::N,чиӓ,pintura
471,Farbe::N,крӓскӓ,pintura
472,Kleidung::N,выргем,ropa
473,Kleidung::N,выргем,vestidos
474,Hemd::N,тыгыр,camisa
475,Kragen::N,шӱ,cuello
476,Ärmel::N,шокш,manga
477,Hose::N,ялаш,pantalón
478,Gürtel::N,ӹштӹ,cinturón
479,Mütze::N,упш,gorro
480,Schuh::N,ту́фльы,zapato
481,Stiefel::N,кем,bota
482,Ring::N,шӓргӓш,anillo
483,Band::N,лемтӓ,cinta
484,Kamm::N,шерге,peine
485,Spiegel::N,тӹгӹр,espejo
486,Riemen::N,прӓжӓ,correa
487,Schnur::N,кӓндӹра,cuerda
488,Leine::N,керем,correa
489,Decke::N,одеял,manta
490,Kissen::N,кӹпцӹк,almohada
491,Tuch::N,савыц,pañuelo
492,Handtuch::N,шӹргӹсавыц,toalla
493,Handtuch::N,шӹргӹмсавыц,toalla
494,Kraft::N,ви,fuerza
495,Stärke::N,ви,fuerza
496,Gesundheit::N,шу,salud
497,Gesundheit::N,шулык,salud
498,Krankheit::N,мыж,enfermedad
499,Schmerz::N,карштыш,dolor
500,Wunde::N,шушыр,llaga
501,Wunde::N,шушыр,herida
502,Fieber::N,ӱштӹмыж,fiebre
503,Arznei::N,лекӓрцӹ,medicina
504,Arznei::N,лекӓрцӹ,medicamento
505,Brücke::N,кӹвер,puente
506,Brunnen::N,вӹдсӹнзӓ,pozo
507,Weide::N,ныр,pasto
508,Pfad::N,ялгорны,sendero
509,Weg::N,корны,camino
510,Straße::N,корны,vía
511,Straße::N,корны,carretera
512,Dorf::N,сола,aldea
513,Dorf::N,сола,pueblo
514,Stadt::N,города,ciudad
515,Brief::N,сирмӓш,carta
516,Buch::N,книгӓ,libro
517,Buchstabe::N,буква́,letra
518,Buchstabe::N,буква́,carácter
519,Zeitung::N,газет,diario
520,Zeitung::N,газет,periódico
521,Zeitung::N,кайзет,diario
522,Zeitung::N,кайзет,periódico
523,Leben::N,житя,vida
524,Tod::N,смöрт,muerte
525,Grab::N,шӹгер,tumba
526,Grab::N,шӹгер,sepulcro
527,Grab::N,мыгилӓ,tumba
528,Grab::N,мыгилӓ,sepulcro
529,Grab::N,шӹгерлӓ,tumba
530,Grab::N,шӹгерлӓ,sepulcro
531,Kirche::N,церкӹ,iglesia
532,Sünde::N,сулык,pecado
533,Gott::N,йымы,dios
534,Arbeiter::N,пӓшӓзӹ,obrero
535,Arbeiter::N,пӓшӓзӹ,trabajador
536,Chef::N,вуй,jefe
537,Meister::N,мастар,maestro
538,Arzt::N,доктор,médico
539,Lehrer::N,тымдышы,profesor
540,Geld::N,окса,dinero
541,Geschäft::N,торге́йӹмӓш,negocio
542,Laden::N,лапка,tienda
543,Laden::N,магазин,tienda
544,Preis::N,ӓк,precio
545,Ware::N,товар,mercancía
546,Nutzen::N,пайда,provecho
547,Reichtum::N,перке,riqueza
548,Welt::N,сӓндӓлӹк,mundo
549,Welt::N,свет,mundo
550,Land::N,сӓндӓлӹк,país
551,Staat::N,кугижӓншӹ,Estado
552,König::N,король,rey
553,Macht::N,власть,poder
554,Macht::N,власть,potencia
555,Grenze::N,пӹсмӓн,frontera
556,Krieg::N,вырсы,guerra
557,Feind::N,тышман,enemigo
558,Gewalt::N,ви,violencia
559,Kampf::N,кредӓлмӓш,lucha
560,Kampf::N,кредӓлмӓш,combate
561,Bogen[Waffe]::N,янгеж,arco
562,Pfeil::N,пикш,flecha
563,Gewehr::N,пичӓл,fusil
564,Gewehr::N,пичӓл,escopeta
565,Fehler::N,самынь,error
566,Lüge::N,шая,mentira
567,Schaden::N,вре́дӓ,daño
568,Unglück::N,пёда,desgracia
569,Unglück::N,тымаша,desgracia
570,Schuld::N,вуйнамат,culpa
571,Alter::N,иӓш,edad
572,Alter::N,игечӹ,edad
573,Schluss::N,пӹтӓртӹш,fin
574,Schluss::N,пӹтӓртӹш,final
575,Zeit::N,веремӓ,tiempo
576,Tag::N,кечӹ,día
577,Morgen::N,ир,mañana
578,Morgen::N,ирок,mañana
579,Mittag::N,кечӹвӓл,mediodía
580,Abend::N,вады,noche
581,Nacht::N,йыд,noche
582,Woche::N,ӓрня,semana
583,Monat::N,тӹ́лзӹ,mes
584,Jahr::N,год,año
585,Frühling::N,шошым,primavera
586,Sommer::N,кӓнгӹж,verano
587,Herbst::N,шӹжӹ,otoño
588,Winter::N,тел,invierno
589,Winter::N,телӹ,invierno
590,Januar::N,январ,enero
591,Januar::N,январь,enero
592,Februar::N,февраль,febrero
593,März::N,март,marzo
594,April::N,апрель,abril
595,Mai::N,май,mayo
596,Juni::N,июнь,junio
597,Juli::N,июль,julio
598,August::N,август,agosto
599,September::N,сентябрь,septiembre
600,Oktober::N,октябрь,octubre
601,November::N,ноябрь,noviembre
602,Dezember::N,декавыр,diciembre
603,Montag::N,шачмы,lunes
604,Dienstag::N,кышкыжмы,martes
605,Mittwoch::N,вӹрчегӹ,miércoles
606,Donnerstag::N,изӓрня,jueves
607,Freitag::N,когарня,viernes
608,Samstag::N,кукшыгечӹ,sábado
609,Sonntag::N,рушӓрня,domingo
610,groß::A,кого,grande
611,klein::A,изи,pequeño
612,lang::A,кужы,largo
613,kurz::A,кӹтӹк,corto
614,breit::A,кымда,ancho
615,schmal::A,ӓнгӹсӹр,estrecho
616,dicht::A,шӹре,denso
617,dick[Gegenstand]::A,кӹжгӹ,grueso
618,dünn::A,вӹцкӹж,fino
619,dünn::A,вӹцкӹж,delgado
620,fein::A,пыльга,fino
621,fein::A,пыльга,delicado
622,fest::A,цаткыды,firme
623,fest::A,цаткыды,sólido
624,flach::A,тӓлякӓ,plano
625,glatt::A,ягылгы,liso
626,hart::A,пингӹдӹ,duro
627,weich::A,пышкыды,muelle
628,rund::A,тӹртӹш,redondo
629,spitz::A,кашар,agudo
630,spitz::A,кашар,apuntado
631,scharf::A,кашар,agudo
632,scharf::A,кашар,afilado
633,stumpf::A,нӹшкӹ,sin filo
634,schwer::A,нелӹ,pesado
635,schön::A,цевер,bello
636,schön::A,цевер,hermoso
637,schön::A,олмыдшы,bello
638,schön::A,олмыдшы,hermoso
639,heiß::A,шокшы,caluroso
640,warm::A,шокшы,cálido
641,warm::A,шокшы,caliente
642,kalt::A,ӱштӹ,frío
643,kühl::A,юалгы,fresco
644,kühl::A,йонгата,fresco
645,frisch::A,йонгата,fresco
646,feucht::A,ӹлӹкшӹ,húmedo
647,feucht::A,вӹдӹжгӹ,húmedo
648,nass::A,начкы,mojado
649,trocken::A,кукшы,seco
650,voll::A,темшӹ,lleno
651,voll::A,темыман,lleno
652,leer::A,йӓрӓ,vacío
653,offen::A,виш,abierto
654,geschlossen::A,чӱчмӹ,cerrado
655,geschlossen::A,тӹкӹлӓлтшӹ,cerrado
656,sauber::A,ире,limpio
657,schmutzig::A,шоран,sucio
658,schmutzig::A,лявӹрӓн,sucio
659,schmutzig::A,шорангшы,sucio
660,roh::A,пеле кӱшӹ,crudo
661,reif::A,кӱшӹ,maduro
662,lecker::A,тотан,rico
663,lecker::A,тотан,sabroso
664,süß::A,мӱӓн,dulce
665,bitter::A,качы,amargo
666,sauer::A,шапы,agrio
667,hell::A,соты,claro
668,hell::A,валгыды,claro
669,dunkel::A,пӹц,oscuro
670,dunkel::A,пӹцкемӹш,oscuro
671,schwarz::A,шим,negro
672,weiß::A,ош,blanco
673,weiß::A,ошы,blanco
674,rot::A,якшаргы,rojo
675,gelb::A,сар,amarillo
676,gelb::A,сары,amarillo
677,blau::A,симсӹ,azul
678,grün::A,ыжар,verde
679,grau::A,луды,gris
680,bunt::A,ала,multicolor
681,billig::A,шулдаш,barato
682,teuer::A,шергӹ,caro
683,teuer::A,шергӓкӓн,caro
684,wertvoll::A,ӓкӓн,valioso
685,wertvoll::A,ӓкӓн,precioso
686,blind::A,слöпöй,ciego
687,blind::A,сльöпöй,ciego
688,taub::A,тӱтӱк,sordo
689,kräftig::A,виӓн,fuerte
690,stark::A,виӓн,fuerte
691,stark::A,виӓн,vigoroso
692,schwach::A,шава,débil
693,schwach::A,лӹпкӓ,débil
694,schwach::A,слабка,débil
695,fett::A,таза,obeso
696,schlank::A,яштака,esbelto
697,hübsch::A,сӹлнӹ,mono
698,hübsch::A,сӹлнӹ,guapo
699,hübsch::A,олмыдшы,mono
700,hübsch::A,олмыдшы,guapo
701,böse::A,шӹдӓн,malo
702,dumm::A,окмак,tonto
703,dumm::A,окмак,estúpido
704,faul::A,ялахай,vago
705,faul::A,ялахай,perezoso
706,fleißig::A,пӓшам яратышы,aplicado
707,fleißig::A,пӓшам яратышы,diligente
708,geizig::A,шык,avaro
709,klug::A,ышан,sensato
710,klug::A,ышан,inteligente
711,geschickt::A,мастар,hábil
712,lieb::A,тыри,querido
713,lustig::A,мындыр,alegre
714,lustig::A,сусу,alegre
715,sanft::A,йӹвӹжӓ,suave
716,hungrig::A,шужышы,hambriento
717,krank::A,церлӹ,enfermo
718,krank::A,хворой,enfermo
719,nackt::A,цӓрӓ,desnudo
720,traurig::A,сы́лыкан,triste
721,traurig::A,кымы́лдымы,triste
722,lebendig::A,живой,vivo
723,lebendig::A,живой,viviente
724,gut::A,яжо,bueno
725,schlecht::A,уда,malo
726,schlecht::A,худа,malo
727,richtig::A,вургамла,justo
728,richtig::A,вургамла,correcto
729,schlimm::A,йӹрнык,malo
730,schlimm::A,йӹрнык,grave
731,wahr::A,настоящий,verídico
732,wahr::A,настоящий,verdadero
733,wahr::A,настояшый,verídico
734,wahr::A,настояшый,verdadero
735,alt::A,шонгы,viejo
736,neu::A,у,nuevo
737,ehemalig::A,тошты,antiguo
738,alt[Lebewesen]::A,ӹлалшӹ,viejo
739,jung::A,нöргӹ,joven
740,jung::A,молода,joven
741,arm::A,укеӓн,pobre
742,reich::A,паян,rico
743,reich::A,пурлыкан,rico
744,bekannt::A,палӹмӹ,conocido
745,berühmt::A,лӹмлы,famoso
746,berühmt::A,лӹмлы,célebre
747,fremd::A,эдемӹн,extraño
748,verschieden::A,тӹрлӹ,diverso
749,verschieden::A,тӹрлӹ,distinto
750,verschieden::A,тӹрлӹ,diferente
751,nah::A,лишӹл,cercano
752,fern::A,мӹндӹр,lejano
753,linker::A,шалахай,izquierdo
754,rechter::A,вургамла,derecho
755,anderer::A,вес,otro
756,anderer::A,весӹ,otro
757,erster::A,икшӹ,primero
758,erster::A,икӹмшӹ,primero
759,zweiter::A,кокшы,segundo
760,dritter::A,кымшы,tercero
761,letzter::A,остатка,último
762,allein::ADV,иктӹ,a solo
763,allein::ADV,иктӹт,a solo
764,auf einmal::ADV,тöрöк,de una vez
765,zusammen::ADV,икараш,juntos
766,zusammen::ADV,цымырын,juntos
767,lange::ADV,кужын,mucho tiempo
768,plötzlich::ADV,трӱк,de repente
769,sofort::ADV,полт,en seguida
770,sofort::ADV,тöрöк,en seguida
771,sofort::ADV,тӹшӓкок,en seguida
