,Concept_ID,pt,ca
652,Frühling::N,primavera,primavera
653,Sommer::N,verão,estīu
654,Herbst::N,outono,tardor
655,Winter::N,inverno,hivērn
656,Januar::N,Janeiro,gener
657,Februar::N,Fevereiro,febrer
658,März::N,Março,març
659,April::N,Abril,abril
660,Mai::N,Maio,maig
661,Juni::N,Junho,juny
662,Juli::N,Julho,juliol
663,August::N,Agosto,agost
664,September::N,Setembro,setembre
665,Oktober::N,Outubro,octubre
666,November::N,Novembro,novembre
667,Dezember::N,Dezembro,desembre
668,Montag::N,segunda-feira,dilluns
669,Dienstag::N,terça-feira,dimarts
670,Mittwoch::N,quarta-feira,dimecres
671,Donnerstag::N,quinta-feira,dijous
672,Freitag::N,sexta-feira,divendres
673,Samstag::N,sábado,dissabte
674,Sonntag::N,domingo,diumenge
675,groß::A,grande,gros
676,klein::A,pequeno,petīt
677,lang::A,comprido,llarg
678,kurz::A,curto,curt
679,breit::A,largo,ample
680,schmal::A,estreito,estret
681,dicht::A,denso,dens
682,dick[Gegenstand]::A,grosso,gruixūt
683,dünn::A,delgado,prim
684,fein::A,fino,fi
685,fein::A,subtil,fi
686,fest::A,firme,ferm
687,fest::A,firme,sòlid
688,fest::A,sólido,ferm
689,fest::A,sólido,sòlid
690,flach::A,plano,pla
691,glatt::A,liso,llis
692,hart::A,duro,dur
693,weich::A,mole,tou
694,rund::A,redondo,rodó
695,spitz::A,agudo,punxegut
696,scharf::A,afiado,agut
697,stumpf::A,rombo,rom
698,stumpf::A,rombo,esmussat
699,schwer::A,pesado,pesāt
700,schön::A,belo,bonīc
701,schön::A,bonito,bonīc
702,heiß::A,quente,calēnt
703,warm::A,quente,càlid
704,kalt::A,frio,fred
705,kühl::A,fresco,fresc
706,frisch::A,fresco,fresc
707,feucht::A,húmido,humit
708,nass::A,molhado,mullat
709,trocken::A,seco,sec
710,voll::A,cheio,ple
711,leer::A,vazio,buit
712,offen::A,aberto,obert
713,geschlossen::A,fechado,tancat
714,sauber::A,limpo,net
715,schmutzig::A,sujo,brut
716,roh::A,cru,cru
717,reif::A,maduro,madur
718,lecker::A,delicioso,deliciós
719,süß::A,doce,dolç
720,bitter::A,amargo,amarg
721,sauer::A,azedo,agre
722,hell::A,claro,clar
723,dunkel::A,escuro,fosc
724,dunkel::A,sombrio,fosc
725,schwarz::A,preto,negre
726,weiß::A,branco,blanc
727,rot::A,vermelho,vermēll
728,gelb::A,amarelo,groc
729,blau::A,azul,blau
730,grün::A,verde,verd
731,grau::A,cinzento,gris
732,bunt::A,colorido,multicolor
733,billig::A,barato,barat
734,teuer::A,caro,car
735,wertvoll::A,valioso,preciós
736,wertvoll::A,precioso,preciós
737,blind::A,cego,cec
738,taub::A,surdo,sord
739,kräftig::A,forte,fort
740,kräftig::A,forte,vigorós
741,kräftig::A,poderoso,fort
742,kräftig::A,poderoso,vigorós
743,stark::A,forte,fort
744,stark::A,robusto,fort
745,schwach::A,débil,feble
746,fett::A,gordo,gras
747,schlank::A,esbelto,esvelt
748,hübsch::A,giro,maco
749,hübsch::A,bonito,maco
750,böse::A,mau,dolent
751,dumm::A,parvo,ximple
752,dumm::A,parvo,estúpid
753,dumm::A,estúpido,ximple
754,dumm::A,estúpido,estúpid
755,faul::A,preguiçoso,gandūl
756,faul::A,preguiçoso,mandrós
757,fleißig::A,aplicado,diligēnt
758,fleißig::A,diligente,diligēnt
759,geizig::A,avarento,avar
760,klug::A,prudente,intel·ligent
761,klug::A,inteligente,intel·ligent
762,geschickt::A,hábil,hàbil
763,lieb::A,caro,amat
764,lieb::A,caro,estimat
765,lieb::A,querido,amat
766,lieb::A,querido,estimat
767,lustig::A,alegre,alegre
768,sanft::A,suave,suau
769,sanft::A,brando,suau
770,hungrig::A,faminto,afamat
771,krank::A,doente,malālt
772,krank::A,enfermo,malālt
773,nackt::A,nu,nu
774,nackt::A,despido,nu
775,traurig::A,triste,trist
776,lebendig::A,vivo,viu
777,gut::A,bom,bo
778,schlecht::A,mau,dolēnt
779,schlecht::A,ruim,dolēnt
780,richtig::A,justo,just
781,richtig::A,justo,correcte
782,richtig::A,correcto,just
783,richtig::A,correcto,correcte
784,schlimm::A,mau,greu
785,schlimm::A,grave,greu
786,wahr::A,verdadeiro,vertader
787,wahr::A,verdadeiro,veritable
788,alt::A,velho,vell
789,alt::A,antigo,vell
790,neu::A,novo,nou
791,ehemalig::A,antigo,antic
792,alt[Lebewesen]::A,velho,vell
793,jung::A,jovem,jove
794,arm::A,pobre,pobre
795,reich::A,rico,ric
796,bekannt::A,conhecido,conegut
797,berühmt::A,famoso,famós
798,berühmt::A,célebre,famós
799,fremd::A,alheio,estrany
800,fremd::A,estranho,estrany
801,verschieden::A,diverso,diferent
802,verschieden::A,diferente,diferent
803,nah::A,próximo,pròxim
804,fern::A,remoto,llunyà
805,fern::A,remoto,distant
806,fern::A,distante,llunyà
807,fern::A,distante,distant
808,linker::A,esquerdo,esquerre
809,rechter::A,direito,dret
810,anderer::A,outro,altre
811,erster::A,primeiro,primer
812,zweiter::A,segundo,segon
813,dritter::A,terceiro,tercer
814,letzter::A,final,últim
815,letzter::A,último,últim
816,allein::ADV,só,sol
817,auf einmal::ADV,de vez,d'una vegada
818,zusammen::ADV,juntos,junt
819,lange::ADV,muito tempo,molt de temps
820,plötzlich::ADV,de repente,de cop
821,plötzlich::ADV,de repente,de sobte
822,sofort::ADV,imediatamente,de seguida
823,später::ADV,mais tarde,més tard
824,jetzt::ADV,agora,ara
825,heute::ADV,hoje,avūi
826,morgen::ADV,amanhã,demà
827,bald::ADV,logo,aviāt
828,bald::ADV,breve,aviāt
829,dann::ADV,então,després
830,dann::ADV,depois,després
831,gestern::ADV,ontem,ahir
832,einst::ADV,antigamente,anteriorment
833,damals::ADV,então,llavōrs
834,damals::ADV,então,aleshores
835,danach::ADV,logo,després
836,danach::ADV,depois,després
837,vorher::ADV,antes,abāns
838,zuerst::ADV,primeiro,primer
839,einmal::ADV,uma vez,una vegada
840,manchmal::ADV,às vezes,de vegades
841,oft::ADV,muitas vezes,sovint
842,immer::ADV,sempre,sempre
843,niemals::ADV,nunca,no ... mai
844,hier::ADV,cá,aquí
845,hier::ADV,aqui,aquí
846,hierhin::ADV,para cá,per aquí
847,von hier::ADV,daqui,des d'aquí
848,dort::ADV,lá,allí
849,dort::ADV,ali,allí
850,dorthin::ADV,lá,hi
851,dorthin::ADV,para lá,hi
852,geradeaus::ADV,em frente,tot dret
853,vorwärts::ADV,avante,endavānt
854,rückwärts::ADV,para trás,endarrera
855,zurück::ADV,atrás,darrere
856,unten::ADV,debaixo,a baix
857,unten::ADV,em baixo,a baix
858,hinab::ADV,para baixo,cap avall
859,oben::ADV,em cima,dalt
860,hinauf::ADV,para cima,cap amunt
861,überall::ADV,em toda parte,pertot
862,überall::ADV,em toda parte,per tot arreu
863,nicht::ADV,não,no
