,Concept_ID,ps,hu
71,Luft::N,هوا,levegő
72,Wind::N,ورښ,szél
73,Welle::N,موج,hullám
74,Wasser::N,اوبه,víz
75,Stein::N,ډبره,kő
76,Boden::N,مځکه,föld
77,Boden::N,مځکه,talaj
78,Erde::N,خاوره,föld
79,Staub::N,ګرد,por
80,Staub::N,خاوره,por
81,Rauch::N,دود,füst
82,Rauch::N,لوګی,füst
83,Funke::N,سپرغۍ,szikra
84,Feuer::N,اور,tűz
85,Licht::N,رڼا,fény
86,Schatten::N,سیوری,árnyék
87,Wetter::N,هوا,idő
88,Wetter::N,هوا,időjárás
89,Nebel::N,لړه,köd
90,Wolke::N,ورېځ,felhő
91,Regen::N,وریا,eső
92,Regen::N,باران,eső
93,Schnee::N,واوره,hó
94,Eis::N,یخ,jég
95,Eis::N,کنګل,jég
96,Frost::N,یخ,fagy
97,Kälte::N,ساړه,hideg
98,Hitze::N,تودوخي,hő
99,Hitze::N,تودوخي,hőség
100,Raureif::N,سپینه پرخه,zúzmara
101,Regenbogen::N,بوډۍ ټال,szivárvány
102,Regenbogen::N,سره زرغونه,szivárvány
103,Donner::N,تالنده,dörgés
104,Donner::N,تالنده,mennydörgés
105,Strömung::N,بهېدنه,áramlat
106,Tropfen::N,قطره,csepp
107,Tropfen::N,څاڅکی,csepp
108,Schaum::N,ځګ,hab
109,Schaum::N,ځګ,tajték
110,Schmutz::N,ناپاکي,piszok
111,See::N,جهیل,tó
112,Sumpf::N,جبه,mocsár
113,Moor::N,جبه,láp
114,Wiese::N,چمن,rét
115,Wiese::N,چمن,mező
116,Wiese::N,شنېلی,rét
117,Wiese::N,شنېلی,mező
118,Wald::N,ځنګل,erdő
119,Hügel::N,تپه,domb
120,Anhöhe::N,غونډۍ,magaslat
121,Berg::N,غ‍‍‍‍‍ر,hegy
122,Gipfel::N,څوکه,csúcs
123,Höhle::N,کاز,barlang
124,Abhang::N,لمن,lejtő
125,Quelle::N,چینه,forrás
126,Bach::N,واله,patak
127,Fluss::N,سیند,folyó
128,Ufer::N,غاړه,part
129,Küste::N,ساحل,tengerpart
130,Festland::N,وچه,szárazföld
131,Meer::N,بحر,tenger
132,Meer::N,سمندر,tenger
133,Bucht::N,کارۍ,öböl
134,Insel::N,ټاپو,sziget
135,Insel::N,جزيره,sziget
136,Blume::N,ګل,virág
137,Gras::N,واښه,fű
138,Wurzel::N,ریښه,gyökér
139,Baum::N,ونه,fa
140,Stamm::N,ډډ,tő
141,Stamm::N,ډډ,törzs
142,Rinde::N,پوستکی,kéreg
143,Ast::N,ښاخ,ág
144,Zweig::N,څانګه,gally
145,Blatt::N,پاڼه,levél
146,Birke::N,توس,nyír
147,Kiefer[Baum]::N,نښتر,fenyő
148,Weide[Baum]::N,وله,fűz
149,Tanne::N,ناجو,fenyő
150,Horn::N,ښکر,szarv
151,Feder::N,بڼکه,toll
152,Fell::N,پوستکی,szőr
153,Fell::N,پوستکی,bunda
154,Flügel::N,وزر,szárny
155,Klaue::N,پنجه,köröm
156,Klaue::N,منګول,köröm
157,Kralle::N,پنجه,karom
158,Kralle::N,منګول,karom
159,Schwanz::N,لکۍ,farok
160,Ei::N,وۍ,tojás
161,Ei::N,هګۍ,tojás
162,Nest::N,جاله,fészek
163,Bau::N,کاز,odú
164,Tier::N,ژوی,állat
165,Tier::N,حیوان,állat
166,Herde::N,رمه,nyáj
167,Herde::N,رمه,csorda
168,Herde::N,غېله,nyáj
169,Herde::N,غېله,csorda
170,Kuh::N,غوا,tehén
171,Bulle::N,غوئی,bika
172,Pferd::N,آس,ló
173,Schaf::N,پسه,juh
174,Schaf::N,پسه,birka
175,Schwein::N,سرکوزی,sertés
176,Hund::N,سپی,eb
177,Hund::N,سپی,kutya
178,Katze::N,پشه,macska
179,Bär::N,خرس,medve
180,Eichhörnchen::N,خړ لمی,mókus
181,Elch::N,ګوزن,jávorszarvas
182,Fuchs::N,سپلم,róka
183,Hase::N,سوی,nyúl
184,Maus::N,مږک,egér
185,Wolf::N,لېوه,farkas
186,Vogel::N,مرغه,madár
187,Schwarm::N,سېل,raj
188,Huhn::N,چرګه,tyúk
189,Hahn::N,چرګ,kakas
190,Gans::N,بته,lúd
191,Gans::N,بته,liba
192,Adler::N,عقاب,sas
193,Ente::N,ایلۍ,kacsa
194,Eule::N,ګونګی,bagoly
195,Kranich::N,کلنګ,daru
196,Krähe::N,کارغه,varjú
197,Kuckuck::N,فاخته,kakukk
198,Schwan::N,قو,hattyú
199,Fisch::N,کب,hal
200,Fisch::N,ماهی,hal
201,Schlange[Tier]::N,مار,kígyó
202,Wurm::N,چینجی,kukac
203,Spinne::N,غڼه,pók
204,Spinne::N,تارکښ,pók
205,Ameise::N,مېږی,hangya
206,Laus::N,سپږه,tetű
207,Mücke::N,ماشی,szúnyog
208,Fliege::N,مچ,légy
209,Schmetterling::N,پتنګ,lepke
210,Schmetterling::N,پتنګ,pillangó
211,Beere::N,مېوۍ,bogyó
212,Apfel::N,مڼه,alma
213,Pilz::N,خرېړی,gomba
214,Zwiebel::N,پیاز,hagyma
215,Saat::N,تخم,vetőmag
216,Korn::N,تخم,mag
217,Korn::N,تخم,szem
218,Korn::N,دانه,mag
219,Korn::N,دانه,szem
220,Heu::N,بوس,széna
221,Heu::N,پروړه,széna
222,Schale::N,پوستکی,héj
223,Grube::N,کنده,verem
224,Falle::N,دام,csapda
225,Falle::N,لومه,csapda
226,Schlinge::N,کړۍ,tőr
227,Spur::N,نښه,nyom
228,Asche::N,آس,hamu
229,Asche::N,ایره,hamu
230,Dreck::N,ناپاکي,sár
231,Dreck::N,ناپاکي,piszok
232,Eisen::N,اوسپنه,vas
233,Gold::N,سره زر,arany
234,Silber::N,نقره,ezüst
235,Silber::N,سپین زر,ezüst
236,Kohle::N,سکور,szén
237,Kohle::N,سکاره,szén
238,Glas::N,ښيښه,üveg
239,Lehm::N,خټه,agyag
240,Lehm::N,خټه,vályog
241,Sand::N,شګه,homok
242,Mensch::N,انسان,ember
243,Mann::N,سړی,úr
244,Mann::N,سړی,férfi
245,Mann::N,نارینه,úr
246,Mann::N,نارینه,férfi
247,Frau::N,ښځه,nő
248,Frau::N,ښځه,asszony
249,Kind::N,بچی,gyerek
250,Kind::N,بچی,gyermek
251,Kind::N,ماشوم,gyerek
252,Kind::N,ماشوم,gyermek
253,Junge::N,هلک,fiú
254,Mädchen::N,نجلۍ,lány
255,Familie::N,کورنۍ,család
256,Großvater::N,بابا,nagyapa
257,Großmutter::N,انا,nagyanya
258,Eltern::N,مور او پلار,szülők
259,Vater::N,پلار,apa
260,Vater::N,پلار,atya
261,Mutter::N,مور,anya
262,Sohn::N,زوی,fiú
263,Tochter::N,لور,lány
264,Bruder::N,ورور,fivér
265,Bruder::N,ورور,testvér
266,Schwester::N,خور,nővér
267,Schwester::N,خور,lánytestvér
268,Onkel::N,تره,nagybácsi
269,Onkel::N,ماما,nagybácsi
270,Tante::N,خاله,nagynéni
271,Ehemann::N,مېړه,férj
272,Ehefrau::N,مېرمن,feleség
273,Freude::N,خوشحالي,öröm
274,Gelächter::N,خندا,nevetés
275,Gelächter::N,خندا,hahotázás
276,Glück::N,بخت,boldogság
277,Kummer::N,غم,bánat
278,Wunsch::N,هيله,óhaj
279,Wunsch::N,غوښتنه,óhaj
280,Lust::N,شوق,kedv
281,Lust::N,مینه,kedv
282,Geist::N,روح,elme
283,Geist::N,روح,szellem
284,Gedanke::N,فکر,gondolat
285,Gedächtnis::N,یاد,emlékezet
286,Gedächtnis::N,حافظه,emlékezet
287,Verstand::N,عقل,ész
288,Verstand::N,عقل,értelem
289,Verstand::N,شعور,ész
290,Verstand::N,شعور,értelem
291,Sinn::N,معنی,értelem
292,Grund::N,علت,ok
293,Grund::N,علت,alap
294,Grund::N,اساس,ok
295,Grund::N,اساس,alap
296,Wahrheit::N,حقیقت,igaz
297,Wahrheit::N,حقیقت,igazság
298,Gespräch::N,مرکه,beszélgetés
299,Gespräch::N,خبرې اترې,beszélgetés
300,Märchen::N,افسانه,mese
301,Erzählung::N,قصه,elbeszélés
302,Erzählung::N,کیسه,elbeszélés
303,Nachricht::N,خبر,hír
304,Nachricht::N,خبر,híradás
305,Neuigkeit::N,نوی خبر,újság
306,Name::N,نوم,név
307,Rätsel::N,کیسۍ,rejtvény
308,Rätsel::N,چیستان,rejtvény
309,Rede::N,وینا,beszéd
310,Rede::N,وینا,szónoklat
311,Sprache::N,ژبه,nyelv
312,Stimme::N,غږ,hang
313,Stimme::N,اواز,hang
314,Wort::N,لغت,szó
315,Wort::N,کلمه,szó
316,Zeichen::N,نښه,jel
317,Zeichen::N,اشاره,jel
318,Ruf::N,ږغ,kiáltás
319,Ruf::N,بلنه,kiáltás
320,Lärm::N,غالمغال,zaj
321,Laut::N,ږغ,hang
322,Ton::N,اواز,hang
323,Lied::N,غزله,dal
324,Lied::N,غزله,ének
325,Lied::N,سندره,dal
326,Lied::N,سندره,ének
327,Ruhe::N,ارامي,csend
328,Ruhe::N,ارامي,nyugalom
329,Leute::N,خلک,emberek
330,Volk::N,ولس,nép
331,Arbeit::N,کار,dolog
332,Gast::N,مېلمه,vendég
333,Geschenk::N,تحفه,ajándék
334,Geschenk::N,سوغات,ajándék
335,Spiel::N,لوبه,játék
336,Gesellschaft::N,ډله,társaság
337,Hilfe::N,کومک,segítség
338,Hilfe::N,مرسته,segítség
339,Freund::N,ملګری,barát
340,Kamerad::N,انډيوال,társ
341,Angelegenheit::N,موضوع,ügy
342,Anzahl::N,شمېر,szám
343,Anzahl::N,تعداد,szám
344,Art::N,ډول,faj
345,Art::N,ډول,fajta
346,Stück::N,ټوټه,darab
347,Teil::N,برخه,rész
348,Hälfte::N,نیم,fél
349,Kreis::N,دایره,kör
350,Kreuz::N,صلیب,kereszt
351,Linie::N,خط,vonal
352,Linie::N,لیکه,vonal
353,Strich::N,کرښه,vonás
354,Abstand::N,فاصله,köz
355,Entfernung::N,واټن,távolság
356,Gegend::N,سیمه,táj
357,Gegend::N,سیمه,vidék
358,Gegend::N,منطقه,táj
359,Gegend::N,منطقه,vidék
360,Platz::N,ځای,hely
361,Ort::N,ځای,hely
362,Seite::N,مخ,fél
363,Seite::N,مخ,oldal
364,Seite::N,اړخ,fél
365,Seite::N,اړخ,oldal
366,Mitte::N,وسط,közép
367,Mitte::N,مینځ,közép
368,Gegenstand::N,شی,tárgy
369,Sache::N,شی,dolog
370,Sache::N,څيز,dolog
371,Rand::N,څنډه,szél
372,Rand::N,څنډه,perem
373,Rand::N,څنډه,szegély
374,Rand::N,کناره,szél
375,Rand::N,کناره,perem
376,Rand::N,کناره,szegély
377,Kante::N,اړخ,él
378,Ecke::N,ګوټ,sarok
379,Ecke::N,ګوټ,szöglet
380,Spitze::N,څوکه,csúcs
381,Ende::N,څوکه,vég
382,Loch::N,سوری,lyuk
383,Winkel::N,کنج,szög
384,Winkel::N,کوتی,szög
385,Muster::N,نمونه,minta
386,Größe::N,قد,nagyság
387,Größe::N,لويوالی,nagyság
388,Länge::N,طول,hossz
389,Länge::N,طول,hosszúság
390,Länge::N,اوږد والی,hossz
391,Länge::N,اوږد والی,hosszúság
392,Höhe::N,جګوالی,magasság
393,Gewicht::N,وزن,súly
394,Menge::N,اندازه,sokaság
395,Menge::N,اندازه,mennyiség
396,Haufen::N,کوټه,halom
397,Reihe::N,صف,sor
398,Reihe::N,کتار,sor
399,Boot::N,قايق,csónak
400,Ruder::N,چپه,evező
401,Schlitten::N,ښویېدونی,szánkó
402,Ski::N,سکي,sí
403,Lagerfeuer::N,اور,tábortűz
404,Last::N,بار,teher
405,Last::N,پېټی,teher
406,Gang::N,تګ,járás
407,Schritt::N,ګام,lépés
408,Norden::N,شمال,észak
409,Süden::N,سوېل,dél
410,Westen::N,لوېدېځ,nyugat
411,Osten::N,شرق,kelet
412,Osten::N,ختیځ,kelet
413,Holz::N,لرګی,fa
414,Brett::N,تخته,deszka
415,Platte::N,تخته,lap
416,Platte::N,تخته,lemez
417,Stütze::N,تکیوان,támasz
418,Stütze::N,تکیوان,támaszték
419,Stange::N,ډاګه,rúd
420,Stange::N,ډاګه,pózna
421,Stock::N,لرګی,pálca
422,Stab::N,چيخله,bot
423,Rohr::N,نل,cső
424,Haus::N,کور,ház
425,Heim::N,کور,otthon
426,Ofen::N,تودنۍ,kályha
427,Fußboden::N,غولی,padló
428,Tisch::N,مېز,asztal
429,Stuhl::N,چوکۍ,szék
430,Wiege::N,زانګو,bölcső
431,Bett::N,کټ,ágy
432,Bett::N,چپرکټ,ágy
433,Regal::N,تاخچۍ,polc
434,Regal::N,تاخچۍ,állvány
435,Kiste::N,صندوق,láda
436,Fenster::N,کړکۍ,ablak
437,Tür::N,دروازه,ajtó
438,Tor::N,دروازه,kapu
439,Zaun::N,کټاره,kerítés
440,Dach::N,بام,tető
441,Leiter::N,زينه,létra
442,Besen::N,جارو,seprű
443,Spaten::N,یوم,ásó
444,Schaufel::N,بېلچه,lapát
445,Gabel::N,پنجه,villa
446,Löffel::N,کاشوغه,kanál
447,Messer::N,چاقو,kés
448,Nagel::N,ميخ,szeg
449,Netz::N,جال,háló
450,Haken::N,څنګک,kampó
451,Griff::N,لاستی,nyél
452,Griff::N,لاستی,fogantyú
453,Schloss::N,کلپ,zár
454,Bild::N,رسم,kép
455,Figur::N,قدوقامت,alak
456,Puppe::N,ګوډۍ,bábu
457,Beutel::N,کڅوړه,zacskó
458,Bündel::N,دسته,köteg
459,Tasche::N,بکس,táska
460,Tasche::N,توبره,táska
461,Eimer::N,سطل,vödör
462,Deckel::N,سرپوښ,fedő
463,Deckel::N,سرپوښ,fedél
464,Geschirr::N,لوښی,edény
465,Sack::N,جوال,zsák
466,Tasse::N,پیاله,csésze
467,Topf::N,دېګی,fazék
468,Kessel::N,دېګ,üst
469,Kessel::N,دېګ,bogrács
470,Essen::N,خوراک,evés
471,Essen::N,خوراک,étkezés
472,Nahrung::N,خوراک,ennivaló
473,Speise::N,خواړه,étel
474,Fleisch::N,غوښه,hús
475,Getreide::N,غله,gabona
476,Brei::N,اوګره,pép
477,Brei::N,اوګره,kása
478,Brot::N,ډوډۍ,kenyér
479,Scheibe::N,مړۍ,szelet
480,Fett::N,غوړي,háj
481,Fett::N,غوړي,zsír
482,Butter::N,کوچ,vaj
483,Öl::N,تېل,olaj
484,Salz::N,مالګه,só
485,Suppe::N,شوربا,leves
486,Honig::N,شات,méz
487,Milch::N,شوده,tej
488,Tee::N,چای,tea
489,Leder::N,څرمن,bőr
490,Wolle::N,پشم,gyapjú
491,Stoff::N,ټوټه,szövet
492,Nadel::N,ستن,tű
493,Faden::N,تار,fonál
494,Knopf::N,تڼۍ,gomb
495,Knopf::N,تکمه,gomb
496,Knoten::N,غوټه,csomó
497,Farbe::N,رنګ,szín
498,Farbe::N,رنګ,festék
499,Kleidung::N,کالي,ruha
500,Kleidung::N,کالي,ruházat
501,Hemd::N,کميس,ing
502,Kragen::N,غاړه,gallér
503,Ärmel::N,لستوڼی,ujj
504,Hose::N,پطلون,gatya
505,Hose::N,پطلون,nadrág
506,Gürtel::N,کمربند,öv
507,Mütze::N,خولۍ,sapka
508,Schuh::N,بوټ,cipő
509,Stiefel::N,موزه,csizma
510,Ring::N,ګوته,gyűrű
511,Band::N,فيته,szalag
512,Kamm::N,ګمنځ,fésű
513,Spiegel::N,ایینه,tükör
514,Spiegel::N,هنداره,tükör
515,Riemen::N,تسمه,szíj
516,Schnur::N,مزی,zsinór
517,Leine::N,رسۍ,póráz
518,Decke::N,بړستن,takaró
519,Kissen::N,بالښت,párna
520,Tuch::N,ټیکری,kendő
521,Handtuch::N,دسمال,törülköző
522,Kraft::N,زور,erő
523,Kraft::N,توان,erő
524,Stärke::N,قوت,erő
525,Stärke::N,قوت,erősség
526,Gesundheit::N,صحت,egészség
527,Gesundheit::N,روغتیا,egészség
528,Krankheit::N,مرض,kór
529,Krankheit::N,مرض,betegség
530,Krankheit::N,ناروغي,kór
531,Krankheit::N,ناروغي,betegség
532,Schmerz::N,درد,fájdalom
533,Wunde::N,ټپ,seb
534,Wunde::N,زخم,seb
535,Fieber::N,تبه,láz
536,Arznei::N,دوا,orvosság
537,Arznei::N,دوا,gyógyszer
538,Arznei::N,دارو,orvosság
539,Arznei::N,دارو,gyógyszer
540,Brücke::N,پول,híd
541,Brunnen::N,څاه,kút
542,Brunnen::N,کوهی,kút
543,Weide::N,وله,legelő
544,Pfad::N,تړه,ösvény
545,Weg::N,لیار,út
546,Straße::N,سړک,út
547,Dorf::N,کلی,falu
548,Stadt::N,ښار,város
549,Brief::N,لیک,levél
550,Brief::N,مکتوب,levél
551,Buch::N,کتاب,könyv
552,Buchstabe::N,حرف,betű
553,Buchstabe::N,توری,betű
554,Zeitung::N,اخبار,újság
555,Zeitung::N,اخبار,hírlap
556,Leben::N,ژوند,élet
557,Tod::N,مرګ,halál
558,Tod::N,مړینه,halál
559,Grab::N,قبر,sír
560,Grab::N,ډورۍ,sír
561,Kirche::N,کلیسا,templom
562,Sünde::N,ګناه,bűn
563,Sünde::N,ګناه,vétek
564,Gott::N,خدای,isten
565,Arbeiter::N,کاریګر,munkás
566,Chef::N,آمر,főnök
567,Meister::N,استاد,mester
568,Arzt::N,طبیب,orvos
569,Arzt::N,ډاکټر,orvos
570,Lehrer::N,معلم,tanár
571,Lehrer::N,معلم,tanító
572,Lehrer::N,ښوونکی,tanár
573,Lehrer::N,ښوونکی,tanító
574,Geld::N,پیسې,pénz
575,Geschäft::N,سوداګري,üzlet
576,Laden::N,دکان,bolt
577,Laden::N,مغازه,bolt
578,Preis::N,بیه,ár
579,Ware::N,مال,áru
580,Nutzen::N,ګټه,haszon
581,Reichtum::N,شتمني,gazdagság
582,Welt::N,نړۍ,világ
583,Welt::N,دنیا,világ
584,Land::N,هېواد,ország
585,Staat::N,دولت,állam
586,König::N,باچا,király
587,König::N,پادشاه,király
588,Macht::N,قدرت,hatalom
589,Grenze::N,حد,határ
590,Grenze::N,سرحد,határ
591,Krieg::N,جګړه,háború
592,Feind::N,دښمن,ellenség
593,Gewalt::N,زور,erőszak
594,Gewalt::N,تشدد,erőszak
595,Kampf::N,جنګ,harc
596,Kampf::N,مبارزه,harc
597,Bogen[Waffe]::N,لیندۍ,íj
598,Pfeil::N,غشی,nyíl
599,Gewehr::N,ټوپک,puska
600,Gewehr::N,ټوپک,fegyver
601,Fehler::N,خطا,hiba
602,Fehler::N,غلطي,hiba
603,Lüge::N,دروغ,hazugság
604,Schaden::N,زیان,kár
605,Schaden::N,تاوان,kár
606,Unglück::N,بدبختي,csapás
607,Unglück::N,بدبختي,balszerencse
608,Schuld::N,ګناه,bűn
609,Alter::N,منګ,kor
610,Schluss::N,اخر,vég
611,Schluss::N,اخر,befejezés
612,Zeit::N,وخت,idő
613,Tag::N,ورځ,nap
614,Morgen::N,سبا,reggel
615,Morgen::N,سهار,reggel
616,Mittag::N,غرمه,dél
617,Abend::N,ماښام,este
618,Nacht::N,شپه,éj
619,Nacht::N,شپه,éjszaka
620,Woche::N,اونۍ,hét
621,Monat::N,مياشت,hó
622,Monat::N,مياشت,hónap
623,Jahr::N,کال,év
624,Frühling::N,پسرلی,tavasz
625,Sommer::N,دوبی,nyár
626,Herbst::N,منی,ősz
627,Herbst::N,خزان,ősz
628,Winter::N,ژمی,tél
629,Januar::N,جنوري,január
630,Februar::N,فبروري,február
631,März::N,مارچ,március
632,April::N,اپریل,április
633,Mai::N,مې,május
634,Juni::N,جون,június
635,Juli::N,جولای,július
636,August::N,اګست,augusztus
637,September::N,سپټامبر,szeptember
638,Oktober::N,اکتوبر,október
639,November::N,نومبر,november
640,Dezember::N,دسمبر,december
641,Montag::N,دوشنبه,hétfő
642,Dienstag::N,سه شنبه,kedd
643,Mittwoch::N,چارشنبه,szerda
644,Donnerstag::N,پنجشنبه,csütörtök
645,Freitag::N,جمعه,péntek
646,Samstag::N,خالي,szombat
647,Sonntag::N,یکشنبه,vasárnap
648,groß::A,لوی,nagy
649,klein::A,وړوکی,pici
650,klein::A,وړوکی,kicsi
651,lang::A,اوړد,hosszú
652,kurz::A,لنډ,rövid
653,breit::A,پراخه,széles
654,schmal::A,تنګ,keskeny
655,dicht::A,ګڼ,sűrű
656,dick[Gegenstand]::A,پنډ,vastag
657,dünn::A,نری,vékony
658,fein::A,نازک,vékony
659,fest::A,کلک,szilárd
660,fest::A,ټینګ,szilárd
661,flach::A,هوار,sík
662,flach::A,هوار,lapos
663,glatt::A,ښوی,sima
664,hart::A,کلک,kemény
665,weich::A,نرم,puha
666,weich::A,پوست,puha
667,rund::A,ګرد,kerek
668,spitz::A,تېره,hegyes
669,scharf::A,تېز,éles
670,scharf::A,تېره,éles
671,stumpf::A,پڅ,tompa
672,stumpf::A,پڅ,életlen
673,schwer::A,دروند,nehéz
674,schwer::A,دروند,súlyos
675,schön::A,ښکلی,szép
676,heiß::A,تود,forró
677,warm::A,تود,meleg
678,kalt::A,ېخ,hideg
679,kalt::A,سوړ,hideg
680,kühl::A,ېخ,hűs
681,kühl::A,ېخ,hűvös
682,kühl::A,سوړ,hűs
683,kühl::A,سوړ,hűvös
684,frisch::A,تازه,üde
685,frisch::A,تازه,friss
686,feucht::A,مرطوب,nedves
687,nass::A,لوند,vizes
688,trocken::A,وچ,száraz
689,voll::A,ډک,telt
690,leer::A,خالی,üres
691,offen::A,خلاص,nyílt
692,offen::A,خلاص,nyitott
693,offen::A,پرانیستی,nyílt
694,offen::A,پرانیستی,nyitott
695,geschlossen::A,تړلی,zárt
696,geschlossen::A,تړلی,csukott
697,sauber::A,پاک,tiszta
698,schmutzig::A,چټل,piszkos
699,schmutzig::A,چټل,szennyes
700,roh::A,خام,nyers
701,reif::A,پوخ,érett
702,reif::A,رسېدلی,érett
703,lecker::A,خوندور,finom
704,lecker::A,مزه دار,finom
705,süß::A,خوږ,édes
706,süß::A,شیرین,édes
707,bitter::A,تریخ,keserű
708,sauer::A,ټاک,savanyú
709,sauer::A,تريو,savanyú
710,hell::A,روڼ,világos
711,hell::A,روښان,világos
712,dunkel::A,تیاره,sötét
713,schwarz::A,تور,fekete
714,weiß::A,سپين,fehér
715,rot::A,سور,vörös
716,gelb::A,زېړ,sárga
717,blau::A,شین,kék
718,blau::A,اسماني رنګه,kék
719,grün::A,زرغون,zöld
720,grau::A,خړ,ősz
721,grau::A,خړ,szürke
722,bunt::A,رنګارنګ,tarka
723,bunt::A,رنګارنګ,színes
724,billig::A,ارزان,olcsó
725,teuer::A,ګران,drága
726,wertvoll::A,قیمتي,értékes
727,blind::A,ړوند,vak
728,taub::A,کوڼ,süket
729,kräftig::A,قوی,erős
730,stark::A,قوی,erős
731,stark::A,تکړه,erős
732,schwach::A,ضعیف,gyenge
733,schwach::A,ضعیف,erőtlen
734,schwach::A,کمزوری,gyenge
735,schwach::A,کمزوری,erőtlen
736,fett::A,چاغ,hájas
737,schlank::A,خوش اندام,karcsú
738,hübsch::A,ښکلی,csinos
739,hübsch::A,ښایسته,csinos
740,böse::A,شریر,rossz
741,böse::A,شریر,gonosz
742,böse::A,قهرناک,rossz
743,böse::A,قهرناک,gonosz
744,dumm::A,احمق,buta
745,dumm::A,احمق,ostoba
746,faul::A,لټ,lusta
747,faul::A,تنبل,lusta
748,fleißig::A,زحمت کښ,szorgalmas
749,geizig::A,بخیل,fukar
750,geizig::A,بخیل,fösvény
751,klug::A,عاقل,okos
752,klug::A,عاقل,eszes
753,klug::A,هوښیار,okos
754,klug::A,هوښیار,eszes
755,geschickt::A,ماهر,ügyes
756,lieb::A,عزیز,drága
757,lieb::A,عزیز,kedves
758,lieb::A,محبوب,drága
759,lieb::A,محبوب,kedves
760,lustig::A,خوشحال,víg
761,lustig::A,خوشحال,vidám
762,sanft::A,پوست,enyhe
763,sanft::A,ملایم,enyhe
764,hungrig::A,وږی,éhes
765,krank::A,مريض,beteg
766,krank::A,ناروغ,beteg
767,nackt::A,لوڅ,csupasz
768,nackt::A,لوڅ,meztelen
769,traurig::A,غمجن,bús
770,traurig::A,غمجن,szomorú
771,lebendig::A,ژوندی,élő
772,gut::A,ښه,jó
773,schlecht::A,بد,rossz
774,schlecht::A,خراب,rossz
775,richtig::A,سم,helyes
776,richtig::A,صحیح,helyes
777,schlimm::A,بد,rossz
778,schlimm::A,مخوف,rossz
779,wahr::A,واقعي,igaz
780,alt::A,زوړ,ó
781,alt::A,زوړ,régi
782,neu::A,نوی,új
783,ehemalig::A,پخوانی,volt
784,ehemalig::A,پخوانی,egykori
785,alt[Lebewesen]::A,زوړ,öreg
786,jung::A,ځوان,fiatal
787,arm::A,غریب,szegény
788,arm::A,بې وزله,szegény
789,reich::A,شتمن,gazdag
790,reich::A,دولتمند,gazdag
791,bekannt::A,اشنا,ismert
792,bekannt::A,اشنا,ismeretes
793,berühmt::A,مشهور,híres
794,fremd::A,پردی,idegen
795,fremd::A,بېګانه,idegen
796,verschieden::A,مختلف,különböző
797,nah::A,نژدې,közeli
798,fern::A,لیری,távoli
799,linker::A,چپ,bal
800,linker::A,کیڼ,bal
801,rechter::A,ښی,jobb
802,anderer::A,بل,más
803,anderer::A,بل,másik
804,erster::A,لومړی,első
805,zweiter::A,دوهم,második
806,dritter::A,درېم,harmadik
807,letzter::A,آخرنی,utolsó
808,letzter::A,وروستی,utolsó
