,Concept_ID,ce,nl
102,Hügel::N,гу,heuvel
103,Hügel::N,шу,heuvel
104,Hügel::N,барз,heuvel
105,Anhöhe::N,акъари,hoogte
106,Berg::N,лам,berg
107,Gipfel::N,бохь,top
108,Höhle::N,хьех,hol
109,Abhang::N,басе,helling
110,Quelle::N,шовда,bron
111,Bach::N,татол,beek
112,Fluss::N,хи,stroom
113,Ufer::N,хийист,wal
114,Ufer::N,хийист,oever
115,Küste::N,йист,kust
116,Festland::N,латта,vasteland
117,Meer::N,xӏорд,zee
118,Bucht::N,чож,baai
119,Bucht::N,чож,inham
120,Insel::N,гӏайре,eiland
121,Blume::N,зезаг,bloem
122,Gras::N,буц,gras
123,Wurzel::N,орам,wortel
124,Baum::N,дитт,boom
125,Stamm::N,гӏад,stam
126,Stamm::N,тайпа,stam
127,Rinde::N,кевстиг,schors
128,Ast::N,га,tak
129,Zweig::N,га,twijg
130,Blatt::N,гӏа,blad
131,Birke::N,дакх,berk
132,Kiefer[Baum]::N,бага,den
133,Weide[Baum]::N,дак,wilg
134,Tanne::N,база,spar
135,Horn::N,маӏа,hoorn
136,Feder::N,пелаг,veer
137,Feder::N,пелаг,pluim
138,Fell::N,цӏока,vel
139,Flügel::N,тӏам,vleugel
140,Klaue::N,мӏара,klauw
141,Kralle::N,тlод,klauw
142,Schwanz::N,цӏога,staart
143,Ei::N,xӏoa,ei
144,Nest::N,бен,nest
145,Bau::N,lуьрг,hol
146,Tier::N,дийнат,dier
147,Herde::N,жа,kudde
148,Kuh::N,етт,koe
149,Bulle::N,сту,stier
150,Pferd::N,говр,paard
151,Schaf::N,жий,schaap
152,Schaf::N,уьстагӏ,schaap
153,Schwein::N,хьакха,varken
154,Hund::N,жӏаьла,hond
155,Katze::N,цициг,kat
156,Bär::N,ча,beer
157,Eichhörnchen::N,тарсал,eekhoorntje
158,Elch::N,сай,eland
159,Fuchs::N,цхьогал,vos
160,Hase::N,пхьагал,haas
161,Maus::N,дахка,muis
162,Wolf::N,борз,wolf
163,Vogel::N,олхазар,vogel
164,Huhn::N,котам,kip
165,Huhn::N,котам,hoen
166,Hahn::N,нӏаьна,haan
167,Hahn::N,боргӏал,haan
168,Gans::N,гӏаз,gans
169,Adler::N,aьрзу,arend
170,Ente::N,бад,eend
171,Eule::N,бухӏа,uil
172,Kranich::N,гӏаргӏули,kraanvogel
173,Krähe::N,къиг,kraai
174,Kuckuck::N,aттйокх,koekoek
175,Schwan::N,гӏургӏаз,zwaan
176,Fisch::N,чӏара,vis
177,Barsch::N,окунь,baars
178,Hecht::N,гӏазкхийн чӏара,snoek
179,Schlange[Tier]::N,лаьхьа,slang
180,Wurm::N,нӏаьна,worm
181,Spinne::N,гезг,spin
182,Ameise::N,зингат,mier
183,Laus::N,меза,luis
184,Laus::N,гӏениг,luis
185,Mücke::N,чуьрк,mug
186,Fliege::N,моза,vlieg
187,Schmetterling::N,полла,vlinder
188,Beere::N,цӏазам,bes
189,Apfel::N,ӏаж,appel
190,Pilz::N,жӏаьлин нускал,paddestoel
191,Zwiebel::N,xох,ui
192,Saat::N,чlу,zaad
193,Korn::N,буьртиг,graan
194,Korn::N,буьртиг,korrel
195,Heu::N,йол,hooi
196,Schale::N,пардо,schil
197,Grube::N,ор,kuil
198,Falle::N,кӏело,val
199,Spur::N,лар,spoor
200,Asche::N,чим,as
201,Dreck::N,мода,drek
202,Eisen::N,эчиг,ijzer
203,Gold::N,деши,goud
204,Silber::N,дети,zilver
205,Kohle::N,кӏора,kool
206,Glas::N,aнгали,glas
207,Lehm::N,поппар,klei
208,Sand::N,гӏум,zand
209,Mensch::N,адам,mens
210,Mann::N,майра,man
211,Frau::N,зуда,vrouw
212,Kind::N,бер,kind
213,Junge::N,жимха,jongen
214,Mädchen::N,жима йоӏ,meisje
215,Familie::N,доьзал,gezin
216,Familie::N,доьзал,familie
217,Großvater::N,ненада,grootvader
218,Großmutter::N,денана,grootmoeder
219,Eltern::N,да-нана,ouders
220,Vater::N,да,vader
221,Mutter::N,нана,moeder
222,Sohn::N,кӏант,zoon
223,Tochter::N,йоӏ,dochter
224,Bruder::N,ваша,broer
225,Bruder::N,ваша,broeder
226,Schwester::N,йиша,zus
227,Schwester::N,йиша,zuster
228,Onkel::N,деваша,oom
229,Tante::N,дейиша,tante
230,Ehemann::N,майра,echtgenoot
231,Ehefrau::N,зуда,echtgenote
232,Freude::N,самукъа,vreugde
233,Freude::N,хазахетар,vreugde
234,Gelächter::N,белам,gelach
235,Glück::N,ирс,geluk
236,Kummer::N,бала,verdriet
237,Wunsch::N,лаам,wens
238,Wunsch::N,лаам,verlangen
239,Lust::N,лаам,zin
240,Lust::N,лаам,lust
241,Geist::N,са,geest
242,Gedanke::N,ойла,gedachte
243,Gedächtnis::N,диццадалар,geheugen
244,Verstand::N,хьекъал,verstand
245,Sinn::N,маьӏна,betekenis
246,Grund::N,бахьана,reden
247,Wahrheit::N,бакъдерг,waarheid
248,Gespräch::N,къамел,gesprek
249,Märchen::N,туьйра,sprookje
250,Erzählung::N,дийцар,verhaal
251,Nachricht::N,хаам,tijding
252,Neuigkeit::N,керланиг,nieuws
253,Neuigkeit::N,керланиг,nieuwtje
254,Name::N,цӏе,naam
255,Rätsel::N,хӏетал-метал,raadsel
256,Rede::N,къамел,rede
257,Sprache::N,мотт,taal
258,Stimme::N,aз,stem
259,Wort::N,дош,woord
260,Zeichen::N,билгало,teken
261,Ruf::N,кхайкхар,roep
262,Lärm::N,гӏовгӏа,lawaai
263,Laut::N,аз,klank
264,Laut::N,аз,geluid
265,Ton::N,aз,toon
266,Ton::N,aз,klank
267,Lied::N,илли,lied
268,Ruhe::N,тийналла,rust
269,Ruhe::N,тийналла,stilte
270,Leute::N,нах,lui
271,Leute::N,нах,mensen
272,Volk::N,халкъ,volk
273,Arbeit::N,болх,werk
274,Arbeit::N,болх,arbeid
275,Gast::N,хьаша,gast
276,Geschenk::N,совгӏат,cadeau
277,Geschenk::N,совгӏат,geschenk
278,Spiel::N,ловзар,spel
279,Gesellschaft::N,юкъаралла,gezelschap
280,Hilfe::N,гӏо,hulp
281,Freund::N,доттагl,vriend
282,Kamerad::N,накъост,maat
283,Kamerad::N,накъост,metgezel
284,Angelegenheit::N,гӏуллакх,zaak
285,Angelegenheit::N,гӏуллакх,aangelegenheid
286,Anzahl::N,терахь,tal
287,Anzahl::N,терахь,aantal
288,Stück::N,юьхк,stuk
289,Teil::N,дакъа,deel
290,Hälfte::N,ах,helft
291,Kreis::N,го,kring
292,Kreis::N,го,cirkel
293,Kreuz::N,жӏара,kruis
294,Linie::N,сиз,lijn
295,Strich::N,сиз,haal
296,Strich::N,сиз,streep
297,Abstand::N,юкъ,afstand
298,Gegend::N,мeттиг,streek
299,Platz::N,майда,ruimte
300,Ort::N,меттиг,oord
301,Ort::N,меттиг,plaats
302,Seite::N,aгӏo,zij
303,Seite::N,aгӏo,kant
304,Seite::N,aгӏo,zijde
305,Mitte::N,юкъ,midden
306,Gegenstand::N,хӏума,voorwerp
307,Sache::N,хӏума,zaak
308,Rand::N,йист,rand
309,Rand::N,йист,boord
310,Kante::N,йист,kant
311,Ecke::N,са,hoek
312,Spitze::N,ралла,punt
313,Spitze::N,ралла,spits
314,Ende::N,юьхьиг,einde
315,Ende::N,юьхьиг,uiteinde
316,Loch::N,ӏуьрг,gat
317,Winkel::N,са,hoek
318,Muster::N,дагар,dessin
319,Muster::N,дагар,patroon
320,Muster::N,тӏамар,dessin
321,Muster::N,тӏамар,patroon
322,Größe::N,барам,grootte
323,Länge::N,йохалла,lengte
324,Höhe::N,локхалла,hoogte
325,Gewicht::N,йозалла,gewicht
326,Menge::N,дукхалла,hoeveelheid
327,Haufen::N,сал,hoop
328,Haufen::N,оьла,hoop
329,Reihe::N,рагӏ,rij
330,Reihe::N,рагӏ,reeks
331,Reihe::N,могӏа,rij
332,Reihe::N,могӏа,reeks
333,Boot::N,кема,boot
334,Ruder::N,пийсиг,roeiriem
335,Schlitten::N,салаз,slee
336,Schlitten::N,салаз,slede
337,Ski::N,когсалаз,ski
338,Lagerfeuer::N,цӏе,kampvuur
339,Last::N,дукъ,last
340,Last::N,дукъ,vracht
341,Gang::N,лелар,wandeling
342,Schritt::N,гӏулч,stap
343,Schritt::N,гӏулч,schrede
344,Norden::N,къилбаседе,noorden
345,Süden::N,къилбе,zuiden
346,Westen::N,малхбузе,westen
347,Osten::N,малхбале,oosten
348,Holz::N,дечиг,hout
349,Brett::N,у,plank
350,Platte::N,у,plaat
351,Stütze::N,гӏopтоp,stut
352,Stütze::N,гӏopтоp,steun
353,Stange::N,гӏуркх,stang
354,Stock::N,ӏаса,stok
355,Stab::N,гӏаж,staf
356,Rohr::N,биргӏа,pijp
357,Haus::N,цӏа,huis
358,Heim::N,кхерч,tehuis
359,Ofen::N,кхерч,kachel
360,Fußboden::N,цӏенкъа,vloer
361,Tisch::N,шун,tafel
362,Stuhl::N,гӏант,stoel
363,Wiege::N,ага,wieg
364,Bett::N,маьнга,bed
365,Regal::N,терхи,rek
366,Kiste::N,яьшка,kist
367,Fenster::N,кор,raam
368,Fenster::N,кор,venster
369,Tür::N,неӏ,deur
370,Tor::N,ков,poort
371,Zaun::N,керт,omheining
372,Dach::N,тхов,dak
373,Leiter::N,лами,ladder
374,Besen::N,нуй,bezem
375,Spaten::N,бел,schop
376,Schaufel::N,аьшкал,schep
377,Gabel::N,мӏара,vork
378,Löffel::N,ӏайг,lepel
379,Messer::N,урс,mes
380,Nagel::N,хьостам,spijker
381,Netz::N,бой,net
382,Haken::N,мӏара,haak
383,Schloss::N,чӏега,slot
384,Bild::N,сурт,beeld
385,Puppe::N,тайниг,pop
386,Beutel::N,гали,zak
387,Beutel::N,гали,buidel
388,Bündel::N,кочар,pak
389,Bündel::N,кочар,bundel
390,Tasche::N,тӏоьрмиг,tas
391,Eimer::N,чийлик,emmer
392,Deckel::N,негӏар,deksel
393,Geschirr::N,пхьегӏа,vaatwerk
394,Sack::N,гали,zak
395,Tasse::N,кад,kop
396,Topf::N,яй,pan
397,Kessel::N,яй,ketel
398,Essen::N,юург,eten
399,Nahrung::N,кхача,voedsel
400,Speise::N,юург,spijs
401,Fleisch::N,жижиг,vlees
402,Getreide::N,буьртиг,graan
403,Brei::N,xудар,pap
404,Brei::N,xудар,brij
405,Brot::N,бепиг,brood
406,Brot::N,кхаллар,brood
407,Scheibe::N,цастар,plak
408,Scheibe::N,цастар,snede
409,Fett::N,мохь,vet
410,Butter::N,налха,boter
411,Öl::N,даьтта,olie
412,Salz::N,туьха,zout
413,Suppe::N,чорпа,soep
414,Honig::N,моз,honing
415,Milch::N,шура,melk
416,Tee::N,чай,thee
417,Leder::N,цӏока,leer
418,Leder::N,цӏока,leder
419,Wolle::N,тӏapгӏa,wol
420,Stoff::N,кӏади,stof
421,Nadel::N,маха,naald
422,Faden::N,тай,draad
423,Knopf::N,нуьйда,knoop
424,Knoten::N,шад,knoop
425,Farbe::N,сир,verf
426,Farbe::N,басар,verf
427,Kleidung::N,бедар,kledij
428,Kleidung::N,бедар,kleding
429,Hemd::N,коч,hemd
430,Kragen::N,кач,kraag
431,Ärmel::N,пхьош,mouw
432,Hose::N,хеча,broek
433,Hose::N,хеча,pantalon
434,Gürtel::N,доьхка,riem
435,Gürtel::N,доьхка,gordel
436,Mütze::N,куй,muts
437,Schuh::N,мача,schoen
438,Stiefel::N,этка,laars
439,Ring::N,чӏуг,ring
440,Band::N,лента,lint
441,Kamm::N,ехк,kam
442,Spiegel::N,куьзга,spiegel
443,Riemen::N,доьхка,riem
444,Schnur::N,муш,koord
445,Leine::N,кочатосу доьхка,lijn
446,Decke::N,юргӏа,deken
447,Kissen::N,гIайба,kussen
448,Tuch::N,исхар,doek
449,Handtuch::N,гата,handdoek
450,Kraft::N,гӏора,kracht
451,Stärke::N,гӏап,sterkte
452,Gesundheit::N,могашалла,gezondheid
453,Krankheit::N,цамгар,ziekte
454,Schmerz::N,лазар,pijn
455,Wunde::N,чов,wond
456,Fieber::N,xорша,koorts
457,Arznei::N,молха,medicament
458,Arznei::N,молха,geneesmiddel
459,Brücke::N,тӏай,brug
460,Brunnen::N,гӏу,put
461,Brunnen::N,гӏу,bron
462,Weide::N,дак,wei
463,Weide::N,дак,weide
464,Pfad::N,тача,pad
465,Weg::N,некъ,weg
466,Straße::N,урам,baan
467,Straße::N,урам,straat
468,Dorf::N,юрт,dorp
469,Stadt::N,гӏала,stad
470,Brief::N,кехат,brief
471,Buch::N,жайна,boek
472,Buchstabe::N,элп,letter
473,Zeitung::N,газет,krant
474,Zeitung::N,газет,dagblad
475,Leben::N,дахар,leven
476,Tod::N,далар,dood
477,Tod::N,ӏожалла,dood
478,Grab::N,каш,graf
479,Kirche::N,килс,kerk
480,Sünde::N,къа,zonde
481,Gott::N,дела,god
482,Arbeiter::N,белхало,arbeider
483,Chef::N,хьаькам,chef
484,Meister::N,говзанча,meester
485,Arzt::N,лор,arts
486,Arzt::N,лор,dokter
487,Lehrer::N,хьехархо,leraar
488,Lehrer::N,хьехархо,onderwijzer
489,Geld::N,aхча,geld
490,Geschäft::N,туька,zaak
491,Laden::N,туька,winkel
492,Preis::N,мах,prijs
493,Ware::N,хlума,waar
494,Nutzen::N,пайда,nut
495,Nutzen::N,пайда,voordeel
496,Reichtum::N,хьал,rijkdom
497,Welt::N,дуьне,wereld
498,Land::N,мохк,land
499,Staat::N,пачхьалкх,staat
500,König::N,паччахь,koning
501,Macht::N,ӏедал,macht
502,Grenze::N,доза,grens
503,Krieg::N,тӏом,oorlog
504,Feind::N,мостагӏ,vijand
505,Gewalt::N,гӏело,geweld
506,Kampf::N,къийсам,strijd
507,Kampf::N,къийсам,gevecht
508,Pfeil::N,пха,pijl
509,Gewehr::N,топ,geweer
510,Fehler::N,гӏалат,fout
511,Lüge::N,аьшпаш,leugen
512,Schaden::N,зен,schade
513,Unglück::N,бала,tegenspoed
514,Schuld::N,бехк,schuld
515,Alter::N,хан,leeftijd
516,Schluss::N,чакхе,slot
517,Zeit::N,хан,tijd
518,Tag::N,де,dag
519,Morgen::N,ӏуьйре,morgen
520,Morgen::N,ӏуьйре,ochtend
521,Mittag::N,делкъе,middag
522,Abend::N,суьйре,avond
523,Nacht::N,буьйса,nacht
524,Woche::N,кӏира,week
525,Monat::N,бутт,maand
526,Jahr::N,шо,jaar
527,Frühling::N,бӏаьсте,lente
528,Frühling::N,бӏаьсте,voorjaar
529,Sommer::N,аьхке,zomer
530,Herbst::N,гуьйре,herfst
531,Winter::N,ӏа,winter
532,Januar::N,январь,januari
533,Februar::N,февраль,februari
534,März::N,март,maart
535,April::N,апрель,april
536,Mai::N,май,mei
537,Juni::N,июнь,juni
538,Juli::N,июль,juli
539,August::N,август,augustus
540,September::N,сентябрь,september
541,Oktober::N,октябрь,oktober
542,November::N,ноябрь,november
543,Dezember::N,декабрь,december
544,Montag::N,оршот,maandag
545,Dienstag::N,шинара,dinsdag
546,Mittwoch::N,кхаара,woensdag
547,Donnerstag::N,еара,donderdag
548,Freitag::N,пӏераска,vrijdag
549,Samstag::N,шот,zaterdag
550,Sonntag::N,кӏиранде,zondag
551,groß::A,доккха,groot
552,klein::A,кегий,klein
553,lang::A,еха,lang
554,kurz::A,доца,kort
555,breit::A,шуьйра,breed
556,schmal::A,готта,smal
557,dicht::A,луьста,dicht
558,dick[Gegenstand]::A,стомма,dik
559,dünn::A,дуткъа,dun
560,fein::A,ховха,fijn
561,fest::A,чӏогӏа,vast
562,flach::A,чӏапа,plat
563,glatt::A,шера,glad
564,hart::A,чӏогӏa,hard
565,weich::A,кӏеда,week
566,rund::A,горга,rond
567,spitz::A,ира,spits
568,spitz::A,ира,puntig
569,scharf::A,ира,scherp
570,stumpf::A,аьртa,stomp
571,schwer::A,деза,zwaar
572,schön::A,хаза,mooi
573,schön::A,хаза,fraai
574,heiß::A,довха,heet
575,warm::A,довха,warm
576,kalt::A,шийла,koud
577,kühl::A,шийла,koel
578,frisch::A,керла,fris
579,feucht::A,тӏуьна,vochtig
580,nass::A,тӏеда,nat
581,trocken::A,eкъа,droog
582,voll::A,дуьзна,vol
583,leer::A,яьсса,leeg
584,offen::A,диллина,open
585,geschlossen::A,дӏакъевлина,gesloten
586,geschlossen::A,дӏачӏагӏдина,gesloten
587,sauber::A,цӏена,net
588,sauber::A,цӏена,schoon
589,schmutzig::A,боьха,vuil
590,roh::A,буьйда,rauw
591,reif::A,хилла,rijp
592,lecker::A,чоме,lekker
593,süß::A,мерза,zoet
594,bitter::A,къаьхьа,bitter
595,sauer::A,муьста,zuur
596,hell::A,сирла,licht
597,hell::A,сирла,helder
598,dunkel::A,бодане,donker
599,schwarz::A,ӏаьржа,zwart
600,weiß::A,кӏайн,wit
601,rot::A,цӏен,rood
602,gelb::A,можа,geel
603,blau::A,сийна,blauw
604,grün::A,баьццара,groen
605,grau::A,cира,grijs
606,grau::A,мокха,grijs
607,bunt::A,къорза,bont
608,billig::A,дораха,goedkoop
609,teuer::A,деза,duur
610,wertvoll::A,мехала,kostbaar
611,wertvoll::A,мехала,waardevol
612,blind::A,бӏаьрзе,blind
613,taub::A,къора,doof
614,kräftig::A,нуьцкъала,krachtig
615,stark::A,зоьртала,sterk
616,stark::A,нуьцкъала,sterk
617,schwach::A,гӏорасиза,zwak
618,fett::A,дерстана,vet
619,schlank::A,куц долу,slank
620,hübsch::A,хаза,leuk
621,böse::A,вон,kwaad
622,dumm::A,сонта,dom
623,faul::A,мало ен,lui
624,fleißig::A,тӏера,vlijtig
625,geizig::A,пис,gierig
626,geizig::A,сутара,gierig
627,klug::A,хьекъале,slim
628,klug::A,хьекъале,schrander
629,klug::A,хьекъале,verstandig
630,geschickt::A,тӏахъаьлла,handig
631,geschickt::A,тӏахъаьлла,vaardig
632,lieb::A,хьоме,lief
633,lustig::A,самукъане,vrolijk
634,sanft::A,кlеда,zacht
635,hungrig::A,меца,hongerig
636,krank::A,цомгуш долу,ziek
637,nackt::A,дерзана,naakt
638,traurig::A,самукъане воцу,treurig
639,traurig::A,самукъане воцу,bedroefd
640,lebendig::A,дийна,levend
641,gut::A,дика,goed
642,schlecht::A,вон,slecht
643,richtig::A,нийса,juist
644,schlimm::A,вон,erg
645,schlimm::A,вон,kwaad
646,wahr::A,бакъдолу,waar
647,alt::A,къена,oud
648,neu::A,керла,nieuw
649,ehemalig::A,хилла,voormalig
650,alt[Lebewesen]::A,къена,oud
651,jung::A,къона,jong
652,arm::A,къен,arm
653,reich::A,хьоле,rijk
654,bekannt::A,девзаш долу,bekend
655,berühmt::A,цӏеяхана,beroemd
656,fremd::A,нехан,vreemd
657,verschieden::A,тайп-тайпанара,verscheiden
658,verschieden::A,тайп-тайпанара,verschillend
659,nah::A,гергара,nabij
660,nah::A,гергара,nabijgelegen
661,fern::A,гена,ver
662,fern::A,генара,ver
663,linker::A,аьрру,linker
664,rechter::A,аьтту,rechter
665,anderer::A,кхин,andere
666,erster::A,хьалхара,eerste
667,zweiter::A,шолгIа,tweede
668,dritter::A,кхоалгӏа,derde
669,letzter::A,тӏаьххьара,laatste
670,allein::ADV,цхьаъ,alleen
671,auf einmal::ADV,цу сохьтта,ineens
672,auf einmal::ADV,цу сохьтта,tegelijk
673,zusammen::ADV,цхьана,samen
674,zusammen::ADV,цхьана,bijeen
675,lange::ADV,дукха,lang
676,plötzlich::ADV,цIеххьана,eensklaps
677,plötzlich::ADV,цIеххьана,plotsklaps
678,sofort::ADV,цу сохьтта,terstond
679,sofort::ADV,цу сохьтта,aanstonds
680,sofort::ADV,цу сохьтта,onmiddelijk
681,später::ADV,тӏаьхьо,later
682,jetzt::ADV,хӏинца,nu
683,jetzt::ADV,хӏинца,nou
684,jetzt::ADV,хӏинца,thans
685,heute::ADV,тахана,heden
686,heute::ADV,тахана,vandaag
687,morgen::ADV,кхана,morgen
688,bald::ADV,кеста,gauw
689,bald::ADV,кеста,weldra
690,dann::ADV,тӏаккха,dan
691,dann::ADV,тӏаккха,toen
692,gestern::ADV,селхана,gisteren
693,einst::ADV,цкъа,eens
694,damals::ADV,хӏетахьь,toen
695,damals::ADV,хӏетахьь,destijds
696,danach::ADV,тӏаккха,daarna
697,vorher::ADV,хьалхa,vooraf
698,vorher::ADV,хьалхa,van tevoren
699,zuerst::ADV,хьалха,eerst
700,zuerst::ADV,хьалха,het eerst
701,einmal::ADV,цкъа,eens
702,einmal::ADV,цкъа,eenmaal
703,manchmal::ADV,цкъаццкъа,soms
704,oft::ADV,кест-кеста,vaak
705,oft::ADV,кест-кеста,dikwijls
706,immer::ADV,даим,altijd
707,niemals::ADV,цкъа а,nooit
708,hier::ADV,кхузахь,hier
709,hierhin::ADV,кхуза,hierheen
710,von hier::ADV,кхузара,van hier
711,von hier::ADV,кхузара,hiervandaan
712,dort::ADV,цигахь,daar
713,dort::ADV,цигахь,ginds
714,dorthin::ADV,цига,daarheen
715,geradeaus::ADV,нийса дӏа,rechtuit
716,geradeaus::ADV,нийса дӏа,rechtdoor
717,vorwärts::ADV,хьалха,vooruit
718,vorwärts::ADV,хьалха,voorwaarts
719,rückwärts::ADV,юха,achteruit
720,rückwärts::ADV,юха,achterwaarts
721,zurück::ADV,юха,terug
722,unten::ADV,лахахь,beneden
723,unten::ADV,лахахь,onderaan
724,hinab::ADV,охьа,omlaag
725,hinab::ADV,охьа,naar beneden
726,oben::ADV,лакхахь,boven
727,hinauf::ADV,хьала,omhoog
728,hinauf::ADV,хьала,naar boven
729,überall::ADV,массанхьа,alom
730,überall::ADV,массанхьа,overal
731,nicht::ADV,ца,niet
732,ein wenig::ADV,кӏеззиг,wat
733,kaum::ADV,халла,amper
734,kaum::ADV,халла,nauwelijks
735,sehr::ADV,вуно,erg
736,sehr::ADV,вуно,zeer
737,noch::ADV,кхин,nog
738,nur::ADV,бен ...ца,maar
739,nur::ADV,бен ...ца,alleen
740,schon::ADV,хӏинцале,al
741,schon::ADV,хӏинцале,reeds
742,wieder::ADV,юха а,weer
743,wieder::ADV,юха а,terug
744,vergebens::ADV,эрна,vergeefs
745,vergebens::ADV,эрна,tevergeefs
746,vor::PRP,хьалха,voor
747,hinter::PRP,тӏехьа,achter
748,unter::PRP,кIелахь,onder
749,unter::PRP,кIелахь,beneden
750,durch::PRP,чекх,door
751,neben::PRP,юххе,naast
752,zwischen::PRP,юккъехь,tussen
753,wegen::PRP,дуьхьа,wegens
754,wegen::PRP,дуьхьа,vanwege
755,dies::PRN,и,dit
756,dies::PRN,иза,dit
757,das::PRN,и,dat
758,das::PRN,иза,dat
759,alles::PRN,дерриг,alles
760,ich::PRN,cо,ik
761,du::PRN,хьо,je
762,du::PRN,хьо,jij
763,er::PRN,и,hij
764,er::PRN,иза,hij
765,wir::PRN,тхо,we
766,wir::PRN,тхо,wij
767,wir::PRN,вай,we
768,wir::PRN,вай,wij
769,ihr::PRN,шу,jullie
770,sie::PRN,уьш,ze
771,sie::PRN,уьш,zij
772,was::FPRN,хӏун,wat
773,wer::FPRN,мила,wie
774,wo::FADV,мичaхь,waar
775,wohin::FADV,мича,waarheen
776,wie::FADV,муха,hoe
777,warum::FADV,хӏунда,waarom
778,wieviel::FNUM,мел,hoeveel
779,wieviel::FNUM,маса,hoeveel
780,eins::NUM,цхьаъ,één
781,zwei::NUM,шиъ,twee
782,drei::NUM,кхоъ,drie
783,vier::NUM,диъ,vier
784,fünf::NUM,пхиъ,vijf
785,sechs::NUM,ялх,zes
786,sieben::NUM,ворхӏ,zeven
787,acht::NUM,бархӏ,acht
788,neun::NUM,исс,negen
789,zehn::NUM,итт,tien
790,elf::NUM,цхьайтта,elf
791,zwölf::NUM,шийтта,twaalf
792,zwanzig::NUM,ткъа,twintig
793,dreißig::NUM,ткъе итт,dertig
794,vierzig::NUM,шовзткъа,veertig
795,fünfzig::NUM,шовзткъе итт,vijftig
796,sechzig::NUM,кхузткъа,zestig
797,siebzig::NUM,кхузткъе итт,zeventig
798,achtzig::NUM,дезткъа,tachtig
799,neunzig::NUM,дезткъе итт,negentig
800,hundert::NUM,бӏе,honderd
801,tausend::NUM,эзар,duizend
802,und::CNJ,a,en
803,oder::CNJ,я,of
804,stehen::V,латта,staan
805,sitzen::V,хиъна ӏан,zitten
