,Concept_ID,ja,bn
98,Hügel::N,丘,পাহাড়
99,Anhöhe::N,高み,টিলা
100,Berg::N,山,পর্বত
101,Gipfel::N,頂上,শীর্ষ
102,Höhle::N,洞窟,গুহা
103,Abhang::N,斜面,ঢাল
104,Quelle::N,泉,উৎস
105,Bach::N,小川,ক্ষুদ্র নদী
106,Fluss::N,川,নদী
107,Ufer::N,岸,উপকূল
108,Küste::N,海岸,তীর
109,Festland::N,陸,ভূমি
110,Meer::N,海,সমুদ্র
111,Bucht::N,湾,উপসাগর
112,Insel::N,島,দ্বীপ
113,Blume::N,花,ফুল
114,Gras::N,草,ঘাস
115,Wurzel::N,根,শিকড়
116,Baum::N,木,গাছ
117,Stamm::N,幹,স্কন্ধ
118,Rinde::N,皮層,বল্কল
119,Ast::N,枝,শাখা
120,Zweig::N,小枝,ডাল
121,Blatt::N,葉,পর্ণ
122,Birke::N,樺,ভুর্জ
123,Kiefer[Baum]::N,松,পাইন গাছ
124,Weide[Baum]::N,柳,উইলো
125,Tanne::N,樅,দেবদারূ গাছ
126,Horn::N,角,শিং
127,Feder::N,羽根,পালক
128,Fell::N,毛皮,রোম
129,Flügel::N,羽,ডানা
130,Klaue::N,鉤爪,নখর
131,Kralle::N,爪,নখর
132,Schwanz::N,尻尾,লেজ
133,Ei::N,卵,ডিম
134,Nest::N,巣,কুলায়
135,Bau::N,穴,ডেরা
136,Tier::N,動物,জন্তু
137,Herde::N,群れ,ঝাঁক
138,Kuh::N,牛,গোরু
139,Bulle::N,雄牛,বৃষ
140,Pferd::N,馬,ঘোড়া
141,Schaf::N,羊,ভেড়া
142,Schwein::N,豚,শূকর
143,Hund::N,犬,কুকুর
144,Katze::N,猫,বেড়াল
145,Bär::N,熊,ভল্লুক
146,Eichhörnchen::N,栗鼠,কাঠবিড়াল
147,Elch::N,ヘラジカ,হরিণবিশেষ
148,Fuchs::N,狐,পাঁতিশিয়াল
149,Hase::N,兎,শশক
150,Maus::N,鼠,নেংটি ইঁদুর
151,Wolf::N,狼,নেকড়ে
152,Vogel::N,鳥,পক্ষী
153,Schwarm::N,群れ,ঝাঁক
154,Huhn::N,鶏,মোরগ
155,Hahn::N,雄鶏,কুক্কুট
156,Gans::N,ガチョウ,হংসী
157,Adler::N,鷲,ইগল
158,Ente::N,鴨,হংসী
159,Eule::N,フクロウ,পেচক
160,Kranich::N,鶴,সারস
161,Krähe::N,烏,কাক
162,Kuckuck::N,郭公,কোকিল
163,Schwan::N,白鳥,মরাল
164,Fisch::N,魚,মাছ
165,Barsch::N,鱸,মৎন্যবিশেষ
166,Hecht::N,川魳,বানমাছ
167,Schlange[Tier]::N,蛇,সর্প
168,Wurm::N,虫,কীট
169,Spinne::N,蜘蛛,মাকড়সা
170,Ameise::N,蟻,পিপীলিকা
171,Laus::N,虱,উকুন
172,Mücke::N,蚊,মশা
173,Fliege::N,蝿,মাছি
174,Schmetterling::N,蝶,প্রজাপতি
175,Beere::N,漿果,বেরি
176,Apfel::N,林檎,আপেল
177,Pilz::N,茸,ছত্রক
178,Zwiebel::N,玉葱,পিয়াজ
179,Saat::N,種,বীজ
180,Korn::N,粒,শস্য
181,Heu::N,干し草,খড়
182,Schale::N,皮,খোসা
183,Grube::N,穴,গর্ত
184,Falle::N,わな,ফাঁদ
185,Schlinge::N,輪,পাশ
186,Spur::N,跡,চিহ্ন
187,Asche::N,灰,ভস্ম
188,Dreck::N,泥,ময়লা
189,Eisen::N,鉄,লোহা
190,Gold::N,金,স্বর্ণ
191,Silber::N,銀,রৌপ্য
192,Kohle::N,炭,অঙ্গার
193,Glas::N,ガラス,কাচ
194,Lehm::N,ローム,মৃত্তিকা
195,Sand::N,砂,বালি
196,Mensch::N,人,নর
197,Mensch::N,人,মানুষ
198,Mann::N,男,মানুষ
199,Mann::N,男性,মানুষ
200,Frau::N,女,নারী
201,Frau::N,女性,নারী
202,Kind::N,子,বাচ্চা
203,Kind::N,子供,বাচ্চা
204,Junge::N,男の子,ছেলে
205,Mädchen::N,女の子,মেয়ে
206,Familie::N,家族,পরিবার
207,Großvater::N,祖父,মাতামহ
208,Großvater::N,おじいさん,মাতামহ
209,Großmutter::N,祖母,মাতামহী
210,Großmutter::N,おばあさん,মাতামহী
211,Eltern::N,親,মাতাপিতা
212,Eltern::N,両親,মাতাপিতা
213,Vater::N,父,পিতা
214,Vater::N,お父さん,পিতা
215,Mutter::N,母,মাতা
216,Mutter::N,お母さん,মাতা
217,Sohn::N,息子,ছেলে
218,Sohn::N,息子さん,ছেলে
219,Tochter::N,娘,মেয়ে
220,Tochter::N,お嬢さん,মেয়ে
221,Bruder::N,弟,দাদা
222,Schwester::N,妹,বোন
223,Schwester::N,妹,দিদি
224,Onkel::N,伯父,মামা
225,Onkel::N,伯父さん,মামা
226,Tante::N,叔母,মাসী
227,Tante::N,叔母さん,মাসী
228,Ehemann::N,夫,স্বামী
229,Ehemann::N,主人,স্বামী
230,Ehefrau::N,妻,পত্নী
231,Ehefrau::N,奥さん,পত্নী
232,Freude::N,喜び,উল্লাস
233,Gelächter::N,笑い,হাসি
234,Glück::N,幸せ,সুখ
235,Kummer::N,悩み,দুঃখ
236,Wunsch::N,希望,আকাঙ্ক্ষা
237,Lust::N,気,বাসনা
238,Geist::N,精神,আত্না
239,Gedanke::N,考え,চিন্তা
240,Gedächtnis::N,記憶,স্মরণশক্তি
241,Verstand::N,理解力,মন
242,Sinn::N,意味,পদার্থ
243,Grund::N,理由,কারণ
244,Wahrheit::N,真実,সত্য
245,Gespräch::N,会話,কথাবার্তা
246,Märchen::N,童話,রূপকথা
247,Erzählung::N,物語,গল্প
248,Nachricht::N,報告,তথ্য
249,Neuigkeit::N,ニュース,খবরাখবর
250,Name::N,名前,নাম
251,Rätsel::N,謎,ধাঁধা
252,Rede::N,演説,বক্তৃতা
253,Sprache::N,言語,ভাষা
254,Stimme::N,声,স্বর
255,Wort::N,言葉,শব্দ
256,Zeichen::N,記号,প্রতীক
257,Ruf::N,呼び声,ডাক
258,Lärm::N,騒音,হৈচৈ
259,Laut::N,音,ধ্বনি
260,Ton::N,音,স্বর
261,Lied::N,歌,গান
262,Ruhe::N,静けさ,শান্তি
263,Leute::N,人々,প্রজাপুঞ্জ
264,Volk::N,民族,জাতি
265,Arbeit::N,仕事,চাকরি
266,Gast::N,客,অতিথি
267,Geschenk::N,贈り物,উপহার
268,Spiel::N,遊び,খেলা
269,Gesellschaft::N,社会,সঙ্গিগণ
270,Hilfe::N,援助,সাহায্য
271,Freund::N,友達,বন্ধু
272,Kamerad::N,同志,সঙ্গী
273,Angelegenheit::N,件,বিষয়
274,Anzahl::N,数,পরিমাণ
275,Art::N,種類,রকম
276,Stück::N,部分,টুকরো
277,Teil::N,部分,অংশ
278,Hälfte::N,半分,অর্ধেক
279,Kreis::N,円,বৃত্ত
280,Kreuz::N,十字,ক্রুশ
281,Linie::N,線,রেখা
282,Strich::N,線,কষি
283,Abstand::N,距離,ফাঁক
284,Entfernung::N,距離,ব্যবধান
285,Gegend::N,辺,ক্ষেত্র
286,Gegend::N,地域,ক্ষেত্র
287,Platz::N,ゆとり,জায়গা
288,Ort::N,所,স্থান
289,Ort::N,場所,স্থান
290,Seite::N,横,পার্শ্ব
291,Mitte::N,真ん中,মধ্য
292,Gegenstand::N,物件,জিনিস
293,Sache::N,物,বস্তু
294,Rand::N,端,কানা
295,Kante::N,縁,ধার
296,Ecke::N,角,কোণ
297,Spitze::N,先頭,ডগা
298,Ende::N,端,প্রান্ত
299,Loch::N,穴,গর্ত
300,Winkel::N,片隅,কোণ
301,Muster::N,模様,নমুন্
302,Größe::N,大きさ,আয়তন
303,Länge::N,長さ,দৈর্ঘ্য
304,Höhe::N,高さ,উচ্চতা
305,Gewicht::N,重さ,ওজন
306,Menge::N,量,পরিমাণ
307,Haufen::N,堆積,পুঞ্জ
308,Reihe::N,並び,শ্রেণী
309,Boot::N,ボート,নৌকা
310,Ruder::N,オール,দাঁড়
311,Schlitten::N,そり,স্নেজ্-গাড়ি
312,Ski::N,スキー,শী
313,Lagerfeuer::N,篝火,অগ্নি
314,Last::N,荷物,বোঝা
315,Gang::N,歩み,হণ্টন
316,Schritt::N,歩,পদ
317,Norden::N,北,উত্তরদিক্
318,Süden::N,南,দক্ষিণদিক
319,Westen::N,西,পশ্চিমদিক্
320,Osten::N,東,পূর্বদিক
321,Holz::N,木,কাঠ
322,Holz::N,木材,কাঠ
323,Brett::N,板,তক্তা
324,Platte::N,盤,ফলক
325,Stütze::N,支柱,নাগদণ্ড
326,Stange::N,棒,দণ্ড
327,Stock::N,杖,ছড়ি
328,Stab::N,棒,যষ্টি
329,Rohr::N,管,নল
330,Haus::N,家,ঘর
331,Heim::N,家,বাসা
332,Ofen::N,ストーブ,স্টোভ্
333,Fußboden::N,床,গহতল
334,Tisch::N,机,মেজ
335,Tisch::N,机,টেবিল
336,Stuhl::N,椅子,চেয়ার
337,Stuhl::N,椅子,কেদারা
338,Wiege::N,揺籃,দোলনা
339,Bett::N,ベッド,শয্যা
340,Regal::N,棚,তাক
341,Kiste::N,箱,বাক্স
342,Fenster::N,窓,জানালা
343,Tür::N,戸,দ্বার
344,Tür::N,ドア,দ্বার
345,Tor::N,門,দ্বার
346,Zaun::N,垣根,বেড়া
347,Dach::N,屋根,ছাদ
348,Leiter::N,梯子,মই
349,Besen::N,ほうき,গুল্মবিশেষ
350,Spaten::N,スコップ,কোদাল
351,Schaufel::N,シャベル,বেলচা
352,Gabel::N,フォーク,কাঁটা
353,Löffel::N,スプーン,চামচ
354,Messer::N,ナイフ,ছুরি
355,Nagel::N,釘,পেরেক
356,Netz::N,網,জাল
357,Haken::N,鉤,কাচি
358,Haken::N,フック,কাচি
359,Griff::N,取っ手,হাতল
360,Schloss::N,錠,তালা
361,Bild::N,絵,ছবি
362,Bild::N,絵,চিত্র
363,Figur::N,像,আকার
364,Puppe::N,人形,পুতুল
365,Beutel::N,袋,বটুয়া
366,Bündel::N,束,আঁটি
367,Bündel::N,包み,আঁটি
368,Tasche::N,かばん,থলি
369,Eimer::N,バケツ,বাল্তি
370,Deckel::N,蓋,আবরণ
371,Geschirr::N,食器,থালা-বাসন
372,Sack::N,袋,বস্তা
373,Tasse::N,カップ,কাপ
374,Topf::N,鍋,পাত্র
375,Kessel::N,釜,কেটলি
376,Essen::N,食事,আহার
377,Nahrung::N,食物,খাদ্য
378,Speise::N,料理,খাদ্য
379,Fleisch::N,肉,মাংস
380,Getreide::N,麦,শস্য
381,Getreide::N,穀物,শস্য
382,Brei::N,粥,মণ্ড
383,Brot::N,パン,রুটি
384,Scheibe::N,枚,ফালি
385,Scheibe::N,切れ,ফালি
386,Fett::N,脂肪,মেদ
387,Butter::N,バター,মাখন
388,Öl::N,油,তৈল
389,Salz::N,塩,নুন
390,Suppe::N,スープ,শুরুয়া
391,Honig::N,蜂蜜,মধু
392,Milch::N,牛乳,দুধ
393,Tee::N,茶,চা
394,Tee::N,お茶,চা
395,Leder::N,革,পাকা চামড়া
396,Wolle::N,毛糸,পশম
397,Stoff::N,布,বস্ত্র
398,Nadel::N,針,সুচ
399,Faden::N,糸,সূত্র
400,Knopf::N,ボタン,বোতাম
401,Knoten::N,結び目,গিঁট
402,Farbe::N,ペンキ,রং
403,Kleidung::N,衣服,কাপড়
404,Hemd::N,シャツ,শার্ট
405,Kragen::N,襟,গলবন্ধ
406,Ärmel::N,袖,আস্তিন্
407,Hose::N,ズボン,ট্রাউজার
408,Gürtel::N,帯,কটিবন্ধ
409,Gürtel::N,ベルト,কটিবন্ধ
410,Mütze::N,帽子,টুপি
411,Schuh::N,靴,জুতো
412,Stiefel::N,ブーツ,বুট
413,Ring::N,輪,আংটি
414,Band::N,リボン,ফিতা
415,Kamm::N,櫛,চিরুনি
416,Spiegel::N,鏡,আয়না
417,Riemen::N,緒,চাবুক
418,Schnur::N,紐,দড়ি
419,Leine::N,綱,শিকল
420,Decke::N,掛け布団,কম্বল
421,Kissen::N,枕,উপাধান
422,Tuch::N,スカーフ,বস্ত্র
423,Handtuch::N,タオル,তোয়ালে
424,Kraft::N,力,জোর
425,Stärke::N,強さ,শক্তি
426,Gesundheit::N,健康,স্বাস্থ্য
427,Krankheit::N,病気,অসুখ
428,Krankheit::N,病気,ব্যামো
429,Schmerz::N,痛み,যন্ত্রণা
430,Wunde::N,傷,ক্ষত
431,Fieber::N,熱,জ্বর
432,Arznei::N,薬,ঔষধ
433,Brücke::N,橋,সেতু
434,Brunnen::N,井戸,কূপ
435,Weide::N,牧場,পশুচারণভূমি
436,Pfad::N,小路,পথ
437,Weg::N,道,পথ
438,Straße::N,街道,রাস্তা
439,Dorf::N,村,গ্রাম
440,Stadt::N,町,শহর
441,Stadt::N,都市,শহর
442,Brief::N,手紙,চিঠি
443,Buch::N,本,বই
444,Buchstabe::N,文字,অক্ষর
445,Zeitung::N,新聞,সংবাদপত্র
446,Leben::N,生活,জীবন
447,Tod::N,死,মৃত্যু
448,Grab::N,墓,কবর
449,Kirche::N,教会,গির্জা
450,Sünde::N,罪,পাপ
451,Gott::N,神,দেবতা
452,Arbeiter::N,労働者,শ্রমিক
453,Chef::N,上司,নেতা
454,Meister::N,達人,ব্যক্তি
455,Meister::N,マイスター,ব্যক্তি
456,Arzt::N,医者,চিকিৎসক
457,Lehrer::N,先生,অধ্যাপক
458,Geld::N,金,মুদ্রা
459,Geld::N,金,টাকাপয়সা
460,Geschäft::N,取り引き,ব্যস্ততা
461,Laden::N,店,দোকান
462,Preis::N,値段,মূল্য
463,Ware::N,商品,পণ্যদ্রব্য
464,Nutzen::N,利益,সুবিধা
465,Reichtum::N,豊かさ,ধনদৌলত
466,Welt::N,世界,জগৎ
467,Land::N,国,খেত
468,Staat::N,国家,রাষ্ট্র
469,König::N,国王,রাজা
470,Macht::N,権力,প্রভাব
471,Grenze::N,国境,সীমা
472,Krieg::N,戦争,যুদ্ধ
473,Feind::N,敵,শত্রু
474,Gewalt::N,暴力,জোর
475,Kampf::N,戦い,লড়াই
476,Bogen[Waffe]::N,弓,ধনুক
477,Pfeil::N,矢,বাণ
478,Gewehr::N,銃,বন্দুক
479,Fehler::N,間違い,ভুল
480,Lüge::N,嘘,মিথ্যা
481,Schaden::N,損害,ক্ষতি
482,Unglück::N,不幸,দুর্ভাগ্য
483,Schuld::N,罪,অপরাধ
484,Alter::N,年,আয়ু
485,Alter::N,年齢,আয়ু
486,Schluss::N,終わり,শেষ
487,Zeit::N,時,সময়
488,Zeit::N,時間,সময়
489,Tag::N,日,দিন
490,Morgen::N,朝,সকাল
491,Mittag::N,昼,মধ্যাহু
492,Abend::N,晩,সন্ধ্যা
493,Abend::N,夕方,সন্ধ্যা
494,Nacht::N,夜,রাত্রি
495,Woche::N,週,সপ্তাহ
496,Monat::N,月,মাস
497,Jahr::N,年,সৌরবর্ষ
498,Frühling::N,春,বসন্তকাল
499,Sommer::N,夏,গ্রীষ্মকাল
500,Herbst::N,秋,শরংঋতু
501,Winter::N,冬,শীতকাল
502,Januar::N,一月,জানুয়ারী
503,Februar::N,二月,ফেব্রুয়ারী
504,März::N,三月,মার্চ
505,April::N,四月,এপ্রিল
506,Mai::N,五月,মে
507,Juni::N,六月,জুন
508,Juli::N,七月,জুলাই
509,August::N,八月,অগাস্ট
510,September::N,九月,সেপ্টেম্বর
511,Oktober::N,十月,অক্টোবর
512,November::N,十一月,নভেম্বর
513,Dezember::N,十二月,ডিসেম্বর
514,Montag::N,月曜日,সোমবার
515,Dienstag::N,火曜日,মঙ্গলবার
516,Mittwoch::N,水曜日,বুধবার
517,Donnerstag::N,木曜日,বৃহম্পতিবার
518,Freitag::N,金曜日,শুক্রবার
519,Samstag::N,土曜日,শনিবার
520,Sonntag::N,日曜日,রবিবার
521,groß::A,大きい,বৃহৎ
522,klein::A,小さい,ছোট
523,lang::A,長い,দীর্ঘ
524,kurz::A,短い,খর্ব
525,kurz::A,短い,হ্রস্ব
526,breit::A,広い,চওড়া
527,schmal::A,狭い,সরু
528,dicht::A,密な,ঘন
529,dick[Gegenstand]::A,厚い,পুরু
530,dünn::A,薄い,কৃশ
531,fein::A,細い,সূক্ষ্ম
532,fest::A,硬い,দৃঢ়
533,flach::A,平らな,সমতল
534,glatt::A,滑らかな,মসৃণ
535,hart::A,堅い,শক্ত
536,weich::A,柔らかい,নরম
537,rund::A,丸い,গোলাকার
538,spitz::A,尖った,তীক্ষ্ন
539,scharf::A,鋭い,শাণিত
540,stumpf::A,鈍い,ভোঁতা
541,schwer::A,重い,ভারী
542,schön::A,綺麗な,সুন্দর
543,heiß::A,熱い,গরম
544,warm::A,温かい,ঈষদুষ্ণ
545,kalt::A,寒い,ঠাণ্ডা
546,kalt::A,冷たい,ঠাণ্ডা
547,kühl::A,涼しい,শীতল
548,frisch::A,ひんやりした,তাজা
549,feucht::A,湿った,ভিজা
550,nass::A,濡れた,ভিজা
551,trocken::A,乾いた,শুষ্ক
552,voll::A,いっぱいの,পূর্ণ
553,leer::A,空の,খালি
554,offen::A,開いた,খোলা
555,geschlossen::A,閉まった,বন্ধ
556,sauber::A,清潔な,নির্মল
557,schmutzig::A,汚い,নোংরা
558,roh::A,生の,কাঁচা
559,reif::A,熟した,পাকা
560,lecker::A,美味しい,সুস্বাদ
561,süß::A,甘い,মিষ্ট
562,bitter::A,苦い,তিক্ত
563,sauer::A,酸っぱい,টক
564,hell::A,明るい,উজ্জ্বল
565,dunkel::A,暗い,অন্ধকারময়
566,schwarz::A,黒い,কালো
567,weiß::A,白い,সাদা
568,rot::A,赤い,লাল
569,gelb::A,黄色い,হলদে
570,blau::A,青い,নীল
571,grün::A,緑の,সবুজ
572,grau::A,灰色の,ছাই-রঙা
573,bunt::A,色取り取りの,রঙিন
574,billig::A,安い,সস্তা
575,teuer::A,高い,আক্রা
576,wertvoll::A,貴重な,মহার্ঘ
577,blind::A,盲目の,কানা
578,taub::A,耳が聞こえない,বধির
579,kräftig::A,強力な,বিশাল
580,stark::A,強い,শক্তিশালী
581,schwach::A,弱い,দুর্বল
582,fett::A,太った,মোটা
583,schlank::A,ほっそりした,কৃশ
584,hübsch::A,素敵な,সুন্দর
585,böse::A,悪い,খারাপ
586,dumm::A,馬鹿な,মূর্খ
587,faul::A,怠惰な,শ্রমবিমুখ
588,fleißig::A,勤勉な,পরিশ্রমী
589,geizig::A,けちな,ব্যয়কুণ্ঠ
590,klug::A,賢い,দক্ষ
591,klug::A,頭のいい,দক্ষ
592,geschickt::A,器用な,পটু
593,lieb::A,愛らしい,প্রেয়
594,lustig::A,楽しい,প্রফুল্ল
595,sanft::A,温和な,নম্র
596,hungrig::A,空腹の,ক্ষুধার্ত
597,krank::A,病気の,অসুস্থ
598,nackt::A,裸の,উলঙ্গ
599,traurig::A,悲しい,দুঃখিত
600,lebendig::A,生きた,জীবিত
601,gut::A,良い,ভালো
602,schlecht::A,悪い,মন্দ
603,schlecht::A,駄目な,মন্দ
604,richtig::A,正しい,ঠিক
605,schlimm::A,ひどい,কদর্য
606,wahr::A,本当の,বাস্তব
607,alt::A,古い,পুরাতন
608,neu::A,新しい,নব
609,neu::A,新しい,নূতন
610,ehemalig::A,以前の,পূর্বকালীন
611,alt[Lebewesen]::A,年を取った,বৃদ্ধ
612,jung::A,若い,তরুণ
613,arm::A,貧乏な,ক্ষুদ্র
614,reich::A,裕福な,ধনবান্
615,bekannt::A,有名な,সুপরিচিত
616,berühmt::A,有名な,বিখ্যাত
617,fremd::A,見知らぬ,বিদেশি
618,verschieden::A,色々な,বিসদৃশ
619,nah::A,近い,নিকটবতী
620,fern::A,遠い,দুরবতী
621,linker::A,左の,বাম
622,rechter::A,右の,ডান
623,rechter::A,右の,ডাইন
624,anderer::A,別の,অন্যতর
625,erster::A,一番目,প্রথম
626,zweiter::A,二番目,দ্বিতীয়
627,dritter::A,三番目,তৃতীয়
628,letzter::A,最後の,সর্বশেষ
629,allein::ADV,一人で,একক
630,auf einmal::ADV,同時に,জলদি
631,zusammen::ADV,一緒に,একসঙ্গে
632,lange::ADV,長い間,লম্বা
633,plötzlich::ADV,急に,হঠাৎ
634,sofort::ADV,すぐに,মুহ্ণর্তমধ্যে
635,später::ADV,後で,পশ্চাতে
636,jetzt::ADV,今,এখন
637,heute::ADV,今日,আজ
638,morgen::ADV,明日,আগামিকাল
639,bald::ADV,間もなく,অস্পকালমধ্যে
640,dann::ADV,それから,তখন
641,gestern::ADV,昨日,গতকাল
642,einst::ADV,過去に,একবার মাত্র
643,damals::ADV,あの時,তখন
644,danach::ADV,その後で,পরে
645,vorher::ADV,以前に,আগে
646,zuerst::ADV,まず,আগে
647,zuerst::ADV,最初に,আগে
648,einmal::ADV,一回,একবার
649,manchmal::ADV,時々,কখনও কখনও
650,oft::ADV,よく,ঘনঘন
651,immer::ADV,いつも,সর্বদা
652,niemals::ADV,一度も...ない,কখলও নহে
653,hier::ADV,こちら,এখানে
654,hierhin::ADV,ここへ,এখানে
655,hierhin::ADV,こちらへ,এখানে
656,von hier::ADV,ここから,ত্রই স্তান হইতে
657,dort::ADV,そちら,ওখানে
658,dorthin::ADV,そこへ,ওখানে
659,dorthin::ADV,そちらへ,ওখানে
660,geradeaus::ADV,真っ直ぐに,অগ্রগামী
661,vorwärts::ADV,前へ,সন্মুখিকে
662,rückwärts::ADV,後ろへ,খিরিয়া
663,zurück::ADV,後ろへ,পিঠ
664,unten::ADV,下に,নীচে
665,hinab::ADV,下へ,নিম্নগামী
666,oben::ADV,上に,উপরে
667,hinauf::ADV,上へ,উচ্চতর অংশে
668,überall::ADV,どこでも,সর্বত্র
669,nicht::ADV,ない,না
670,ein wenig::ADV,少し,অল্প
671,ein wenig::ADV,ちょっと,অল্প
672,kaum::ADV,ほとんど～ない,কষ্টসহকাবে
673,sehr::ADV,とても,খুব
674,so::ADV,こう,তত
675,noch::ADV,まだ,এখন পর্যস্ত
676,nur::ADV,～だけ,শুধু
677,schon::ADV,もう,ইতঃপুর্বে
678,wieder::ADV,再び,আবার
679,vergebens::ADV,無駄に,বিফলে
680,vor::PRP,前に,সম্মুখে
681,hinter::PRP,後ろに,পশ্চাতে
682,unter::PRP,下に,নীচে
683,durch::PRP,通して,দ্বারা
684,neben::PRP,横に,কাছে
685,zwischen::PRP,間に,মধ্যে
686,wegen::PRP,為に,জন্য
687,wegen::PRP,せいで,জন্য
688,dies::PRN,これ,এটা
689,das::PRN,それ,ওটা
690,alles::PRN,全部,সব
691,ich::PRN,私,আমি
692,du::PRN,あなた,তুমি
693,er::PRN,彼,উনি
694,wir::PRN,私達,আমরা
695,ihr::PRN,あなた達,তোমরা
696,sie::PRN,彼ら,তারা
697,was::FPRN,何,কি
698,wer::FPRN,誰,কে
699,wer::FPRN,どなた,কে
700,wo::FADV,どこ,কোথায়
701,wo::FADV,どこに,কোথায়
702,wohin::FADV,どこへ,কোথায়
703,wie::FADV,どう,কেমন
704,warum::FADV,何故,কেন
705,warum::FADV,どうして,কেন
706,wieviel::FNUM,どのくらい,কত
707,eins::NUM,一,অক
708,zwei::NUM,二,দুই
709,zwei::NUM,二つ,দুই
710,drei::NUM,三,তিন
711,drei::NUM,三つ,তিন
712,vier::NUM,四,চার
713,vier::NUM,四つ,চার
714,fünf::NUM,五,পাঁচ
715,fünf::NUM,五つ,পাঁচ
716,sechs::NUM,六,ছয়
717,sechs::NUM,六つ,ছয়
718,sieben::NUM,七,সাত
719,sieben::NUM,七つ,সাত
720,acht::NUM,八,আট
721,acht::NUM,八つ,আট
722,neun::NUM,九,নয়
723,neun::NUM,九つ,নয়
724,zehn::NUM,十,দশ
725,elf::NUM,十一,এগারো
726,zwölf::NUM,十二,দ্বাদশ
727,zwanzig::NUM,二十,বিশ
728,dreißig::NUM,三十,ত্রিশ
729,vierzig::NUM,四十,চল্লিশ
730,fünfzig::NUM,五十,পঞ্চাশ
731,sechzig::NUM,六十,ষাট
732,siebzig::NUM,七十,সত্তর
733,achtzig::NUM,八十,আশি
734,neunzig::NUM,九十,নব্বুই
735,hundert::NUM,百,শত
736,tausend::NUM,千,হাজার
737,und::CNJ,-と,আর
