,Concept_ID,sl,tr
57,Geschmack::N,okús,lezzet
58,Geruch::N,vónj,koku
59,Schlaf::N,sèn,uyku
60,Schlaf::N,spánec,uyku
61,Traum::N,sánje,düş
62,Traum::N,sánje,rüya
63,Himmel::N,nebó,gök
64,Sonne::N,sónce,güneş
65,Mond::N,lúna,ay
66,Mond::N,mésec,ay
67,Stern::N,zvézda,yıldız
68,Luft::N,zràk,hava
69,Wind::N,véter,yel
70,Wind::N,véter,rüzgâr
71,Welle::N,vál,dalga
72,Wasser::N,vôda,su
73,Stein::N,kámen,taş
74,Boden::N,tlà,yer
75,Boden::N,tlà,zemin
76,Erde::N,pŕst,toprak
77,Erde::N,zêmlja,toprak
78,Staub::N,práh,toz
79,Rauch::N,dìm,duman
80,Funke::N,ískra,kıvılcım
81,Feuer::N,ôgenj,ateş
82,Licht::N,lúč,ışık
83,Schatten::N,sénca,gölge
84,Wetter::N,vrême,hava
85,Nebel::N,meglà,pus
86,Wolke::N,oblák,bulut
87,Regen::N,dèž,yağmur
88,Schnee::N,snég,kar
89,Eis::N,léd,buz
90,Frost::N,zmrzál,don
91,Kälte::N,mràz,soğukluk
92,Hitze::N,pripéka,sıcaklık
93,Raureif::N,ívje,kırç
94,Raureif::N,slána,kırç
95,Regenbogen::N,mávrica,gökkuşağı
96,Donner::N,gròm,gök gürlemesi
97,Strömung::N,strúja,akıntı
98,Strömung::N,strúja,cereyan
99,Tropfen::N,káplja,damla
100,Schaum::N,péna,köpük
101,Schmutz::N,nesnága,çamur
102,Schmutz::N,nesnága,pislik
103,See::N,jézero,göl
104,Sumpf::N,močvírje,batak
105,Moor::N,bárje,cılgıt
106,Wiese::N,trávnik,çimen
107,Wald::N,lés,koru
108,Wald::N,lés,orman
109,Wald::N,gòzd,koru
110,Wald::N,gòzd,orman
111,Hügel::N,brég,tepe
112,Hügel::N,goríca,tepe
113,Anhöhe::N,gríč,tümsek
114,Anhöhe::N,gríč,yükseklik
115,Anhöhe::N,višína,tümsek
116,Anhöhe::N,višína,yükseklik
117,Berg::N,gôra,dağ
118,Berg::N,planína,dağ
119,Gipfel::N,vŕh,zirve
120,Höhle::N,jáma,in
121,Höhle::N,jáma,mağara
122,Höhle::N,votlína,in
123,Höhle::N,votlína,mağara
124,Abhang::N,pobóčje,bayır
125,Quelle::N,izvír,pınar
126,Quelle::N,izvír,kaynak
127,Bach::N,pôtok,çay
128,Bach::N,pôtok,dere
129,Fluss::N,réka,nehir
130,Ufer::N,brég,kıyı
131,Ufer::N,brég,sahil
132,Küste::N,obála,kıyı
133,Küste::N,obála,sahil
134,Küste::N,obréžje,kıyı
135,Küste::N,obréžje,sahil
136,Festland::N,celína,kara
137,Festland::N,kopnína,kara
138,Meer::N,mórje,deniz
139,Bucht::N,zalív,koy
140,Bucht::N,zalív,körfez
141,Insel::N,ôtok,ada
142,Blume::N,cvetlíca,çiçek
143,Gras::N,tráva,ot
144,Gras::N,tráva,çim
145,Wurzel::N,korenína,kök
146,Baum::N,drevó,ağaç
147,Stamm::N,dêblo,gövde
148,Rinde::N,lúbje,kabuk
149,Rinde::N,skórja,kabuk
150,Ast::N,véja,dal
151,Ast::N,véja,budak
152,Zweig::N,véja,dal
153,Blatt::N,líst,yaprak
154,Birke::N,bréza,huş
155,Kiefer[Baum]::N,bòr,çam
156,Weide[Baum]::N,vŕba,söğüt
157,Tanne::N,hója,çam
158,Tanne::N,hója,köknar
159,Horn::N,róg,boynuz
160,Feder::N,peró,tüy
161,Fell::N,kŕzno,post
162,Flügel::N,krílo,kanat
163,Klaue::N,párkelj,pençe
164,Kralle::N,krémpelj,tırnak
165,Schwanz::N,rèp,kuyruk
166,Ei::N,jájce,yumurta
167,Nest::N,gnézdo,yuva
168,Bau::N,brlòg,in
169,Tier::N,živál,hayvan
170,Herde::N,čréda,sürü
171,Kuh::N,kráva,inek
172,Bulle::N,bìk,boğa
173,Pferd::N,kònj,at
174,Pferd::N,kònj,beygir
175,Schaf::N,ôvca,koyun
176,Schwein::N,svínja,domuz
177,Hund::N,pès,it
178,Hund::N,pès,köpek
179,Katze::N,máčka,kedi
180,Bär::N,mêdved,ayı
181,Eichhörnchen::N,véverica,sincap
182,Elch::N,lós,büyük kuzey geyiği
183,Fuchs::N,lisíca,tilki
184,Hase::N,zájec,tavşan
185,Maus::N,mìš,fare
186,Maus::N,mìš,sıçan
187,Wolf::N,vólk,kurt
188,Vogel::N,ptìč,kuş
189,Vogel::N,ptíca,kuş
190,Schwarm::N,játa,sürü
191,Huhn::N,kokóš,tavuk
192,Hahn::N,petêlin,horoz
193,Gans::N,gós,kaz
194,Adler::N,ôrel,kartal
195,Adler::N,ôrel,karakuş
196,Ente::N,ráca,ördek
197,Eule::N,sôva,baykuş
198,Kranich::N,žerjàv,turna
199,Krähe::N,vrána,karga
200,Kuckuck::N,kúkavica,guguk
201,Schwan::N,labód,kuğu
202,Fisch::N,ríba,balık
203,Barsch::N,ostríž,hani
204,Barsch::N,ostríž,levrek
205,Hecht::N,ščúka,turnabalığı
206,Schlange[Tier]::N,káča,yılan
207,Wurm::N,čr̀v,kurt
208,Wurm::N,čr̀v,solucan
209,Wurm::N,glísta,kurt
210,Wurm::N,glísta,solucan
211,Spinne::N,pájek,örümcek
212,Ameise::N,mrávlja,karınca
213,Laus::N,úš,bit
214,Mücke::N,komár,sivrisinek
215,Fliege::N,múha,sinek
216,Schmetterling::N,metúlj,kelebek
217,Beere::N,jágoda,tane
218,Apfel::N,jábolko,elma
219,Pilz::N,góba,mantar
220,Zwiebel::N,čebúla,soğan
221,Saat::N,séme,ekin
222,Korn::N,zŕno,tane
223,Heu::N,senó,kuru ot
224,Schale::N,lupína,kabuk
225,Grube::N,jáma,çukur
226,Falle::N,pást,tuzak
227,Schlinge::N,zánka,ilmik
228,Schlinge::N,pêtlja,ilmik
229,Spur::N,sléd,iz
230,Asche::N,pepél,kül
231,Dreck::N,bláto,pislik
232,Eisen::N,želézo,demir
233,Gold::N,zlató,altın
234,Silber::N,srebró,gümüş
235,Kohle::N,ógel,kömür
236,Glas::N,stêklo,cam
237,Lehm::N,ílo,balçık
238,Sand::N,pések,kum
239,Mensch::N,člôvek,insan
240,Mann::N,móž,adam
241,Mann::N,móž,erkek
242,Mann::N,môški,adam
243,Mann::N,môški,erkek
244,Frau::N,gospá,bayan
245,Frau::N,žénska,bayan
246,Kind::N,déte,çocuk
247,Kind::N,otròk,çocuk
248,Junge::N,fànt,erkek çocuk
249,Junge::N,déček,erkek çocuk
250,Mädchen::N,deklè,kız
251,Mädchen::N,déklica,kız
252,Familie::N,družína,aile
253,Großvater::N,dèd,dede
254,Großvater::N,dèd,büyükbaba
255,Großvater::N,dédek,dede
256,Großvater::N,dédek,büyükbaba
257,Großmutter::N,bábica,nine
258,Großmutter::N,bábica,büyükanne
259,Eltern::N,stárši,ebeveyn
260,Eltern::N,stárši,ana baba
261,Vater::N,ôče,ata
262,Vater::N,ôče,baba
263,Mutter::N,máma,ana
264,Mutter::N,máma,anne
265,Sohn::N,sín,oğul
266,Tochter::N,hčí,kız
267,Tochter::N,hčí,kız evlât
268,Tochter::N,hčérka,kız
269,Tochter::N,hčérka,kız evlât
270,Bruder::N,bràt,abi
271,Bruder::N,bràt,erkek kardeş
272,Schwester::N,sêstra,abla
273,Schwester::N,sêstra,kız kardeş
274,Onkel::N,újec,dayı
275,Onkel::N,stríc,dayı
276,Tante::N,têta,hala
277,Tante::N,têta,teyze
278,Tante::N,strína,hala
279,Tante::N,strína,teyze
280,Ehemann::N,móž,koca
281,Ehemann::N,sopróg,koca
282,Ehefrau::N,žêna,karı
283,Ehefrau::N,sopróga,karı
284,Freude::N,rádost,neşe
285,Freude::N,rádost,sevinç
286,Freude::N,vesêlje,neşe
287,Freude::N,vesêlje,sevinç
288,Gelächter::N,sméh,gülme
289,Gelächter::N,sméh,kahkaha
290,Gelächter::N,grohòt,gülme
291,Gelächter::N,grohòt,kahkaha
292,Glück::N,sréča,mutluluk
293,Kummer::N,gorjé,dert
294,Kummer::N,gorjé,keder
295,Wunsch::N,žêlja,arzu
296,Wunsch::N,žêlja,istek
297,Lust::N,poželênje,arzu
298,Lust::N,poželênje,heves
299,Geist::N,dúša,tin
300,Gedanke::N,mísel,fikir
301,Gedanke::N,mísel,düşünce
302,Gedächtnis::N,pámet,bellek
303,Sinn::N,pomèn,anlam
304,Sinn::N,smísel,anlam
305,Grund::N,vzròk,sebep
306,Wahrheit::N,resníca,doğruluk
307,Wahrheit::N,resníca,gerçeklik
308,Gespräch::N,pogóvor,görüşme
309,Märchen::N,právljica,masal
310,Erzählung::N,povést,öykü
311,Erzählung::N,povést,hikâye
312,Nachricht::N,sporočílo,haber
313,Neuigkeit::N,novóst,haber
314,Name::N,imé,ad
315,Name::N,imé,isim
316,Rätsel::N,ugánka,bilmece
317,Rede::N,góvor,söylev
318,Rede::N,góvor,konuşma
319,Sprache::N,jêzik,dil
320,Sprache::N,jêzik,lisan
321,Stimme::N,glás,ses
322,Wort::N,beséda,kelime
323,Zeichen::N,znák,işaret
324,Ruf::N,klíc,çağırma
325,Lärm::N,hrúp,şamata
326,Lärm::N,hrúp,gürültü
327,Lärm::N,trúšč,şamata
328,Lärm::N,trúšč,gürültü
329,Laut::N,glás,ses
330,Ton::N,tón,ses
331,Lied::N,pésem,türkü
332,Ruhe::N,pokòj,sakinlik
333,Leute::N,ljudjé,halk
334,Leute::N,ljudjé,insanlar
335,Volk::N,národ,ulus
336,Volk::N,národ,millet
337,Arbeit::N,délo,iş
338,Arbeit::N,délo,çalışma
339,Gast::N,gòst,konuk
340,Gast::N,gòst,misafir
341,Geschenk::N,darílo,hediye
342,Geschenk::N,darílo,armağan
343,Spiel::N,ígra,oyun
344,Gesellschaft::N,drúžba,çevre
345,Gesellschaft::N,drúžba,arkadaşlık
346,Hilfe::N,pomóč,yardım
347,Freund::N,prijátelj,dost
348,Freund::N,prijátelj,arkadaş
349,Kamerad::N,továriš,arkadaş
350,Angelegenheit::N,zadéva,iş
351,Angelegenheit::N,zadéva,husus
352,Anzahl::N,števílo,sayı
353,Art::N,vŕsta,çeşit
354,Stück::N,kós,tane
355,Stück::N,kós,parça
356,Teil::N,dél,kısım
357,Hälfte::N,polovíca,yarı
358,Kreis::N,króg,daire
359,Kreis::N,kolobár,daire
360,Kreuz::N,kríž,haç
361,Linie::N,próga,hat
362,Linie::N,próga,çizgi
363,Strich::N,čŕta,çizgi
364,Abstand::N,preslédek,aralık
365,Entfernung::N,oddáljenost,mesafe
366,Entfernung::N,oddáljenost,uzaklık
367,Gegend::N,kràj,yöre
368,Gegend::N,dežêla,yöre
369,Platz::N,prôstor,yer
370,Ort::N,mésto,yer
371,Seite::N,bòk,yan
372,Seite::N,bòk,taraf
373,Seite::N,strán,yan
374,Seite::N,strán,taraf
375,Mitte::N,sredína,orta
376,Mitte::N,sredína,merkez
377,Gegenstand::N,prédmet,şey
378,Sache::N,réč,iş
379,Sache::N,réč,şey
380,Sache::N,stvár,iş
381,Sache::N,stvár,şey
382,Rand::N,kràj,kenar
383,Kante::N,rób,kenar
384,Ecke::N,vogál,köşe
385,Spitze::N,óst,uç
386,Spitze::N,óst,baş
387,Ende::N,kônec,uç
388,Loch::N,lúknja,oyuk
389,Loch::N,lúknja,delik
390,Winkel::N,kót,köşe
391,Muster::N,vzórec,örnek
392,Größe::N,veličína,büyüklük
393,Länge::N,dolžína,uzunluk
394,Höhe::N,vršína,yükseklik
395,Gewicht::N,téža,ağırlık
396,Menge::N,količína,miktar
397,Haufen::N,kùp,küme
398,Haufen::N,kùp,yığın
399,Haufen::N,kopíca,küme
400,Haufen::N,kopíca,yığın
401,Reihe::N,níz,sıra
402,Reihe::N,vŕsta,sıra
403,Boot::N,čóln,kayık
404,Boot::N,čóln,sandal
405,Ruder::N,vêslo,kürek
406,Schlitten::N,saní,kızak
407,Ski::N,smučí,kayak
408,Lagerfeuer::N,táborni ôgenj,kamp ateşi
409,Last::N,tôvor,yük
410,Gang::N,hòd,gidiş
411,Gang::N,hòd,yürüyüş
412,Schritt::N,korák,adım
413,Norden::N,séver,kuzey
414,Süden::N,júg,güney
415,Westen::N,zapàd,batı
416,Osten::N,vzhòd,doğu
417,Holz::N,lés,ağaç
418,Holz::N,lés,tahta
419,Brett::N,deskà,tahta
420,Platte::N,plôča,levha
421,Stütze::N,opóra,dayak
422,Stütze::N,opóra,destek
423,Stütze::N,zaslómba,dayak
424,Stütze::N,zaslómba,destek
425,Stange::N,gréd,çubuk
426,Stock::N,pálica,sopa
427,Stock::N,pálica,değnek
428,Stab::N,pálica,sırık
429,Stab::N,pálica,baston
430,Rohr::N,cév,boru
431,Haus::N,híša,ev
432,Heim::N,dóm,ev
433,Heim::N,dóm,yurt
434,Ofen::N,péč,soba
435,Fußboden::N,pòd,taban
436,Fußboden::N,pòd,döşeme
437,Tisch::N,míza,masa
438,Stuhl::N,stòl,iskemle
439,Stuhl::N,stòl,sandalye
440,Wiege::N,zíbel,beşik
441,Bett::N,póstelja,yatak
442,Regal::N,políca,raf
443,Kiste::N,zabòj,sandık
444,Fenster::N,ôkno,pencere
445,Tür::N,vráta,kapı
446,Tor::N,velíka vráta,kapı
447,Zaun::N,ográja,çit
448,Dach::N,stréha,dam
449,Dach::N,stréha,çatı
450,Leiter::N,léstev,merdiven
451,Besen::N,mêtla,süpürge
452,Spaten::N,lopáta,bel
453,Schaufel::N,lopáta,kürek
454,Gabel::N,vílice,çatal
455,Löffel::N,žlíca,kaşık
456,Messer::N,nòž,bıçak
457,Nagel::N,žebèlj,çivi
458,Netz::N,mréža,ağ
459,Haken::N,kljúka,çengel
460,Griff::N,ročáj,kulp
461,Griff::N,ročáj,tutamak
462,Griff::N,oprijèm,kulp
463,Griff::N,oprijèm,tutamak
464,Schloss::N,ključávnica,kilit
465,Bild::N,slíka,imaj
466,Bild::N,slíka,resim
467,Figur::N,figúra,şekil
468,Figur::N,figúra,heykel
469,Figur::N,postáva,şekil
470,Figur::N,postáva,heykel
471,Puppe::N,lútka,kukla
472,Beutel::N,môšnja,kese
473,Beutel::N,môšnja,torba
474,Bündel::N,cúla,deste
475,Bündel::N,svéženj,deste
476,Tasche::N,tórba,çanta
477,Tasche::N,tobôlec,çanta
478,Eimer::N,vêdro,kova
479,Deckel::N,pokròv,kapak
480,Deckel::N,poklópec,kapak
481,Geschirr::N,posóda,kap kacak
482,Sack::N,vréča,torba
483,Tasse::N,skodélica,fincan
484,Topf::N,lônec,tencere
485,Kessel::N,kôtel,kazan
486,Essen::N,hrána,yemek
487,Nahrung::N,živílo,gıda
488,Nahrung::N,živílo,besin
489,Speise::N,jéd,yemek
490,Fleisch::N,mesó,et
491,Getreide::N,žíto,tahıl
492,Getreide::N,žíto,hububat
493,Brei::N,káša,ezme
494,Brot::N,krùh,ekmek
495,Scheibe::N,réženj,dilim
496,Fett::N,mást,yağ
497,Fett::N,maščôba,yağ
498,Butter::N,máslo,tereyağı
499,Öl::N,ólje,yağ
500,Öl::N,ólje,akar yağ
501,Salz::N,sól,tuz
502,Suppe::N,júha,çorba
503,Honig::N,méd,bal
504,Milch::N,mléko,süt
505,Tee::N,čáj,çay
506,Leder::N,úsnje,deri
507,Leder::N,úsnje,meşin
508,Wolle::N,vólna,yün
509,Stoff::N,blagó,kumaş
510,Nadel::N,ígla,iğne
511,Faden::N,nít,tire
512,Faden::N,nít,iplik
513,Knopf::N,gúmb,düğme
514,Knoten::N,vôzel,düğüm
515,Farbe::N,bárva,boya
516,Kleidung::N,obléka,giyim
517,Hemd::N,srájca,gömlek
518,Kragen::N,ovrátnik,yaka
519,Ärmel::N,rokáv,yen
520,Ärmel::N,rokáv,elbise kolu
521,Hose::N,hláče,pantolon
522,Gürtel::N,pás,kuşak
523,Mütze::N,kápa,bere
524,Mütze::N,kápa,kasket
525,Mütze::N,čépica,bere
526,Mütze::N,čépica,kasket
527,Schuh::N,čévelj,kundura
528,Schuh::N,čévelj,ayakkabı
529,Stiefel::N,škórenj,çizme
530,Ring::N,pŕstan,yüzük
531,Band::N,trák,bağ
532,Band::N,trák,şerit
533,Kamm::N,glavník,tarak
534,Spiegel::N,zrcálo,ayna
535,Spiegel::N,ogledálo,ayna
536,Riemen::N,jêrmen,kayış
537,Schnur::N,vŕvca,ip
538,Schnur::N,vŕvca,sicim
539,Leine::N,konôpec,kayış
540,Decke::N,odéja,örtü
541,Decke::N,odéja,yorgan
542,Kissen::N,blazína,yastık
543,Tuch::N,pŕt,bez
544,Tuch::N,rúta,bez
545,Handtuch::N,brisáča,havlu
546,Kraft::N,síla,güç
547,Kraft::N,síla,kuvvet
548,Stärke::N,jákost,kuvvet
549,Gesundheit::N,zdrávje,sağlık
550,Krankheit::N,bolézen,hastalık
551,Schmerz::N,ból,ağrı
552,Schmerz::N,ból,sancı
553,Schmerz::N,bolečína,ağrı
554,Schmerz::N,bolečína,sancı
555,Wunde::N,rána,yara
556,Fieber::N,vročína,ateş
557,Arznei::N,lék,ilâç
558,Arznei::N,zdravílo,ilâç
559,Brücke::N,móst,köprü
560,Brunnen::N,vodnják,kuyu
561,Brunnen::N,vodnják,çeşme
562,Weide::N,páša,otlak
563,Pfad::N,stezà,patika
564,Pfad::N,stezà,keçiyolu
565,Weg::N,pót,yol
566,Straße::N,césta,yol
567,Straße::N,césta,cadde
568,Dorf::N,vás,köy
569,Stadt::N,mésto,kent
570,Stadt::N,mésto,şehir
571,Brief::N,písmo,mektup
572,Buch::N,knjíga,kitap
573,Buchstabe::N,čŕka,harf
574,Zeitung::N,čásnik,gazete
575,Leben::N,življênje,hayat
576,Tod::N,smŕt,ölüm
577,Grab::N,gròb,kabir
578,Kirche::N,cérkev,kilise
579,Sünde::N,gréh,günah
580,Gott::N,bóg,tanrı
581,Arbeiter::N,délavec,işçi
582,Chef::N,šéf,şef
583,Chef::N,šéf,müdür
584,Meister::N,mójster,usta
585,Arzt::N,zdravník,hekim
586,Arzt::N,zdravník,doktor
587,Lehrer::N,učítelj,hoca
588,Lehrer::N,učítelj,öğretmen
589,Geld::N,denár,para
590,Geschäft::N,kupčíja,ticaret
591,Laden::N,trgovína,dükkân
592,Preis::N,céna,fiyat
593,Ware::N,róba,mal
594,Nutzen::N,príd,fayda
595,Reichtum::N,bogástvo,servet
596,Reichtum::N,bogástvo,zenginlik
597,Welt::N,svét,dünya
598,Land::N,dežêla,ülke
599,Staat::N,držáva,devlet
600,König::N,králj,kral
601,Macht::N,oblást,kudret
602,Macht::N,oblást,iktidar
603,Grenze::N,mêja,had
604,Grenze::N,mêja,sınır
605,Krieg::N,vôjna,savaş
606,Feind::N,sovrážnik,düşman
607,Gewalt::N,nasílje,zor
608,Gewalt::N,nasílje,cebir
609,Kampf::N,bòj,savaş
610,Kampf::N,bórba,savaş
611,Bogen[Waffe]::N,lók,yay
612,Pfeil::N,puščíca,ok
613,Gewehr::N,púška,tüfek
614,Fehler::N,zmóta,hata
615,Fehler::N,zmóta,yanlış
616,Lüge::N,láž,yalan
617,Schaden::N,okvára,zarar
618,Unglück::N,nesréča,felâket
619,Unglück::N,nesréča,talihsizlik
620,Schuld::N,krívda,suç
621,Schuld::N,krívda,kabahat
622,Alter::N,dôba,yaş
623,Schluss::N,kônec,son
624,Zeit::N,čàs,zaman
625,Tag::N,dán,gün
626,Morgen::N,jútro,sabah
627,Mittag::N,póldan,öğle
628,Abend::N,večér,akşam
629,Nacht::N,nóč,gece
630,Woche::N,téden,hafta
631,Monat::N,mésec,ay
632,Jahr::N,léto,yıl
633,Jahr::N,léto,sene
634,Frühling::N,pomlád,ilkbahar
635,Sommer::N,polétje,yaz
636,Herbst::N,jesén,güz
637,Herbst::N,jesén,sonbahar
638,Winter::N,zíma,kış
639,Januar::N,jánuar,ocak
640,Februar::N,fébruar,şubat
641,März::N,márec,mart
642,April::N,apríl,nisan
643,Mai::N,máj,mayıs
644,Juni::N,júnij,haziran
645,Juli::N,júlij,temmuz
646,August::N,avgúst,ağustos
647,September::N,septêmber,eylül
648,Oktober::N,október,ekim
649,November::N,novêmber,kasım
650,Dezember::N,decémber,aralık
651,Montag::N,ponedéljek,pazartesi
652,Dienstag::N,tôrek,salı
653,Mittwoch::N,sréda,çarşamba
654,Donnerstag::N,četŕtek,perşembe
655,Freitag::N,pétek,cuma
656,Samstag::N,sobóta,cumartesi
657,Sonntag::N,nedélja,pazar
658,groß::A,vêlik,büyük
659,klein::A,májhen,ufak
660,klein::A,májhen,küçük
661,lang::A,dólg,uzun
662,kurz::A,krátek,kısa
663,breit::A,širòk,enli
664,breit::A,širòk,geniş
665,schmal::A,ózek,dar
666,dicht::A,góst,sık
667,dicht::A,góst,yoğun
668,dick[Gegenstand]::A,dêbel,kalın
669,dick[Gegenstand]::A,dêbel,iri
670,dünn::A,tánek,ince
671,fein::A,drôben,ince
672,fein::A,drôben,narin
673,fest::A,tŕden,sabit
674,fest::A,tŕden,sağlam
675,flach::A,plán,düz
676,flach::A,plán,yassı
677,flach::A,plòsk,düz
678,flach::A,plòsk,yassı
679,glatt::A,gládek,düz
680,hart::A,tŕd,katı
681,weich::A,mehák,yumuşak
682,rund::A,okrógel,yuvarlak
683,spitz::A,šílast,sivri
684,scharf::A,óster,keskin
685,stumpf::A,tóp,kör
686,stumpf::A,skŕhan,kör
687,schwer::A,têžek,ağır
688,schön::A,lép,güzel
689,schön::A,krásen,güzel
690,heiß::A,vròč,kızgın
691,warm::A,tôpel,sıcak
692,kalt::A,mŕzel,soğuk
693,kalt::A,hláden,soğuk
694,kühl::A,hláden,serin
695,frisch::A,svéž,taze
696,feucht::A,vlážen,nemli
697,feucht::A,vlážen,rutubetli
698,nass::A,móker,yaş
699,nass::A,móker,ıslak
700,trocken::A,súh,kuru
701,voll::A,póln,dolu
702,voll::A,póln,dolmuş
703,leer::A,prázen,boş
704,offen::A,odpŕt,açık
705,geschlossen::A,zapŕt,kapalı
706,sauber::A,číst,pak
707,sauber::A,číst,temiz
708,sauber::A,líčen,pak
709,sauber::A,líčen,temiz
710,schmutzig::A,umázan,pis
711,schmutzig::A,umázan,kirli
712,roh::A,suròv,çiğ
713,reif::A,zrèl,olgun
714,lecker::A,okúsen,lezzetli
715,süß::A,sládek,tatlı
716,süß::A,sládek,şekerli
717,bitter::A,grenák,acı
718,sauer::A,kísel,ekşi
719,hell::A,svetèl,aydınlık
720,dunkel::A,temèn,karanlık
721,schwarz::A,čŕn,kara
722,schwarz::A,čŕn,siyah
723,weiß::A,bél,ak
724,weiß::A,bél,beyaz
725,rot::A,rdèč,kırmızı
726,gelb::A,žólt,sarı
727,gelb::A,rumèn,sarı
728,blau::A,móder,mavi
729,grün::A,zelèn,yeşil
730,grau::A,sív,boz
731,bunt::A,písan,renkli
732,billig::A,pocéni,ucuz
733,teuer::A,drág,pahalı
734,wertvoll::A,dragocén,değerli
735,blind::A,slép,kör
736,taub::A,glúh,sağır
737,kräftig::A,močán,dinç
738,kräftig::A,močán,kuvvetli
739,stark::A,ják,güçlü
740,stark::A,ják,kuvvetli
741,schwach::A,šíbek,zayıf
742,schwach::A,šíbek,güçsüz
743,fett::A,dêbel,şişman
744,schlank::A,vítek,narin
745,hübsch::A,lép,güzel
746,hübsch::A,lép,sevimli
747,böse::A,zèl,kötü
748,böse::A,hudôben,kötü
749,dumm::A,glúp,aptal
750,dumm::A,bédast,aptal
751,faul::A,lén,tembel
752,fleißig::A,marljív,çalışkan
753,geizig::A,škŕt,cimri
754,klug::A,pámeten,zekî
755,klug::A,pámeten,akıllı
756,geschickt::A,spréten,becerikli
757,lieb::A,míl,sevimli
758,lieb::A,ljúb,sevimli
759,lustig::A,vesél,neşeli
760,sanft::A,láhek,nazik
761,hungrig::A,láčen,aç
762,krank::A,bolán,hasta
763,krank::A,bolán,rahatsız
764,nackt::A,nág,çıplak
765,traurig::A,túžen,kederli
766,traurig::A,túžen,üzüntülü
767,lebendig::A,žív,canlı
768,gut::A,dóber,iyi
769,schlecht::A,malopríden,kötü
770,richtig::A,pravílen,doğru
771,schlimm::A,húd,kötü
772,wahr::A,resníčen,doğru
773,wahr::A,resníčen,gerçek
774,alt::A,stàr,eski
775,neu::A,nòv,yeni
776,ehemalig::A,nekdánji,önceki
777,alt[Lebewesen]::A,stàr,yaşlı
778,jung::A,mlád,genç
779,arm::A,ubóg,fakir
780,arm::A,réven,fakir
781,reich::A,bogàt,zengin
782,bekannt::A,znán,bilinen
783,berühmt::A,sláven,ünlü
784,berühmt::A,sláven,meşhur
785,berühmt::A,znamenít,ünlü
786,berühmt::A,znamenít,meşhur
787,fremd::A,túj,yabancı
788,verschieden::A,razlíčen,ayrı
789,verschieden::A,razlíčen,farklı
790,nah::A,blížnji,yakın
791,nah::A,blížnji,bitişik
792,fern::A,dáleč,uzak
793,linker::A,lévi,sol
794,rechter::A,désni,sağ
795,anderer::A,drúgi,diğer
796,erster::A,pŕvi,ilk
797,erster::A,pŕvi,birinci
798,zweiter::A,drúgi,ikinci
799,dritter::A,trétji,üçüncü
800,letzter::A,poslédnji,son
801,letzter::A,poslédnji,sonuncu
802,allein::ADV,sám,yalnız
803,allein::ADV,sám,tek başına
804,auf einmal::ADV,obênem,birden
805,zusammen::ADV,skúpaj,beraber
806,zusammen::ADV,skúpaj,birlikte
807,lange::ADV,dólgo,çok
808,lange::ADV,dólgo,uzun
809,plötzlich::ADV,náglo,ansızın
810,plötzlich::ADV,náglo,birdenbire
811,plötzlich::ADV,nenádoma,ansızın
812,plötzlich::ADV,nenádoma,birdenbire
813,sofort::ADV,prècej,hemen
814,sofort::ADV,prècej,derhal
815,später::ADV,poznêje,daha sonra
816,jetzt::ADV,zdàj,şimdi
817,heute::ADV,dánes,bugün
818,morgen::ADV,jútri,yarın
