,Concept_ID,lt,cv
1398,leiten::V,valdyti,тытса пыр
1399,leiten::V,vadovauti,тытса пыр
1400,antreiben::V,uiti,васкат
1401,antreiben::V,raginti,васкат
1402,antreiben::V,skubinti,васкат
1403,lassen::V,paliepti,пусахла
1404,lassen::V,paliepti,хуш
1405,einladen::V,kviesti,чӗн
1406,einladen::V,pakviesti,чӗн
1407,vereinigen::V,sujungti,пӗрлештер
1408,vereinigen::V,suvienyti,пӗрлештер
1409,besuchen::V,lankyti,ҫит
1410,besuchen::V,lankyti,кӗрсе кур
1411,besuchen::V,aplankyti,ҫит
1412,besuchen::V,aplankyti,кӗрсе кур
1413,treffen::V,sutikti,тӗл пул
1414,treffen::V,pasitikti,тӗл пул
1415,sich versammeln::V,susirinkti,пуҫтарӑн
1416,spielen::V,groti,выля
1417,spielen::V,žaisti,выля
1418,singen::V,dainuoti,юрла
1419,tanzen::V,šokti,ташла
1420,sich trennen::V,skirtis,уйрӑл
1421,sich trennen::V,išsiskirti,уйрӑл
1422,verlassen::V,palikti,хӑвар
1423,retten::V,gelbėti,ҫӑл
1424,bewachen::V,sergėti,хуралла
1425,schützen::V,ginti,сыхла
1426,schützen::V,apginti,сыхла
1427,verteidigen::V,ginti,хӳтӗле
1428,verteidigen::V,apginti,хӳтӗле
1429,sich schlagen::V,muštis,ҫапӑҫ
1430,schießen::V,šauti,пер
1431,schießen::V,šaudyti,пер
1432,siegen::V,nugalėti,ҫӗн
1433,siegen::V,nugalėti,ҫӗнтер
1434,ärgern::V,pykinti,тарӑхтар
1435,ärgern::V,pykinti,ҫиллентер
1436,schlagen::V,mušti,ҫап
1437,schlagen::V,smogti,ҫап
1438,schlagen::V,trenkti,ҫап
1439,treten::V,mygti,тап
1440,stechen::V,gelti,чик
1441,stechen::V,smeigti,чик
1442,stoßen::V,stumti,чыш
1443,stoßen::V,pastumti,чыш
1444,stehlen::V,vogti,вӑрла
1445,stören::V,trikdyti,кансӗрле
1446,belästigen::V,apsunkinti,аптӑрат
1447,belästigen::V,apsunkinti,хупла
1448,verbergen::V,slėpti,пытар
1449,verbergen::V,paslėpti,пытар
1450,täuschen::V,klaidinti,суй
1451,betrügen::V,apgauti,ултала
1452,töten::V,žudyti,вӗлер
1453,töten::V,nužudyti,вӗлер
1454,wohnen::V,gyventi,чуна пар
1455,wohnen::V,gyventi,парӑнса тӑр
1456,arbeiten::V,dirbti,ӗҫле
1457,arbeiten::V,triūsti,ӗҫле
1458,sammeln::V,rinkti,пух
1459,pflücken::V,skinti,тат
1460,pflücken::V,raškyti,тат
1461,jagen::V,medžioti,сунара ҫӳре
1462,fischen::V,žvejoti,пулӑ тыт
1463,fassen::V,sučiupti,тыт
1464,hüten::V,ganyti,кӗт
1465,treiben::V,ginti,хӑвала
1466,anbinden::V,pririšti,кӑкар
1467,füttern::V,šerti,ҫитер
1468,melken::V,melžti,су
1469,hacken::V,kapoti,вакла
1470,gießen::V,lieti,шӑвар
1471,gießen::V,laistyti,шӑвар
1472,reifen::V,nokti,пиҫ
1473,reifen::V,sirpti,пиҫ
1474,zubereiten::V,ruošti,пӗҫер
1475,zubereiten::V,gaminti,пӗҫер
1476,kochen::V,virti,пӗҫер
1477,kochen::V,virinti,пӗҫер
1478,backen::V,kepti,пӗҫер
1479,braten::V,kepti,ӑшала
1480,braten::V,kepinti,ӑшала
1481,umrühren::V,maišyti,хутӑштар
1482,umrühren::V,pamaišyti,хутӑштар
1483,stricken::V,megzti,ҫых
1484,nähen::V,siūti,ҫӗле
1485,färben::V,dažyti,пӗвет
1486,färben::V,nudažyti,пӗвет
1487,reinigen::V,valyti,тасат
1488,reinigen::V,švarinti,тасат
1489,waschen::V,plauti,ҫу
1490,waschen::V,mazgoti,ҫу
1491,waschen::V,skalbti,ҫу
1492,abwischen::V,nušluostyti,шӑл
1493,spülen::V,plauti,чӳхе
1494,spülen::V,skalauti,чӳхе
1495,fegen::V,šluoti,шӑл
1496,kehren::V,šluoti,шӑл
1497,baden::V,maudytis,шыва кӗр
1498,sich waschen::V,praustis,ҫӑвӑн
1499,ausziehen::V,numauti,салан
1500,ausziehen::V,nuvilkti,салан
1501,anziehen::V,mauti,тӑхӑн
1502,anziehen::V,apsivilkti,тӑхӑн
1503,sich anziehen::V,rengtis,тӑхӑн
1504,sich anziehen::V,apsirengti,тӑхӑн
1505,kämmen::V,šukuoti,тура
1506,schmücken::V,puošti,илемлет
1507,schmücken::V,dabinti,илемлет
1508,schmücken::V,gražinti,илемлет
1509,sagen::V,tarti,те
1510,sprechen::V,kalbėti,кала
1511,reden::V,šnekėti,сӑмахла
1512,reden::V,šnekėti,калаҫ
1513,sich unterhalten::V,kalbėtis,пупле
1514,sich unterhalten::V,šnekučiuotis,пупле
1515,fragen::V,klausti,ыйт
1516,bitten::V,prašyti,ыйт
1517,erzählen::V,pasakoti,каласа пар
1518,mitteilen::V,skelbti,пӗлтер
1519,mitteilen::V,skelbti,хыпарла
1520,mitteilen::V,pranešti,пӗлтер
1521,mitteilen::V,pranešti,хыпарла
1522,nennen::V,vadinti,те
1523,nennen::V,vadinti,чӗн
1524,nennen::V,vardyti,те
1525,nennen::V,vardyti,чӗн
1526,rufen::V,šaukti,чӗн
1527,rufen::V,kviesti,чӗн
1528,prahlen::V,girtis,мухтан
1529,prahlen::V,girtis,вӗҫкӗнлен
1530,übersetzen::V,versti,куҫар
1531,übersetzen::V,išversti,куҫар
1532,denken::V,galvoti,шухӑшла
1533,glauben::V,manyti,ӗнен
1534,glauben::V,tikėti,ӗнен
1535,bemerken::V,pamatyti,асӑрха
1536,bemerken::V,pastebėti,асӑрха
1537,erkennen::V,pažinti,палла
1538,erkennen::V,atpažinti,палла
1539,begreifen::V,suvokti,ӑнлан
1540,verstehen::V,suprasti,пӗл
1541,lernen::V,mokytis,вӗрен
1542,wissen::V,žinoti,пӗл
1543,wissen::V,žinoti,ӑнкар
1544,sich erinnern an::V,prisiminti,аса ил
1545,vergessen::V,užmiršti,ман
1546,vergessen::V,užmiršti,манса кай
1547,messen::V,matuoti,виҫ
1548,zählen::V,skaičiuoti,шутла
1549,rechnen::V,skaičiuoti,шутла
1550,lesen::V,skaityti,вула
1551,malen::V,tapyti,ӳкер
1552,zeichnen::V,piešti,ӳкер
1553,zeichnen::V,žymėti,ӳкер
1554,zeichnen::V,braižyti,ӳкер
1555,schreiben::V,rašyti,ҫыр
1556,besitzen::V,turėti,тыт
1557,kaufen::V,pirkti,ил
1558,kaufen::V,pirkti,туян
1559,verkaufen::V,parduoti,сут
1560,bezahlen::V,apmokėti,тӳле
1561,zahlen::V,mokėti,тӳле
1562,beherrschen::V,valdyti,тыт
1563,ertragen::V,kę̃sti,тӳс
1564,ertragen::V,pakelti,тӳс
1565,ertragen::V,iškę̃sti,тӳс
