,Concept_ID,se,mn
101,Kiefer[Anatomie]::N,oaloldákte,эрүү
102,Kiefer[Anatomie]::N,gáibi,эрүү
103,Kiefer[Anatomie]::N,uá'lultähti,эрүү
104,Kiefer[Anatomie]::N,vuâl'lõš,эрүү
105,Kiefer[Anatomie]::N,вуаллнешш,эрүү
106,Kehle::N,gealoe,хоолой
107,Kehle::N,tjåttå,хоолой
108,Kehle::N,njiello,хоолой
109,Kehle::N,čotta,хоолой
110,Kehle::N,čuudâ,хоолой
111,Kehle::N,čoodd,хоолой
112,Kehle::N,чонт,хоолой
113,Kehle::N,кэ̄ҏс,хоолой
114,Hals::N,tjeapohke,хүзүү
115,Hals::N,tjiebet,хүзүү
116,Hals::N,čeabet,хүзүү
117,Hals::N,čiäppát,хүзүү
118,Hals::N,čeäppat,хүзүү
119,Hals::N,ча̄пэх,хүзүү
120,Genick::N,tjovrese,шил
121,Genick::N,tjovrese,хүзүү
122,Genick::N,nisske,шил
123,Genick::N,nisske,хүзүү
124,Genick::N,niehkki,шил
125,Genick::N,niehkki,хүзүү
126,Genick::N,niski,шил
127,Genick::N,niski,хүзүү
128,Genick::N,niek'ki,шил
129,Genick::N,niek'ki,хүзүү
130,Genick::N,nji´šǩǩmaadd,шил
131,Genick::N,nji´šǩǩmaadd,хүзүү
132,Genick::N,нышшькмоант,шил
133,Genick::N,нышшькмоант,хүзүү
134,Kopf::N,åejjie,толгой
135,Kopf::N,oajvve,толгой
136,Kopf::N,oaivi,толгой
137,Kopf::N,uái'vi,толгой
138,Kopf::N,vuei´vv,толгой
139,Kopf::N,вуэййв,толгой
140,Rücken::N,rudtje,ар
141,Rücken::N,rudtje,нуруу
142,Rücken::N,hárddo,ар
143,Rücken::N,hárddo,нуруу
144,Rücken::N,tjavelk,ар
145,Rücken::N,tjavelk,нуруу
146,Rücken::N,sealgi,ар
147,Rücken::N,sealgi,нуруу
148,Rücken::N,selgi,ар
149,Rücken::N,selgi,нуруу
150,Rücken::N,čielgi,ар
151,Rücken::N,čielgi,нуруу
152,Rücken::N,seä´lǧǧ,ар
153,Rücken::N,seä´lǧǧ,нуруу
154,Rücken::N,се̄лльк,ар
155,Rücken::N,се̄лльк,нуруу
156,Bauch::N,tjåejjie,хэвлий
157,Bauch::N,tjåejjie,гэдэс
158,Bauch::N,tjoajvve,хэвлий
159,Bauch::N,tjoajvve,гэдэс
160,Bauch::N,čoavji,хэвлий
161,Bauch::N,čoavji,гэдэс
162,Bauch::N,čuáv'ji,хэвлий
163,Bauch::N,čuáv'ji,гэдэс
164,Bauch::N,čåu´jj,хэвлий
165,Bauch::N,čåu´jj,гэдэс
166,Bauch::N,чо̄ввьй,хэвлий
167,Bauch::N,чо̄ввьй,гэдэс
168,Nabel::N,naepie,хүйс
169,Nabel::N,náhpe,хүйс
170,Nabel::N,náhpi,хүйс
171,Nabel::N,nääpi,хүйс
172,Nabel::N,nää´pp,хүйс
173,Nabel::N,на̄бпь,хүйс
174,Busen::N,boenge,хөх
175,Busen::N,bållå,хөх
176,Busen::N,čižži,хөх
177,Busen::N,njamma,хөх
178,Busen::N,njižže,хөх
179,Busen::N,nje´ǯǯ,хөх
180,Busen::N,раннҍт,хөх
181,Brust::N,mïelke,цээж
182,Brust::N,radde,цээж
183,Brust::N,mielgga,цээж
184,Brust::N,raddi,цээж
185,Brust::N,radde,цээж
186,Brust::N,râ´dd,цээж
187,Brust::N,раннҍт,цээж
188,Schulter::N,åelkie,мөр
189,Schulter::N,åelkie,бугалга
190,Schulter::N,oalgge,мөр
191,Schulter::N,oalgge,бугалга
192,Schulter::N,hárdu,мөр
193,Schulter::N,hárdu,бугалга
194,Schulter::N,ärdee,мөр
195,Schulter::N,ärdee,бугалга
196,Schulter::N,uál'gi,мөр
197,Schulter::N,uál'gi,бугалга
198,Schulter::N,a´rddi,мөр
199,Schulter::N,a´rddi,бугалга
200,Schulter::N,vuä´lǧǧ,мөр
201,Schulter::N,vuä´lǧǧ,бугалга
202,Schulter::N,вуэллык,мөр
203,Schulter::N,вуэллык,бугалга
204,Arm::N,gïete,гар
205,Arm::N,giehta,гар
206,Arm::N,giehta,гар
207,Arm::N,kietâ,гар
208,Arm::N,kie'tâkaaṿâ,гар
209,Arm::N,ǩiõtt,гар
210,Arm::N,кӣдт,гар
211,Ellenbogen::N,gernjere,тохой
212,Ellenbogen::N,garŋŋel,тохой
213,Ellenbogen::N,gargŋil,тохой
214,Ellenbogen::N,käŋŋir,тохой
215,Ellenbogen::N,kõõnjâr,тохой
216,Ellenbogen::N,карьнэль,тохой
217,Hand::N,gïete,гар
218,Hand::N,gïete,алга
219,Hand::N,giehta,гар
220,Hand::N,giehta,алга
221,Hand::N,giehta,гар
222,Hand::N,giehta,алга
223,Hand::N,kietâ,гар
224,Hand::N,kietâ,алга
225,Hand::N,ǩiõtt,гар
226,Hand::N,ǩiõtt,алга
227,Hand::N,кӣдт,гар
228,Hand::N,кӣдт,алга
229,Handfläche::N,gïeten-låapoe,алга
230,Handfläche::N,giehtavuodo,алга
231,Handfläche::N,tjårmmåvuodo,алга
232,Handfläche::N,giehtaloahpu,алга
233,Handfläche::N,kiämád,алга
234,Handfläche::N,kuámmir,алга
235,Handfläche::N,kuä´m'mer,алга
236,Handfläche::N,ǩiõttǩeä´m'men,алга
237,Handfläche::N,ко̄а̄ллдэгк,алга
238,Handfläche::N,кӣдткоалдэгк,алга
239,Finger::N,soerme,хуруу
240,Finger::N,tjuvdde,хуруу
241,Finger::N,suorbma,хуруу
242,Finger::N,čuvde,хуруу
243,Finger::N,suor'mâ,хуруу
244,Finger::N,suõrmm,хуруу
245,Finger::N,це̄ххп,хуруу
246,Fingernagel::N,gadtse,хурууны хумс
247,Fingernagel::N,guehpere,хурууны хумс
248,Fingernagel::N,gadtsa,хурууны хумс
249,Fingernagel::N,gazza,хурууны хумс
250,Fingernagel::N,kozzâ,хурууны хумс
251,Fingernagel::N,kõʒʒ,хурууны хумс
252,Fingernagel::N,кэ̄ннц,хурууны хумс
253,Nagel[Anatomie]::N,gadtse,хумс
254,Nagel[Anatomie]::N,guehpere,хумс
255,Nagel[Anatomie]::N,gadtsa,хумс
256,Nagel[Anatomie]::N,gazza,хумс
257,Nagel[Anatomie]::N,kozzâ,хумс
258,Nagel[Anatomie]::N,kõʒʒ,хумс
259,Nagel[Anatomie]::N,кэ̄ннц,хумс
260,Zeh::N,tjiehtjere,хуруу
261,Zeh::N,juolggetjuvdde,хуруу
262,Zeh::N,juolgesuorbma,хуруу
263,Zeh::N,jyel'gisuor'mâ,хуруу
264,Zeh::N,jue´lǧǧsuõrmm,хуруу
265,Zeh::N,ю̄лльк-це̄һп,хуруу
266,Fuß::N,juelkie,хөл
267,Fuß::N,juolgge,хөл
268,Fuß::N,juolgi,хөл
269,Fuß::N,jyel'gi,хөл
270,Fuß::N,jue´lǧǧ,хөл
271,Fuß::N,ла̄бпь,хөл
272,Ferse::N,båetskie,өсгий
273,Ferse::N,boasske,өсгий
274,Ferse::N,šušmi,өсгий
275,Ferse::N,šušme,өсгий
276,Ferse::N,jue´lǧǧkädd,өсгий
277,Ferse::N,ка̄ннт,өсгий
278,Knie::N,boelve,өвдөг
279,Knie::N,buolvva,өвдөг
280,Knie::N,čibbi,өвдөг
281,Knie::N,veaŋki,өвдөг
282,Knie::N,iidâ,өвдөг
283,Knie::N,puõlvv,өвдөг
284,Knie::N,пуллв,өвдөг
285,Oberschenkel::N,ruaksja,гуя
286,Oberschenkel::N,tjibbe,гуя
287,Oberschenkel::N,gassaváhkká,гуя
288,Oberschenkel::N,badjeváhkáa,гуя
289,Oberschenkel::N,čuár'bpeeḷi,гуя
290,Oberschenkel::N,če´bb,гуя
291,Oberschenkel::N,чуаррбе̄лль,гуя
292,Bein::N,juelkie,хөл
293,Bein::N,juolgge,хөл
294,Bein::N,juolgi,хөл
295,Bein::N,jyel'gi,хөл
296,Bein::N,jue´lǧǧ,хөл
297,Bein::N,ю̄лльк,хөл
298,Körper::N,kråahpe,бие
299,Körper::N,rumáj,бие
300,Körper::N,rumaš,бие
301,Körper::N,ruumâš,бие
302,Körper::N,rå´pp,бие
303,Körper::N,лышшьк,бие
304,Körper::N,роаӈӈьк,бие
305,Haut::N,njaltja,арьс
306,Haut::N,lijkke,арьс
307,Haut::N,tjuobma,арьс
308,Haut::N,liiki,арьс
309,Haut::N,liške,арьс
310,Haut::N,le´šǩǩ,арьс
311,Haut::N,лышшьк,арьс
312,Blut::N,vïrre,цус
313,Blut::N,maelie,цус
314,Blut::N,varra,цус
315,Blut::N,varra,цус
316,Blut::N,vorrâ,цус
317,Blut::N,võrr,цус
318,Blut::N,вэ̄рр,цус
319,Ader::N,åerie,судас
320,Ader::N,aajroe,судас
321,Ader::N,suodna,судас
322,Ader::N,varrasuotna,судас
323,Ader::N,suoṇâ,судас
324,Ader::N,suõnn,судас
325,Ader::N,сӯнн,судас
326,Sehne::N,soene,бүлх
327,Sehne::N,soene,шандас
328,Sehne::N,gåårtenje,бүлх
329,Sehne::N,gåårtenje,шандас
330,Sehne::N,suodna,бүлх
331,Sehne::N,suodna,шандас
332,Sehne::N,suotna,бүлх
333,Sehne::N,suotna,шандас
334,Sehne::N,suoṇâ,бүлх
335,Sehne::N,suoṇâ,шандас
336,Sehne::N,suõnn,бүлх
337,Sehne::N,suõnn,шандас
338,Sehne::N,сӯнн,бүлх
339,Sehne::N,сӯнн,шандас
340,Knochen::N,måara,яс
341,Knochen::N,måaroe,яс
342,Knochen::N,dákte,яс
343,Knochen::N,dákti,яс
344,Knochen::N,tähti,яс
345,Knochen::N,tä´htt,яс
346,Knochen::N,та̄ххт,яс
347,Knochen::N,та̄ффьт,яс
348,Gehirn::N,aajla,тархи
349,Gehirn::N,vuojŋam,тархи
350,Gehirn::N,vuoigŋašat,тархи
351,Gehirn::N,vuoi'ŋâšeh,тархи
352,Gehirn::N,vuo'ivâšneh,тархи
353,Gehirn::N,vuõivâšn,тархи
354,Gehirn::N,вуэййвэшна,тархи
355,Herz::N,vaajmoe,зүрх
356,Herz::N,tsåhke,зүрх
357,Herz::N,váibmu,зүрх
358,Herz::N,váimu,зүрх
359,Herz::N,čââ´đ,зүрх
360,Herz::N,кӯттҌк,зүрх
361,Magen::N,tjåejjie,ходоод
362,Magen::N,tjoajvve,ходоод
363,Magen::N,čoavji,ходоод
364,Magen::N,čuáv'ji,ходоод
365,Magen::N,čåu´jj,ходоод
366,Magen::N,чо̄ввьй,ходоод
367,Leber::N,mueksie,элэг
368,Leber::N,librre,элэг
369,Leber::N,vuoivvas,элэг
370,Leber::N,vuoivâs,элэг
371,Leber::N,vuõivâs,элэг
372,Leber::N,вуйвас,элэг
373,Atem::N,voejngehtasse,амьсгаа
374,Atem::N,båssånis,амьсгаа
375,Atem::N,vuojŋadahka,амьсгаа
376,Atem::N,vuoiŋŋahat,амьсгаа
377,Atem::N,vuo'iŋâstim,амьсгаа
378,Atem::N,jiõg'g,амьсгаа
379,Atem::N,вӯйнас,амьсгаа
380,Atem::N,вӯййнмушш,амьсгаа
381,Hunger::N,nielkie,өлсгөлөн
382,Hunger::N,nielgge,өлсгөлөн
383,Hunger::N,nealgi,өлсгөлөн
384,Hunger::N,nelgi,өлсгөлөн
385,Hunger::N,neä´lǧǧ,өлсгөлөн
386,Hunger::N,не̄лльк,өлсгөлөн
387,Träne::N,gïknjele,нулимс
388,Träne::N,ganjál,нулимс
389,Träne::N,ganjal,нулимс
390,Träne::N,koonjâl,нулимс
391,Träne::N,kõõnjâl,нулимс
392,Träne::N,кэ̄нял,нулимс
393,Geschmack::N,aelmie,амт
394,Geschmack::N,muosse,амт
395,Geschmack::N,smáhkka,амт
396,Geschmack::N,máhku,амт
397,Geschmack::N,smáhkka,амт
398,Geschmack::N,mááhu,амт
399,Geschmack::N,smakkâ,амт
400,Geschmack::N,njõõd,амт
401,Geschmack::N,smääkk,амт
402,Geschmack::N,ня̄лльк,амт
403,Geruch::N,haaje,үнэр
404,Geruch::N,habjja,үнэр
405,Geruch::N,hádja,үнэр
406,Geruch::N,opsâ,үнэр
407,Geruch::N,haajâ,үнэр
408,Geruch::N,õpss,үнэр
409,Geruch::N,haajj,үнэр
410,Geruch::N,апс,үнэр
411,Geruch::N,лэ̄гк,үнэр
412,Schlaf::N,nahkerh,нойр
413,Schlaf::N,nager,нойр
414,Schlaf::N,oados,нойр
415,Schlaf::N,nagir,нойр
416,Schlaf::N,naṿer,нойр
417,Schlaf::N,nââ´er,нойр
418,Schlaf::N,нагерь,нойр
419,Traum::N,nahkere,зүүд
420,Traum::N,niehko,зүүд
421,Traum::N,niehku,зүүд
422,Traum::N,naṿer,зүүд
423,Traum::N,nââ´er,зүүд
424,Traum::N,нагерь,зүүд
425,Himmel::N,elmie,тэнгэр
426,Himmel::N,elmie,огторгуй
427,Himmel::N,almme,тэнгэр
428,Himmel::N,almme,огторгуй
429,Himmel::N,albmi,тэнгэр
430,Himmel::N,albmi,огторгуй
431,Himmel::N,alme,тэнгэр
432,Himmel::N,alme,огторгуй
433,Himmel::N,â´lmm,тэнгэр
434,Himmel::N,â´lmm,огторгуй
435,Himmel::N,алльм,тэнгэр
436,Himmel::N,алльм,огторгуй
437,Sonne::N,biejjie,нар
438,Sonne::N,bæjvásj,нар
439,Sonne::N,beaivváš,нар
440,Sonne::N,peivi,нар
441,Sonne::N,piäiváš,нар
442,Sonne::N,pei´vv,нар
443,Sonne::N,пе̄ййв,нар
444,Mond::N,aske,сар
445,Mond::N,mánno,сар
446,Mond::N,mánnu,сар
447,Mond::N,máánu,сар
448,Mond::N,mään,сар
449,Mond::N,ма̄нн,сар
450,Stern::N,daasta,од
451,Stern::N,naestie,од
452,Stern::N,násste,од
453,Stern::N,násti,од
454,Stern::N,täsni,од
455,Stern::N,tä´snn,од
456,Stern::N,та̄ссьт,од
457,Luft::N,elmie,агаар
458,Luft::N,ájmmo,агаар
459,Luft::N,áibmu,агаар
460,Luft::N,áimu,агаар
461,Luft::N,šõŋŋ,агаар
462,Luft::N,вӯйнас,агаар
463,Wind::N,bïegke,салхи
464,Wind::N,biegga,салхи
465,Wind::N,biegga,салхи
466,Wind::N,pieg'gâ,салхи
467,Wind::N,piõg'g,салхи
468,Wind::N,пӣӈӈк,салхи
469,Welle::N,baaroe,долгио
470,Welle::N,baaroe,давалгаа
471,Welle::N,bárro,долгио
472,Welle::N,bárro,давалгаа
473,Welle::N,bárru,долгио
474,Welle::N,bárru,давалгаа
475,Welle::N,pááṛu,долгио
476,Welle::N,pááṛu,давалгаа
477,Welle::N,päärr,долгио
478,Welle::N,päärr,давалгаа
479,Welle::N,нэ̄ммп,долгио
480,Welle::N,нэ̄ммп,давалгаа
481,Wasser::N,tjaetsie,ус
482,Wasser::N,tjáhtje,ус
483,Wasser::N,čáhci,ус
484,Wasser::N,čääci,ус
485,Wasser::N,čää´cc,ус
486,Wasser::N,ча̄дзь,ус
487,Stein::N,gierkie,чулуу
488,Stein::N,giergge,чулуу
489,Stein::N,geađgi,чулуу
490,Stein::N,keđgi,чулуу
491,Stein::N,ǩeä´dǧǧ,чулуу
492,Stein::N,ке̄ддҌк,чулуу
493,Boden::N,betnie,хөрс
494,Boden::N,ednam,хөрс
495,Boden::N,bodni,хөрс
496,Boden::N,vuođđu,хөрс
497,Boden::N,ponne,хөрс
498,Boden::N,vuáđ̣u,хөрс
499,Boden::N,vuâđđ,хөрс
500,Boden::N,лаввьн,хөрс
501,Boden::N,е̄ммьне,хөрс
502,Erde::N,jåarta,газар
503,Erde::N,jåarta,шороо
504,Erde::N,mueltie,газар
505,Erde::N,mueltie,шороо
506,Erde::N,ednam,газар
507,Erde::N,ednam,шороо
508,Erde::N,mållde,газар
509,Erde::N,mållde,шороо
510,Erde::N,eana,газар
511,Erde::N,eana,шороо
512,Erde::N,eennâm,газар
513,Erde::N,eennâm,шороо
514,Erde::N,mädd,газар
515,Erde::N,mädd,шороо
516,Erde::N,jânnam,газар
517,Erde::N,jânnam,шороо
518,Erde::N,е̄ммьне,газар
519,Erde::N,е̄ммьне,шороо
520,Staub::N,heblie,тоос
521,Staub::N,tsumhtsie,тоос
522,Staub::N,dubme,тоос
523,Staub::N,dopmu,тоос
524,Staub::N,kovjâ,тоос
525,Staub::N,põõ´l,тоос
526,Staub::N,кэ̄ббьй,тоос
527,Rauch::N,soeve,утаа
528,Rauch::N,suovva,утаа
529,Rauch::N,suovva,утаа
530,Rauch::N,suoṿâ,утаа
531,Rauch::N,suõvv,утаа
532,Rauch::N,сӯвв,утаа
533,Funke::N,naestie,оч
534,Funke::N,tjuonam,оч
535,Funke::N,čuotnan,оч
536,Funke::N,čuođâlm,оч
537,Funke::N,iiskâr,оч
538,Funke::N,čuõzzâm,оч
539,Funke::N,чӯссэм,оч
540,Feuer::N,dålle,гал
541,Feuer::N,dållå,гал
542,Feuer::N,dolla,гал
543,Feuer::N,tullâ,гал
544,Feuer::N,toll,гал
545,Feuer::N,то̄лл,гал
546,Licht::N,tjoevke,гэрэл
547,Licht::N,tjoevke,гэгээ
548,Licht::N,tjuovgga,гэрэл
549,Licht::N,tjuovgga,гэгээ
550,Licht::N,čuovga,гэрэл
551,Licht::N,čuovga,гэгээ
552,Licht::N,čuovggas,гэрэл
553,Licht::N,čuovggas,гэгээ
554,Licht::N,čuoṿâ,гэрэл
555,Licht::N,čuoṿâ,гэгээ
556,Licht::N,toll,гэрэл
557,Licht::N,toll,гэгээ
558,Licht::N,čuõvv,гэрэл
559,Licht::N,čuõvv,гэгээ
560,Licht::N,то̄лл,гэрэл
561,Licht::N,то̄лл,гэгээ
562,Schatten::N,skugkie,сүүдэр
563,Schatten::N,soejvene,сүүдэр
564,Schatten::N,irkes,сүүдэр
565,Schatten::N,sieges,сүүдэр
566,Schatten::N,itku,сүүдэр
567,Schatten::N,suoivâ,сүүдэр
568,Schatten::N,õõtt,сүүдэр
569,Schatten::N,ǩeeu´niǩ,сүүдэр
570,Schatten::N,кывьнэхь,сүүдэр
571,Wetter::N,vïerhtse,тэнгэр
572,Wetter::N,vïerhtse,цаг уур
573,Wetter::N,dálkke,тэнгэр
574,Wetter::N,dálkke,цаг уур
575,Wetter::N,dálki,тэнгэр
576,Wetter::N,dálki,цаг уур
577,Wetter::N,šoŋŋâ,тэнгэр
578,Wetter::N,šoŋŋâ,цаг уур
579,Wetter::N,šõŋŋ,тэнгэр
580,Wetter::N,šõŋŋ,цаг уур
581,Wetter::N,шэ̄ӈӈ,тэнгэр
582,Wetter::N,шэ̄ӈӈ,цаг уур
583,Nebel::N,såavla,будан
584,Nebel::N,mearhka,будан
585,Nebel::N,murkko,будан
586,Nebel::N,mierkká,будан
587,Nebel::N,mierká,будан
588,Nebel::N,miär'kká,будан
589,Nebel::N,oṃo,будан
590,Nebel::N,sue´lnn,будан
591,Nebel::N,цӣгк,будан
592,Nebel::N,сулльн,будан
593,Wolke::N,balve,үүл
594,Wolke::N,balvva,үүл
595,Wolke::N,balva,үүл
596,Wolke::N,polvâ,үүл
597,Wolke::N,põlvv,үүл
598,Wolke::N,пэллв,үүл
599,Regen::N,ebrie,бороо
600,Regen::N,harvve,бороо
601,Regen::N,arvi,бороо
602,Regen::N,arve,бороо
603,Regen::N,â´brr,бороо
604,Regen::N,аббьр,бороо
605,Schnee::N,lopme,цас
606,Schnee::N,moehtege,цас
607,Schnee::N,muohta,цас
608,Schnee::N,muohta,цас
609,Schnee::N,muotâ,цас
610,Schnee::N,muõtt,цас
611,Schnee::N,вэ̄дз,цас
612,Schnee::N,куэллт,цас
613,Eis::N,jïenge,мөс
614,Eis::N,jiegŋa,мөс
615,Eis::N,jiekŋa,мөс
616,Eis::N,jieŋ̣â,мөс
617,Eis::N,jiõŋŋ,мөс
618,Eis::N,ӣӈӈ,мөс
619,Frost::N,baajkoe,хүйт
620,Frost::N,tjoasskem,хүйт
621,Frost::N,buolaš,хүйт
622,Frost::N,puolâš,хүйт
623,Frost::N,puõlâš,хүйт
624,Frost::N,мӯнь,хүйт
625,Kälte::N,jueskie,хүйт
626,Kälte::N,tjåetskeme,хүйт
627,Kälte::N,tjoasskem,хүйт
628,Kälte::N,čoaskin,хүйт
629,Kälte::N,ko'lmâsvuotâ,хүйт
630,Kälte::N,ijss,хүйт
631,Kälte::N,čuä´cǩǩem,хүйт
632,Kälte::N,tuârggnjõs,хүйт
633,Kälte::N,кэ̄лмас,хүйт
634,Hitze::N,baahke,халуун
635,Hitze::N,báhkka,халуун
636,Hitze::N,báhkka,халуун
637,Hitze::N,pakkâ,халуун
638,Hitze::N,kuṃe,халуун
639,Hitze::N,paašt,халуун
640,Hitze::N,жоарр,халуун
641,Raureif::N,jyjse,цан
642,Raureif::N,jyjse,хяруу
643,Raureif::N,ridne,цан
644,Raureif::N,ridne,хяруу
645,Raureif::N,goarre,цан
646,Raureif::N,goarre,хяруу
647,Raureif::N,ritni,цан
648,Raureif::N,ritni,хяруу
649,Raureif::N,suhči,цан
650,Raureif::N,suhči,хяруу
651,Raureif::N,riṇe,цан
652,Raureif::N,riṇe,хяруу
653,Raureif::N,ай,цан
654,Raureif::N,ай,хяруу
655,Regenbogen::N,aatjan goengere,солонго
656,Regenbogen::N,aatjan joekse,солонго
657,Regenbogen::N,ádjájuoksa,солонго
658,Regenbogen::N,arvedávgi,солонго
659,Regenbogen::N,bajándávgi,солонго
660,Regenbogen::N,äijihtävgi,солонго
661,Regenbogen::N,teârmmazjohss,солонго
662,Regenbogen::N,тӣрмесью̄ккс,солонго
663,Donner::N,raejrie,тэнгэрийн дуу
664,Donner::N,átjek,тэнгэрийн дуу
665,Donner::N,átjárájdde,тэнгэрийн дуу
666,Donner::N,áddjá,тэнгэрийн дуу
667,Donner::N,baján,тэнгэрийн дуу
668,Donner::N,juuṛâ,тэнгэрийн дуу
669,Donner::N,tie´rmes,тэнгэрийн дуу
670,Donner::N,тӣрмесь,тэнгэрийн дуу
671,Donner::N,ча̄ркнэгк,тэнгэрийн дуу
672,Strömung::N,njuvvie,урсгал
673,Strömung::N,ájggedáhpe,урсгал
674,Strömung::N,rávdnji,урсгал
675,Strömung::N,virde,урсгал
676,Strömung::N,ve´rdd,урсгал
677,Strömung::N,выррьт,урсгал
678,Tropfen::N,gåajhkohts,дусал
679,Tropfen::N,gåjkudis,дусал
680,Tropfen::N,goaikkanas,дусал
681,Tropfen::N,čalme,дусал
682,Tropfen::N,čâ´lmm,дусал
683,Tropfen::N,ча̄лльм,дусал
684,Schaum::N,sapte,хөөс
685,Schaum::N,såpptå,хөөс
686,Schaum::N,sokta,хөөс
687,Schaum::N,suptâ,хөөс
688,Schaum::N,soptt,хөөс
689,Schaum::N,со̄ппт,хөөс
690,Schmutz::N,haaskoe,хир
691,Schmutz::N,haaskoe,шавхай
692,Schmutz::N,duolvva,хир
693,Schmutz::N,duolvva,шавхай
694,Schmutz::N,duolva,хир
695,Schmutz::N,duolva,шавхай
696,Schmutz::N,durdi,хир
697,Schmutz::N,durdi,шавхай
698,Schmutz::N,stänži,хир
699,Schmutz::N,stänži,шавхай
700,Schmutz::N,sähss,хир
701,Schmutz::N,sähss,шавхай
702,Schmutz::N,са̄ккьс,хир
703,Schmutz::N,са̄ккьс,шавхай
704,Schmutz::N,не̄шшь,хир
705,Schmutz::N,не̄шшь,шавхай
706,See::N,jaevrie,нуур
707,See::N,jávrre,нуур
708,See::N,jávri,нуур
709,See::N,jävri,нуур
710,See::N,jâu´rr,нуур
711,See::N,я̄ввьр,нуур
712,Sumpf::N,pluevie,намаг
713,Sumpf::N,pluevie,балчиг
714,Sumpf::N,áhpe,намаг
715,Sumpf::N,áhpe,балчиг
716,Sumpf::N,sæmssa,намаг
717,Sumpf::N,sæmssa,балчиг
718,Sumpf::N,jeaggi,намаг
719,Sumpf::N,jeaggi,балчиг
