,Concept_ID,zh,mhr
104,Berg::N,山,ку́рык
105,Gipfel::N,峰,чаҥга́
106,Gipfel::N,峰,курыкву́й
107,Höhle::N,洞穴,пеще́р
108,Höhle::N,洞穴,курыкпо́мыш
109,Abhang::N,斜坡,та́йыл
110,Quelle::N,泉,важ
111,Quelle::N,泉,вӱдшинча́
112,Bach::N,溪,изэҥе́р
113,Fluss::N,河流,эҥе́р
114,Ufer::N,岸,сер
115,Küste::N,海岸,вӱдтӱ́р
116,Festland::N,大陆,мла́нде
117,Meer::N,海,те́ҥыз
118,Bucht::N,海湾,икса́
119,Insel::N,岛,отро́
120,Blume::N,花,пеле́дыш
121,Gras::N,草,шу́до
122,Wurzel::N,根,вож
123,Baum::N,树,пуше́ҥге
124,Stamm::N,树干,йы́тыр
125,Rinde::N,树皮,шӱм
126,Ast::N,树枝,укш
127,Zweig::N,树枝,торма́к
128,Blatt::N,叶子,лышта́ш
129,Birke::N,桦木,куэ́
130,Kiefer[Baum]::N,松树,пӱ́нчӧ
131,Weide[Baum]::N,柳树,уа́
132,Tanne::N,冷杉,кож
133,Horn::N,角,шур
134,Feder::N,羽毛,пы́стыл
135,Fell::N,皮毛,кова́ште
136,Flügel::N,翅膀,шу́лдыр
137,Klaue::N,爪子,кӱч
138,Kralle::N,爪子,ла́па
139,Kralle::N,爪子,копа́
140,Schwanz::N,尾巴,поч
141,Ei::N,蛋,му́но
142,Nest::N,巢,пыжа́ш
143,Bau::N,穴,пыжа́ш
144,Tier::N,动物,я́нлык
145,Tier::N,动物,живо́тный
146,Herde::N,群,кӱ́тӱ
147,Herde::N,群,тӱшка́
148,Kuh::N,母牛,ушка́л
149,Bulle::N,公牛,ӱ́шкыж
150,Pferd::N,马,и́мне
151,Schaf::N,羊,шо́рык
152,Schwein::N,猪,сӧсна́
153,Hund::N,狗,пий
154,Katze::N,猫,пы́рыс
155,Bär::N,熊,маска́
156,Eichhörnchen::N,松鼠,ур
157,Elch::N,麋鹿,шо́рдо
158,Fuchs::N,狐狸,ры́выж
159,Hase::N,兔子,мера́ҥ
160,Maus::N,老鼠,коля́
161,Wolf::N,狼,пи́ре
162,Vogel::N,鸟,ка́йык
163,Schwarm::N,群,каша́к
164,Huhn::N,鸡,чы́ве
165,Hahn::N,公鸡,агыта́н
166,Gans::N,鹅,ко́мбо
167,Adler::N,鹰,карагу́ш
168,Ente::N,鸭,лу́до
169,Eule::N,猫头鹰,тумна́
170,Kranich::N,鹤,турня́
171,Krähe::N,乌鸦,кора́к
172,Kuckuck::N,布谷鸟,куку́
173,Schwan::N,天鹅,йӱ́ксӧ
174,Fisch::N,鱼,кол
175,Barsch::N,鲈鱼,ола́ҥге
176,Hecht::N,狗鱼,нуж
177,Hecht::N,狗鱼,чорта́н
178,Schlange[Tier]::N,蛇,ки́шке
179,Wurm::N,蠕虫,шукш
180,Spinne::N,蜘蛛,эҥыре́мыш
181,Ameise::N,蚂蚁,ку́тко
182,Laus::N,虱子,тий
183,Mücke::N,蚊子,шыҥа́
184,Fliege::N,苍蝇,ка́рме
185,Schmetterling::N,蝴蝶,лы́ве
186,Beere::N,将果,мӧр
187,Apfel::N,苹果,олма́
188,Pilz::N,蘑菇,по́ҥго
189,Zwiebel::N,洋葱,шога́н
190,Saat::N,种子,нӧ́шмӧ
191,Saat::N,种子,туш
192,Korn::N,谷粒,шу́рно
193,Heu::N,干草,шу́до
194,Schale::N,壳,шӱм
195,Grube::N,坑,выне́м
196,Falle::N,圈套,лӧ́дӧ
197,Schlinge::N,活扣,о́птыш
198,Schlinge::N,活扣,шӧрга́лтыш
199,Spur::N,踪迹,кыша́
200,Asche::N,灰烬,ло́мыж
201,Dreck::N,污垢,лавыра́
202,Eisen::N,铁,кӱ́ртньӧ
203,Gold::N,金子,шӧ́ртньӧ
204,Silber::N,银,ший
205,Kohle::N,煤,мландышӱ́й
206,Glas::N,玻璃,янда́
207,Lehm::N,粘土,шун
208,Sand::N,沙,ошма́
209,Mensch::N,人,еҥ
210,Mensch::N,人,айде́ме
211,Mann::N,男子,пӧръе́ҥ
212,Frau::N,妇女,ӱдырама́ш
213,Kind::N,小孩,аза́
214,Junge::N,男孩,рве́зе
215,Mädchen::N,女孩,ӱдыра́ш
216,Familie::N,家庭,еш
217,Großvater::N,祖父,коча́
218,Großmutter::N,祖母,кова́
219,Eltern::N,父母,ача́-ава́
220,Vater::N,父亲,ача́
221,Mutter::N,母亲,ава́
222,Sohn::N,儿子,э́рге
223,Tochter::N,女儿,ӱ́дыр
224,Bruder::N,兄弟,иза́
225,Bruder::N,兄弟,шо́льо
226,Schwester::N,姐妹,ака́
227,Onkel::N,伯父,иза́
228,Tante::N,阿姨,кока́
229,Ehemann::N,丈夫,мари́й
230,Ehefrau::N,妻子,ва́те
231,Freude::N,愉快,куа́н
232,Freude::N,愉快,куаныма́ш
233,Gelächter::N,大笑,во́штылтыш
234,Glück::N,运气,пиа́л
235,Kummer::N,苦恼,о́йго
236,Wunsch::N,愿望,ку́мыл
237,Lust::N,乐趣,ку́мыл
238,Geist::N,精神,ӧрт
239,Geist::N,精神,чон
240,Gedanke::N,思想,ой
241,Gedanke::N,思想,шоныма́ш
242,Gedächtnis::N,记性,шарныма́ш
243,Verstand::N,理智,уш
244,Sinn::N,感觉,смысл
245,Grund::N,理由,ама́л
246,Wahrheit::N,真理,чын
247,Gespräch::N,谈话,мутланыма́ш
248,Märchen::N,童话,йома́к
249,Erzählung::N,故事,ойлыма́ш
250,Nachricht::N,消息,увертарыма́ш
251,Neuigkeit::N,新闻,уве́р
252,Name::N,名字,лӱм
253,Rätsel::N,谜语,ту́што
254,Rede::N,讲话,ойлыма́ш
255,Sprache::N,语言,йы́лме
256,Stimme::N,声音,йӱк
257,Wort::N,词,ой
258,Wort::N,词,мут
259,Zeichen::N,标记,ти́ште
260,Zeichen::N,标记,знак
261,Ruf::N,呼喊,ӱжма́ш
262,Lärm::N,噪音,лӱшкыма́ш
263,Lärm::N,噪音,йӱк-йӱа́н
264,Laut::N,响声,йӱк
265,Ton::N,声音,йӱксе́м
266,Lied::N,歌曲,му́ро
267,Ruhe::N,安静,ты́мык
268,Leute::N,人们,еҥ-влак
269,Volk::N,人民,ка́лык
270,Arbeit::N,劳动,паша́
271,Gast::N,客人,уна́
272,Geschenk::N,礼物,пӧле́к
273,Spiel::N,游戏,мо́дыш
274,Spiel::N,游戏,модма́ш
275,Gesellschaft::N,陪同,тӱшка́
276,Hilfe::N,帮助,по́лыш
277,Freund::N,朋友,таҥ
278,Freund::N,朋友,йолта́ш
279,Kamerad::N,同志,таҥ
280,Angelegenheit::N,事情,паша́
281,Anzahl::N,数目,чот
282,Art::N,种类,вид
283,Stück::N,块,ка́тыш
284,Stück::N,块,ла́стык
285,Teil::N,部分,ужа́ш
286,Hälfte::N,一半,пел
287,Hälfte::N,一半,пе́ле
288,Kreis::N,圆,ты́ртыш
289,Kreuz::N,十字架,ыре́с
290,Linie::N,线条,ли́ний
291,Strich::N,划,коре́ш
292,Abstand::N,距离,кокла́
293,Entfernung::N,距离,тора́
294,Entfernung::N,距离,ку́жыт
295,Gegend::N,地区,кунде́м
296,Platz::N,场所,ку́мдык
297,Ort::N,地点,вер
298,Ort::N,地点,о́лмо
299,Seite::N,面,ӧ́рдыж
300,Mitte::N,中间,покше́л
301,Gegenstand::N,物品,наста́
302,Sache::N,物,наста́
303,Rand::N,边,тӱр
304,Kante::N,棱,тӱр
305,Ecke::N,角,лук
306,Spitze::N,尖,вуй
307,Ende::N,结尾,муча́ш
308,Loch::N,洞,рож
309,Winkel::N,角度,лук
310,Muster::N,模型,пеза́к
311,Muster::N,模型,узо́р
312,Muster::N,模型,ӱ́лгӧ
313,Größe::N,大小,кӱ́кшыт
314,Länge::N,长度,ку́тыш
315,Höhe::N,高度,кӱ́кшыт
316,Gewicht::N,重量,не́лыт
317,Menge::N,数量,чот
318,Haufen::N,堆,кы́шыл
319,Reihe::N,行,рада́м
320,Boot::N,小船,пуш
321,Ruder::N,奖,эшка́к
322,Schlitten::N,雪橇,тер
323,Schlitten::N,雪橇,изде́р
324,Ski::N,雪板,е́че
325,Lagerfeuer::N,营火,туло́то
326,Last::N,负担,нӧ́лтыш
327,Gang::N,行走,ошкылма́ш
328,Schritt::N,步伐,о́шкыл
329,Norden::N,北,йӱдйыма́л
330,Süden::N,南,кечывалве́л
331,Westen::N,西,касве́л
332,Osten::N,东,эрве́л
333,Holz::N,木材,пу
334,Brett::N,木板,оҥа́
335,Platte::N,平板,аста́р
336,Stütze::N,支架,чара́к
337,Stange::N,杆,лома́ш
338,Stock::N,棒,тоя́
339,Stab::N,棍,вара́
340,Stab::N,棍,кашта́
341,Rohr::N,管子,пуч
342,Haus::N,房屋,пӧрт
343,Heim::N,家,мӧ́ҥгӧ
344,Ofen::N,炉子,комака́
345,Fußboden::N,地板,кӱва́р
346,Tisch::N,桌子,ӱсте́л
347,Stuhl::N,椅子,пӱке́н
348,Wiege::N,摇蓝,шепка́
349,Bett::N,床,ва́кшыш
350,Regal::N,架子,шӧ́рлык
351,Kiste::N,箱子,шо́ндык
352,Kiste::N,箱子,я́шлык
353,Fenster::N,窗户,окна́
354,Tür::N,门,омса́
355,Tor::N,大门,капка́
356,Zaun::N,篱笆,сава́р
357,Dach::N,屋顶,леве́дыш
358,Leiter::N,梯子,тошка́лтыш
359,Besen::N,扫帚,ӱштерво́штыр
360,Spaten::N,铁锹,ко́льмо
361,Schaufel::N,铁锹,сово́к
362,Schaufel::N,铁锹,су́ско
363,Gabel::N,叉,ви́лке
364,Löffel::N,食匙,па́не
365,Löffel::N,食匙,совла́
366,Messer::N,刀,кӱ́зӧ
367,Nagel::N,钉子,пуда́
368,Netz::N,网,вапш
369,Haken::N,钩子,са́гыле
370,Griff::N,把柄,кыл
371,Schloss::N,锁,кӧгӧ́н
372,Bild::N,图画,сӱре́т
373,Figur::N,人像,фигу́р
374,Puppe::N,娃娃,курча́к
375,Beutel::N,袋子,меша́к
376,Bündel::N,捆,арша́ш
377,Tasche::N,手提包,сумка́
378,Eimer::N,桶,ведра́
379,Deckel::N,盖子,ко́мдыш
380,Geschirr::N,餐具,а́те
381,Sack::N,袋子,куль
382,Sack::N,袋子,меша́к
383,Tasse::N,杯子,чу́кыр
384,Tasse::N,杯子,чашка́
385,Topf::N,锅,ми́ске
386,Kessel::N,水壶,под
387,Essen::N,进餐,ко́чкыш
388,Nahrung::N,食物,ку́рго
389,Speise::N,菜肴,ко́чкыш
390,Fleisch::N,肉,шыл
391,Getreide::N,谷物,шу́рно
392,Brei::N,粥,пу́чымыш
393,Brot::N,面包,ки́нде
394,Scheibe::N,片,ка́тыш
395,Fett::N,脂肪,коя́
396,Butter::N,黄油,ӱй
397,Öl::N,油,ӱй
398,Salz::N,盐,шинча́л
399,Suppe::N,汤,шӱр
400,Honig::N,蜂蜜,мӱй
401,Milch::N,奶,шӧр
402,Tee::N,茶,чай
403,Leder::N,皮革,сура́н
404,Leder::N,皮革,шӱ́штӧ
405,Wolle::N,毛线,пун
406,Stoff::N,织物,куэ́м
407,Stoff::N,织物,посто́
408,Nadel::N,针,и́ме
409,Faden::N,线,шӱ́ртӧ
410,Knopf::N,纽扣,по́лдыш
411,Knoten::N,结,пышке́м
412,Farbe::N,颜色,чия́
413,Kleidung::N,衣服,чие́м
414,Kleidung::N,衣服,вурге́м
415,Hemd::N,衬衫,ту́выр
416,Kragen::N,领子,сога́
417,Ärmel::N,袖子,шокш
418,Hose::N,裤子,йола́ш
419,Gürtel::N,腰带,ӱ́штӧ
420,Mütze::N,帽子,упш
421,Schuh::N,鞋,боти́нке
422,Stiefel::N,靴子,кем
423,Ring::N,戒指,шерга́ш
424,Band::N,带子,тасма́
425,Band::N,带子,ле́нте
426,Kamm::N,梳子,шерге́
427,Spiegel::N,镜子,вошто́нчыш
428,Riemen::N,皮带,кӱзанӱ́штӧ
429,Schnur::N,绳子,кере́м
430,Schnur::N,绳子,кандыра́
431,Leine::N,皮带,вӱра́ҥ
432,Decke::N,被子,леве́дыш
433,Decke::N,被子,одея́л
434,Kissen::N,软垫,кӱ́пчык
435,Tuch::N,巾,шо́выч
436,Handtuch::N,手巾,со́лык
437,Kraft::N,力,вий
438,Kraft::N,力,куа́т
439,Stärke::N,力量,куа́т
440,Stärke::N,力量,карма́н
441,Gesundheit::N,健康,таза́лык
442,Krankheit::N,病,чер
443,Schmerz::N,痛,ко́рштыш
444,Wunde::N,伤口,су́сыр
445,Fieber::N,发烧,йӱштыму́ж
446,Fieber::N,发烧,лихора́дке
447,Arznei::N,药,эм
448,Brücke::N,桥,кӱва́р
449,Brunnen::N,井,вӱдвыне́м
450,Weide::N,牧场,нурше́р
451,Pfad::N,小路,йолго́рно
452,Pfad::N,小路,сокма́к
453,Weg::N,路,ко́рно
454,Straße::N,街,ко́рно
455,Dorf::N,村庄,ял
456,Stadt::N,城市,ола́
457,Brief::N,信,се́рыш
458,Buch::N,书,книга́
459,Buchstabe::N,字母,буква́
460,Zeitung::N,报纸,газе́т
461,Leben::N,生命,и́лыш
462,Tod::N,死亡,колыма́ш
463,Grab::N,坟墓,шӱга́р
464,Kirche::N,教堂,че́рке
465,Sünde::N,罪,су́лык
466,Gott::N,上帝,ю́мо
467,Arbeiter::N,工人,паша́зе
468,Chef::N,上司,тӧра́
469,Meister::N,师傅,маста́р
470,Arzt::N,医生,врач
471,Lehrer::N,教师,ту́ныктышо
472,Geld::N,钱,окса́
473,Geschäft::N,交易,сатулыма́ш
474,Laden::N,商店,ке́выт
475,Preis::N,价格,ак
476,Ware::N,商品,сату́
477,Nutzen::N,好处,пайда́
478,Reichtum::N,财富,поя́нлык
479,Welt::N,世界,тӱня́
480,Land::N,国家,эл
481,Staat::N,国家,кугыжа́ныш
482,König::N,国王,кугыжа́
483,Macht::N,权力,власть
484,Grenze::N,边界,грани́ца
485,Krieg::N,战争,сар
486,Feind::N,敌人,тушма́н
487,Gewalt::N,暴力,виешлыма́ш
488,Kampf::N,战斗,кредалма́ш
489,Bogen[Waffe]::N,弓,юҥе́ж
490,Pfeil::N,箭,пикш
491,Gewehr::N,枪,пыча́л
492,Fehler::N,错误,йо́ҥылыш
493,Lüge::N,谎话,шоя́к
494,Schaden::N,损失,зия́н
495,Unglück::N,不幸,эҥге́к
496,Schuld::N,过错,тита́к
497,Schuld::N,过错,йола́
498,Alter::N,年龄,ийго́т
499,Schluss::N,结束,муча́ш
500,Zeit::N,时间,жап
501,Zeit::N,时间,па́гыт
502,Tag::N,天,ке́че
503,Morgen::N,早晨,эр
504,Mittag::N,中午,кечыва́л
505,Abend::N,晚上,кас
506,Nacht::N,夜,йӱд
507,Woche::N,星期,арня́
508,Monat::N,月,ты́лзе
509,Jahr::N,年,ий
510,Frühling::N,春天,шо́шо
511,Sommer::N,夏天,кеҥе́ж
512,Herbst::N,秋天,шы́же
513,Winter::N,冬天,те́ле
514,Januar::N,一月,шоркыйол
515,Januar::N,一月,идалыкву́й
516,Januar::N,一月,янва́рь
517,Februar::N,二月,пургыж
518,Februar::N,二月,февра́ль
519,März::N,三月,ӱярня
520,März::N,三月,март
521,April::N,四月,апре́ль
522,Mai::N,五月,ага
523,Mai::N,五月,май
524,Juni::N,六月,пеледыш
525,Juni::N,六月,ию́нь
526,Juli::N,七月,сӱрем
527,Juli::N,七月,ию́ль
528,August::N,八月,сорла
529,August::N,八月,агарма́н
530,August::N,八月,а́вгуст
531,September::N,九月,идым
532,September::N,九月,сентя́брь
533,Oktober::N,十月,шыжа
534,Oktober::N,十月,октя́брь
535,November::N,十一月,кылме тылзе
536,November::N,十一月,ноя́брь
537,Dezember::N,十二月,дека́брь
538,Montag::N,星期一,шо́чмо
539,Dienstag::N,星期二,ку́шкыжмо
540,Mittwoch::N,星期三,вӱрге́че
541,Donnerstag::N,星期四,изарня́
542,Freitag::N,星期五,кугарня́
543,Samstag::N,星期六,шуматке́че
544,Sonntag::N,星期日,рушарня́
545,groß::A,大,кугу́
546,klein::A,小,изи́
547,lang::A,长,кужу́
548,kurz::A,短,кӱ́чык
549,breit::A,宽,кумда́
550,schmal::A,细长的,а́ҥысыр
551,dicht::A,密,ну́гыдо
552,dick[Gegenstand]::A,厚,кӱ́жгӧ
553,dünn::A,薄,ви́чкыж
554,fein::A,细小,ты́гыде
555,fest::A,固体,чо́ткыдо
556,flach::A,平坦,лапка́
557,glatt::A,光滑,яклака́
558,hart::A,硬,пе́ҥгыде
559,weich::A,软,пу́шкыдо
560,rund::A,圆,йырге́шке
561,spitz::A,尖,коша́р
562,scharf::A,锋利,пӱ́сӧ
563,stumpf::A,钝,токма́к
564,schwer::A,重,не́ле
565,schön::A,美丽,сы́лне
566,heiß::A,烫,шо́кшо
567,warm::A,暖和,ле́ве
568,kalt::A,冷,йӱ́штӧ
569,kühl::A,凉,юа́лге
570,kühl::A,凉,южгата́
571,frisch::A,新鲜,свежа́
572,feucht::A,潮湿,вӱ́дыжгӧ
573,nass::A,湿,нӧ́рӧ
574,trocken::A,干,ку́кшо
575,voll::A,满,тич
576,leer::A,空,яра́
577,offen::A,敞开,виш
578,geschlossen::A,关闭,пе́тырыме
579,geschlossen::A,关闭,тӱ́чмӧ
580,sauber::A,干净,ару́
581,sauber::A,干净,янда́р
582,schmutzig::A,肮脏,лавыра́н
583,schmutzig::A,肮脏,ла́выргыше
584,roh::A,生,кӱ́чымӧ
585,reif::A,成熟,лӧза́
586,lecker::A,好吃,ту́тло
587,süß::A,甜,ше́ре
588,bitter::A,苦,ко́чо
589,sauer::A,酸,шо́по
590,hell::A,亮,во́лгыдо
591,dunkel::A,阴暗,пычке́мыш
592,schwarz::A,黑,шола́
593,weiß::A,白,ош
594,rot::A,红,йошка́р
595,gelb::A,黄,сар
596,blau::A,蓝,ка́нде
597,grün::A,绿,ужа́р
598,grau::A,灰色,сур
599,bunt::A,五彩,олача́
600,billig::A,便宜,шу́лдо
601,teuer::A,贵,ше́рге
602,wertvoll::A,贵重,шергака́н
603,blind::A,瞎,со́кыр
604,taub::A,聋,соҥгыра́
605,kräftig::A,强壮,куа́тле
606,stark::A,强壮,вия́н
607,schwach::A,弱,а́лдыме
608,fett::A,胖,коя́
609,schlank::A,苗条,йоштката́
610,schlank::A,苗条,яжу́
611,hübsch::A,漂亮,чеве́р
612,böse::A,邪恶,шы́де
613,dumm::A,笨,аҥыра́
614,faul::A,懒惰,його
615,fleißig::A,勤奋,ты́ршыше
616,geizig::A,吝啬,чаҥга́
617,klug::A,聪明,уша́н
618,geschickt::A,灵巧,уста́
619,lieb::A,可爱,ала́л
620,lustig::A,快乐,весела́
621,sanft::A,柔和,ны́жылге
622,hungrig::A,饥饿,шу́жышо
623,krank::A,患病,че́рле
624,nackt::A,裸体,чарама́т
625,traurig::A,悲哀,ойга́н
626,lebendig::A,活,и́лыше
627,gut::A,好,сай
628,schlecht::A,坏,уда́
629,schlecht::A,坏,шӱ́кшӧ
630,richtig::A,正确,чы́нле
631,schlimm::A,糟糕,аля́к
632,schlimm::A,糟糕,тыра́н
633,wahr::A,真,чы́нле
634,wahr::A,真,настоя́щий
635,alt::A,旧,то́што
636,neu::A,新,у
637,ehemalig::A,以前,о́нчычсо
638,ehemalig::A,以前,онда́кысе
639,alt[Lebewesen]::A,老,шо́нто
640,jung::A,年轻,са́мырык
641,arm::A,贫穷,нужна́
642,reich::A,富裕,поя́н
643,bekannt::A,出名,па́лыме
644,berühmt::A,著名,лӱ́млӧ
645,fremd::A,陌生,йот
646,verschieden::A,不同,тӱ́рлӧ
647,nah::A,近,ли́шыл
648,fern::A,遥远,тора́
649,fern::A,遥远,мӱ́ндыр
650,linker::A,左,шола́
651,rechter::A,右,пурла́
652,anderer::A,别的,вес
653,anderer::A,别的,мо́ло
654,erster::A,第一,и́кымше
655,zweiter::A,第二,ко́кымшо
656,dritter::A,第三,ку́мшо
657,letzter::A,最后,пыта́ртыш
658,allein::ADV,单独,шкет
659,auf einmal::ADV,同时,икана́ште
660,zusammen::ADV,一起,пырля́
661,lange::ADV,许久,кужу́н
662,plötzlich::ADV,忽然,кенета́
663,sofort::ADV,立刻,кызыта́к
664,später::ADV,以后,варара́к
665,jetzt::ADV,现在,ы́нде
666,jetzt::ADV,现在,кы́зыт
667,heute::ADV,今天,та́че
668,morgen::ADV,明天,эрла́
669,bald::ADV,即将,вашке́
670,dann::ADV,然后,вара́
671,gestern::ADV,昨天,теҥге́че
672,einst::ADV,曾经,икана́
673,damals::ADV,当时,туна́м
674,danach::ADV,随后,вара́
675,vorher::ADV,事先,о́нчыч
676,zuerst::ADV,首先,онда́к
677,einmal::ADV,一次,икана́
678,manchmal::ADV,有时,ка́шын
679,manchmal::ADV,有时,кокла́н
680,oft::ADV,时常,чӱ́чкыдын
681,immer::ADV,总是,эре́
682,immer::ADV,总是,ту́тыш
683,niemals::ADV,从未,ок нигуна́м
684,hier::ADV,这里,ты́ште
685,hierhin::ADV,到这里,ты́шке
686,hierhin::ADV,到这里,тыш
687,von hier::ADV,由此,тыше́ч
688,von hier::ADV,由此,тыве́ч
689,dort::ADV,那里,ту́што
690,dorthin::ADV,到那里,туш
691,dorthin::ADV,到那里,ту́шко
692,geradeaus::ADV,一直往前,вик
693,vorwärts::ADV,向前,о́нчыко
694,rückwärts::ADV,向后,шеҥге́к
695,zurück::ADV,退后,мӧҥге́ш
696,unten::ADV,下面,ӱ́лнӧ
697,unten::ADV,下面,йыма́лне
698,hinab::ADV,向下,йыма́к
699,oben::ADV,上面,кӱ́шнӧ
700,oben::ADV,上面,ӱмба́лне
701,hinauf::ADV,向上,кӱ́ш
702,hinauf::ADV,向上,кӱ́шкӧ
703,überall::ADV,到处,чыла́ вере́
704,nicht::ADV,不,ок
705,nicht::ADV,不,о́геш
706,ein wenig::ADV,一点儿,изи́ш
707,kaum::ADV,几乎不,пыкше́
708,sehr::ADV,很,чот
709,so::ADV,如此,тыге́
710,noch::ADV,还,а́ле
711,nur::ADV,只,гына́
712,schon::ADV,已经,ы́нде
713,wieder::ADV,又,ада́к
714,vor::PRP,在...面前,о́нчыч
715,hinter::PRP,在...背后,шеҥге́лне
716,unter::PRP,在...下面,йыма́лне
717,durch::PRP,穿过,вошт
718,neben::PRP,在...旁,вокте́н
719,zwischen::PRP,在...之间,кокла́ште
720,wegen::PRP,由于,верч
721,dies::PRN,这,ти́де
722,das::PRN,那,са́де
723,alles::PRN,一切,чыла́
724,ich::PRN,我,мый
725,du::PRN,你,тый
726,er::PRN,他,ту́до
727,wir::PRN,我们,ме
728,ihr::PRN,你们,те
729,sie::PRN,她,ну́но
730,was::FPRN,什么,мо
731,wer::FPRN,谁,кӧ
732,wo::FADV,哪里,куша́н
733,wohin::FADV,去哪里,куш
734,wohin::FADV,去哪里,ку́шко
735,wie::FADV,怎么,кузе́
736,warum::FADV,为什么,мо
737,warum::FADV,为什么,мола́н
738,wieviel::FNUM,多少,куна́р
739,eins::NUM,一,ик
740,zwei::NUM,二,ко́кыт
741,drei::NUM,三,кум
742,vier::NUM,四,ныл
743,fünf::NUM,五,вич
744,sechs::NUM,六,куд
745,sieben::NUM,七,шым
746,acht::NUM,八,канда́ш
747,neun::NUM,九,инде́ш
748,zehn::NUM,十,лу
749,elf::NUM,十一,лати́к
750,zwölf::NUM,十二,латко́к
751,zwanzig::NUM,二十,ко́ло
752,dreißig::NUM,三十,ку́мло
753,vierzig::NUM,四十,ны́лле
754,fünfzig::NUM,五十,ви́тле
755,sechzig::NUM,六十,ку́дло
756,siebzig::NUM,七十,шы́мле
757,achtzig::NUM,八十,канда́шле
758,neunzig::NUM,九十,инде́шле
759,hundert::NUM,百,шӱ́дӧ
760,tausend::NUM,千,тӱже́м
761,und::CNJ,和,да
762,und::CNJ,和,ден
763,oder::CNJ,或者,я
764,oder::CNJ,或者,а́ле
765,stehen::V,站,шога́ш
766,sitzen::V,坐,шинча́ш
767,liegen::V,躺着,кия́ш
